[00:00:27.609 --> 00:00:28.750]  It's Sunday Live.
[01:28:27.543 --> 01:28:29.466]  We could sell this at full price right now.
[01:28:30.407 --> 01:28:32.068]  That's how great the demand is.
[01:28:32.548 --> 01:28:36.651]  But Alex has decided we're going to sell it at 40% off.
[01:28:36.991 --> 01:28:47.117]  So even though demand is off the charts, and even though it's even hard to get this back in stock, we're bringing it back at 40% off right now at InfoWarsTore.com.
[01:28:47.337 --> 01:28:57.083]  So again folks, if you're like me, if you're like a lot of the crew, if you're like a lot of people in this audience, and you really enjoy Turbo Force, stock up on it when it's 40% off.
[01:28:58.604 --> 01:29:01.346]  Once this sells out, who knows when it's going to be back in stock.
[01:29:01.387 --> 01:29:03.048]  It took us about four months this last time.
[01:29:03.689 --> 01:29:04.750]  Could be worse next time.
[01:29:04.830 --> 01:29:06.511]  Hopefully it's not so bad, but you never know.
[01:29:06.851 --> 01:29:07.852]  So stock up on this.
[01:29:07.892 --> 01:29:09.534]  Get four, five, six boxes.
[01:29:09.854 --> 01:29:12.036]  Give one to a family member or a friend.
[01:29:12.116 --> 01:29:14.298]  Say, hey, this is the best energy drink I've ever had.
[01:29:14.358 --> 01:29:16.140]  Mix it with water, mix it with juice, whatever.
[01:29:16.460 --> 01:29:18.322]  Turbo Force, back in stock.
[01:29:19.262 --> 01:29:21.182]  40% off at InfoWarsStore.com.
[01:29:21.222 --> 01:29:22.343]  So stock up now.
[01:29:22.803 --> 01:29:27.904]  TurboForce, one of the most popular, high-rated products exclusively available at InfoWarsStore.com.
[01:29:28.384 --> 01:29:34.265]  And, as always, it funds all the work that we do here at the InfoWars World Headquarters in Austin, Texas.
[01:29:34.545 --> 01:29:41.326]  Ladies and gentlemen, one of the number one trends on social media lately has been, Alex Jones was right.
[01:29:41.506 --> 01:29:45.827]  And so we now have the t-shirt at InfoWarsStore.com, Alex Jones
[01:29:46.227 --> 01:29:47.108]  We're good.
[01:30:01.835 --> 01:30:04.918]  And I just was reminded how many great t-shirts we have.
[01:30:04.998 --> 01:30:06.860]  There are so many, and guess what?
[01:30:07.140 --> 01:30:12.485]  They're all on sale right now for $17.76 at InfowarsStore.com.
[01:30:12.746 --> 01:30:14.207]  Let me show you some of the new ones we have.
[01:30:14.628 --> 01:30:16.750]  That's right, mask free!
[01:30:17.270 --> 01:30:19.411]  Now you know the left is a little confused right now.
[01:30:19.491 --> 01:30:22.472]  Do they trust the science and take off the mask now?
[01:30:22.852 --> 01:30:26.673]  Or do they continue to make their political statement by wearing the mask?
[01:30:26.713 --> 01:30:34.276]  Well, make your statement that you're not going to be a slave, you're not going to be subject to tyranny, you are mask-free.
[01:30:34.516 --> 01:30:35.356]  And really trigger them.
[01:30:35.436 --> 01:30:37.317]  But there's other statements you can make.
[01:30:37.777 --> 01:30:40.658]  Like, the media is the virus.
[01:30:41.218 --> 01:30:55.464]  That will really get people thinking outside of the box to think, hmm, you know, we just had this whole pandemic I was supposed to be scared of, but the vaccines aren't working and the masks never work, but maybe it was the media that was the virus.
[01:30:55.524 --> 01:30:56.725]  And then, on the back,
[01:30:57.325 --> 01:30:59.547]  InfoWars is the cure.
[01:30:59.727 --> 01:31:01.148]  But maybe you don't like it in red.
[01:31:01.408 --> 01:31:06.911]  So then get this design in neon green and make an even louder statement.
[01:31:07.232 --> 01:31:09.513]  And as you can see, a little different artwork on this one.
[01:31:09.633 --> 01:31:14.336]  I love the neon green InfoWars patch on the sleeve and once again on the back.
[01:31:14.576 --> 01:31:16.097]  InfoWars is the cure.
[01:31:16.417 --> 01:31:20.680]  We have an entire catalog of t-shirts at InfoWarsStore.com.
[01:31:20.960 --> 01:31:22.081]  I implore you to go check them out.
[01:31:22.121 --> 01:31:26.504]  And remember, shopping at InfoWarsStore.com is how you support the broadcast.
[01:31:26.764 --> 01:31:29.373]  Huge t-shirt sale happening at InfoWarStore.com.
[01:31:29.614 --> 01:31:33.026]  Check out the new ones, check out the old ones, and support the InfoWar!
