[00:00:00.287 --> 00:00:00.647]  Jump into it.
[00:24:38.906 --> 00:24:44.630]  Because they make up a bunch of stuff, and he's not found guilty anywhere, but you guys just parrot it over again like two men.
[00:24:44.690 --> 00:24:47.492]  If you don't like the Constitution, that's your fault, Alex.
[00:24:47.552 --> 00:24:49.474]  If you don't like the Constitution, that's on you.
[00:24:49.494 --> 00:24:52.676]  Really, then why are you saying that Section 3 of Amendment 14 requires a conviction?
[00:24:52.736 --> 00:24:55.678]  Alex, why did you say that Section 3 of Amendment 14 requires a conviction?
[00:24:55.698 --> 00:24:57.099]  Can we put the text on stream?
[00:24:57.539 --> 00:24:58.500]  I would love to do that, actually.
[00:24:58.520 --> 00:24:59.381]  Put the text up.
[00:24:59.401 --> 00:25:02.903]  Because you keep saying you're... Alright, guys.
[00:25:03.043 --> 00:25:04.064]  I don't care what it's based on.
[00:25:05.385 --> 00:25:07.147]  Let's uh, let's... That's why no one won!
[00:25:07.207 --> 00:25:08.608]  Let's hear from Glenn.
[00:25:08.648 --> 00:25:09.829]  Let's hear from Glenn.
[00:25:09.849 --> 00:25:10.770]  We'll slow down.
[00:25:11.390 --> 00:25:12.791]  Uh, this is a great conversation.
[00:25:12.811 --> 00:25:13.952]  Glenn's about to drop some knowledge.
[00:25:14.072 --> 00:25:14.773]  I'm dominating.
[00:25:15.153 --> 00:25:15.353]  Yeah.
[00:25:15.894 --> 00:25:17.395]  You're just talking a lot.
[00:25:17.435 --> 00:25:25.181]  Glenn's in remote from Brazil, so Glenn, anytime you have something to say, it's helpful for me if I see a visual cue, maybe your hand goes up, I can tell you have something you're gonna say now, but let us know.
[00:25:26.102 --> 00:25:28.024]  Let me just say, what happens is when you
[00:25:29.028 --> 00:25:31.570]  Gather together to debate a particular question.
[00:25:31.590 --> 00:25:34.111]  You're supposed to debate that particular question.
[00:25:34.191 --> 00:25:40.736]  The particular question that we were presented with is we're going to debate January 6th and whether it was an insurrection.
[00:25:40.776 --> 00:25:42.197]  Now, I don't blame Destiny.
[00:25:42.933 --> 00:26:02.073]  And Ed, for not wanting to debate that, for wanting to debate a whole set of other issues about whether Trump acted improperly, whether he was naughty and the things he did after the election, because there is no argument to make that what happened on January 6th rises to the level of insurrection, and that's why an extremely aggressive prosecutor named Jack Smith
[00:26:02.651 --> 00:26:13.543]  Decided not to charge Donald Trump with that crime because he knew there was no way that he could possibly bring a conviction against anybody let alone Donald Trump who told everybody to be peaceful when going to the Capitol.
[00:26:14.384 --> 00:26:14.604]  I don't
[00:26:33.622 --> 00:26:48.762]  In the last three elections that Democrats lost, in 2000, 2004, and 2016, a very large number of Democrats believed and asserted that the election was stolen, that the election was stolen and was the byproduct of fraud, and the President was as a result illegitimate.
[00:26:48.782 --> 00:26:50.505]  When I started writing about politics, did that have a vibe?
[00:26:51.187 --> 00:26:57.455]  The idea that George Bush was the real loser of the election, Al Gore won, was the view of every single liberal and Democrat that I knew.
[00:26:57.475 --> 00:27:07.828]  In 2004, there were objections claiming that Karl Rove had interfered in the Ohio vote with the Diebold machines and cheated to make John Kerry lose and George Bush win.
[00:27:08.588 --> 00:27:19.994]  And then in 2016, Hillary Clinton and the Democrats said that Donald Trump was the illegitimate winner, that Russia had helped him, and they tried to convince the Electoral College to abandon the certified results of the state.
[00:27:20.194 --> 00:27:26.418]  Obviously, you go back to 1960, and a lot of historians believe that election was stolen.
[00:27:26.438 --> 00:27:31.440]  So it's not like Donald Trump was the first person to ever wonder or believe that an election was stolen from him.
[00:27:31.500 --> 00:27:34.242]  It's a very significant tradition in American political history.
[00:27:34.262 --> 00:27:35.742]  If you know anything about politics before 2016,
[00:27:37.143 --> 00:27:44.288]  And if Trump believed that the election was stolen, and while it's true, a lot of people in the Justice Department and a lot of people in the White House told him they didn't think it was.
[00:27:44.328 --> 00:27:50.092]  He did have advisors and lawyers telling him that they think there was evidence of it.
[00:27:50.532 --> 00:27:56.956]  Then the question is over, even on these other issues about whether or not Trump engaged in some conspiracy against the United States.
[00:27:57.037 --> 00:27:59.858]  But the issue is January 6th, an insurrection.
[00:28:07.183 --> 00:28:11.265]  We Hillary was in videos two days ago saying Trump's gonna steal this election.
[00:28:11.605 --> 00:28:13.186]  So why are they allowed to say it?
[00:28:13.226 --> 00:28:14.086]  It's free speech.
[00:28:14.406 --> 00:28:15.787]  You don't get indicted for it.
[00:28:15.807 --> 00:28:16.947]  Trump didn't get indicted for that.
[00:28:17.067 --> 00:28:17.588]  Oh my god.
[00:28:17.628 --> 00:28:22.970]  They indicted him as they put it in the charging thing in Georgia saying he has the election.
[00:28:23.170 --> 00:28:24.931]  You're hoping people don't read the documents.
[00:28:24.951 --> 00:28:25.531]  You can go read it.
[00:28:25.571 --> 00:28:26.412]  It's a RICO case.
[00:28:26.432 --> 00:28:28.392]  There's a bunch of behavior that is within a RICO case.
[00:28:28.432 --> 00:28:28.993]  Oh my god.
[00:28:29.033 --> 00:28:29.673]  It's self-illegal.
[00:28:29.693 --> 00:28:30.733]  That's the point of a RICO case.
[00:28:32.034 --> 00:28:32.935]  Talk about the differences.
[00:28:33.195 --> 00:28:35.797]  So, Bush vs. Gore, what happens?
[00:28:36.178 --> 00:28:38.820]  The Supreme Court ruled, and Gore conceded.
[00:28:39.181 --> 00:28:42.544]  He stopped saying this election was stolen, he stopped saying, I won.
[00:28:42.764 --> 00:28:43.424]  Oh, Supreme Court?
[00:28:43.845 --> 00:28:44.065]  Yes.
[00:28:44.425 --> 00:28:45.847]  Did Gore refuse to certify the vote?
[00:28:45.867 --> 00:28:46.267]  I don't remember.
[00:28:46.287 --> 00:28:46.847]  Did he do that?
[00:28:46.948 --> 00:28:47.908]  The vote was certified.
[00:28:47.928 --> 00:28:49.730]  Oh, he didn't have an alternative electorate?
[00:28:49.750 --> 00:28:50.170]  Exactly.
[00:28:50.551 --> 00:28:54.795]  After Trump wanted a Supreme Court hearing, Trump wanted the same thing!
[00:28:55.055 --> 00:28:57.797]  Sixty-two cases were brought before judges.
[00:28:58.718 --> 00:29:01.220]  And you said earlier, none of them are based on evidence.
[00:29:01.800 --> 00:29:03.741]  Six of them were based on standing.
[00:29:04.061 --> 00:29:04.401]  Six.
[00:29:04.902 --> 00:29:06.142]  Out of the sixty- They wouldn't even hear it!
[00:29:06.162 --> 00:29:10.245]  Do you know how many of them were Trump-appointed judges that made those rulings?
[00:29:10.425 --> 00:29:10.965]  Seventeen.
[00:29:11.205 --> 00:29:12.706]  So, six of them...
[00:29:14.687 --> 00:29:15.307]  Let me finish here.
[00:29:15.687 --> 00:29:17.748]  Six of them were based on standing.
[00:29:18.328 --> 00:29:25.469]  Four of those that were based on standing, the judge also analyzed the merits and said there was no evidence, or insufficient evidence.
[00:29:25.949 --> 00:29:31.570]  So only two of them, and that was Texas versus Pennsylvania, and Go-Mart versus Pence.
[00:29:31.950 --> 00:29:33.270]  Do you know what those two cases were?
[00:29:33.290 --> 00:29:33.591]  No.
[00:29:33.891 --> 00:29:34.991]  I know what the cases are.
[00:29:35.011 --> 00:29:36.631]  Texas tried suing... No, I agree with you.
[00:29:36.671 --> 00:29:38.431]  Biden says inflation is fine right now.
[00:29:38.451 --> 00:29:38.992]  I agree with him.
[00:29:39.112 --> 00:29:39.472]  Let me finish.
[00:29:39.732 --> 00:29:40.892]  Texas tried suing...
[00:29:41.812 --> 00:29:46.556]  Pennsylvania, Michigan, Wisconsin, several other states, saying that the election was stolen.
[00:29:46.896 --> 00:29:50.359]  And the judge said, no, Texas can't sue these other states.
[00:29:50.659 --> 00:29:53.982]  Somebody in that state who was affected had to sue them.
[00:29:54.422 --> 00:29:56.944]  Now, the other case was Gohmert versus Pence.
[00:29:57.204 --> 00:30:03.549]  He challenged the Electoral Counts Act of 1807, saying that Pence could overturn the election.
[00:30:04.730 --> 00:30:06.311]  He said that Pence would throw out electors.
[00:30:06.331 --> 00:30:06.791]  I think that's wrong.
[00:30:06.891 --> 00:30:07.452]  I agree with you.
[00:30:07.512 --> 00:30:08.513]  I think that was a wrong legal theory.
[00:30:08.533 --> 00:30:09.633]  Those are the only two that were based.
[00:30:09.653 --> 00:30:11.114]  No, no, I agree with you on that.
[00:30:11.134 --> 00:30:15.797]  But what I'm saying is, then if Biden's going to win so big, why can't Trump be on the ballot?
[00:30:16.278 --> 00:30:17.759]  That's not up for Biden to decide.
[00:30:17.779 --> 00:30:18.759]  That's up for the Supreme Court to decide.
[00:30:18.799 --> 00:30:20.100]  Oh, no, Biden said he wants him off the ballot.
[00:30:20.120 --> 00:30:21.221]  It doesn't matter what Biden says.
[00:30:22.121 --> 00:30:22.201]  No!
[00:30:22.242 --> 00:30:23.282]  I get it.
[00:30:23.382 --> 00:30:24.123]  Trump lost.
[00:30:24.343 --> 00:30:27.205]  That's why he can't have his race car on the track.
[00:30:27.646 --> 00:30:30.708]  Yeah, this horse is going to lose so it can't be in the race.
[00:30:31.088 --> 00:30:32.369]  Bull crap!
[00:30:32.409 --> 00:30:36.072]  Who do you think has the authority then to determine the interpretation of Amendment 14?
[00:30:36.292 --> 00:30:37.553]  Man, I know the State Department.
[00:30:37.573 --> 00:30:38.754]  Why can't you answer a single question?
[00:30:38.774 --> 00:30:40.115]  Why not just answer one question?
[00:30:40.195 --> 00:30:41.816]  I'm just asking a simple question.
[00:30:41.856 --> 00:30:43.798]  Who has the authority ultimately to decide it?
[00:30:44.238 --> 00:30:45.920]  The President has not... Even on CNN, you don't let me talk.
[00:30:48.001 --> 00:30:48.841]  Yeah, let Alex in, let Alex in.
[00:30:48.861 --> 00:30:50.062]  He's gonna ramble, he's not gonna answer anything.
[00:31:06.127 --> 00:31:09.068]  You don't lose your rights when you're not convicted!
[00:31:09.308 --> 00:31:10.908]  He's not been convicted!
[00:31:11.448 --> 00:31:13.469]  And here's the good news, it's backfiring.
[00:31:13.609 --> 00:31:18.230]  We have the Declaration of Independence, and we can vote for who we want to.
[00:31:18.390 --> 00:31:18.990]  No you can't!
[00:31:19.090 --> 00:31:20.511]  You can't vote for people under 35!
[00:31:20.551 --> 00:31:22.691]  You can't vote for non-citizens!
[00:31:22.711 --> 00:31:23.092]  Can you?
[00:31:23.152 --> 00:31:26.792]  Nobody stole the election, but you can't vote for who you want!
[00:31:26.832 --> 00:31:30.173]  Nobody stole the election, but you can't vote for who you want!
[00:31:30.193 --> 00:31:32.534]  Nobody stole the election, but you can't vote for who you want!
[00:31:33.454 --> 00:31:34.815]  We just beat this into the ground.
[00:31:35.355 --> 00:31:36.736]  Alex, I need you.
[00:31:36.916 --> 00:31:39.937]  We just crushed this one into the ground, but I want to ask the question in a slightly different way.
[00:31:39.977 --> 00:31:41.017]  Was this an attempted coup?
[00:31:41.337 --> 00:31:42.698]  Do you guys think this was an attempted coup?
[00:31:42.718 --> 00:31:43.518]  Of course it was.
[00:31:43.758 --> 00:31:44.499]  Obviously it was.
[00:31:44.519 --> 00:31:45.779]  The Hunter Biden laptop.
[00:31:46.079 --> 00:31:46.640]  Oh my God.
[00:31:46.660 --> 00:31:47.820]  The weaponization hearings.
[00:31:47.860 --> 00:31:48.980]  The censorship.
[00:31:49.000 --> 00:31:49.721]  RussiaGat.
[00:31:50.201 --> 00:31:51.742]  There's no Russian connection.
[00:31:51.962 --> 00:31:52.762]  That's all different.
[00:31:52.782 --> 00:31:53.742]  mRNA vaccines.
[00:31:54.022 --> 00:31:54.783]  Take your extra.
[00:31:55.043 --> 00:31:56.083]  I want you to take all the shots.
[00:31:56.123 --> 00:31:56.744]  Global warming.
[00:31:56.804 --> 00:31:57.684]  How many shots have you had?
[00:31:58.104 --> 00:31:58.444]  None yet.
[00:31:58.464 --> 00:31:58.984]  You want to take some?
[00:31:59.124 --> 00:32:00.245]  No, I'll be taking them all.
[00:32:00.325 --> 00:32:02.206]  I just want you to answer one question about any of this.
[00:32:02.226 --> 00:32:04.546]  I want to see you take them all and enjoy yourself.
[00:32:04.586 --> 00:32:08.128]  I've been talking about the Democrats more than the Republicans on the January 6th debate.
[00:32:08.168 --> 00:32:08.888]  Isn't that wild?
[00:32:09.148 --> 00:32:09.948]  Isn't that crazy?
