[00:00:00.169 --> 00:00:00.929]  How you doing Alex?
[00:22:46.741 --> 00:22:53.046]  Where do you see bills that say all the other local courts, district courts, federal courts, Supreme Court don't have jurisdiction?
[00:22:53.566 --> 00:22:55.468]  No, it's gotta go to the D.C.
[00:22:55.508 --> 00:22:55.768]  court.
[00:22:56.288 --> 00:22:57.969]  That right there is setting up the D.C.
[00:22:58.009 --> 00:22:58.670]  dictatorship.
[00:23:02.733 --> 00:23:09.638]  Elon Musk points out the only term, the only long-term goal of the so-called border security bill is enabling illegal aliens to vote.
[00:23:10.018 --> 00:23:11.899]  It will do the total opposite of securing the border.
[00:23:12.200 --> 00:23:13.841]  And he links to the report on that.
[00:23:14.827 --> 00:23:15.347]  Here's another one.
[00:23:16.408 --> 00:23:31.914]  Not only does the bill codify 1.5 million illegal border crossers into law, but the border emergency that automatically gets implemented with 5,000 crossings per day a week can be overturned by Joe Biden.
[00:23:32.814 --> 00:23:38.556]  And in case the 1.5 million illegals isn't enough, it also locks in green card giveaways through 2030.
[00:23:41.152 --> 00:23:44.874]  And there's the subsections right there of the bill, section 212.
[00:23:45.615 --> 00:23:49.497]  And there's a blow-up of it.
[00:23:49.537 --> 00:23:50.818]  Mandatory activation.
[00:23:50.858 --> 00:24:04.147]  The Secretary shall activate the Border Emergency Authority if, during a period of seven consecutive calendar days, there is an average of 5,000 or more illegals who've encountered each day, or one calendar day, a combined of 8,500 or more aliens.
[00:24:07.549 --> 00:24:08.550]  But it goes on here.
[00:24:08.570 --> 00:24:09.512]  Well, this is the key.
[00:24:09.812 --> 00:24:21.106]  In general, if the President finds this is in the national interest to temporarily suspend the Border Emergency Authority, the President may direct the Secretary to suspend the use of Border Emergency Authority on an emergency basis.
[00:24:21.126 --> 00:24:21.627]  Duration?
[00:24:22.228 --> 00:24:25.092]  In the case of the decree of the President under subparagraph...
[00:24:26.047 --> 00:24:27.828]  Here it all is, right here.
[00:24:28.388 --> 00:24:31.770]  And I've got the bill, I've got it all right here.
[00:24:32.250 --> 00:24:46.176]  It legalizes everything, and the funding, and sets up special courts, and billions and billions to NGOs, and even more money if the President says in this emergency, or his undeclared emergency, it makes him a dictator over the border.
[00:24:47.705 --> 00:24:50.126]  Here's another headline, Red State.
[00:24:50.446 --> 00:24:54.468]  Schumer swoons over McConnell's work on border security bill.
[00:24:54.828 --> 00:24:56.468]  Have never worked so closely.
[00:24:57.489 --> 00:25:08.633]  Because Mitch McConnell is just as senile, maybe even more so and out of his mind than Joe Biden and the rest of these lunatics.
[00:25:10.555 --> 00:25:16.297]  But the good news is Speaker Johnson declares so-called border security deal is dead on arrival.
[00:25:16.317 --> 00:25:18.117]  But that's what they're trying.
[00:25:19.037 --> 00:25:20.658]  That's what they're doing.
[00:25:22.718 --> 00:25:28.580]  And that is what we face as a society and a culture right now.
[00:25:28.600 --> 00:25:34.361]  I've got a short two minute, 48 second fun little piece here.
[00:25:34.962 --> 00:25:45.519]   I put this out on X just right before I went live on air and I said, how did James O'Keefe Get a hidden camera inside the DNC when they're planning the next phony indictments of Trump.
[00:25:46.040 --> 00:25:47.121]  Of course, it's satire.
[00:25:47.441 --> 00:25:48.643]  Anybody can see that's a joke.
[00:25:48.863 --> 00:25:49.824]  It's a funny little piece.
[00:25:50.484 --> 00:25:55.790]  So as depressing and crazy as all this is, it's important to have some occasional fun.
[00:25:55.850 --> 00:25:58.673]  So this is Alvin Bragg.
[00:26:02.230 --> 00:26:06.111]  The Attorney General and Jack Smith and all of them, and it's just a lot of fun.
[00:26:06.472 --> 00:26:08.952]  Fannie Willis, Letitia James.
[00:26:09.713 --> 00:26:10.693]  And then we're going to go to break.
[00:26:11.153 --> 00:26:15.455]  I'm going to come back in the number out and then go through all the other huge news today.
[00:26:16.815 --> 00:26:23.838]  But wow, they want total dictatorial power over the border, which Biden pretty much already has, but he wants people to flip it on and off.
[00:26:23.978 --> 00:26:24.318]  Stay with us.
[00:26:25.450 --> 00:26:28.772]  Let's find a new reason to indict Donald Trump!
[00:26:28.792 --> 00:26:30.793]  We can do it, guys!
[00:26:31.513 --> 00:26:33.455]  Well, it's indictment day.
[00:26:35.155 --> 00:26:35.456]  Again?
[00:26:35.476 --> 00:26:36.376]  Alright, guys.
[00:26:37.197 --> 00:26:38.257]  I'm Nancy Pelosi.
[00:26:39.198 --> 00:26:41.459]  Yes, that's Nancy Pelosi.
[00:26:41.519 --> 00:26:44.020]  And I gotta tell you something.
[00:26:45.121 --> 00:26:46.582]  We need to find a new reason.
[00:26:47.726 --> 00:26:55.209]  I can't believe that Nancy Pelosi is here to help me!
[00:26:55.229 --> 00:26:55.449]  Wow!
[00:26:55.549 --> 00:26:55.950]  Yeah!
[00:26:56.170 --> 00:26:57.890]  You Nancy Pelosi!
[00:26:58.170 --> 00:26:58.711]  Incredible!
[00:26:58.971 --> 00:27:01.172]  I can't believe Nancy Pelosi up in here!
[00:27:02.112 --> 00:27:05.734]  Easy guys!
[00:27:06.894 --> 00:27:08.955]  I put my diaper on just like the rest of you!
[00:27:10.126 --> 00:27:11.046]  One leg in a cypher.
[00:27:11.946 --> 00:27:16.668]  Except once my cypher's on, I impeach Trump!
[00:27:16.888 --> 00:27:20.448]  Alright guys, let's come up with a new idea to incite him.
[00:27:20.788 --> 00:27:21.969]  Now get to work!
[00:27:21.989 --> 00:27:23.169]  Alright people, you heard it!
[00:27:23.669 --> 00:27:26.250]  Let's find a new reason to indict Donald Trump!
[00:27:26.270 --> 00:27:28.470]  We can do it, can I just indict him for less than a year?
[00:27:28.490 --> 00:27:29.170]  Shut up, baby!
[00:27:29.190 --> 00:27:30.631]  That ain't even gonna work!
[00:27:30.671 --> 00:27:31.671]  Hey, hey, hey!
[00:27:31.691 --> 00:27:33.171]  Everybody knows that 2020 was stupid.
[00:27:33.211 --> 00:27:34.852]  Yeah, and indictment is a win.
[00:27:34.912 --> 00:27:35.692]  Oh, you don't want it?
[00:27:36.252 --> 00:27:37.015]  Tell you what it says!
[00:27:37.236 --> 00:27:37.899]  Now that's weird!
[00:27:37.939 --> 00:27:39.585]  I'll make it real this time!
[00:27:40.027 --> 00:27:41.693]  Alright, you guys are making good progress, but...
[00:27:42.839 --> 00:27:44.300]  I could've used a little more indictment.
[00:27:44.360 --> 00:27:46.722]  We're trying, Nancy, but it's hard!
[00:27:46.782 --> 00:27:48.063]  Yeah, it ain't easy to die drunk!
[00:27:48.343 --> 00:27:49.564]  We ain't Nancy Pelosi!
[00:27:49.604 --> 00:27:50.244]  Hey, hey, hey!
[00:27:50.444 --> 00:27:51.605]  You didn't even indict him!
[00:27:51.625 --> 00:27:51.945]  I know!
[00:27:52.085 --> 00:27:52.706]  I sued him!
[00:27:52.746 --> 00:27:53.206]  For what?
[00:27:53.266 --> 00:27:53.706]  Being rich?
[00:27:53.746 --> 00:27:54.427]  Good God!
[00:27:54.447 --> 00:27:55.327]  You got room to talk!
[00:27:55.568 --> 00:27:57.649]  You indicted him because of a pollster!
[00:27:57.689 --> 00:27:58.630]  Hey, hey, hey!
[00:27:58.650 --> 00:27:59.190]  That was good!
[00:27:59.250 --> 00:28:02.892]  I mean, we're making good progress, but, um... We gotta keep trying.
[00:28:03.133 --> 00:28:03.613]  And, Merrick?
[00:28:03.653 --> 00:28:03.893]  Yeah?
[00:28:04.073 --> 00:28:05.634]  Explore the space this time!
[00:28:05.714 --> 00:28:06.315]  Okay, you got it!
[00:28:06.435 --> 00:28:07.956]  I mean, really explore the space!
[00:28:08.636 --> 00:28:09.637]  I need more indictment!
[00:28:09.657 --> 00:28:10.357]  Alright, guys.
[00:28:10.778 --> 00:28:16.720]   If we put our heads together, We might just come up with some- What if we indict him for taking a $10 million bribe from Burisma?
[00:28:16.740 --> 00:28:17.640]  Um, we can't.
[00:28:17.700 --> 00:28:18.080]  Why not?
[00:28:18.120 --> 00:28:19.860]  Because the Bidens already did that!
[00:28:19.880 --> 00:28:22.861]  We should indict him for lying about his business calls with Hunter!
[00:28:22.881 --> 00:28:24.141]  The Bidens already did that too!
[00:28:24.321 --> 00:28:25.881]  We can indict him for smoking crack!
[00:28:26.101 --> 00:28:26.762]  That was Hunter!
[00:28:26.802 --> 00:28:27.982]  Hey, hey, hey!
[00:28:28.222 --> 00:28:29.842]  We should indict him for- Guys, guys!
[00:28:30.502 --> 00:28:33.223]  These are all good ideas, but I gotta be honest.
[00:28:34.043 --> 00:28:35.243]  I need more indictments!
[00:28:35.283 --> 00:28:36.483]  Hey, hey, hey!
[00:28:37.004 --> 00:28:38.424]  We'll keep trying!
[00:28:38.464 --> 00:28:39.004]  Guess what?
[00:28:39.904 --> 00:28:40.584]  I got a fever!
[00:28:41.345 --> 00:28:43.846]  And the only prescription is more excitement!
[00:28:44.526 --> 00:28:47.527]  Let's indict him for keeping classified documents in his closet!
[00:28:47.667 --> 00:28:48.587]  And in his garage!
[00:28:48.727 --> 00:28:49.528]  And in his house!
[00:28:49.548 --> 00:28:51.048]  Let's indict him for lying!
[00:28:51.288 --> 00:28:52.309]  And treason!
[00:28:52.329 --> 00:28:52.589]  We can't!
[00:28:52.669 --> 00:28:53.569]  Why not?
[00:28:53.729 --> 00:28:55.430]  Because those are all things Joe Biden did!
[00:28:55.670 --> 00:28:55.810]  Hey!
[00:28:56.250 --> 00:28:58.151]  What if the Republicans indict all of us?
[00:28:58.831 --> 00:29:01.612]  The Republicans don't do stuff like that!
[00:29:02.633 --> 00:29:04.673]  Come on guys, I gotta have more excitement!
[00:29:05.494 --> 00:29:08.615]  And once I'm with Trump, you'll all be wearing cold pleated diapers!
[00:29:09.274 --> 00:29:09.774]  Like me?
[00:29:09.774 --> 00:29:11.774]  [Explosion]
[00:29:12.274 --> 00:29:16.274]   The enemies of humanity have been very good at dividing and conquering us.
[00:29:16.274 --> 00:29:20.274]   But if we simply start thinking about things according to the definition of
[00:29:20.274 --> 00:29:22.274]  "Is it pro-human or is it anti-human?"
[00:29:22.274 --> 00:29:23.274]  We start to win.
[00:29:23.274 --> 00:29:25.274]  And that's why I had the idea for Team Humanity.
[00:29:25.274 --> 00:29:27.274]  I brought it up to Elon Musk. He loved the idea.
[00:29:27.274 --> 00:29:31.274]   What would you call the debates and discussions about a pro-human future?
[00:29:31.592 --> 00:29:32.473]  Just Team Humanity?
[00:29:32.533 --> 00:29:33.413]  Yeah, Team Humanity.
[00:29:33.574 --> 00:29:34.014]  Absolutely.
[00:29:34.334 --> 00:29:35.715]  And so we have the t-shirt.
[00:29:35.775 --> 00:29:39.197]  Team Humanity with a nuclear family standing against the globalists.
[00:29:39.457 --> 00:29:46.902]  This shirt is a great conversation starter, but it also is a fundraiser to keep InfoWars on the air so we can promote and support Team Humanity.
[00:29:47.162 --> 00:29:58.889]  I want to thank you all for your past support, but I want to encourage you all now to understand that this is a revolution against the globalists, and it is so critical now to signal the fact that you are part of Team Humanity.
[00:29:59.169 --> 00:30:00.490]  We're told humans are the problem.
[00:30:00.510 --> 00:30:01.510]  We're told we're killing the Earth.
[00:30:01.771 --> 00:30:06.053]  We're told all this garbage, so we hate ourselves and stand down and roll over and die.
[00:30:06.353 --> 00:30:07.054]  We're not going to do that.
[00:30:07.314 --> 00:30:11.957]  Get your Team Humanity shirts now at mfullwestore.com, and I thank you all for your support.
[00:30:12.857 --> 00:30:17.079]  All right, here's what we're doing today, because we're 30-something minutes into the live broadcast.
[00:30:18.519 --> 00:30:28.223]  I'm going to open the phones up on our traditional talk radio, regular landline system, cell phone system, and I'm going to take over an hour of your phone calls.
[00:30:29.023 --> 00:30:39.567]  Then, in the third hour, going to seven to the fourth hour, I'm going to do a Spaces on X, one of the first outlets, not the first big outlet, to do this.
[00:30:39.587 --> 00:30:40.608]  We've been doing it for a few weeks.
[00:30:41.573 --> 00:30:45.636]  Doug Spaces, Elon Musk, a lot of other folks, Jack Spacelbick, you name it.
[00:30:46.296 --> 00:30:47.838]  Roger Stone, General Flynn.
[00:30:48.938 --> 00:31:00.707]  We're going to do a Spaces coming up in the last hour and a half or so of the broadcast today so that folks on X can digitally come into the show.
[00:31:01.707 --> 00:31:02.488]  So that's coming up.
[00:31:02.508 --> 00:31:05.010]  But I want to give the toll-free number out.
[00:31:06.448 --> 00:31:07.929]  And I'm not screening your calls.
[00:31:08.009 --> 00:31:10.211]  We don't screen calls except live on air.
[00:31:10.692 --> 00:31:14.795]  I ask for a clean phone line, that you make your points because the next person.
[00:31:15.276 --> 00:31:16.237]  Respect all your time.
