[00:00:16.070 --> 00:00:20.175]  Infowars, the most banned network in the world.
[01:45:10.379 --> 01:45:16.204]  Inflammation, the root cause of countless ailments, quietly wreaking havoc over time.
[01:45:17.245 --> 01:45:24.931]  Long-term exposure to inflammation has been linked to a myriad of health issues, from heart disease to arthritis, even cognitive decline.
[01:45:25.952 --> 01:45:29.936]  But fear not, for there's a beacon of hope found in the wisdom of nature.
[01:45:30.629 --> 01:45:33.551]  A remedy that has stood the test of time, turmeric.
[01:45:34.311 --> 01:45:47.618]  And now I present to you, Baudis from InfoWarStore.com, a powerful blend crafted with precision, boasting 95% curcuminoids extracted from turmeric.
[01:45:47.758 --> 01:45:49.719]  It's good for your heart, your brain, everything.
[01:45:49.839 --> 01:45:57.402]  It is 40% off, back in stock, Baudis Ultimate Turmeric Formula, InfoWarStore.com.
[01:45:59.244 --> 01:46:08.767]  Unless you've been living under a rock, you've heard how amazing turmeric is for inflammation for your joints, your bones, your blood, your organs, your mind, everything.
[01:46:09.227 --> 01:46:12.849]  Well, we have Body's Ultimate Turmeric Formula with 95% curcuminoid extract
[01:46:14.389 --> 01:46:16.891]  No one that we know of has it even above 85%.
[01:46:17.091 --> 01:46:25.557]  This is the strongest formula on the market, and it's way lower priced than some of the top brands out there that are 75%, 80% humanoid.
[01:46:26.017 --> 01:46:28.799]  Body's Ultimate Turmeric Formula is amazing.
[01:46:29.059 --> 01:46:30.320]  You're missing out if you don't try it.
[01:46:30.600 --> 01:46:36.184]  It's discounted right now, 40% off at Infowarshaw.com, and it funds the Infowar, a total 360 win.
[01:46:36.424 --> 01:46:38.265]  You owe it to yourself to try Body's.
[01:46:38.545 --> 01:46:39.406]  I know you'll be amazed.
[01:46:39.666 --> 01:46:40.667]  Get yours right now.
[01:46:41.067 --> 01:46:42.288]  We're good to go.
[01:47:16.844 --> 01:47:18.865]  Welcome back to the Alex Jones Show, ladies and gentlemen.
[01:47:18.885 --> 01:47:19.926]  I'm Chase Geiser, your host.
[01:47:19.946 --> 01:47:22.488]  This evening we're going to be taking calls for the next 45 minutes or so.
[01:47:22.508 --> 01:47:23.629]  877-789-2539.
[01:47:23.729 --> 01:47:28.932]  Make sure you visit InfoWarsStore.com to be the reason that we are still on the air.
[01:47:29.973 --> 01:47:37.999]  Not only do we have Survival Shield X3 in stock for an incredible deal, we've got other flagship products available that really help
[01:47:39.497 --> 01:47:42.500]  With your health, they are the best products on the market.
[01:47:42.520 --> 01:47:44.422]  We do a lot of research and we buy only the best.
[01:47:45.844 --> 01:47:50.669]  When it comes to the products on our store, when they come after us for anything, it's rarely for the quality of our products.
[01:47:50.689 --> 01:47:51.810]  These supplements are legitimate.
[01:47:53.087 --> 01:48:02.052]  And not only is it a great way for you to help yourself with your own health or mental focus or energy levels, but it's also a great way to keep us on the air.
[01:48:02.092 --> 01:48:07.416]  We are not on the air so that we can sell supplements, but we sell supplements so that we can be on the air.
[01:48:07.716 --> 01:48:14.580]  So anything you get at Infowarsstore.com helps us broadcast the truth worldwide every day.
[01:48:16.795 --> 01:48:26.057]  At this very crucial time, not just for the United States of America as we come up on this election on November 5th, but for humanity as a whole, because globalism is not something that's just going to harm the people of America.
[01:48:26.377 --> 01:48:45.182]  It is something that is going to harm the people of the world, as its very manifestation is the subjugation of all people by a political class which seeks to not only keep its power indefinitely, but expand it to the limit without any recourse or threat of losing it from
[01:48:46.363 --> 01:48:46.603]  People.
[01:48:46.863 --> 01:48:47.844]  No accountability to the people.
[01:48:48.444 --> 01:48:51.326]  So please, consider visiting InfoWarsStore.com.
[01:48:51.346 --> 01:49:11.379]  And if you can't afford to spare anything, then share the content by downloading clips from the show, cutting viral content, promoting your favorite moments on every platform, because that is the best way to get more people involved in this information war, so that we can win it, ultimately, against the forces of evil that seek to totally subjugate all of us.
[01:49:11.419 --> 01:49:13.220]  Let's go straight to Bart in Georgia.
[01:49:13.640 --> 01:49:14.501]  Bart, what is on your mind?
[01:49:15.802 --> 01:49:16.282]  Yes, sir.
[01:49:16.342 --> 01:49:19.103]  I want to talk about Biden's border bloodbath.
[01:49:19.223 --> 01:49:23.284]  The first two things that come to mind are the drug cartels and prostitution.
[01:49:23.704 --> 01:49:29.406]  Usually, when you call the police, they only show up when there's drug money and prostitution money.
[01:49:29.906 --> 01:49:33.648]  But I also want to talk about Bill Gates has new neighbors.
[01:49:34.608 --> 01:49:41.150]  The drug cartel kingpins are moving into Seattle, and these are people that are very dangerous.
[01:49:42.128 --> 01:49:44.390]  Absolutely, and actually there was this clip that I wanted to go over.
[01:49:44.410 --> 01:49:46.352]  This is clip number seven.
[01:49:46.392 --> 01:49:49.675]  New York City homeowners explain how squatter crisis has gotten out of control.
[01:49:49.695 --> 01:49:59.003]  When I was at Eagle Pass, we'll run the clip in a second, when I was at Eagle Pass covering the border, all the locals told us was that the whole town was basically under control.
[01:50:00.620 --> 01:50:00.840]  Of course.
[01:50:23.146 --> 01:50:31.507]  Our border is not protected, or if it is protected, that as many Border Patrol officers on both sides of the Rio Grande are paid off and part of the scheme.
[01:50:31.547 --> 01:50:32.708]  They buy everyone off.
[01:50:33.308 --> 01:50:35.808]  That is how an invasion begins.
[01:50:36.308 --> 01:50:38.089]  That is how corruption or a mafia begins.
[01:50:38.109 --> 01:50:39.249]  They just pay everybody off.
[01:50:39.269 --> 01:50:42.129]  It's not that there weren't enough cops in the city, but the mob paid them off.
[01:50:42.809 --> 01:50:52.011]  That's what they're doing, and they have all the money to do it, and we've made it possible for them to do this because we have failed to fight the forces of evil and really crack down on the problem.
[01:50:52.833 --> 01:50:56.595]  We're so focused on every conflict in every country that we don't take care of our own.
[01:50:56.615 --> 01:50:59.796]  Let's go ahead and run clip number seven and stay on the line, Barb, because I want to hear what you think of this clip.
[01:51:01.357 --> 01:51:12.121]  A growing problem in the city and a nightmare for landlords, squatters who take advantage of laws that allow them to live rent-free as the lengthy court process plays out.
[01:51:12.582 --> 01:51:17.944]  CBS2 political reporter Marcia Kramer here in studio with an issue in desperate need of a solution, Marcia.
[01:51:18.444 --> 01:51:19.264]  Well, Christine, you're right.
[01:51:19.284 --> 01:51:24.326]  You know, I recently had a conversation with a friend whose mother died leaving her a house in Queens.
[01:51:24.726 --> 01:51:29.608]  Now, it should have been an easy sell, the house and the bank and the bank inheritance, but it wasn't.
[01:51:30.028 --> 01:51:35.470]  She was terrified squatters would see an empty house, move in, and she wouldn't be able to get them out.
[01:51:35.910 --> 01:51:36.971]  And she's not alone.
[01:51:37.431 --> 01:51:42.753]  Squatters have victimized many, many New Yorkers who say something just has to be done.
[01:51:43.713 --> 01:51:45.635]  My tenants only pay me one month's rent.
[01:51:45.675 --> 01:51:46.396]  They know the game.
[01:51:46.436 --> 01:51:49.259]  They know after 30 days, you cannot evict them.
[01:51:49.419 --> 01:51:52.141]  No court case should go seven years.
[01:51:52.522 --> 01:51:53.703]  Why can't you just change the locks?
[01:51:54.504 --> 01:51:56.606]  Oh, I will be arrested instantly.
[01:51:56.866 --> 01:52:00.470]  They turned off the hot water and then reported that they had no hot water.
[01:52:00.490 --> 01:52:03.052]  It's a $250 fine per day, up to $15,000, punishable by five years in jail.
[01:52:07.156 --> 01:52:07.896]  So here you are.
[01:52:08.216 --> 01:52:09.637]  You have to pay the upkeep of the house.
[01:52:10.017 --> 01:52:10.257]  Right.
[01:52:10.657 --> 01:52:11.777]  And you're not getting any rent?
[01:52:12.117 --> 01:52:14.838]  I'm not getting any rent and I'm paying the gas and electric every month.
[01:52:15.018 --> 01:52:20.859]  Four stories repeated over and over and over again by irate and often unwitting property owners.
[01:52:21.099 --> 01:52:27.061]  Worry lines marking their faces who came to see Councilwoman Vicki Palladino's office desperately seeking help.
[01:52:27.621 --> 01:52:33.563]  Hong Chen has spent thousands trying unsuccessfully to get the squatters out of this home in Mass Path.
[01:52:33.983 --> 01:52:40.326]  John Sokran, using his pension money for expenses on this college point home, he hoped to provide retirement income.
[01:52:40.766 --> 01:52:48.649]  And Susan Mascara, who's used up her savings paying for seven years of upkeep on this Bayside home she inherited from her mother.
[01:52:48.669 --> 01:52:49.569]  I'm in debt.
[01:52:49.969 --> 01:52:52.190]  My credit cards are pretty much maxed out.
[01:52:52.370 --> 01:52:53.571]  Some of them make me cry.
[01:52:54.091 --> 01:52:56.552]  All I want to do is make things better.
[01:52:56.832 --> 01:53:05.401]  Councilwoman Vicki Palladino says part of the solution is to change the law, which allows people to claim squatters' rights after living in a place for 30 days.
[01:53:05.862 --> 01:53:08.645]  She wants it changed to 180 days.
[01:53:09.045 --> 01:53:11.387]  They own the property and they have no rights.
[01:53:11.888 --> 01:53:12.909]  Squatter rights?
[01:53:13.229 --> 01:53:14.090]  Oxymoron.
[01:53:14.471 --> 01:53:16.513]  Squatters have no rights.
[01:53:16.673 --> 01:53:22.117]  Squatters terrified this woman who lived next door to this white stone home, a home they took possession of.
[01:53:22.137 --> 01:53:26.700]  7.30 in the morning there'd be people on the front lawn drinking beer, smoking pot.
[01:53:26.820 --> 01:53:31.583]  Different cars from different states showing up and then license plates being swapped.
[01:53:31.803 --> 01:53:33.864]  It was frightening.
[01:53:37.262 --> 01:53:40.004]  Well, the police, the law is going to do nothing about it.
[01:54:06.081 --> 01:54:07.882]  Vigilantism is the answer.
[01:54:08.362 --> 01:54:18.086]  And there was a case, I don't know, about two or three weeks ago where they were squatting in the house and then four dudes broke in the middle of the night and they smashed this dude's kneecap in with a crowbar.
[01:54:18.466 --> 01:54:19.767]  Said, you're going to be out tomorrow.
[01:54:19.807 --> 01:54:20.427]  We're coming back.
[01:54:20.527 --> 01:54:22.348]  That's how the mafia started to begin with, right?
[01:54:22.808 --> 01:54:25.729]  Everybody was being oppressive towards the Italian immigrants.
[01:54:26.270 --> 01:54:28.971]  And so in the Italian neighborhoods in Chicago or New York,
[01:54:29.591 --> 01:54:39.114]  The mob had to come about to offer protection, and of course it expanded and became its own organized crime, but it was because justice wasn't being provided.
[01:54:39.134 --> 01:54:43.636]  And when justice isn't provided to a people, they find a way to get justice on their own, don't they?
[01:54:45.313 --> 01:54:45.753]  Yes, sir.
[01:54:45.773 --> 01:54:53.918]  And the last thing I have to say, if you want to watch Alex Jones and then this podcast later on, go to Bart Fine on Rumble and Bitchute and watch the replay later on tonight.
[01:54:54.278 --> 01:54:54.558]  Awesome.
[01:54:54.598 --> 01:54:57.700]  Send me a link on on X and I'll try to repost it if I remember.
[01:54:57.740 --> 01:54:58.200]  Thanks, Bart.
[01:54:58.260 --> 01:54:59.101]  Lynn in Columbus.
[01:54:59.161 --> 01:55:00.021]  Lynn, what is on your mind?
[01:55:01.302 --> 01:55:03.403]  I'm thinking OK, Corral.
[01:55:03.883 --> 01:55:10.647]  If Trump wants that White House, we need a rally in Washington, D.C.
[01:55:10.827 --> 01:55:13.529]  and maybe Marjorie Taylor Greene
[01:55:14.511 --> 01:55:18.092]  Can bring forth the evictions of everybody up there.
[01:55:19.732 --> 01:55:27.754]  And I know a way that we can get 100% turnout.
[01:55:29.054 --> 01:55:39.637]  If Trump is at that rally and the Holy Spirit convicts him, he falls on his knees and he's asking God
[01:55:40.362 --> 01:55:41.723]  I've been feeling a shift.
[01:55:41.904 --> 01:55:44.987]  I've been feeling a shift in the zeitgeist.
[01:56:01.428 --> 01:56:04.789]  Online, it's obvious to me that people really are waking up.
[01:56:05.309 --> 01:56:13.471]  You can just see the way that the content is shifting on social media and the way people are responding to it and what's going viral.
[01:56:13.791 --> 01:56:26.335]  It's not just a matter of algorithm changes since Elon Musk has taken over, but I'm really feeling on a societal level as a civilization here in the United States of America that the American people are waking up to
[01:56:26.835 --> 01:56:29.636]  The extent of which we have been abused by our own government.
[01:56:29.676 --> 01:56:31.717]  Lynn, do you think that's true or am I just in a bubble?
[01:56:33.238 --> 01:56:38.440]  I think this book you're writing, OK, is going to be a bestseller.
[01:56:38.600 --> 01:56:39.560]  I hope you're right.
[01:56:39.920 --> 01:56:41.641]  And I want an autographed copy.
[01:56:41.881 --> 01:56:42.642]  I'll hook you up, Lynn.
[01:56:43.542 --> 01:56:43.882]  OK.
[01:56:44.282 --> 01:56:45.043]  I appreciate that.
[01:56:45.063 --> 01:56:45.623]  God bless you.
[01:56:46.083 --> 01:56:47.444]  Let's hear from Tin Man in Texas.
[01:56:47.484 --> 01:56:48.144]  Tin Man, what's up?
[01:56:50.250 --> 01:56:51.051]  Hey Chase, how are you doing?
[01:56:51.351 --> 01:56:51.932]  Hey, we're doing well.
[01:56:51.952 --> 01:56:55.795]  I just want to warn you that I did take this call before I looked at the clock, so we've only got about a minute left.
[01:56:55.935 --> 01:57:00.179]  Stay with us after the break and I'll make sure you can finish your thought, but go ahead.
[01:57:01.440 --> 01:57:01.680]  Okay.
[01:57:02.801 --> 01:57:07.225]  Well, I have a thought right now, really, is on the central bank digital currency.
[01:57:08.760 --> 01:57:14.084]  Well, like the dollars, this is the first time the world ever got on a fiat currency.
[01:57:14.284 --> 01:57:14.865]  Yeah.
[01:57:14.885 --> 01:57:19.869]  So I think this also has something to do with the turning of times.
[01:57:20.149 --> 01:57:20.789]  Yes.
[01:57:21.370 --> 01:57:28.175]  But this being the first time that the whole world's been on the fiat currency and, you know, the dollar is the world, you know, currency.
[01:57:29.656 --> 01:57:37.963]  It might just be this time that, you know, instead of a world war where we're all fighting each other, maybe it will be a world war where we're just fighting the bank.
[01:57:38.283 --> 01:57:38.623]  Wow.
[01:57:38.643 --> 01:57:39.344]  Stick with us, Tim.
[01:57:39.364 --> 01:57:40.364]  We're cutting a break right now.
[01:57:40.644 --> 01:57:41.665]  That's a very good point.
[01:57:41.725 --> 01:57:43.746]  I want to go back and forth with you a little bit on the other side.
[01:57:48.908 --> 01:58:00.213]  There is nothing more frustrating to me, whether it comes to news or anything else we're doing, than to know I'm telling the truth and to know they'll just listen to me and take action.
[01:58:00.673 --> 01:58:01.474]  It will change your life.
[01:58:02.338 --> 01:58:05.719]  Ladies and gentlemen, we have two great products that have been sold out for a long time.
[01:58:06.079 --> 01:58:08.840]  They're now back in stock at InfowarStore.com.
[01:58:09.460 --> 01:58:12.901]  X3 is the highest quality iodine, the missing link.
[01:58:13.341 --> 01:58:15.281]  It is back in stock, 40% off.
[01:58:15.421 --> 01:58:20.963]  And so is TurboForce, 10-hour clean energy, naturally released.
[01:58:21.183 --> 01:58:21.923]  It is amazing.
[01:58:22.363 --> 01:58:24.604]  Both of these products fund the Infowar.
[01:58:25.184 --> 01:58:27.765]  So they could be placebo and it'd still be great because you're funding Infowar.
[01:58:28.065 --> 01:58:28.505]  They're not.
[01:58:29.145 --> 01:58:32.066]  If you'll just try TurboForce, you'll see the results in 30 minutes.
[01:58:32.387 --> 01:58:34.708]  Incredible energy for 10 hours without the letdown.
[01:58:35.088 --> 01:58:40.831]  But if you will just take X3 on average for about two weeks, you will see amazing results because it's the missing link.
[01:58:41.491 --> 01:58:47.634]  X3 and TurboForce, both discounted now for a limited time at Infolwerestore.com.
[01:58:50.848 --> 01:58:52.270]  Last year we put this book out.
[01:58:53.111 --> 01:58:54.513]  The Great Reset and the War for the World.
[01:58:54.533 --> 01:58:56.315]  It became a number one national bestseller.
[01:58:56.896 --> 01:59:00.140]  Now we've put part two out and it's even thicker and more powerful.
[01:59:00.681 --> 01:59:01.582]  The Great Awakening.
[01:59:01.662 --> 01:59:05.488]  The plan to defeat the globalists and launch the second great renaissance.
[01:59:05.928 --> 01:59:07.568]  This is such a powerful book.
[01:59:07.969 --> 01:59:16.571]  It covers all the globalist plans, the latest developments, how to stop them, and then gives an alternate plan of a society we could build together.
[01:59:16.891 --> 01:59:18.411]  That's why it's The Great Awakening.
[01:59:18.431 --> 01:59:20.552]  The Great Awakening is happening right now.
[01:59:20.812 --> 01:59:25.633]  You can get signed or unsigned copies of the book at InfoWarsTore.com.
[01:59:25.933 --> 01:59:27.253]  This is a historic book.
[01:59:27.273 --> 01:59:28.914]  I want to thank you all for your support.
[01:59:29.474 --> 01:59:36.957]  This is next level information and it's a great way to not just support the broadcast, but inform yourself to the next level and share the book with friends and family.
[01:59:37.237 --> 01:59:43.600]  So whether you want one copy or multiple copies, go now to Infowarstore.com and get The Great Awakening.
[01:59:43.800 --> 01:59:45.020]  This is going to go to number one.
[01:59:45.300 --> 01:59:46.341]  I want to thank you for your support.
[01:59:46.521 --> 01:59:47.701]  It's a powerful book.
[01:59:47.981 --> 01:59:48.862]  Please take action now.
[01:59:50.682 --> 01:59:56.585]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
