[00:00:00.029 --> 00:00:00.950]  Here's the progression.
[01:26:44.289 --> 01:26:45.069]  It was $17.97 an ounce today.
[01:26:45.089 --> 01:26:46.030]  Well, just 70 days ago, it was $22.
[01:26:45.869 --> 01:26:53.309]   an ounce about 17 months ago it was 1797 an ounce today well just 70 days ago it
[01:26:53.309 --> 01:26:58.590]   was 22 now it's just 28 and a half I mean unbelievable that is incredible
[01:26:58.590 --> 01:27:04.349]   growth and that will put a smile on anybody's face that's allocated
[01:27:02.360 --> 01:27:05.603]  Well, I'm so pissed because I got so focused on bankruptcy trying to keep free speech going.
[01:27:05.623 --> 01:27:06.684]  I have no money, which is fine.
[01:27:06.724 --> 01:27:07.625]  It's not how I judge myself.
[01:27:08.146 --> 01:27:09.087]  You know, I'm being persecuted.
[01:27:09.127 --> 01:27:09.487]  It's fine.
[01:27:10.128 --> 01:27:15.073]  I just tried to call my family the last six months saying, call Dr. Kirk Kelly and get sober now.
[01:27:15.493 --> 01:27:18.236]  Because it's like, it's like, it's a no-brainer.
[01:27:18.316 --> 01:27:23.378]   I mean, this is like literally Selling a scuba diver oxygen at 100 feet under the water.
[01:27:23.780 --> 01:27:25.546]  His tank's out, here's your new tank!
[01:27:26.027 --> 01:27:26.228]  Yeah.
[01:27:26.328 --> 01:27:27.131]  I mean, it's not...
[01:27:27.912 --> 01:27:30.374]  And it's for such a time as this, right?
[01:27:30.434 --> 01:27:33.316]  I'm not saying gold and silver are the greatest things since sliced bread.
[01:27:33.376 --> 01:27:35.378]  It's probably not going to be the last investment you ever have.
[01:27:35.418 --> 01:27:39.701]  Unless we have central banks that are backed by gold, which I think we will, then you might never want to get out of gold.
[01:27:40.221 --> 01:27:41.963]  But really, time and place for everything.
[01:27:42.023 --> 01:27:43.123]  It's the smartest investment.
[01:27:43.244 --> 01:27:45.826]  It is the smartest investment for right now to protect.
[01:27:45.846 --> 01:27:46.526]  The no-brainer.
[01:27:46.546 --> 01:27:47.006]  Preserve.
[01:27:47.046 --> 01:27:49.588]  I mean, something, this is so obvious.
[01:27:49.668 --> 01:27:51.210]  It's like you saw Tiger Woods in his prime.
[01:27:51.490 --> 01:27:52.390]  That's the best golfer.
[01:27:53.471 --> 01:27:55.432]  Mike Tyson, that's the best boxer.
[01:27:56.492 --> 01:27:58.893]  Michael Jordan, they're all black, that's just mentions as they are.
[01:27:59.813 --> 01:28:01.214]  That's the best basketball player.
[01:28:01.254 --> 01:28:02.774]  I mean, it's the thing.
[01:28:02.854 --> 01:28:06.836]  It's like there's no... He's so high above everything else, there's no debating.
[01:28:07.996 --> 01:28:11.837]  I mean, you look at Michael Jordan, possibly the best basketball player of all time.
[01:28:12.057 --> 01:28:13.778]  Nobody can touch him.
[01:28:14.673 --> 01:28:14.853]  Right.
[01:28:15.494 --> 01:28:17.616]  Nobody could ever touch that kind of success.
[01:28:18.157 --> 01:28:18.958]  How did he do it?
[01:28:19.218 --> 01:28:20.860]  He was in the right place at the right time.
[01:28:20.920 --> 01:28:21.500]  He practiced.
[01:28:21.520 --> 01:28:22.141]  He did hard.
[01:28:22.201 --> 01:28:23.723]  He went against the trend.
[01:28:24.023 --> 01:28:25.785]  When the rest of the team... And he had the genetics.
[01:28:26.405 --> 01:28:30.290]  Yeah, and the rest of the team hated him because he was always working.
[01:28:30.750 --> 01:28:31.891]  This is what we do.
[01:28:31.931 --> 01:28:34.094]  We're always working, looking at politics.
[01:28:34.614 --> 01:28:45.988]  And not many firms will do this, but we'll take politics, economics, the social landscape, the spiritual landscape, put all of those puzzle pieces together, and that gives us a pretty clear picture, Alex.
[01:28:46.328 --> 01:28:50.073]  Silver is Michael Jordan right now, and gold is LeBron James.
[01:28:53.476 --> 01:28:53.616]  Yeah.
[01:28:54.337 --> 01:28:55.238]  Michael Jordan was the best.
[01:28:55.718 --> 01:28:57.019]  So why would you not bet on that?
[01:28:57.440 --> 01:28:57.620]  Yeah.
[01:28:58.160 --> 01:29:00.482]  So you want to put a smile on your face.
[01:29:00.502 --> 01:29:04.666]  You want to start to melt away the financial anxiety that the people... Well, it's so frustrating.
[01:29:04.706 --> 01:29:05.707]  The answer is right there.
[01:29:05.727 --> 01:29:07.949]  It's not the answer to your family or your relationship with God.
[01:29:07.989 --> 01:29:08.810]  That's more important.
[01:29:08.830 --> 01:29:10.852]  But when it comes to finances, it's a no-brainer.
[01:29:11.544 --> 01:29:28.657]  Yeah, absolutely a no-brainer, and here's where it is my mission to try to put a smile on people's face by melting away the financial anxiety that Biden, that Jerome Powell, that Janet Yellen, that Putin, that China brings into our lives, that internal strife and fear that everything is going to fall apart.
[01:29:28.677 --> 01:29:29.377]  You know what, Alex?
[01:29:29.417 --> 01:29:35.302]  I think everything is going to fall apart, but this will actually transcend time and be the right place at the right time.
[01:29:35.342 --> 01:29:39.105]  Bottom line, we're both salesmen, and a salesman wants to sell a good product.
[01:29:40.103 --> 01:29:43.425]  I don't go out and sell Chinese jugs that breaks in one hour.
[01:29:43.445 --> 01:29:49.729]  I don't go out, I sell family and God and country and freedom and the Second Amendment and gold and silver.
[01:29:49.789 --> 01:29:50.570]  It's an easy job.
[01:29:51.070 --> 01:29:52.251]  I promote what I do.
[01:29:52.471 --> 01:29:53.012]  It's easy.
[01:29:53.372 --> 01:29:59.256]  I can sell stuff because I'm selling oxygen to a diver whose tank ran out at 200 feet under the water.
[01:29:59.276 --> 01:30:00.977]  Yeah, exactly.
[01:30:01.448 --> 01:30:02.909]  I mean, it's not rocket science, folks.
[01:30:02.949 --> 01:30:04.610]  It's so easy to go what's real.
[01:30:05.491 --> 01:30:11.635]  Men and women and families and God and the planet and what we're doing, and you helping keep us on air.
[01:30:12.015 --> 01:30:15.397]  And then the great stuff you're doing, regardless what happens to InfoWars, I know we're going to work together.
[01:30:16.858 --> 01:30:19.560]  So this guy's key in the future to the whole operation, folks.
[01:30:20.081 --> 01:30:20.821]  You need to call.
[01:30:21.742 --> 01:30:25.904]  I personally say take physical delivery, but don't tell anybody you got it, folks.
[01:30:27.285 --> 01:30:29.567]  They got depositories all over the country.
[01:30:30.495 --> 01:30:31.375]  Those are great as well.
[01:30:32.115 --> 01:30:33.936]  What do you recommend when people call and get the silver and gold?
[01:30:33.956 --> 01:30:34.596]  You're going to do that.
[01:30:34.916 --> 01:30:35.296]  What do they do?
[01:30:36.097 --> 01:30:44.599]  So you'll call, you'll talk to one of my schedulers and they will schedule it with one of my amazing consultants where we'll dig deep into your fears, your goals, what you want to do.
[01:30:45.019 --> 01:30:48.680]  And then we will take that and we'll roll over your assets.
[01:30:48.740 --> 01:30:51.801]  We'll make the burden easy for you.
[01:30:52.241 --> 01:30:53.201]  Transition easy.
[01:30:53.421 --> 01:30:54.181]  The burden light.
[01:30:54.762 --> 01:30:56.262]  And look, everybody's different.
[01:30:56.522 --> 01:30:59.905]  You take physical delivery of it home, or you store it at a depository.
[01:30:59.945 --> 01:31:01.546]  Not all depositories are created equal.
[01:31:01.646 --> 01:31:02.687]  I would only choose one of them.
[01:31:03.168 --> 01:31:08.833]  I choose the Texas Precious Metals Depository in Shiner, Texas, because of the ownership status.
[01:31:08.913 --> 01:31:09.854]  It's singular ownership.
[01:31:09.874 --> 01:31:11.095]  They have segregated storage.
[01:31:11.115 --> 01:31:12.416]  They have unlimited insurance.
[01:31:12.776 --> 01:31:16.559]  I've known the owners for decades, and they're God-fearing patriots like we are.
[01:31:16.940 --> 01:31:19.962]  And in Texas, Alex, it's a different kind of estate.
[01:31:20.022 --> 01:31:21.844]  They're very favorable legislation.
[01:31:21.864 --> 01:31:23.385]  Designed to fight carpetbaggers.
[01:31:23.665 --> 01:31:23.886]  Yes.
[01:31:24.506 --> 01:31:24.946]  Absolutely.
[01:31:24.966 --> 01:31:25.767]  What about split?
[01:31:26.167 --> 01:31:28.068]  Have some at home, some of the depository.
[01:31:28.388 --> 01:31:35.131]  Yeah, I think that's great because you probably want to have a little bit at home to cover you in a barter situation if there's a complete meltdown.
[01:31:35.211 --> 01:31:37.472]  You can't, nobody, merchants don't even want that.
[01:31:37.492 --> 01:31:39.572]  But don't let anybody know because the danger is getting stuck up.
[01:31:39.832 --> 01:31:41.393]  Yeah, and I wouldn't have too much at home.
[01:31:41.473 --> 01:31:42.133]  I would store it.
[01:31:42.274 --> 01:31:43.814]  I store mine at the depository.
[01:31:43.874 --> 01:31:44.975]  It's simply just safer.
[01:31:45.355 --> 01:31:49.897]  And when you want to lock in the ratio trade that we're talking about, it's fast.
[01:31:50.057 --> 01:31:50.277]  It's easy.
[01:31:50.297 --> 01:31:52.298]  You guys sell it for nothing, which nobody else does.
[01:31:53.140 --> 01:31:55.482]  When you liquidate, we don't charge a commission, correct?
[01:31:56.983 --> 01:31:58.604]  I don't know any other firm that does.
[01:31:58.824 --> 01:31:59.845]  Incredible.
[01:32:00.025 --> 01:32:01.927]  KEPM.com forward slash gold 7206053900.
[01:32:01.967 --> 01:32:04.569]  See it on screen for radio stations 7206053900.
[01:32:04.609 --> 01:32:06.210]  KEPM.com forward slash gold.
[01:32:06.230 --> 01:32:07.311]  Dr. Kirk Elliott, thank you so much.
[01:32:07.150 --> 01:32:12.150]  720-605-3900, KEPM.com/gold.
[01:32:12.150 --> 01:32:14.150]  Dr. Kirk Elliott, thank you so much.
[01:32:14.150 --> 01:32:17.150]  Incredible hour and 45 minutes.
[01:32:17.150 --> 01:32:18.150]  Thank you.
[01:32:18.279 --> 01:32:19.019]  It was great being here.
[01:32:19.199 --> 01:32:20.921]  And the Judy Megibus thing was powerful.
[01:32:21.041 --> 01:32:21.761]  That was powerful.
[01:32:22.162 --> 01:32:23.062]  She was feisty today.
[01:32:23.423 --> 01:32:23.983]  She was on a mission.
[01:32:24.003 --> 01:32:24.564]  Well, she's pissed.
[01:32:24.604 --> 01:32:24.864]  I get it.
[01:32:24.884 --> 01:32:25.224]  She's right.
[01:32:25.444 --> 01:32:28.166]  I mean, what she's saying is all true, and you get why she's pissed.
[01:32:28.246 --> 01:32:28.967]  Yeah, I do too.
[01:32:29.027 --> 01:32:29.708]  At least she's awake.
[01:32:29.968 --> 01:32:30.688]  She's alive, you know.
[01:32:30.849 --> 01:32:31.529]  Exactly.
[01:32:31.549 --> 01:32:32.370]  She's ready to fight with her.
[01:32:32.390 --> 01:32:34.351]  She's ready to go to war.
[01:32:34.511 --> 01:32:35.212]  Yeah, she is.
[01:32:35.492 --> 01:32:36.233]  She's a great lady.
[01:32:36.843 --> 01:32:39.265]  Well, you should come back in the next few weeks.
[01:32:39.285 --> 01:32:40.265]  We're ready to talk about it all.
[01:32:40.325 --> 01:32:44.988]  But the move to shut down Gold and Silver is coming very soon.
[01:32:45.008 --> 01:32:46.629]  And it's not me.
[01:32:46.669 --> 01:32:48.570]  Just everything I say is I know.
[01:32:48.590 --> 01:32:48.951]  Okay.
[01:32:49.011 --> 01:32:50.271]  I don't just say something to get you to do it.
[01:32:50.732 --> 01:32:52.593]  They're coming after the distributors.
[01:32:53.233 --> 01:32:54.934]  Most of them are overcharging you.
[01:32:54.954 --> 01:32:55.655]  This guy's not.
[01:32:55.835 --> 01:32:57.256]  There's some other good people out there as well.
[01:32:58.216 --> 01:32:59.697]  They're coming after it, folks.
[01:32:59.757 --> 01:33:02.879]  So not after your holding of it, your ability to get it.
[01:33:04.040 --> 01:33:04.180]  Yeah.
[01:33:05.339 --> 01:33:06.120]  Take action now.
[01:33:06.440 --> 01:33:10.243]  KEPM.com forward slash goal 720-605-3900.
[01:33:10.263 --> 01:33:12.124]  Dr. Kelly, an incredible job.
[01:33:12.164 --> 01:33:12.865]  Thank you so much, brother.
[01:33:13.285 --> 01:33:14.306]  It's so great being here.
[01:33:14.346 --> 01:33:14.686]  Thank you.
[01:33:14.706 --> 01:33:15.787]  30-second closing comment.
[01:33:16.946 --> 01:33:19.647]  Don't let fear cause you to not act.
[01:33:20.408 --> 01:33:26.351]  It's a leap of faith, calling somebody that you've never talked to, different state, phone call, but you know what?
[01:33:26.611 --> 01:33:32.053]  We've got clients all over the world, literally tens of thousands of clients all over the world.
[01:33:32.554 --> 01:33:36.255]  Give us a call, take that leap of faith, and then you act after that.
[01:33:36.275 --> 01:33:40.818]  I'll say this, my gut, which is the Holy Spirit, tells, plus you have top ratings, boom, go!
[01:33:41.878 --> 01:33:43.039]  It's like boom, boom, boom, boom, go!
[01:33:43.300 --> 01:33:47.624]  Yeah, we're eager to talk to you and help you give, get you that financial peace you're looking for.
[01:33:47.644 --> 01:33:50.447]  All right, we're going to rerun all this till tomorrow night at 4 p.m.
[01:33:50.467 --> 01:33:52.269]  when I go live again, if we're still on air.
[01:33:52.609 --> 01:33:54.431]  And folks, Imperial Troops have entered the base.
[01:33:54.812 --> 01:33:55.693]  We are so close.
[01:33:55.793 --> 01:33:56.634]  We're celebrating.
[01:33:57.134 --> 01:33:57.895]  We're not going to give up.
[01:33:58.175 --> 01:33:59.637]  Regardless, God will make it right.
[01:33:59.997 --> 01:34:01.198]  They killed Obi-Wan Kenobi.
[01:34:01.218 --> 01:34:02.059]  He just comes back stronger.
[01:34:02.380 --> 01:34:03.241]  Thank you so much, crew.
[01:34:03.261 --> 01:34:03.681]  Great job.
[01:34:03.721 --> 01:34:04.122]  Love you all.
[01:34:03.942 --> 01:34:18.341]  all. Thank you.
[01:34:18.307 --> 01:34:24.693]  economy is about to hit the skids and Russia and the BRICS nations are playing a masterful game of chess.
[01:34:25.173 --> 01:34:27.395]  And our administration's going in with like a checkerboard.
[01:34:27.415 --> 01:34:30.278]  They're not even... And the Federal Reserve has signaled they're done with interest rates.
[01:34:30.758 --> 01:34:37.444]  And things are going to get so bad, the globalists are going to usher in a new world of central bank digital currency.
[01:34:37.764 --> 01:34:39.426]  A form of money you could not see.
[01:34:39.906 --> 01:34:41.768]  Central bank digital currencies.
[01:34:42.068 --> 01:34:46.049]  They don't hide in the shadows anymore, they tell us exactly what they're gonna do.
[01:34:46.449 --> 01:34:47.710]  Exactly, that's what's so frustrating.
[01:34:47.970 --> 01:34:55.732]  If you study it, you know the battle plan, but they know the public doesn't check that out, so... But we're able to give it to the public, that could really mess up their operation.
[01:34:56.052 --> 01:35:01.094]  The world is going to see a functioning CBDC very soon, within the coming year.
[01:35:01.494 --> 01:35:03.697]  We saw bank failure 1.0.
[01:35:04.378 --> 01:35:08.945]  It was Silicon Valley, Credit Suisse, First Republic, Silvergate Bank.
[01:35:09.165 --> 01:35:09.986]  I mean, all of those.
[01:35:10.227 --> 01:35:17.718]  First, we had the effects of a dramatic rise in interest rates, leading to the closure of Silicon Valley Bank, Signature Bank, and First Republic Bank.
[01:35:17.898 --> 01:35:19.898]  That was just a tremor before the bank bank.
[01:35:19.898 --> 01:35:22.898]  Yes, I think bank failures 2.0 is coming.
[01:35:22.898 --> 01:35:28.898]   I mean, just last week, the CEO of Citigroup said we're laying off 10% of our workforce.
[01:35:28.898 --> 01:35:33.898]   So at times of crisis, which happens to be happening during an election year,
[01:35:33.898 --> 01:35:36.898]  people will say, OK, this is so bad.
[01:35:37.066 --> 01:35:37.926]  Banks are shutting down.
[01:35:38.006 --> 01:35:39.567]  All this economic failure.
[01:35:39.847 --> 01:35:40.888]  We'll give you what you want.
[01:35:40.948 --> 01:35:42.829]  Government just will give you away our freedoms.
[01:35:43.149 --> 01:35:44.190]  Just take care of us.
[01:35:44.290 --> 01:35:45.891]  Make sure that we can still feed our family.
[01:35:45.971 --> 01:35:47.652]  But this is happening in surprising numbers.
[01:35:47.852 --> 01:35:50.734]  We all sort of take our local bank for granted until it's gone.
[01:35:50.854 --> 01:35:53.696]  That's happening in 4,000 other locations around the country.
[01:35:53.916 --> 01:36:00.360]  And I think in the months ahead, we'll get more failures of regional banks around office space and commercial real estate.
[01:36:00.822 --> 01:36:06.850]  Surveillance and privacy issues could arise if the central bank is able to monitor every transaction.
[01:36:06.950 --> 01:36:14.639]  We've had, over the last three weeks, major disturbances in the banking world, right?
[01:36:14.799 --> 01:36:19.926]  This comes after the regional bank suffered a week-long plunge in its stock, plus a credit downgrade.
[01:36:20.106 --> 01:36:32.832]  We've seen stocks of things like Comerica Bank, Hackwest Bank, New York Community Bank, and even Schwab just start to hit the skids.
[01:36:32.872 --> 01:36:35.954]  By the way, when you first came on months ago, you predicted this.
[01:36:37.074 --> 01:36:39.915]  Yeah, I mean, because the writing was on the wall.
[01:36:39.975 --> 01:36:47.319]  There's another big concern that a central bank issued digital currency could cause a bank run during economic instability.
[01:36:47.759 --> 01:36:48.759]  Here's the ugly reality.
[01:36:48.799 --> 01:36:53.941]  We are no different than Argentina, Venezuela, Zimbabwe, Greece, Cyprus.
[01:36:54.401 --> 01:37:02.584]  Any country who loses demand for their currency and is forced to print, they go into an inflationary spiral that brings social chaos.
[01:37:03.044 --> 01:37:12.447]  Tangible assets like gold and silver are so important, not just because they're growing, because I think it's a means to protect your financial privacy and financial freedom.
[01:37:12.807 --> 01:37:25.491]  I think there's going to be alternative systems of using tangible assets like gold and silver to back private currencies for individuals to actually be able to transact business on their own, not be a digital slave in their digital world.
[01:37:25.932 --> 01:37:30.153]  These are the kind of solutions that I've been shouting from the rooftops for decades, Alex.
[01:37:30.413 --> 01:37:31.754]  Inflation is coming.
[01:37:32.114 --> 01:37:35.757]  What happens to tangible assets like gold and silver during inflation?
[01:37:36.117 --> 01:37:36.678]  They go up!
[01:37:36.838 --> 01:37:39.039]  People do need to get basic gold and silver.
[01:37:39.380 --> 01:37:42.122]  They need to at least stick their toe in the ocean and do it.
[01:37:42.142 --> 01:37:44.723]  They need to go to your website, KEPM.
[01:37:44.824 --> 01:37:46.885]  KEPM.com forward slash gold.
[01:37:47.305 --> 01:37:49.367]  KEPM.com forward slash gold.
[01:37:49.387 --> 01:37:52.549]  That's KEPM.com forward slash gold.
[01:37:52.849 --> 01:37:53.190]  Or call 720-605-3900.
[01:37:53.230 --> 01:37:54.831]  They need to talk to you folks.
[01:37:57.893 --> 01:38:00.574]  And start getting gold and silver bullion now.
[01:38:00.614 --> 01:38:04.737]  But regardless, we're in for an insane time.
[01:38:06.057 --> 01:38:11.840]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:38:12.541 --> 01:38:16.263]  Visit InfoWars.com forward slash show and share the link today.
[01:38:20.105 --> 01:38:25.828]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
