[00:00:00.169 --> 00:00:01.470]  Synthetic.
[00:27:37.123 --> 00:27:40.084]  Botanical adjuvants, helpers.
[00:27:40.385 --> 00:27:48.828]  We're gonna seal our immune system off from the poison because it's not the poison, it's the pathway.
[00:27:49.128 --> 00:27:52.610]  And our God gave us redundant pathways of healing.
[00:27:52.890 --> 00:27:54.771]  They can't hack our DNA.
[00:27:55.451 --> 00:27:58.812]  They can't get into our chromosomes.
[00:27:59.412 --> 00:28:07.235]  All we have to do is eat food with cows that aren't eating bovine being fed corn.
[00:28:07.275 --> 00:28:08.756]  They have grass stomachs.
[00:28:09.056 --> 00:28:14.178]  So all we have to do is grow our own food and do that game.
[00:28:14.278 --> 00:28:16.118]  No more fear porn.
[00:28:16.518 --> 00:28:17.919]  No more GMO.
[00:28:18.579 --> 00:28:31.348]  No more, because the retroviruses, all the monkey, mouse, cow, pig, aborted fetal, mRNA, DNA and protein is right there.
[00:28:31.928 --> 00:28:33.730]  Why the COVID shots in 2009?
[00:28:35.931 --> 00:28:52.019]  When our science paper came out and we showed them all of this, John Coffin and Jonathan Stoy at the UK and Tony Komaroff in New York and Ian Lipkin in Columbia, they were the gatekeepers of the literature.
[00:28:52.079 --> 00:28:58.062]  They took the immunology out of that paper as if we didn't have the protection.
[00:28:58.462 --> 00:29:04.326]  But we showed you the signature of disease before we isolated the variant.
[00:29:04.666 --> 00:29:22.758]  So what I'm showing you and why I'm so excited is because right there in that patent, filed 2010, and the patent I held for the PCR of all variants of COVID, SARS-CoV-2 was
[00:29:22.978 --> 00:29:27.061]  The paper is injected in every polio vaccine since 2004.
[00:29:27.202 --> 00:29:31.185]  The paper is more at all.
[00:29:31.245 --> 00:29:33.206]  It's on our Web site.
[00:29:33.467 --> 00:29:35.508]  We've been showing you for a year.
[00:29:35.829 --> 00:29:43.455]  So they're in a big old hurry to put everybody in fear porn because they don't want you to know that we, the
[00:29:48.499 --> 00:30:00.147]  The New York Times showed you it clips together because on that very first slide of the disease, Lyme disease is HIV, AIDS, neuro AIDS.
[00:30:00.407 --> 00:30:18.119]  They took out a 23 base pair deletion, which we at the National Cancer Institute, and this is the work of Mary Carrington and Mike Dean on that science paper, they showed if you had that virus circulating
[00:30:18.879 --> 00:30:36.453]  In your blood, that HIV with 32 base pair deletion, you could have all the HIV you wanted in your blood and you would never get AIDS because you don't have the inflammatory cytokine signature of disease.
[00:30:36.493 --> 00:30:44.839]  So you see, all we have to do is, you know, and that company is bankrupt right now because we went
[00:30:47.381 --> 00:30:57.290]  From 2005 when I met them, all the technology, and so is Epigenics Pharmaceuticals, technologies and patents were stolen.
[00:30:57.570 --> 00:30:58.911]  This is what's happening.
[00:30:59.332 --> 00:31:02.214]  AI didn't discover anything.
[00:31:03.572 --> 00:31:10.015]  We the people, we the good people, in those labs, the gatekeepers are few and far between.
[00:31:10.035 --> 00:31:13.137]  And we can take back our entire country.
[00:31:13.177 --> 00:31:24.963]  No, I understand, Dr. McIvitts, I understand there's an awakening, and I understand that natural compounds, God gave us the way to counter all this, but how important is it that they're building safe zones, they call quiet zones,
[00:31:25.683 --> 00:31:36.572]  Up in northern Canada, right where the tree line ends, their own little towns in Hawaii, in New Zealand, in Tasmania, and in other areas.
[00:31:36.592 --> 00:31:37.993]  I mean, this is in the news.
[00:31:38.033 --> 00:31:40.274]  I told people about it a decade ago, but now it's in the news.
[00:31:40.314 --> 00:31:41.295]  And I know some of these people.
[00:31:41.315 --> 00:31:43.417]  I've met with some of them and they don't like what's going on now.
[00:31:43.937 --> 00:31:48.381]  And they're moving to these areas to wait this out, what they've done.
[00:31:49.241 --> 00:31:55.746]  But now, as you said, there's all these scientists and doctors and everybody coming out and governments and people are really getting what's going on.
[00:31:56.127 --> 00:31:59.389]  So their attack, what were they attempting to do with the COVID rollout?
[00:31:59.569 --> 00:32:01.531]  I know you said this before, but quantify it for folks.
[00:32:02.411 --> 00:32:05.893]  And then how is it going for them and what do we need to do?
[00:32:05.913 --> 00:32:06.393]  I get it.
[00:32:06.633 --> 00:32:07.554]  Take care of ourselves.
[00:32:07.634 --> 00:32:08.614]  Those are the awake people.
[00:32:08.995 --> 00:32:21.141]  How do I first awaken people by explaining what's happened and that the elites, the demons, are literally running to safe zones away from everything they've done to us to try to wake this out?
[00:32:22.725 --> 00:32:26.826]  Well, because you see, they knew this work on that patent.
[00:32:26.946 --> 00:32:34.627]  We had University of British Columbia up in British Columbia where where the best natural product medicine was done.
[00:32:35.127 --> 00:32:37.768]  So you see who the investigators were.
[00:32:37.808 --> 00:32:38.448]  Chinese were.
[00:32:38.748 --> 00:32:39.548]  It's beautiful.
[00:32:39.788 --> 00:32:40.748]  We have the best.
[00:32:40.809 --> 00:32:46.010]  We have Bill and Lena Gerwig on from San Diego, the best marine biologist.
[00:32:46.290 --> 00:32:48.070]  See, we my first
[00:32:48.550 --> 00:32:55.192]  Job and love before molecular before these technologies was to heal with plants.
[00:32:55.612 --> 00:32:57.313]  And so we've already done that.
[00:32:57.513 --> 00:33:08.997]  If we use this, if we use this formula and we create our own safe zones, the next slide should show you the next slide should show you real time.
[00:33:09.617 --> 00:33:16.700]  How how we did how we and I'm just going to say we but this is the next slide.
[00:33:16.760 --> 00:33:24.563]  There was John Hewlett and what I call living water and it's a product called Cardio Miracle.
[00:33:24.583 --> 00:33:28.545]  So I'll have you so you see this functional paper.
[00:33:29.305 --> 00:33:30.106]  is key.
[00:33:30.567 --> 00:33:36.134]  So it's the three key pathways of all things COVID.
[00:33:36.875 --> 00:33:45.286]  Ah, the management of nitric oxide, your endothelium, the blood vessels will heal those with food.
[00:33:45.726 --> 00:33:47.267]  Vitamin D deficiencies.
[00:33:47.307 --> 00:33:50.230]  You don't drink it because you'll hurt the black people.
[00:33:50.330 --> 00:33:56.114]  You make it with the sunshine and atherosclerosis.
[00:33:56.495 --> 00:33:57.876]  Look at the next slide.
[00:33:58.737 --> 00:34:03.220]  And this is a download straight from God to John Hewlett.
[00:34:03.340 --> 00:34:06.563]  And I love him that I got to meet him.
[00:34:07.263 --> 00:34:11.627]  In October 24th of 2021.
[00:34:12.047 --> 00:34:14.089]  And he showed me this.
[00:34:14.549 --> 00:34:18.092]  This paper wasn't published until August 15th of 2022.
[00:34:19.013 --> 00:34:21.134]  This is the pathways.
[00:34:21.234 --> 00:34:22.676]  This is using.
[00:34:22.736 --> 00:34:24.157]  This is David Martin.
[00:34:24.617 --> 00:34:33.305]  And Stan Graham at Cardio Miracle and use the technologies to do your own A.I.
[00:34:33.385 --> 00:34:34.165]  And we did.
[00:34:34.185 --> 00:34:39.490]  This hits the three key pathways of all things COVID.
[00:34:39.750 --> 00:34:40.391]  This is your
[00:34:40.811 --> 00:34:41.011]  Yeah.
[00:35:10.851 --> 00:35:11.872]  Okay, well let's speak to that.
[00:35:11.932 --> 00:35:12.953]  Let's speak to that if you want to know.
[00:35:13.553 --> 00:35:18.437]  Because, and we're doing a plug for this great product, which I know is amazing, and I want to get it and probably carry it.
[00:35:19.118 --> 00:35:22.200]  Without me even asking you a few years ago, you said, oh my God, your nitric boost is really great.
[00:35:22.220 --> 00:35:24.422]  I guess it's got some of the same natural compounds.
[00:35:24.462 --> 00:35:26.363]  People take it and go, whoa, they have all these effects.
[00:35:26.424 --> 00:35:27.204]  We don't sell it for...
[00:35:28.385 --> 00:35:37.832]  Let me go there, because what we did with your nitric boost, and I didn't say it then, but I was using it for the for the people with COVID.
[00:35:37.892 --> 00:35:46.679]  I'm saying, OK, but it had to be on the foundation of the cardio miracle because it's not a nitric oxide booster cardio miracle.
[00:35:47.060 --> 00:35:49.862]  It allows you to make enos.
[00:35:50.763 --> 00:35:54.368]  The endothelial nitric oxide synthetase.
[00:35:54.648 --> 00:35:55.910]  You synthesize it.
[00:35:55.950 --> 00:35:56.691]  You make it.
[00:35:56.951 --> 00:35:58.293]  You heal your blood vessels.
[00:35:58.333 --> 00:35:59.835]  Oh, so it makes your body make it?
[00:36:00.779 --> 00:36:01.900]  Correct!
[00:36:01.980 --> 00:36:05.503]  And then I add your boost, which is also food.
[00:36:05.583 --> 00:36:11.448]  I just look at the ingredients and say, ah, and then I know how to supplement.
[00:36:11.768 --> 00:36:19.114]  But the foundation after all things COVID is that simple liquid in a powder.
[00:36:19.414 --> 00:36:26.040]  Clean from all the toxins, clean from the glyphosate, clean from all the GMO crap, clean from the heavy metals.
[00:36:26.700 --> 00:36:31.182]  And all you need is one glass, and we could heal.
[00:36:31.222 --> 00:36:32.702]  And see, we did it.
[00:36:32.822 --> 00:36:33.542]  We lived it.
[00:36:33.622 --> 00:36:39.944]  We ran around this county in Ventura County, and we immunized people, and that's what we have to do now.
[00:36:39.964 --> 00:36:41.405]  And by the way, let me raise that now.
[00:36:41.725 --> 00:36:49.087]  They are now mainstream news admitting that what you're talking about, and the compounds and plants to clean out the heart.
[00:36:49.127 --> 00:36:51.748]  But let's go to the problem first, because viewers want to know this.
[00:36:51.768 --> 00:36:55.249]  They're not a respected scientist like you with all these papers.
[00:36:56.599 --> 00:36:58.160]  What does COVID do?
[00:36:58.280 --> 00:37:02.902]  Why do they have TV ads that many kids are having heart attacks and myocarditis at record levels all over the world where they took it?
[00:37:02.922 --> 00:37:06.324]  Obviously, they were attacking our cardiovascular system was part of it.
[00:37:06.704 --> 00:37:09.045]  It attacks the fertility and turbo cancers.
[00:37:09.065 --> 00:37:13.888]  I know you're talking about the solutions to it, but explain what is in the COVID shots that does this, doctor?
[00:37:15.188 --> 00:37:16.309]  Show the last slide.
[00:37:16.489 --> 00:37:17.169]  Okay, last slide.
[00:37:17.209 --> 00:37:17.489]  Go ahead.
[00:37:17.509 --> 00:37:17.950]  Next slide.
[00:37:18.730 --> 00:37:19.070]  Here it is.
[00:37:21.571 --> 00:37:21.992]  Okay.
[00:37:22.132 --> 00:37:22.372]  Yeah.
[00:37:23.328 --> 00:37:28.050]  Because you ingest synthetic syncytin.
[00:37:28.070 --> 00:37:29.491]  Sorry, it's spelled wrong.
[00:37:29.911 --> 00:37:32.292]  Synthesize cells together.
[00:37:32.492 --> 00:37:33.252]  Cyto.
[00:37:33.752 --> 00:37:34.913]  Syncytin.
[00:37:35.413 --> 00:37:37.254]  Synthetic syncytin.
[00:37:37.754 --> 00:37:41.036]  Our body makes syncytin.
[00:37:41.416 --> 00:37:47.058]  It's a protein that... Wait a minute, so they're programming people with a synthetic thing that we already need.
[00:37:47.879 --> 00:37:48.499]  So then it doesn't...
[00:37:49.159 --> 00:37:50.219]  And then we attack.
[00:37:50.620 --> 00:37:51.240]  We attack.
[00:37:51.280 --> 00:37:52.520]  Not that we already need.
[00:37:52.580 --> 00:37:55.201]  It's critical for all of life.
[00:37:55.541 --> 00:37:56.802]  For fertilization.
[00:37:57.082 --> 00:37:59.303]  So they put a synthetic one in.
[00:37:59.663 --> 00:38:02.724]  Our body looks at it and says, that's not me.
[00:38:03.044 --> 00:38:05.005]  And it can't break it down.
[00:38:05.385 --> 00:38:09.327]  We could break down the monkey, the mouse, the cow, the aborted fetal.
[00:38:09.647 --> 00:38:11.948]  And it took too much time to kill us.
[00:38:12.268 --> 00:38:13.508]  The latency period.
[00:38:13.768 --> 00:38:18.230]  That's what Burke showed on the clip that you could play the clip tomorrow.
[00:38:18.550 --> 00:38:24.953]  See, they know what they're doing and they're legally liable after our paper in 2009.
[00:38:25.273 --> 00:38:25.933]  Stop right there.
[00:38:25.973 --> 00:38:29.814]  This is too important because I've interviewed you many times and you're so smart you move quick.
[00:38:29.874 --> 00:38:33.916]  Let's slow down and start over because now you've explained the key here.
[00:38:34.196 --> 00:38:40.278]  They were hitting us with all this other zoological outside systems that we were able to beat, but now they've gotten smart.
[00:38:40.318 --> 00:38:43.960]  They create a synthetic version of our basic building block.
[00:38:44.560 --> 00:38:48.521]  Turn it into a parasite when in our body it's the opposite of a parasite.
[00:38:48.881 --> 00:38:54.502]  And so then our body takes it into the heart, all of this, and then attacks the capillaries, the arteries, the ventricles.
[00:38:55.162 --> 00:38:59.063]  And so our body sees this and basically sees it as basically like cancer.
