[00:00:01.433 --> 00:00:02.435]  Oh, no!
[00:30:08.670 --> 00:30:11.591]  We want to let people know we're 1776 Part 2.
[00:30:11.831 --> 00:30:22.394]  That's why I designed this amazing 1776 red, white, and blue Gadsden flag shirt so you can support the Info War and meet like-minded people everywhere when you wear it.
[00:30:22.534 --> 00:30:28.162]  When you wear these shirts, it creates an amazing amount of energy and it's quite the adventure.
[00:30:28.442 --> 00:30:33.930]  So get your 1776 shirt right now at importstore.com and get your team
[00:30:34.568 --> 00:30:35.488]  We're good.
[00:31:01.385 --> 00:31:06.087]  InfoWars is listener supported and we appreciate your donations.
[00:31:06.787 --> 00:31:09.729]  But buy a product and support your health too.
[00:31:10.969 --> 00:31:14.651]  Nitric oxide is an important chemical messenger in the body.
[00:31:15.211 --> 00:31:19.553]  It promotes blood flow and it helps nerve cells communicate with one another.
[00:31:20.454 --> 00:31:23.355]  But over time our bodies produce less of it.
[00:31:24.729 --> 00:31:27.914]  Full of amino acids to produce nitric oxide.
[00:31:28.395 --> 00:31:32.903]  Nitric Boost helps raise the amount of nitric oxide in your body.
[00:31:34.071 --> 00:31:40.538]  Nitric oxide is needed for strength, cardiovascular function, and healthy neurotransmission.
[00:31:41.519 --> 00:31:45.904]  It helps to improve blood flow, which helps improve overall immunity.
[00:31:46.644 --> 00:31:49.668]  Get some today, now 40% off.
[00:31:50.188 --> 00:31:55.113]  Support your health and support the InfoWar at InfoWarStore.com.
[00:32:03.740 --> 00:32:08.561]  InfoWars is listener supported and we appreciate your donations.
[00:32:09.201 --> 00:32:11.981]  But buy a product and support your health too.
[00:32:14.362 --> 00:32:20.243]  The curcuminoids in turmeric is one of nature's most powerful and beneficial medicines.
[00:32:20.863 --> 00:32:25.324]  Raw turmeric root contains about 5% of this incredible medicine.
[00:32:26.444 --> 00:32:30.265]  But our bodies has been formulated to contain over 95%.
[00:32:32.580 --> 00:32:37.981]  This makes bodies one of the most powerful natural antioxidants in the world.
[00:32:39.982 --> 00:32:47.284]  Combined with other natural herbs, bodies will help improve mobility, flexibility, and immunity.
[00:32:49.004 --> 00:32:49.885]  Get some today.
[00:32:50.785 --> 00:32:52.085]  Now 40% off.
[00:32:53.186 --> 00:32:57.347]  Support your health and support the InfoWar at InfoWarStore.com.
[00:33:01.385 --> 00:33:05.469]  Leading a frontal assault on the lies of the New World Order.
[00:33:05.989 --> 00:33:07.310]  It's Alex Jones.
[00:33:16.438 --> 00:33:17.299]  Welcome back.
[00:33:18.600 --> 00:33:23.505]  I'm Roger Stone, sitting in for my good friend Alex Jones.
[00:33:24.301 --> 00:33:25.842]  And honored to be here.
[00:33:26.483 --> 00:33:29.345]  Folks, I can't stress this enough.
[00:33:29.826 --> 00:33:39.454]  The great products at InfoWars.com are what fuel this outlet to tell you and bring you the truth.
[00:33:40.235 --> 00:33:42.136]  X3 is now back in stock.
[00:33:42.156 --> 00:33:42.937]  You can get that at
[00:33:44.257 --> 00:33:53.500]  40% off TurboForce, which I must tell you, that's the product that allows me to work some of the ridiculous hours that I work.
[00:33:54.280 --> 00:33:58.561]  I became an aficionado of it all the way back in 2017.
[00:33:59.401 --> 00:34:06.703]  It's not like the energy drinks, you know, that are spiked with ephedrine, which, you know, give you a short
[00:34:07.507 --> 00:34:12.069]  A high of energy, but a horrific crash.
[00:34:12.670 --> 00:34:23.735]  Unlike that, TurboForce gives you smooth, sustained energy, mental clarity, and there is no crash.
[00:34:24.415 --> 00:34:26.236]  It's a great, great product.
[00:34:26.956 --> 00:34:28.697]  And it's now also 40% off.
[00:34:30.678 --> 00:34:32.199]  So, let me recommend that.
[00:34:32.359 --> 00:34:51.088]  Now, on Saturday, I guess it was, I was hurtling towards the west coast of Florida to speak to the Collier County Lincoln Reagan Day Dinner, where I met Lieutenant Governor Mark Robinson.
[00:34:51.668 --> 00:35:03.896]  The Republican nominee for governor of North Carolina, who I predict to you right now on the Alex Jones Show, is going to be President of the United States.
[00:35:04.557 --> 00:35:09.180]  One of the most impressive leaders and communicators I have ever met.
[00:35:09.860 --> 00:35:17.530]  But I had a telephone interview with Alex Jones for a special Saturday broadcast.
[00:35:18.211 --> 00:35:27.382]  We were driving through what they call Alligator Alley, which is a long stretch of highway that goes west to east and east to west.
[00:35:28.332 --> 00:35:38.698]  The cell service isn't always perfect, but it was during that interview that I really had to mention the product Nitric Boost.
[00:35:39.358 --> 00:35:45.622]  Nitric Boost is an extraordinary product, one that I take personally.
[00:35:46.082 --> 00:35:53.186]  Now, the role of nitric oxide in your body is crucial.
[00:35:53.406 --> 00:35:58.288]  It exists as one of the body's most potent natural antioxidants.
[00:35:58.849 --> 00:36:06.312]  It's a short-lived gas that's normally produced in the walls and arteries and veins of the human body.
[00:36:07.153 --> 00:36:15.517]  As you get older, your natural production decreases, but nitric oxide is essential for life.
[00:36:16.661 --> 00:36:21.943]  It is essential in keeping blood pressure and cholesterol at healthy levels.
[00:36:22.343 --> 00:36:26.304]  It helps support the anti-inflammatory response.
[00:36:26.664 --> 00:36:31.966]  It promotes overall good health, particularly heart health.
[00:36:31.986 --> 00:36:44.430]  And for me, particularly taken with a turbo force, it promotes good, strong, natural clarity and energy, as well as better recovery.
[00:36:44.950 --> 00:36:48.292]  Now, I'm not a doctor and I don't claim to be one.
[00:36:48.352 --> 00:36:49.973]  I make no medical claims here.
[00:36:50.734 --> 00:37:03.261]  All I'm telling you is that this is a wholly natural supplement that is extraordinarily beneficial and you can order it by going to the InfoWars store.
[00:37:03.801 --> 00:37:04.782]  Nitric Boost.
[00:37:05.943 --> 00:37:07.423]  Nobody told me to do this.
[00:37:07.884 --> 00:37:09.725]  Nobody asked me to recommend it.
[00:37:10.485 --> 00:37:11.646]  I never recommend it.
[00:37:13.013 --> 00:37:16.935]  I myself have tried it and had great experience with it.
[00:37:17.296 --> 00:37:24.420]  Folks, Nitric Boost is the highest quality nitric oxide you can get anywhere on the planet.
[00:37:24.700 --> 00:37:27.041]  And yes, the price is right.
[00:37:27.402 --> 00:37:29.763]  So I'm proud to recommend it.
[00:37:30.764 --> 00:37:37.948]  I'm sure the people at Media Matters for America will be making fun of me for it within hours.
[00:37:38.943 --> 00:38:04.118]  This was a historic week, folks, because with the outcome of the Republican presidential primaries in both Hawaii and Washington State, Donald Trump became only the second person in US history to be nominated three times for president by the Republican Party.
[00:38:04.767 --> 00:38:07.828]  That is an extraordinary accomplishment.
[00:38:08.368 --> 00:38:13.250]  There you see him with the only other man to achieve this distinction.
[00:38:13.770 --> 00:38:16.751]  That would be President Richard Nixon.
[00:38:17.671 --> 00:38:26.614]  Trump's political comeback was completely and totally unpredictable in a very, very strange way.
[00:38:26.794 --> 00:38:30.115]  And God often moves in strange ways.
[00:38:30.828 --> 00:38:55.516]  This entire war of lawfare against him, this tsunami of fabricated charges against him in Washington, D.C., in South Florida, in Georgia, in New York, has turbocharged his candidacy in a way that could never have been foreseen.
[00:38:56.303 --> 00:39:17.678]  In the 45 years that I have known him, in the roughly 25 years that I had been studying sophisticated polling data regarding public attitudes towards Donald Trump, he has never been stronger than he is at this exact moment.
[00:39:18.258 --> 00:39:19.519]  Now, is he perfect?
[00:39:20.040 --> 00:39:20.760]  Far from it.
[00:39:21.421 --> 00:39:22.441]  No one is perfect.
[00:39:23.002 --> 00:39:24.363]  Only he is perfect.
[00:39:25.583 --> 00:39:34.558]  But when it comes to taking on the globalists, when it comes to taking on the deeply entrenched deep state,
[00:39:35.486 --> 00:39:55.220]  Which, in my opinion, not only assassinated one president, removed yet another president, tried to remove Ronald Reagan, first through a botched assassination attempt, and then a second time in the Iran-Contra scandal.
[00:39:55.981 --> 00:40:03.446]  The same entities who staged the entirely phony Russian collusion hoax,
[00:40:04.166 --> 00:40:22.622]  And then put forward the two impeachments, the first one pertaining to Russia and Ukraine, that those same folks have inadvertently strengthened Donald Trump beyond all comprehension.
[00:40:23.103 --> 00:40:23.463]  Why?
[00:40:23.483 --> 00:40:28.628]  Well, because the American people see through all of this.
[00:40:29.548 --> 00:40:39.277]  They understand that he is a disruptor, a change agent, that he now far better prepared
[00:40:39.758 --> 00:40:57.582]  To take on those unelected bureaucrats who are inside the intelligence agencies, inside our national security apparatus, inside the think tanks, inside the defense contractors operations.
[00:40:58.042 --> 00:41:03.163]  These are the people who are committed to endless foreign war.
[00:41:03.183 --> 00:41:08.364]  You see, war is epically profitable for some people.
[00:41:09.273 --> 00:41:21.565]  And they know that Trump is at heart a peacemaker, that he wants a strong America, which you can't have without a strong economy.
[00:41:22.325 --> 00:41:32.795]  Watching MSNBC is almost comical as they try to tell us that Biden has brought our economy roaring back.
[00:41:33.607 --> 00:41:34.868]  That isn't true.
[00:41:35.268 --> 00:41:38.849]  And most definitely people are not feeling it.
[00:41:40.170 --> 00:41:50.653]  I have said on this show and elsewhere that I think in the end, the Democrats will not actually nominate Joe Biden.
[00:41:51.654 --> 00:41:59.677]  If that State of the Union address was an attempt to signal the leaders of the Democratic Party,
[00:42:00.350 --> 00:42:08.658]  That Joe Biden was strong and ready to wage an aggressive campaign for reelection.
[00:42:09.379 --> 00:42:11.821]  Well, I would say it failed.
[00:42:12.562 --> 00:42:22.551]  He came across as an angry, bitter old man who, even working with a teleprompter, couldn't get the words straight.
[00:42:23.157 --> 00:42:26.979]  He also, over time, seemed to run out of energy.
[00:42:26.999 --> 00:42:34.422]  I think it was based on tone, particularly an unmitigated disaster.
[00:42:35.042 --> 00:42:49.189]  Now I continue to believe that the leaders of the Democratic Party will ultimately recognize that between the disastrous impact of Joe Biden's policies,
[00:42:49.798 --> 00:43:17.365]  Whether it is inflation or whether it is gasoline prices, which they clearly manipulated through dipping into our strategic energy reserve, or whether it is the fact that we have shipped 280 billion dollars at least to Ukraine to fight over their borders when we don't seem to have the will
[00:43:18.205 --> 00:43:41.819]  Or the policies to seal our own borders, the fentanyl crisis, the crime crisis, the fiscal crisis caused by the fact that many state laws require that state and city governments pay for social services for those illegals flooding into the country.
[00:43:42.968 --> 00:43:44.489]  At the expense of U.S.
[00:43:44.549 --> 00:44:03.054]  citizens whose services like sanitation and law enforcement and education are being cut, when you combine them with the epic corruption of the Biden crime family, Joe can't make it.
[00:44:03.743 --> 00:44:05.864]  So people have asked me what will happen.
[00:44:06.324 --> 00:44:17.106]  Well, I continue to predict that shortly before the convention, I believe that Biden will be prevailed upon to step aside.
[00:44:17.126 --> 00:44:21.767]  I should make it clear that this isn't what I want to have happen.
[00:44:22.607 --> 00:44:26.388]  I really want to see a Biden-Trump rematch.
[00:44:27.149 --> 00:44:33.270]  Those debates get me the popcorn, but I'm not sure that they will ever happen.
[00:44:34.360 --> 00:44:40.217]  Biden can't make it, so they're going to have to try at least to move him out of the way.
[00:44:40.874 --> 00:44:45.898]  Now, I had dinner recently with a former Democrat U.S.
