[00:00:59.-200 --> 00:00:15.280]  [MUSIC PLAYING]
[01:21:28.702 --> 01:21:37.382]   But it's like they've gotten some order by some other group, like the Bible says the devil's marooned here, wants to kill us, kill, steal, and destroy until we actually carry
[01:21:37.382 --> 01:21:46.035]   out the real mission and what we're about to do like a, like a caterpillar in a cocoon About to come out and be a butterfly.
[01:21:48.817 --> 01:21:49.797]  Well, I hope that's right.
[01:21:50.018 --> 01:21:56.142]  I mean, it does feel like we're moving toward, you know, toward some resolution of a long-standing problem.
[01:21:56.642 --> 01:21:58.043]  But, you know, that may not be the case.
[01:21:58.103 --> 01:22:09.330]  You can't... Let me just say, parenthetically, I adamantly agree with your point that our understanding of history is not supported by the archaeological or geologic record, okay?
[01:22:09.650 --> 01:22:10.451]  It's just fake.
[01:22:11.452 --> 01:22:15.654]  I'm not sure what the truth is, but clearly the story we were told is not true.
[01:22:16.094 --> 01:22:26.094]  So there's that. By the way, interrupt real quick. Did you know the WEF is running around the world suppressing hundreds of archaeological digs with the UN right now where they're now saying the environmental thing to do is not dig up this?
[01:22:26.094 --> 01:22:30.094]  You just said it, but why don't they want this dug up? I didn't mean to interrupt. Go ahead.
[01:22:30.094 --> 01:22:34.094]  No, I didn't know that, but that's absolutely perfect.
[01:22:34.094 --> 01:22:37.453]  There has been...
[01:22:35.585 --> 01:22:37.448]  It just tells you a lot.
[01:22:37.548 --> 01:22:46.521]  There's been an extraordinary effort on the part of various authorities over the last hundred or so years to suppress and distort archaeology.
[01:22:47.622 --> 01:22:48.683]  And now DNA testing.
[01:22:49.123 --> 01:22:50.664]  And I find that really interesting.
[01:22:50.744 --> 01:22:52.085]  Why do they care, actually?
[01:22:52.205 --> 01:22:57.689]  Why would you care what we learn about the world two or three thousand, five thousand years ago?
[01:22:57.769 --> 01:22:58.689]  Why is that a threat to you?
[01:22:59.070 --> 01:22:59.550]  But it is.
[01:23:00.731 --> 01:23:09.196]  In the same sense that all government propaganda about UAPs, UFOs, has one point, and that's to deny the existence of the supernatural.
[01:23:09.236 --> 01:23:10.017]  Well, why is that?
[01:23:10.737 --> 01:23:12.599]  You know, that's the message.
[01:23:12.619 --> 01:23:22.911]  If there's one message from the propaganda from the various federal agencies and journalism companies involved in lying about UAPs, it's the supernatural is not real.
[01:23:22.951 --> 01:23:24.092]  Why do they want us to believe that?
[01:23:24.813 --> 01:23:25.233]  I don't know.
[01:23:27.094 --> 01:23:28.615]  But it's very revealing.
[01:23:28.655 --> 01:23:31.717]  The lies themselves are always the key to the truth.
[01:23:32.237 --> 01:23:34.818]  What do all of their lies have in common?
[01:23:34.878 --> 01:23:35.979]  What's the message here?
[01:23:36.219 --> 01:23:37.620]  What do they want me to believe?
[01:23:38.240 --> 01:23:41.802]  And you're probably not going to go broke betting on the opposite being true, I would say.
[01:23:42.703 --> 01:23:45.024]  But as for where we are in history, it's unknowable.
[01:23:45.124 --> 01:23:46.625]  And if you're a Christian, you will notice.
[01:23:47.465 --> 01:23:56.549]  In all the prophetic apocalyptic writings in the Bible, which I've read, there is consistently a warning to people reading these, like, you don't know, actually.
[01:23:57.329 --> 01:24:00.290]  And the end of history comes, I think I'm quoting, like a thief in the night.
[01:24:00.330 --> 01:24:00.850]  Like, you don't know.
[01:24:00.910 --> 01:24:03.091]  If you knew, like, you would have probably a different response.
[01:24:03.111 --> 01:24:09.413]  So I think it's important to go into this question on, as all questions, with the knowledge of your limitations.
[01:24:09.673 --> 01:24:12.434]  You know, like, you're probably not going to figure out when the end of history is coming.
[01:24:12.875 --> 01:24:17.097]   But clearly, We're in the middle of a pivot, like clearly.
[01:24:17.878 --> 01:24:24.082]  And clearly the stakes are bigger than like who runs the executive branch of government, like way bigger than that.
[01:24:24.162 --> 01:24:25.824]  They're the future of the world.
[01:24:25.844 --> 01:24:30.647]  The last thing I will say is I think it's really important to understand what they hate.
[01:24:31.208 --> 01:24:33.109]  Most of all, they hate a lot of different things.
[01:24:33.129 --> 01:24:34.430]  They hate working class whites.
[01:24:34.470 --> 01:24:35.671]  They hate tobacco.
[01:24:36.131 --> 01:24:36.812]  You know what I mean?
[01:24:36.832 --> 01:24:38.553]  They hate testosterone.
[01:24:38.613 --> 01:24:39.334]  They have a lot of hates.
[01:24:39.374 --> 01:24:40.334]  These are hateful people.
[01:24:40.375 --> 01:24:40.835]  They're haters.
[01:24:41.601 --> 01:24:45.284]  But the thing they hate most, above all else, is Christianity.
[01:24:45.824 --> 01:24:47.445]  Not all religions, Christianity.
[01:24:47.725 --> 01:24:48.266]  That's what they hate.
[01:24:48.966 --> 01:24:50.267]  But why is that, exactly?
[01:24:50.367 --> 01:24:55.951]  Why is Christianity, which is the world's only non-violent religion, like, really?
[01:24:55.971 --> 01:24:59.694]  It's certainly, it's the world's biggest religion, and it is officially non-violent.
[01:24:59.894 --> 01:25:00.775]  Turn the other cheek.
[01:25:01.215 --> 01:25:03.537]  Someone takes your cloak, give them your shirt.
[01:25:04.443 --> 01:25:05.204]  That's the religion.
[01:25:05.504 --> 01:25:06.685]  It's the religion of peace.
[01:25:07.706 --> 01:25:08.487]  That's the threat?
[01:25:09.008 --> 01:25:09.608]  Why is that?
[01:25:09.628 --> 01:25:19.719]  In other words, if I'm a Buddhist or a Hindu or a Zoroastrian, it doesn't matter what my religion is, and I'm running a country, I want a country full of Christians.
[01:25:20.646 --> 01:25:27.128]  Because they're civic-minded, I know for a fact they're not going to foment bloody revolution against me because their religion tells them not to.
[01:25:27.528 --> 01:25:31.929]  They're peaceful, they're hard-working, they stay married, they're not out doing crazy things.
[01:25:32.489 --> 01:25:33.230]  I want Christians.
[01:25:33.630 --> 01:25:37.031]  That would be the logical, obviously the logical conclusion, right?
[01:25:37.251 --> 01:25:37.871]  Because they're just...
[01:25:38.516 --> 01:25:39.757]  They're orderly people because that's their religion.
[01:25:39.797 --> 01:25:40.478]  And why would you be against that?
[01:25:40.498 --> 01:25:41.298]  Why would you be against that?
[01:25:41.939 --> 01:25:42.859]  Not just against it.
[01:25:42.999 --> 01:25:44.681]  It's the thing that they hate most.
[01:25:44.781 --> 01:25:46.482]  It's the thing they're most threatened by.
[01:25:46.542 --> 01:25:48.224]  It's the thing that they seek to destroy.
[01:25:48.984 --> 01:25:50.585]  And you have to just ask, like, why?
[01:25:50.765 --> 01:25:51.686]  That's not rational.
[01:25:52.187 --> 01:25:55.229]  There's no sort of policy goal that's served by opposing Christianity.
[01:25:55.249 --> 01:25:55.609]  They're spiritual.
[01:25:55.909 --> 01:25:59.292]  There's only a spiritual goal that is served by opposing Christianity.
[01:26:00.132 --> 01:26:06.934]  In closing, you're the master at ever plugging all the great things you're doing, your show, your network, the great lab of integrity.
[01:26:06.954 --> 01:26:09.375]  We're going to do that in a moment, but since we bring this up, Elon Musk.
[01:26:10.015 --> 01:26:18.117]  I judge a tree by its fruits, as Christ said, and Musk is involved in all the big high-tech things that could have Trojan horses and issues, but I see him pivoting.
[01:26:18.977 --> 01:26:25.605]  From being, you know, moderately globalist to at the World Government Forum last year saying, world government's bad, it's tyranny, we're against it.
[01:26:26.005 --> 01:26:27.527]  I see him boosting free speech.
[01:26:27.587 --> 01:26:32.353]  I see him attacked by all these governments from Australia to Brazil to the EU, trying to arrest him.
[01:26:32.953 --> 01:26:41.823]   And I see him reaching hundreds, the only thing bigger than Tucker Carlson, he kind of goes, well it doesn't kind of go, it goes, It's great.
[01:26:41.843 --> 01:26:42.604]  I don't want to be number one.
[01:26:42.644 --> 01:26:45.567]  I love seeing people more articulate than me and that means we're winning.
[01:26:46.348 --> 01:26:48.270]  But you're like right below Elon Musk.
[01:26:48.430 --> 01:26:49.431]  It's true.
[01:26:49.791 --> 01:26:53.995]  The second most influential person in the world in thought today.
[01:26:54.836 --> 01:27:20.136]   Even above Joe Rogan it's not a contest it's just you have to recognize it is Tucker Carlson with all the choices you've made the things you've done and you're a humble man that's why God's given you this power but but we're there Elon Musk because I cannot bitch at a gift horse I cannot look at somebody where I'm reaching 10-15 million people a day on X and I'm not being censored and the real me can be seen and they're like well he's doing this he's doing that but you know Elon what you Give us a few minutes on Elon Musk, because I think he needs to be protected and defended.
[01:27:20.497 --> 01:27:21.458]  He's in a lot of danger.
[01:27:21.518 --> 01:27:26.043]  He's really stuck his neck out there, and I think we're idiots if we don't back him.
[01:27:28.416 --> 01:27:31.417]  Well, I think the first thing you said is the truest thing.
[01:27:31.597 --> 01:27:33.557]  Judge a tree by its fruits, you know?
[01:27:33.757 --> 01:27:35.237]  Anyone who's not against me is for me.
[01:27:35.778 --> 01:27:38.378]  And look, I kind of gave up.
[01:27:38.778 --> 01:27:41.179]  Here I've been talking about motives and what motivates people.
[01:27:41.239 --> 01:27:42.879]  The truth is it's pretty hard to know.
[01:27:42.899 --> 01:27:44.979]  I don't even understand my own motives a lot of the time.
[01:27:45.120 --> 01:27:45.820]  I act on instinct.
[01:27:45.940 --> 01:27:46.720]  Action matters!
[01:27:46.940 --> 01:27:47.600]  Action matters!
[01:27:48.280 --> 01:27:51.861]  My grandfather used to tell my dad, I don't want to hear talk, I want to see action.
[01:27:53.444 --> 01:27:56.986]  Well, and if I'm trying to judge someone, I judge him by his actions.
[01:27:57.026 --> 01:27:58.907]  Stop telling me you're a great person.
[01:27:59.248 --> 01:28:00.248]  Show me whom you've helped.
[01:28:00.388 --> 01:28:01.729]  Like, it's kind of that simple for me.
[01:28:02.410 --> 01:28:11.695]  And I think Elon has done an extraordinary thing by opening up X to, you know, greater speech, freer speech.
[01:28:12.196 --> 01:28:13.136]  I mean, it's just extraordinary.
[01:28:13.176 --> 01:28:13.757]  It's extraordinary.
[01:28:13.837 --> 01:28:17.139]  And you notice it immediately in the downstream effects are super obvious.
[01:28:17.839 --> 01:28:25.966]  People are less afraid to say what they think is true, as compared to last year, certainly as compared to three years ago, when people literally couldn't even ask.
[01:28:26.626 --> 01:28:28.228]  Like, how?
[01:28:28.488 --> 01:28:30.750]  I mean, I have a friend who's injured by the vax.
[01:28:30.830 --> 01:28:31.831]  I'm afraid to say that?
[01:28:31.991 --> 01:28:32.231]  Really?
[01:28:32.251 --> 01:28:38.596]  A medicine that you forced me to take hurt me, and I'm too afraid to say that out loud?
[01:28:38.616 --> 01:28:41.599]  Like, that's a crazy level of fear.
[01:28:41.759 --> 01:28:43.721]  And I feel like that has really evaporated.
[01:28:44.341 --> 01:28:46.861]  And I think Elon Musk is the main reason.
[01:28:47.222 --> 01:28:53.683]  Opening up X for people to, you know, have unauthorized thoughts like that, it just frees everybody.
[01:28:53.703 --> 01:28:54.163]  It's revolutionary.
[01:28:54.183 --> 01:28:54.883]  It's an inspiration.
[01:28:54.903 --> 01:29:02.985]  In the same way the United States was an inspiration to the world for a hundred years, post-World War I, because we had liberal democracy and market capitalism and it seemed to kind of work.
[01:29:03.305 --> 01:29:06.885]  And everyone's like, oh yeah, I don't want to just buy the Coca-Cola and the Levi's.
[01:29:07.385 --> 01:29:10.046]  I want the system that produced the Coca-Cola and the Levi's.
[01:29:10.846 --> 01:29:13.907]  We didn't even need a State Department or a USIA to make that case.
[01:29:13.947 --> 01:29:15.707]  People just watched and they're like, yeah, that works.
[01:29:15.767 --> 01:29:16.227]  I want it.
[01:29:17.068 --> 01:29:21.469]  And I think that freedom of speech and creativity are exactly the same.
[01:29:21.489 --> 01:29:24.009]  You know, I don't want to hear a lecture about creativity.
[01:29:24.410 --> 01:29:30.771]  If I look at you and I'm like, that person is a free thinker who's creative and that's joyful and productive and great.
[01:29:30.831 --> 01:29:34.652]  In fact, it's holy, which it is, then I want some of that.
[01:29:34.732 --> 01:29:35.552]  It inspires me.
[01:29:35.572 --> 01:29:37.453]  It gives me heart, courage.
[01:29:38.329 --> 01:29:43.369]   Yeah, so… Well, in closing, talking about Elon, he's putting out the actuaries and numbers about
[01:29:43.369 --> 01:29:46.769]  the collapse of the Western world, people not having children.
[01:29:46.769 --> 01:29:47.769]  The globalists are the opposite.
[01:29:47.769 --> 01:29:50.250]  They're saying humans are over, there's no human future.
[01:29:50.250 --> 01:29:52.769]  You all know Harari, Klaus Schwab, Bill Gates.
[01:29:52.769 --> 01:29:58.050]   He is directly saying to them, "You're going to destroy civilization and you're going to destroy yourself in the process.
[01:29:58.050 --> 01:29:59.050]  We must stop you."
[01:29:59.050 --> 01:30:03.550]  He has, whatever reason he did it, he's made the decision to pivot to pro-humanity.
[01:30:03.550 --> 01:30:04.550]  He agreed with me.
[01:30:04.550 --> 01:30:06.090]  I said, "We should call this Team Humanity."
[01:30:06.090 --> 01:30:09.550]  I said, "Yeah, let's call this Team Humanity" and interviewed with him.
[01:30:09.550 --> 01:30:10.550]  That is so profound.
[01:30:10.550 --> 01:30:11.550]  That is so powerful.
[01:30:11.550 --> 01:30:17.029]   Tucker, I know you've been very gracious, you've got more to do today, you've given us an hour and a half.
[01:30:17.029 --> 01:30:21.311]   In closing, because you… You're the master of everything except promoting the great work you're doing.
[01:30:21.712 --> 01:30:24.913]  And I think if you got behind promoting yourself, and I'm not criticizing you, it'd be even bigger.
[01:30:25.333 --> 01:30:26.354]  Tell us about your show.
[01:30:26.414 --> 01:30:27.874]  Tell us about your TuckerCarlson.com.
[01:30:28.155 --> 01:30:33.557]  Tell us about the speaking tour, because these are like mini Trump rallies, which are going to be bigger than his in many cases.
[01:30:35.718 --> 01:30:37.099]  Because they're trying to put him in jail.
[01:30:37.139 --> 01:30:42.561]  He could be in jail coming up in September and October and November when you've got this big tour.
[01:30:42.581 --> 01:30:45.042]  I know you're adding dates all the time and I'm going to be involved in some.
[01:30:45.343 --> 01:30:46.283]  Well, we'll just leave it at that.
[01:30:46.343 --> 01:30:47.183]  I'm so honored to be there.
[01:30:47.544 --> 01:30:51.926]  But these are important free speech rituals that the enemy is so upset about.
[01:30:51.966 --> 01:30:54.427]  So please tell us a few minutes about everything.
[01:30:54.447 --> 01:30:59.449]  Tucker Carlson, the Tucker Carlson Network, and now everybody needs to not just say, oh, Tucker's so big, he's going to handle it.
[01:30:59.469 --> 01:31:01.270]  No, we need to magnify what you're doing.
[01:31:03.928 --> 01:31:06.250]  I said sure I'd be happy to, but actually it pains me.
[01:31:06.290 --> 01:31:09.213]  Can I say one thing about... Yeah, why won't you talk about yourself?
[01:31:09.253 --> 01:31:10.514]  Go ahead, go ahead.
[01:31:10.595 --> 01:31:11.596]  I will, I will, I will.
[01:31:11.636 --> 01:31:13.177]  Because I'm a wasp, I hate this.
[01:31:13.257 --> 01:31:15.800]  It's like getting a prostate exam for me.
[01:31:17.581 --> 01:31:25.509]  Let me just say that that's kind of the nub of everything, Elon's point about birth rates, because it is once again a binary.
[01:31:25.549 --> 01:31:30.671]   You're either the sort of person who dreams about killing Extinguishing life?
[01:31:30.811 --> 01:31:32.632]  Or the kind of person who dreams about creating life?
[01:31:32.932 --> 01:31:35.234]  I mean, it's really a very simple choice.
[01:31:35.974 --> 01:31:40.137]  And if you're not reproducing, then you're dying.
[01:31:40.957 --> 01:31:44.279]  And the idea of embracing that is so unnatural, so grotesque.
[01:31:44.299 --> 01:31:45.580]  I mean, there's nothing greater.
[01:31:45.620 --> 01:31:47.181]  Everyone's supposedly obsessed with sex.
[01:31:47.201 --> 01:31:47.762]  Well, what is sex?
[01:31:47.802 --> 01:31:49.883]  It's the beginning of the creation of life.
[01:31:50.123 --> 01:31:51.704]  That's why we're driven to do it.
[01:31:52.145 --> 01:31:53.085]  Because there's nothing greater.
[01:31:53.105 --> 01:31:54.226]  There's nothing more fulfilling.
[01:31:54.246 --> 01:31:55.667]  There's nothing more inherently meaningful.
[01:31:56.027 --> 01:32:02.167]   than creating life or being present when God creates it through the acts of sex like it's the greatest thing that there is and then
[01:32:02.167 --> 01:32:06.627]   children of course are part of you there's no greater achievement than having children there's
[01:32:06.627 --> 01:32:12.346]   no more enduring joy than having it's beyond magic you and a woman you love have great pleasure and interface
[01:32:12.346 --> 01:32:18.907]   and then merge your genetics to create this wonderful new creature that is the this it's freaking everything I mean God is there you see
[01:32:18.907 --> 01:32:22.146]   the perfection unbelievable yes exactly
[01:32:22.248 --> 01:32:22.929]  God is there.
[01:32:23.149 --> 01:32:28.774]  So, you know, you find people who don't have a chance to have children or don't realize its importance until it's too late.
[01:32:28.794 --> 01:32:29.815]  I mean, that's always the case.
[01:32:30.355 --> 01:32:31.976]  Or the society is, you know, having problems.
[01:32:31.996 --> 01:32:34.719]  And the left's so mad they don't have kids, they want to take it away from us.
[01:32:34.779 --> 01:32:40.724]  Notice, those that don't have kids form the core of the globalist death cult because they're pissed they didn't have it, they want to take it away.
[01:32:41.943 --> 01:32:47.105]  But they're literally, it's more than just like some people don't have kids, it's like they're promoting not having kids.
[01:32:47.665 --> 01:32:54.268]  By promoting, you know, the LBGTQ three-spirit agenda, of course, that's what that is.
[01:32:54.288 --> 01:33:00.770]  It's not about tolerating people who are different, which almost every American is just instinctively happy to do, very much including me.
[01:33:01.150 --> 01:33:02.791]  No, it's promoting childlessness.
[01:33:03.251 --> 01:33:07.492]  It's the end of family, the end of children, the end of reproduction, the end of humanity.
[01:33:07.532 --> 01:33:08.433]  It's anti-life.
[01:33:09.174 --> 01:33:13.616]  And the opposite of that is pro-life, not just opposing abortion, which you should do because it's killing.
[01:33:14.443 --> 01:33:16.484]  But more broadly, I'm for reproduction.
[01:33:16.524 --> 01:33:17.284]  I'm for babies.
[01:33:18.124 --> 01:33:20.524]  And I just think it's kind of that clear.
[01:33:20.544 --> 01:33:32.147]  And if you find yourself on the side that's against people, against babies, against reproducing, against reproductive sex, against joy, human connection, like you're on the wrong side, actually.
[01:33:32.167 --> 01:33:33.528]  And there's sort of no arguing it.
[01:33:34.068 --> 01:33:34.648]  Okay, I'll stop.
[01:33:34.808 --> 01:33:47.366]   As to what I'm doing, everything to me is about getting What I believe out there, disseminating a message, what I think is true, if it's false, of course I'll correct, which I have many times.
[01:33:48.087 --> 01:33:52.748]  It's like I have a monopoly on truth, but I really believe what I say, and I want people to hear it, if they want to.
[01:33:53.168 --> 01:33:54.269]  I want them to have the chance to do that.
[01:33:54.289 --> 01:34:02.891]  So censorship is the single biggest obstacle, not simply to my job, but to human freedom and flourishing.
[01:34:02.991 --> 01:34:03.892]  I really believe that.
[01:34:04.332 --> 01:34:07.973]  So everything we do is designed to get around the censors.
[01:34:08.533 --> 01:34:13.756]  Watching what's happening to you right now actually affects my sleep, because I think it's the worst thing.
[01:34:13.796 --> 01:34:17.237]  It's the beginning of enslavement of our country.
[01:34:17.657 --> 01:34:20.038]  So anyway, I've done two things to get around censorship.
[01:34:20.259 --> 01:34:24.140]  One is to build a subscription service that is not dependent on advertising.
[01:34:24.220 --> 01:34:25.421]  It's TuckerCarlson.com.
[01:34:25.441 --> 01:34:31.565]   You subscribe and So our audience pays, not very much, but they pay for what they get.
[01:34:31.785 --> 01:34:33.606]  They support our business.
[01:34:33.626 --> 01:34:37.049]  So we cannot have the legs kicked out from under us by some advertiser.
[01:34:37.089 --> 01:34:40.311]  Toyota can't call up and be like, oh my gosh, you questioned January 6th?
[01:34:40.391 --> 01:34:41.332]  We're pulling our ads!
[01:34:41.352 --> 01:34:42.452]  And then you have to fire everybody.
[01:34:42.773 --> 01:34:44.114]  I've lived in that world for 30 years.
[01:34:44.214 --> 01:34:45.014]  I'm never doing that again.
[01:34:45.034 --> 01:34:52.400]  So it gives you total independence and they're like missionaries backing you, like families of fun missionaries to go out and then reach hundreds of millions of people.
[01:34:53.200 --> 01:34:53.841]  Exactly.
[01:34:53.941 --> 01:34:55.783]  That's exactly what it's like, though.
[01:34:55.803 --> 01:35:00.768]  I don't, you know, I'm not going to redeem anyone's soul, but I'm going to try to tell the truth my absolute hardest, no matter what.
[01:35:01.189 --> 01:35:01.870]  OK, so there's that.
[01:35:02.130 --> 01:35:07.376]  Second thing we're doing this fall is taking it on the road in live events.
[01:35:07.976 --> 01:35:12.061]  You can't, you know, Google has no control over a stadium speech.
[01:35:12.661 --> 01:35:18.685]  You don't, they can't rearrange the search results when you're speaking live on stage to people who paid a ticket to be there.
[01:35:18.745 --> 01:35:23.749]  Now, you do have problems with venues that come under enormous pressure.
[01:35:23.789 --> 01:35:27.191]  CNN is trying to shut down this tour, which is crazy.
[01:35:27.231 --> 01:35:31.614]  When I worked at CNN 20 years ago, 25 years ago, it was a, pretended to be a news organization.
[01:35:32.014 --> 01:35:38.499]  They weren't in the business of preventing people from getting information, but now, of course, that's their only mission.
[01:35:38.799 --> 01:35:40.400]  But anyway, I don't think it's going to work.
[01:35:40.920 --> 01:35:49.966]  And by the way, if every single venue pulls out because CNN demands it, because I questioned the VAX or something, then we'll just do it in a field with loudspeakers.
[01:35:50.327 --> 01:35:51.127]  I'm doing it.
[01:35:51.447 --> 01:35:52.108]  I love it.
[01:35:52.348 --> 01:35:52.728]  I mean it.
[01:35:52.888 --> 01:35:53.649]  I mean it, too.
[01:35:54.109 --> 01:35:58.412]  If we have to get a tent or stand in the rain and yell, I will do it.
[01:35:58.792 --> 01:36:06.657]   And we're doing it from California To the East Coast, from New York to California and everywhere in between the entire month of September, probably some of October.
[01:36:06.677 --> 01:36:08.859]  We've got 15 dates, probably doing more.
[01:36:08.899 --> 01:36:10.920]  The tickets of all the pre-sales are gone.
[01:36:10.940 --> 01:36:13.461]  I think they go on sale tomorrow-ish.
[01:36:14.422 --> 01:36:16.443]  But sales are great, so I think we're going to add more.
[01:36:16.703 --> 01:36:21.266]  And every city, you know, bring someone, including you.
[01:36:21.326 --> 01:36:22.327]  I'm grateful that you're doing it.
[01:36:23.227 --> 01:36:32.374]  Um, Russell Brand, you know, every people who you know and take seriously and love in some cases will be coming up and on stage at every event.
[01:36:32.494 --> 01:36:33.735]  And I think it's going to be amazing.
[01:36:34.015 --> 01:36:41.061]  And last thing I'll say, and I will stop now because I can't stop talking once I get going, is I want to see America like I I'm from here.
[01:36:41.821 --> 01:36:42.401]  I grew up here.
[01:36:42.421 --> 01:36:43.041]  I was born here.
[01:36:43.061 --> 01:36:43.882]  I'm never leaving here.
[01:36:43.962 --> 01:36:45.002]  It's the only passport I have.
[01:36:45.282 --> 01:36:47.723]  And I think the physical country matters.
[01:36:47.823 --> 01:36:49.484]  I don't like all this America is an idea.
[01:36:49.684 --> 01:36:49.944]  Really?
[01:36:50.304 --> 01:36:50.484]  No.
[01:36:51.064 --> 01:36:53.785]  Ideas can be changed in a generation.
[01:36:53.805 --> 01:36:55.485]  You know what can't be changed in a generation?
[01:36:55.906 --> 01:36:59.407]  The Rocky Mountains, the Great Plains, the forests of northern New England.
[01:36:59.507 --> 01:37:05.289]   I want to see the country Oh, the globalists are at war with rural people and the forgotten people and they love you.
[01:37:05.309 --> 01:37:14.371]  I love the fact that, because they're desperate to shut this down because this is going to be like a whole other Trump campaign, but with an even, I'm not putting Trump down, an even better speaker.
[01:37:14.911 --> 01:37:16.872]  And hey, I'm so blessed to be involved in the dates.
[01:37:16.992 --> 01:37:17.672]  Anything you want.
[01:37:18.072 --> 01:37:19.773]  Your crew's like, oh, thanks for agreeing to come.
[01:37:19.853 --> 01:37:21.393]  I'm like, thanks for agreeing?
[01:37:24.034 --> 01:37:25.335]  It's gonna be so fun!
[01:37:25.875 --> 01:37:29.818]  It's gonna be so fun and then you get, I mean everyone always talks about America, America, America.
[01:37:30.198 --> 01:37:31.258]  Let's go see America.
[01:37:31.979 --> 01:37:32.559]  I'm serious.
[01:37:32.659 --> 01:37:34.600]  Like let's go to 20 states and see how people are doing.
[01:37:34.640 --> 01:37:35.561]  Like what does it look like?
[01:37:36.212 --> 01:37:37.492]  You know, that matters to me.
[01:37:37.613 --> 01:37:39.173]  Physical reality matters to me.
[01:37:39.213 --> 01:37:40.173]  It's why I love nature.
[01:37:40.193 --> 01:37:41.074]  It's why I love animals.
[01:37:41.134 --> 01:37:42.054]  It's why I love my wife.
[01:37:42.094 --> 01:37:42.854]  These aren't ideas.
[01:37:42.894 --> 01:37:43.555]  These are things.
[01:37:43.875 --> 01:37:44.935]  These are living things.
[01:37:45.715 --> 01:37:49.637]  And I want to see the living thing that is America and the 350 million people who live here.
[01:37:49.697 --> 01:37:50.277]  I want to know.
[01:37:50.297 --> 01:37:51.737]  Do you know what I mean?
[01:37:51.817 --> 01:37:53.478]  I don't like, I'm sick of all the theories.
[01:37:53.938 --> 01:37:55.759]  I want to smell the reality.
[01:37:56.818 --> 01:37:57.258]  Exactly.
[01:37:57.298 --> 01:37:58.799]  Not just smell the coffee, smell the reality.
[01:37:59.180 --> 01:38:00.801]  Tucker, thank you for the time.
[01:38:00.861 --> 01:38:01.481]  We love you.
[01:38:01.841 --> 01:38:02.402]  We appreciate it.
[01:38:02.422 --> 01:38:03.362]  Can't wait to see you on the road.
[01:38:03.382 --> 01:38:04.103]  We'll be watching you.
[01:38:04.123 --> 01:38:05.364]  We're trying to stop World War III.
[01:38:05.904 --> 01:38:08.126]  Thank you so much and God bless you for the time.
[01:38:09.787 --> 01:38:10.327]  God bless.
[01:38:10.407 --> 01:38:10.827]  Thank you.
[01:38:11.148 --> 01:38:11.808]  Good luck, man.
[01:38:11.848 --> 01:38:12.529]  Don't hang up, Tucker.
[01:38:12.549 --> 01:38:13.689]  After this is over, I want to say bye to you.
[01:38:13.950 --> 01:38:15.350]  Folks, incredible interview.
[01:38:15.451 --> 01:38:16.231]  Share it everywhere.
[01:38:16.251 --> 01:38:17.532]  Go get your tickets now.
[01:38:17.592 --> 01:38:18.533]  It's already selling out.
[01:38:18.833 --> 01:38:19.893]  This is so exciting.
[01:38:19.994 --> 01:38:20.594]  We'll be right back.
[01:38:20.413 --> 01:38:30.634]   stay with us and for breaking news and updates be sure and follow me at real Alex Jones here on X hey it's Tucker Carlson
[01:38:28.830 --> 01:38:35.737]  The one thing we know for certain is the United States is going to be one intense place this fall moving into this presidential election.
[01:38:35.898 --> 01:38:39.601]  So we thought, what better time to hit the road and see the country?
[01:38:39.661 --> 01:38:41.163]  And we're going to this fall.
[01:38:41.443 --> 01:38:43.185]  We are pleased, in fact, thrilled.
[01:38:43.305 --> 01:38:56.332]  To announce Tucker Carlson Live, which is what it sounds like, a nationwide tour that at every show will be joined by a friend, a special guest, Megyn Kelly, Glenn Beck, Tulsi Gabbard, Vivek Ramaswamy, Russell Brand, and many others.
[01:38:56.392 --> 01:39:00.154]  We're going to be live on stage responding to everything that is happening in real time.
[01:39:00.194 --> 01:39:04.076]  It's going to be fun as hell and interesting.
[01:39:04.277 --> 01:39:06.398]  You can get tickets at TuckerCarlson.com.
[01:39:06.438 --> 01:39:07.558]  They are certain to sell out.
[01:39:07.798 --> 01:39:10.118]  We encourage you to get one and we'll see you there.
[01:39:10.118 --> 01:39:19.599]  Many years ago I coined the term 360 win.
[01:39:20.149 --> 01:39:22.810]  That's another way of saying it's a non-zero-sum game.
[01:39:23.170 --> 01:39:27.932]  When you have a sum game, it's a pizza, there's only so many pieces, it doesn't get bigger.
[01:39:28.352 --> 01:39:34.235]  But if something is symbiotic, if something empowers everybody involved with it, it is a 360Win.
[01:39:34.715 --> 01:39:44.820]  When you visit DrJonesNaturals.com, you're not just supporting our broadcast by getting the products, you're getting game-changing products that really, really work and are amazing.
[01:39:45.380 --> 01:39:46.822]  All of the NanoSilver products.
[01:39:47.182 --> 01:40:06.239]  Incredible products like Next Level Foundational Energy, products like Top Brain, an incredible Nootropic, Rocket Rest, an incredible Natural Sleep Aid, and dozens of other products not available at InfoWarsStore.com or exclusively available at DrJonesNaturals.com, and they keep the show on the air, and they're amazing, a 360 win.
[01:40:06.559 --> 01:40:10.983]  So please, follow the links below to DrJonesNaturals.com, and I thank you for your support.
[01:40:11.929 --> 01:40:15.574]  And for breaking news and updates be sure and follow me at RealAlexJones here on X.
