[00:00:20.168 --> 00:00:22.730]  May 31st, 2019.
[00:25:04.411 --> 00:25:05.431]  It's been taken on everywhere else.
[00:25:05.551 --> 00:25:07.832]  It had like 80 million views on Google Video.
[00:25:07.873 --> 00:25:09.373]  They took that down years ago.
[00:25:09.533 --> 00:25:11.634]  They just made it defunct.
[00:25:11.654 --> 00:25:12.274]  It just went away.
[00:25:12.294 --> 00:25:14.295]  But it's there.
[00:25:15.676 --> 00:25:17.057]  This won't be Godzilla.
[00:25:17.237 --> 00:25:18.257]  This won't be fiction.
[00:25:19.398 --> 00:25:23.139]  This will be globalists, their quotes, their statements of how they're planning all this.
[00:25:23.179 --> 00:25:25.400]  Now, why am I getting into that right now?
[00:25:26.100 --> 00:25:26.781]  When you see
[00:25:28.562 --> 00:25:57.106]  Every major European city collapsing under hundreds of thousands of North Africans and Islamists out of the Middle East, and feces everywhere, and rape everywhere, and when you see families thrown out of their houses to put the invaders in, and when you see all the major leftist cities of the world filled with knife attacks, acid attacks, piles of feces, piles of garbage, rats everywhere,
[00:25:59.542 --> 00:26:01.463]  That is an admitted plan.
[00:26:03.285 --> 00:26:08.908]  They set up the parameters of the system for collapse.
[00:26:10.470 --> 00:26:12.131]  They're breaking our borders, our courts.
[00:26:13.392 --> 00:26:22.638]  They're bankrupting the social safety net because the globalists are at war with equally distributed civilization.
[00:26:24.895 --> 00:26:34.961]  And by equally distributed civilization, open, free civilization, egalitarian, truly liberal, classical in nature, renaissance.
[00:26:36.782 --> 00:26:39.564]  The EU was shut up to destroy the nation-states of Europe.
[00:26:39.744 --> 00:26:40.685]  They bragged about it.
[00:26:41.425 --> 00:26:44.807]  To put them in debt, suck them dry and bloat them, bring down Europe's borders.
[00:26:45.908 --> 00:26:46.208]  Flood them.
[00:26:47.472 --> 00:26:49.092]  North American Union was set up for that.
[00:26:49.452 --> 00:26:57.734]  All of these things are set up to wage war against independent groups and consolidate power in vertical integration.
[00:26:59.314 --> 00:27:02.815]  Now, when I use words like vertical integration, that's an establishment term.
[00:27:03.135 --> 00:27:06.316]  When I use terms like technocracy, that's what they call themselves.
[00:27:06.556 --> 00:27:08.616]  It's technocrats running a technocracy.
[00:27:08.656 --> 00:27:09.256]  Go look it up.
[00:27:09.656 --> 00:27:12.957]  From Davos, to Bloomberg, to the Rockefellers, to the shy cops.
[00:27:14.710 --> 00:27:20.014]  A computer-run dictatorship with them programming it.
[00:27:20.034 --> 00:27:21.695]  You're in 2019, folks.
[00:27:22.315 --> 00:27:23.376]  You're about to be in 2020.
[00:27:23.416 --> 00:27:24.437]  You're not in Kansas anymore.
[00:27:28.420 --> 00:27:29.160]  This is their plan.
[00:27:30.361 --> 00:27:31.222]  Break up your family.
[00:27:31.482 --> 00:27:32.022]  Bankrupt you.
[00:27:32.122 --> 00:27:33.083]  Make sure you don't have a job.
[00:27:33.443 --> 00:27:36.805]  Make sure that you're on welfare so they can control and dictate your life.
[00:27:39.127 --> 00:27:41.369]  When we come back, I'll play these newscast clips.
[00:27:42.401 --> 00:27:44.783]  Where even the left is saying, what have we done?
[00:27:45.123 --> 00:27:46.083]  It's a living hell.
[00:27:47.244 --> 00:27:48.385]  That's the plan.
[00:27:49.145 --> 00:27:57.271]  All over the world, you'll have mountains and plenty of rain for the farmers, like they have in Southern Oregon, Northern California.
[00:27:58.191 --> 00:28:11.500]  But for a decade plus, bullshit it too, they turned all the water off, even though there was huge mountain lakes full of water, that were built, artificial lakes, reservoirs,
[00:28:12.796 --> 00:28:18.661]  To create farming belts in the 20s, 30s, 40s, 50s, 60s, 70s, 80s.
[00:28:19.462 --> 00:28:19.942]  It stopped.
[00:28:21.604 --> 00:28:30.751]  They then said because of a fish that's invasive, not even the law, you can't have water for a decade and drove everyone out.
[00:28:31.612 --> 00:28:33.013]  Now they're buying it up for nothing.
[00:28:33.454 --> 00:28:34.615]  Then they'll turn the water back on.
[00:28:35.461 --> 00:28:36.361]  This is the plan.
[00:28:36.982 --> 00:28:44.906]  And when you start thinking like a globalist, you'll understand their larger operation, and then you'll have a chance of stopping them.
[00:28:46.567 --> 00:28:58.413]  But their plan is deindustrialization for you, then they siphon all the technology and money into their system, the breakaway civilization, the opposite of an equally distributed civilization.
[00:28:59.093 --> 00:29:00.734]  The essence of elitism.
[00:29:02.535 --> 00:29:02.635]  Oh!
[00:29:06.912 --> 00:29:07.893]  This isn't a game.
[00:29:09.094 --> 00:29:11.937]  And I've asked for your help over the years, and if it wasn't for you, we wouldn't be here.
[00:29:12.217 --> 00:29:13.839]  And we have withstood the storm together.
[00:29:14.659 --> 00:29:16.681]  But we are finally going to launch more shows.
[00:29:16.981 --> 00:29:25.448]  We are hiring more reporters with just the belief and the faith that the money will come in to expand in the face of the globalists because they want us shut down ahead of 2020.
[00:29:26.248 --> 00:29:28.270]  And that's only six months away.
[00:29:28.370 --> 00:29:29.191]  Can you believe it?
[00:29:29.251 --> 00:29:32.994]  The year 2020 is only six and a half months away.
[00:29:33.214 --> 00:29:36.597]  Ladies and gentlemen, we are in the eye of the storm right now.
[00:29:36.657 --> 00:29:40.380]  When we come out of the eye, it is going to be 200 mile an hour winds for everybody.
[00:29:40.520 --> 00:29:42.380]  CNN's collapsing, shutting down.
[00:29:42.580 --> 00:29:47.941]  All the other leftist publications, Huffington Post, you name it, they're all circling the toilet bowl.
[00:29:47.961 --> 00:29:48.902]  They all lose money.
[00:29:48.942 --> 00:29:52.922]  Vice has lost $5 billion for Disney.
[00:29:52.942 --> 00:29:59.484]  $5 billion shoveling videos of how the dictator of China is good and Trump is bad.
[00:29:59.904 --> 00:30:05.725]  Shoveling videos how I'm evil and Trump's evil and how Christians suck and how Jesus sucks.
[00:30:06.605 --> 00:30:12.208]  They're rejected billions into vice, and they can't even stand up to InfoWars.
[00:30:12.348 --> 00:30:16.110]  They don't have the footprint or the result because people know lies when they see it.
[00:30:16.230 --> 00:30:23.773]  It costs $450 million a year to run BuzzFeed, and they've got to get over $100 million from Soros, and they still lose money.
[00:30:23.853 --> 00:30:25.354]  We don't get anything from Soros.
[00:30:25.634 --> 00:30:27.175]  We don't get anything from anybody but you.
[00:30:28.078 --> 00:30:37.162]  And we need $40 million a year to run this place, and defeat the globalists, and pay for the bandwidth, and pay for the audio, and pay for the crew, and do it.
[00:30:37.563 --> 00:30:38.363]  Sounds like a lot.
[00:30:38.463 --> 00:30:39.404]  In media, it's not.
[00:30:39.504 --> 00:30:41.845]  It's truly David versus Goliath.
[00:30:42.465 --> 00:30:45.366]  The New York Times cost $500 million a year to run.
[00:30:45.947 --> 00:30:46.727]  They're losing money.
[00:30:47.047 --> 00:30:50.709]  Owned by kingpins and drug dealers and a coalition of the Legion of Doom.
[00:30:51.970 --> 00:30:52.910]  We're funded by you.
[00:30:53.550 --> 00:30:56.232]  And so, for the hardcore audience that's tuned in on Memorial Day,
[00:30:57.355 --> 00:30:58.355]  You've seen the fruits.
[00:30:58.856 --> 00:31:00.196]  You've seen our steadfastness.
[00:31:00.236 --> 00:31:02.017]  You've seen our commitment to the Republic.
[00:31:02.337 --> 00:31:03.698]  Our commitment to the free market.
[00:31:03.958 --> 00:31:05.298]  Our commitment to religious freedom.
[00:31:05.578 --> 00:31:06.939]  Our commitment to the West.
[00:31:07.319 --> 00:31:09.300]  And our commitment to not back down.
[00:31:09.500 --> 00:31:11.801]  And it's that spirit of not backing down the enemy hates.
[00:31:12.785 --> 00:31:14.946]  But I need viewers and listeners to understand something.
[00:31:15.146 --> 00:31:25.688]  That when you buy from us, you're funding individuals totally and completely, absolutely, a trillion percent, committed, committed, committed to exposing these rats.
[00:31:25.789 --> 00:31:29.069]  And we're having huge victories, but the enemy's fighting for its life right now.
[00:31:29.249 --> 00:31:32.310]  And the enemy is pouring billions a month into their fake news.
[00:31:32.390 --> 00:31:33.891]  We're not funded by George Soros.
[00:31:33.911 --> 00:31:34.931]  We're not funded by the New World Order.
[00:31:34.951 --> 00:31:38.192]  We're funded by you, the listeners, and we're very, very respectful and very, very thankful.
[00:31:38.772 --> 00:31:52.728]  But quite frankly, if you're a viewer or a listener and haven't gone to InfoWarsTore.com and gotten the Wake Up America coffee, or gotten fish oil, or gotten our protein bars that are back in stock, or gotten our amazing all-day energy that's healthy and clean, turbo force that's back in stock, you're crazy.
[00:31:52.788 --> 00:31:55.932]  Because we have the best water filtration, the best air filtration, the best everything.
[00:31:56.072 --> 00:31:56.773]  The best prices.
[00:31:56.833 --> 00:32:02.777]  We're talking 4.9 star reviews on things like bodies, ultimate turmeric formula, super male vitality.
[00:32:02.977 --> 00:32:05.699]  All of it is 40 to 60% off right now.
[00:32:05.719 --> 00:32:12.664]  The Memorial Day Specials 8-pack Power Stack, which is 13 capsules split into two different AM, PM packets you take.
[00:32:12.724 --> 00:32:13.585]  Total full spectrum.
[00:32:13.685 --> 00:32:14.846]  It's 50% off out of the gates.
[00:32:15.086 --> 00:32:19.288]  X2, X3, 50% off, Rainforce Plus, it's all there.
[00:32:19.428 --> 00:32:21.869]  Please go to Infowarsstore.com.
[00:32:22.010 --> 00:32:23.730]  I really appreciate all your support.
[00:32:23.991 --> 00:32:26.972]  I want to be as big and mean as loaded for bear.
[00:32:27.072 --> 00:32:28.013]  I want more reporters.
[00:32:28.053 --> 00:32:28.773]  I want more crew.
[00:32:29.353 --> 00:32:33.095]  I want to watch all the leftist publications that are trying to shut us down, go bankrupt.
[00:32:33.115 --> 00:32:34.276]  I don't want to shut them down.
[00:32:34.336 --> 00:32:36.317]  I just love seeing them be shut down that nobody believes them.
[00:32:36.997 --> 00:32:38.538]  But we need money to do that.
[00:32:38.738 --> 00:32:41.360]  And, folks, we've got the Vitamin Mineral Fusion.
[00:32:41.440 --> 00:32:43.801]  We've got the best turmeric bodies, Ultimate Formula.
[00:32:43.821 --> 00:32:45.022]  We've got the best protein bars.
[00:32:45.062 --> 00:32:46.443]  We've got them all back in stock.
[00:32:46.503 --> 00:32:47.464]  A lot of it's been sold out.
[00:32:47.484 --> 00:32:54.348]  40 to 60% off storewide at InfoWarsTore.com Memorial Day Specials.
[00:32:54.568 --> 00:32:55.088]  I thank you.
[00:32:55.489 --> 00:32:56.009]  I salute you.
[00:32:56.089 --> 00:32:57.190]  And I thank this amazing crew.
[00:33:06.013 --> 00:33:12.175]  You're listening to the Alex Jones Show.
[00:33:19.997 --> 00:33:22.017]  Waging war on corruption.
[00:33:22.398 --> 00:33:23.698]  It's Alex Jones.
[00:33:37.381 --> 00:33:38.282]  We're good.
[00:34:21.642 --> 00:34:30.788]  So we can joke around about, oh, you know, Godzilla movie, there's a secret world government system, and people hijacked the world government system.
[00:34:31.877 --> 00:34:37.362]  To release a bioweapon upon the earth to kill all the humans.
[00:34:37.943 --> 00:34:40.625]  The bioweapons happen to be a thousand feet tall.
[00:34:42.687 --> 00:34:43.868]  But they're biological weapons.
[00:34:43.968 --> 00:34:48.232]  And they say to cleanse the earth of the evil humans.
[00:34:49.914 --> 00:34:53.658]  And this is all part of the idea that humans are inherently bad.
[00:34:54.867 --> 00:34:57.408]  In every case, and so getting rid of us is a good thing.
[00:34:57.728 --> 00:34:58.329]  We suck.
[00:34:58.849 --> 00:34:59.469]  We're ugly.
[00:34:59.929 --> 00:35:01.450]  We need to give up our life force.
[00:35:01.970 --> 00:35:03.771]  We need to give up our survival instinct.
[00:35:04.131 --> 00:35:05.272]  We need to just go away.
[00:35:06.312 --> 00:35:07.073]  Again, thank you for joining us.
[00:35:07.113 --> 00:35:08.033]  I'm Alex Jones, your host.
[00:35:09.694 --> 00:35:14.116]  Now, the globalists just want you to hate yourself so you won't want to achieve anything.
[00:35:14.196 --> 00:35:15.957]  You won't want to control your own destiny.
[00:35:16.397 --> 00:35:20.679]  You won't want to be involved so they can, quote, own the future.
[00:35:22.239 --> 00:35:23.300]  That's an establishment term.
[00:35:24.978 --> 00:35:40.596]  Own the future, so they can have their breakaway civilization, and so all of us profane people while we're debating whether Cauliflower is racist or not, because AOC said so.
[00:35:42.045 --> 00:35:43.046]  Well, we're all busy doing that.
[00:35:43.106 --> 00:35:48.929]  They're laughing at us, siphoning all of our research, all of our technology off, and building a breakaway civilization.
[00:35:49.449 --> 00:35:52.010]  Which, again, the new Godzilla movie shows you.
[00:35:52.570 --> 00:35:59.174]  Underground bases, and advanced spacecraft, and advanced weapons, and advanced airborne troop carriers.
[00:35:59.534 --> 00:36:01.975]  A lot of stuff that has actually been built.
[00:36:04.016 --> 00:36:06.938]  And they're just showing it to you in the movie.
[00:36:08.587 --> 00:36:23.100]  In fact, real insiders wrote this script, because the symbol of the infinity hourglass is actually a major underground secret government project symbol.
