[00:00:12.290 --> 00:00:17.234]  Crashing through the lies and disinformation, it's Alex Jones.
[01:37:07.888 --> 01:37:08.808]  Here it is for you.
[01:37:09.668 --> 01:37:15.230]  The country wasn't built by Wall Street bankers, CEOs, and hedge fund managers.
[01:37:15.270 --> 01:37:17.090]  There'll be no more Charlottesvilles.
[01:37:18.231 --> 01:37:19.151]  No more Helsinkis.
[01:37:21.527 --> 01:37:26.390]  The challenge of following this disastrous presidency over, we believe in free speech.
[01:37:27.211 --> 01:37:32.674]  That's why I'll end the gag rule, the global gag rule that prevents money from getting to NGOs.
[01:37:33.695 --> 01:37:37.417]  We'll look, we'll look for enforceable commitments.
[01:37:38.298 --> 01:37:40.720]  They'll produce emissions, reduce emissions.
[01:37:41.460 --> 01:37:42.661]  What am I doing?
[01:38:00.575 --> 01:38:01.336]  InfoWars.
[01:38:01.677 --> 01:38:03.199]  Tomorrow's news, today.
[01:38:05.669 --> 01:38:21.241]  You're about to exclusively get what is undoubtedly the biggest news in the 2020 pivotal presidential race between Donald Trump, the presumptive Republican nominee, and the giant field of over 20 Democrats.
[01:38:22.061 --> 01:38:33.510]  Joe Biden is privately complaining to staff, crew, and security, including his secret service detail that he has because he's the former vice president, that he is 76,
[01:38:35.472 --> 01:38:43.173]  That he is slurring his words, that he is having memory problems, and that he is even having coughing fits, similar to Hillary Clinton.
[01:38:44.194 --> 01:38:48.034]  If elected, he would be the oldest president elected in U.S.
[01:38:48.274 --> 01:38:48.654]  history.
[01:38:49.175 --> 01:38:52.895]  He'd be 82 years old by the time his first term is served.
[01:38:53.595 --> 01:39:01.917]  And a little bit later, I'm going to break down how Joe Biden was forced to run by the political establishment, by the Democrats, and is now being thrown under the bus.
[01:39:02.762 --> 01:39:11.441]  And that's the report we've also gotten, is that he is complaining that he was convinced to do this and told that he would win and that he would basically run without opposition.
[01:39:12.594 --> 01:39:21.422]  And now he's had the Democratic Party turn on him, he's had Obama turn on him, and his legacy is being destroyed right in front of his eyes as part of a larger cheap trick.
[01:39:22.083 --> 01:39:24.885]  But here is the big exclusive news.
[01:39:25.806 --> 01:39:37.456]  Joe Biden is currently intending to drop out of the 2020 race, potentially even before the next debate coming up at the end of the month in Detroit.
[01:39:38.237 --> 01:39:47.431]  He's looking at dropping out before or possibly right after if he can, what was the words I was told, gracefully exit.
[01:39:49.267 --> 01:39:58.634]  If they attack him on the stage, he is intending to release massive amounts of dirt on the other candidates to regain his legacy as he sees it.
[01:39:58.894 --> 01:40:09.141]  And then he will exit, saying the Democratic Party is falling apart and destroying itself, mirroring what Nancy Pelosi, the Speaker of the House, has been saying about AOC.
[01:40:09.482 --> 01:40:12.504]  This is huge, exclusive breaking news.
[01:40:12.987 --> 01:40:20.411]  We've just received some video of former Secretary of State Hillary Clinton stumbling as she left the 9-11 commemoration in New York City this morning.
[01:40:20.431 --> 01:40:23.513]  A statement from Clinton's campaign says she felt overheated.
[01:40:23.533 --> 01:40:25.494]  Is she a no-show?
[01:40:25.654 --> 01:40:26.374]  We'll find out.
[01:40:26.995 --> 01:40:30.076]  It seems like there has been some kind of a time delay.
[01:40:31.177 --> 01:40:34.239]  Everybody's just waiting and kind of trying to kill time.
[01:40:34.279 --> 01:40:36.040]  There's a lot of dead time happening.
[01:40:36.220 --> 01:40:40.002]  It is critical, if you're a new viewer or a listener, to understand something.
[01:40:41.052 --> 01:40:43.136]  Before I go further, this is paramount.
[01:40:44.779 --> 01:40:51.813]  In July of 2016, we had the highest level presidential passes at the RNC in Cleveland.
[01:40:52.694 --> 01:40:56.576]  Myself and Joe Biggs were separately approached by Secret Service.
[01:40:57.196 --> 01:41:08.621]  They said in the next month they would have a critical message for us about Hillary Clinton's health, but that we needed to shadow her on the campaign trail and look for a black ambulance.
[01:41:09.201 --> 01:41:10.022]  That's all they would say.
[01:41:10.802 --> 01:41:21.527]  A month later, a representative met with us in Austin and laid out the facts that she has had multiple brain tumors removed, that she would have to go off for medication before speeches,
[01:41:22.574 --> 01:41:28.618]  And that she would then have epileptic seizures without the medication, and that we needed to shadow her everywhere.
[01:41:29.378 --> 01:41:34.461]  We almost caught her the next week in Cleveland, again, collapsing and having to be brought to a tent.
[01:41:35.121 --> 01:41:36.782]  She collapsed at other events as well.
[01:41:37.022 --> 01:41:40.344]  The Democrats were all in, even her constituents, on covering this up.
[01:41:42.025 --> 01:41:44.887]  Since then, she's been caught falling down and having seizures many times.
[01:41:46.888 --> 01:41:51.371]  So some of the similar type individuals, I'll leave it at that, contacted me Wednesday.
[01:41:52.222 --> 01:41:52.462]  I think?
[01:42:09.915 --> 01:42:11.336]  He now knows he's being set up.
[01:42:11.416 --> 01:42:12.476]  He's not sure why.
[01:42:12.577 --> 01:42:15.198]  Suddenly Obama and others will hardly even talk to him.
[01:42:15.698 --> 01:42:19.220]  Suddenly he's not raising as much money as he was and he's complaining.
[01:42:19.440 --> 01:42:20.341]  Saying, why am I here?
[01:42:20.741 --> 01:42:21.541]  Why am I doing this?
[01:42:21.622 --> 01:42:22.682]  He's coughing.
[01:42:23.062 --> 01:42:24.603]  He's saying he's having memory problems.
[01:42:25.444 --> 01:42:28.605]  He's getting medical checkups for problems with his brain.
[01:42:29.346 --> 01:42:31.307]  He already had major strokes before.
[01:42:31.367 --> 01:42:33.008]  He almost died from embolisms.
[01:42:33.547 --> 01:42:35.189]  I had two cranial aneurysms.
[01:42:36.170 --> 01:42:38.231]  And they literally had to take the top of my head off.
[01:42:38.271 --> 01:42:39.973]  I mean, you take a saw and they cut your head off.
[01:42:40.113 --> 01:42:44.297]  What are my chances of getting off this table and being completely normal?
[01:42:45.258 --> 01:42:47.219]  He said, well, your chances of living are a lot better.
[01:42:49.421 --> 01:42:53.805]  And so, when I asked the sources, I said, well, are you sure he's going to drop out?
[01:42:53.825 --> 01:42:54.526]  And they said, yes.
[01:42:55.067 --> 01:42:57.609]  He's looking for a way to exit.
[01:42:58.269 --> 01:42:59.751]  He's not sure if he's going to do it or not.
[01:43:06.921 --> 01:43:10.845]  Stacey in the great state of Texas, in FEMA Region 6.
[01:43:11.265 --> 01:43:13.086]  You're on the air worldwide, Stacey.
[01:43:13.187 --> 01:43:13.887]  Good to talk to you.
[01:43:14.227 --> 01:43:18.411]  Before I get into what I want to say, I just want to let you know that I don't normally take vitamins at all.
[01:43:18.631 --> 01:43:20.373]  I was turned on to the Ultimate Female Force.
[01:43:20.473 --> 01:43:24.837]  I looked at all the ingredients, and they're all organic, root, things like that, that I trust.
[01:43:25.077 --> 01:43:26.978]  You know, because I've seen a lot of other vitamins.
[01:43:27.038 --> 01:43:30.601]  They don't have things that they say that they have in them, and they're often not things that are natural.
[01:43:30.742 --> 01:43:31.402]  I appreciate that.
[01:43:31.462 --> 01:43:32.944]  Well, what happened with Ultimate Female Force?
[01:43:33.004 --> 01:43:33.484]  Tell us about it.
[01:43:33.544 --> 01:43:34.244]  Well, it's really great.
[01:43:34.264 --> 01:43:35.465]  You know, it's like a multivitamin.
[01:43:35.505 --> 01:43:35.945]  I take it.
[01:43:36.005 --> 01:43:36.625]  It tastes good.
[01:43:36.685 --> 01:43:38.385]  It doesn't have that nasty aftertaste.
[01:43:38.445 --> 01:43:40.146]  It actually has kind of a pleasant aftertaste.
[01:43:40.306 --> 01:43:42.727]  And, you know, it just gives me energy and fuels me throughout the day.
[01:43:42.787 --> 01:43:43.587]  So I really like it.
[01:43:43.607 --> 01:43:46.288]  Well, just so you know, we look at whatever the best herbs are.
[01:43:46.328 --> 01:43:47.868]  They're known to turbocharge women.
[01:43:47.988 --> 01:43:49.849]  And then we get the organic ones and put it in it.
[01:43:49.969 --> 01:43:50.449]  So, yeah.
[01:43:50.829 --> 01:43:52.690]  Stamina, libido, energy.
[01:43:53.150 --> 01:43:55.490]  These are amazing things in Ultimate Female Force.
[01:43:55.830 --> 01:43:56.751]  So I'm glad you plugged it.
[01:43:56.911 --> 01:43:58.631]  Infowarstore.com or 888-253-3139.
[01:44:09.252 --> 01:44:11.474]  We're going to talk to Jason in Florida.
[01:44:12.154 --> 01:44:13.375]  Jason, thanks for calling in.
[01:44:13.656 --> 01:44:15.037]  What's your view on the situation?
[01:44:15.277 --> 01:44:16.318]  How should Trump take action?
[01:44:16.338 --> 01:44:16.498]  Mr. Jones.
[01:44:16.958 --> 01:44:17.219]  Go ahead.
[01:44:17.259 --> 01:44:18.980]  First of all, I'd like to plug products.
[01:44:19.280 --> 01:44:21.702]  My son and I are both big Super Blue fans.
[01:44:21.722 --> 01:44:26.046]  My son also takes the Honor Roll, which is a fantastic product.
[01:44:26.106 --> 01:44:28.788]  Originally, they wanted to test him for ADHD.
[01:44:28.868 --> 01:44:30.389]  Well, that wasn't the case at all.
[01:44:30.409 --> 01:44:31.991]  He's just a really smart kid.
[01:44:32.071 --> 01:44:36.354]  So the Honor Roll product, amazing, amazing results from that product.
[01:44:36.414 --> 01:44:38.436]  Mr. Jones, thank you very much for everything.
[01:44:38.456 --> 01:44:41.920]  Since you raised it, it's doing our research with top companies.
[01:44:42.000 --> 01:44:52.952]  It's one of the highest rated blends of fish oil, particularly with small caplets for children, and it's had the mercury taken out of it, and they found that it's really a missing link in a lot of young people's brains.
[01:44:53.373 --> 01:44:54.254]  What effect did it have?
[01:44:54.494 --> 01:44:56.475]  I actually allowed him to focus.
[01:44:56.575 --> 01:45:00.498]  As a five-year-old kid, he was having a little trouble staying in his seat and things like that.
[01:45:00.658 --> 01:45:02.339]  And, you know, I feed him well.
[01:45:02.399 --> 01:45:03.320]  He exercises.
[01:45:03.380 --> 01:45:05.141]  We swim every day and things like that.
[01:45:05.221 --> 01:45:12.106]  But the reality is, I just think his diet was missing something that over the last year of using the Honor Roll product off the charts.
[01:45:12.186 --> 01:45:16.929]  He's testing in the top percentages of his class, and it's just people are beside themselves.
[01:45:17.049 --> 01:45:18.911]  And, you know, I swear by the product.
[01:45:19.131 --> 01:45:19.471]  I wouldn't
[01:45:19.531 --> 01:45:20.091]  I don't know.
[01:45:20.111 --> 01:45:20.632]  I don't know.
[01:45:38.524 --> 01:45:39.805]  Jason, thank you for your support.
[01:45:40.005 --> 01:45:42.188]  Good, clean fish oil, or krill oil.
[01:45:42.508 --> 01:45:43.189]  There's nothing better.
[01:45:43.249 --> 01:45:49.875]  I mean, with my own children, one of my daughters, she can kind of get up, low blood sugar, be a little bit grumpy, get her to eat some basic food, then she's not grumpy.
[01:45:49.895 --> 01:45:53.178]  But when she takes her fish oil, she goes, Daddy, I feel so much better after I take it.
[01:45:53.198 --> 01:45:54.019]  I'm like, absolutely.
[01:45:54.059 --> 01:45:54.740]  So thank you, Jason.
[01:46:03.699 --> 01:46:08.545]  Serving with Info Wars is a great honor, but I still need my morning coffee.
[01:46:09.870 --> 01:46:18.458]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:46:19.259 --> 01:46:30.229]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:46:30.910 --> 01:46:35.113]  A robust coffee with great flavor and mild acidity.
[01:46:36.014 --> 01:46:39.216]  There has never been a more important time to support InfoWars.
[01:46:40.036 --> 01:46:45.119]  So if you love coffee and if you want to fight for freedom, then you can help.
[01:46:46.940 --> 01:46:49.061]  Order now at the InfoWars store.
[01:46:49.862 --> 01:46:59.567]  Sign up for auto ship and get your own high quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
[01:47:06.795 --> 01:47:09.419]  You're listening to the Alex Jones Show.
[01:47:24.039 --> 01:47:25.280]  That's on Infowars.com.
[01:47:25.320 --> 01:47:27.763]  Joe Biden planning to exit 2020 race.
[01:47:27.803 --> 01:47:28.604]  He's eyeing to do it.
[01:47:28.644 --> 01:47:31.166]  Doesn't mean he will, but this is real information.
[01:47:31.186 --> 01:47:37.533]  And then we have a third version of this with even more added data that's going to be uploaded tonight when the full show gets uploaded.
[01:47:37.833 --> 01:47:41.557]  There'll be a third version that has even more information added to it, but here it is live.
[01:47:43.120 --> 01:47:44.420]  Sure he's going to drop out, and they said yes.
[01:47:44.981 --> 01:47:47.502]  He's looking for a way to exit.
[01:47:48.162 --> 01:48:00.686]  He's not sure if he's going to do it before the debate, at the end of the month, or after, but he is mightily pissed because they knew he had health problems when he started the campaign and they've gotten a lot worse.
[01:48:00.846 --> 01:48:03.147]  Almost like it's a curse or something.
[01:48:03.907 --> 01:48:05.908]  And so now there's a new video
[01:48:08.046 --> 01:48:09.547]  That's on Infowars.com.
[01:48:09.947 --> 01:48:14.089]  Joe Biden stumbles, slurs, coughs through speech, wonders, what am I doing?
[01:48:14.629 --> 01:48:22.493]  And that's exactly what I was told by our sources that are guarding him, is that Joe Biden is saying, damn it, why am I doing this?
[01:48:22.513 --> 01:48:23.093]  What's happening?
[01:48:23.393 --> 01:48:33.198]  And he kind of goes in and out, almost like Alzheimer's, where he's cogent and well-spoken, and then all of a sudden, not cogent, not well-spoken, and again, once off the campaign.
[01:48:34.804 --> 01:48:40.212]  There's a slim chance he's going to try to stay in, but even if Biden tries to stay in,
[01:48:42.017 --> 01:48:44.818]  How does he stay in when every speech he has slurred words?
[01:48:44.939 --> 01:48:51.182]  Every speech, every sentence has problems, where he's mixing up words, where he is having coughing fits.
[01:48:51.502 --> 01:48:52.142]  Worse than Hillary.
[01:48:52.582 --> 01:48:59.466]  How at 76 is he going to go through the grueling debates and the campaign and the lights in the next year and a half?
[01:48:59.926 --> 01:49:01.847]  No, Joe Biden is a smart guy.
[01:49:02.287 --> 01:49:06.229]  Joe Biden has been a very intelligent person, though he's worked for the dark side.
[01:49:07.090 --> 01:49:09.111]  And he knows he cannot stay in.
[01:49:10.253 --> 01:49:17.496]  Now, maybe they intended for Biden to go in and win, but now that they see he's sick, they're planning to attack him, I guess, until he drops out.
[01:49:17.956 --> 01:49:20.758]  So you're about to see what happens.
[01:49:20.998 --> 01:49:22.078]  I don't know all the thinking.
[01:49:22.518 --> 01:49:26.100]  I don't know every angle that goes into this, but you're getting exclusive information.
[01:49:26.520 --> 01:49:30.382]  So here's his speech yesterday, and then we're going to play
[01:49:31.601 --> 01:49:41.712]  The speech that I commentated on when he first launched his campaign on April 31st of this year with slurring his words, not being able to speak.
[01:49:42.493 --> 01:49:44.455]  I asked, has he had a second stroke?
[01:49:45.176 --> 01:49:51.503]  And that's why Facebook said that they finally banned me off Instagram because I was involved in election meddling.
[01:49:52.589 --> 01:49:58.331]  Asking if somebody's had a second stroke, who's already had major problems, is very, very reasonable.
[01:49:58.811 --> 01:50:00.792]  But, again, I'm supposedly fake news.
[01:50:00.892 --> 01:50:03.652]  No, we're real news, and they're scared of us.
[01:50:04.293 --> 01:50:13.335]  They even said on CNN and MSNBC, he's gotta be banned, because he's the one that said Hillary was falling down, and he's the one that now says Biden has trouble talking.
[01:50:14.056 --> 01:50:16.256]  Biden has trouble talking on the videos.
[01:50:17.477 --> 01:50:18.857]  Hillary was falling down.
[01:50:18.917 --> 01:50:21.438]  She fell down on camera and had a seizure.
[01:50:22.520 --> 01:50:27.421]  They're trying to take us off the air because we have credibility and they know we're telling the truth.
[01:50:27.461 --> 01:50:34.643]  So, here's the latest event, and then here's the one that got us banned when we first questioned this months ago.
[01:50:35.283 --> 01:50:36.643]  And see, that's how leadership works.
[01:50:37.044 --> 01:50:45.986]  When you're the first to question something when nobody else will, and it turns out you're right, the inside sources contact you because they know you're not controlled and will tell the truth.
[01:50:46.486 --> 01:50:50.727]  That's why InfoWars.com and NewsWars.com are tomorrow's news today.
[01:50:52.253 --> 01:51:01.621]  As President of the United States, I would remind the world that we are the United States of America and we do not coddle dictators.
[01:51:02.522 --> 01:51:06.666]  The United States of America gives hate no safe harbor.
[01:51:07.687 --> 01:51:11.210]  There will be no more Charlottesvilles, no more Helsinkis.
[01:51:13.552 --> 01:51:17.095]  The challenge of following this disastrous presidency over
[01:51:18.143 --> 01:51:21.325]  Will not be just to restore the reputation or credibility.
[01:51:21.645 --> 01:51:28.168]  Donald Trump and the demagogues around the world are leaning into these forces.
[01:51:28.789 --> 01:51:38.094]  That triumph of democracy and liberalism over fascism and autocracy that has driven all our economic process and progress.
[01:51:38.554 --> 01:51:39.715]  We believe in free speech.
[01:51:40.555 --> 01:51:48.740]  That's why I'll end the gag rule, the global gag rule that prevents money from getting to NGOs who even talk about family planning.
[01:51:49.561 --> 01:51:59.167]  But President Trump took those words, those literal words, nation of immigrants, out of the statement, the mission statement of our Citizenship and Immigration Services.
[01:52:00.508 --> 01:52:08.573]  We have to be honest about, excuse me, we have to be honest about because we've neglected
[01:52:09.966 --> 01:52:10.546]  The basics.
[01:52:11.707 --> 01:52:15.810]  By strengthening, by strengthening, by strengthening.
[01:52:17.070 --> 01:52:20.773]  Folks, we're virtually energy independent.
[01:52:22.634 --> 01:52:29.458]  He has, he has, I don't know how to say it from, he's alienated us.
[01:52:30.555 --> 01:52:42.503]  From the very democratic allies we need most, and partnerships built on coercion to take on non-traditional threats like weaponized corruption.
[01:52:44.785 --> 01:52:51.949]  We cannot be a credible voice on the proliferation of nuclear security.
[01:52:53.090 --> 01:53:00.115]  We'll look for enforceable commitments that will produce emissions, reduce emissions,
[01:53:02.026 --> 01:53:03.747]  And again, here's Biden three months ago.
[01:53:03.807 --> 01:53:07.669]  His first speech went off like a derailment of a train.
[01:53:08.049 --> 01:53:14.913]  And this is what got us banned further because dirty Americans are supposed to keep their mouth shut and not talk about what they observe.
[01:53:14.933 --> 01:53:20.636]  I think maybe Hillary takes on kind of an urban accent when she's in front of blacks.
[01:53:21.096 --> 01:53:21.456]  So does AOC.
[01:53:23.232 --> 01:53:26.778]  So maybe he just thinks that these union workers are mentally retarded.
[01:53:27.239 --> 01:53:27.960]  Maybe that's why.
[01:53:27.980 --> 01:53:29.543]  I'm not making fun of retarded people.
[01:53:29.563 --> 01:53:31.225]  I'm really worried about Biden.
[01:53:31.245 --> 01:53:32.868]  Did he just have a big stroke?
[01:53:33.429 --> 01:53:36.314]  He's up to toes about Wall Street.
[01:53:36.474 --> 01:53:37.456]  Let's go back to him.
[01:53:38.311 --> 01:53:47.715]  All my time in public life since I've gotten involved, the country wasn't built by Wall Street bankers, CEOs, and hedge fund managers.
[01:53:47.855 --> 01:53:50.196]  If the enterprise hit hard times, everybody took a hit.
[01:53:51.116 --> 01:53:59.040]  Union workers, the UAW took incredible cuts in their future and their pensions to get GM working.
[01:53:59.200 --> 01:54:04.262]  They also got that last year and tried to cut wages or freeze wages for their people.
[01:54:04.822 --> 01:54:08.583]  Right today, the same is happening in big hospital systems.
[01:54:08.603 --> 01:54:13.545]  We've got to rethink how we define what constitutes a successful economy.
[01:54:13.945 --> 01:54:17.987]  Folks in America don't think their children are going to have the same standard of living they had.
[01:54:18.007 --> 01:54:18.787]  Let's stop right there.
[01:54:18.807 --> 01:54:21.928]  The report goes on and you can go to any speech he gives.
[01:54:22.389 --> 01:54:30.852]  In fact, last night I spent about two hours after the children went to sleep just going to YouTube and typing in Joe Biden and then
[01:54:32.082 --> 01:54:34.443]  Clicking on his videos and watching new ones.
[01:54:35.103 --> 01:54:38.863]  And he was slurring through almost all of them, bumbling around.
[01:54:39.724 --> 01:54:40.864]  Looks like hell.
[01:54:40.904 --> 01:54:43.864]  Looks like he's 90 years old.
[01:54:43.985 --> 01:54:44.945]  He is 76.
[01:54:45.525 --> 01:54:47.625]  How is he going to run?
[01:54:47.645 --> 01:54:51.486]  Well, the word is, he was told he was just going to be given the nomination.
[01:54:52.066 --> 01:54:53.466]  And now that he's not, he's getting upset.
[01:54:54.027 --> 01:54:55.827]  Let me shift gears to a subject that's very important.
[01:55:00.145 --> 01:55:03.749]  The Democratic Party, the Audubon Society, the U.N., they don't want the U.S.
[01:55:03.769 --> 01:55:05.150]  to be able to have clean burning coal.
[01:55:06.791 --> 01:55:08.313]  We have more coal than any other country in the world.
[01:55:08.333 --> 01:55:11.956]  We have clean burning coal that produces nothing but carbon dioxide.
[01:55:11.977 --> 01:55:16.060]  That's not monoxide, that's carbon dioxide that plants breathe, and water vapor.
[01:55:17.582 --> 01:55:18.243]  We have the clean coal.
[01:55:19.625 --> 01:55:19.745]  And
[01:55:38.029 --> 01:55:41.711]  One of the biggest funders for the carbon tax is it mainly targets again coal.
[01:55:41.791 --> 01:55:44.472]  But you look at New York City because they won't let us have these plants.
[01:55:44.632 --> 01:55:46.673]  Coal power plants have been shut down, over a thousand of them.
[01:55:47.173 --> 01:55:49.894]  More and more our energy sources are going out.
[01:55:49.914 --> 01:55:52.916]  We're having more blackouts across the country, like a third world country.
[01:55:53.176 --> 01:55:53.996]  This happened last night.
[01:55:54.016 --> 01:55:54.756]  Let's play the audio.
[01:55:55.217 --> 01:55:56.297]  This is in New York City.
[01:55:57.478 --> 01:56:00.239]  They're up there and the sound just goes off.
[01:56:02.280 --> 01:56:02.840]  Think about that.
[01:56:09.727 --> 01:56:11.889]  And then hours and hours of no power.
[01:56:13.270 --> 01:56:15.312]  They claim, oh, a piece of equipment malfunctioned.
[01:56:15.352 --> 01:56:16.413]  Yeah, the equipment's old.
[01:56:16.453 --> 01:56:17.634]  The nuclear reactors are old.
[01:56:18.014 --> 01:56:19.676]  A thousand coal plants have been shut down.
[01:56:20.156 --> 01:56:22.038]  The country is being de-industrialized.
[01:56:22.098 --> 01:56:25.261]  We can't compete with China when they open five new plants a week.
[01:56:25.802 --> 01:56:28.944]  And up until the time Trump got in, we were closing plants every month.
[01:56:29.705 --> 01:56:31.906]  We're being industrially shut down.
[01:56:32.767 --> 01:56:35.308]  But the left, who wants all the free crap, they're here bitching.
[01:56:35.688 --> 01:56:37.029]  They also said they want electric cars.
[01:56:37.689 --> 01:56:41.551]  Well, electric cars take more carbon than a regular car.
[01:56:42.071 --> 01:56:46.933]  But Greg Reese cut an ad this week, before this even happened, talking about it for InfoWareStore.com.
[01:56:47.133 --> 01:56:47.934]  Here it is in closing.
[01:56:49.258 --> 01:57:00.003]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[01:57:00.483 --> 01:57:04.125]  Borders are being broken and sovereignty is being challenged.
[01:57:04.605 --> 01:57:13.970]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[01:57:14.710 --> 01:57:16.231]  The system is vulnerable.
[01:57:16.731 --> 01:57:18.932]  Electricity could be gone in an instant.
[01:57:19.413 --> 01:57:22.494]  And grocery stores could be empty in three days.
[01:57:23.054 --> 01:57:29.438]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[01:57:29.958 --> 01:57:35.321]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[01:57:35.921 --> 01:57:40.424]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[01:57:41.124 --> 01:57:48.535]  Support mankind by being prepared and support freedom by buying from Infowarsstore.com.
[01:57:48.895 --> 01:57:50.457]  I'll see you all back tomorrow 11 a.m.
[01:57:50.497 --> 01:57:50.778]  Central.
[01:57:55.425 --> 01:57:58.847]  I cannot say enough nice things about Super Male Vitality right here.
[01:57:59.168 --> 01:58:00.509]  I actually have three of them on my desk.
[01:58:00.529 --> 01:58:01.369]  This is my favorite.
[01:58:01.389 --> 01:58:03.931]  It's heartbreaking that it's going away, I really think.
[01:58:04.331 --> 01:58:05.232]  I mean, really, it's true.
[01:58:05.292 --> 01:58:08.314]  Ever since I've tried these two here, I've also got another one sitting here.
[01:58:08.474 --> 01:58:10.435]  Alpha Power, Super Male Vitality.
[01:58:10.535 --> 01:58:13.457]  They have given me the energy that I did not have.
[01:58:13.477 --> 01:58:17.420]  I mean, my God, I didn't realize how little I was doing before with these two here.
[01:58:17.760 --> 01:58:22.025]  I have the energy to go to the gym at the end of a long day of working at the end of doing a broadcast.
[01:58:22.145 --> 01:58:23.406]  I have the energy to go to a gym.
[01:58:23.486 --> 01:58:26.969]  And frankly, I really think this is better than anything you're going to get in the store.
[01:58:27.030 --> 01:58:27.790]  It's heartbreaking.
[01:58:27.850 --> 01:58:30.073]  The super male vitality is about to go away.
[01:58:30.113 --> 01:58:33.396]  And again, it's just because you can't find the herbs and you don't want to sell us crap.
[01:58:33.456 --> 01:58:34.717]  Yeah, but that's what it's all about.
[01:58:34.757 --> 01:58:35.958]  This is the real deal.
[01:58:35.998 --> 01:58:39.701]  You take two droplets of this a couple times a day, and all of a sudden it's like, whoa!
[01:58:39.901 --> 01:58:40.722]  I'm a man again!
[01:58:40.982 --> 01:58:46.127]  I have all the power that a steady diet of soy fed through government schools robbed me of.
[01:58:46.187 --> 01:58:46.807]  It's back!
[01:58:47.187 --> 01:58:49.830]  So between that, I've got my X2 right here.
[01:58:49.970 --> 01:58:54.774]  Everything else I've tried, I have a filter in my house, a water filter I just bought for my family.
[01:58:54.894 --> 01:58:57.236]  Everybody loves everything in the Infowars store.
[01:58:57.356 --> 01:58:58.957]  Everything is very reasonably priced.
[01:58:59.077 --> 01:58:59.838]  You're supporting the
