[00:00:09.057 --> 00:00:10.989]  Live from Austin, Texas.
[01:40:11.470 --> 01:40:18.395]  The best, total efficiency, playing it close to the chest, never looking back.
[01:40:19.496 --> 01:40:22.679]  And we appreciate your support at InfoWareStore.com.
[01:40:22.959 --> 01:40:26.161]  So take advantage of all the great specials we have going on there.
[01:40:26.181 --> 01:40:28.743]  All right, before I go to this break, let's do this.
[01:40:28.984 --> 01:40:33.087]  Let's do, well, there's so many things you could do.
[01:40:34.960 --> 01:40:37.702]  But let's do, let's do clip 12.
[01:40:37.762 --> 01:40:38.443]  We've got the time.
[01:40:38.543 --> 01:40:43.386]  Obama's top FBI lawyer distances himself from steel dossier.
[01:40:45.468 --> 01:40:56.196]  Why did you, how did you then view the material and was it used as sort of first round of evidence or sort of confirmation if you will?
[01:40:57.419 --> 01:41:07.726]  Uh, it was more information that had, that we viewed, that I viewed skeptically from the outset, and I was concerned about it, and had a jaundiced eye, or looked at it with a jaundiced eye right from the outset.
[01:41:07.746 --> 01:41:08.647]  Really?
[01:41:08.667 --> 01:41:13.750]  He came, Steele was and had been a source that we thought was reliable.
[01:41:14.050 --> 01:41:15.491]  He's reporting all this information.
[01:41:15.932 --> 01:41:16.792]  It looks alarming.
[01:41:17.333 --> 01:41:19.214]  We took it seriously, but we tried to vet it.
[01:41:20.535 --> 01:41:26.519]  Was the Steele, would you have still approved the Carter Page FISA warrant without the Steele dossier?
[01:41:27.811 --> 01:41:38.015]  So, based on my recollection of the facts at the time, that are mostly redacted now in the FISA application, my answer to that question is, I think the answer is yes.
[01:41:38.175 --> 01:41:44.818]  That I think there was sufficient probable cause in the application, even without that information.
[01:41:44.898 --> 01:41:46.638]  But that information was part of the application?
[01:41:46.998 --> 01:41:47.178]  Yes.
[01:41:47.679 --> 01:41:50.880]  Is Carter Page the only place that the Steele dossier was used for a FISA application?
[01:41:51.980 --> 01:41:55.161]  I don't think I should comment on that.
[01:41:55.201 --> 01:41:56.901]  I'm not sure what else the government has confirmed.
[01:41:56.981 --> 01:41:59.242]  But yeah, I just shouldn't comment on it.
[01:41:59.302 --> 01:42:03.023]  I don't want to confirm or deny anything about other potential FISA applications.
[01:42:05.943 --> 01:42:07.003]  Wow!
[01:42:08.504 --> 01:42:10.164]  That's more revealing than you even know.
[01:42:11.905 --> 01:42:15.805]  See, this isn't even me bragging.
[01:42:15.985 --> 01:42:18.366]  It's just something you pick up on when you've been following it enough.
[01:42:20.615 --> 01:42:24.057]  You start to realize who these people are talking to when they're on air.
[01:42:24.518 --> 01:42:30.622]  Like, earlier when we played the Brendan clip, he's not actually talking to the public when he's speaking.
[01:42:30.942 --> 01:42:35.725]  He's actually talking to the intel communities and their agents in the media.
[01:42:37.026 --> 01:42:45.312]  And so, what Baker is admitting to Obama's former lawyer is he's basically saying, no, no, no, no.
[01:42:46.897 --> 01:42:50.399]  What we did to spy on Trump was even worse than you know.
[01:42:51.800 --> 01:42:53.001]  That's really what he's saying.
[01:42:53.061 --> 01:42:59.305]  He's saying, yeah, there's actually, there's more fake intelligence that we use to spy illegally.
[01:43:12.489 --> 01:43:18.234]  Fight back against your sluggish day by getting TurboForce right now at InfoWarsLife.com.
[01:43:19.715 --> 01:43:22.938]  When it comes to rebuilding your energy, convenience is key.
[01:43:23.378 --> 01:43:29.443]  While coffee, candy and other sugary products can give you that short-term boost, they also give you the crash.
[01:43:30.004 --> 01:43:35.789]  TurboForce from InfoWarsLife gives you focus, clarity and the energy you need on the go.
[01:43:36.169 --> 01:43:40.191]  You get 14 servings per box for a massive two-week supply.
[01:43:40.571 --> 01:43:46.894]  Perfect for work, in the car or at home, TurboForce is what you need to fight back against a sluggish day.
[01:43:47.294 --> 01:43:55.518]  It's fuelled by powerhouse ingredients from all over the world that have been used for hundreds of years to give you an effective energy boost.
[01:43:55.879 --> 01:43:57.439]  Don't let your day slow you down.
[01:43:57.620 --> 01:44:01.722]  Perk up by getting TurboForce right now at infowarslife.com
[01:44:02.822 --> 01:44:09.051]  Eisenhower said beware the military-industrial complex, and I would say that that needs to be updated to beware of what I call TIMP.
[01:44:09.592 --> 01:44:11.495]  Technology, Intelligence, and Media.
[01:45:43.531 --> 01:45:51.580]  I don't know what's going to happen at the end of this, but you want to fight, you better believe you got one!
[01:46:03.874 --> 01:46:10.639]  I want to salute and commend every man, woman, and child that has supported this broadcast over the years and that has stood with us.
[01:46:11.219 --> 01:46:13.801]  And I want to thank all of our sponsors and all of our affiliates.
[01:46:14.301 --> 01:46:15.242]  But I'll tell you like it is.
[01:46:15.922 --> 01:46:18.104]  You've seen the unmitigated attack we've been under.
[01:46:18.624 --> 01:46:19.605]  You're our only sponsors.
[01:46:20.105 --> 01:46:26.149]  And when you don't buy the products that are absolutely the best out there, we aren't able to continue on.
[01:46:26.589 --> 01:46:28.511]  So remember, you are the InfoWarp.
[01:46:29.071 --> 01:46:29.772]  I'm not the leader.
[01:46:30.092 --> 01:46:30.693]  You are the leader.
[01:46:30.893 --> 01:46:32.495]  When you take action, nothing stops you.
[01:46:32.855 --> 01:46:37.601]  We've got giant specials running right now at InfoWarsTore.com that are unprecedented.
[01:46:38.282 --> 01:46:45.770]  And if you go there and buy great products that you already need from across the board, it funds the second American Revolution worldwide.
[01:46:46.011 --> 01:46:47.072]  So I want to thank you for your support.
[01:46:47.432 --> 01:46:48.333]  I want to encourage you again.
[01:46:48.833 --> 01:46:53.497]  Go to Infowarsstore.com for whatever the product is you need.
[01:46:53.737 --> 01:46:56.500]  We have thousands of them and it makes this all possible.
[01:46:56.900 --> 01:46:58.782]  Thank you for making Infowars possible.
[01:46:59.002 --> 01:46:59.502]  God bless you.
[01:47:06.188 --> 01:47:08.830]  You're listening to the Alex Jones Show.
[01:47:21.716 --> 01:47:22.617]  You found it.
[01:47:22.897 --> 01:47:24.458]  The tip of the spear.
[01:47:24.979 --> 01:47:29.642]  It is the Alex Jones Show with Owen Troyer.
[01:47:29.682 --> 01:47:35.907]  All right, let's do a news blitz here before I play this imperative report.
[01:47:37.408 --> 01:47:40.851]  Again, folks, they are just testing this program.
[01:47:44.900 --> 01:47:47.222]  In Texas, so this isn't even in California.
[01:47:47.262 --> 01:47:56.309]  This is just at a few checkpoints in Texas where they're doing the DNA tests of the people coming in seeking asylum claiming to be family members.
[01:47:56.729 --> 01:48:02.674]  DNA tests reveal 30% of suspected fraudulent migrant families were unrelated.
[01:48:03.455 --> 01:48:04.916]  DNA testing reveals a third
[01:48:08.399 --> 01:48:14.523]  About 30% of migrants tested with rapid DNA were lying about family relations.
[01:48:15.524 --> 01:48:23.990]  Now, this is causing massive illegal immigration, this is causing massive human trafficking, massive drug running, all of it.
[01:48:25.090 --> 01:48:25.931]  All of it, folks.
[01:48:28.253 --> 01:48:28.793]  Unbelievable.
[01:48:30.356 --> 01:48:33.842]  Meanwhile the Border Patrol is flying migrants to California.
[01:48:34.503 --> 01:48:36.406]  Turns out they're not going to bus all those to Florida.
[01:48:36.786 --> 01:48:39.110]  The Republicans in Florida said no.
[01:48:40.272 --> 01:48:44.038]  Joe Biden, this is hilarious, CBS News tweets out, Joe Biden, this was yesterday.
[01:48:45.544 --> 01:48:48.905]  Uh, formally launches 2020 campaign at Rally in Philadelphia.
[01:48:48.925 --> 01:48:49.545]  Wait, what?
[01:48:49.765 --> 01:48:51.165]  Formally launches for the fifth time.
[01:48:51.925 --> 01:48:55.026]  And, uh, very weak crowd, very low energy crowd.
[01:48:55.146 --> 01:48:57.027]  I can't believe they're claiming he's beating Trump at the polls.
[01:48:57.067 --> 01:49:01.728]  He gets about, uh, uh, what, one hundredth of a Trump crowd.
[01:49:02.528 --> 01:49:09.289]  And then, the lady who gave him the introduction, he gropes her, her side and butt before she walks off the stage.
[01:49:09.349 --> 01:49:10.370]  You can't make this stuff up.
[01:49:10.470 --> 01:49:11.330]  Oh, and then his son,
[01:49:12.389 --> 01:49:18.753]  Zero hedge, crack pipe, IDs, and a badge found in Hunter Biden rental car.
[01:49:18.813 --> 01:49:20.535]  So the guy, it's like a classic criminal.
[01:49:20.755 --> 01:49:25.618]  Pulling over Joe Biden's son is like pulling over like a mobster thug drug dealer.
[01:49:27.359 --> 01:49:31.562]  MSNBC host says William Barr is the most dangerous person that works for Trump.
[01:49:31.582 --> 01:49:33.484]  Yeah, they are really scared of Barr.
[01:49:35.481 --> 01:49:38.384]  You know, the gravity of that did not really hit me until I read it.
[01:50:01.072 --> 01:50:06.796]  Well, California School District says parents can't pull kids from new LGBT sex ed.
[01:50:07.376 --> 01:50:11.740]  Okay, well, I got news for the California School District, uh, wrong.
[01:50:13.040 --> 01:50:14.922]  How is Tariq Nasheed still on Twitter?
[01:50:15.862 --> 01:50:19.385]  Everybody's seen the video of that guy that came up and kicked Arnold Schwarzenegger.
[01:50:19.445 --> 01:50:21.266]  Tariq Nasheed is on Twitter celebrating it.
[01:50:21.546 --> 01:50:26.450]  This is the guy, the black guy that promotes white, uh,
[01:50:27.406 --> 01:50:29.527]  People getting beaten up by black people.
[01:50:29.547 --> 01:50:30.687]  He promotes that kind of activity.
[01:50:30.707 --> 01:50:31.628]  He's still allowed on Twitter.
[01:50:32.448 --> 01:50:38.891]  Butt Judge, Pete Butt Judge says that anything named after Thomas Jefferson should be renamed.
[01:50:39.791 --> 01:50:40.232]  Okay.
[01:50:40.912 --> 01:50:49.676]  And then Reese Witherspoon apparently is having trouble getting acting gigs these days and she's donating a bunch of money to Planned Parenthood and ACLU.
[01:50:51.576 --> 01:50:54.919]  Because she wants you to be able to abort your baby, so that's nice.
[01:50:54.959 --> 01:50:57.761]  Maybe she can get a role, an acting gig out of that deal.
[01:50:57.881 --> 01:50:58.402]  Alright, folks.
[01:50:59.203 --> 01:50:59.463]  You know what?
[01:50:59.483 --> 01:51:00.664]  Let's do this quickly, guys.
[01:51:01.244 --> 01:51:03.366]  Play... Oh, what did I do?
[01:51:03.426 --> 01:51:05.768]  I lost my video page.
[01:51:06.148 --> 01:51:06.369]  No!
[01:51:07.149 --> 01:51:09.031]  I wanted to play the Biden-Obama.
[01:51:10.172 --> 01:51:10.472]  Play it.
[01:51:10.512 --> 01:51:11.053]  We got time.
[01:51:12.344 --> 01:51:13.244]  No, I don't have time.
[01:51:13.485 --> 01:51:14.325]  The import's too important.
[01:51:14.665 --> 01:51:19.047]  You've got Biden coming out saying that Trump inherited Obama's booming economy.
[01:51:19.187 --> 01:51:23.349]  Of course, I wanted to play that with the Obama clip of him saying, what does he have, a magic wand?
[01:51:24.299 --> 01:51:26.341]  Janine Pirro says Deep State about to be exposed.
[01:51:26.361 --> 01:51:27.662]  This will be better than reality TV.
[01:51:27.922 --> 01:51:37.971]  Yeah, as soon as you realize the real world is better than reality TV, you know, reality TV and that kind of garbage, it really just doesn't do it for you anymore at all.
[01:51:38.692 --> 01:51:43.095]  Okay, but here is the big report put together by Greg Rees.
[01:51:43.316 --> 01:51:45.397]  Folks, please tell your friends and family about InfoWars.
[01:51:46.058 --> 01:51:49.981]  It's reports like this, why they want it censored and banned off social media.
[01:51:50.962 --> 01:51:54.248]  Here is the latest report from Greg Reese at NewsWorse.com.
[01:51:54.749 --> 01:51:56.032]  Insurrection in America.
[01:51:56.172 --> 01:52:00.280]  Why the President needs to invoke the Insurrection Act.
[01:52:02.918 --> 01:52:04.239]  What is insurrection?
[01:52:05.160 --> 01:52:11.825]  A rebellion or rising of citizens or subjects in resistance to their government.
[01:52:11.845 --> 01:52:19.210]  In 2017, the Justice Democrats and brand new Congress seek to undermine the democratic system by electing fake politicians.
[01:52:20.071 --> 01:52:25.355]  Antifa is conspiring with the Mexican cartel to stage an armed rebellion at the border.
[01:52:25.715 --> 01:52:31.520]  And Democrats continue pushing for open borders while patriots are silenced on the internet.
[01:52:31.980 --> 01:52:39.421]  This all qualifies as insurrection, but there is something far more deadly that has been taking root within America for decades.
[01:52:40.181 --> 01:52:46.623]  Islamist terrorist compounds have been found all over the country training for Islamic jihad.
[01:52:46.763 --> 01:52:52.204]  With the election of Donald Trump, they believe that their end times prophecies that they believe in are now being fulfilled.
[01:52:52.484 --> 01:52:58.245]  Donald Trump is part of a satanic Jewish conspiracy and they are preparing for the camps to be raided.
[01:52:58.585 --> 01:52:59.245]  And to fight back.
[01:52:59.625 --> 01:53:10.271]  Brooklyn imam and CNN contributor Siraj Wahaj was involved in the first World Trade Center bombing and has clearly stated his support for Islamic Jihad.
[01:53:10.532 --> 01:53:12.313]  Islam is better than a democracy.
[01:53:12.853 --> 01:53:19.077]  In time the so-called democracy will crumble and there will be nothing and the only thing that will remain will be Islam.
[01:53:19.744 --> 01:53:24.807]  His son was found training children to be terrorists in New Mexico and Alabama.
[01:53:25.868 --> 01:53:31.912]  Young children in a Philadelphia mosque were found singing songs about killing and torturing non-Muslims.
[01:53:47.344 --> 01:53:50.207]  Muslim clerics are openly calling for jihad.
[01:54:11.188 --> 01:54:13.870]  Experts on Islamic Jihad have warned us.
[01:54:14.111 --> 01:54:19.915]  There is no place in the world where Muslims have come that they haven't started wars against the non-Muslims.
[01:54:20.035 --> 01:54:21.476]  Why do we think we're going to be different?
[01:54:21.516 --> 01:54:24.739]  The leader of the Iranian nationalist movement has warned us.
[01:54:29.719 --> 01:54:33.782]  Islamic reformer Mohammed Tawheedi has warned us.
[01:54:33.902 --> 01:54:41.127]  The Islamist movement has been very clear in their goal, and that is to establish their own caliphate.
[01:54:53.331 --> 01:55:02.502]  On the other side, the left not only sympathize with them, they're applying democratic values onto an extremist group that doesn't believe in democracy.
[01:55:02.682 --> 01:55:03.523]  They want Sharia law.
[01:55:03.824 --> 01:55:09.310]  Despite these dire warnings, our elected officials have continued to support Islam.
[01:55:10.371 --> 01:55:13.612]  We have a congresswoman who openly supports Islamic Jihad.
[01:55:13.652 --> 01:55:17.814]  Should we reassess the way that we are dealing with al-Shabaab?
[01:55:17.874 --> 01:55:21.936]  Her constituents in Minneapolis want Sharia law in America.
[01:55:21.956 --> 01:55:27.178]  Do you feel more comfortable living under American law or do you feel more comfortable living under Sharia law?
[01:55:30.818 --> 01:55:31.559]  Sharia law.
[01:55:32.340 --> 01:55:32.881]  I'm a Muslim.
[01:55:32.941 --> 01:55:34.042]  I prefer Sharia law.
[01:55:34.843 --> 01:55:35.644]  Sharia law?
[01:55:35.764 --> 01:55:36.245]  Yes.
[01:55:36.285 --> 01:55:39.329]  You prefer Sharia law over American law?
[01:55:40.110 --> 01:55:40.671]  Of course, yeah.
[01:55:41.452 --> 01:55:43.354]  Of course, yeah.
[01:55:43.394 --> 01:55:46.258]  And do you find most of your friends say how they feel the same way?
[01:55:47.123 --> 01:55:48.384]  Yeah, of course, if you're Muslim, yeah.
[01:55:49.124 --> 01:55:50.965]  And he didn't make his daughter marry somebody?
[01:55:51.005 --> 01:55:51.126]  Yeah.
[01:55:51.206 --> 01:55:53.067]  Is it right to kill somebody who insults Muhammad?
[01:55:53.507 --> 01:55:57.089]  Yeah, because she's just... She hates the religion, I understand.
[01:55:57.189 --> 01:55:59.351]  Because she shouldn't beat up the Prophet, you know?
[01:55:59.431 --> 01:56:01.072]  And they don't even want to live here.
[01:56:01.092 --> 01:56:01.672]  Do you have a choice?
[01:56:01.832 --> 01:56:04.474]  Would you rather live here or would you rather live in a Muslim country?
[01:56:04.574 --> 01:56:06.215]  I'd rather live in a Muslim country with my people.
[01:56:06.655 --> 01:56:09.377]  Would you prefer to live in America or prefer to live in Somalia?
[01:56:09.417 --> 01:56:10.717]  For me, I think it's Somalia.
[01:56:11.158 --> 01:56:13.119]  Would you rather live in America or live in Somalia?
[01:56:16.045 --> 01:56:22.367]  For those who are not brainwashed by the mainstream media, insurrection is clearly happening in America.
[01:56:23.488 --> 01:56:28.989]  And President Trump invoking the Insurrection Act is clearly within America's best interests.
[01:56:29.329 --> 01:56:33.971]  I believe that President Trump is one of the best things that have ever happened to the White House.
[01:56:34.551 --> 01:56:35.831]  This is very, very serious.
[01:56:35.871 --> 01:56:42.533]  You have a president that will really go after the extremists and not care what anybody else thinks.
[01:56:42.833 --> 01:56:47.314]  Islamic Jihad will never end, unless we start fighting back.
[01:56:47.474 --> 01:56:54.435]  But the point I'm getting across is that we are trying to treat a person humanely when they're not human.
[01:56:55.235 --> 01:56:55.875]  They're not human.
[01:56:56.995 --> 01:57:00.456]  We come to America warning the Christians, and the Christians don't want to listen.
[01:57:01.456 --> 01:57:02.356]  What do you want us to do?
[01:57:03.036 --> 01:57:11.878]  If I'm telling you, I fled from this guy, and this guy is now moving next door, and you're telling me I'm Islamophobe, how can I help you?
[01:57:12.558 --> 01:57:23.185]  If we want to be realistic, the only medicine for ISIS and their likes is when the Christians rise to defend Europe and defend their sacred sites and their churches.
[01:57:23.485 --> 01:57:26.787]  That's the only way that these people will wake up.
[01:57:27.307 --> 01:57:29.869]  For NewsWars.com, this is Greg Reese.
[01:57:42.353 --> 01:57:43.094]  InfoWars.
[01:57:43.455 --> 01:57:44.336]  Tomorrow's news.
[01:57:44.637 --> 01:57:44.957]  Today.
[01:57:52.375 --> 01:58:01.825]  And this shocking footage is even more painful when you see the albatrosses of CNN and other MSM outlets cheering on the rape.
[01:58:02.506 --> 01:58:12.877]  In fact, it's been found that these systems actually direct the monstrous CEO, Zuckerberg, against the free speech enemies and anyone that tries to not submit.
[01:58:13.618 --> 01:58:25.327]  But most sad of all is other penguins in the independent media, simply looking up at the sky and ignoring the vicious rape of their own freedoms and birthright taking place right in front of them.
[01:58:26.668 --> 01:58:29.350]  After enduring over an hour of the assault,
[01:58:30.322 --> 01:58:32.684]  Our dear penguin finally succumbs.
[01:58:33.464 --> 01:58:45.974]  But one more vicious insult is heaped upon its broken body by CNN, as its identity is stolen, gobbled up and devoured, and uses a straw man to attack other penguins.
[01:58:48.696 --> 01:58:50.037]  This is CNN.
[01:58:55.161 --> 01:58:56.722]  We are in a complete war!
[01:58:56.822 --> 01:58:58.863]  And you idiots don't join with the Republic!
[01:58:58.883 --> 01:58:59.704]  You fools!
