[00:00:22.668 --> 00:00:23.349]  Hello, hello.
[00:25:04.957 --> 00:25:08.078]  This is a question that has a deep moral resonance.
[00:25:09.241 --> 00:25:13.703]  It's not enough to say I'm not a racist, we must be anti-racism.
[00:25:14.764 --> 00:25:17.225]  Because there's no neutrality in this fight.
[00:25:17.965 --> 00:25:22.667]  You are either an agent of justice or you are contributing to the problem.
[00:25:22.747 --> 00:25:23.648]  Okay, pause it right there.
[00:25:25.209 --> 00:25:28.130]  So you're either an agent or you're contributing to the problem.
[00:25:28.770 --> 00:25:37.975]  I would have to say that every single one of these politicians up on the hill that are Democrats leftists, and there's some rhinos in there, because they don't say anything.
[00:25:38.840 --> 00:25:40.582]  They're contributing to all of this.
[00:25:40.862 --> 00:25:42.183]  They're the ones that's creating this.
[00:25:42.344 --> 00:25:44.786]  AOC, Rashida Tlaib, Ilhan Omar.
[00:25:45.126 --> 00:25:49.331]  They're like the four... And I can't even recall what the other lady's name is.
[00:25:51.513 --> 00:25:52.074]  Uh... Presley.
[00:25:52.864 --> 00:25:58.606]  They're all, and Mark Dice, he coined the term, the fascists four.
[00:25:59.226 --> 00:26:00.327]  The fascists four.
[00:26:00.667 --> 00:26:01.087]  I love it.
[00:26:01.847 --> 00:26:04.968]  But they are like the four horsewomen of the apocalypse.
[00:26:05.028 --> 00:26:12.751]  When it comes to the chaos and to the destruction of America, they are the ones that's leading the charge.
[00:26:13.151 --> 00:26:18.193]  And you have the rest of these people, Bernie Sanders, Cory Booker,
[00:26:19.298 --> 00:26:26.965]  And Elizabeth Warren and the rest of them saying, oh yeah, we need to talk crazy like the four horsewomen of the apocalypse.
[00:26:27.286 --> 00:26:28.747]  Because they're getting attention.
[00:26:29.808 --> 00:26:31.069]  They're getting all the attention.
[00:26:31.109 --> 00:26:36.614]  So they're coming out, they're speaking just as crazy as the rest of them because they want the attention as well.
[00:26:37.235 --> 00:26:43.181]  My thing is that what we really need to pay attention to is the state of the world that we're in right now.
[00:26:44.534 --> 00:26:54.342]  The state of the world that we're in right now is that people are believing these crazy things that they're saying and they're taking it as if it's factual information.
[00:26:55.183 --> 00:26:57.064]  That's the part that people don't realize.
[00:26:57.104 --> 00:27:00.647]  They're taking it and believing it as if it's true!
[00:27:01.755 --> 00:27:03.997]  I mean, you can even talk about the whole climate deal.
[00:27:04.797 --> 00:27:05.438]  The climate deal.
[00:27:05.458 --> 00:27:07.819]  You pay money and the climate problems will go away.
[00:27:08.119 --> 00:27:11.061]  We're supposed to believe the nonsense that they're putting out.
[00:27:11.662 --> 00:27:20.128]  There's another thing I'm going to get to maybe in the third hour about how Elizabeth Warren is fighting for trans to have health care.
[00:27:20.748 --> 00:27:23.430]  Why not just... How come people just can't have health care?
[00:27:23.970 --> 00:27:27.272]  How come you just can't say, hey, I'm so-and-so and I need health care?
[00:27:27.953 --> 00:27:30.655]  And if you go to the doctor, how are they going to diagnose you?
[00:27:31.437 --> 00:27:33.238]  How did they know how to treat you?
[00:27:34.238 --> 00:27:36.099]  What if you have a groin problem?
[00:27:36.820 --> 00:27:37.140]  You know?
[00:27:37.720 --> 00:27:39.041]  Seriously, how did they do it?
[00:27:39.621 --> 00:27:40.782]  But anyways, I digress.
[00:27:41.902 --> 00:27:48.606]  The Democrats, the liberal media, the socialist internet media,
[00:27:49.668 --> 00:28:02.673]  Social media, I like to say socialist media, they are all colluding with one another to take out the President of the United States, and on top of that, to undermine the United States President.
[00:28:04.153 --> 00:28:04.933]  That's where we are.
[00:28:04.953 --> 00:28:14.517]  And if you don't recognize it, and you don't pay attention to what's going on, in this war that we're in right now, America is in the Second World War.
[00:28:15.595 --> 00:28:16.296]  Second World War.
[00:28:16.736 --> 00:28:17.657]  Second Civil War.
[00:28:18.217 --> 00:28:19.158]  We're in it right now.
[00:28:19.999 --> 00:28:21.780]  We're in the Second Civil War right now.
[00:28:22.200 --> 00:28:27.064]  And if you don't recognize, you don't pay attention, you're just going to be a casualty of this war.
[00:28:27.985 --> 00:28:30.207]  So after the break, we're going to come back.
[00:28:30.367 --> 00:28:31.688]  Alex is going to be with us.
[00:28:31.708 --> 00:28:41.736]  We're going to talk more about, he's going to talk about the Veritas and the video that just came out where Google is getting caught red-handed doing it again.
[00:28:43.098 --> 00:28:43.738]  Red-handed.
[00:28:43.858 --> 00:28:46.400]  They got caught with their hand in the cookie jar.
[00:28:47.240 --> 00:28:50.061]  You're gonna see that and much more from Alex after the break.
[00:28:50.101 --> 00:28:54.203]  My name is Will Johnson and this is Infowars.com.
[00:28:54.323 --> 00:29:09.510]  We'll be back after this.
[00:29:09.751 --> 00:29:10.271]  As usual,
[00:29:11.491 --> 00:29:16.174]  It seems like people are finally catching up to what InfoWars was breaking first.
[00:29:16.975 --> 00:29:18.176]  We know what's happening.
[00:29:18.216 --> 00:29:18.836]  We've seen it.
[00:29:18.856 --> 00:29:19.877]  We've seen it happen to you guys.
[00:29:20.457 --> 00:29:24.260]  I was just worried that people weren't really aware of how bad it is and what's really going on.
[00:29:24.280 --> 00:29:26.402]  InfoWars has been on the front front of that fight.
[00:29:26.742 --> 00:29:28.083]  I've been on the front front of that fight.
[00:29:28.563 --> 00:29:29.504]  And we got to see more.
[00:29:29.684 --> 00:29:30.384]  You know, I say this.
[00:29:30.404 --> 00:29:31.525]  I'm going to say this about InfoWars.
[00:29:32.066 --> 00:29:33.807]  Everybody can say whatever they want.
[00:29:34.267 --> 00:29:36.149]  Alex Jones is the man, in my opinion.
[00:29:36.289 --> 00:29:37.610]  I mean, whatever people want to say.
[00:29:37.650 --> 00:29:38.951]  I've been a fan of InfoWars.
[00:29:39.111 --> 00:29:39.571]  Hey, Alex.
[00:29:39.831 --> 00:29:40.712]  Free Alex Jones.
[00:29:41.172 --> 00:29:44.075]  Alex Jones needs to be back on social media where he belongs.
[00:29:44.235 --> 00:29:50.681]  What happened to Alex is horrific, you know, and I think that he was just sort of the litmus test for a lot of these tech companies.
[00:29:50.721 --> 00:29:54.305]  You know, I can't say I agree with every single thing that Alex has said, but that's not the point.
[00:29:54.405 --> 00:29:56.527]  That he should have his freedom of speech and he should be able to have
[00:29:56.687 --> 00:30:01.650]  And I really hope that in the future we can get him and all of the other people that have been treated so terribly by big tech
[00:30:26.605 --> 00:30:32.109]  Oh, we can take him out because he's sort of the symbol of, you know, the most extreme voice out there, you know.
[00:30:32.129 --> 00:30:36.632]  And so I think to him, they targeted him and used him as an example.
[00:30:36.652 --> 00:30:38.473]  A modern-day deep person, basically.
[00:30:38.493 --> 00:30:39.554]  It's almost like a death sentence.
[00:30:39.574 --> 00:30:40.695]  You can't get your voice out there.
[00:30:41.075 --> 00:30:43.957]  But if they come after him, they can come after anyone.
[00:30:43.977 --> 00:30:46.279]  So he should have his platform just like anybody else does.
[00:30:46.679 --> 00:30:52.283]  InfoWars has given so many young people a platform in the beginning to get their voice out there.
[00:30:52.623 --> 00:30:59.991]  Luckily, Alex's and your guys' audience is so big and so loyal that they're able to follow him to, you know, his personal website or the show's website.
[00:31:00.351 --> 00:31:02.033]  But other people don't have that luxury, you know?
[00:31:02.073 --> 00:31:05.877]  If you're a smaller creator and you get de-platformed early on, no one will even know you exist.
[00:31:06.177 --> 00:31:07.919]  So, I gotta give a shout-out to InfoWars.
[00:31:07.939 --> 00:31:09.140]  I don't care what nobody will say.
[00:31:09.220 --> 00:31:10.521]  I met Alex Jones personally.
[00:31:10.842 --> 00:31:14.806]  I buy the supplements and everything, so... I just wanna give a shout-out to y'all, man.
[00:31:14.846 --> 00:31:15.687]  You don't get enough credit.
[00:31:16.227 --> 00:31:17.169]  He's a freedom fighter.
[00:31:17.229 --> 00:31:19.193]  He should be here today at the White House.
[00:31:19.293 --> 00:31:19.994]  I love you, Alex.
[00:31:20.435 --> 00:31:25.284]  Everybody knows ground zero, patient zero is InfoWars and Alex Jones.
[00:31:25.405 --> 00:31:26.026]  Everybody knows that.
[00:31:33.166 --> 00:31:41.572]  With our classic InfoWars fan favorite formula, Super Blue Fluoride Free Toothpaste is a must have for any info warrior serious about their oral health.
[00:31:41.672 --> 00:31:45.876]  Featuring natural oils and ingredients used since aboriginal and biblical times.
[00:31:46.036 --> 00:31:49.858]  Fueled by the good halogen iodine and high quality nano silver.
[00:31:50.079 --> 00:31:54.822]  We've taken the fluoride out and replaced it with powerful ingredients to help boost your smile.
[00:31:55.022 --> 00:31:57.044]  Don't miss out on one of our best products.
[00:31:57.204 --> 00:32:02.028]  Power up your morning routine with Super Blue Fluoride Free Toothpaste at the InfoWars store.
[00:32:02.935 --> 00:32:15.858]  Thomas Jefferson predicted over 240 years ago that when our republic was in trouble in the future, it'd be the farmers that were close to the ground, close to reality, who actually worked for a living, that would end up saving the nation.
[00:32:16.098 --> 00:32:18.639]  And today, the communist Chinese have banned all U.S.
[00:32:19.019 --> 00:32:20.139]  farming goods a week ago.
[00:32:20.779 --> 00:32:24.420]  And we've seen massive increases in polls to support for the president.
[00:32:25.080 --> 00:32:29.002]  And what he's doing in this trade war wants China to put pressure on our farmers.
[00:32:29.623 --> 00:32:30.203]  That's beautiful.
[00:32:30.663 --> 00:32:32.224]  Americans aren't going to be bullied.
[00:32:32.565 --> 00:32:33.585]  And we aren't going to back down.
[00:32:34.166 --> 00:32:41.530]  So to the Joaquin Cruises and the Hillary Clintons of the world that want to intimidate people and tell us to back down, we're never going to give up.
[00:32:41.770 --> 00:32:43.731]  And all you've done is awaken the human spirit.
[00:32:44.092 --> 00:32:47.974]  And the human spirit lives at InfoWars.com and NewsWars.com.
[00:32:48.274 --> 00:32:49.195]  And I'm asking listeners,
[00:32:49.975 --> 00:32:53.799]  Whatever you do, spread those links because we are the light in the dark of the night.
[00:32:54.100 --> 00:32:54.960]  We are the resistance.
[00:32:55.201 --> 00:32:56.142]  We are 1776 worldwide.
[00:32:56.162 --> 00:33:06.052]  You're listening to the Alex Jones Show.
[00:33:15.222 --> 00:33:15.803]  We've got it.
[00:33:15.843 --> 00:33:22.291]  This transmission is coming to you.
[00:33:22.371 --> 00:33:24.474]  Waging war on corruption.
[00:33:26.736 --> 00:33:28.178]  It's Alex Jones.
[00:33:28.739 --> 00:33:32.443]  Coming to you live from the front lines of the InfoWar.
[00:33:36.967 --> 00:33:39.628]  Ladies and gentlemen, we're live broadcasting worldwide.
[00:33:39.688 --> 00:33:42.070]  I'm broadcasting from San Diego, California.
[00:33:42.150 --> 00:33:45.912]  Will Johnson is in the Austin Infowars News Center, the ATX.
[00:33:46.312 --> 00:33:53.695]  And James O'Keefe of VeritasFame is on the road, but he's calling in and they'll let me know the minute that we get him.
[00:33:54.436 --> 00:33:59.038]  There has been a new giant Google data dump by whistleblowers.
[00:33:59.959 --> 00:34:01.559]  Google Machine Learning.
[00:34:02.420 --> 00:34:02.920]  Fairness.
