[00:00:00.009 --> 00:00:01.755]  Just direct from Austin.
[00:24:45.183 --> 00:24:49.026]  But I'm out of time, so I'm just going to read it and then make comments after each paragraph.
[00:24:49.086 --> 00:24:49.947]  I barely have time here.
[00:24:50.848 --> 00:24:53.010]  But here it is on this Christmas Eve edition.
[00:24:54.235 --> 00:24:56.736]  Well, even being able to read under Common Core is kind of racist.
[00:24:56.756 --> 00:24:59.716]  2 plus 3 equals 5, and there's no spelling, so maybe I can't even read this.
[00:25:00.256 --> 00:25:02.657]  Maybe that's actually the answer to comment on it.
[00:25:03.177 --> 00:25:04.677]  Twas the night before Christmas.
[00:25:04.737 --> 00:25:06.018]  Ooh, that's kind of Old English sounding.
[00:25:06.038 --> 00:25:06.538]  That's racist.
[00:25:07.498 --> 00:25:11.199]  Twas the night before Christmas, when all through the house.
[00:25:11.459 --> 00:25:12.539]  Ooh, a house isn't good.
[00:25:12.559 --> 00:25:15.260]  You can't have single-parent dwellings under agenda 21.
[00:25:16.690 --> 00:25:18.192]  No, no, you can't do that at all.
[00:25:18.352 --> 00:25:35.789]  So it should be, it was the night before X-mas or, or governmentists, worshipers went all through the 200 square foot coffin facility where they raise the taxes so high up you can't even afford anything bigger in the mega compact city as I was dying from cancer from the New World Order soft killing me.
[00:25:35.989 --> 00:25:36.610]  I'm sorry, I'm sorry.
[00:25:37.190 --> 00:25:43.292]  "'Twas the night before Christmas, when all through the house, not a creature was stirring, not even a mouse.
[00:25:43.892 --> 00:25:47.674]  The stockings were hung by the chimney with care, in hopes that St.
[00:25:47.734 --> 00:25:51.735]  Nicholas, uh, uh, ahem, ahem, Santa Claus, you don't say St.
[00:25:51.795 --> 00:26:02.399]  Nicholas, see they've erased that, you can't have religion anywhere, even personally, it's bigoted, so I'm gonna say, in the hopes that the guy that Coca-Cola advertises and sells their chemical weapon diet Coke would appear.
[00:26:04.400 --> 00:26:11.922]  The children were nestled all snug in their beds, while visions of Prozac and Ritalin danced in their brain-damaged heads.
[00:26:12.622 --> 00:26:19.484]  And Mama in her kerchief and I in my cap, uh-uh, mother and father hurts people that don't come from regular families, so you can't say that.
[00:26:19.784 --> 00:26:27.426]  When Mama and Mama, when Mama in her kerchief and Mama in her cap had just settled our brains for a long winter's nap.
[00:26:27.466 --> 00:26:30.367]  You don't need naps now with all the speed drugs they've got.
[00:26:31.164 --> 00:26:37.029]  So, as we settled our brains for a nice convulsion, electroshock therapy, and black helicopters, and chemtrails.
[00:26:37.249 --> 00:26:38.129]  Trendy, trendy, trendy!
[00:26:38.149 --> 00:26:38.530]  There you go.
[00:26:38.830 --> 00:26:39.871]  This is more modern now.
[00:26:39.891 --> 00:26:41.372]  I've only gotten through three paragraphs.
[00:26:41.392 --> 00:26:42.153]  There's like 15 more.
[00:26:43.514 --> 00:26:47.076]  The moon on the breast of the new fallen snow.
[00:26:48.858 --> 00:26:49.959]  We got even record snow.
[00:26:49.999 --> 00:26:51.820]  Al Gore says the North Pole melted.
[00:26:51.860 --> 00:26:52.220]  It's true.
[00:26:52.260 --> 00:26:53.661]  So there can't be snow if everything melted.
[00:26:53.681 --> 00:26:55.543]  Even if I see snow in record cold, it doesn't exist.
[00:26:55.683 --> 00:26:56.964]  Because Al Gore said it didn't exist.
[00:26:57.004 --> 00:26:57.344]  There you go.
[00:26:57.524 --> 00:26:57.905]  There you go.
[00:26:58.502 --> 00:27:06.648]  The moon on the breast of the new fallen melted snow gave the luster of midday to objects below.
[00:27:06.668 --> 00:27:09.291]  You know that of a full moon shining off snow?
[00:27:09.311 --> 00:27:10.692]  Oh my god, so beautiful.
[00:27:10.872 --> 00:27:16.756]  But you can't have beautiful literary things in Ingsoc, so this is banned under 1984.
[00:27:17.277 --> 00:27:23.302]  When what to my wondering eyes should appear, you shouldn't be looking outside, you should be watching television.
[00:27:24.133 --> 00:27:28.696]  But a miniature sleigh and eight tiny reindeer.
[00:27:28.876 --> 00:27:30.557]  Oh, that's animals in bondage.
[00:27:31.097 --> 00:27:32.018]  That should be banned.
[00:27:32.618 --> 00:27:35.680]  All animals that have been domesticated should be banned under PETA.
[00:27:35.740 --> 00:27:36.740]  This is racist.
[00:27:37.681 --> 00:27:41.103]  When a little old driver... Well, you can't call somebody old.
[00:27:41.143 --> 00:27:42.524]  That makes old people feel bad.
[00:27:43.612 --> 00:27:48.959]  When a little old driver so lively and quick, I knew in a moment it must be Saint Nick.
[00:27:48.979 --> 00:27:50.981]  There goes that thing about being a saint again.
[00:27:51.321 --> 00:27:53.104]  This is outrageous!
[00:27:53.144 --> 00:27:56.067]  The Catholic Church should pay for abortions in all their churches!
[00:27:56.848 --> 00:27:57.990]  Oh, my racism!
[00:27:58.868 --> 00:27:59.629]  Or whatever you call it.
[00:28:00.229 --> 00:28:09.416]  More rapid than eagles, his coursers they came, and as he whistled and shouted, and they called them by name.
[00:28:09.676 --> 00:28:10.397]  Oh my goodness.
[00:28:10.877 --> 00:28:14.600]  Now Dasher, now Dancer, now Prancer, now Vixen.
[00:28:15.100 --> 00:28:16.601]  That's sexist to call it a vixen.
[00:28:17.482 --> 00:28:19.364]  On Comet, on Cupid.
[00:28:19.904 --> 00:28:20.705]  That's religious too.
[00:28:21.645 --> 00:28:30.590]  On Donner and Blitzen, to the top of the porch, to the top of the wall, now dash away, dash away, dash away all!
[00:28:32.071 --> 00:28:39.015]  As dry leaves that before the wild hurricane fly, when they meet with an obstacle, mount to the sky.
[00:28:39.555 --> 00:28:46.399]  So up to the housetop, the coursers they flew, with the sleigh full of toys, and St.
[00:28:46.539 --> 00:28:47.220]  Nicholas too.
[00:28:48.596 --> 00:28:49.197]  Oh my gosh.
[00:28:49.417 --> 00:28:50.317]  They've got their own house.
[00:28:50.538 --> 00:28:51.078]  They like St.
[00:28:51.118 --> 00:28:51.498]  Nicholas.
[00:28:52.699 --> 00:28:53.260]  What do you want to bet?
[00:28:53.280 --> 00:28:54.641]  They're white and they're racist.
[00:28:55.761 --> 00:28:58.343]  And then in a twinkling, I heard on the roof.
[00:28:59.925 --> 00:29:02.867]  That's against, by the way, zoning to have reindeer on a roof.
[00:29:02.927 --> 00:29:04.268]  I want to call the police immediately.
[00:29:04.288 --> 00:29:05.689]  You know, neighbors nowadays would call the police.
[00:29:06.069 --> 00:29:08.251]  The prancing and pawing of each little hoof.
[00:29:10.132 --> 00:29:14.736]  And as I drew in my head and was turning around, down the chimney, St.
[00:29:14.776 --> 00:29:16.017]  Nicholas came with a bound.
[00:29:16.257 --> 00:29:17.698]  How much time do I have left in this segment?
[00:29:20.207 --> 00:29:20.908]  15 seconds, folks.
[00:29:20.948 --> 00:29:22.109]  We're going out to break.
[00:29:22.549 --> 00:29:28.693]  I'll have to cover the rest of this tomorrow because we got a special guest coming on about the rise of the robots.
[00:29:29.253 --> 00:29:30.394]  It's forbidden Christmas.
[00:29:31.534 --> 00:29:32.615]  It's bad news.
[00:29:33.936 --> 00:29:46.844]  And we apologize for this blasphemy against the New World Order's god, Baphomet, the old serpent, the devil, and his baby Krampus.
[00:29:56.045 --> 00:29:57.065]  Oh dear.
[00:29:59.126 --> 00:30:00.046]  We're on the march.
[00:30:00.526 --> 00:30:02.127]  The empire's on the run.
[00:30:03.047 --> 00:30:05.828]  Alex Jones and the GCN Radio Network.
[00:30:09.789 --> 00:30:12.530]  Alex Jones here with a message to fellow freedom lovers.
[00:30:12.810 --> 00:30:17.632]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:30:17.812 --> 00:30:24.994]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:30:25.134 --> 00:30:30.539]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:30:30.759 --> 00:30:34.422]  These are items that I did research on, that I personally use.
[00:30:34.783 --> 00:30:39.307]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:30:39.507 --> 00:30:44.732]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:30:44.952 --> 00:30:48.054]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:30:48.214 --> 00:30:50.455]  When Disaster Strikes by Matthew Stein.
[00:30:50.715 --> 00:30:55.278]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:30:55.478 --> 00:30:57.919]  Hand cranked shortwave AM FM radios.
[00:30:58.359 --> 00:31:05.363]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[00:31:05.563 --> 00:31:06.583]  We're getting prepared.
[00:31:06.824 --> 00:31:07.224]  Are you?
[00:31:07.504 --> 00:31:10.445]  Infowarsshop.com The facts are in.
[00:31:10.625 --> 00:31:11.746]  The studies are legion.
[00:31:12.026 --> 00:31:19.409]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:31:19.549 --> 00:31:22.990]  So why are the social engineers adding it to the water?
[00:31:23.370 --> 00:31:23.771]  Simple.
[00:31:23.931 --> 00:31:28.373]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:31:28.653 --> 00:31:34.075]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:31:34.375 --> 00:31:39.721]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:31:39.901 --> 00:31:50.432]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:31:50.692 --> 00:31:54.917]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[00:31:55.257 --> 00:31:57.099]  I use Fluoride Shield every day.
[00:31:57.439 --> 00:32:02.724]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:32:02.985 --> 00:32:07.229]  Let's start cleansing our bodies now and support the Info War at the same time.
[00:32:07.389 --> 00:32:09.251]  That's InfoWarsLife.com.
[00:32:09.551 --> 00:32:14.136]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:32:14.276 --> 00:32:16.678]  Why do we have the highest cancer rates on
[00:32:17.378 --> 00:32:22.620]  The highest rates of diabetes, autism, and every other major disease.
[00:32:22.940 --> 00:32:24.601]  It all comes down to one thing.
[00:32:24.861 --> 00:32:26.201]  We are what we eat.
[00:32:26.502 --> 00:32:30.843]  Our food is devoid of nutrition and processed with poisons and additives.
[00:32:31.183 --> 00:32:35.145]  Our water is filled with toxic poisons and big pharma runoff.
[00:32:35.405 --> 00:32:37.726]  All of this has been engineered by design.
[00:32:37.966 --> 00:32:43.848]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:32:44.168 --> 00:32:46.911]  To learn more, visit InfoWarsHealth.com.
[00:32:47.151 --> 00:32:54.078]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[00:32:54.218 --> 00:33:00.023]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:33:00.264 --> 00:33:06.209]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[00:33:06.449 --> 00:33:08.932]  And get free shipping when you sign up for AutoShip.
[00:33:20.150 --> 00:33:28.835]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:33:29.615 --> 00:33:30.555]  Thomas Jefferson
[00:33:35.470 --> 00:33:36.751]  Welcome back to the Alex Jones Show.
[00:33:36.812 --> 00:33:38.313]  I'm David Knight filling in for Alex.
[00:33:38.473 --> 00:33:41.516]  We're going to be joined in just a minute by Dr. Noel Sharkey.
[00:33:41.556 --> 00:33:45.080]  He's going to talk to us about his campaign to stop killer robots.
[00:33:45.681 --> 00:33:52.948]  Tell you why you should be concerned about this rapid advance in technology and how it could be potentially abused into a very destructive weapon.
[00:33:53.809 --> 00:33:58.371]  But before we do, I want to talk to you a little bit about Thanksgiving, about the original Thanksgiving.
[00:33:58.391 --> 00:34:00.211]  Remember the Pilgrims when they came to this country?
[00:34:00.251 --> 00:34:01.552]  They thought they were going to Virginia.
[00:34:01.572 --> 00:34:04.472]  They thought they were going to kind of a warm climate.
[00:34:05.073 --> 00:34:07.653]  I don't know how prepared they were to be farmers.
[00:34:07.693 --> 00:34:09.554]  They were really coming from an urban environment.
