[00:00:10.350 --> 00:00:11.792]  We are on the march.
[01:30:45.497 --> 01:30:51.320]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:30:51.560 --> 01:30:57.483]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[01:30:57.743 --> 01:31:00.225]  And get free shipping when you sign up for AutoShip.
[01:31:01.320 --> 01:31:06.404]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:31:06.784 --> 01:31:15.251]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:31:15.671 --> 01:31:22.977]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:31:23.497 --> 01:31:30.903]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:31:31.383 --> 01:31:34.786]  I personally store and use their high-quality products.
[01:31:35.346 --> 01:31:38.989]  It tastes great, and it's easy to store for up to 25 years.
[01:31:39.530 --> 01:31:46.135]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:31:46.696 --> 01:31:53.421]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[01:31:53.901 --> 01:31:57.945]  It is essential to prepare with My Patriot Supply today.
[01:32:00.848 --> 01:32:07.070]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[01:32:07.470 --> 01:32:09.851]  Renowned author and expert, Joel Skousen.
[01:32:09.951 --> 01:32:10.251]  The U.S.
[01:32:10.311 --> 01:32:14.452]  isn't building huge underground bases and bunkers because of some terrorist threat.
[01:32:14.532 --> 01:32:17.113]  They know that a massive nuclear attack is coming.
[01:32:17.513 --> 01:32:18.753]  They want that attack to come.
[01:32:18.993 --> 01:32:25.175]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[01:32:25.575 --> 01:32:28.019]  What I tell people is that you do have time.
[01:32:28.239 --> 01:32:33.027]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[01:32:33.207 --> 01:32:40.639]  My personal experience about being in every one of these states, most people won't even be ready, won't be able to get out of town, because there'll be absolute panic.
[01:32:40.939 --> 01:32:43.521]  There is no preparedness without strategy.
[01:32:43.721 --> 01:32:46.362]  This Christmas, give the gift of preparedness.
[01:32:46.823 --> 01:32:51.065]  Strategic Relocation Film with Joel Skousen and Alex Jones.
[01:32:51.366 --> 01:32:56.429]  Available only at InfoWarsShop.com or by calling 888-253-3139.
[01:32:56.789 --> 01:33:03.193]  Coast to Coast.
[01:33:03.573 --> 01:33:04.914]  Direct from Austin.
[01:33:05.614 --> 01:33:08.836]  You're listening to the Alex Jones Broadcasting Network.
[01:33:11.075 --> 01:33:11.636]  We've got it.
[01:33:11.676 --> 01:33:18.103]  This transmission is coming to you.
[01:33:18.184 --> 01:33:22.329]  Waging war on corruption.
[01:33:22.589 --> 01:33:28.196]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[01:33:33.753 --> 01:33:35.035]  All right, here's what I want to do.
[01:33:35.095 --> 01:33:42.706]  I got a bunch of special reports, including the White House and its allied groups now saying gun ownership is racist.
[01:33:43.347 --> 01:33:45.791]  That's coming up in the next segment of Special Report.
[01:33:45.811 --> 01:33:48.034]  We're going to premiere here on the radio.
[01:33:48.895 --> 01:33:54.840]  And I've got Obama becoming a dictator over environmental regulations that Congress has struck down.
[01:33:55.360 --> 01:33:59.243]  Just really unprecedented stuff coming up, but let's race through your calls right now.
[01:33:59.344 --> 01:34:03.347]  Jerry, and then Caleb, Alan, Damien, Lakey, and others.
[01:34:04.087 --> 01:34:06.089]  Jerry in Tennessee, you're on the air.
[01:34:07.370 --> 01:34:13.275]  Hey, I got some pretty important info from my buddy in the Kentucky National Guard that I think everybody should hear.
[01:34:13.295 --> 01:34:16.477]  I talked to him about a week ago when the
[01:34:24.878 --> 01:34:34.283]  Yes, I was sent by a member of the military police who gave us his info and name and documents, video of them being taught that FEMA is their new command, but that's also in the news.
[01:34:34.364 --> 01:34:42.329]  It's not like I just believe the video, and that they're being trained for gun confiscation during a chival unrest and a suspension of the Constitution.
[01:34:42.389 --> 01:34:42.709]  Go ahead.
[01:34:43.666 --> 01:34:44.126]  Exactly.
[01:34:44.166 --> 01:34:48.609]  Well, I told him about this and he said, oh no, I haven't heard anything like that.
[01:34:48.709 --> 01:34:51.251]  I'm under command of the governor of Kentucky.
[01:34:51.711 --> 01:34:53.693]  He wouldn't go along with anything like that.
[01:34:54.353 --> 01:34:55.774]  That was, you know, a week ago.
[01:34:55.994 --> 01:35:04.520]  Well, Saturday morning or midnight, Friday night, he's been on grill and I got this text from him and it kind of blew my mind.
[01:35:04.900 --> 01:35:07.221]  Let me see if I can get through here.
[01:35:07.241 --> 01:35:09.643]  Um, he sent it to me and his wife.
[01:35:09.703 --> 01:35:10.824]  He said, just thought you should know.
[01:35:12.185 --> 01:35:16.228]  Uh, we are now the state's QRF, Quick Reaction Force.
[01:35:16.628 --> 01:35:18.269]  We're getting riot control training.
[01:35:18.570 --> 01:35:25.875]  Just got all kinds of new riot gear issued to the armory, including non-lethal weapons such as tear gas and rubber bullets, handcuffs, bats, and buffer shields.
[01:35:26.582 --> 01:35:28.823]  Also, Tasers, it's our whole battalion.
[01:35:28.863 --> 01:35:31.904]  This is new to us because we are not a military police battalion.
[01:35:32.004 --> 01:35:36.405]  I was about to say, they're even training the auto mechanics now, the last year.
[01:35:36.925 --> 01:35:39.846]  And the enemy they train them to fight is the Tea Party and gun owners.
[01:35:40.466 --> 01:35:43.747]  And so for those that don't know, what this caller is saying is actually in the Army Times.
[01:35:44.368 --> 01:35:46.028]  It's actually in Stars and Stripes.
[01:35:46.108 --> 01:35:54.611]  It's hiding in plain view that Obama and his controllers are preparing for a total collapse and training the entire National Guard for one mission.
[01:35:55.649 --> 01:35:56.810]  Taking over society.
[01:35:56.850 --> 01:35:57.491]  Finish the rest.
[01:35:58.572 --> 01:36:05.117]  So receiving police riot control training, all of a sudden it's kind of off kilter because the MPs already have this training.
[01:36:05.178 --> 01:36:05.678]  Why us?
[01:36:06.158 --> 01:36:11.463]  When you think about it, the state of Kentucky will have over 5,000 soldiers trained in riot control to aid police.
[01:36:11.483 --> 01:36:17.669]  The reason is in case of martial law, I have heard martial law a dozen times in my classes today.
[01:36:19.875 --> 01:36:25.179]  And they're like, we just want you to know it may be coming, it's martial law, and the government's allowed to take the guns in a civil emergency.
[01:36:25.659 --> 01:36:27.980]  We need our guns during a collapse of society.
[01:36:28.040 --> 01:36:30.502]  Every statistic shows it makes the crime rate lower.
[01:36:30.742 --> 01:36:33.884]  But the default is Katrina, gun confiscation.
[01:36:34.705 --> 01:36:43.431]  And people will make any excuse they can, but man, I tell you, everywhere they are training for cordoning cities and confiscating guns.
[01:36:44.071 --> 01:36:50.357]  And again, they're going to cut the welfare until folks riot to set the precedent for a permanent military force.
[01:36:50.837 --> 01:36:57.343]  So the good news is, it's also the bad news, is that the first time they implode things it won't be that bad.
[01:36:58.384 --> 01:36:59.525]  And they've done this in other countries.
[01:36:59.825 --> 01:37:02.328]  It's an IMF World Bank plan, they've played it out, they've tested it.
[01:37:03.228 --> 01:37:06.792]  It'll be a small collapse at first, then they stabilize things.
[01:37:08.004 --> 01:37:15.747]  And if we go along with that and buy into the occupation, they are going to shut everything off and steal everything, including the pensions.
[01:37:16.668 --> 01:37:19.409]  And folks, don't say you didn't hear it, because I'm warning everybody.
[01:37:20.819 --> 01:37:22.140]  I'm not bragging, it's just fact.
[01:37:22.181 --> 01:37:23.842]  It isn't fun to be up point on this.
[01:37:24.523 --> 01:37:25.464]  I've done the research.
[01:37:25.644 --> 01:37:26.645]  I've researched the history.
[01:37:26.685 --> 01:37:27.326]  It isn't hard.
[01:37:27.807 --> 01:37:29.488]  But I'm the only guy that did it, it seems.
[01:37:30.590 --> 01:37:32.832]  We're following an exact paradigm here.
[01:37:33.373 --> 01:37:39.779]  And it's very scary to be the guy on the radio, it's surreal, who knows what's going on talking about this.
[01:37:40.200 --> 01:37:41.882]  Go ahead and tell me what else your friend told you.
[01:37:42.981 --> 01:37:44.882]  Well, that was pretty much the gist of it.
[01:37:44.902 --> 01:37:49.346]  Now, he's gone from a guy who was excited about, you know, serving for Kentucky.
[01:37:49.366 --> 01:37:53.689]  He would always defend and be like, no, I don't, I'm not under Obama.
[01:37:53.809 --> 01:37:55.170]  I'm under the governor of Kentucky.
[01:37:55.791 --> 01:37:59.093]  Now he's posting, talking about he's counting down the days until he gets out.
[01:37:59.734 --> 01:38:00.995]  Well, see, and that's the problem.
[01:38:01.035 --> 01:38:01.695]  That's the plan.
[01:38:01.735 --> 01:38:03.256]  I told my dad this as a doctor.
[01:38:03.817 --> 01:38:07.980]  Still had another five years to work or so if he wanted to, but he was near retirement, you know, 64.
[01:38:09.361 --> 01:38:17.169]  He said, look son, I know they want me to quit, but I just can't do this and sign these documents waiving my rights and doing all this.
[01:38:17.349 --> 01:38:23.955]  And everybody I know, police, military, doctors, everybody that served America faithfully is getting out.
[01:38:24.275 --> 01:38:25.817]  And then all you're left with is the scum.
[01:38:26.437 --> 01:38:27.759]  So see how that plan works?
[01:38:27.799 --> 01:38:28.619]  What do we do about that?
[01:38:28.880 --> 01:38:32.143]  You can't demand they stay in it when it's bad, but what do you do?
[01:38:34.093 --> 01:38:35.613]  There's nothing we can do, Alex.
[01:38:35.653 --> 01:38:39.814]  This is a foregone conclusion, and it's the judgment of God.
[01:38:39.874 --> 01:38:46.976]  That lady got up in the Congress the other day, and whether she was a brainwashed victim, I personally believe she'd been under conviction from the Lord.
[01:38:47.556 --> 01:38:50.417]  That, for me, is a big red flag.
[01:38:50.877 --> 01:38:51.657]  Judgment's coming.
[01:38:51.697 --> 01:38:52.657]  We're not Nineveh.
[01:38:53.017 --> 01:38:54.998]  Nineveh would have been repented a long time ago.
[01:38:55.698 --> 01:38:58.003]  The Book of Revelation is happening and we're with it.
[01:38:58.023 --> 01:38:59.125]  I know, I hear ya, I hear ya.
[01:38:59.205 --> 01:39:01.269]  I hate to say it, but I can feel it.
[01:39:01.309 --> 01:39:02.250]  I think it's already started.
[01:39:02.270 --> 01:39:03.813]  Have you noticed how crazy folks are going?
[01:39:04.154 --> 01:39:05.436]  They're being given great delusion.
[01:39:05.857 --> 01:39:07.260]  I think the judgment's already starting.
[01:39:08.172 --> 01:39:08.832]  It is.
[01:39:08.872 --> 01:39:12.154]  The book of Revelation isn't something that happened to my printer just the other day.
[01:39:12.534 --> 01:39:14.195]  It's not one to snap your fingers and you're in it.
[01:39:14.475 --> 01:39:15.736]  You build into it.
[01:39:15.796 --> 01:39:19.478]  We're building into it now and you have to have your head in the sand to not see it.
[01:39:19.878 --> 01:39:22.539]  And notice, who does Homeland Security say the enemy is?
[01:39:22.899 --> 01:39:26.561]  Born-again Christians, folks that believe in the second coming of Christ.
[01:39:26.861 --> 01:39:30.023]  That means you believe in the Antichrist coming and will resist it.
[01:39:30.363 --> 01:39:33.085]  That was on 60 Minutes in like 1995.
[01:39:33.625 --> 01:39:37.027]  She said, if you believe in the second coming of Christ, you're a cult member,
[01:39:37.927 --> 01:39:38.828]  You are a terrorist.
[01:39:38.848 --> 01:39:40.069]  In fact, pull up her full quote.
[01:39:40.369 --> 01:39:41.430]  You can probably find the video.
[01:39:41.450 --> 01:39:42.050]  I used to have it.
[01:39:43.851 --> 01:39:48.675]  We played it about a month ago, where she says, if you believe in the second coming of Christ, you are a cult member.
[01:39:50.436 --> 01:39:57.281]  Because these people are out, and even if you don't believe in God, folks, these people are like manifesting it.
[01:39:58.702 --> 01:39:59.802]  Talk about a creepy call.
[01:39:59.882 --> 01:40:00.143]  Wow.
[01:40:00.183 --> 01:40:00.763]  Thank you, Jerry.
[01:40:03.265 --> 01:40:04.686]  Let's talk to Caleb in Iowa.
[01:40:04.906 --> 01:40:05.766]  Caleb, you're on the air.
[01:40:05.806 --> 01:40:06.187]  Go ahead.
[01:40:07.386 --> 01:40:09.168]  Hey, Mr. Jones, is this my own air?
[01:40:09.188 --> 01:40:09.829]  Yes, sir.
[01:40:10.890 --> 01:40:13.252]  Hey, I've got a few things I want to talk about.
[01:40:13.292 --> 01:40:17.016]  First thing, I would like to say, the LAX shooting, a bunch of crap.
[01:40:18.277 --> 01:40:23.323]  If you look at the photo, the blood next to the body, I quote from that because
[01:40:24.031 --> 01:40:25.072]  Looks like a mannequin to me.
[01:40:25.832 --> 01:40:29.495]  That's what our people said live when it happened, but I just can't go there.
[01:40:29.916 --> 01:40:32.217]  All I know is they have a history of staging stuff.
[01:40:32.518 --> 01:40:33.559]  They were having a drill.
[01:40:34.179 --> 01:40:36.421]  People said it was TSA guys shooting people.
[01:40:36.761 --> 01:40:37.742]  This looks really bad.
[01:40:37.782 --> 01:40:38.482]  That's all I can say.
[01:40:39.363 --> 01:40:43.206]  Yeah, and on a second point, I'd like to ask you a question.
[01:40:43.226 --> 01:40:46.008]  A couple of years ago, actually, I think it was 2000, you
[01:40:49.992 --> 01:41:00.923]  Well, you just called in about some dead talk show host to like create some YouTube video.
[01:41:01.483 --> 01:41:09.671]  I had Bill Cooper on my radio show and he kept cussing and we have a delay and I had to cut him off and then finally ended the segment and got him off gracefully.
[01:41:10.051 --> 01:41:12.053]  Bill Cooper was famous for cussing constantly.
[01:41:12.834 --> 01:41:17.255]  And then you guys say, well, the radio show you have recorded on YouTube doesn't do it.
[01:41:17.515 --> 01:41:22.116]  And that's because when it's on AM and FM, jackass, then you don't hear it.
[01:41:23.016 --> 01:41:24.096]  So there's your answer.
[01:41:24.736 --> 01:41:25.836]  Just it's unbelievable.
[01:41:26.496 --> 01:41:28.257]  The whole New World Order is coming down on us.
[01:41:28.677 --> 01:41:29.757]  All this stuff's happening.
[01:41:30.337 --> 01:41:35.338]  And you're bringing up some UFOlogist that isn't even part of my lexicon, who I interviewed one time.
[01:41:36.198 --> 01:41:37.538]  That's why we're going to fall, folks.
[01:41:37.578 --> 01:41:39.218]  The public is just so brain dead.
[01:41:39.598 --> 01:41:40.939]  Let's talk to Alan in Florida.
[01:41:41.019 --> 01:41:41.779]  Alan, you're on the air.
[01:41:41.799 --> 01:41:42.179]  Go ahead.
[01:41:43.476 --> 01:41:52.143]  Hey, Alex, I'm a previous nights and weekend worker for a major airline, worked back during the 9-11 events.
[01:41:53.084 --> 01:42:03.171]  A couple years ago, I became a citizen journalist, and I want to thank you as being one of the people that inspired me to take the first step to start writing and keep me going.
[01:42:03.772 --> 01:42:08.736]  Sometimes it's not so easy, so I encourage all your listeners to start a blog, to start reporting.
[01:42:09.617 --> 01:42:34.455]  Anyway, getting to the LAX shooting, about nine months ago, this was in January, I was speaking with an individual who works for the TSA and is a veteran TSA worker, and this person told me that they had started new training for a mass shooting at a checkpoint, and this TSA worker was
[01:42:35.399 --> 01:42:38.140]  No, stay there, stay there.
[01:42:38.220 --> 01:42:40.822]  I'm going to come back to you, because this has been in the news.
[01:42:41.562 --> 01:42:44.183]  Guys, pull in TSA trains for checkpoint shooting.
[01:42:44.564 --> 01:42:49.866]  They have been just gearing up, and it's always a libertarian, anti-New World Order, and then it happens.
[01:42:49.886 --> 01:42:50.987]  You say, well, that's profiling.
[01:42:51.787 --> 01:42:53.188]  No, no, no, no.
[01:42:53.628 --> 01:42:56.750]  I mean, it is unbelievable how staged all this is.
[01:42:57.270 --> 01:42:59.011]  We'll be right back, ladies and gentlemen.
[01:43:01.078 --> 01:43:06.664]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[01:43:06.864 --> 01:43:14.092]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[01:43:14.252 --> 01:43:17.395]  Radioactive contamination is now in most of the food supply.
[01:43:17.595 --> 01:43:19.395]  There's only two ways to avoid this.
[01:43:19.616 --> 01:43:24.197]  Move south of the equator or properly protect your thyroid with nascent iodine.
[01:43:24.277 --> 01:43:27.037]  Looking to protect my family, I've done deep research.
[01:43:27.197 --> 01:43:32.979]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[01:43:33.159 --> 01:43:36.620]  It's made right here in the USA, completely non-GMO.
[01:43:36.820 --> 01:43:41.881]  I searched out the best quality and now have developed a double strength form of nascent iodine.
[01:43:42.061 --> 01:43:45.062]  Exclusively available at Infowarslife.com.
[01:43:45.302 --> 01:43:51.168]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[01:43:51.288 --> 01:43:53.270]  Survival Shield Nascent Iodine.
[01:43:53.431 --> 01:43:58.876]  Secure your super high quality Nascent Iodine today at InfoWarsLife.com.
[01:43:58.956 --> 01:44:00.338]  That's InfoWarsLife.com.
[01:44:01.799 --> 01:44:02.799]  I had tried everything.
[01:44:02.879 --> 01:44:05.000]  I'd cut back the amount of food I was eating.
[01:44:05.220 --> 01:44:07.920]  I was lifting weights and jogging, but nothing was working.
[01:44:08.340 --> 01:44:12.801]  My body was literally starving for minerals and trace elements, as well as key vitamins.
[01:44:13.181 --> 01:44:19.562]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:44:20.022 --> 01:44:30.464]  Now, there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:44:31.244 --> 01:44:35.387]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:44:35.708 --> 01:44:41.752]  When I started taking the Tangy Tangerine and other products every day, I lost more than 37 pounds in just two months.
[01:44:41.972 --> 01:44:43.133]  Now that's results.
[01:44:43.554 --> 01:44:49.959]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products.
[01:44:50.339 --> 01:44:56.003]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:44:56.063 --> 01:44:58.305]  Start your journey to health and wellness today.
[01:44:58.625 --> 01:45:00.226]  Infowarsteam.com
[01:45:01.167 --> 01:45:02.788]  Introducing Pro-1.
[01:45:03.048 --> 01:45:06.570]  All of your filtration in one system, portable, on-the-go.
[01:45:06.710 --> 01:45:11.113]  No more do you have two or three filters to just reduce sodium fluoride.
[01:45:11.253 --> 01:45:17.237]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:45:17.357 --> 01:45:28.143]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[01:45:28.343 --> 01:45:34.647]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:45:34.827 --> 01:45:51.818]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:45:52.138 --> 01:45:56.241]  Get your ProPure with the new Pro1 filters today at Infowarstore.com.
[01:45:57.042 --> 01:45:57.282]  Call 888-253-3139.
[01:46:01.505 --> 01:46:06.587]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:46:06.967 --> 01:46:15.429]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:46:15.849 --> 01:46:23.152]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:46:23.672 --> 01:46:31.074]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:46:31.574 --> 01:46:34.975]  I personally store and use their high-quality products.
[01:46:35.535 --> 01:46:39.176]  It tastes great, and it's easy to store for up to 25 years.
[01:46:39.716 --> 01:46:46.318]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:46:46.879 --> 01:46:53.601]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[01:46:54.081 --> 01:46:58.122]  It is essential to prepare with My Patriot Supply today.
[01:47:02.020 --> 01:47:03.181]  Coast to Coast.
[01:47:03.561 --> 01:47:04.883]  Direct from Austin.
[01:47:05.603 --> 01:47:08.946]  You're listening to the Alex Jones Broadcasting Network.
[01:47:09.507 --> 01:47:16.233]  Obama loves me.
[01:47:16.253 --> 01:47:21.817]  Hello, this is Hank Hill, and I'm telling you what, you need to listen to Alex Jones.
[01:47:23.018 --> 01:47:23.239]  No.
[01:47:23.619 --> 01:47:24.240]  In Fort Worth.
[01:47:24.540 --> 01:47:24.980]  That's racist.
[01:47:30.790 --> 01:47:35.475]  We gotta get Mike Judge live on the show.
[01:47:35.515 --> 01:47:37.556]  Give him a call.
[01:47:38.137 --> 01:47:39.298]  Let's see some live music.
[01:47:39.318 --> 01:47:44.943]  All right, I got a bunch of phone calls, a special report, tons of news I haven't gotten to.
[01:47:44.963 --> 01:47:47.045]  Weekday show comes up tomorrow, 11 a.m.
[01:47:47.085 --> 01:47:47.465]  Central.
[01:47:48.886 --> 01:47:52.610]  Infowars.com for station listings, free audio feeds, podcasts, you name it.
[01:47:54.189 --> 01:47:59.291]  We're going to go back to the caller, Allen in Florida, who worked for the airlines and had some big breaking news.
[01:47:59.331 --> 01:48:03.753]  But first, let me give you some breaking Obozo news, O-Vomit news.
[01:48:03.833 --> 01:48:10.876]  Actually, he's running our life and winning, so I should say our vanquisher, our conqueror.
[01:48:11.076 --> 01:48:14.998]  I mean, our king, our master, our supreme pimp king.
[01:48:16.474 --> 01:48:24.199]  Obama said, hey, if you're getting problems, getting kicked off your health care, having premium increases, don't worry, just go to the exchange.
[01:48:24.859 --> 01:48:33.665]  Well, here is Associated Press, also Fox reporting, Obamacare sites goes offline for extended maintenance.
[01:48:34.045 --> 01:48:36.967]  It's a fake site to create this process.
[01:48:36.987 --> 01:48:41.230]  The bill never said you got anything, so they gotta just make you think they're not screwing you.
[01:48:41.530 --> 01:48:42.911]  Oh, the site didn't work!
[01:48:44.073 --> 01:48:48.936]  And then today, he just released this video from WhiteHouse.gov like 30 minutes ago.
[01:48:48.976 --> 01:48:50.317]  This is brand new, you're about to hear.
[01:48:51.418 --> 01:48:57.482]  He comes out and says, go to the site, that's where you can sign up to get all your free stuff.
[01:48:57.822 --> 01:49:07.609]  Be like, come get your free, Happy Pills is like cyanide, people fall down dead eating it and people say, he wouldn't lie to us, he falls over dead, here you have some.
[01:49:08.129 --> 01:49:11.091]  I mean, it's like Jim Jones Kool-Aid drinking or something.
[01:49:12.134 --> 01:49:19.599]  Oh boy, let's go to Obama saying go to a website that is now down, shut down.
[01:49:20.279 --> 01:49:23.241]  And now we're just going to wait for like a lottery ticket.
[01:49:23.521 --> 01:49:24.862]  Someday the site will open.
[01:49:25.202 --> 01:49:29.504]  Someday, like a Russian line, I'll get my free sausages and nylons.
[01:49:29.544 --> 01:49:30.085]  Here it is.
[01:49:31.606 --> 01:49:37.309]  If you're getting one of these letters, just shop around in the new marketplace.
[01:49:37.769 --> 01:49:38.530]  That's what it's for.
[01:49:39.704 --> 01:49:44.751]  President Obama this week offering his advice to the potentially millions... So there you go!
[01:49:44.852 --> 01:49:47.596]  I mean, just go shop around on the website!
[01:49:47.656 --> 01:49:50.279]  I mean, the website's completely down now!
[01:49:50.299 --> 01:49:52.743]  I mean, come on, don't be a...
[01:49:53.963 --> 01:50:05.228]  I imagine a headline tomorrow, Alex Jones isn't just a murderer, isn't just a terrorist, isn't just behind the LAX shooting because he made up something called the New World Order that all these world leaders are calling for.
[01:50:05.809 --> 01:50:09.450]  No, and CNBC says we're under global government of the New World Order.
[01:50:09.791 --> 01:50:10.211]  No, no, no.
[01:50:10.971 --> 01:50:12.571]  It's Alex Jones!
[01:50:12.651 --> 01:50:14.712]  That's why the Obamacare doesn't work.
[01:50:15.152 --> 01:50:17.452]  Or it's anybody else that doesn't buy into it.
[01:50:17.793 --> 01:50:21.113]  Actually, they've said it's secret Republican sabotage.
[01:50:21.513 --> 01:50:25.054]  They've been saying that for two weeks of the Obamacare website.
[01:50:25.714 --> 01:50:27.055]  They have surrogates say it, though.
[01:50:27.755 --> 01:50:30.655]  I'm sorry, Allen in Florida, finish your point up.
[01:50:31.516 --> 01:50:32.996]  Recap what you were saying and get into it.
[01:50:33.655 --> 01:50:34.216]  Sure Alex.
[01:50:34.696 --> 01:50:49.791]  So this individual was a veteran TSA checkpoint worker, told me that suddenly, this was in January of this year, the TSA had rolled out new training for an active shooter scenario.
[01:50:50.391 --> 01:50:54.976]  And this worker seemed very upset and actually afraid
[01:50:55.616 --> 01:51:03.380]  The worker told me they were afraid to go to work, and they were told always look for an escape route, you know, at any time a shooter could show up.
[01:51:03.500 --> 01:51:07.422]  And if that happens, the TSA needs to save themselves.
[01:51:07.522 --> 01:51:09.303]  Don't worry about protecting the passengers.
[01:51:09.843 --> 01:51:11.084]  Save yourself first.
[01:51:11.744 --> 01:51:17.807]  Now, like I told you, I had recently become, partly thanks to you, a citizen journalist.
[01:51:19.179 --> 01:51:21.440]  I published this at Washington Times Communities.
[01:51:21.460 --> 01:51:24.621]  You know, I thought you've called before.
[01:51:24.941 --> 01:51:28.502]  Didn't you call a couple weeks ago mentioning your fear of a mass shooting?
[01:51:30.242 --> 01:51:30.783]  Uh, yes sir.
[01:51:31.623 --> 01:51:33.363]  Wow, I'm freaking out right now.
[01:51:33.744 --> 01:51:35.704]  I remember, in fact, tell your name.
[01:51:35.984 --> 01:51:37.445]  We pulled it up and saw your article.
[01:51:37.725 --> 01:51:38.885]  You actually warned of this.
[01:51:38.925 --> 01:51:39.986]  Go ahead, what's your name?
[01:51:40.066 --> 01:51:43.727]  Yeah, actually, Alan, I have the same name as you, no relation, Alan Jones.
[01:51:46.141 --> 01:51:49.564]  So about two weeks after this, something strange happened.
[01:51:49.924 --> 01:52:04.395]  I was approached in a public place by this guy with a camera who just came up to me and started taking pictures of me and then telling me things about where I used to live, different cities, and then just took off.
[01:52:04.995 --> 01:52:11.680]  So I've since come to learn I believe that person is a DHS contractor, is a canine handler.
[01:52:13.504 --> 01:52:20.891]  But yeah, this person was upset that this was new training they had never seen in their life at the TSA.
[01:52:23.325 --> 01:52:28.629]  Well, sir, it sounds like you need to cover this more, but I remember you calling.
[01:52:28.669 --> 01:52:29.009]  What was it?
[01:52:29.029 --> 01:52:36.575]  Two, three weeks ago, you were worried about a mass shooting in an airport, and then you got harassed by some operative because they knew you were on to it.
[01:52:36.675 --> 01:52:36.976]  Wow.
[01:52:37.216 --> 01:52:38.337]  We're living in a spy movie.
[01:52:38.457 --> 01:52:39.838]  I mean, that's all I can say.
[01:52:40.318 --> 01:52:42.060]  You should go find that YouTube clip.
[01:52:42.140 --> 01:52:43.261]  You remember when you called in.
[01:52:43.621 --> 01:52:45.422]  Was it two, three weeks ago or a month ago?
[01:52:45.462 --> 01:52:45.903]  When was that?
[01:52:46.523 --> 01:52:46.923]  I don't know.
[01:52:47.003 --> 01:52:49.145]  I don't know if I mentioned this particular story.
[01:52:49.165 --> 01:52:54.829]  No, you called in during the day, because I remember saying this and having a discussion, and it was you.
[01:52:55.209 --> 01:52:58.951]  And I said, I'm worried they're going to stage a mass shooting probably at LAX.
[01:52:59.092 --> 01:53:00.232]  I remember that call.
[01:53:01.513 --> 01:53:03.494]  Okay, I can't remember.
[01:53:03.915 --> 01:53:09.258]  Problem is, I do like 16, 17 hours a week or more just of live radio, but I remember.
[01:53:09.659 --> 01:53:10.399]  God bless you, brother.
[01:53:10.419 --> 01:53:11.140]  I appreciate your call.
[01:53:12.444 --> 01:53:16.048]  Anybody can search TSA prepares for mass shootings.
[01:53:16.068 --> 01:53:18.691]  You can find articles from a month ago, you name it.
[01:53:19.051 --> 01:53:25.499]  But I want to go to a report speaking of the demonization of gun owners right now, then we'll come back and see if I can find that news article.
[01:53:26.079 --> 01:53:30.584]  Here is that report dealing with the demonization of gun owners.
