[00:00:00.029 --> 00:00:00.590]  It's Alex Jones!
[01:31:57.742 --> 01:32:02.665]  Some reviews are already saying that Locusts on the Horizon is one of the best prepper books ever written.
[01:32:03.186 --> 01:32:07.168]  It provides over 1,100 pages for the full spectrum of vital prepper knowledge.
[01:32:07.529 --> 01:32:13.613]  It is encyclopedic in scope and size on how to prepare for the next Great Depression or a whole host of other looming threats.
[01:32:13.993 --> 01:32:20.355]  Whether it's a grid-down situation or the economic collapse that will be the next Great Depression, this book is affordable for everyone.
[01:32:20.595 --> 01:32:24.697]  The lives of you and your family are priceless, and this book could save them for only $2.99.
[01:32:26.578 --> 01:32:29.479]  Keep your family alive and together no matter what happens.
[01:32:29.699 --> 01:32:36.541]  You can read Locusts on the Horizon right now on any computer, any tablet, smartphone, or even online through the Amazon Cloud.
[01:32:36.802 --> 01:32:37.742]  Time is running out.
[01:32:37.862 --> 01:32:39.403]  The time to prepare is now.
[01:32:39.543 --> 01:32:43.244]  Your copy of Locusts on the Horizon is available immediately on Amazon.
[01:32:43.544 --> 01:32:46.186]  Or you can go to locustsonthehorizon.com.
[01:32:46.367 --> 01:32:49.049]  Again, that's locustsonthehorizon.com.
[01:32:52.452 --> 01:33:00.139]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:33:01.620 --> 01:33:06.665]  From the front lines of the information war, it's Alex Jones.
[01:33:09.744 --> 01:33:14.389]  If you just joined us, we've got video up on InfoWars.com and PrisonPlanet.com.
[01:33:15.049 --> 01:33:18.533]  Riot police use force against elderly vets outside White House.
[01:33:19.314 --> 01:33:21.977]  And these veterans are just trying to go protest at the White House.
[01:33:22.577 --> 01:33:24.579]  That's a non-free speech zone, folks.
[01:33:24.639 --> 01:33:25.100]  I've been there.
[01:33:25.901 --> 01:33:29.004]  And these people in UN bright blue uniforms.
[01:33:30.828 --> 01:33:46.725]  These are federal riot police in bright blue uniforms come up and start hitting them with metal batons and like 75 year old guys are like ramming the cops up against the wall and the cops are just groveling around in fear.
[01:33:48.427 --> 01:33:49.989]  Just ultra bizarre.
[01:33:52.881 --> 01:34:02.067]  Hats off to the World War II vets right there, current veterans and active duty that were out there with them as well, up against the nanny state weirdos.
[01:34:02.087 --> 01:34:04.769]  I mean, you can look, these federal police are like hand-picked trendies.
[01:34:04.789 --> 01:34:12.315]  I mean, you can guarantee that these are absolute Obama loyalists and pathetic.
[01:34:13.035 --> 01:34:14.756]  Imagine a real battle with these people.
[01:34:15.036 --> 01:34:19.479]  You can tell which side's going to be running real fast because they're all into the fear.
[01:34:19.520 --> 01:34:21.361]  If you're not afraid of them, it totally freaks them out.
[01:34:23.174 --> 01:34:27.356]  Whereas a real man's only excited if some bully starts a fight that's twice as big as him.
[01:34:27.376 --> 01:34:29.538]  That's the only way you even wake up to kick somebody's butt.
[01:34:30.078 --> 01:34:34.360]  These little coward types are just not used to people that don't completely grovel to them.
[01:34:35.161 --> 01:34:39.323]  A bunch of videos up on InfoWars.com and PrisonPlanet.com.
[01:34:39.343 --> 01:34:45.507]  But to make a long story short here, people want a talk show host to be able to tell them they know what's going on.
[01:34:45.647 --> 01:34:51.070]  And I'm pretty good at figuring out generally what's going to happen with a piece of legislation or something like that.
[01:34:52.020 --> 01:34:53.882]  I don't know what's going on with the missing nukes.
[01:34:54.122 --> 01:34:58.645]  I know that, this was a high-level source told me this, all hell broke loose once it happened.
[01:34:59.006 --> 01:35:02.268]  Lindsey Graham said his state will be nuked, you know, and all this stuff.
[01:35:02.629 --> 01:35:07.753]  A day after we said it, all these top generals, the head nuke general, the second command, they're all being removed.
[01:35:08.293 --> 01:35:12.056]  Flimsy, the media's saying it's suspicious, they're not supposed to say they've even been fired.
[01:35:12.457 --> 01:35:14.298]  The Marines are firing all these top people.
[01:35:16.140 --> 01:35:18.702]  There's a major shakeup going on.
[01:35:19.978 --> 01:35:25.442]  And you've got EBT cards nationwide going down over the weekend and people freaking out over that.
[01:35:25.902 --> 01:35:30.606]  You've got the Republicans capitulating to Obama and saying, we'll give you whatever you want.
[01:35:31.927 --> 01:35:32.207]  Fine.
[01:35:32.887 --> 01:35:38.291]  You can have the debt increases, you can have the total Obamacare, it's all yours, you own it.
[01:35:38.591 --> 01:35:39.612]  And Obama says, no!
[01:35:40.232 --> 01:35:41.954]  That might endanger our credit.
[01:35:42.694 --> 01:35:43.275]  That's the quote.
[01:35:43.295 --> 01:35:44.976]  I have the article right here in the Associated Press.
[01:35:47.475 --> 01:35:55.640]  If you don't just give me unlimited, just sign a blank check, a permanent debt increase, basically, and they're like, well, we can't do that.
[01:35:55.680 --> 01:35:57.220]  That's another piece of legislation.
[01:35:57.300 --> 01:35:58.281]  It doesn't matter.
[01:35:59.202 --> 01:36:05.825]  My constituents have IQs very low, very low below room temperature.
[01:36:06.325 --> 01:36:10.488]  You will give me what I want or I'm going to blame the EBT cards not working on you.
[01:36:12.170 --> 01:36:17.873]  And basically, Boehner has now completely prostrated himself before the dear leader.
[01:36:18.694 --> 01:36:22.836]  And this is the Cloward and Piven plan, which I use Cloward and Piven because it's well known.
[01:36:23.417 --> 01:36:30.641]  Socialist kleptocrats always try to implode an economy, an existing system, to destroy the old system to build the new.
[01:36:31.795 --> 01:36:33.357]  And in the crisis they pose as saviors.
[01:36:33.978 --> 01:36:48.317]  And Obama is confident that his illegal aliens that are allowed to protest and demonstrate at all the war memorials as veterans are kept out, they're going to vote to take the guns, they're going to vote for socialism, they're going to vote for their free welfare, so are all the other welfare people.
[01:36:49.505 --> 01:36:53.246]  And then you've got all the other folks that are on disability for other reasons, and I'm not judging them.
[01:36:53.627 --> 01:36:57.508]  The system shut down the factory, shut down the wealth to make you dependent.
[01:36:57.568 --> 01:36:58.408]  Now you're dependent.
[01:36:58.989 --> 01:37:01.390]  And it doesn't matter if you're going into a meat grinder.
[01:37:02.110 --> 01:37:03.611]  You've got to submit to him.
[01:37:04.271 --> 01:37:05.811]  You've got to submit to socialism.
[01:37:06.192 --> 01:37:09.453]  And so MSNBC announces, your kids don't belong to you, they belong to the state.
[01:37:09.833 --> 01:37:14.115]  In official TV ads, they announce, we're going to give you forced inoculations.
[01:37:14.215 --> 01:37:16.596]  They announce, we're going to force feed you GMOs.
[01:37:16.636 --> 01:37:17.076]  They announce,
[01:37:18.138 --> 01:37:19.400]  We're going to fund Al Qaeda.
[01:37:20.521 --> 01:37:23.084]  No humiliation is enough for the American people.
[01:37:23.144 --> 01:37:25.106]  This is the destruction of the republic.
[01:37:26.467 --> 01:37:38.781]  Now you know why Obama five years ago came out and said the number one enemy is returning veterans and gun owners and libertarians and constitutionalists and in the fetters and Ron Paul supporters and patriots.
[01:37:40.080 --> 01:37:49.792]  And Aaron Russo and Alex Jones and anybody else that even... I mean, if you like a 57 Chevy, if you like Marilyn Monroe, you're on a terror list.
[01:37:49.832 --> 01:37:50.774]  And I'm not even joking.
[01:37:51.755 --> 01:37:52.015]  Okay?
[01:37:53.078 --> 01:38:02.226]  I mean, if you've got a heartbeat, if you don't like thugs, if you don't like criminals, if you don't like gangster government, if you don't like corruption, they've got your number.
[01:38:02.586 --> 01:38:10.473]  If you've got a heartbeat and are red-blooded and won't bend over to total tyranny and death camps and mass arrest and collectivization,
[01:38:11.394 --> 01:38:17.018]  Like Ukraine and Poland went under during the Red Terror, you are going to be targeted.
[01:38:17.438 --> 01:38:17.959]  Period.
[01:38:18.519 --> 01:38:20.300]  Doesn't matter if you've gone along with it.
[01:38:20.521 --> 01:38:23.823]  They know you've got a subscription to classic cars.
[01:38:24.063 --> 01:38:25.584]  That's enough to go to a death camp.
[01:38:26.205 --> 01:38:27.165]  You think I'm joking?
[01:38:27.285 --> 01:38:28.026]  I'm not kidding.
[01:38:28.506 --> 01:38:31.849]  These people want mindless jellyfish with handlebar
[01:38:32.969 --> 01:38:38.074]  Handlebar mustaches and unmatching socks that don't know who they are.
[01:38:38.434 --> 01:38:39.655]  That's the future man.
[01:38:39.875 --> 01:38:41.236]  That's who inherits the earth.
[01:38:42.257 --> 01:38:45.199]  We sent our reporters out last week to Austin, Texas.
[01:38:45.219 --> 01:38:52.666]  14 out of 20 Austinites, on video, signed a petition to make everyone wear helmets to walk down the street.
[01:38:53.476 --> 01:38:54.196]  For Obama.
[01:38:54.837 --> 01:38:56.118]  They've banned dodgeball.
[01:38:56.158 --> 01:38:57.258]  They've banned tag.
[01:38:57.358 --> 01:38:58.899]  They've banned running.
[01:38:58.959 --> 01:39:01.781]  Now they've banned footballs and all their balls from recess.
[01:39:02.161 --> 01:39:03.322]  They've banned everything.
[01:39:04.382 --> 01:39:08.525]  Because they want you as total emasculated, castrated prisoners.
[01:39:08.745 --> 01:39:10.086]  Well that's death anyways!
[01:39:11.266 --> 01:39:13.167]  And they know you're going to keep going to work.
[01:39:13.247 --> 01:39:24.651]  They know you're going to work four jobs, if three isn't enough, to pay money so that big mega bankers can have hundreds of billions of dollars of control, trillions in leverage, tens of billions in their own bank accounts.
[01:39:25.131 --> 01:39:27.772]  They know you're going to keep working no matter what they do.
[01:39:28.352 --> 01:39:32.494]  They know you'll work hard to pay their paycheck and grovel to them.
[01:39:32.634 --> 01:39:38.036]  They know no matter what they do, you're going to be good slaves.
[01:39:39.284 --> 01:39:46.028]  The petition we gave Austinites said chumps, chumps, chumps for wearing helmets walking down the street.
[01:39:47.849 --> 01:39:50.150]  Compelled helmet use for misfortunate public.
[01:39:50.991 --> 01:39:58.015]  And it says chump asked the city of Austin to make it the law to make you wear a helmet and to give you giant fines.
[01:39:58.055 --> 01:39:58.555]  And it breaks it.
[01:39:58.595 --> 01:40:03.838]  And they all said, they said in pure English, most of them spoke perfect English, like all of them did.
[01:40:04.098 --> 01:40:06.560]  They said, yes, I think we should make the public wear it.
[01:40:08.291 --> 01:40:10.613]  These are UT graduate students, many of them.
[01:40:11.014 --> 01:40:12.155]  University of Texas.
[01:40:12.555 --> 01:40:15.478]  They are ready, no matter what the government says.
[01:40:15.838 --> 01:40:17.419]  They are ready to follow orders.
[01:40:17.479 --> 01:40:21.063]  They love it because they feel powerful through the system.
[01:40:22.504 --> 01:40:23.625]  We've sent our reporters out.
[01:40:23.645 --> 01:40:28.489]  We've had other contributors go out, like Mark Dice, and we say we're going to put gun owners in camps.
[01:40:29.409 --> 01:40:30.349]  Every one of them signs.
[01:40:30.990 --> 01:40:34.311]  We're going to arrest anyone that supports the Bill of Rights.
[01:40:34.511 --> 01:40:34.831]  Yes.
[01:40:35.691 --> 01:40:38.972]  We are going to abort babies up to age three.
[01:40:39.192 --> 01:40:42.653]  Every person signs and says, I want to murder babies.
[01:40:44.994 --> 01:40:56.318]  I mean, these people are just like groveling, pathetic, on their back little weasels who just grovel in their weakness to any form of tyranny.
[01:40:57.376 --> 01:40:58.679]  It's like moths to flame.
[01:40:58.719 --> 01:41:00.582]  The worse it is, the more they're for it.
[01:41:00.843 --> 01:41:02.966]  The more degenerate, the more they're for it.
[01:41:03.307 --> 01:41:05.892]  The more absolutely mindless, the more they're for it.
[01:41:07.082 --> 01:41:08.363]  Because it's winning to them.
[01:41:08.923 --> 01:41:17.928]  They associate, just like some sports team fan goes and pays money and sits in the stand and feels like they're winners because guys are down on a field doing simulated combat.
[01:41:18.709 --> 01:41:20.650]  They don't care the real world's going on around them.
[01:41:20.670 --> 01:41:22.431]  They don't care that business is real war.
[01:41:22.691 --> 01:41:25.673]  They don't care the globalists are waging real economic war on them.
[01:41:25.993 --> 01:41:32.197]  They don't care because perception is reality for them and they feel like they're in control and they love it!
[01:41:32.737 --> 01:41:34.758]  They don't care if there's missing nuclear weapons!
[01:41:34.978 --> 01:41:37.940]  They don't care if there's cancer, viruses, and the vaccines on record!
[01:41:38.260 --> 01:41:41.802]  They don't care if the cancer rate's up 3,000% in the last 50 years!
[01:41:42.163 --> 01:41:44.664]  They don't care if neurological disorders are off the chart!
[01:41:44.924 --> 01:41:48.566]  They don't care if it's been declassified, they put fluoride in the water to brain damage people!
[01:41:48.887 --> 01:41:49.687]  They don't care!
[01:41:49.847 --> 01:41:50.768]  They're brain damaged!
[01:41:50.788 --> 01:41:51.408]  They like it!
[01:41:51.448 --> 01:41:52.069]  They want it!
[01:41:52.269 --> 01:41:53.189]  They're gonna own it!
[01:41:53.429 --> 01:41:54.010]  They want it!
[01:41:54.150 --> 01:41:55.791]  They have no respect for themselves!
[01:41:57.338 --> 01:42:04.383]  And the sooner you realize, folks, they're not to be talked to, they're not to be nice to, you try to warn them, they laugh at you, move on.
[01:42:04.423 --> 01:42:05.083]  They don't count.
[01:42:05.263 --> 01:42:06.444]  They're dead already.
[01:42:06.884 --> 01:42:16.511]  We need the men and women, black, white, Hispanic, old, young, north, south, east, west, I don't care who you are, Jewish, Muslim, agnostic, Christian, atheist, Easter Bunny worshipers.
[01:42:16.831 --> 01:42:17.632]  It doesn't matter to me.
[01:42:17.892 --> 01:42:26.918]  If you don't want to be a total slave, and if you don't want to be conned and raped, and if you want reality, then you better wake up and research our claims and find out they're true.
[01:42:27.638 --> 01:42:36.467]  If you don't want to be a total chump idiot, then wake up to the New World Order Transhumanist Eugenics Global Singularity Control Grid Takeover.
[01:42:37.549 --> 01:42:37.769]  Okay?
[01:42:37.809 --> 01:42:38.890]  Because let me tell you, 99.999999999% of you.
[01:42:38.910 --> 01:42:39.611]  We've done the math.
[01:42:39.731 --> 01:42:40.532]  It's actually .00000000 something.
[01:42:40.552 --> 01:42:42.013]  You're not part of the establishment.
[01:42:51.832 --> 01:43:04.961]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens and parasites.
[01:43:05.581 --> 01:43:15.888]  At Silver Lungs, we have developed a reliable and easy-to-use full production system for creating endless Pure Nano Silver solutions right from the convenience and comfort of your home.
[01:43:16.528 --> 01:43:20.772]  Your self-produced nano-silver solutions can be applied topically to the skin.
[01:43:21.192 --> 01:43:31.142]  For many who are new to silver that wish to try silver for the first time, we offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays.
[01:43:31.582 --> 01:43:32.243]  We're good to go.
[01:43:51.846 --> 01:43:56.947]  Alex Jones here, and I want to tell you about a longtime friend of the show, My Patriot Supply.
[01:43:57.307 --> 01:44:05.789]  As you might remember, this is the company that stood up to the DHS and exposed FEMA's secret plan to begin hoarding emergency survival food.
[01:44:06.189 --> 01:44:13.490]  It has always been my belief that it's key to stand behind companies who share the same values as their fellow Patriots.
[01:44:14.030 --> 01:44:21.412]  My Patriot Supply brings us their exclusive Patriot Pantry brand, along with many other fine preparedness products.
[01:44:21.932 --> 01:44:25.314]  I personally store and use their high-quality products.
[01:44:25.874 --> 01:44:29.516]  It tastes great, and it's easy to store for up to 25 years.
[01:44:30.076 --> 01:44:36.659]  For a limited time, you can save $50 instantly on a four-week supply of food, along with other special offers.
[01:44:37.219 --> 01:44:43.943]  Visit mypatriotsupply.com forward slash alex today with the new world order making rapid advances on every front.
[01:44:44.423 --> 01:44:48.465]  It is essential to prepare with My Patriot Supply today.
[01:44:51.021 --> 01:44:52.001]  Ben Swan here.
[01:44:52.262 --> 01:44:53.382]  We are winning.
[01:44:53.442 --> 01:45:00.665]  Alternative media is challenging and beating mainstream media, and it's imperative for the liberty movement to continue this momentum.
[01:45:01.145 --> 01:45:07.728]  However, independent media cannot win without the support of sponsors and advertisers like Diamond Gusset Jeans.
[01:45:08.188 --> 01:45:13.531]  For over 26 years, Diamond Gusset has been owned by patriots with products designed for patriots.
[01:45:14.031 --> 01:45:19.555]  When I put on a pair of Diamond Gusset jeans, I enjoy the quality, comfort, durability, and style.
[01:45:20.055 --> 01:45:22.877]  Most importantly, my wife really likes them as well.
[01:45:23.377 --> 01:45:30.582]  From the cotton to the last stitch, Diamond Gusset bucks the industry standard by producing a 100% all-American product.
[01:45:30.882 --> 01:45:32.303]  Another reason for my endorsement.
[01:45:32.823 --> 01:45:37.027]  So, Ben Swan is asking you to go visit DiamondLiberty.com right now.
[01:45:37.368 --> 01:45:44.014]  With promo code BEN, you will receive a 20% off discount on a pair of male or female Diamond Gusset jeans.
[01:45:44.494 --> 01:45:50.380]  Remember, DiamondLiberty.com, and you are directly supporting the growth of independent media.
[01:45:50.640 --> 01:45:54.644]  When an emergency happens, you'll be left to fend for yourself and your family.
[01:45:54.944 --> 01:45:57.687]  An outbreak of contagious disease can happen anywhere.
[01:45:57.967 --> 01:46:00.509]  And the threat of bioterrorism is always at hand.
[01:46:00.809 --> 01:46:06.212]  Because we're faced with more diseases than ever before, we need a better solution than ever before.
[01:46:06.612 --> 01:46:10.175]  Fortunately, there's a simple, effective way to protect yourself.
[01:46:10.555 --> 01:46:17.259]  Supernatural Silver offers a safe and effective means of fighting pathogens, and can help defeat the root of these problems.
[01:46:17.739 --> 01:46:23.403]  Supernatural Silver is effective against more than 500 different disease-causing pathogens.
[01:46:23.763 --> 01:46:33.728]  Without encouraging drug resistance and without side effects, Supernatural Silver is the number one choice of thousands of people for immune system support.
[01:46:34.069 --> 01:46:39.391]  Go to SupernaturalSilver.com and give you and your loved ones a fighting chance.
[01:46:39.852 --> 01:46:42.013]  That's SupernaturalSilver.com.
[01:46:42.493 --> 01:46:45.775]  Use the promo code OCTOBER2013 for 20% off your entire order and like us on Facebook.
[01:46:52.389 --> 01:46:53.570]  Coast to Coast.
[01:46:53.930 --> 01:46:55.271]  Direct from Austin.
[01:46:55.992 --> 01:47:00.075]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.541 --> 01:47:12.644]  Waging war on corruption.
[01:47:12.924 --> 01:47:14.325]  It's Alex Jones.
[01:47:14.925 --> 01:47:19.308]  Coming to you live from the front lines of the Info War.
[01:47:20.449 --> 01:47:21.330]  Here's the problem.
[01:47:22.813 --> 01:47:32.437]  The average person, a doctor, a software engineer, a scientist, a manager listening, doesn't think of themselves as a leader to fight for liberty.
[01:47:32.757 --> 01:47:35.838]  They don't even imagine the political or corporate system where they would do that.
[01:47:36.479 --> 01:47:37.759]  You've got to build that system.
[01:47:37.779 --> 01:47:41.301]  You've got to do it in little ways every day or become a slave.
[01:47:42.121 --> 01:47:48.824]  Because there are special interests that want to make money off of controlling systems, not off of producing.
[01:47:50.990 --> 01:48:02.395]  And so many men I know that are high IQ or intelligent, they just don't have the guts, the spirit, the intellect, or they're so selfish they think, I'll just make money in my own system and stay out of the way and let you fight for my freedom.
[01:48:02.675 --> 01:48:04.956]  But now they're learning there's no future for them as well.
[01:48:05.696 --> 01:48:10.779]  You either get involved now and stand up, or we're going to go into a nightmare situation.
[01:48:12.059 --> 01:48:14.460]  And hey, have you got the money to flee the country and go somewhere else?
[01:48:14.520 --> 01:48:15.260]  More power to you!
[01:48:15.601 --> 01:48:18.642]  The problem is it's a global kleptocratic system they're setting up.
[01:48:19.701 --> 01:48:22.402]  They're going after, they're trying to shut down Switzerland right now.
[01:48:22.982 --> 01:48:25.283]  You're not gonna run from this, ladies and gentlemen.
[01:48:26.103 --> 01:48:27.003]  At least not for long.
[01:48:27.663 --> 01:48:29.484]  The only way is to stand against it.
[01:48:31.044 --> 01:48:38.126]  And I understand we've all been habitualized that all conflict is through ritualized fake sports on TV, but no, no, there's a real world going on.
[01:48:38.146 --> 01:48:40.387]  There's real reasons for your male instinct.
[01:48:40.667 --> 01:48:44.368]  There's real reasons for your motherly instinct to love your children, to care about others.
[01:48:45.168 --> 01:48:47.029]  And folks better get that instinct
[01:48:48.886 --> 01:48:50.647]  Or bow down and become conscious slaves.
[01:48:51.388 --> 01:48:53.029]  I'm just here so that you know there's a choice.
[01:48:54.030 --> 01:49:06.759]  Some of the news here, veterans again remove the barricades from memorials and bring them to the White House as tokens to show that they're not going to be blocked from going to memorials where the illegal aliens are only allowed to dance around and have events.
[01:49:07.460 --> 01:49:17.527]  And so again, we now have footage of the police attacking veterans with batons, and the veterans fought back, and then the green police in UN uniforms then grovel in fear.
[01:49:18.488 --> 01:49:19.529]  Here's a Reuters article.
[01:49:19.569 --> 01:49:22.211]  Top bankers warned of the dire consequences of U.S.
[01:49:22.251 --> 01:49:22.691]  defaults.
[01:49:23.271 --> 01:49:34.939]  They've been maneuvering us, like all other countries, in fiat debt towards collapse, but they want an incremental long collapse, where they suck us dry slowly, not where we have a chance to see the threat and struggle against it.
[01:49:35.019 --> 01:49:39.202]  So, one of the world's most powerful bankers warned of terrible consequences of the U.S.
[01:49:39.622 --> 01:49:40.483]  defaults and its debt.
[01:49:40.783 --> 01:49:43.605]  So the Republicans came to Obama and said, here's everything you want.
[01:49:44.793 --> 01:49:48.714]  We give in because your Obamacare is so horrible, you're going to get the blame.
[01:49:48.734 --> 01:49:50.654]  And Obama said, I'm not going to sign it.
[01:49:51.234 --> 01:49:53.015]  My constituents are dumber than dirt.
[01:49:53.715 --> 01:49:55.415]  I actually came out and said, I'm not signing it.
[01:49:55.735 --> 01:49:58.596]  You give me unlimited blank check forever on the debt limit.
[01:49:58.616 --> 01:50:00.036]  They said, well, we can't do that.
[01:50:00.056 --> 01:50:02.696]  And he said, well, then I'm going to keep it closed.
[01:50:03.357 --> 01:50:09.798]  And my controlled media will lie to my moron supporters who think they can't sign up because there's a glitch.
[01:50:12.705 --> 01:50:14.586]  Everyone I know has had their insurance double.
[01:50:15.627 --> 01:50:17.968]  And all the people thinking it's free, they're learning it's not free.
[01:50:17.988 --> 01:50:18.789]  But it doesn't matter.
[01:50:18.809 --> 01:50:21.250]  They're all just... They just love being abused.
[01:50:21.270 --> 01:50:21.710]  It doesn't matter.
[01:50:22.251 --> 01:50:26.513]  Amid NSA outage, big tech companies plan to track your every move aggressively.
[01:50:27.353 --> 01:50:28.714]  That's being reported by Wired.
[01:50:29.074 --> 01:50:30.395]  Here's some other news.
[01:50:30.755 --> 01:50:35.298]  Special Ops uniform will transform Army Commandos into Iron Man Army.
[01:50:35.998 --> 01:50:38.200]  It's an actual exoskeleton they're going to wear.
[01:50:39.434 --> 01:50:43.535]  And of course, in the future, if the troops don't take the brain chips, they won't be allowed to be in it anyways.
[01:50:44.195 --> 01:50:46.196]  But they'll be the elite cyborg command.
[01:50:46.596 --> 01:50:49.137]  Even the head of Google, Schmitty, has come out and talked about that.
[01:50:50.977 --> 01:50:51.718]  Oh, and here's another one.
[01:50:51.878 --> 01:50:52.698]  Daily Mail.
[01:50:53.058 --> 01:50:55.099]  The app that lets you remote control a cockroach.
[01:50:55.119 --> 01:50:56.059]  But is it ethical?
[01:50:57.182 --> 01:51:01.645]  So it's okay to control you with the iPhone designed to brainwash you, but not the cockroach.
[01:51:02.325 --> 01:51:07.008]  And yes, they came out 25 years ago, or more, with remote-controlled cockroaches with brain chips.
[01:51:07.789 --> 01:51:09.190]  But now they have them.
[01:51:10.030 --> 01:51:12.472]  Now they have the app that lets you remote-control the cockroach.
[01:51:12.992 --> 01:51:17.775]  Cockroaches may be considered vermin, but one team of scientists has found a way to keep the pest under control.
[01:51:17.855 --> 01:51:18.996]  Remote control, that is.
[01:51:19.716 --> 01:51:27.568]  Michigan-based Backyard Brains created an electronic backpack that fits in the cockroach and makes it turn on command using electronic impulses.
[01:51:28.089 --> 01:51:30.793]  Yeah, I mean, look what CNN did to the average American.
[01:51:31.514 --> 01:51:32.456]  Works really well.
[01:51:34.585 --> 01:51:37.767]  Continuing, ladies and gentlemen, with news.
[01:51:38.607 --> 01:51:40.828]  The Hollywood Reporter has a really funny article.
[01:51:41.268 --> 01:51:42.869]  I thought this was funny because you can look it up.
[01:51:43.270 --> 01:51:48.692]  It was MSNBC and others that were caught a few years ago with Nielsen paying for fake ratings.
[01:51:49.113 --> 01:51:50.453]  In fact, I forgot to tell you to search that.
[01:51:50.813 --> 01:51:52.094]  Go to the NSA database.
[01:51:52.334 --> 01:51:53.815]  Google the two-way spy system.
[01:51:54.475 --> 01:51:59.458]  And search MSNBC or Nielsen caught in fake ratings.
[01:52:00.038 --> 01:52:00.899]  And if memory serves.
[01:52:02.342 --> 01:52:04.804]  It'll be, MSNBC was the main one with fake ratings.
[01:52:04.924 --> 01:52:08.746]  I mean, nobody watches that but a few drooling sycophants.
[01:52:09.126 --> 01:52:14.969]  Here's Hollywood Reporter, MSNBC's president wants investigation into Fox News in possible gain.
[01:52:16.290 --> 01:52:22.933]  They wonder how Fox News doubled ratings with putting Megyn Kelly in there over Rachel Maddow.
[01:52:22.973 --> 01:52:25.835]  I mean, Rachel Maddow already has one of the lowest audiences out there.
[01:52:26.656 --> 01:52:28.977]  Nobody wants to look at a younger Janet Reno.
[01:52:30.589 --> 01:52:30.889]  You think?
[01:52:49.133 --> 01:52:55.736]  Rachel Maddow, no one wants to look, they want to see a nice feminine lady, even though she's regurgitating neocon propaganda.
[01:52:56.336 --> 01:53:00.398]  You know, people still like women, even though you haven't totally destroyed all the sexes yet.
[01:53:00.838 --> 01:53:05.601]  But here it is, MSNBC president wants an investigation into Fox News impossible rating game.
[01:53:06.121 --> 01:53:09.222]  There it is, Nielsen and Twitter established social TV rating.
[01:53:09.983 --> 01:53:11.583]  Now that was 2012.
[01:53:12.044 --> 01:53:14.905]  Type in Nielsen fake rating scandal.
[01:53:16.636 --> 01:53:17.858]  I mean, this came out a few years ago.
[01:53:18.378 --> 01:53:19.660]  It was MSNBC that was in it.
[01:53:20.080 --> 01:53:23.645]  Type in, Nielsen caught in fake ratings.
[01:53:23.665 --> 01:53:27.189]  I remember the exact headline.
[01:53:27.209 --> 01:53:27.629]  Here, let me look.
[01:53:28.691 --> 01:53:29.892]  I'll go to the database and look it up.
[01:53:29.912 --> 01:53:33.076]  Let me see if I can find it.
[01:53:33.096 --> 01:53:34.578]  Let's see if I can do this right now on air.
[01:53:37.964 --> 01:53:40.845]  Okay, I'm at the NSA database, Google, two-way spy grid.
[01:53:41.505 --> 01:53:42.466]  I get a limited question.
[01:53:42.506 --> 01:53:44.266]  It gets to know what I want to look at.
[01:53:44.866 --> 01:53:50.548]  Let's look up a Neil Chun fake ratings.
[01:53:53.710 --> 01:53:54.750]  And, wow, that's weird.
[01:53:54.770 --> 01:53:57.791]  I remember when that came out, it comes up with a bunch of videos on web.
[01:53:58.471 --> 01:53:59.612]  That is really weird.
[01:53:59.652 --> 01:54:00.472]  What is that?
[01:54:01.932 --> 01:54:03.033]  That is very strange.
[01:54:04.264 --> 01:54:06.105]  It's doing a video search.
[01:54:06.185 --> 01:54:07.186]  Doesn't matter, I don't remember it.
[01:54:07.546 --> 01:54:08.367]  I'm going to find it.
[01:54:08.667 --> 01:54:10.528]  Type in Nielsen Cotton Fake Ratings.
[01:54:10.548 --> 01:54:11.049]  I remember that.
[01:54:11.689 --> 01:54:11.969]  Okay.
[01:54:12.009 --> 01:54:13.650]  Oh, there's no rigging going on, folks.
[01:54:13.931 --> 01:54:14.691]  There's nothing happening.
[01:54:15.251 --> 01:54:16.773]  So, food stamps go on blank.
[01:54:16.813 --> 01:54:18.434]  Glitch shuts down.
[01:54:19.034 --> 01:54:20.315]  Debit card nationwide.
[01:54:20.355 --> 01:54:20.695]  Panic.
[01:54:20.755 --> 01:54:24.318]  China calls for de-Americanization of the world now that they already own us.
[01:54:24.718 --> 01:54:25.679]  It's the globalization.
[01:54:26.039 --> 01:54:28.821]  Top bankers warn of dire consequences of USA defaults.
[01:54:29.361 --> 01:54:36.929]  Companies, consumers running up record debt, survivalist businesses booming, TSA loudspeakers threaten travelers with arrest.
[01:54:37.189 --> 01:54:37.910]  Can you cue that up?
[01:54:37.930 --> 01:54:38.991]  Can we end the show with that?
[01:54:39.011 --> 01:54:41.113]  I want to play that for folks.
[01:54:41.433 --> 01:54:42.735]  Make a joke, you go to jail.
[01:54:42.775 --> 01:54:43.575]  No more First Amendment.
[01:54:43.876 --> 01:54:45.357]  Now they're at highway checkpoints.
