[00:00:02.981 --> 00:00:05.382]  Ah, Christmas music!
[00:25:10.514 --> 00:25:16.457]  Let me just read The Night Before Christmas, actually, without adding any comments, because it really is some good poetry.
[00:25:16.457 --> 00:25:18.759]  I forget, who wrote The Night Before Christmas?
[00:25:18.759 --> 00:25:19.359]  Let's look that up.
[00:25:19.359 --> 00:25:20.340]  You can tell me in my ear in a minute.
[00:25:21.701 --> 00:25:27.304]  "'Twas the night before Christmas when all through the house not a creature was stirring, not even a mouse.
[00:25:27.304 --> 00:25:30.745]  The stockings were hung by the chimney with care in hopes that St.
[00:25:30.745 --> 00:25:32.246]  Nicholas would soon be there.
[00:25:32.246 --> 00:25:43.651]  The children were nestled all snug in their beds while visions of sugar plums danced in their heads, and Mama in her kerchief and I in my cap had just settled our brains for a long winter's nap.
[00:25:44.091 --> 00:25:56.264]  When out on the lawn there arose such a clatter, I sprang from the bed to see what was the matter, and to the window I flew like a flash, tore open the shutters and threw up the sash.
[00:25:56.264 --> 00:26:05.755]  The moon on the breast of the new-fallen snow gave the luster of midday to objects below, when what to my wondering eyes should appear?
[00:26:06.823 --> 00:26:09.627]  But a miniature sleigh and a tiny reindeer.
[00:26:09.627 --> 00:26:15.175]  With a little old driver so lively and quick, I knew in a moment, it must be Saint Nick!
[00:26:16.044 --> 00:26:19.245]  More rapid than eagles, his coursers they came.
[00:26:19.245 --> 00:26:23.567]  And he whistled and shouted and called them by name.
[00:26:23.567 --> 00:26:27.648]  Now Dasher, now Dancer, now Prancer, now Vixen.
[00:26:27.648 --> 00:26:30.890]  On Comet, on Cupid, on Donner, on Blitzen.
[00:26:30.890 --> 00:26:34.391]  To the top of the porch, to the top of the wall.
[00:26:34.391 --> 00:26:38.012]  Now dash away, dash away, dash away all.
[00:26:38.012 --> 00:26:41.494]  As dry leaves that before the wind hurricane fly.
[00:26:42.014 --> 00:26:48.276]  When they met with an obstacle, mount to the sky, show up to the housetop.
[00:26:48.276 --> 00:26:52.357]  The coursers they flew with a sleigh full of toys, and St.
[00:26:52.357 --> 00:26:53.557]  Nicholas too.
[00:26:53.557 --> 00:26:59.239]  And then in a twinkling, I heard on the roof the prancing and pawing of each little hoof.
[00:26:59.239 --> 00:27:03.820]  As I drew in my head and was turning around, down the chimney St.
[00:27:03.820 --> 00:27:05.561]  Nicholas came with a bound.
[00:27:06.141 --> 00:27:12.844]  He was dressed in a fur from his head to his foot, and his clothes were all tarnished with ashes and soot.
[00:27:12.844 --> 00:27:18.646]  A bottle of toys he flung on his back, and he looked like a peddler, just opening his pack.
[00:27:18.646 --> 00:27:22.647]  His eyes how they twinkled, his dimples how merry.
[00:27:22.647 --> 00:27:26.489]  His cheeks were like roses, his nose like a cherry.
[00:27:26.949 --> 00:27:34.093]  His droll little mouth was drawn up like a bow, and the beard on his chin was as white as the snow.
[00:27:34.093 --> 00:27:41.196]  The stump of his pipe he held tight in his teeth, and the smoke it encircled his head like a wreath.
[00:27:41.196 --> 00:27:48.640]  He held a broad face and a little round belly that shook when he laughed like a bull full of jelly.
[00:27:48.640 --> 00:27:55.464]  He was chubby and plump, a right old jolly elf, and he laughed when I saw him in spite of myself.
[00:27:56.144 --> 00:28:02.048]  A wink of his eye and a twist of his head soon gave me to know I had nothing to dread.
[00:28:02.048 --> 00:28:06.791]  He spoke not a word but went straight to his work and filled all the stockings.
[00:28:06.791 --> 00:28:14.076]  They turned with a jerk and laying his finger aside to his nose and giving a nod up the chimney he rose.
[00:28:14.076 --> 00:28:17.498]  He sprang to his sleigh to the team and gave a whistle.
[00:28:18.198 --> 00:28:21.500]  And away they all flew, like the down of a thistle.
[00:28:21.500 --> 00:28:30.365]  But I heard him exclaim, err, as he drove out of sight, Happy Christmas to all, and to all a good night.
[00:28:30.365 --> 00:28:35.128]  There is my reading of It Was the Night Before Christmas.
[00:28:35.128 --> 00:28:36.509]  Clement Clarke Moore.
[00:28:36.509 --> 00:28:38.310]  When was that written?
[00:28:38.310 --> 00:28:38.790]  1800s.
[00:28:38.790 --> 00:28:40.051]  I love literature.
[00:28:40.051 --> 00:28:40.911]  I love beauty.
[00:28:40.911 --> 00:28:41.832]  I love it all.
[00:28:41.832 --> 00:28:45.014]  And I will defend it to the end against the usurper.
[00:28:45.014 --> 00:28:46.915]  And I know you join me in that.
[00:28:47.575 --> 00:28:48.875]  They found the year, 1823.
[00:28:48.875 --> 00:28:51.996]  All right, well, great job to the crew.
[00:28:51.996 --> 00:28:57.237]  Coming up, we've got a bunch of key interviews and more on this Christmas Day.
[00:28:57.237 --> 00:28:59.877]  John B. Wells will join us of Coast to Coast AM.
[00:28:59.877 --> 00:29:06.038]  Gerald Salente and more on this Christmas Day worldwide transmission.
[00:29:06.038 --> 00:29:10.319]  But I thought I would come in and record a bit so that we could be here live together.
[00:29:10.319 --> 00:29:12.119]  I am so honored and so blessed.
[00:29:12.119 --> 00:29:14.460]  That's why I hate it when you call in and say what a great job I'm doing.
[00:29:14.460 --> 00:29:15.840]  I am just so humbled.
[00:29:16.580 --> 00:29:25.447]  And so destroyed by your gaze and by your support that I don't ever imagine I can live up to all of your dreams.
[00:29:25.447 --> 00:29:29.070]  Your dreams are wonderment and they are the answer to the evil.
[00:29:29.070 --> 00:29:29.871]  I love you all.
[00:29:29.871 --> 00:29:31.292]  Christ loves you all.
[00:29:31.292 --> 00:29:35.315]  And I hope you've had a merry, merry Christmas with you and yours.
[00:29:35.315 --> 00:29:36.776]  Great job, crew!
[00:29:36.776 --> 00:29:41.600]  We'll see you back tomorrow with an original transmission worldwide.
[00:29:41.600 --> 00:29:43.562]  More of the evil Christmas music.
[00:29:46.656 --> 00:29:50.585]  We're on the march, the empire's on the run.
[00:29:50.585 --> 00:29:53.251]  Alex Jones and the GCN Radio Network.
[00:29:57.327 --> 00:29:59.228]  Introducing Pro-1.
[00:29:59.228 --> 00:30:02.869]  All of your filtration in one system, portable, on-the-go.
[00:30:02.869 --> 00:30:07.431]  No more do you have two or three filters to just reduce sodium fluoride.
[00:30:07.431 --> 00:30:13.533]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:30:13.533 --> 00:30:24.297]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:30:24.497 --> 00:30:30.998]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:30:30.998 --> 00:30:48.301]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:30:48.301 --> 00:30:52.702]  Get your Pro-Pure with the new Pro-1 filter today at InfoWarsTore.com.
[00:30:55.382 --> 00:30:58.043]  The facts are in.
[00:30:58.043 --> 00:30:59.443]  The studies are legion.
[00:30:59.443 --> 00:31:06.944]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:31:06.944 --> 00:31:10.785]  So why are the social engineers adding it to the water?
[00:31:10.785 --> 00:31:11.345]  Simple.
[00:31:11.345 --> 00:31:16.066]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:31:16.066 --> 00:31:21.507]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:31:21.787 --> 00:31:27.333]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:31:27.333 --> 00:31:38.124]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:31:38.124 --> 00:31:39.966]  Let's take a stand against the globalists.
[00:31:40.066 --> 00:31:42.689]  By blocking their poisons with fluoride shield.
[00:31:42.689 --> 00:31:44.851]  I use fluoride shield every day.
[00:31:44.851 --> 00:31:50.398]  Secure your fluoride shield and other pioneering formulations at InfoWarsLife.com today.
[00:31:50.398 --> 00:31:54.822]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[00:31:54.822 --> 00:31:56.965]  That's InfoWarsLife.com.
[00:31:56.965 --> 00:32:01.510]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[00:32:01.650 --> 00:32:10.337]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes, autism, and every other major disease?
[00:32:10.337 --> 00:32:12.278]  It all comes down to one thing.
[00:32:12.278 --> 00:32:13.919]  We are what we eat.
[00:32:13.919 --> 00:32:18.583]  Our food is devoid of nutrition and processed with poisons and additives.
[00:32:18.583 --> 00:32:22.806]  Our water is filled with toxic poisons and big pharma runoff.
[00:32:22.806 --> 00:32:25.088]  All of this has been engineered by design.
[00:32:25.348 --> 00:32:31.570]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[00:32:31.570 --> 00:32:34.551]  To learn more, visit Infowarshealth.com.
[00:32:34.551 --> 00:32:41.353]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[00:32:41.593 --> 00:32:47.656]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[00:32:47.656 --> 00:32:53.838]  When you visit Infowarshealth.com, be sure and check out the catalog, with nearly 400 life-changing products.
[00:32:53.838 --> 00:33:03.863]  And get free shipping when you sign up for AutoShip.
[00:33:03.863 --> 00:33:08.745]  And the councils of government,
[00:33:09.446 --> 00:33:18.618]  We must guard against the acquisition of unwarranted influence, whether sought or unsought, by the military-industrial complex.
[00:33:20.914 --> 00:33:25.037]  I hereby declare this to be an unlawful assembly.
[00:33:25.037 --> 00:33:28.959]  I order all those assembled to immediately disperse.
[00:33:28.959 --> 00:33:31.401]  It's a military mission in North St.
[00:33:31.401 --> 00:33:32.121]  Louis.
[00:33:32.121 --> 00:33:34.863]  Heavily armored vehicles are rolling into town.
[00:33:34.863 --> 00:33:39.766]  And don't be alarmed if you see those over the next seven days rolling through your neighborhood.
[00:33:39.986 --> 00:33:45.190]  If you see military helicopters flying low over Minneapolis, do not be alarmed.
[00:33:45.190 --> 00:33:46.331]  Guns will be taken.
[00:33:46.331 --> 00:33:48.252]  No one will be able to be armed.
[00:33:48.252 --> 00:33:49.393]  We will take all weapons.
[00:33:49.393 --> 00:33:51.754]  Mr. and Mrs. America, turn them all in.
[00:33:51.754 --> 00:33:56.718]  Just really brainwash people into thinking about guns in a vastly different way.
[00:33:56.718 --> 00:33:57.659]  Enough.
[00:33:57.659 --> 00:33:58.519]  Enough.
[00:33:58.519 --> 00:33:58.860]  Enough.
[00:33:59.700 --> 00:34:00.100]  Enough.
[00:34:00.100 --> 00:34:05.082]  The Department of Homeland Security is apparently on a huge ammo buying spree.
[00:34:05.082 --> 00:34:09.863]  It comes out to like 1.6 billion rounds of ammunition.
[00:34:09.863 --> 00:34:17.226]  NSTSA News 12's Jeff Farrell discovered that clergy would help the government with potentially their biggest problem, us.
[00:34:17.226 --> 00:34:25.248]  So part of it is we have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
[00:34:25.248 --> 00:34:27.769]  If you got a business, you didn't build that.
[00:34:28.840 --> 00:34:31.083]  Somebody else made that happen.
[00:34:31.083 --> 00:34:37.510]  Mercury-containing vaccines may help not harm kids, according to two new studies in the journal Pediatrics.
[00:34:37.510 --> 00:34:42.456]  Blackhawk choppers soaring through the night sky, but this is only a drill.
[00:34:42.456 --> 00:34:46.401]  Heavily armed officers in Watertown search for the suspect, house to house.
[00:34:54.790 --> 00:35:00.133]  It's a joint military training exercise involving local police, also military.
[00:35:00.133 --> 00:35:01.393]  In your apartments!
[00:35:01.393 --> 00:35:02.414]  I am in my apartment, sir.
[00:35:02.414 --> 00:35:03.734]  Go back inside right now!
[00:35:03.734 --> 00:35:04.755]  I am inside.
[00:35:04.755 --> 00:35:06.255]  I have two words for you.
[00:35:06.255 --> 00:35:07.996]  Predator clones.
[00:35:07.996 --> 00:35:09.757]  You will never see it coming.
