[00:00:00.880 --> 00:00:01.382]  You got it.
[01:36:57.901 --> 01:37:00.283]  And by the way, you corrected me when I said 100 sheriffs.
[01:37:00.343 --> 01:37:01.465]  I knew it was above 200.
[01:37:01.765 --> 01:37:02.626]  What's the latest number?
[01:37:03.404 --> 01:37:04.945]  It's 300 and counting.
[01:37:05.345 --> 01:37:06.926]  So more and more are piling on.
[01:37:07.207 --> 01:37:22.117]  And so the other shoe that might drop, though, is, as you said, if they really truly want a full-blown civil war, that Americans are killing each other in mass quantities, and the military's split and fighting each other, and then you have the Chinese or somebody else coming in.
[01:37:22.637 --> 01:37:24.298]  Yeah, that's the plan.
[01:37:24.338 --> 01:37:24.438]  Right.
[01:37:24.478 --> 01:37:26.860]  That's what we really worry is, is the big-picture game plan.
[01:37:26.880 --> 01:37:29.542]  Well, listen, I used to hear all this former Army brass
[01:37:30.495 --> 01:37:33.397]  Guys that were assigned to the Joint Chiefs and stuff say this like 15 years ago.
[01:37:33.417 --> 01:37:34.177]  I'm like, come on.
[01:37:34.198 --> 01:37:35.478]  That's not going to happen.
[01:37:35.819 --> 01:37:37.179]  Because there is a normalcy bias.
[01:37:37.240 --> 01:37:39.961]  I mean, even when I was somewhat informed 10 years ago, I couldn't believe this.
[01:37:40.602 --> 01:37:43.544]  Now, as you know, NLEO 9, 10, 11, they classified 12.
[01:37:44.264 --> 01:37:49.888]  The FEMA training drill, they had 15 different countries training to quote, take on American extremists.
[01:37:50.288 --> 01:37:53.670]  The Mexican government, the Canadian, the Chinese, the EU.
[01:37:54.151 --> 01:37:57.753]  I mean, there is the Chinese listed to deal with American extremists.
[01:37:57.773 --> 01:37:59.234]  They're actually planning it.
[01:37:59.554 --> 01:38:00.435]  That is so crazy.
[01:38:00.435 --> 01:38:00.855]  That's crazy!
[01:38:02.517 --> 01:38:07.920]  And the Chinese government came out, as you know, in the People's Daily and said, Obama, wage your war, that's a quote, on the gun owners.
[01:38:07.980 --> 01:38:08.661]  We will help.
[01:38:09.001 --> 01:38:12.083]  I mean, they're even in their papers going, we're ready, comrade.
[01:38:12.364 --> 01:38:16.687]  I mean, that is so Twilight Zone to have the People's Daily.
[01:38:17.387 --> 01:38:21.330]  That article we wrote, because Paul Watson's wife's Chinese, she saw it and we got it translated.
[01:38:21.951 --> 01:38:23.352]  That, you know, went viral.
[01:38:23.392 --> 01:38:27.595]  People were like, wow, the Chinese government says they're ready to help.
[01:38:30.267 --> 01:38:30.882]  I mean, it's tough.
[01:38:31.772 --> 01:38:47.583]  Well, this is where I think, you know, they must believe that Americans are so vulnerable that they can get away with doing that, bringing in foreign troops, because nothing would drive Americans to the side of the Patriot cause like doing that, like bringing in Chinese troops, for example.
[01:38:47.603 --> 01:38:51.265]  So it'd be like bringing the Hessians in back in the day of the founders.
[01:38:51.825 --> 01:38:54.587]  So, you know, so but maybe they think they get it all figured out.
[01:38:54.667 --> 01:39:00.551]  Maybe they really believe that we're so soft and fat and dumb and happy that they can get away with this.
[01:39:01.132 --> 01:39:01.452]  We'll see.
[01:39:02.813 --> 01:39:05.215]  I'm sure you saw, for new listeners, we can pull up the articles.
[01:39:05.796 --> 01:39:11.200]  Did you see that a month ago when the Chinese government, People's Daily, was saying, wage war on gun owners, we're ready to help?
[01:39:12.141 --> 01:39:13.162]  Yeah, yeah, I saw that.
[01:39:13.442 --> 01:39:14.803]  See, I can't even believe that.
[01:39:15.144 --> 01:39:16.365]  It's so over the top.
[01:39:16.405 --> 01:39:19.367]  I mean, it should be immediately arrest Obama right there.
[01:39:19.427 --> 01:39:19.888]  I mean, it's done.
[01:39:23.519 --> 01:39:31.124]  Well, like I said, we're in the law and trade abuses stage, and one of the wisdoms of the founders was, is they maintain the moral high ground.
[01:39:31.665 --> 01:39:36.148]  I mean, there does come a Patrick Henry moment where you could say, you know, why are we waiting?
[01:39:36.188 --> 01:39:37.229]  We have to resist now.
[01:39:37.249 --> 01:39:39.910]  You know, it was like a sweet spot for revolution.
[01:39:39.970 --> 01:39:41.752]  You gain as much momentum as possible.
[01:39:42.072 --> 01:39:44.213]  You're not going to get any stronger if you wait too long.
[01:39:44.574 --> 01:39:45.494]  Then you become weaker.
[01:39:45.915 --> 01:39:47.396]  But I don't think we're quite there yet.
[01:39:47.836 --> 01:39:48.917]  Listen, I want to avert.
[01:39:49.517 --> 01:39:50.300]  Anything physical.
[01:39:50.661 --> 01:39:54.653]  I think the fact that they're trying to start something physical shows how weak they are.
[01:39:56.408 --> 01:39:56.708]  Right.
[01:39:56.748 --> 01:39:57.729]  They're running out of time.
[01:39:57.809 --> 01:40:00.230]  And so, you know, it's really interesting to see this.
[01:40:00.650 --> 01:40:01.790]  Everything's converging.
[01:40:02.151 --> 01:40:03.591]  And I think the window is short.
[01:40:03.811 --> 01:40:08.073]  That's why I told my guys, I said, look, you know, plan in three months spurts.
[01:40:08.634 --> 01:40:10.714]  A sprint from now until April 19th.
[01:40:10.734 --> 01:40:12.355]  Get as prepped as you possibly can.
[01:40:12.715 --> 01:40:16.397]  It's not just about getting your public officials to declare which side they're on.
[01:40:16.417 --> 01:40:20.659]  It's also about you, the veterans and gun owners, making sure which side you're on.
[01:40:20.979 --> 01:40:21.279]  I think so.
[01:40:36.568 --> 01:40:37.489]  I agree with that plan.
[01:40:38.049 --> 01:40:51.636]  California cop, this is one of the police chiefs in Emeryville at a press conference with the Chris Storner situation, blaming the Second Amendment saying, quote, a gun is not a defensive weapon, only police should have guns.
[01:40:51.676 --> 01:40:52.757]  Here is the outrageous clip.
[01:40:54.157 --> 01:41:02.282]  One issue that always boggles my mind is that the idea that a gun is a defensive weapon.
[01:41:03.442 --> 01:41:04.142]  That is a myth.
[01:41:04.963 --> 01:41:06.604]  A gun is not a defensive weapon.
[01:41:06.924 --> 01:41:12.327]  A gun is an offensive weapon used to intimidate and used to show power.
[01:41:13.007 --> 01:41:19.250]  Police officers do not carry a gun as a defensive weapon to defend themselves or their other officers.
[01:41:19.310 --> 01:41:19.571]  What?
[01:41:19.631 --> 01:41:29.116]  They carry a gun to be able to do their job in a safe and effective manner and face any oppositions that we may come upon.
[01:41:29.776 --> 01:41:31.857]  If it was a defensive measure... What a kook!
[01:41:32.117 --> 01:41:35.858]  Why did we lose 55 officers nationwide last year... What does that mean?
[01:41:35.878 --> 01:41:36.398]  ...to gun violence?
[01:41:36.819 --> 01:41:44.621]  And unfortunately, in just the two months of this year so far, we've lost two officers to gun violence in the state of California.
[01:41:44.641 --> 01:41:45.362]  What a mindless ferret!
[01:41:46.022 --> 01:41:48.283]  We deal with gun violence on a daily basis.
[01:41:48.763 --> 01:41:52.304]  We are asking, and have been asking, for reasonable regulations.
[01:41:52.924 --> 01:41:54.525]  Not that's going to impact... Reasonable!
[01:41:54.545 --> 01:41:55.385]  You know, turn them in!
[01:41:55.685 --> 01:41:57.106]  ...the legal gun owner.
[01:41:58.069 --> 01:42:02.492]  We're asking for reasonable regulations that will help us keep our communities and our officers safe.
[01:42:02.512 --> 01:42:04.673]  Man, that is a kooky group of police up there on that stage.
[01:42:04.713 --> 01:42:06.674]  Stuart, what do you think of that bizarro statement?
[01:42:07.415 --> 01:42:09.436]  Well, that's entirely wrong.
[01:42:09.636 --> 01:42:15.159]  Every police officer understands that they're not, you know, judge or an executioner.
[01:42:15.519 --> 01:42:18.721]  They're only supposed to use lethal force in defense of themselves or somebody else.
[01:42:18.741 --> 01:42:19.742]  Yeah, it's all defensive!
[01:42:20.566 --> 01:42:29.977]  Yeah, well, of course, what this guy's really saying is he's taking the mask off and saying this is how they are starting to see things.
[01:42:30.198 --> 01:42:32.561]  But that's not, it's still not lawfully correct.
[01:42:32.621 --> 01:42:34.683]  It's not how they're trained in the academy.
[01:42:35.104 --> 01:42:36.105]  But maybe he thinks that way.
[01:42:37.728 --> 01:42:38.609]  What a nutball!
[01:42:39.269 --> 01:42:41.690]  And he must hate it that violent crimes dropped 49%.
[01:42:41.810 --> 01:42:45.332]  And you look at the cops in that gun control stage, they all look like idiots.
[01:42:45.672 --> 01:42:50.235]  You see all the pro-gun cops, they all look like tough guys, they're smart, they look you straight in the eye.
[01:42:50.535 --> 01:42:54.877]  And all the anti-gunners look like a bunch, they look like piles of steaming you-know-what.
[01:42:55.178 --> 01:42:58.620]  They look like fraudulent tyrants and they can go straight to hell.
[01:42:58.640 --> 01:42:59.260]  We'll be right back.
[01:43:02.759 --> 01:43:10.445]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:43:10.865 --> 01:43:14.488]  Alex and his staff have used these pure soap products for years.
[01:43:14.948 --> 01:43:21.753]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:43:22.254 --> 01:43:25.056]  See them on the web at 5starsoap.com.
[01:43:25.276 --> 01:43:29.760]  Or call 800-340-7091 for a free catalog.
[01:43:30.100 --> 01:43:35.764]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:43:36.045 --> 01:43:41.149]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:43:41.449 --> 01:43:43.070]  This is an amazing deal.
[01:43:43.431 --> 01:43:48.054]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:43:48.675 --> 01:43:51.157]  See them on the web at 5starsoap.com
[01:43:51.377 --> 01:43:52.902]  Or call 800-340-7091 for a free catalog.
[01:44:00.802 --> 01:44:03.865]  You prepare by purchasing gold, food and firearms.
[01:44:04.226 --> 01:44:09.671]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:44:10.272 --> 01:44:13.455]  When you're sleeping or away from home, who's watching out for intruders?
[01:44:14.156 --> 01:44:15.397]  Check out SimpliSafe.
[01:44:15.738 --> 01:44:19.602]  It's a new do-it-yourself home security system that is completely wireless.
[01:44:20.202 --> 01:44:22.224]  Go to GetSimpliSafe.com.
[01:44:22.885 --> 01:44:25.267]  SimpliSafe is independent and off the grid.
[01:44:25.628 --> 01:44:29.411]  It runs on battery power, so even if the grid goes down, you're protected.
[01:44:29.992 --> 01:44:36.137]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit or shed.
[01:44:36.658 --> 01:44:38.259]  Get SimpliSafe.com.
[01:44:38.980 --> 01:44:42.903]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes.
[01:44:43.644 --> 01:44:45.825]  So there's no need to let a stranger into your home.
[01:44:46.345 --> 01:44:49.927]  If you move or need to relocate, you can take the system with you wherever you go.
[01:44:50.427 --> 01:44:56.870]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:44:57.450 --> 01:44:59.611]  Again, that's GetSimpliSafe.com
[01:45:00.291 --> 01:45:03.352]  Alex Jones here with a very important announcement for truth seekers.
[01:45:03.752 --> 01:45:09.474]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[01:45:09.694 --> 01:45:16.096]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[01:45:16.276 --> 01:45:21.698]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[01:45:21.978 --> 01:45:25.619]  This film exposes the fraud that Obama is like nothing I've seen.
[01:45:25.819 --> 01:45:29.362]  If you want to know who Obama's real daddy is, this is the film for you.
[01:45:29.602 --> 01:45:33.986]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:45:34.207 --> 01:45:36.529]  You'll also find it at infowarshop.com.
[01:45:36.709 --> 01:45:40.252]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[01:45:40.572 --> 01:45:44.856]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[01:45:44.997 --> 01:45:47.639]  This book is coffin nails to the globalist takeover.
[01:45:47.939 --> 01:45:54.466]  The Greater Good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[01:45:54.766 --> 01:45:59.491]  These titles and a lot more are all available at InfoWarshop.com.
[01:46:00.933 --> 01:46:06.779]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[01:46:07.668 --> 01:46:13.571]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver-based products.
[01:46:14.432 --> 01:46:24.497]  Our most popular silver-based products are the 32-ounce Nano-Silver Solutions, our 2-ounce Nano-Silver Nasal Applicators, as well as our all-natural silver soaps.
[01:46:25.377 --> 01:46:28.679]  Just released is our 100% natural silver gel.
[01:46:29.519 --> 01:46:35.703]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[01:46:36.443 --> 01:46:37.204]  We're good to go.
[01:47:05.469 --> 01:47:21.512]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[01:47:22.292 --> 01:47:23.332]  Thomas Jefferson.
[01:47:23.852 --> 01:47:27.533]  It's Alex Jones on the GCN Radio Network.
[01:47:29.353 --> 01:47:36.921]  Alright, I didn't get to a lot of the news I wanted to cover today, but that's okay because we've been covering the big central issues of the economy and the attack on the Second Amendment.
[01:47:36.941 --> 01:47:42.626]  The fact that the establishment would go after the Second Amendment just shows you how desperate they are and how dangerous they are.
[01:47:43.447 --> 01:47:48.992]  I'll be on the radio three hours tomorrow and I'll get to a lot of the news I haven't covered and whatever the latest news is.
[01:47:49.913 --> 01:47:54.057]  Tomorrow, obviously, the websites are Infowars.com and PrisonPlanet.tv.
[01:47:54.077 --> 01:47:57.340]  OathKeepers.org is Stuart Rhodes' excellent site.
[01:47:57.841 --> 01:48:00.624]  Over 300 sheriffs standing up, saying they're not going to confiscate guns.
[01:48:02.493 --> 01:48:03.774]  Our biggest problem is this.
[01:48:04.474 --> 01:48:24.486]  You have a consortium of billionaires controlling trillions who are not free market, who are scapegoating all wealthy people for their crimes in an attempt to cause a cultural revolution they control through the media to destroy the middle class and knock out any competition to the elite, who are eugenicists as well.
[01:48:25.686 --> 01:48:28.888]  Who want to target the giant mass of unwashed as they see them.
[01:48:29.608 --> 01:48:35.011]  And so, Stuart, that's my biggest threat assessment here, is that there is a knowledge gap.
[01:48:35.031 --> 01:48:38.793]  You know, it's taken myself 20 years to learn what I know.
[01:48:39.393 --> 01:48:43.976]  You know, you're a veteran yourself, constitutional lawyer, worked for Ron Paul.
[01:48:44.416 --> 01:48:48.198]  You've got a high data level because you spend all your time on this.
[01:48:49.457 --> 01:48:51.679]  I'm not elitist saying I know more than the average person.
[01:48:51.719 --> 01:48:56.644]  It's just that I don't think even people that are halfway dialed in really realize how real this is.
[01:48:56.944 --> 01:48:59.907]  We're not up here with rhetoric talking about all this.
[01:48:59.947 --> 01:49:06.032]  I mean, DHS, as we were sent by Homeland Security leakers four years ago, is saying all gun owners are terrorists.
[01:49:06.313 --> 01:49:07.214]  Well, now that's public.
[01:49:07.954 --> 01:49:09.555]  They're saying all veterans are the enemy.
[01:49:09.895 --> 01:49:11.296]  And you're like, well that doesn't make sense.
[01:49:11.476 --> 01:49:13.877]  It doesn't make sense unless you're an outside takeover force.
[01:49:14.458 --> 01:49:15.218]  Who's going to resist?
[01:49:15.278 --> 01:49:18.059]  Veterans, libertarians, conservatives, constitutionalists.
[01:49:18.560 --> 01:49:19.560]  People that are willing to fight.
[01:49:19.720 --> 01:49:26.264]  They are fearing men who they know are not afraid to kill people or be killed.
[01:49:27.126 --> 01:49:38.173]  And then you gotta ask, well what is it that's so horrible that they're teaching police you will face veterans, there will be IED attacks, we are going to confiscate the guns, it's in the new army field manuals.
[01:49:39.034 --> 01:49:49.240]  I mean it's just so crazy because the program they've got might work if you and I and Ron Paul and countless others hadn't been active, myself for almost two decades and others.
[01:49:49.760 --> 01:49:54.904]  I mean it's like they're running an attack program on us as if we don't exist
[01:49:55.504 --> 01:49:59.128]  When their mainstream media is already a shadow of us.
[01:49:59.148 --> 01:50:04.533]  I mean, I think they're drinking their own Kool-Aid, but that doesn't mean this is going to go well.
[01:50:04.634 --> 01:50:07.056]  My point is, this is a disaster.
[01:50:07.116 --> 01:50:12.302]  They're launching a sneak attack as if we're not fully awake, and we're fully awake and ready to go.
[01:50:13.171 --> 01:50:13.972]  Yeah, well said.
[01:50:14.912 --> 01:50:27.423]  It's the same demonization campaign that you saw in Nazi Germany against the Jews, except that the parallel here would be if the Nazis were to demonize half of the German population.
[01:50:27.703 --> 01:50:29.965]  Those traditional Germans are a threat.
[01:50:30.265 --> 01:50:31.706]  This is what they're doing here.
[01:50:31.726 --> 01:50:32.527]  You see what I'm saying?
[01:50:32.947 --> 01:50:35.709]  They're not going after 5% of the population, they're going after 60%.
[01:50:37.034 --> 01:50:40.386]  Yeah, they're going after the heart and soul of America, traditional America.
[01:50:40.406 --> 01:50:42.955]  They're going after 10 million combat veterans.
[01:50:44.286 --> 01:50:45.187]  And their families!
[01:50:45.767 --> 01:50:47.728]  And all the gun owners, all the hunters.
[01:50:47.789 --> 01:50:51.051]  I mean, everyone who's ever grown up in the woods and hunting.
[01:50:51.291 --> 01:50:55.814]  And I know a guy who killed his elk in Montana at 960 yards.
[01:50:56.395 --> 01:50:57.655]  That's who they're going after.
[01:50:57.675 --> 01:50:59.697]  And there's guys like that all over the country.
[01:51:00.097 --> 01:51:05.861]  And, you know, long-standing traditional American families where everyone is served in the military.
[01:51:06.121 --> 01:51:09.604]  And so all these current serving guys, where do they think they come from?
[01:51:10.024 --> 01:51:16.828]  Their grandpas, their uncles, their dads are the targets that they'll be, you know, told to go and fire upon.
[01:51:16.848 --> 01:51:17.628]  They're not going to do it.
[01:51:17.648 --> 01:51:20.490]  So there's going to be a massive split within the U.S.
[01:51:20.530 --> 01:51:21.130]  military.
[01:51:21.450 --> 01:51:23.731]  And so I have to think that they're just overstepping.
[01:51:23.751 --> 01:51:25.852]  They're believing their own bull.
[01:51:25.952 --> 01:51:30.435]  Well, remember Ron Silver, when the Clintons first got elected, the jets flew over.
[01:51:30.475 --> 01:51:31.155]  This was on record.
[01:51:31.175 --> 01:51:33.376]  He said, how dare them fly over the scum.
[01:51:33.416 --> 01:51:36.458]  And Hillary looked at him and said, that's our military now.
[01:51:36.478 --> 01:51:38.399]  I don't think these globalists
[01:51:38.979 --> 01:51:51.492]  They understand sociology and things and anthropology and psychology, but they don't get... They're a bunch of chicken-neck wimps, and they look at the military formations when they land in a helicopter and think they really command that.
[01:51:51.752 --> 01:51:53.454]  The truth is, those aren't your jets.
[01:51:53.774 --> 01:51:55.696]  That's why they want to go to drones and things.
[01:51:56.036 --> 01:51:58.559]  That isn't your military, you little pieces of crap.
[01:51:59.915 --> 01:52:06.946]  Well, that's why you saw in the inauguration parade, the Marines had the bolts of their rifles removed from the rifles.
[01:52:07.207 --> 01:52:09.751]  Secretary of Defense won't go anywhere with his ribs armed.
[01:52:10.618 --> 01:52:11.919]  Apparently they don't trust them.
[01:52:12.479 --> 01:52:20.804]  And this is what's interesting about, like you were talking about the police officer who they interviewed saying that, you know, guns are offensive weapons and they're not useful for self-defense.
[01:52:21.384 --> 01:52:22.585]  Then what a wimpy was.
[01:52:22.645 --> 01:52:27.287]  And you compare that to the sheriff, like that one sheriff from Kentucky, that's a bad looking dude.
[01:52:27.887 --> 01:52:29.848]  Milwaukee Sheriff, all of them.
[01:52:30.549 --> 01:52:32.830]  Yeah, I want to see what happens when they fight.
[01:52:33.150 --> 01:52:34.311]  It's going to be ridiculous.
[01:52:34.875 --> 01:52:41.977]  So, you know, I really think they must have some bigger plan in mind to have us starve out.
[01:52:42.417 --> 01:52:50.520]  That's what they must be planning is such chaos that Americans starve in mass numbers and then they come in and mop up after that.
[01:52:50.880 --> 01:52:53.241]  That must be the plan because otherwise this is not going to work.
[01:52:54.443 --> 01:53:03.668]  It's a bunch of Soviet-style Marxist professors sitting around with unlimited Monopoly banker money, planning their little game.
[01:53:04.048 --> 01:53:08.271]  And the good part about this is they've screwed us, shipping our jobs, regulations, shutting us down.
[01:53:08.591 --> 01:53:09.411]  That's been the bad part.
[01:53:09.632 --> 01:53:14.434]  The good part now is they're getting into the physical drilling down and making us their slaves.
[01:53:14.694 --> 01:53:16.035]  And that's when the fight starts.
[01:53:17.416 --> 01:53:18.036]  I'm sorry.
[01:53:18.316 --> 01:53:19.837]  They're just so delusional, Stuart.
[01:53:21.840 --> 01:53:26.301]  Yeah, you know, in fact, I got contacted yesterday, in fact, by
[01:53:27.446 --> 01:53:41.449]  This guy, and I might just go ahead and disclose who he is, but he is doing an online Homeland Security class, and in the class he was assigned by the professor to go find a current extremist and do a profile on them.
[01:53:41.689 --> 01:53:50.051]  So he calls me up out of the blue wanting to do a profile on me, and so I had him send me the criteria, this professor, and I'll send it to you guys too.
[01:53:50.071 --> 01:53:52.792]  This is going to be a big national story, give it to us right now, what is it?
[01:53:53.252 --> 01:53:56.093]  What is it, like believes in the founding fathers, believes in the Second Amendment?
[01:53:57.967 --> 01:54:09.940]  It says in this course you will study the radical origins of the United States and how those origins shaped the current environment of extremism.
[01:54:10.141 --> 01:54:12.784]  And so they're basically like what the SPLC has been doing.
[01:54:12.804 --> 01:54:14.566]  They're pissing on George Washington!
[01:54:15.046 --> 01:54:16.586]  Yeah, exactly, exactly.
[01:54:16.947 --> 01:54:18.147]  And that's what they have to do.
[01:54:18.187 --> 01:54:23.628]  So they're demonizing everyone who's a patriot from George Washington all the way up to us.
[01:54:23.988 --> 01:54:25.789]  And it's just really bizarre to see this.
[01:54:26.149 --> 01:54:28.049]  And so, like I said, I think you're right.
[01:54:28.109 --> 01:54:39.653]  It's Ivory Tower egghead Marxists who hate and loathe America, and now this is their wet dream of being able to teach all these police officers and military guys.
[01:54:39.693 --> 01:54:40.853]  And it turns out this guy's a
[01:54:42.953 --> 01:54:46.194]  That's who this guy is, and he's taking this class.
[01:54:46.614 --> 01:54:49.795]  And so, you know, I don't know if he's on their side or our side.
[01:54:49.815 --> 01:54:50.615]  I have no idea.
[01:54:50.975 --> 01:54:54.256]  But it's a good example, a good window into the brainwashing.
[01:54:54.796 --> 01:54:56.616]  Well, you'll send that to Paul Watson.
[01:54:56.636 --> 01:54:57.517]  We'll give you some emails.
[01:54:57.537 --> 01:54:59.237]  We'll have a big article out on it in the morning.
[01:54:59.257 --> 01:55:03.078]  Headline, Marxist professor demonizes founding fathers of police.
[01:55:03.138 --> 01:55:04.358]  I mean, there you go.
[01:55:04.418 --> 01:55:05.499]  We're ready to hit him and hit him hard.
[01:55:07.659 --> 01:55:08.700]  But I mean, you're right.
[01:55:08.740 --> 01:55:14.082]  Look, we're not here looking for a war, but this is what you'd expect an occupying foreign group to do.
[01:55:15.123 --> 01:55:19.005]  Demonize liberties, demonize veterans, gun owners, demonize the Bill of Rights.
[01:55:19.045 --> 01:55:20.226]  I mean, that's the bad guy.
[01:55:20.586 --> 01:55:23.007]  Whoever demonizes this is the bad guy.
[01:55:24.628 --> 01:55:25.588]  Yeah, exactly.
[01:55:25.769 --> 01:55:31.992]  That's a good perspective, is they're behaving like a conquering, occupying enemy, but they haven't conquered us yet.
[01:55:33.217 --> 01:55:33.858]  They're idiots.
[01:55:35.319 --> 01:55:36.901]  Look, they always over-calculate.
[01:55:37.482 --> 01:55:39.023]  They always over-reach historically.
[01:55:39.043 --> 01:55:40.925]  You taught history as well there at Princeton.
[01:55:41.606 --> 01:55:42.247]  Or was it Yale?
[01:55:42.287 --> 01:55:42.547]  I forget.
[01:55:42.567 --> 01:55:43.488]  Which university was it?
[01:55:44.008 --> 01:55:44.649]  It was at Yale.
[01:55:44.709 --> 01:55:46.011]  I was an assistant professor.
[01:55:46.031 --> 01:55:48.713]  I mean, I assisted a professor teaching a class on U.S.
[01:55:48.733 --> 01:55:49.254]  military history.
[01:55:49.354 --> 01:55:49.795]  Absolutely.
[01:55:49.815 --> 01:55:52.417]  But let's expand on that as we close out the transmission here.
[01:55:53.098 --> 01:55:54.499]  You're talking to the military and police.
[01:55:54.539 --> 01:55:56.221]  You're at crowds of 3,000 plus people.
[01:55:56.501 --> 01:55:57.762]  We have the photo for viewers.
[01:55:58.383 --> 01:55:59.584]  You were at a major gun show.
[01:55:59.624 --> 01:56:01.546]  There was giant lines just to get to the ammo.
[01:56:03.027 --> 01:56:04.768]  I don't think I know.
[01:56:05.249 --> 01:56:08.211]  They have totally miscalculated and fumbled.
[01:56:09.292 --> 01:56:10.934]  But they could pull a false flag.
[01:56:10.954 --> 01:56:11.895]  That's my closing question.
[01:56:12.978 --> 01:56:13.498]  Absolutely.
[01:56:13.538 --> 01:56:20.261]  Well, you know, interesting, I had a National Guard come up to me today and he did a little video interview of him.
[01:56:20.681 --> 01:56:36.748]  He said that his platoon sergeant, this is California National Guard, his platoon sergeant told all of the guys in the platoon that the first one of them who tries to obey an order to disarm the American people, he said, the first of you MFers that tries that, I will shoot you myself.
[01:56:36.948 --> 01:56:38.509]  This is their platoon sergeant saying this.
[01:56:38.949 --> 01:56:40.632]  And so, you know, this is in California.
[01:56:41.093 --> 01:56:45.300]  So, you know, there's already, like I said, a dividing line happening.
[01:56:45.520 --> 01:56:52.691]  And many in the military are so incensed about this gun disarmament thing that you get a platoon sergeant saying things like that to his men.
[01:56:54.740 --> 01:56:58.562]  It's just so crazy because I talked to the establishment intelligentsia.
[01:56:58.982 --> 01:57:02.064]  They think they're in charge because they earned getting there.
[01:57:02.524 --> 01:57:08.268]  They were put there by the mega banks that have unlimited currency to carry out this criminal act.
[01:57:09.348 --> 01:57:15.371]  So the enemy has the fact that we accept their fake currency, so they've got the money power, but they don't have the people power.
[01:57:15.712 --> 01:57:18.073]  They've got a bunch of morons working for them.
[01:57:19.386 --> 01:57:20.006]  Yeah, absolutely.
[01:57:20.026 --> 01:57:20.466]  Good point.
[01:57:20.726 --> 01:57:27.388]  You know, they think that once they've tricked themselves, or tricked us, into putting them in power, that after that they have some kind of a mandate.
[01:57:27.428 --> 01:57:29.529]  They can just do whatever they want.
[01:57:30.049 --> 01:57:31.670]  And they're in for a rude awakening.
[01:57:31.810 --> 01:57:33.170]  We're seeing it in New York right now.
[01:57:34.571 --> 01:57:35.971]  Well, it could blow up any day.
[01:57:36.031 --> 01:57:38.372]  We pray for peace, but we prepare for war.
[01:57:38.712 --> 01:57:40.252]  I'll say bye to you at the end of the show, Stuart.
[01:57:40.272 --> 01:57:40.952]  Get those documents.
[01:57:40.973 --> 01:57:43.033]  Want to get an article out at InfoWars.com tomorrow.
[01:57:43.453 --> 01:57:48.835]  See our latest article, Homeland Security buys 1.6 billion bullets, up at DrugsReport.com.
[01:57:51.118 --> 01:57:52.439]  Your freedoms are on the line.
[01:57:52.679 --> 01:57:54.300]  The Second Amendment is in danger.
[01:57:54.480 --> 01:57:56.562]  How soon before your freedoms are taken away?
[01:57:56.822 --> 01:57:58.363]  What can you not live without?
[01:57:58.543 --> 01:57:59.984]  What is your greatest dependency?
[01:58:00.244 --> 01:58:00.964]  Is it your guns?
[01:58:01.245 --> 01:58:01.845]  Is it your home?
[01:58:02.185 --> 01:58:03.306]  No, it's food.
[01:58:03.606 --> 01:58:05.487]  It all boils down to the food supply.
[01:58:05.727 --> 01:58:09.010]  Tyrannical governments control people by controlling their food supply.
[01:58:09.230 --> 01:58:10.290]  Don't be dependent.
[01:58:10.470 --> 01:58:11.271]  Be self-sufficient.
[01:58:11.531 --> 01:58:13.133]  Don't wait for the government to feed you.
[01:58:13.193 --> 01:58:13.914]  Feed yourself.
[01:58:14.314 --> 01:58:16.416]  I can warn you, but I can't feed you.
[01:58:16.536 --> 01:58:19.900]  Do like Alex has done and get a supply of food from eFoods Direct.
[01:58:20.100 --> 01:58:22.703]  It's the best long-term storable food on the planet.
[01:58:22.843 --> 01:58:24.965]  Get the popular Mega Patriot Pack free.
[01:58:25.205 --> 01:58:28.569]  A 24-day supply of food plus stove, cook pot, and fuel.
