[00:00:10.211 --> 00:00:11.751]  First, congratulations.
[00:27:55.291 --> 00:28:00.355]  And Alex, she did receive the Pfizer vaccine, the first shot, about a week and a half ago.
[00:28:00.796 --> 00:28:04.239]  And she did let me know that she's due up for that second shot.
[00:28:04.379 --> 00:28:10.724]  And that is the injection that has been causing a lot of issues, from what I understand, is that second shot, Alex.
[00:28:10.784 --> 00:28:11.705]  Because as of right now,
[00:28:12.626 --> 00:28:18.611]  She feels fine, Lord bless her soul, but that second shot has been what has been raising concerns.
[00:28:18.651 --> 00:28:29.902]  Now we know why with the Pfizer, according to Wolfgang Wudarg, who's a prestigious scientist and heads up an EU advisory commission, and his associate that signed on to it, the former chief science officer at Pfizer.
[00:28:30.996 --> 00:28:41.561]  That the mRNA goes in, starts taking over your cells, and in a few weeks, then your body has an autoimmune response when you get injected the next time that's very violent.
[00:28:41.861 --> 00:28:49.285]  And Gates is talking about five shots, and many experts believe that you will have a large portion of people die by the fourth or fifth shot.
[00:28:49.605 --> 00:28:51.426]  What does your mother, who's a nurse's nurse, think?
[00:28:52.950 --> 00:29:09.480]  Well, you know, early on in the whole COVID thing, Alex, you know, she was very open about how the hospitals were being incentivized to house COVID patients to, you know, they were getting huge, huge amounts of money, Alex, just for innovating COVID patients.
[00:29:10.060 --> 00:29:13.042]  But they weren't nearly as busy as they were trying to make people believe.
[00:29:13.102 --> 00:29:18.765]  I mean, there were evenings where my mother would come home, supposed to be coming home midnight, 1 a.m., and she would come home 8 or 9 p.m.
[00:29:18.825 --> 00:29:21.387]  because it was just a slower night at the emergency room.
[00:29:21.806 --> 00:29:23.268]  But Alex, she just has a great heart.
[00:29:23.308 --> 00:29:24.389]  She wants to help people.
[00:29:24.769 --> 00:29:28.434]  And at the beginning, she kind of understood that this was a little bit bigger of a hoax.
[00:29:28.474 --> 00:29:36.984]  But I believe now that these nurses are starting to get these vaccines, and they're kind of, you know, they're at the risk of losing their jobs to deny this vaccine.
[00:29:37.024 --> 00:29:41.509]  And for people like my mother, who have been in the medical field for 25 years, who teach
[00:29:41.989 --> 00:29:53.557]  No, I totally understand.
[00:29:53.617 --> 00:29:54.978]  It's killing yourself to live.
[00:29:55.519 --> 00:29:59.161]  It's a cult where they make you do this to yourself to have a job or they pressure you into it.
[00:29:59.481 --> 00:30:04.385]  And once they have the enforcers, the nurses, the doctors, the police are made to do it, they'll make us do it.
[00:30:04.685 --> 00:30:09.168]  That's why we've got to stand with the nurses, the majority of which in polls say they do not want the vaccines.
[00:30:09.449 --> 00:30:10.950]  Thank you so much and God bless you, Austin.
[00:30:11.570 --> 00:30:13.311]  Let's talk to Robert in California.
[00:30:13.351 --> 00:30:18.232]  His wife's a doctor, says hospitals raking in millions per hospital on COVID.
[00:30:18.252 --> 00:30:18.992]  Tell us about it, Robert.
[00:30:20.593 --> 00:30:21.373]  Hi, Alex.
[00:30:21.813 --> 00:30:33.557]  Yeah, she's a physician in Southern California at a hospital, and the largest portion of the COVID patients are right now about 400, and that's a pretty large population.
[00:30:33.577 --> 00:30:34.917]  Now, if you do the math on that,
[00:30:35.546 --> 00:30:40.249]  You're looking at $4 million of the base fee for these admissions.
[00:30:40.610 --> 00:30:43.912]  And that's, on the average, every seven days.
[00:30:44.372 --> 00:30:45.553]  Could be every seven days.
[00:30:45.793 --> 00:30:53.519]  If they just admit them, declare them as COVID, treat them for a broken toe, and roll them back out the door, they have a revolving door.
[00:30:53.799 --> 00:30:55.981]  It's like a slot machine at the casino.
[00:30:56.341 --> 00:31:01.265]  And if only 30% of those are incubated, that's another $1.5 million.
[00:31:01.545 --> 00:31:02.846]  And how long does that last?
[00:31:03.365 --> 00:31:06.427]  Well, the human body under intubation isn't going to last that long.
[00:31:06.487 --> 00:31:08.648]  So, well, I'm very concerned about that.
[00:31:23.658 --> 00:31:30.781]  You'll be demonized and then they say intubate at an even higher level than normal knowing when you're having an autoimmune response it kills you.
[00:31:31.061 --> 00:31:32.141]  It's not fluid in the lungs.
[00:31:32.201 --> 00:31:33.322]  It's the opposite of what they need.
[00:31:33.342 --> 00:31:34.162]  They need Benadryl.
[00:31:34.402 --> 00:31:35.282]  They need steroids.
[00:31:35.402 --> 00:31:39.484]  I've had doctors on 100% success rate with these steroids instantly.
[00:31:39.724 --> 00:31:44.645]  I mean, we're talking in 20 minutes, they have you breathe these steroids, boom, you start having the autoimmune response.
[00:31:44.965 --> 00:32:01.369]  Instead, they're giving you a vaccine that makes you have an autoimmune response to other coronaviruses that are the most common, and that's what the top scientists, Wolfgang Wudarg and others have warned, it's gonna cause massive new allergies to normal, non-harmful viruses.
[00:32:01.789 --> 00:32:04.790]  So it looks like what they're doing, stay there, I'm gonna let you finish up, Robert.
[00:32:05.330 --> 00:32:09.833]  Is making you allergic to your normal environment so you can't live in a normal environment.
[00:32:10.133 --> 00:32:15.156]  And that's what you're already seeing is people that are getting the vaccine are suddenly getting regular colds and dying.
[00:32:16.357 --> 00:32:16.737]  Wow.
[00:32:17.638 --> 00:32:23.401]  They are taking your immune system away, which is exactly what Wolfgang Wudarg warned in that report three weeks ago to the EU on.
[00:32:23.421 --> 00:32:23.662]  Remember?
[00:32:23.682 --> 00:32:24.462]  Remember?
[00:32:25.103 --> 00:32:26.744]  Four weeks ago, December 1st, he filed it.
[00:32:27.044 --> 00:32:28.665]  He said this will cause an autoimmune response.
[00:32:29.827 --> 00:32:34.430]  This is the number one anti-globulus pro-human transmission on Earth.
[00:32:35.071 --> 00:32:36.432]  It's powered by we, the people.
[00:32:37.713 --> 00:32:39.894]  It's powered by you taking action.
[00:32:39.914 --> 00:32:47.800]  It's powered by your prayer, by your word of mouth, and by you getting great products that support the M4 and support yourself and your family at m4warstore.com.
[00:32:49.401 --> 00:32:57.708]  You know, I knew this and I'd read this, but I'd forgotten this, because when I say they get $53,000 for every COVID patient they intubate,
[00:32:58.723 --> 00:32:59.643]  They put on a respirator.
[00:32:59.663 --> 00:33:04.145]  A ventilator, as the governor of New York calls it.
[00:33:05.326 --> 00:33:06.366]  But I'd forgotten this.
[00:33:06.386 --> 00:33:07.407]  Here's the Hill newspaper.
[00:33:07.647 --> 00:33:08.207]  Analysis.
[00:33:09.548 --> 00:33:14.049]  Some states getting $300,000 per coronavirus case.
[00:33:15.650 --> 00:33:16.631]  New York getting $12K.
[00:33:21.300 --> 00:33:44.905]  So if you wonder why there's an incentive to keep this hoax, this exaggeration, this fraud going, and why we've had medical doctors and nurses on who show the video of the computer screens in the hospitals where someone doesn't even have COVID-19, even the fake PCR test says they don't have it, and they grab them and snake a tube down their lungs and kill their ass.
[00:33:47.466 --> 00:33:50.288]  Because if you don't need to be on a respirator, folks, it'll kill you.
[00:33:50.888 --> 00:33:54.451]  It's a very desperate move to do when someone's lungs aren't working anymore.
[00:33:54.471 --> 00:34:02.696]  I remember my uncle, God bless him, what a great guy, couldn't breathe, had really bad pneumonia six, almost seven years ago.
[00:34:03.397 --> 00:34:06.158]  He died in, I guess January, coming up.
[00:34:07.139 --> 00:34:09.120]  Seven years ago, it was seven years, about 20-something days.
[00:34:10.501 --> 00:34:12.863]  And man, he did not want to go on a ventilator.
[00:34:14.205 --> 00:34:21.249]  And he was having trouble breathing and they did it and he was dead in three days after they snaked that thing down his lungs.
[00:34:22.189 --> 00:34:23.770]  And boy, he was strapped down.
[00:34:23.830 --> 00:34:25.111]  He was fighting to get out of that.
[00:34:25.131 --> 00:34:27.652]  I remember sitting there watching it.
[00:34:27.792 --> 00:34:29.013]  It was putting years on my life.
[00:34:29.053 --> 00:34:30.013]  Just watching him sit there.
[00:34:30.814 --> 00:34:33.035]  He's just looking at me, basically begging to get out of that thing.
[00:34:33.875 --> 00:34:35.576]  But without it, he'd have died right then.
[00:34:36.737 --> 00:34:37.697]  But it's still, he died.
[00:34:39.098 --> 00:34:39.258]  Ugh.
[00:34:40.439 --> 00:34:40.579]  Now,
[00:34:43.670 --> 00:34:44.310]  Some horrible memories.
[00:34:44.370 --> 00:34:45.371]  I shouldn't open those memories up.
[00:34:46.811 --> 00:34:50.292]  But that's what they're doing, folks, just like this newly elected congressman.
[00:34:51.773 --> 00:34:55.294]  He had a heart attack when they were doing the intubation procedure.
[00:34:57.174 --> 00:34:58.255]  Imagine, he's strapped down.
[00:34:58.275 --> 00:35:00.175]  It's like being waterboarded.
[00:35:00.195 --> 00:35:04.797]  They run those tubes down into your bronchioles, into your lungs.
[00:35:06.097 --> 00:35:10.919]  You ever had a little piece of rice go down your throat the wrong way and you're hacking and coughing, your eyes are bloodshot?
[00:35:11.837 --> 00:35:15.681]  You know what it's like if you're not unconscious and they stick tubes down your lungs?
[00:35:19.165 --> 00:35:21.668]  And most of the people that have died have been old people or homeless.
[00:35:23.330 --> 00:35:28.496]  They scoop those homeless up at certain hospitals have almost all the death and they're killing them folks.
[00:35:28.816 --> 00:35:32.521]  And you'll notice it's the same hospitals that kill the babies and sell their organs.
[00:35:34.636 --> 00:35:44.019]  There it is, 80% Business Insider of New York City's coronavirus patients who are put on ventilators ultimately die, and some doctors are trying to stop using them.
[00:35:46.120 --> 00:35:50.181]  That was months and months and months and months and months and months ago, back in April.
[00:35:52.162 --> 00:35:55.943]  That's why the left's so pissed, because most hospitals know not to use the ventilators now.
[00:35:55.963 --> 00:35:57.664]  Remember Cuomo?
[00:35:58.064 --> 00:36:03.846]  We need testing, testing, testing, ventilators, ventilators, ventilators.
[00:36:05.009 --> 00:36:05.890]  Because he's told to say that.
[00:36:06.210 --> 00:36:08.111]  Now it's testing, testing, testing.
[00:36:08.431 --> 00:36:10.453]  Ventilator, ventilator, ventilator.
[00:36:10.753 --> 00:36:12.514]  Arrest, arrest, arrest.
[00:36:12.974 --> 00:36:13.755]  I have Schumer.
[00:36:14.475 --> 00:36:15.216]  I have Whitmer.
[00:36:15.676 --> 00:36:16.377]  I have Wolf.
[00:36:16.777 --> 00:36:17.577]  I have Cuomo.
[00:36:18.078 --> 00:36:19.118]  I have Newsom.
[00:36:19.559 --> 00:36:20.359]  All on video.
[00:36:21.480 --> 00:36:23.822]  Newsom with that big Jack O'Lantern demon face.
[00:36:24.864 --> 00:36:26.285]  I'd run from that guy if I saw him in an alley.
[00:36:26.325 --> 00:36:26.865]  He scares me.
[00:36:27.005 --> 00:36:33.008]  He's a... People that don't have the sight, don't have discernment, don't know, like, that's a... Whoa, that's an actual killer level demon.
[00:36:33.028 --> 00:36:35.950]  That's about as bad as... That's Satan's helper right there.
[00:36:35.990 --> 00:36:38.791]  That's... I mean, Cuomo, open demon, look at him.
[00:36:39.972 --> 00:36:41.252]  Brian Stelter, open demon.
[00:36:43.493 --> 00:36:44.334]  They've got the look.
[00:36:44.734 --> 00:36:46.375]  Jimmy Savelle's got the look.
[00:36:47.135 --> 00:36:48.516]  Pull up Jimmy Savelle for folks.
[00:36:49.056 --> 00:36:49.917]  He's got the look.
[00:36:50.057 --> 00:36:50.937]  He's got the look.
[00:36:51.117 --> 00:36:51.918]  He's got the look.
[00:36:52.833 --> 00:36:53.994]  I'm not saying he's a child molester.
[00:36:54.014 --> 00:36:59.957]  I'm saying if I was going to cast one for Hollywood to play one, Brian Steldred would be number one.
[00:36:59.977 --> 00:37:01.557]  Hit the clown, no makeup needed.
[00:37:02.018 --> 00:37:04.299]  But he sure as hell molested the truth all day in the First Amendment.
[00:37:05.639 --> 00:37:11.102]  So I'm going to go back to Robert here and the rest of your calls, but the big news coming up next hour, Lin Wood files emergency petition to the U.S.
[00:37:11.122 --> 00:37:14.064]  Supreme Court to stop January 5th runoff races in the U.S.
[00:37:14.104 --> 00:37:16.105]  Senate in Georgia, which Trump should have done.
[00:37:16.465 --> 00:37:18.286]  Those are sitting in the same fake ballots.
[00:37:20.708 --> 00:37:24.552]  They're engaged in the same fraud again, and if we let them do it, they'll do it again!
[00:37:24.572 --> 00:37:30.459]  But right now, let's go back to Robert.
[00:37:30.499 --> 00:37:33.041]  Robert, your wife's a doctor, hospital's raking in millions.
[00:37:33.762 --> 00:37:35.084]  What is your take on this?
