[00:00:09.747 --> 00:00:10.169]  Oh, no.
[00:28:30.414 --> 00:28:32.015]  It is amazing.
[00:28:32.015 --> 00:28:34.116]  Folks have loved the other toothpaste that he's developed.
[00:28:34.116 --> 00:28:37.238]  If you like those, you're really going to love this.
[00:28:37.238 --> 00:28:41.401]  And there's also the high-quality activated charcoal mouthwash.
[00:28:41.401 --> 00:28:49.746]  And then on top of that, eight other new products available at infowarestore.com with this new line, Dr. Jones Naturals.
[00:28:50.146 --> 00:29:00.432]  Again, InfoWarsStore.com for the new line of Dr. Jones Naturals or visit DrJonesNaturals.com and find the entire line on his new shopping cart.
[00:29:00.432 --> 00:29:05.174]  Again, my dad who helped launch the InfoWars is now a major sponsor of the operation.
[00:29:05.174 --> 00:29:06.415]  Thanks dad for all your support!
[00:29:07.529 --> 00:29:12.390]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:29:12.390 --> 00:29:21.313]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:29:21.313 --> 00:29:26.635]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:29:26.635 --> 00:29:37.398]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support your body.
[00:29:38.199 --> 00:29:47.106]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high quality ingredients.
[00:29:47.106 --> 00:29:55.914]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more.
[00:29:55.914 --> 00:30:02.700]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today.
[00:30:02.700 --> 00:30:04.942]  Available at Infowarsstore.com.
[00:30:07.853 --> 00:30:19.418]  Vicki Gibbs, 57-year-old lesbian preacher in Houston, went in with a cough, got intubated, and then died.
[00:30:19.418 --> 00:30:24.740]  And as soon as I saw her face, as soon as I saw the report, I said, watch, it'll be intubation.
[00:30:24.740 --> 00:30:26.081]  We know what's gonna happen.
[00:30:26.081 --> 00:30:27.481]  It's a blue city.
[00:30:27.481 --> 00:30:28.682]  Same story yet again.
[00:30:28.682 --> 00:30:30.683]  And they say her heart gave out.
[00:30:31.663 --> 00:30:36.547]  If you put somebody on a breathing tube of COVID-19 as a death sentence, it's on record.
[00:30:36.547 --> 00:30:39.249]  I want everyone you know before they go into the hospital and get killed.
[00:30:39.249 --> 00:30:42.851]  Why are almost all the deaths happening in blue cities and blue states?
[00:30:42.851 --> 00:30:49.797]  It's because they intubate them, putting a tube in their lungs, and COVID-19 is causing an autoimmune response.
[00:30:49.797 --> 00:30:53.920]  And if you do that with oxygen, the doctors are on record saying it will kill you.
[00:30:54.580 --> 00:30:59.243]  But all these doctors in blue cities and blue states follow their orders.
[00:30:59.243 --> 00:31:03.286]  And the minute I saw this report today, I knew what I would be reading.
[00:31:03.286 --> 00:31:10.170]  Don't end up like Vicki Gibbs or everyone.
[00:31:10.170 --> 00:31:12.771]  You're listening to the Alex Jones Show.
[00:31:32.397 --> 00:31:42.140]  Remember, this broadcast only exists because of your support, your word of mouth, and your prayers.
[00:31:42.140 --> 00:31:43.300]  Thank you again for joining us.
[00:31:43.300 --> 00:31:45.401]  I am Alex Jones, your host.
[00:31:45.401 --> 00:31:47.862]  Alright.
[00:31:47.862 --> 00:31:49.742]  This is a very complex issue.
[00:31:49.742 --> 00:31:54.483]  If you get into all the minutiae.
[00:31:54.483 --> 00:31:56.004]  And I've studied the minutiae in depth.
[00:31:56.897 --> 00:32:00.120]  I've had the top experts on over the years, you've heard them.
[00:32:00.120 --> 00:32:10.188]  And you're your own experts on this, but there is a consensus in the Trump White House and with Larry Kudlow, and there's a consensus here in InfoWars.
[00:32:10.188 --> 00:32:14.611]  And I intend to open the phones up and have you call in if you disagree or agree.
[00:32:14.611 --> 00:32:18.514]  But here's the final equation.
[00:32:18.514 --> 00:32:19.195]  Here's the bottom line.
[00:32:22.870 --> 00:32:48.921]  If you got an old cow you really like and you're not ever going to send it off to get it butchered, but one day it wanders out into the road and gets hit by an 18-wheeler and it breaks its neck, you might as well grab it, drag it over to the bottom of the tractor, cut it up, and, you know, feed it to your dogs as dog food or eat it yourself.
[00:32:48.921 --> 00:32:51.983]  I mean, that's really the thinking here.
[00:32:52.657 --> 00:32:55.297]  And that's kind of a crude analogy that just popped in my head.
[00:32:55.297 --> 00:33:05.439]  There's much better allegories you can come up with, but... I mean, my dad's dad would actually get attached to certain cows and would never sell them.
[00:33:05.439 --> 00:33:10.300]  And then the joke was, by the time he died of cancer, he had a whole herd of cows and wouldn't sell any of them.
[00:33:10.300 --> 00:33:11.880]  And they'd come over and he'd pet them and stuff.
[00:33:11.880 --> 00:33:22.502]  We'd feed them range cubes, but... Let me just pull back here for a minute.
[00:33:24.500 --> 00:33:30.962]  You know, if I just rattle off stuff, it doesn't really have an effect, does it?
[00:33:30.962 --> 00:33:43.007]  No, it doesn't.
[00:33:43.007 --> 00:33:45.628]  I don't know what to say anymore.
[00:33:45.628 --> 00:33:50.710]  You know, the public is so ignorant about how the world works.
[00:33:54.989 --> 00:34:16.964]  That these criminals can pull off these things against us and then we're unable to even respond to it because the public doesn't even understand the basics of how the economy, how finance, how markets work.
[00:34:16.964 --> 00:34:24.569]  We're witnessing a devastating planetary takeover right now by the most nasty people you can imagine.
[00:34:25.802 --> 00:34:37.892]  And the fact that they've got every major channel out there, not just here but all over the world, saying America's over, America sucks, America's demoralized, the dollar's gonna plunge, the U.S.
[00:34:37.892 --> 00:34:51.484]  won't even be a co-superpower to China, it will descend into civil war, and to know that that's their plan, and the average American isn't 100% behind the President trying to stop it, is nauseating.
[00:34:53.840 --> 00:35:04.265]  It's like you're flying in an airplane, and one pilot has a heart attack and dies, and the other pilot knows how to land the plane, and crazy people on board want to kill the pilot.
[00:35:04.265 --> 00:35:12.089]  Or you're in a life raft, and there's crazy people on board that are trying to punch holes in it while sharks are swimming around you.
[00:35:12.089 --> 00:35:20.353]  All because they've been taught it's cute, it's fun, it's fashionable to plunge the dollar, to burn down the police station, to destroy the country.
[00:35:20.353 --> 00:35:21.634]  And it's so dangerous!
[00:35:24.858 --> 00:35:32.061]  So I'm gonna start over next segment, because I'm gonna need that map on the wall I've been asking for of their fake, you know, COVID system.
[00:35:32.061 --> 00:35:34.222]  But we'll do it next segment.
[00:35:34.222 --> 00:35:40.124]  Now, I may just have to leave today.
[00:35:40.124 --> 00:35:41.425]  This is not drama stuff.
[00:35:41.425 --> 00:35:43.085]  In fact, I'm going off here.
[00:35:43.085 --> 00:35:43.766]  This conference is done.
[00:35:43.766 --> 00:35:48.748]  I mean, seriously.
[00:35:48.748 --> 00:35:49.648]  Wow.
[00:35:49.648 --> 00:35:50.388]  Unbelievable.
[00:35:50.388 --> 00:35:51.229]  Let's go ahead and
[00:35:54.701 --> 00:35:56.603]  Go to this special report.
[00:35:56.603 --> 00:35:57.343]  We'll see what happens.
[00:35:57.343 --> 00:36:11.035]  I'm going to have to push back other graphs I have for next time because I got to do this whole graph on COVID-19 here that I needed.
[00:36:11.035 --> 00:36:12.877]  Let's play clip 14.
[00:36:12.877 --> 00:36:13.958]  Thanks.
[00:36:13.958 --> 00:36:15.379]  Clip 14.
[00:36:15.379 --> 00:36:16.720]  And then after that, whatever you like.
[00:36:23.433 --> 00:36:43.847]  We learned that Mueller and the Clintons and all of them were involved suppressing information about themselves and how they were running these child molesting blackmail rings that was being managed by the Clinton Obama era FBI at the top.
[00:36:43.847 --> 00:36:49.671]  And we also in the documents learned that they tried to have the FBI implicate Donald John Trump
[00:36:51.792 --> 00:37:03.561]  Because, as we've told you years ago, he was a confidential informant to the FBI in Palm Beach, saying that, word is, Epstein is engaged in criminal activity with underage girls.
[00:37:03.561 --> 00:37:06.464]  He was a fixture in Palm Beach.
[00:37:06.464 --> 00:37:08.565]  I had a falling out with him a long time ago.
[00:37:08.565 --> 00:37:10.767]  I don't think I've spoken to him for 15 years.
[00:37:10.767 --> 00:37:20.815]  Epstein was actually banned from Mar-a-Lago, according to court documents obtained by Inside Edition, after Epstein was accused of sexually assaulting an underage girl at the club.
[00:37:21.255 --> 00:37:23.897]  Everybody knows Donald Trump doesn't like little girls.
[00:37:23.897 --> 00:37:27.940]  Donald Trump likes intimidating bombshell females.
[00:37:27.940 --> 00:37:31.883]  But these pedophiles, they want to suck the energy off these little girls, little boys.
[00:37:31.883 --> 00:37:34.525]  They want to be creepy.
[00:37:34.525 --> 00:37:36.126]  Weinstein's really gross.
[00:37:36.126 --> 00:37:41.010]  He likes to have underage girls clean, reportedly like skin growths under his belly.
[00:37:41.010 --> 00:37:43.532]  And he has a vagina as well, reportedly.
[00:37:43.532 --> 00:37:45.894]  He's a hermaphrodite.
[00:37:45.894 --> 00:37:48.015]  I mean, can you imagine all of this?
[00:37:48.015 --> 00:37:48.856]  He makes 15-year-old girls.
[00:37:50.814 --> 00:37:54.818]  Is it true, sir, that you have what's been described as an egg-shaped penis?
[00:38:10.265 --> 00:38:20.795]  Epstein took my sexual innocence in front of a wall of framed photographs of him shaking hands and smiling with celebrities and political leaders.
[00:38:20.795 --> 00:38:22.517]  I was only 15 years old.
[00:38:22.517 --> 00:38:27.041]  You don't get in the globalist club unless you're really screwed up.
[00:38:27.041 --> 00:38:30.885]  They're fallen, they're diseased, they're inbred globalists.
[00:38:30.885 --> 00:38:32.666]  And that's why they don't like those of us that aren't.
[00:38:32.666 --> 00:38:35.309]  And why they want to make us twisted and fallen and ugly like them.
[00:38:36.667 --> 00:38:38.687]  Get the British Royalty all inbred as well.
[00:38:38.687 --> 00:38:45.329]  So it's all a bunch of inbred, hunchbacked demons who get all the power because they want the power.
[00:38:45.329 --> 00:38:46.909]  Because they don't have the power.
[00:38:46.909 --> 00:38:55.131]  Within hours of Jeffrey Epstein's apparent suicide, President Trump was retweeting a conspiracy theory linking Bill Clinton to his death.
[00:38:55.131 --> 00:38:59.032]  It was immediately picked up by Russian state media going viral.
[00:38:59.032 --> 00:39:02.593]  A Clinton spokesperson calling the tweet ridiculous and of course not true.
[00:39:02.593 --> 00:39:06.054]  Got a lot of problems coming up in my opinion with the famous island.
[00:39:06.755 --> 00:39:07.795]  With Jeffrey Epstein.
[00:39:07.795 --> 00:39:09.036]  A lot of problems.
[00:39:09.036 --> 00:39:10.096]  You think it was over the line?
