[00:00:25.951 --> 00:00:28.812]  Sunday, March 8th, 2020.
[01:34:39.955 --> 01:34:44.958]  I think that we are, as humanity, is not up for another war.
[01:34:44.958 --> 01:34:49.880]  So they did something that's a little more palatable, you know, a virus.
[01:34:49.880 --> 01:34:50.501]  They're right.
[01:34:50.501 --> 01:34:52.562]  I was going to say that at the start of the show today and you just said it.
[01:34:52.562 --> 01:34:54.603]  It's why the calls are so great.
[01:34:54.603 --> 01:34:57.925]  Instead of having a big war like we normally have, they're just giving us this virus.
[01:34:57.925 --> 01:34:58.966]  What else do you think is coming, Craig?
[01:34:59.912 --> 01:35:08.641]  You know, so we've got the reset, which is going to cause fear, and fear is their, that's their club that they use to beat us down.
[01:35:08.641 --> 01:35:19.692]  And I'd like to give you Zeus' thunderbolt on the other side, because right now, and I've thought about this even before the virus, just that, so they're going to, they're going to hit us.
[01:35:19.692 --> 01:35:23.255]  Oh, I said two months ago, I bet when they don't get him impeached, they launch a bioweapon.
[01:35:23.255 --> 01:35:23.816]  I'm on record.
[01:35:24.136 --> 01:35:29.399]  Yeah, yeah, no, no, yeah, but I just mean in terms of this economic... No, no, no, you're right too.
[01:35:29.399 --> 01:35:31.000]  The callers are smarter than I am.
[01:35:31.000 --> 01:35:34.763]  It's incredible how just the people know, the people understand that.
[01:35:34.763 --> 01:35:36.283]  The philosophers all knew that.
[01:35:36.283 --> 01:35:38.685]  When I say, oh, you're right, I'm just agreeing with you.
[01:35:39.369 --> 01:35:42.151]  Yeah, I mean this reset has to happen.
[01:35:42.151 --> 01:35:46.114]  Virus or no virus, this has just speeded it up and probably made it worse.
[01:35:46.114 --> 01:35:48.535]  It's 100% a cover for China losing the trade war.
[01:35:48.535 --> 01:35:49.736]  It's their reset.
[01:35:49.736 --> 01:35:54.679]  The globalists make behind-the-scenes deals that they then intend to blame on Trump.
[01:35:54.679 --> 01:35:56.100]  Do you agree with that?
[01:35:56.100 --> 01:35:57.401]  I totally agree with that.
[01:35:57.401 --> 01:35:58.582]  So how does Trump counter that?
[01:35:58.582 --> 01:35:59.623]  How does Trump counter that, Craig?
[01:36:00.512 --> 01:36:10.278]  So, when that happens, and people's pensions are getting whacked, and people are out of jobs in their fear, the one thing is, you haven't had Katherine Austin Fitz on for a long time.
[01:36:10.278 --> 01:36:11.259]  Please get her on this week.
[01:36:11.259 --> 01:36:13.620]  I'm telling the producers, get Fitz on immediately.
[01:36:13.620 --> 01:36:19.484]  Because, have you heard about the 21 trillion dollars that's been verified?
[01:36:19.484 --> 01:36:24.367]  So, she is working with a professor at Michigan State.
[01:36:24.367 --> 01:36:26.829]  They went through the books, and I think it's just the DOD.
[01:36:26.829 --> 01:36:28.790]  You're talking about the Pentagon missing money, yeah.
[01:36:29.557 --> 01:36:42.506]  Yeah, no, no, but she has taken a, Michigan State professor took a hold, the whole economic department went through this, just that one department, 21 trillion missing dollars.
[01:36:42.506 --> 01:36:44.387]  No, I know, it's been incredible.
[01:36:44.387 --> 01:36:45.548]  Thank you so much.
[01:36:45.548 --> 01:36:47.329]  So you talked to that caller for 10 hours.
[01:36:47.329 --> 01:36:48.030]  Thank you, Craig.
[01:36:48.030 --> 01:36:49.110]  Okay, who's up next?
[01:36:49.110 --> 01:36:51.312]  Wesley, Wesley in Georgia.
[01:36:51.312 --> 01:36:53.093]  Thanks for holding, go ahead.
[01:36:53.093 --> 01:36:54.554]  Hey Alex, how's it going?
[01:36:54.554 --> 01:36:58.557]  Man, I've been racking my brain because I just gut level, I really feel concerned.
[01:36:59.229 --> 01:37:03.810]  Well, listen, Alex, I'm a firefighter in Georgia in the heart of a community of about 60,000.
[01:37:03.810 --> 01:37:05.891]  God bless you, brother.
[01:37:05.891 --> 01:37:07.791]  Thank you for your service to America.
[01:37:07.791 --> 01:37:08.772]  Well, thank you, Alex.
[01:37:08.772 --> 01:37:10.532]  And the other day, the chief comes to me.
[01:37:10.532 --> 01:37:11.913]  We've been friends for years.
[01:37:11.913 --> 01:37:15.153]  And he says, I just found out something.
[01:37:15.153 --> 01:37:22.696]  And here's the city's credit card and told me to order $2,000 worth of medical supplies.
[01:37:22.696 --> 01:37:24.736]  And him and I, we don't hold secrets.
[01:37:24.736 --> 01:37:26.877]  And he would not tell me what he found out, Alex.
[01:37:26.877 --> 01:37:27.837]  So something's going on.
[01:37:28.302 --> 01:37:30.524]  Well, that's because he was ordered to not tell you.
[01:37:30.524 --> 01:37:31.004]  That's right.
[01:37:31.004 --> 01:37:32.785]  The second point, Alex, I'll be real quick.
[01:37:32.785 --> 01:37:33.746]  I know you got to change.
[01:37:33.746 --> 01:37:35.387]  No, no, we want to hear from you.
[01:37:35.387 --> 01:37:43.072]  Let me tell you, where the rubber meets the road with firefighters and police officers and medics, that's where you really find out what's going on.
[01:37:43.072 --> 01:37:44.433]  So tell us what you know.
[01:37:44.433 --> 01:37:48.056]  Well, you know, Alex, you've been wanting to know, you know, who really started this.
[01:37:48.056 --> 01:37:53.039]  And I think to answer that question is you have to find out who stands to gain something.
[01:37:53.039 --> 01:37:53.460]  Exactly.
[01:37:54.065 --> 01:37:57.927]  So when the FEMA quarantine camps are going on, who stands to gain something?
[01:37:57.927 --> 01:38:01.409]  It's Amazon that delivers all the food with a drone.
[01:38:01.409 --> 01:38:02.129]  Okay?
[01:38:02.129 --> 01:38:04.830]  When Congress... Oh, just like China!
[01:38:04.830 --> 01:38:07.592]  Oh, you just... Oh my God, that's why I love the callers.
[01:38:07.592 --> 01:38:08.812]  I'm telling you, Alex.
[01:38:08.812 --> 01:38:11.794]  They were doing massive drone tests the last six months at night.
[01:38:11.794 --> 01:38:13.955]  Turned out it was Amazon doing it.
[01:38:13.955 --> 01:38:17.857]  Oh, they've been... Just like... Drones are controlling everything in China.
[01:38:17.857 --> 01:38:19.378]  Oh my gosh.
[01:38:19.378 --> 01:38:21.199]  It's going to get better, Alex.
[01:38:21.199 --> 01:38:21.699]  Start over!
[01:38:21.699 --> 01:38:22.439]  No, you've got the floor.
[01:38:22.439 --> 01:38:23.060]  I'm going to shut up.
[01:38:23.060 --> 01:38:23.280]  Go ahead.
[01:38:23.902 --> 01:38:29.363]  So when Congress and the government is operating off a telecom, who stands to gain?
[01:38:29.363 --> 01:38:35.185]  Okay, now that's Facebook and Microsoft when everything's on the OneDrive cloud.
[01:38:35.185 --> 01:38:37.585]  Now you said it, the Pentagon's going over to their control.
[01:38:37.585 --> 01:38:40.406]  This is, and it's big tech ordering the panic.
[01:38:40.406 --> 01:38:42.046]  This is their takeover right now.
[01:38:42.046 --> 01:38:44.667]  So they already took our speech and they surveil us.
[01:38:44.667 --> 01:38:47.928]  Now they're teaching us, they tell us to stay in our houses, and now they watch us.
[01:38:48.895 --> 01:38:56.881]  And see, this is just all part of a series of plan because, you know, people... You know what a 12-gauge shotgun would do with, like, number six?
[01:38:56.881 --> 01:38:58.422]  Number six, you don't hurt buildings behind it.
[01:38:58.422 --> 01:39:02.345]  Don't use double-lock buck, folks, if she's, like, number six or seven.
[01:39:02.345 --> 01:39:05.488]  Those drones are going down.
[01:39:05.488 --> 01:39:08.510]  You're talking about some bird-hunting, boy.
[01:39:08.510 --> 01:39:16.376]  And people, you know, I don't know if you remember two years ago, the black guys that got kicked out of Starbucks, that was just a ruse, Alex.
[01:39:16.954 --> 01:39:18.655]  And so it's little subtle things.
[01:39:18.655 --> 01:39:19.595]  Oh, no, it came out.
[01:39:19.595 --> 01:39:23.897]  They did that before the owner that would ask every white person why they were a racist.
[01:39:23.897 --> 01:39:26.258]  It's just you're exactly man.
[01:39:26.258 --> 01:39:29.079]  You're what's coming next.
[01:39:29.079 --> 01:39:33.220]  Well, you know, I mean, there's there's all kinds of things out that you can think of.
[01:39:33.220 --> 01:39:36.301]  And it starts with little subtle things like this.
[01:39:36.301 --> 01:39:41.103]  And David Knight said it best, you know, hey, well, what are you doing trying to get on this airplane?
[01:39:41.103 --> 01:39:43.404]  You don't have a vaccination certificate.
[01:39:43.404 --> 01:39:45.725]  And so it's it's those little subtle things.
[01:39:46.365 --> 01:39:51.707]  That they try to make Americans accept, and just, you know, we say, okay, you know, whatever.
[01:39:51.707 --> 01:40:02.630]  And before long, it's just like China, and we're not- You're right, we're accepting the social- China brags that they've got the cell phones tracking where you go, what you do, and if you haven't done what they say, they turn it off during the emergency.
[01:40:02.630 --> 01:40:09.712]  This is a global government- Alex, now they've got at airports where you go, you scan your face instead of showing your passport, and Americans, they just line up.
[01:40:09.712 --> 01:40:11.553]  They actually pay for the service.
[01:40:15.137 --> 01:40:18.180]  And the kids are all trained on their iPhones to get on the phone via that.
[01:40:18.180 --> 01:40:19.522]  No, it's all training.
[01:40:19.522 --> 01:40:20.363]  It's all synthetic.
[01:40:20.363 --> 01:40:23.627]  Wesley, get Wesley's name and number because we're starting that show soon.
[01:40:23.627 --> 01:40:24.608]  It's going to happen.
[01:40:24.608 --> 01:40:25.729]  We're the callers of the host.
[01:40:25.729 --> 01:40:26.470]  Get his name and number.
[01:40:26.470 --> 01:40:27.251]  Put it in the hopper.
[01:40:27.251 --> 01:40:29.573]  Please, guys, don't forget.
[01:40:29.573 --> 01:40:31.796]  Wow.
[01:40:31.796 --> 01:40:36.181]  Yeah, how facial recognition is taking over airports, but we got to let the jihadis in.
[01:40:36.181 --> 01:40:36.321]  Wow.
[01:40:37.984 --> 01:40:39.665]  All right, Wesley, thank you.
[01:40:39.665 --> 01:40:41.767]  Let's go ahead and take another call.
[01:40:41.767 --> 01:40:44.008]  Lisa in California.
[01:40:44.008 --> 01:40:45.609]  Lisa, that was a scary caller.
[01:40:45.609 --> 01:40:46.250]  He was dead on.
[01:40:46.250 --> 01:40:47.530]  What do you have to say?
[01:40:47.530 --> 01:40:48.671]  Hi, Alex.
[01:40:48.671 --> 01:40:53.935]  OK, so I totally I mean, the hype is crazy.
[01:40:53.935 --> 01:40:56.256]  It's everywhere.
[01:40:56.256 --> 01:41:05.623]  But, you know, you have been promoting like preparedness and get your store, you know, storable foods.
[01:41:05.623 --> 01:41:06.183]  And that's great.
[01:41:06.792 --> 01:41:15.299]  That you have not been, you haven't been promoting your supplements.
[01:41:15.299 --> 01:41:20.423]  And I think I have just about everything except for Turbo, of course, for our family.
[01:41:20.423 --> 01:41:21.964]  And it works.
[01:41:21.964 --> 01:41:24.026]  You have to build your immune system.
[01:41:26.007 --> 01:41:29.249]  You're going to end up in the hospital and what good is your food going to do you?
[01:41:46.381 --> 01:41:49.942]  Jacking yourself up overall is probably not good, but people use it, I use it.
[01:41:49.942 --> 01:41:52.863]  It's not bad for you, I'm just being honest, it's not to boost your immunity.
[01:41:52.863 --> 01:41:59.925]  But absolutely, the fish oil, the D3, the Ultra 12, it's all back in stock.
[01:41:59.925 --> 01:42:04.487]  You're absolutely right, it's what funds the operation and they are great products.
[01:42:04.487 --> 01:42:15.170]  Right, and you know, I just want to say, you should have Shiva Iyer-Duray on your program because he talks about building the system, your immune system.
[01:42:15.774 --> 01:42:21.761]  Because you need to build that, and every single one of your products will build your immune system.
[01:42:21.761 --> 01:42:24.945]  And then working together all, you know, in synergy.
[01:42:24.945 --> 01:42:26.547]  I'm out of time, Lisa, but God bless you.
[01:42:26.547 --> 01:42:32.314]  Let me just say this, because Mike Adams told me two weeks ago, he goes, hey, you keep saying food is six to eight weeks now.
[01:42:34.102 --> 01:42:36.284]  People think that's your supplements.
[01:42:36.284 --> 01:42:38.305]  I drop ship the food.
[01:42:38.305 --> 01:42:39.306]  Nobody else has the food.
[01:42:39.306 --> 01:42:40.047]  We have the best company.
[01:42:40.047 --> 01:42:40.627]  You actually get it.
[01:42:40.627 --> 01:42:41.628]  We're not going to lie.
[01:42:41.628 --> 01:42:42.309]  6 to 8 weeks.
[01:42:42.309 --> 01:42:46.192]  More like 4 to 5 weeks to 6 to 8.
[01:42:46.192 --> 01:42:47.392]  We have the technology.
[01:42:47.392 --> 01:42:48.834]  We have the supplements.
[01:42:48.834 --> 01:42:52.336]  You order them, unless it's on a Friday, they ship the next day.
[01:42:52.336 --> 01:42:54.638]  Our warehouse is next day shipping.
[01:42:58.004 --> 01:42:59.930]  The evidence is overwhelming.
[01:42:59.930 --> 01:43:04.886]  Coronavirus is a man-made bioweapon designed to destroy nation-states...
[01:43:08.308 --> 01:43:09.849]  Planetary government.
[01:43:09.849 --> 01:43:12.271]  This is how the globalists are striking back.
[01:43:12.271 --> 01:43:14.353]  Here's a fortune headline today.
[01:43:14.353 --> 01:43:21.238]  Fears of global coronavirus contagion rage as 3,000 cruise ship passengers return home.
[01:43:21.238 --> 01:43:23.760]  And that's just in one nation.
[01:43:23.760 --> 01:43:28.564]  Coronavirus deals major blow to German car factories in China.
[01:43:28.564 --> 01:43:32.728]  They're reporting it could cut their sales in half this year.
[01:43:33.528 --> 01:43:36.709]  That's how major this is.
[01:43:36.709 --> 01:43:38.450]  Everyone needs to be prepared.
[01:43:38.450 --> 01:43:42.151]  2020 is not a year to play games.
[01:43:42.151 --> 01:43:51.394]  InfoWars will continue to report the latest information as it comes out, regardless of the fact that the establishment will try to punish us for telling the truth.
[01:43:51.394 --> 01:43:57.036]  We need you to step up to the plate and help spread the word about Bandog Video and InfoWars.com today.
[01:43:58.076 --> 01:44:06.779]  I always promote DNA Force Plus with PQQ and CoQ10 that cleans out the cells and empowers the telomeres and the mitochondria.
[01:44:06.779 --> 01:44:12.520]  It's the most powerful formula out there sold over the counter that is known to energize the body.
[01:44:12.520 --> 01:44:16.102]  I'm not going to jack up prices during crisis, but I am going to end up running out.
[01:44:16.102 --> 01:44:23.864]  So fund the InfoWarp, boost your immune system, and get things like X2 and X3, the absolute building block of the whole body, clean iodine, atomic,
[01:44:24.224 --> 01:44:25.005]  Powerful.
[01:44:25.005 --> 01:44:27.046]  Total booster in your whole life.
[01:44:27.046 --> 01:44:29.908]  Not just for immunity, but for libido, stamina, you name it.
[01:44:29.908 --> 01:44:33.070]  And you need to boost your immunity at InfoWareStore.com.
[01:44:33.070 --> 01:44:40.256]  With bodies, with DNA Force+, with phytonaminal fusion, with Ultra 12 that's back in stock, and Turbo Force, by the way, just came back into stock.
[01:44:40.256 --> 01:44:41.456]  It just boosts everything.
[01:44:41.456 --> 01:44:42.717]  InfoWareStore.com.
[01:44:42.717 --> 01:44:43.758]  You fund the InfoWare.
[01:44:43.758 --> 01:44:45.339]  You fund the rebellion against the globalists.
[01:44:45.339 --> 01:44:47.961]  You get great prices and you boost your immune system.
[01:44:47.961 --> 01:44:49.042]  A total 360 win.
[01:44:49.042 --> 01:44:49.642]  Take action.
[01:44:49.642 --> 01:44:50.503]  InfoWareStore.com.
[01:44:50.643 --> 01:44:51.344]  We're good to go.
[01:45:09.747 --> 01:45:17.033]  A handful of ace of spades because of God, because of the audience of activists, and because of the great team at InfoWars.
[01:45:17.033 --> 01:45:20.396]  And we are all a team, ladies and gentlemen.
[01:45:20.396 --> 01:45:24.299]  So right now, humanity is awakening, it's explosive, it's powerful, it's incredible.
[01:45:25.080 --> 01:45:34.427]  But there's major obstacles coming down the road, and the only way we can effectively fight the NWO and stay in the game, like MFWC, is your financial support.
[01:45:34.427 --> 01:45:37.310]  We make it really easy at MFWCstore.com.
[01:45:37.310 --> 01:45:40.072]  But I am blowing through our backup money.
[01:45:42.765 --> 01:45:43.346]  I think so.
[01:45:57.958 --> 01:45:58.759]  Everybody needs food.
[01:45:58.759 --> 01:46:00.320]  I'm proud we're selling high quality food.
[01:46:00.320 --> 01:46:03.102]  Elections, globalism, the economy, the bubble.
[01:46:03.102 --> 01:46:05.564]  This is something you need on your checklist to have done.
[01:46:05.564 --> 01:46:10.128]  But for me, it just is a bummer to know that everybody needs food.
[01:46:10.128 --> 01:46:12.870]  And I had long discussions this morning, over an hour long
[01:46:12.930 --> 01:46:13.490]  We're good to go.
[01:46:42.842 --> 01:46:44.604]  You're listening to the Alex Jones Show!
[01:47:14.881 --> 01:47:16.462]  Welcome back.
[01:47:16.462 --> 01:47:18.783]  It's the Alex Jones Show, Sunday evening live.
[01:47:18.783 --> 01:47:25.045]  We got a bunch of callers to finish up with Brandon and Jim and Rob and Ron and Matt and Paul and Taylor.
[01:47:25.045 --> 01:47:26.206]  So let's go quick.
[01:47:26.206 --> 01:47:27.566]  Brandon in Idaho, you're on the air.
[01:47:27.566 --> 01:47:28.166]  Thanks for holding.
[01:47:28.166 --> 01:47:29.887]  Welcome.
[01:47:29.887 --> 01:47:32.308]  How you doing, Alex?
[01:47:32.308 --> 01:47:33.329]  This is the big attack.
[01:47:33.329 --> 01:47:34.689]  This is the globalist attack.
[01:47:34.689 --> 01:47:37.010]  This is how 21st century warfare works.
[01:47:37.010 --> 01:47:39.731]  Chi-Com, globalist, deep state connected.
[01:47:39.731 --> 01:47:40.672]  It's totally clear now.
[01:47:40.672 --> 01:47:41.352]  So what do we do?
[01:47:42.538 --> 01:47:48.522]  Um, well, I don't have the answer to that, but I do have a theory on what, so Trump is the main focal point on this.
[01:47:48.522 --> 01:47:53.885]  He's the American people, he stands for the American people, America, and everything we represent.
[01:47:53.885 --> 01:47:57.447]  My fear is, with the election, just what, 200, 300 days away or something like that?
[01:47:57.447 --> 01:48:00.309]  Yeah, they're going to use this to cancel the election.
[01:48:00.309 --> 01:48:03.211]  Cancel the election, but this is how they get rid of Trump.
[01:48:03.211 --> 01:48:09.735]  Now, either this, I think I saw an article on you or Drudge or one of the two about the possibility of coronavirus already being in the White House.
[01:48:10.836 --> 01:48:12.719]  Coronavirus kills Trump.
[01:48:12.719 --> 01:48:13.941]  Oh, oh, funny!
[01:48:13.941 --> 01:48:18.308]  During the break I was about to come out and say this, but I didn't want to take time from you.
[01:48:18.308 --> 01:48:19.950]  Dr. McAmshaw, please.
[01:48:19.950 --> 01:48:24.998]  I said I'm not going to cover this when they gave it to me because I don't want to cut into caller's time, but you brought it up.
[01:48:24.998 --> 01:48:25.839]  This is what's incredible.
[01:48:26.380 --> 01:48:29.162]  Because you didn't say this in your call screening.
[01:48:29.162 --> 01:48:35.926]  Matt Schlapp, the big neocon, who shook Trump's hand, interacted with CPAC attendee with coronavirus.
[01:48:35.926 --> 01:48:40.389]  Did they use that as the excuse to take out Trump or shut down the White House?
[01:48:40.389 --> 01:48:44.551]  They're in a CPAC chairman infected attendee with no contact with Trump.
[01:48:44.551 --> 01:48:44.912]  There you go.
[01:48:44.912 --> 01:48:45.332]  What do you think?
[01:48:46.311 --> 01:48:47.411]  Same thing.
[01:48:47.411 --> 01:48:48.872]  Quarantine in the White House.
[01:48:48.872 --> 01:48:49.652]  He's locked down.
[01:48:49.652 --> 01:48:51.453]  We know who he's throwing himself.
[01:48:51.453 --> 01:48:53.794]  But sir, do you know the synchronicity and serendipity?
[01:48:53.794 --> 01:48:55.274]  You've been on hold over an hour.
[01:48:55.274 --> 01:48:56.855]  You didn't call in about that.
[01:48:56.855 --> 01:48:59.596]  You just brought that up and that was the next article I was going to cover.
[01:48:59.596 --> 01:49:00.836]  That's crazy.
[01:49:00.836 --> 01:49:05.438]  That's because the rest of the people, the rest of the callers were making really good points and it kind of brought me into that.
[01:49:05.438 --> 01:49:05.778]  No, no, no.
[01:49:05.778 --> 01:49:10.360]  I'm just saying it's crazy that I almost went to that, but I didn't because I didn't want to cut you off.
[01:49:12.031 --> 01:49:14.352]  Well, things work in mysterious ways, right?
[01:49:14.352 --> 01:49:15.233]  God works in mysterious ways.
[01:49:15.233 --> 01:49:16.413]  That's the way it works, brother.
[01:49:16.413 --> 01:49:16.953]  Exactly.
[01:49:16.953 --> 01:49:25.377]  The enemy keeps thinking, I thought that as I was going live, I thought, as my father always says, the best laid plans of mice and men often go astray.
[01:49:25.377 --> 01:49:27.819]  These people always have plans that don't go the way they want.
[01:49:27.819 --> 01:49:32.581]  I was just like, oh my, we're totally, we're zeitgeist now, bro.
[01:49:32.581 --> 01:49:34.262]  Brandon, we're zeitgeisting, right?
[01:49:34.262 --> 01:49:38.804]  We're like, we're saying the same things without even like, this is crazy.
[01:49:39.525 --> 01:49:39.965]  I love it.
[01:49:39.965 --> 01:49:40.325]  I love it.
[01:49:40.325 --> 01:49:42.446]  And we don't know who he's surrounding himself with.
[01:49:42.446 --> 01:49:45.987]  Like I said, neocons, there's Democrats all over the place, you know, deep state.
[01:49:45.987 --> 01:49:50.708]  Seriously, he could either die from the virus, if not, he's quarantined in the White House, and they just take him out.
[01:49:50.708 --> 01:49:53.349]  Who are they to say, hey, he's after the coronavirus?
[01:49:53.349 --> 01:49:55.189]  Exactly, because they create such hysteria.
[01:49:55.189 --> 01:49:55.850]  Thank you, Brandon.
[01:49:55.850 --> 01:49:56.490]  Great points.
[01:49:56.490 --> 01:49:57.730]  Wow.
[01:49:57.730 --> 01:49:59.271]  Let's go to Jim in Texas.
[01:49:59.271 --> 01:50:00.111]  Jim, you're on the air.
[01:50:00.111 --> 01:50:00.431]  Thank you, sir.
[01:50:01.311 --> 01:50:03.753]  God bless you, Alex, and all of the crew.
[01:50:03.753 --> 01:50:04.594]  Talk to Savannah.
[01:50:04.594 --> 01:50:07.596]  That was really an honor to do that.
[01:50:07.596 --> 01:50:09.017]  Isn't she amazing?
[01:50:09.017 --> 01:50:12.159]  Motivational things in life.
[01:50:12.159 --> 01:50:14.041]  Love and fear.
[01:50:14.041 --> 01:50:17.904]  Now, the globalists are trying to capitalize on fear.
[01:50:17.904 --> 01:50:22.407]  And in my family, we are not going to allow that to happen.
[01:50:22.407 --> 01:50:29.593]  We can battle against it as we continue to move ahead and think that, oh, this is a strain of a virus.
[01:50:30.083 --> 01:50:32.385]  Obviously it's a file weapon.
[01:50:32.385 --> 01:50:37.228]  So this is all they got against us is God is bigger than us.
[01:50:37.228 --> 01:50:39.889]  And Moses could drink poison.
[01:50:39.889 --> 01:50:41.290]  I agree mentally.
[01:50:41.290 --> 01:50:44.372]  You can overpower this stuff with God's power.
[01:50:44.372 --> 01:50:47.194]  And look at the timing of this Alex.
[01:50:47.194 --> 01:50:56.860]  Look at the timing of this happening when the Trump rallies continue to build and build and people are supporting our president and our cabinet and our government.
[01:50:57.338 --> 01:50:59.079]  And there's great people getting in our country.
[01:50:59.079 --> 01:51:00.780]  America's coming back.
[01:51:00.780 --> 01:51:03.041]  We won the trade war, and then here it comes.
[01:51:03.041 --> 01:51:06.263]  Right out of our main enemy comes this weapon.
[01:51:06.263 --> 01:51:11.346]  Then we have to just depend on God, because it's something that we can't control.
[01:51:11.346 --> 01:51:12.867]  But we need to keep moving forward.
[01:51:12.867 --> 01:51:18.830]  You know, stopping South by Southwest, as far as I'm concerned, was a mistake.
[01:51:18.830 --> 01:51:19.471]  No, I agree.
[01:51:19.471 --> 01:51:21.512]  No, it's Big Tech ordered it.
[01:51:21.512 --> 01:51:23.893]  Big Tech's on record ordering it.
[01:51:23.893 --> 01:51:24.834]  They wanted the fear.
[01:51:26.141 --> 01:51:33.307]  They want the fear to build, so we as InfoWarriors, and I've been one since 2005, God bless you, didn't see us.
[01:51:33.307 --> 01:51:37.631]  No, they're the big tech that built the web to get us connected, to control us.
[01:51:37.631 --> 01:51:39.353]  They want to run our, they're the evil.
[01:51:39.353 --> 01:51:42.395]  That's why Google says don't be evil, because it's pure evil.
[01:51:42.395 --> 01:51:47.039]  As we stay together, and that's the positive message about it.
[01:51:47.039 --> 01:51:49.882]  Love can absolutely beat and defeat fear.
[01:51:50.498 --> 01:51:51.559]  I love you, brother.
[01:51:51.559 --> 01:51:52.220]  Thank you, Jim.
[01:51:52.220 --> 01:51:52.781]  Great points.
[01:51:52.781 --> 01:51:54.403]  I'm trying to cram everybody in.
[01:51:54.403 --> 01:51:55.685]  Matt in Alberta, Canada.
[01:51:55.685 --> 01:51:57.067]  You're on the air worldwide.
[01:51:57.067 --> 01:51:58.869]  Go ahead.
[01:51:58.869 --> 01:52:00.591]  Hey there, Alex.
[01:52:00.591 --> 01:52:01.352]  Good to see you.
[01:52:01.352 --> 01:52:03.355]  Good to talk to you.
[01:52:03.355 --> 01:52:04.236]  Where should we start?
[01:52:05.239 --> 01:52:12.324]  You know, I just want to, I just want to say, you know, like Trump has done so much good stuff for us up here, not only for you guys down there.
[01:52:12.324 --> 01:52:16.127]  Oh, he's pulling the troops out of Syria, out of Afghanistan.
[01:52:16.127 --> 01:52:17.188]  He's amazing.
[01:52:17.188 --> 01:52:19.049]  I feel bad even criticizing him.
[01:52:19.049 --> 01:52:25.434]  The Keystone XL pipeline, you know, it was put on hold by, you know, other people forever.
[01:52:25.434 --> 01:52:27.456]  By Soros, the dickhead.
[01:52:27.456 --> 01:52:28.336]  Yeah.
[01:52:28.336 --> 01:52:29.918]  And then he got it approved for us.
[01:52:29.918 --> 01:52:30.258]  And, you know,
[01:52:30.888 --> 01:52:32.289]  Canada is trying to separate.
[01:52:32.289 --> 01:52:35.732]  The Western Canada is trying to separate for some reason.
[01:52:35.732 --> 01:52:42.658]  And again, Soros and Buffett wanted to ship it all by train to your west coast of China.
[01:52:42.658 --> 01:52:43.739]  That's on record.
[01:52:43.739 --> 01:52:46.961]  And Trump just said, no, we're going to buy the Canadian oil and go to hell.
[01:52:46.961 --> 01:52:48.943]  If the Canadians want to sell it to us, we'll take it.
[01:52:48.943 --> 01:52:52.746]  The globalists wanted to say, you don't buy oil from Canadians.
[01:52:52.746 --> 01:52:56.670]  At 30% more than the Chinese were buying.
[01:52:56.670 --> 01:52:56.970]  Yeah.
[01:52:58.118 --> 01:53:02.425]  And, you know, another thing, too, that I wanted to touch on is Roger Stone.
[01:53:02.425 --> 01:53:03.687]  How is he doing?
[01:53:03.687 --> 01:53:05.611]  How's Roger Stone doing?
[01:53:05.611 --> 01:53:11.100]  Roger's on fire right now, and he feels really good, and that's all I can say.
[01:53:11.528 --> 01:53:16.090]  I think that's totally just uncalled for, you know, and I just, I really hope for the best.
[01:53:16.090 --> 01:53:19.812]  No, no, but he knows it's a fraud, and he sees the public supporting him, so that's all he cares about.
[01:53:19.812 --> 01:53:20.373]  Pat, thank you.
[01:53:20.373 --> 01:53:21.033]  Gotta jump again.
[01:53:21.033 --> 01:53:22.294]  Amazing call.
[01:53:22.294 --> 01:53:31.058]  Ron, in Arkansas, who MSNBC believes is the South, all the South is in Arkansas, and supposedly you're the worst people ever.
[01:53:31.058 --> 01:53:32.339]  I love folks in Arkansas.
[01:53:32.339 --> 01:53:39.643]  By the way, most of them are Democrats, so maybe I don't, but the Democrats don't even know it's their own state, and on MSNBC they say it's horrible and evil.
[01:53:40.603 --> 01:53:43.144]  Ron, go ahead from Arkansas.
[01:53:43.144 --> 01:53:45.904]  Yes, thanks for taking my call, Alex.
[01:53:45.904 --> 01:53:50.245]  I just wanted to say a couple of points.
[01:53:50.245 --> 01:54:05.069]  During this Russian occlusion hoax back a while back on MSNBC, I saw I was surfing through my channels and stopped there and saw Hillary on there.
[01:54:05.069 --> 01:54:08.450]  And out of her own mouth, she said, what if I told you that
[01:54:10.531 --> 01:54:19.574]  An ex-State Department person would ask China to help us, seeing that Russia is helping Trump.
[01:54:19.574 --> 01:54:21.814]  You know, I saw that two months ago.
[01:54:21.814 --> 01:54:23.775]  Oh, oh wow.
[01:54:23.775 --> 01:54:24.595]  Tomorrow, guys.
[01:54:24.595 --> 01:54:26.056]  First thing on the show.
[01:54:26.056 --> 01:54:26.916]  Don't forget, crew.
[01:54:26.916 --> 01:54:27.356]  Please.
[01:54:27.356 --> 01:54:29.097]  Right on the wall.
[01:54:29.097 --> 01:54:31.297]  I remember she said, what if I ask China for help?
[01:54:31.297 --> 01:54:32.638]  And I think that's what they're doing right now.
[01:54:32.638 --> 01:54:34.458]  What do you think?
[01:54:34.458 --> 01:54:35.959]  I think it's just dead on.
