[00:00:06.159 --> 00:00:06.820]  She just died?
[01:33:47.621 --> 01:33:51.944]  Second, get a big legal team up and going and ready to rock and roll.
[01:33:52.704 --> 01:34:07.331]  Particularly come election time but within days of the election so they can be ready for legal actions but they need to be preparing now for defending those cases in Michigan and Pennsylvania because we're about to see Bush v. Gore on steroids in terms of the lawfare that's coming.
[01:34:07.671 --> 01:34:10.992]  And for ordinary everyday people out there, continue to support.
[01:34:11.613 --> 01:34:21.077]  They waged war on Alex Jones and Infowars more than anyone else right out of the gate because you have been the tip of the spear for populist independent free press in the whole world.
[01:34:21.917 --> 01:34:22.458]  Absolutely.
[01:34:22.498 --> 01:34:24.439]  Robert Barnes, we'll talk to you soon.
[01:34:24.499 --> 01:34:25.220]  Thank you so much.
[01:34:46.550 --> 01:34:47.510]  Hey, glad to be here.
[01:35:09.471 --> 01:35:11.172]  One of our reporters, Wilson, put this out.
[01:35:11.212 --> 01:35:16.336]  We'll come right back with Ali Alexander and recap all this with the latest developments on the other side.
[01:35:16.356 --> 01:35:16.796]  Stay with us.
[01:35:21.899 --> 01:35:27.723]  Did the Centers for Disease Control disprove the COVID pandemic?
[01:35:28.204 --> 01:35:37.149]  According to mainstream media sources, a deadly, highly infectious airborne virus is currently on an international killing spree.
[01:35:37.290 --> 01:35:37.690]  However,
[01:35:38.030 --> 01:35:46.358]  According to information reported from the Centers for Disease Control, it hasn't really affected many people, infection or morbidity.
[01:35:46.558 --> 01:36:00.391]  Call it a hoax pandemic, or more accurately, an exaggeration or overreaction, but the information compiled by the CDC proves COVID is pretty ordinary when it comes to viruses.
[01:36:00.811 --> 01:36:19.843]  In the Center for Disease Control's own instructions for COVID testing, titled CDC 2019 Novel Coronavirus Real-Time RT-PCR Diagnostic Panel, effective on July 13, 2020, on the second page of the instructions it states, quote,
[01:36:20.123 --> 01:36:32.995]  Positive results are indicative of active infection with 2019 novel coronavirus, but do not rule out bacterial infection or co-infection with other viruses.
[01:36:33.295 --> 01:36:36.759]  The agent detected may not be the definite cause of disease.
[01:36:37.179 --> 01:36:46.193]  Laboratories within the United States and its territories are required to report all positive results to the appropriate public health authorities.
[01:36:46.594 --> 01:36:51.602]  In other words, positive results indicate infections other than COVID-19.
[01:36:52.423 --> 01:37:03.666]  Here, the CDC admits that when RT-PCR tests indicate a positive result, it does not mean the subject of the test is infected with novel coronavirus 2019.
[01:37:04.867 --> 01:37:09.328]  In fact, they could have a variety of other reasons for the positive test result.
[01:37:09.648 --> 01:37:16.835]  Including a respiratory bacterial infection, influenza, pneumonia, or any number of viral infections.
[01:37:17.135 --> 01:37:28.426]  The CDC's admission about the broad-spectrum detection of the PCR test is supported by the inventor of the polymerase chain reaction technology, Carey Mullis.
[01:37:28.666 --> 01:37:33.229]  Who won a Nobel Prize in Chemistry for his invention in 1993.
[01:37:33.409 --> 01:37:41.154]  He believes his PCR test is not for medical diagnostics, and is inappropriate to detect a viral infection.
[01:37:41.275 --> 01:37:49.180]  The PCR is extremely sensitive, which means it can detect even the smallest pieces of DNA or RNA.
[01:37:49.380 --> 01:37:52.701]  But it cannot determine where these particles came from.
[01:37:52.901 --> 01:37:56.562]  Dr. Kathy A. Petty supports Kerry Mullis' opinion.
[01:37:56.762 --> 01:38:01.924]  Quote, The big message is that every lab is vulnerable to having false positives.
[01:38:02.264 --> 01:38:04.544]  No single test result is absolute.
[01:38:04.604 --> 01:38:08.746]  And that is even more important with the test result based on PCR.
[01:38:09.006 --> 01:38:16.928]  On May 21st, even The Atlantic reported that the CDC's positive coronavirus test numbers were inaccurate.
[01:38:17.168 --> 01:38:23.310]  And inflated, because they had been mixing the results of viral tests and antibody tests.
[01:38:23.570 --> 01:38:27.971]  And the combination of these two created a surge in COVID cases.
[01:38:28.271 --> 01:38:43.836]  Not only did the CDC mix PCR tests and antibody tests, but in May, the CDC added probable cases to the total case count, under a revised definition of what it means to be a confirmed COVID case.
[01:38:44.096 --> 01:38:49.300]  Which doesn't even require a PCR test, or any test results for that matter.
[01:38:49.460 --> 01:38:59.487]  Instead, a person having close contact with a confirmed or probable case will be counted as one of the cases in the COVID-19 grand total.
[01:38:59.727 --> 01:39:07.172]  So it's possible for one case to count as 17, or even more, without a PCR test being considered.
[01:39:07.472 --> 01:39:09.052]  Unreliable as they may be.
[01:39:09.332 --> 01:39:20.634]  In addition, if you just exhibit any one of the many so-called COVID symptoms, you could satisfy the definition for a probable COVID case with no test.
[01:39:20.894 --> 01:39:25.155]  Again, being ultimately added to the total COVID case count.
[01:39:25.415 --> 01:39:35.377]  At this same time, the CDC proclaimed that no positive PCR test or otherwise was needed to pronounce someone dead from coronavirus.
[01:39:35.737 --> 01:39:44.224]  Which predictably inflated the total number of COVID deaths, giving the virus the optics of appearing as a lethal viral strain.
[01:39:44.524 --> 01:40:02.138]  In direct contradiction to this practice of boosting morbidity, at the end of August, the CDC published a statement that revealed COVID-19 was the independent or unaccompanied cause of death in only 6% of the total coronavirus deaths.
[01:40:02.979 --> 01:40:07.602]  For 6% of deaths, COVID-19 was the only cause mentioned.
[01:40:07.782 --> 01:40:22.653]  This means that 94% of the deaths attributed to COVID were either caused with assistance from some other degenerative factors, heart disease, obesity, cancer, or these deaths had nothing to do with COVID.
[01:40:22.853 --> 01:40:25.674]  Alright, that is about 60% of the report.
[01:40:25.754 --> 01:40:28.755]  It's titled, Did the CDC Disprove the COVID Pandemic?
[01:40:28.835 --> 01:40:29.435]  And they did.
[01:40:29.896 --> 01:40:32.617]  And they're censoring reports like this, but it's a banned video.
[01:40:33.397 --> 01:40:34.677]  You need to share the video.
[01:40:35.498 --> 01:40:35.898]  Alright!
[01:40:37.978 --> 01:40:45.700]  Olly Alexander is a great political analyst, great talk show host, and writer and researcher, and he's on the road.
[01:40:45.740 --> 01:40:57.282]  He was just up in Chicago at a big speech last night, but I wanted to get him on with us on this live Saturday show that goes for another 20 minutes or so, and then we're going to go to rebroadcast until 4 p.m.
[01:40:57.302 --> 01:40:59.503]  tomorrow when I come back for the regular Sunday show.
[01:40:59.523 --> 01:41:01.163]  But just amazing things.
[01:41:01.243 --> 01:41:03.264]  What does Ruth Bader Ginsburg really illustrate?
[01:41:03.644 --> 01:41:04.844]  When did she really die?
[01:41:06.291 --> 01:41:11.836]  The left is promising violence, even mainline writers at major newspapers are saying we'll burn the whole country down now.
[01:41:13.237 --> 01:41:14.579]  It's an incredible time to be alive.
[01:41:14.599 --> 01:41:16.701]  So we've gone from high gear to another gear.
[01:41:16.721 --> 01:41:21.165]  2020 is not disappointing when it comes to the excitement and danger factor.
[01:41:21.625 --> 01:41:25.689]  So Ali Alexander is here with us for about 15 minutes.
[01:41:25.709 --> 01:41:27.250]  We'll invite him back next week.
[01:41:27.270 --> 01:41:30.033]  I think he's gonna be in studio with us.
[01:41:30.934 --> 01:41:31.554]  But his
[01:41:33.018 --> 01:41:40.320]  Twitter handle is at A-L-I, Ollie, at Ollie, and of course, founders.olliealexander.org.
[01:41:40.620 --> 01:41:41.660]  Thank you so much, Ollie.
[01:41:41.680 --> 01:41:42.440]  Get right into it.
[01:41:42.460 --> 01:41:43.901]  I wanna hear what you have to say.
[01:41:45.441 --> 01:41:47.402]  Well, yesterday was completely shocking.
[01:41:47.482 --> 01:41:49.602]  I was sitting there in front of, well, standing there.
[01:41:49.622 --> 01:41:54.143]  I was the master of ceremonies for this event in Illinois, and this is, you know, a blue state.
[01:41:54.163 --> 01:41:57.584]  We're just outside of Chicago, and 700 people are there.
[01:41:57.604 --> 01:42:00.605]  I walk off the stage, and I get a text message
[01:42:01.070 --> 01:42:02.411]  And I'm like, this can't be real.
[01:42:02.751 --> 01:42:03.972]  This can't be real.
[01:42:04.272 --> 01:42:06.773]  You know, 2020 is too 2020 already.
[01:42:07.474 --> 01:42:16.859]  And I had to go back on stage and tell 700 people, you know, this is now the most important election in American history.
[01:42:17.299 --> 01:42:18.600]  There's just no doubt about it.
[01:42:18.660 --> 01:42:24.503]  This will determine whether or not millions of children continue to get aborted or not.
[01:42:24.863 --> 01:42:29.226]  The left is going to get super violent if Trump wins.
[01:42:29.645 --> 01:42:32.726]  Or if he puts another justice on the Supreme Court before the election.
[01:42:33.226 --> 01:42:45.830]  I mean, we really gotta stock up on all materials because you've never seen the left so feral as when we are threatening to take away their blood sacrifice and that is the abortion lobby.
[01:42:47.290 --> 01:42:47.770]  Exactly.
[01:42:47.830 --> 01:42:50.631]  Keep laying it out because they literally admit their satanists now.
[01:42:51.071 --> 01:42:52.792]  They've gone public.
[01:42:54.246 --> 01:42:55.687]  They've gone completely public.
[01:42:55.707 --> 01:42:57.227]  I mean, this is why they worshipped her.
[01:42:57.247 --> 01:42:58.008]  I mean, think about this.
[01:42:58.268 --> 01:42:59.849]  We've been styped all this year.
[01:42:59.909 --> 01:43:01.089]  No one's even covering this.
[01:43:01.449 --> 01:43:09.673]  Why hasn't somebody compiled all of the footage, all of the news clips, all of the memes that they shoved down our throat this year to say, she's healthy.
[01:43:09.973 --> 01:43:12.094]  Look, she's holding a two pound weight.
[01:43:12.535 --> 01:43:14.796]  Look, she can plank in a picture.
[01:43:14.956 --> 01:43:17.197]  Like, I mean, it's a joke.
[01:43:17.257 --> 01:43:18.037]  It's a sick joke.
[01:43:18.097 --> 01:43:19.758]  And I think that it illustrates
[01:43:20.430 --> 01:43:21.970]  How feral the left is.
[01:43:22.010 --> 01:43:23.331]  I mean, they're like animal creatures.
[01:43:23.371 --> 01:43:29.132]  You have all of these TikTok videos of these childless 30-year-old women screaming.
[01:43:29.552 --> 01:43:31.592]  And it's like, but I thought you guys wanted this.
[01:43:31.932 --> 01:43:33.473]  I thought you guys wanted this opportunity.
[01:43:33.493 --> 01:43:37.414]  So clearly the left knows that every Christian is now going to vote.
[01:43:37.634 --> 01:43:40.874]  Every single Christian in this country feels compelled to vote.
[01:43:41.314 --> 01:43:47.696]  Alex, 10 years ago, did you have any idea that we might actually have a shot at repealing Roe v. Wade?
[01:43:48.562 --> 01:43:48.942]  I didn't.
[01:43:49.022 --> 01:43:50.603]  No, everything's turning against them.
[01:43:50.684 --> 01:43:52.305]  Everything is disappearing through their hands.
[01:43:53.505 --> 01:43:55.067]  It's completely insane.
[01:43:55.127 --> 01:44:08.696]  And so, you know, the big question for me, and you and I talked about this on your show a week or two ago when I was in studio, is, you know, are we going through an exodus where God's people and patriots are finding each other so that we can create our own?
[01:44:09.275 --> 01:44:11.236]  Or is the country going through a revival?
[01:44:11.576 --> 01:44:15.017]  Because no one can deny there is now a spiritual war.
[01:44:15.057 --> 01:44:17.538]  I think that people used to deny that there was an Info War.
[01:44:17.938 --> 01:44:19.058]  Now no one can deny it.
[01:44:19.358 --> 01:44:21.719]  Now we have to say, okay, this is a spiritual war.
[01:44:21.739 --> 01:44:22.900]  We're in the spirit wars.
[01:44:23.600 --> 01:44:29.562]  And you're watching the Satanists and the Luciferians and the Marxists and the Bolsheviks and Antifa and the Democrats.
[01:44:29.882 --> 01:44:35.924]  Then on the other side, you have the Patriots, the Republicans, the Conservatives, the smart capitalists, not the greedy capitalists.
[01:44:36.588 --> 01:44:37.028]  I don't know.
[01:44:53.779 --> 01:44:55.101]  It's completely insane.
[01:44:55.121 --> 01:45:00.666]  A lot of people don't know this because the mainstream media doesn't want to report this, but Donald J. Trump receives more threats
[01:45:17.705 --> 01:45:17.985]  I think so.
[01:45:37.611 --> 01:45:38.751]  That was my next question.
[01:45:38.791 --> 01:45:41.492]  When I look at Obama and Hillary on TV, they look scared.
[01:46:08.471 --> 01:46:14.995]  A guy worth a couple hundred million dollars texted me last night and he said, he's like, are you seeing the same thing I'm seeing on Twitter with the Democrats?
[01:46:15.076 --> 01:46:15.976]  I said, well, what are you seeing?
[01:46:15.996 --> 01:46:17.057]  He said, they're scared.
[01:46:17.097 --> 01:46:18.558]  I was like, they're completely scared.
[01:46:18.758 --> 01:46:21.180]  I mean, the tweets that I'm getting, people are threatening to kill me.
[01:46:21.200 --> 01:46:22.982]  I'm like, what do I have to do with anything?
[01:46:23.582 --> 01:46:25.343]  I think the Democrats are running scared.
[01:46:25.564 --> 01:46:31.288]  They know, they know, they know that those Christians that are so apathetic about voting are going to come out to vote.
[01:46:31.710 --> 01:46:34.411]  And every abortionist was already going to vote.
[01:46:34.451 --> 01:46:37.252]  And what the media wants us to think is that abortion is popular.
[01:46:37.332 --> 01:46:38.373]  It's not popular.
[01:46:38.553 --> 01:46:42.094]  We know it's not popular because Gen Z is even turning away from it.
[01:46:42.134 --> 01:46:49.858]  So we really might have a revival in this country, and it's a very exciting time to be alive because this will be the downfall of the mainstream media.
[01:46:49.938 --> 01:46:51.378]  You're on fire, Ali.
[01:46:51.438 --> 01:46:52.038]  You're on fire.
[01:46:52.058 --> 01:46:53.419]  You always are, but you're really on fire.
[01:46:53.439 --> 01:46:55.220]  I agree with you that we're winning.
[01:46:55.260 --> 01:46:56.260]  God's spirit's strong.
[01:46:56.720 --> 01:46:58.761]  But how's the enemy going to throw a crowbar into that?
[01:46:59.061 --> 01:47:00.462]  How are they going to launch their counterattack?
[01:47:02.058 --> 01:47:08.561]  I think we need to look at how they started World War I. I think we need to look at how they depressed people into starting World War II.
[01:47:08.881 --> 01:47:16.685]  We need to look for these moments where they are going to build characters to act as lint pens for then legitimate grievances.
[01:47:17.025 --> 01:47:20.267]  So we need to be very, very mindful, very, very careful.
[01:47:20.287 --> 01:47:26.950]  That's why I made the announcement from stage at the event last night, because I told everyone, I said, there's media walking around.
[01:47:27.412 --> 01:47:33.837]  And media wants to catch you on video saying something against the dark patron saint, Ruth Bader Ginsburg.
[01:47:35.054 --> 01:47:36.435]  So I'm wrong to, like, play ding-dong, the witch is dead?
[01:47:36.455 --> 01:47:36.955]  I think you're right.
[01:47:36.975 --> 01:47:38.536]  We only did that to show you what you don't do.
[01:47:38.576 --> 01:47:39.637]  Ruth Bader Ginsburg is amazing.
[01:47:39.897 --> 01:47:40.838]  She's a wonderful person.
[01:48:05.436 --> 01:48:08.100]  Yeah, she was a horrible, horrible, you know, I mean, think about it.
[01:48:08.120 --> 01:48:15.089]  She was the head of a left-wing think tank, you know, one of the pillars on the left, and she got a Supreme Court seat.
[01:48:15.270 --> 01:48:17.252]  You'll never see that happen in the conservative movement.
[01:48:17.272 --> 01:48:19.015]  You'll never see that happen in the Republican Party.
[01:48:19.195 --> 01:48:22.099]  They play by a different set of rules, Alex.
[01:48:22.489 --> 01:48:28.334]  And I just think, like, we really gotta be... They've already left the politics arena, Alex, you and I have talked about.
[01:48:28.394 --> 01:48:29.535]  They're in war mode.
[01:48:29.896 --> 01:48:32.278]  But now they realize they've just lost it all.
[01:48:32.558 --> 01:48:33.359]  They've lost it all.
[01:48:33.399 --> 01:48:42.127]  We can use the Supreme Court, if we lose everything else, to hold socialism and Marxism into check, and it's not gonna be a Justice Roberts-type pick.
[01:48:42.147 --> 01:48:42.767]  Well, that's it.
[01:48:42.827 --> 01:48:44.349]  It's the people that always start wars.
[01:48:45.285 --> 01:48:49.550]  Once the group they attack starts fighting back, always complains like, you're the one started the war!
[01:48:49.570 --> 01:48:52.312]  What, you think we didn't know how to have a war just so we didn't start it?
[01:48:53.434 --> 01:48:54.114]  Yeah, yeah.
[01:48:54.455 --> 01:48:58.159]  It's a clown world, but this is why they have to keep control of the history books.
[01:48:58.639 --> 01:49:02.243]  So that we are written as the enemies, and we forget how we even started.
[01:49:02.987 --> 01:49:03.227]  You know?
[01:49:03.247 --> 01:49:05.508]  That's why they need to own academia.
[01:49:05.529 --> 01:49:08.170]  That's why they want to own history.
[01:49:08.190 --> 01:49:12.232]  They want to rewrite it and say, oh, it was the Bible believers.
[01:49:12.312 --> 01:49:13.033]  It was the whites.
[01:49:13.133 --> 01:49:14.093]  It was the southerners.
[01:49:14.194 --> 01:49:18.136]  It was, you know, the right wing that turned this country authoritarian.
[01:49:18.196 --> 01:49:19.096]  No, it's the left.
[01:49:19.336 --> 01:49:21.638]  You guys have killed over 100 million people.
[01:49:22.318 --> 01:49:26.761]  Well, I asked Gavin McGinnis like five years ago, I said, what's peak insanity from the left?
[01:49:26.801 --> 01:49:27.901]  And it just gets crazier and crazier.
[01:49:28.262 --> 01:49:30.423]  What is peak insanity by these people?
[01:49:32.677 --> 01:49:33.998]  You know, I don't know if I could answer that.
[01:49:34.318 --> 01:49:36.320]  You know, that's a scary place to go.
[01:49:36.340 --> 01:49:39.442]  Honest to God.
[01:49:40.182 --> 01:49:41.003]  There is no peak.
[01:49:44.145 --> 01:49:45.446]  Yeah, there may not be any peak.
[01:49:45.847 --> 01:49:47.868]  I think that they're capable of all sorts of evil.
[01:49:47.908 --> 01:49:53.612]  I think that, you know, I mean, Trump's got to be under serious, serious, serious threat right now.
[01:49:54.073 --> 01:49:56.634]  You know, there are people who are willing to die for abortion.
[01:49:56.694 --> 01:50:01.438]  So the lone wolves on the left, there's just going to be hundreds of them, maybe thousands of them.
[01:50:03.524 --> 01:50:04.745]  Well, that's the Soros plan.
[01:50:04.765 --> 01:50:09.648]  He has an Operation Overthrow to overthrow the White House.
[01:50:09.668 --> 01:50:19.074]  Well, you can bet Soros, David Brock, and John Podesta are readjusting their war game plans to start one.
[01:50:21.496 --> 01:50:23.758]  Well, they knew Ginsburg's been holding on for a while.
[01:50:23.778 --> 01:50:26.499]  And the word is she's been dead a while.
[01:50:26.760 --> 01:50:30.922]  They just wanted to push it closer to the election to make it harder for them to get a nominee confirmed.
[01:50:30.962 --> 01:50:32.263]  But she was confirmed in 45 days.
[01:50:34.026 --> 01:50:36.267]  And so it looks like we're going to be able to get somebody confirmed.
[01:50:36.327 --> 01:50:39.727]  What do they do when we get another person on the Supreme Court?
[01:50:40.007 --> 01:50:41.868]  Can you imagine what that fit's going to look like?
[01:50:43.148 --> 01:50:49.269]  Every United States Senator is going to need protection from the Capitol Police.
[01:50:49.749 --> 01:50:51.890]  I think that Trump ought to be proactive.
[01:50:52.370 --> 01:50:55.770]  Oh yeah, they're already surrounding Mitch McConnell's house right now in Kentucky.
[01:50:56.691 --> 01:50:57.571]  It's insane.
[01:50:57.651 --> 01:51:03.372]  I think that Trump needs to deputize or federalize some forces.
[01:51:03.996 --> 01:51:13.440]  And we ought to make sure that both parties and independents are protected in the United States Senate, and their homes, and their travel.
[01:51:13.740 --> 01:51:17.281]  I think that Trump should authorize military travel for the United States Senators.
[01:51:17.642 --> 01:51:19.122]  Most of these people fly commercial.
[01:51:19.482 --> 01:51:21.083]  People just can't understand.
[01:51:21.103 --> 01:51:26.145]  You know, and Alex, another thing I want to talk about on the spiritual end is that this is a sin of pride.
[01:51:27.040 --> 01:51:43.650]  Ruth Bader Ginsburg could have resigned on the last year of Obama's term, but because they were so arrogant and so full of themselves, and thought that Hillary Clinton was going to be madame president, and a woman to replace a woman with another woman, she didn't resign!
[01:51:43.670 --> 01:51:51.515]  And so, under Trump, she's been trying to cling on for dear life, and God said, here's a shot of irony.
[01:51:53.288 --> 01:51:53.768]  You're right.
[01:51:53.868 --> 01:51:56.770]  Town Hall makes that point that the only person they have to blame is them.
[01:51:56.790 --> 01:52:01.333]  They could have gotten somebody in five years ago, but they didn't because they were so arrogant.
[01:52:02.614 --> 01:52:05.296]  Yeah, and Ruth Bader Ginsburg put us in this position.
[01:52:05.696 --> 01:52:09.778]  It's not us who chose the moment of her death or the announcement of her public death.
[01:52:10.259 --> 01:52:10.959]  It was her.
[01:52:11.379 --> 01:52:12.320]  She should have
[01:52:12.938 --> 01:52:23.123]  Two years ago, resigned and said it was my error, I want the Senate to reach a compromise, or she could have approached Donald Trump and said, if you put a compromised candidate, I'll resign.
[01:52:23.143 --> 01:52:26.284]  You know, there are other justices that have actually done that in the past.
[01:52:26.304 --> 01:52:27.625]  There's a historical president for it.
[01:52:27.925 --> 01:52:29.065]  They are so full of pride.
[01:52:29.325 --> 01:52:30.246]  They want war.
[01:52:30.546 --> 01:52:31.666]  They worship abortion.
[01:52:31.847 --> 01:52:32.167]  I agree.
[01:52:32.227 --> 01:52:33.187]  When are you back in Texas?
[01:52:33.207 --> 01:52:34.808]  We want to get you in the studio next week.
[01:52:34.828 --> 01:52:35.648]  I know you live in Dallas.
[01:52:35.928 --> 01:52:37.069]  Can you come down here and join us?
[01:52:37.875 --> 01:52:38.656]  Yeah, I fly in.
[01:52:38.736 --> 01:52:42.984]  I fly in for church tomorrow morning and that's what I got going on tomorrow, so.
[01:52:43.304 --> 01:52:43.625]  Well, good.
[01:52:43.645 --> 01:52:44.947]  Well, get down here during the week.
[01:52:44.967 --> 01:52:45.608]  We want to get you on.
[01:52:45.628 --> 01:52:47.071]  Sounds good.
[01:52:47.111 --> 01:52:47.591]  Thank you, Alex.
[01:52:47.772 --> 01:52:48.814]  Ollie Alexander.
[01:52:49.314 --> 01:52:49.735]  Amazing.
[01:52:49.755 --> 01:52:51.117]  60 seconds left.
[01:52:51.137 --> 01:52:51.839]  What else do you want to add?
[01:52:53.476 --> 01:52:55.837]  People just really need to concentrate on the abortion issue.
[01:52:55.877 --> 01:52:57.697]  They really do want to sacrifice children.
[01:52:58.078 --> 01:53:00.078]  It's not a game to these people.
[01:53:00.318 --> 01:53:03.039]  They want us all participating in a mass ritual.
[01:53:03.580 --> 01:53:05.220]  And we can stop it.
[01:53:05.240 --> 01:53:06.381]  So we need to stand with Trump.
[01:53:06.701 --> 01:53:08.141]  We need to pressure the GOP.
[01:53:08.401 --> 01:53:10.322]  We need a vote before Election Day.
[01:53:10.942 --> 01:53:11.882]  Abso-frickin-lutely.
[01:53:12.403 --> 01:53:13.803]  Yeah, we know it's a sellout if they don't.
[01:53:13.843 --> 01:53:16.024]  But Trump and McConnell, the signal, they're going down.
[01:53:16.044 --> 01:53:16.644]  They're going to do it.
[01:53:16.664 --> 01:53:17.705]  They're going to get it done.
[01:53:17.725 --> 01:53:18.485]  This is going to be incredible.
[01:53:18.565 --> 01:53:19.185]  Ollie, thank you.
[01:53:20.085 --> 01:53:20.506]  Thank you, buddy.
[01:53:20.526 --> 01:53:21.586]  All right.
[01:53:22.563 --> 01:53:26.006]  Owen Schroyer has done this three weeks in a row, and it's going viral.
[01:53:26.026 --> 01:53:29.350]  It had like a million views the other day on Twitter until they took it down.
[01:53:29.370 --> 01:53:33.013]  And that was part two or part one of the SmackDown.
[01:53:33.313 --> 01:53:37.718]  This is the Antifa SmackDown, Friday Night Antifa SmackDown, episode three.
[01:53:37.738 --> 01:53:39.099]  It's on Band.Video.
[01:53:39.199 --> 01:53:40.200]  I hope you share it.
[01:53:41.041 --> 01:53:41.561]  It's fun.
[01:53:41.722 --> 01:53:42.342]  It's interesting.
[01:53:42.482 --> 01:53:43.864]  We're going to play it here in a moment.
[01:53:44.927 --> 01:53:47.649]  Separately, we're going to re-air this two hours that's live.
[01:53:47.669 --> 01:53:48.929]  It started at 2 p.m.
[01:53:48.949 --> 01:53:50.570]  today and it's about to end at 4 p.m.
[01:53:51.011 --> 01:53:55.393]  This will air, Lord willing, with this infrastructure that you helped build until 4 p.m.
[01:53:55.413 --> 01:53:56.274]  when I go live tomorrow.
[01:53:56.754 --> 01:54:00.516]  But just remember, we are not going to be on air without you, ladies and gentlemen.
[01:54:00.536 --> 01:54:01.537]  They are attacking us.
[01:54:01.557 --> 01:54:02.557]  They're coming after us.
[01:54:02.837 --> 01:54:03.718]  The quickening is here.
[01:54:04.058 --> 01:54:05.579]  Go to infowarrestore.com.
[01:54:05.919 --> 01:54:08.100]  We've got free shipping, the great supplements, t-shirts.
[01:54:08.120 --> 01:54:08.881]  I forgot to tell you.
[01:54:09.381 --> 01:54:09.802]  Oh my gosh.
[01:54:10.322 --> 01:54:10.883]  We got it right here.
[01:54:10.903 --> 01:54:11.664]  I'm gonna be wearing this tomorrow.
[01:54:11.764 --> 01:54:13.125]  Biden for Nursing Home.
[01:54:13.145 --> 01:54:14.247]  It's a collector's shirt.
[01:54:14.267 --> 01:54:15.428]  We're only selling it for one month.
[01:54:15.788 --> 01:54:16.830]  And it funds the InfoWars.
[01:54:17.110 --> 01:54:22.356]  Get your Biden for Nursing Home at InfoWarsStore.com.
[01:54:22.816 --> 01:54:27.241]  And it says Stop the New World Order InfoWars.com on the back.
[01:54:28.081 --> 01:54:28.781]  Knock, knock.
[01:54:28.841 --> 01:54:30.562]  Ladies and gentlemen, who's there?
[01:54:30.762 --> 01:54:35.843]  It's Friday night Antifa Smackdown and everyone's getting in on the fun.
[01:54:36.123 --> 01:54:37.583]  Look at this individual right here.
[01:54:38.003 --> 01:54:40.404]  He is ambidextrous in his pounding.
[01:54:40.444 --> 01:54:42.704]  He goes from the right arm to the left arm.
[01:54:43.084 --> 01:54:44.725]  Doesn't even hesitate.
[01:54:44.765 --> 01:54:47.986]  Ladies and gentlemen, he's been training for this moment his entire life.
[01:54:48.246 --> 01:54:49.806]  Look at the slow motion replay here.
[01:54:50.086 --> 01:54:52.907]  The anger, the hatred, the vitriol.
[01:54:53.208 --> 01:54:54.048]  You want to know what?
[01:54:54.068 --> 01:54:57.029]  A thousand reps a day on the Shake Weight will get you right here.
[01:54:57.049 --> 01:55:00.791]  Look at the vibration on that wall.
[01:55:00.811 --> 01:55:03.192]  These people do not like walls much.
[01:55:03.212 --> 01:55:05.814]  Look at this guy in the background, ladies and gentlemen.
[01:55:06.094 --> 01:55:07.174]  You can't see him here.
[01:55:07.254 --> 01:55:10.796]  He comes in and he's got the double-fisted pound.
[01:55:11.096 --> 01:55:13.597]  He does not like walls, ladies and gentlemen.
[01:55:13.637 --> 01:55:18.860]  If there's one man that doesn't like walls, it's the bearded Antifa fella right there.
[01:55:20.060 --> 01:55:20.781]  Moving on.
[01:55:21.722 --> 01:55:23.824]  Live now to the streets of DC.
[01:55:23.844 --> 01:55:24.965]  We've got a police officer.
[01:55:25.085 --> 01:55:27.166]  Oh, this Antifa wants to go for a ride-along.
[01:55:28.467 --> 01:55:28.648]  Oh!
[01:55:29.668 --> 01:55:33.492]  The 360 pirouette as he cries on the pavement.
[01:55:33.532 --> 01:55:34.993]  Look at the slow-motion replay.
[01:55:35.033 --> 01:55:38.996]  A bump, and then a fly, and then the bruise, and look at the face.
[01:55:39.116 --> 01:55:40.337]  Look at the pain.
[01:55:40.998 --> 01:55:44.241]  Oh, this one is gonna get a seven on the pain-o-meter.
[01:55:44.401 --> 01:55:44.701]  Bam!
[01:55:44.961 --> 01:55:45.081]  Bam!
[01:55:45.381 --> 01:55:48.263]  That's a separated shoulder easily, maybe a broken leg.
[01:55:48.343 --> 01:55:53.905]  And then you can see in the alternative angle, for one shining moment, he thinks he's Super Antifa.
[01:55:54.165 --> 01:56:01.689]  Look at the air, and then the 360 pirouette, and then the smash of the face onto the cold hard pavement.
[01:56:01.709 --> 01:56:02.729]  It's gonna be a long night.
[01:56:03.189 --> 01:56:04.550]  We're now in New York City.
[01:56:04.630 --> 01:56:05.930]  Oh, this Antifa's down!
[01:56:06.271 --> 01:56:06.871]  He's down!
[01:56:06.911 --> 01:56:07.651]  He's been shot!
[01:56:08.392 --> 01:56:09.592]  Shot in the groin!
[01:56:09.652 --> 01:56:11.133]  No, that's not good for you!
[01:56:12.310 --> 01:56:15.191]  And I think, yes, ladies and gentlemen, it's now confirmed.
[01:56:15.251 --> 01:56:17.092]  He has lost a testicle.
[01:56:17.673 --> 01:56:20.914]  He came tonight and he lost a testicle.
[01:56:20.954 --> 01:56:22.955]  Came with two balls, leaves with one.
[01:56:23.735 --> 01:56:25.937]  And that's what you call irony.
[01:56:27.017 --> 01:56:29.838]  Yes, that's gonna get a nine on the Pain-O-Meter for me.
[01:56:30.799 --> 01:56:33.300]  That's the sound of losing your left nut.
[01:56:33.680 --> 01:56:35.001]  You got hit by a baton now!
[01:56:36.732 --> 01:56:38.973]  Uh-oh, it looks like we've got an antifa.
