[00:00:22.862 --> 00:00:23.383]  99 days.
[01:40:40.664 --> 01:40:45.086]  Because that's all any of this is, is a burqa.
[01:40:45.086 --> 01:40:46.186]  And this is a submission.
[01:40:46.186 --> 01:40:47.047]  What does Islam mean?
[01:40:47.047 --> 01:40:47.487]  Submission.
[01:40:49.184 --> 01:40:52.046]  Separately, ladies and gentlemen, we've got a solution to tyranny.
[01:40:52.046 --> 01:40:55.909]  It's only one part of the overall solution, and it funds the InfoWarp.
[01:40:55.909 --> 01:41:00.713]  These privacy pockets I have are almost 100% effective.
[01:41:00.713 --> 01:41:01.454]  We've tested them out.
[01:41:01.454 --> 01:41:03.015]  They're one of the best units out there.
[01:41:03.015 --> 01:41:10.081]  Sometimes right up next to a cell tower, it'll still penetrate through and be able to ping your cell phone, track your location, steal your data.
[01:41:10.081 --> 01:41:11.102]  Stop Bill Clinton.
[01:41:12.617 --> 01:41:24.464]  And Hillary Clinton and their global initiative with the NIH and the UNWHO running the contact tracers or beta testing in blue cities that are going to come to force inoculations as early as next year.
[01:41:24.464 --> 01:41:25.584]  They've already got your data.
[01:41:25.584 --> 01:41:28.346]  The apps are already on your phone whether you take them off or not.
[01:41:28.346 --> 01:41:31.728]  Google and Apple admit they're doing it together four months ago.
[01:41:31.728 --> 01:41:33.189]  Everything is tracked.
[01:41:33.189 --> 01:41:36.911]  And so when you put your phone in this, it's a way to control it.
[01:41:36.911 --> 01:41:38.972]  It's a way to not let it run your life.
[01:41:40.342 --> 01:41:43.726]  It's a way to not let it dominate you, and it slips right in your pocket.
[01:41:43.726 --> 01:41:45.548]  It's a thin Faraday cage.
[01:41:45.548 --> 01:41:51.774]  They have units out there that are similar to this one or the same unit they're selling for $35 online.
[01:41:51.774 --> 01:41:56.059]  Amazon sells them for like $22, and you know they always try to have the lowest price.
[01:41:56.059 --> 01:41:56.399]  $19.95.
[01:41:56.399 --> 01:41:57.781]  These cost us almost $12 a piece.
[01:41:59.226 --> 01:42:05.709]  So the $8 comes in to fund our operation, but I want you to get these and get in the habit to think about how evil these cell phones are.
[01:42:05.709 --> 01:42:09.331]  Now they're Trojan horses and how they literally spy on us and control us.
[01:42:09.331 --> 01:42:13.954]  And then start thinking about the features and the functions and how even when you turn off the tracking, it's still doing it.
[01:42:13.954 --> 01:42:14.874]  That's admitted.
[01:42:14.874 --> 01:42:20.097]  So you take control, except when you want to use the phone or take photos or do something, then it makes you think about
[01:42:20.962 --> 01:42:21.783]  I'm being tracked.
[01:42:21.783 --> 01:42:23.023]  I'm being controlled.
[01:42:23.023 --> 01:42:23.984]  They lied to me about that.
[01:42:23.984 --> 01:42:25.345]  They now admit it.
[01:42:25.345 --> 01:42:26.166]  Give it to your children.
[01:42:26.166 --> 01:42:27.126]  Give it to your wife, your husband.
[01:42:27.126 --> 01:42:28.207]  Give them people your work.
[01:42:28.207 --> 01:42:34.872]  And say, hey, when you want to be tracked and followed and when you want to have location services on, you go ahead and take it out of the bag.
[01:42:34.872 --> 01:42:39.415]  But when you want to take control of Big Brother and at least take some ground back from the enemy,
[01:42:41.127 --> 01:42:45.091]  You put the cell phone in the prison it needs to be in, in the Phantom Zone.
[01:42:45.091 --> 01:42:48.794]  Infowarsstore.com, the best price, the highest quality units.
[01:42:48.794 --> 01:42:50.675]  $19.95 with your privacy pockets.
[01:42:50.675 --> 01:42:51.696]  We'll be right back.
[01:42:51.696 --> 01:42:52.137]  Stay with us.
[01:42:58.533 --> 01:43:14.076]  CNN, USA Today, and other mainstream media fake news outlets came out and said that a new Trump campaign t-shirt that has an American eagle spreading its wings standing on top of an American flag is Nazi!
[01:43:14.076 --> 01:43:21.558]  And they had the Soros-funded Snopes groups and others fact-check it and say, yes, now the American flag and yes, the American eagle are Nazi.
[01:43:21.958 --> 01:43:26.201]  No, George Soros that funds Snopes and Media Matters and the rest of them.
[01:43:26.201 --> 01:43:28.643]  He's the real Nazi collaborator.
[01:43:28.643 --> 01:43:31.685]  But, this shirt I think is really the perfect campaign shirt.
[01:43:31.685 --> 01:43:34.487]  We've made one even better than what Trump's people came up with.
[01:43:34.487 --> 01:43:37.068]  Two different versions of it, with something even worse.
[01:43:37.068 --> 01:43:38.689]  The Betsy Ross flag.
[01:43:38.689 --> 01:43:43.513]  Our first flag that they also say is racist, even though she was a famous abolitionist.
[01:43:43.513 --> 01:43:46.254]  So, these shirts are at Infowars.com.
[01:43:46.254 --> 01:43:48.996]  They're the American Eagle, Betsy Ross flags.
[01:43:48.996 --> 01:43:51.258]  Two different designs, guaranteed to spread the word,
[01:43:51.978 --> 01:44:01.081]  Ultra 12 is already our overall number one bestseller.
[01:44:01.081 --> 01:44:14.466]  Ultra 12 is twice as strong as Secret 12 for an even lower price because I signed a huge multi-year contract to guarantee to buy a ton of it and my bet ended up to be successful so far.
[01:44:15.046 --> 01:44:17.129]  Folks are ordering it in mass.
[01:44:17.129 --> 01:44:18.710]  They're getting great responses.
[01:44:18.710 --> 01:44:25.999]  They're giving us incredible reviews because we know what vitamin B12 of this type does, taken out of the tongue, where it's more absorbable.
[01:44:25.999 --> 01:44:30.004]  It supports healthy nerve and brain cells, helps make DNA, help
[01:44:30.464 --> 01:44:37.167]  The body produce more energy, help produce healthy blood cells, essential for proper nervous system function, and so much more.
[01:44:37.167 --> 01:44:44.430]  You can take all the energy drinks and they won't do anything if you don't have the basics already in your body, like vitamin B12.
[01:44:44.430 --> 01:44:52.474]  Whether you're old, whether you're young, whether you're black, whether you're white, whether you live in Japan or the United States, Ultra 12 is the best vitamin B12 you can find out there.
[01:44:52.474 --> 01:44:56.816]  It's uber absorbable and it's 50% off right now at InfoWarsLive.com.
[01:44:58.732 --> 01:45:06.904]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[01:45:08.208 --> 01:45:12.949]  And that's why we made one of our most popular formulas to date.
[01:45:12.949 --> 01:45:15.289]  Super Male Vitality!
[01:45:15.289 --> 01:45:24.151]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[01:45:24.151 --> 01:45:35.073]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[01:45:35.313 --> 01:45:35.994]  Yes.
[01:45:35.994 --> 01:45:40.898]  We're talking about ancient wisdom combined with modern technology.
[01:45:40.898 --> 01:45:47.623]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[01:45:47.623 --> 01:45:48.864]  So what are you waiting for?
[01:45:48.864 --> 01:45:50.745]  Go to the InfoWars store.
[01:45:50.745 --> 01:45:53.548]  Never been a better time than right now.
[01:45:53.548 --> 01:45:57.051]  Super Male Vitality at InfoWarsStore.com
[01:45:59.537 --> 01:46:06.641]  Starting about 24 years ago, I began to get calls from major Hollywood directors, producers, actors.
[01:46:06.641 --> 01:46:07.862]  They wanted to meet with me.
[01:46:07.862 --> 01:46:10.263]  And they said, what is your formal education?
[01:46:10.263 --> 01:46:12.404]  And I said, well, really nothing but a few years of college.
[01:46:12.404 --> 01:46:19.028]  They said, well, how are you one of the best science fiction or cultural writers we've ever heard?
[01:46:19.028 --> 01:46:22.810]  The stuff you come up with is just unbelievable.
[01:46:22.810 --> 01:46:23.830]  We'd like you to be in movies.
[01:46:23.830 --> 01:46:25.071]  We'd like you to write with us.
[01:46:25.071 --> 01:46:26.532]  We'd like you to do voiceovers.
[01:46:27.008 --> 01:46:28.228]  You're just a renaissance man.
[01:46:28.228 --> 01:46:31.829]  Folks know I was in some movies and Harry Shearer makes statements like that and a lot of others.
[01:46:31.829 --> 01:46:33.129]  I'm not bragging.
[01:46:33.129 --> 01:46:34.169]  And I kept explaining to them.
[01:46:34.169 --> 01:46:38.230]  I said, do you understand I didn't come up with any of this?
[01:46:38.230 --> 01:46:43.171]  I'm reading globalist MIT white papers and futurist documents.
[01:46:43.171 --> 01:46:45.492]  And they would just laugh at me and say, oh, no way.
[01:46:45.492 --> 01:46:47.292]  Then I would give them the documents.
[01:46:47.292 --> 01:46:51.773]  They would get very, very scared the next time I saw them in a few months and say, man, you're right.
[01:46:51.773 --> 01:46:52.953]  This is just topic.
[01:46:52.953 --> 01:46:55.214]  Folks, I didn't make any of this up.
[01:46:55.214 --> 01:46:56.314]  OK, it's real.
[01:46:56.314 --> 01:46:56.734]  It's real.
[01:47:01.327 --> 01:47:03.942]  You're listening to The Alex Jones Show.
[01:47:26.522 --> 01:47:27.262]  Welcome back!
[01:47:27.262 --> 01:47:32.384]  I'm your host, Alex Jones, coming to you from deep in the heart of Texas, Austin.
[01:47:32.384 --> 01:47:36.766]  Here's the Zero Hedge headline, The Exodus Begins!
[01:47:36.766 --> 01:47:38.487]  Well, it actually began a long time ago.
[01:47:38.487 --> 01:47:46.370]  Joe Rogan is leaving LA for Texas, and he's already here, because he wants a little bit more freedom.
[01:47:46.370 --> 01:47:50.651]  He had a New York Times writer on, and they discussed it, then they got into wearing masks.
[01:47:50.651 --> 01:47:52.112]  It all ties together.
[01:47:52.112 --> 01:47:55.013]  I'm gonna get into that right now.
[01:47:55.013 --> 01:47:55.133]  But,
[01:47:56.089 --> 01:48:08.052]  Think about this, in Iran, in Saudi Arabia, in Sudan, in more than 20 countries, women have to fully cover their faces and wear burqas, full beekeeper suits.
[01:48:08.052 --> 01:48:14.394]  In the other countries, they have to partially cover themselves up, because, you know, a woman showing herself as very evil if another man sees it.
[01:48:15.074 --> 01:48:23.236]  Now they have a movement in Iran where women take them off and they get arrested, they even get shot, they even get killed.
[01:48:23.236 --> 01:48:26.636]  But see, that's because a woman's dirty, she's bad, she deserves it, I guess, under Sharia law.
[01:48:26.636 --> 01:48:35.738]  The left thinks that's really fashionable and cool and all these big leftist stores, you know, show hijabs and the burkinis where women cover up their whole bodies to go swimming.
[01:48:35.738 --> 01:48:42.640]  But now, because we're all dirty and can have the evil COVID, we all have to
[01:48:43.973 --> 01:48:49.236]  cover ourselves because Fauci, who's been wrong about everything and totally lied to us, he says so.
[01:48:49.236 --> 01:48:55.258]  And because the head of the UN says it's only getting worse, it's never getting better.
[01:48:55.258 --> 01:48:56.779]  So that's where all this is going.
[01:48:56.779 --> 01:49:06.284]  And police are brutalizing people in New York and places like Miami, Florida, all leftist areas, if they don't wear their new little sign of submission.
[01:49:06.284 --> 01:49:10.125]  Islam means submission.
[01:49:10.125 --> 01:49:12.867]  Well, I'm not submitting to Islam or to the NIH.
[01:49:14.608 --> 01:49:24.114]  Or any of this, but you know the WHO head is a communist islamicist on top of it, and they know this is a sign of total control and slavery, so boy!
[01:49:25.011 --> 01:49:26.852]  Never thought it'd come here.
[01:49:26.852 --> 01:49:28.913]  Now they're saying the masks are basically permanent.
[01:49:28.913 --> 01:49:32.375]  I played that clip in a special Saturday show, but you can pull it up.
[01:49:32.375 --> 01:49:35.577]  WHO head says lockdown will never end.
[01:49:35.577 --> 01:49:38.479]  Trump said Fauci'd have us shut down for years.
[01:49:38.479 --> 01:49:41.961]  He said 2.5 million would be dead.
[01:49:41.961 --> 01:49:42.921]  It's 150,000.
[01:49:42.921 --> 01:49:44.502]  Most of them died of other diseases.
[01:49:44.502 --> 01:49:46.403]  I heard a five-year-old died.
[01:49:46.403 --> 01:49:47.384]  My wife was sitting there.
[01:49:47.384 --> 01:49:48.284]  I said, let me guess.
[01:49:48.284 --> 01:49:49.525]  It says he had underlying conditions.
[01:49:49.525 --> 01:49:49.965]  Yeah.
[01:49:49.965 --> 01:49:51.486]  It says multiple underlying conditions.
[01:49:54.258 --> 01:49:55.979]  Then you test false positive.
[01:49:55.979 --> 01:49:58.080]  Well, stubborn false positive.
[01:49:58.080 --> 01:49:58.720]  It's incredible.
[01:49:58.720 --> 01:49:59.801]  So we have to challenge this.
[01:49:59.801 --> 01:50:01.621]  But here is the mask Nazi.
[01:50:01.621 --> 01:50:02.962]  It's up on Infowars.com.
[01:50:02.962 --> 01:50:10.466]  Woman, Macy's couple with their children not wearing masks while eating at a park.
[01:50:10.466 --> 01:50:15.908]  I've been in restaurants in Austin now where women come in in hijabs and they're eating spaghetti under it like this.
[01:50:15.908 --> 01:50:16.949]  What a clown show!
[01:50:16.949 --> 01:50:21.591]  But now there's a crazy woman at a park in San Diego, a good liberal, where they submit
[01:50:22.779 --> 01:50:25.084]  This is what she did to the family, daring to go outside.
[01:50:25.084 --> 01:50:25.384]  Here it is.
[01:50:29.810 --> 01:50:34.891]  What are you doing?
[01:50:34.891 --> 01:50:38.172]  You cannot be serious.
[01:50:38.172 --> 01:50:39.352]  You just maced him.
[01:50:39.352 --> 01:50:42.473]  You just maced him.
[01:50:42.473 --> 01:50:44.114]  You just maced him.
[01:50:44.114 --> 01:50:47.295]  You just maced him and their food because you disagreed.
[01:50:47.295 --> 01:50:48.935]  Don't worry, I'm videotaping.
[01:50:48.935 --> 01:50:49.415]  Don't worry.
[01:50:49.415 --> 01:50:50.255]  I'm not going to.
[01:50:50.255 --> 01:50:51.256]  This is not fair.
[01:50:51.256 --> 01:50:51.676]  Not okay.
[01:50:57.057 --> 01:50:58.578]  What's wrong with you, lady?
[01:50:58.578 --> 01:50:59.918]  That is wrong.
[01:50:59.918 --> 01:51:01.319]  You're getting your ass beat.
[01:51:01.319 --> 01:51:02.079]  I don't care who you are.
[01:51:02.079 --> 01:51:04.660]  It's okay, guys.
[01:51:04.660 --> 01:51:05.701]  They want that power.
[01:51:05.701 --> 01:51:08.162]  They want that control.
[01:51:08.162 --> 01:51:08.982]  Don't worry, I got it.
[01:51:08.982 --> 01:51:11.683]  You weren't defending yourself, lady, and I've got this.
[01:51:11.683 --> 01:51:13.464]  Did she hurt her?
[01:51:13.464 --> 01:51:14.285]  I didn't do anything!
[01:51:14.285 --> 01:51:20.727]  But see, they say you're bad, you're all suspect, and so they're gonna come literally spray your food like the Wicked Witch.
[01:51:20.727 --> 01:51:21.728]  She's hiked her leg on you.
[01:51:23.083 --> 01:51:24.063]  Now, let's shift gears.
[01:51:24.063 --> 01:51:31.026]  Joe Rogan had Joe Decina of the New York Times on, and he's talking about, I'm coming to Texas.
[01:51:31.026 --> 01:51:34.667]  I heard Davy Crockett's coming to Texas sometime, too.
[01:51:34.667 --> 01:51:37.068]  I think he already got there, sorry.
[01:51:37.068 --> 01:51:42.850]  And then they get into, oh, Texans are wearing their masks now.
[01:51:42.850 --> 01:51:45.191]  Well, yeah, in Austin, because it's basically LA.
[01:51:47.076 --> 01:51:49.939]  And there's $2,000 fines if a business doesn't have people do it.
[01:51:49.939 --> 01:51:52.181]  500% is totally unconstitutional.
[01:51:52.181 --> 01:51:55.284]  It's got medical waivers in there, but nobody tells you that.
[01:51:55.284 --> 01:51:57.005]  If you say you have anxiety or whatever.
[01:51:57.005 --> 01:51:58.066]  It's totally ineffective.
[01:51:58.066 --> 01:51:59.367]  All the studies show it.
[01:51:59.367 --> 01:52:03.291]  But notice the New York Times guy goes, Oh, Texas got reality.
[01:52:03.291 --> 01:52:04.612]  Texas figured it out.
[01:52:05.598 --> 01:52:08.000]  And they're wearing their masks now because it's so serious.
[01:52:08.000 --> 01:52:10.322]  You mean they're doing 100 times the testing?
[01:52:10.322 --> 01:52:11.783]  And the tests are fraudulent on record?
[01:52:11.783 --> 01:52:15.306]  I played a report earlier where the CDC admits it's not COVID.
[01:52:15.306 --> 01:52:18.669]  It's any type of viral or bacterial infection they're now saying picks it up?
[01:52:18.669 --> 01:52:19.970]  The test is a fraud!
[01:52:22.108 --> 01:52:23.769]  But we just barrel forward with it.
[01:52:23.769 --> 01:52:26.351]  They're counting people that died of other things in it.
[01:52:26.351 --> 01:52:28.933]  It's 20-something times less than what they said would die.
[01:52:28.933 --> 01:52:30.714]  But notice, it's never ending, though.
[01:52:30.714 --> 01:52:32.015]  It's not the 15 days.
[01:52:32.015 --> 01:52:33.396]  The hospitals weren't filled.
[01:52:33.396 --> 01:52:34.397]  It's forever.
[01:52:34.397 --> 01:52:37.579]  Because once you let a group take over like this, they never turn loose.
[01:52:37.579 --> 01:52:39.381]  We have a medical global tyranny.
[01:52:39.381 --> 01:52:40.562]  This is the U.N.
[01:52:40.562 --> 01:52:41.702]  running this.
[01:52:41.702 --> 01:52:43.424]  Telling us we must follow what the U.N.
[01:52:43.424 --> 01:52:43.944]  says.
[01:52:43.944 --> 01:52:45.245]  Oh, that's not W.H.O.
[01:52:45.245 --> 01:52:47.747]  approved.
[01:52:47.747 --> 01:52:49.148]  A communist.
[01:52:49.148 --> 01:52:50.249]  The guy that heads up the W.H.O.
[01:52:50.249 --> 01:52:51.710]  is an admitted communist.
[01:52:53.902 --> 01:52:56.904]  Bill Gates is financing it all on record!
[01:52:56.904 --> 01:53:01.826]  I'll show you something after this Joe Rogan clip, but here, let's go ahead and roll the clip with Joe talking about he's coming to Texas.
[01:53:01.826 --> 01:53:02.727]  Here it is.
[01:53:02.727 --> 01:53:03.287]  And what's the story?
[01:53:03.287 --> 01:53:04.348]  You moving?
[01:53:04.348 --> 01:53:05.328]  I'm out of here.
[01:53:05.328 --> 01:53:06.028]  When do you leave?
[01:53:06.028 --> 01:53:07.109]  Soon.
[01:53:07.109 --> 01:53:07.569]  Texas?
[01:53:07.569 --> 01:53:08.710]  Yeah, I'm gonna go to Texas.
[01:53:09.465 --> 01:53:10.526]  I got a farm in Vermont.
[01:53:10.526 --> 01:53:12.127]  It's a little cold.
[01:53:12.127 --> 01:53:14.248]  Vermont's cold.
[01:53:14.248 --> 01:53:21.373]  I just want to go somewhere in the center of the country, somewhere it's easier to travel to both places and somewhere we have a little bit more freedom.
[01:53:21.373 --> 01:53:26.237]  Also, I think that where we live right here in Los Angeles is overcrowded and I think
[01:53:27.017 --> 01:53:28.799]  Most of the time, that's not a problem.
[01:53:28.799 --> 01:53:31.921]  But I think it's exposing the fact that it's a real issue.
[01:53:31.921 --> 01:53:48.094]  When you look at the number of people that are catching COVID because of this overpopulation issue, when you look at the traffic, when you look at the economic despair, when you look at the homelessness problem that's accelerated radically over the last 6, 7, 10 years,
[01:53:50.496 --> 01:53:51.877]  I think there's too many people here.
[01:53:51.877 --> 01:53:53.078]  I think it's not tenable.
[01:53:53.078 --> 01:53:54.419]  I don't think it's manageable.
[01:53:54.419 --> 01:53:59.302]  And I think every mayor does a shit job of doing it because I don't think anybody could do a great job of it.
[01:53:59.302 --> 01:54:05.186]  I think there's like certain things you're gonna have to deal with when you have a population of whatever the fuck LA is.
[01:54:05.186 --> 01:54:07.368]  It's like 20 million plus people.
[01:54:07.368 --> 01:54:07.968]  It's too many people.
[01:54:07.968 --> 01:54:08.889]  It's too many people.
[01:54:08.889 --> 01:54:10.410]  Yeah, that's what I think.
[01:54:10.410 --> 01:54:12.311]  I think where you're living is probably the perfect way to do it.
[01:54:12.311 --> 01:54:12.631]  It's 500 people.
[01:54:13.912 --> 01:54:14.732]  That's nuts.
[01:54:14.732 --> 01:54:17.594]  But then you got those dudes yelling at you, where's the deer?
[01:54:17.594 --> 01:54:19.255]  Do you understand the language?
[01:54:19.255 --> 01:54:19.875]  I could go on.
[01:54:19.875 --> 01:54:24.817]  We could do hours of the negatives of a small town.
[01:54:24.817 --> 01:54:26.098]  Oh yeah, there's negatives.
[01:54:26.098 --> 01:54:27.619]  Everybody knows your business.
[01:54:27.619 --> 01:54:28.339]  Yeah.
[01:54:28.339 --> 01:54:30.920]  Everybody knows what you're doing, where you're going.
[01:54:30.920 --> 01:54:32.901]  You know, there's pros and cons to everything.
[01:54:32.901 --> 01:54:37.984]  But I think you have a better opportunity at more pros when there's less folks.
[01:54:38.444 --> 01:54:39.484]  I agree.
[01:54:39.484 --> 01:54:41.385]  So small town Texas or?
[01:54:41.385 --> 01:54:42.946]  Let's just leave it at that.
[01:54:42.946 --> 01:54:44.307]  I got ideas.
[01:54:44.307 --> 01:54:46.268]  Jamie's coming.
[01:54:46.268 --> 01:54:47.208]  He's all excited.
[01:54:47.208 --> 01:54:48.529]  It doesn't affect the business?
[01:54:48.529 --> 01:54:50.209]  No, we're just going to do it from there.
[01:54:50.209 --> 01:54:52.110]  That's the other thing is Texas has comedy.
[01:54:52.110 --> 01:54:52.971]  They have stand-up comedy.
[01:54:52.971 --> 01:54:58.153]  I've been doing, I did, well I haven't been doing, but I did one weekend in Texas while all this was going on.
[01:54:58.153 --> 01:55:00.154]  It was the first weekend I was able to do stand-up.
[01:55:01.134 --> 01:55:05.058]  But then my friends were in San Antonio and they got COVID down there.
[01:55:05.058 --> 01:55:09.982]  But those knuckleheads were out there talking to people and shaking hands and taking pictures and stuff.
[01:55:09.982 --> 01:55:14.846]  Texas would be the last stand place to ever wear a mask or not shake a hand.
[01:55:14.846 --> 01:55:16.068]  They wear masks though.
[01:55:16.068 --> 01:55:17.369]  People are wearing masks.
[01:55:17.369 --> 01:55:18.209]  Last time I was there.
[01:55:18.209 --> 01:55:19.931]  I think now they're woken up, right?
[01:55:19.931 --> 01:55:21.913]  Well, this is a weird disease, man.
[01:55:24.238 --> 01:55:29.803]  Alright, and you know, I've talked to Joe about this, and he said, no, you're the first person to tell me it was man-made, so doesn't that make it deadly?
[01:55:29.803 --> 01:55:36.710]  No, it's man-made, so it's a chimera, so it's artificial, so these labs can own it, and control it, and own the testing for it, and it's all fraud.
[01:55:36.710 --> 01:55:37.711]  And we've detailed this.
[01:55:37.711 --> 01:55:39.613]  Here's an example, right here.
[01:55:39.613 --> 01:55:49.021]  Sinclair, bigger than Fox News, thousands of stations across the country, says it will postpone and rework segment featuring conspiracy theory about Fauci with the Eric Bolling Show.
[01:55:50.040 --> 01:55:52.681]  I personally sent Bowling articles about this in the last few months.
[01:55:52.681 --> 01:55:54.462]  He knew all about it already!
[01:55:54.462 --> 01:55:56.103]  And what did he cover?
[01:55:56.103 --> 01:55:58.504]  NIH.gov!
[01:55:58.504 --> 01:56:02.726]  NIH lifts funding pause on gain-of-function research with coronaviruses.
[01:56:02.726 --> 01:56:05.487]  Dr. Fauci backed controversial Wuhan lab with U.S.
[01:56:05.487 --> 01:56:08.268]  dollars for risky coronavirus research at Wuhan lab.
[01:56:08.268 --> 01:56:09.289]  Newsweek!
[01:56:09.289 --> 01:56:09.889]  Newsweek!
[01:56:09.889 --> 01:56:11.210]  Look right there, that's Newsweek!
[01:56:13.598 --> 01:56:16.099]  This is the reality to Joe's guests at the New York Times.
[01:56:16.099 --> 01:56:18.440]  The cases are skyrocketing, the deaths are going way down.
[01:56:32.176 --> 01:56:43.066]  I predict they'll go spiking again when the numbers come in at the end of the month because July is when the new doctors and nurses come in for their residencies and they call it the July effect.
[01:56:43.066 --> 01:56:47.129]  I get into real statistics, real information, real research.
[01:56:47.129 --> 01:56:52.033]  It was a major scientific scandal that our government said we've got to make it illegal
[01:56:52.694 --> 01:56:56.316]  The scientist told Obama, you can't have these weaponized coronaviruses in our labs.
[01:56:56.316 --> 01:56:58.057]  So he just took it to China.
[01:56:58.057 --> 01:57:00.239]  And Fauci ran it with Bill Gates.
[01:57:00.239 --> 01:57:01.740]  Look up who funded Wuhan.
[01:57:01.740 --> 01:57:04.582]  And now Sinclair is under criticism for this.
[01:57:04.582 --> 01:57:08.904]  And they go, oh, we'll rework it or won't air it.
[01:57:08.904 --> 01:57:12.687]  And I just showed you Newsweek, NIH, New Scientist.
[01:57:12.687 --> 01:57:14.008]  I could show you a hundred more.
[01:57:15.438 --> 01:57:27.207]  Was a major, major controversy, but since when is Oliver Darcy, the guy that brags he helped get me banned off the internet, since when is that rat, that possum, the guy that goes around and decides what can be on air and what can't?
[01:57:27.207 --> 01:57:31.130]  InfoWars.com, NewsWars.com, this full show will be posted, the banned-out video.
[01:57:31.130 --> 01:57:32.891]  Please promote all our local stations.
[01:57:32.891 --> 01:57:40.617]  Thank the local sponsors, become a sponsor, but realize the globalists are fighting to keep us from getting out, but thanks to you, the broadcast is actually exploding!
[01:57:40.617 --> 01:57:41.718]  God bless you all!
[01:57:41.718 --> 01:57:43.619]  Retransmission starts now!
[01:57:43.619 --> 01:57:44.680]  Spread those live links!
[01:57:47.824 --> 01:57:52.988]  There are a lot of reasons to get an Alex Jones plastic mask at infowarestore.com.
[01:57:52.988 --> 01:57:54.610]  You can wear them out to political events.
[01:57:54.610 --> 01:57:56.171]  You can trigger lib darts.
[01:57:56.171 --> 01:58:03.457]  But one of the biggest reasons is it's a great conversation starter at any costume party or at Halloween.
[01:58:03.457 --> 01:58:09.722]  But on top of that, they admit that wearing these masks does absolutely nothing to protect you from COVID-19 or anything else.
[01:58:09.722 --> 01:58:15.307]  It's total virtue signaling to show that you're prepared for the forced inoculations and contact tracing of their openly.
[01:58:15.649 --> 01:58:15.989]  I don't know.
[01:58:26.863 --> 01:58:31.265]  It's just as useless as the stupid cloth mask that you're wearing.
[01:58:31.265 --> 01:58:35.066]  And the M95 mask only controls what's coming in, not what's going out.
[01:58:35.066 --> 01:58:37.147]  So they quote, spread COVID-19.
[01:58:37.147 --> 01:58:38.648]  They don't protect from it.
[01:58:38.648 --> 01:58:41.609]  So again, it's a great way to throw it back at these control freak spaces.
[01:58:41.609 --> 01:58:44.250]  You buy one for $9.95, you get four more free.
[01:58:44.250 --> 01:58:45.250]  They're at cost.
[01:58:45.250 --> 01:58:46.651]  Infowarrestore.com.
[01:58:48.191 --> 01:58:52.816]  There are a lot of signs that people are really waking up to the new world order and global government.
[01:58:52.816 --> 01:58:55.939]  But one of the biggest is privacy pouches.
[01:58:55.939 --> 01:58:58.842]  I've been selling these for more than 10 years.
[01:58:58.842 --> 01:59:00.924]  In the old days, they weren't 100% effective.
[01:59:00.924 --> 01:59:01.805]  Now they are.
[01:59:01.805 --> 01:59:04.528]  They're little bitty, lightweight Faraday cages that
[01:59:04.628 --> 01:59:10.051]  Small phones and even large cell phones fit into very, very comfortably and then slip right into your pocket.
[01:59:10.051 --> 01:59:11.912]  And these things work great that way.
[01:59:11.912 --> 01:59:12.593]  You're not tracked.
[01:59:12.593 --> 01:59:17.236]  You're not traced by government, by big corporations, by big tech, by hackers, by criminals.
[01:59:17.236 --> 01:59:18.576]  They're selling your data.
[01:59:18.576 --> 01:59:20.318]  They're using it against you.
[01:59:20.318 --> 01:59:23.579]  AI uses this to be able to predict the future, manipulate markets.
[01:59:23.579 --> 01:59:27.382]  It's critical that everyone stop going around with your cell phones being naked.
[01:59:27.842 --> 01:59:30.404]  Well, I gotta tell you, normally we probably sold a couple hundred a month.
[01:59:30.404 --> 01:59:33.967]  We're selling upwards of a thousand of these a day.
[01:59:33.967 --> 01:59:36.149]  Plus, we have a good unit and it's also a good price.
[01:59:36.149 --> 01:59:37.690]  We have it in four different colors.
[01:59:37.690 --> 01:59:40.852]  It's the Privacy Pockets at InfoWarsTore.com.
[01:59:40.852 --> 01:59:42.153]  People are really waking up.
[01:59:42.153 --> 01:59:46.117]  I'm seeing it all over the news that folks are aware of this and are now using these.
[01:59:46.117 --> 01:59:51.301]  Get yours at InfoWarsTore.com.
[01:59:51.301 --> 01:59:53.923]  You're listening to the Alex Jones Show.
