[00:00:09.645 --> 00:00:11.227]  I rarely get goosebumps.
[00:24:11.289 --> 00:24:16.431]  Andrew Tate, living in Eastern Europe, world champion, bare-knuckles jiu-jitsu fighter.
[00:24:16.451 --> 00:24:19.952]  He's going to be joining us, giving his take on what's happening in the world.
[00:24:20.032 --> 00:24:23.193]  And John Rappaport, no more fake news, great investigative journalist.
[00:24:24.434 --> 00:24:29.496]  I'm going to go to Sarah and Chris and Josh and everybody here in just a moment.
[00:24:31.216 --> 00:24:33.337]  But I do want to remind you and I want to thank you
[00:24:35.467 --> 00:24:36.448]  For your support.
[00:24:36.688 --> 00:24:40.010]  You have taken InfoWars so far and you are InfoWars.
[00:24:40.030 --> 00:24:41.431]  That's not rhetoric, that's the truth.
[00:24:42.792 --> 00:24:46.355]  So thank you, all of you, for your support.
[00:24:46.515 --> 00:24:47.676]  Thank you for buying t-shirts.
[00:24:47.716 --> 00:24:56.502]  Thanks for buying books and films and shortwave radios and storable food and non-GMO heirloom seeds and all the great products at InfoWarsStore.com.
[00:24:56.902 --> 00:25:01.025]  Thank you for keeping us on the air in a symbiotic relationship.
[00:25:02.284 --> 00:25:05.428]  Back in stock, sold out for eight months because the supply chain broke down.
[00:25:06.369 --> 00:25:09.854]  Pollen block to counter seasonal discomfort, allergies.
[00:25:09.994 --> 00:25:11.296]  It is back in stock.
[00:25:11.336 --> 00:25:13.358]  It's a natural formula, not a chemical.
[00:25:13.419 --> 00:25:16.242]  It comes from specially fed quail eggs in France.
[00:25:16.282 --> 00:25:17.063]  It's proprietary.
[00:25:17.484 --> 00:25:18.305]  There are studies on it.
[00:25:18.605 --> 00:25:19.166]  It's amazing.
[00:25:19.246 --> 00:25:19.967]  Infowarsstore.com.
[00:25:21.869 --> 00:25:24.010]  Prostagard is great for men, but also women.
[00:25:24.110 --> 00:25:26.831]  Yeah, study shows it's great for your prostate, good for all your glands.
[00:25:27.271 --> 00:25:31.892]  It's got the vitamin D3, the selenium, the zinc, all that great stuff that's for your immune system.
[00:25:32.312 --> 00:25:33.593]  It's back in stock, discounted.
[00:25:34.393 --> 00:25:36.334]  We also have X2, sold out for months.
[00:25:36.474 --> 00:25:40.015]  Our original deep earth crystal, pure atomic iodine.
[00:25:40.055 --> 00:25:41.695]  Nobody else has got iodine like this.
[00:25:42.616 --> 00:25:50.018]  X3 is triiodine with two other types, because some people can't absorb, it's a very low percentage, a couple points, cannot absorb pure iodine.
[00:25:51.138 --> 00:25:53.600]  So it's got the Deep Earth Crystal and two other types that are also good.
[00:25:53.680 --> 00:25:55.282]  That's X3.
[00:25:55.342 --> 00:25:59.386]  But X2 is the original Deep Earth Crystal Iodine.
[00:25:59.446 --> 00:26:00.747]  It's been sold out of Central.
[00:26:01.308 --> 00:26:05.752]  The UN admits over 2 million people have cognitive deficiencies from lack of iodine.
[00:26:06.983 --> 00:26:08.764]  It's the good halogen, fluoride's the bad halogen.
[00:26:09.344 --> 00:26:11.965]  X2, back in stock, 50% off.
[00:26:12.585 --> 00:26:16.186]  Cold-pressed, super male vitality, also great for women, sold out for months.
[00:26:16.786 --> 00:26:18.907]  Back in stock, 50% off as well.
[00:26:19.227 --> 00:26:22.288]  And your purchases make everything possible, so I want to thank you also.
[00:26:25.714 --> 00:26:29.916]  Thank you for supporting our local AM and FM affiliates and local TV affiliates.
[00:26:30.016 --> 00:26:33.697]  Please tell them that you appreciate them picking us up.
[00:26:33.757 --> 00:26:34.918]  Please support their sponsors.
[00:26:35.418 --> 00:26:39.720]  Please become a sponsor, but whatever you do, spread the word about those local fine stations.
[00:26:39.740 --> 00:26:42.161]  That's just as critical as supporting us.
[00:26:42.761 --> 00:26:46.422]  Okay, let's go to Josh in Texas first.
[00:26:46.743 --> 00:26:48.403]  You're on the air on COVID-19.
[00:26:50.064 --> 00:26:51.545]  Alex, good afternoon, sir.
[00:26:51.665 --> 00:26:52.345]  Thank you for
[00:26:53.087 --> 00:26:55.748]  Everything that you guys, InfoWars, has done.
[00:26:55.768 --> 00:27:05.291]  Because the only way to truly understand what's going on in this time is to really look from a 50,000 foot view, which you have done for us.
[00:27:08.732 --> 00:27:09.732]  Well, give me your view on that.
[00:27:09.892 --> 00:27:11.212]  What is that 50,000 foot view?
[00:27:12.853 --> 00:27:17.274]  Unfortunately, as you've shown us, they are coming at us from multiple angles.
[00:27:18.274 --> 00:27:20.375]  Medical, pedophilia,
[00:27:21.919 --> 00:27:24.600]  They are attacking us this year from multiple angles.
[00:27:25.460 --> 00:27:26.120]  It is so sick.
[00:27:26.660 --> 00:27:27.500]  It is so genius.
[00:27:28.160 --> 00:27:29.081]  And it is so devious.
[00:27:29.801 --> 00:27:31.121]  And I cannot believe it is working.
[00:27:31.741 --> 00:27:33.462]  I'm an angry, happy American.
[00:27:34.102 --> 00:27:35.102]  I'm a 31-year-old.
[00:27:35.142 --> 00:27:39.703]  I got three young kids fighting this battle against the left every day.
[00:27:40.203 --> 00:27:42.683]  They're trying to force an mRNA vaccine.
[00:27:43.364 --> 00:27:43.864]  It's sick.
[00:27:45.664 --> 00:27:46.944]  This plan is so devious.
[00:27:47.444 --> 00:27:47.965]  So sick.
[00:27:48.725 --> 00:27:50.125]  Coming at us from so many angles.
[00:27:50.583 --> 00:27:54.346]  The only way to truly understand it is to be able to follow over the last couple years.
[00:27:54.806 --> 00:28:02.732]  And so it's so hard to get through to these people, trying to teach them a COVID particle is 0.01 microns in size.
[00:28:03.293 --> 00:28:03.793]  The mask!
[00:28:04.181 --> 00:28:05.041]  Does it work?
[00:28:05.522 --> 00:28:09.443]  The micron, the particle is too small, but people don't hear it.
[00:28:09.844 --> 00:28:19.848]  In fact, the studies that show it's worse, even the M95 mask, what it does is, the M95 protects you a little bit, but not people breathing out.
[00:28:20.409 --> 00:28:25.251]  Instead, it gets into the aerosolization of the saliva
[00:28:25.931 --> 00:28:31.616]  It helps concentrate it, just like nucleization with raindrops, and actually helps spread it worse.
[00:28:31.636 --> 00:28:38.922]  That's why studies show as soon as the masks go in, you get higher death rates, but not really from COVID, but from bacterial pneumonia.
[00:28:38.942 --> 00:28:39.743]  Thank you so much.
[00:28:41.504 --> 00:28:44.547]  The globalists call this a full-spectrum dominance effect.
[00:28:46.101 --> 00:29:00.385]  And what they do is they create a whole false environment where you can beat one attack, two attacks, three attacks, five attacks, ten attacks, but when the entire system is designed to lie to you, to confuse you and destroy you, people go into learned helplessness.
[00:29:01.445 --> 00:29:13.768]  But if you're fully aware of the paradigm and have a connection to God and pull back and start looking at how the operation works and you're not a victim, you see it as an obstacle course, then you become stronger.
[00:29:14.838 --> 00:29:16.299]  First, don't see yourself as a victim.
[00:29:17.019 --> 00:29:19.060]  See this as a spiritual challenge God has given us.
[00:29:19.760 --> 00:29:20.921]  Know that God is in control.
[00:29:21.501 --> 00:29:22.601]  Know the finish line is there.
[00:29:23.122 --> 00:29:24.282]  We've just got to move forward.
[00:29:25.283 --> 00:29:28.444]  But yes, the enemy's throwing everything they've got at us because there was a global awakening.
[00:29:30.825 --> 00:29:33.146]  All right, let's go to Carlos in Canada.
[00:29:33.166 --> 00:29:34.086]  Carlos, thanks for holding.
[00:29:34.126 --> 00:29:34.466]  Go ahead.
[00:29:35.907 --> 00:29:36.487]  Thank you, Alex.
[00:29:36.567 --> 00:29:37.228]  Happy New Year.
[00:29:37.628 --> 00:29:37.928]  Welcome.
[00:29:39.188 --> 00:29:42.670]  Basically, the next, I guess what President Trump
[00:29:43.149 --> 00:29:50.654]  I should be looking for at this stage is to remind everyone that it wasn't just a Trump election that took place.
[00:29:50.714 --> 00:29:53.576]  It was a Trump-Pence team election.
[00:29:53.937 --> 00:30:03.043]  The Vice President in the Constitution, by law, cannot receive an election that has not been held according to the standards under law under the Constitution.
[00:30:03.712 --> 00:30:17.437]  So, I believe, with all respect to all those people that may be disappointed, that the Vice President will look at the presentation of the Electoral College results and the fact that the election was not held.
[00:30:17.457 --> 00:30:26.520]  I mean, obvious evidence is everywhere that this election was not held under the rules and cannot qualify them, regardless of what.
[00:30:26.960 --> 00:30:33.262]  Now, the best revenge against such manipulation of the electoral process for the Democrats will be the next
[00:30:34.591 --> 00:30:41.339]  Twelve years should be Trumpicans, I guess I call them, because they're Republicans that follow Trump.
[00:30:41.419 --> 00:30:42.060]  Trumpist.
[00:30:42.100 --> 00:30:44.063]  Trumpist is what Antifa calls us.
[00:30:45.185 --> 00:30:53.447]  Well, I call them Trumpicants, because the real Trump Republicans are the ones that are now offering an alternative to the Republican Party.
[00:30:53.827 --> 00:31:04.430]  The main populist movement to take America back is going through the Republican Party, because the Democrats are pure communist chi-com agents, so the only venue we've got right now is the Republicans.
[00:31:05.253 --> 00:31:11.175]  But if you have heard the last speech given by Vice President Pence to the youth military, I believe.
[00:31:11.215 --> 00:31:12.515]  I'm not sure, I think it was he.
[00:31:12.835 --> 00:31:14.696]  I heard it and he was amazing.
[00:31:15.136 --> 00:31:19.457]  This is a man that is committed to the Vice Presidency of the United States under the Constitution.
[00:31:19.737 --> 00:31:22.698]  He's not defending Pence, he's defending the Vice Presidency.
[00:31:23.518 --> 00:31:27.019]  So why do you think he didn't no-bill the electors on the 23rd?
[00:31:27.039 --> 00:31:30.260]  You think he'll do the right thing on the 6th of January?
[00:31:31.788 --> 00:31:36.291]  Because it was precisely at that point a personal opinion, okay?
[00:31:36.331 --> 00:31:42.595]  The fact is that he must now open the debate, and when he does, he cannot under law, given the presentation of the facts.
[00:31:43.556 --> 00:31:45.857]  It's not personal opinion on the Vice President's part.
[00:31:46.178 --> 00:31:57.906]  It has to be measured by data and evidence, and the debate on the floor will show enough evidence already in the media, and the judges have already shown that, in fact, hundreds of thousands of votes were not qualified.
[00:31:58.340 --> 00:31:59.981]  All right, thank you so much, Carlos.
[00:32:00.001 --> 00:32:06.206]  We'll all be in DC while the vote and the debate's going on with millions of other Americans, and so will the President, ladies and gentlemen.
[00:32:06.886 --> 00:32:07.326]  That's right.
[00:32:08.087 --> 00:32:08.827]  Trump will be speaking.
[00:32:08.847 --> 00:32:09.468]  I'm gonna leave it at that.
[00:32:10.228 --> 00:32:10.969]  We'll be right back.
[00:32:11.029 --> 00:32:11.529]  Stay with us.
[00:32:12.210 --> 00:32:13.871]  What an incredible time to be alive.
[00:32:14.952 --> 00:32:21.796]  Millions of Americans already on their way, preparing to go to DC on January 5th and 6th.
[00:32:23.427 --> 00:32:32.583]  And then whatever happens, we're going to continue to fight on because the election was a fraud and Joe Biden is a globalist operative who plans to never let the lockdown end.
[00:32:32.683 --> 00:32:35.648]  Communist China now has all their stock markets exploding.
[00:32:37.179 --> 00:32:39.540]  Their investment is the biggest ever.
[00:32:39.960 --> 00:32:44.542]  Now Bloomberg is celebrating, saying, oh, they're going to surpass the U.S.
[00:32:44.602 --> 00:32:44.982]  in 2028.
[00:32:45.662 --> 00:32:49.204]  America's done because of the COVID lockdowns.
[00:32:49.364 --> 00:32:50.564]  China's open for business.
[00:32:50.704 --> 00:32:51.244]  We're not.
[00:32:51.765 --> 00:32:53.025]  This is so transparent.
[00:32:53.845 --> 00:32:54.946]  This is so over the top.
[00:32:56.806 --> 00:32:58.127]  It's so incredibly evil.
[00:33:00.205 --> 00:33:02.266]  And every facet is a fraud.
[00:33:02.306 --> 00:33:07.888]  The PCR test, all of it, and they just keep pushing, and pushing, and pushing, and pushing.
[00:33:09.669 --> 00:33:13.270]  Imagine where we'll be in a couple years if we submit to President Harris.
[00:33:14.651 --> 00:33:17.872]  That's who the President is now, if you let this fraud get in.
[00:33:19.193 --> 00:33:20.813]  It's a fraud at every level.
[00:33:22.654 --> 00:33:24.235]  Okay, who's up next here?
[00:33:26.076 --> 00:33:28.176]  Let's go ahead and go to Mike in Rhode Island.
