[00:00:06.511 --> 00:00:07.611]  It's game time.
[00:22:42.730 --> 00:22:43.851]  I warned you and now it's come true.
[00:22:43.971 --> 00:22:56.038]  That's right, but in terms of keeping calm, they also said, they had that sign, keep calm and carry on, then they said, freedom is in peril, defend it with all your might.
[00:22:56.038 --> 00:23:01.701]  Their response to being attacked by the Germans was not to go hide in their rooms.
[00:23:02.581 --> 00:23:05.103]  They confronted this, and we have to confront this.
[00:23:05.103 --> 00:23:10.006]  And I talked this morning to Pastor Tony Spell out of Baton Rouge, Louisiana.
[00:23:10.006 --> 00:23:13.568]  He hasn't stopped a single church service, Alex.
[00:23:13.568 --> 00:23:14.388]  1,500 people.
[00:23:14.388 --> 00:23:18.331]  He said the average is about 900 a week through this period of time.
[00:23:18.331 --> 00:23:19.671]  And so they've arrested him.
[00:23:19.671 --> 00:23:21.993]  They put him under... They threw him in jail.
[00:23:21.993 --> 00:23:24.074]  Then they released him and put him under house arrest.
[00:23:24.074 --> 00:23:27.916]  They threw him out of the courthouse when his trial came up because he wouldn't wear a mask.
[00:23:27.916 --> 00:23:29.838]  They're coming after him in every... But let me guess.
[00:23:29.838 --> 00:23:31.839]  I bet his church is stronger and bigger than ever.
[00:23:31.839 --> 00:23:31.999]  Yeah.
[00:23:32.279 --> 00:23:33.060]  Yeah, exactly.
[00:23:33.060 --> 00:23:34.362]  Well, let's expand on that.
[00:23:34.362 --> 00:23:41.410]  I was talking to my wife about civil disobedience, and I said, they're already putting face scanners in the grocery stores and in the shops.
[00:23:41.410 --> 00:23:46.375]  And you say, well, that's a private company, but then they're going to pass regulations that every store has to have it, then your house has to have it.
[00:23:46.375 --> 00:23:47.937]  That's what the home assistants are about.
[00:23:47.937 --> 00:23:49.118]  They now admit this.
[00:23:49.118 --> 00:23:52.783]  So we have a responsibility when shops put these in to go smash this stuff.
[00:23:53.543 --> 00:23:54.784]  Because this isn't free market.
[00:23:54.784 --> 00:24:01.468]  These are organized cartels run by Communist China and Big Tech, literally putting a police state martial law grid in place.
[00:24:01.468 --> 00:24:03.009]  And they admit they're doing it.
[00:24:03.009 --> 00:24:08.633]  And so I've never been an offensive person, but now, coming with forced inoculations, putting up robot control grids.
[00:24:08.633 --> 00:24:09.794]  No.
[00:24:09.794 --> 00:24:16.358]  It's time, folks, to fight hard in the info war, and to start thinking about non-violent civil disobedience, and I'm talking about killing robots.
[00:24:16.758 --> 00:24:25.700]  Yeah, and you know this is a pattern, Alex, that really goes back to the banning of InfoWars and everybody on social media two years ago.
[00:24:25.700 --> 00:24:30.680]  I had seen this even before that back in the early 90s when we were trying to get into debates as third party.
[00:24:30.680 --> 00:24:38.262]  We would go through all these extra hoops to get on the ballot and then they would say, well you can't go to the debate because we've got a private organization that's going to determine who gets to go to the debate.
[00:24:38.262 --> 00:24:39.982]  That's the same thing that they pulled on us.
[00:24:39.982 --> 00:24:42.842]  And now Google buys up the town square and you don't have speech there because they own it.
[00:24:42.842 --> 00:24:43.603]  Exactly.
[00:24:43.603 --> 00:24:46.163]  They are buying everything and then operating as governments.
[00:24:46.383 --> 00:24:54.049]  And when they purged us two years ago, I said, first of all, I said, understand, this is not about the companies deciding this on their own.
[00:24:54.049 --> 00:25:00.814]  They're being used as a velvet glove of an iron fist of censorship that's really coming from the government itself.
[00:25:00.814 --> 00:25:01.794]  And David, I totally agree.
[00:25:01.794 --> 00:25:03.235]  And at the time, you and I were concurred.
[00:25:04.096 --> 00:25:04.697]  We're not worried.
[00:25:04.697 --> 00:25:05.718]  We've got to stay on air.
[00:25:05.718 --> 00:25:09.201]  Because we said within two to three years it'll be ubiquitous.
[00:25:09.201 --> 00:25:10.242]  Everybody will get it.
[00:25:10.242 --> 00:25:16.970]  We've got to stay on air because we'll become more effective, more pertinent, more avant-garde as we're proven right.
[00:25:16.970 --> 00:25:17.710]  And that's now happened.
[00:25:17.710 --> 00:25:18.391]  That's right.
[00:25:18.391 --> 00:25:20.533]  And part of this plan was to
[00:25:21.354 --> 00:25:27.138]  Give Google control over the cities, the cyberspace, the sidewalk labs that Google's got.
[00:25:27.138 --> 00:25:29.379]  With 5G, controlling driverless vehicles.
[00:25:29.379 --> 00:25:30.300]  Exactly.
[00:25:30.300 --> 00:25:37.085]  And now, part of this is to confine you right now to get you to get accustomed to this, what they're going to have in place.
[00:25:37.085 --> 00:25:40.127]  Their plan is to have this in place fully by 2030.
[00:25:40.127 --> 00:25:45.430]  So to get you accustomed to this, they're already putting you under these same regulations, confining you to your home.
[00:25:45.430 --> 00:25:46.171]  And they admit that!
[00:25:46.171 --> 00:25:47.111]  They go, oh, it's COVID!
[00:25:47.111 --> 00:25:48.152]  No, this is the fourth
[00:25:49.973 --> 00:25:53.156]  Industrial Revolution in their own words, and by the way, humans aren't in it!
[00:25:53.156 --> 00:25:53.417]  Yeah.
[00:25:53.417 --> 00:25:57.681]  And it's a post-human algorithm where they save the earth by getting rid of humans.
[00:25:57.681 --> 00:25:58.762]  That's Wall Street Journal.
[00:25:58.762 --> 00:25:59.643]  That's NBC News.
[00:25:59.643 --> 00:26:01.785]  This is really what the cult's doing!
[00:26:01.785 --> 00:26:02.085]  That's right.
[00:26:02.085 --> 00:26:06.790]  We need to reject everything they're pushing, not just piecemeal, well I'm a hero, I'm wearing a mask.
[00:26:06.790 --> 00:26:08.392]  No you're not, you're helping kill the third world!
[00:26:08.672 --> 00:26:11.593]  It's not just the 4th Industrial Revolution, it's also the 4th turning.
[00:26:11.593 --> 00:26:15.535]  I've talked many times about the book Strauss and how the people coined the terms millennial.
[00:26:15.535 --> 00:26:18.837]  They point out about every 80 years you have a major restructuring of society.
[00:26:18.837 --> 00:26:25.800]  In the past, the most recent 4th turning we've had, every 4 generations, about 20 years apart, you have a major restructuring of society.
[00:26:25.800 --> 00:26:30.522]  Last one we had, Great Depression, World War, prior to that, Civil War, prior to that, the American Revolution.
[00:26:30.522 --> 00:26:31.823]  This is going to be a super turning!
[00:26:31.903 --> 00:26:33.684]  This is going to be all three of those, I think.
[00:26:33.684 --> 00:26:35.625]  American Revolution, Civil War, and World War.
[00:26:35.625 --> 00:26:36.226]  I agree.
[00:26:36.226 --> 00:26:37.446]  Super turning!
[00:26:37.446 --> 00:26:40.068]  Strap yourselves in and get right with Jesus, baby!
[00:26:40.068 --> 00:26:44.891]  Because the robot takeover is about to happen, and with Jesus Christ's spirit, we will defeat it!
[00:26:44.891 --> 00:26:48.774]  Humanity's greatest challenge and greatest victory is now!
[00:26:48.774 --> 00:26:50.755]  Spread the word if you're pro-human!
[00:26:56.209 --> 00:27:09.614]  Computer research scientists, engineers working with attorneys, have conclusively proven and put out detailed reports at Tablet Magazine, documenting what any trained eye could already see as plain as day.
[00:27:09.614 --> 00:27:22.898]  Communist Chinese working in tandem with the United Nations and the Democratic Party of the United States, as well as the media, put out fake videos and total hysteria to make it look like Day of the Dead, End of the World in China.
[00:27:23.038 --> 00:27:23.378]  We're good.
[00:27:38.710 --> 00:27:45.874]  And perhaps, most cruelly of all, if Donald Trump has his way, the complications from COVID-19, which are well beyond
[00:28:06.525 --> 00:28:29.297]  Right after Joe Biden made that statement that more than 60% of America has died from COVID-19, when it's not even 200,000 in reality, he went on to say 6 million have lung scarring and heart damage.
[00:28:29.297 --> 00:28:30.358]  It's all made up.
[00:28:30.358 --> 00:28:31.198]  But you know where he got it?
[00:28:31.198 --> 00:28:34.360]  The mainstream media that continues to actually say things like that.
[00:28:34.360 --> 00:28:35.461]  They said that 4%
[00:28:36.621 --> 00:28:44.246]  Of course it's .0000 and then add a number because the numbers vary.
[00:28:44.246 --> 00:28:48.849]  It's a real virus just like people being struck by lightning is real.
[00:28:48.849 --> 00:28:53.852]  But to shut down society over lightning strikes is hysteria and is mind control.
[00:28:55.146 --> 00:28:58.347]  The future isn't coming, it's here.
[00:28:58.347 --> 00:29:06.891]  And in the future, keeping your humanity, saving your soul, your integrity, your very essence, is going to be your most valuable asset.
[00:29:06.891 --> 00:29:10.473]  In fact, it's going to be your only asset.
[00:29:10.473 --> 00:29:23.179]  The world being built by the technocrats, and the trap they've now sprung with COVID-19 and the endless lockdown, is the beginning of the process of taking us past domestication into total
[00:29:24.359 --> 00:29:26.940]  Incomplete dehumanization.
[00:29:26.940 --> 00:29:33.063]  Human life will be impossible to be carried out in an original biological way by the year 2050.
[00:29:33.063 --> 00:29:36.885]  This is their stated goal.
[00:29:36.885 --> 00:29:46.509]  I'm sorry to have to report horrifying things like this to you, but only by facing the horror and not projecting your own decency onto the enemy can we turn this around.
[00:29:47.149 --> 00:29:52.553]  You must study their own writings, you must face the facts, and you must come to grips with it.
[00:29:52.553 --> 00:29:58.178]  You're all being incrementally destroyed.
[00:29:58.178 --> 00:30:00.800]  You're listening to the Alex Jones Show.
[00:30:06.721 --> 00:30:10.444]  We're all living in America!
[00:30:10.444 --> 00:30:14.406]  America is wunderbar!
[00:30:14.406 --> 00:30:18.089]  We're all living in America!
[00:30:18.089 --> 00:30:18.549]  America!
[00:30:18.549 --> 00:30:18.969]  America!
[00:30:18.969 --> 00:30:23.893]  We're all living in America!
[00:30:23.893 --> 00:30:27.815]  America is wunderbar!
[00:30:27.815 --> 00:30:32.759]  There is a planetary AI takeover taking place.
[00:30:32.759 --> 00:30:34.400]  Big tech's on record.
[00:30:34.400 --> 00:30:35.361]  China is their model.
[00:30:36.348 --> 00:31:02.234]  I was on a big podcast, the Drinking Bros podcast, Black Rifle Bobby Company deal, and they had some former military guys, really smart guys on there, and I was talking about they got three million Uyghurs in death camps, they got a million Christians, a million Buddhists at least, and they sell their organs, and they advertise they're fresh, and they drive them in mobile execution vans to the tarmac, then they fly it into Japan where they do the surgeries.
[00:31:03.334 --> 00:31:12.637]  They were searching, and there it was in London Independent, there it was Mainstream News, but no one even criticizing Apple helping fund and run some of these death camps.
[00:31:12.637 --> 00:31:16.558]  And so remember when you hear Tim Cook up there funding Black Lives Matter?
[00:31:16.558 --> 00:31:18.598]  Well yeah, that's funding the end of the nuclear family.
[00:31:18.598 --> 00:31:20.739]  They're so evil!
[00:31:21.598 --> 00:31:23.439]  And they're aligned with China.
[00:31:23.439 --> 00:31:24.999]  But Tim Cook doesn't have kids, so he doesn't care.
[00:31:24.999 --> 00:31:26.060]  But what about Jeff Bezos?
[00:31:26.060 --> 00:31:27.860]  He's got a whole bunch of kids.
[00:31:27.860 --> 00:31:30.482]  But he thinks he's going to be separate from the rest of us.
[00:31:30.482 --> 00:31:35.944]  That's what this technocracy is, these digital gates and cages up everywhere with robots controlling us.
[00:31:35.944 --> 00:31:40.065]  And like any war, it's incremental, incremental until, bam, it hits you.
[00:31:40.065 --> 00:31:41.326]  So I did have David Knight in here.
[00:31:42.571 --> 00:31:46.314]  Because he did a very important viral report because a listener sent him some documents.
[00:31:46.314 --> 00:31:46.894]  We checked it.
[00:31:46.894 --> 00:31:47.675]  He checked it.
[00:31:47.675 --> 00:31:48.556]  It's confirmed.
[00:31:48.556 --> 00:31:50.417]  I talked to multiple banks today.
[00:31:50.417 --> 00:31:54.841]  They said, yes, we've been told limited cash and the cash is going to be phased out.
[00:31:54.841 --> 00:31:57.263]  We have copies of the letters here.
[00:31:57.263 --> 00:31:58.944]  There's an article up on Infowars.com.
[00:31:58.944 --> 00:32:00.105]  It just went live.
[00:32:00.105 --> 00:32:03.007]  Fed announces it will quit printing paper money.
[00:32:03.007 --> 00:32:04.028]  And it's got the documents.
[00:32:04.028 --> 00:32:04.769]  It's got the video.
[00:32:04.769 --> 00:32:06.530]  It's got the whole breakdown.
[00:32:06.530 --> 00:32:09.052]  And they said, oh, we need to get rid of cash for COVID.
[00:32:09.052 --> 00:32:10.433]  COVID is the excuse on every front.
[00:32:10.433 --> 00:32:10.954]  But first,
[00:32:12.406 --> 00:32:27.074]  No medical doctor, no scientist, no virologist, not Cedars-Sinai Hospital, not the head of the Rockefeller Hospital can come out and say, hey, we'll get herd immunity from this.
[00:32:27.074 --> 00:32:28.555]  Putting people in houses makes you sicker.
[00:32:28.555 --> 00:32:30.736]  That's been proven correct, so we've proved it.
