[00:00:15.168 --> 00:00:17.171]  Uh, Bill Clinton.
[00:25:35.844 --> 00:25:41.567]  He's taking hydroxychloroquine, zinc, and erythromycin.
[00:25:41.567 --> 00:25:43.848]  And why is he taking the Z-Pak?
[00:25:43.848 --> 00:25:48.531]  Because the number one carrier of viruses is bacteria.
[00:25:48.531 --> 00:25:49.932]  Bacteria.
[00:25:49.932 --> 00:25:55.115]  I used to always hear, like, why is the doctor prescribing antibiotics for viral infection?
[00:25:55.115 --> 00:26:00.678]  Because that's what carries the viruses is the bacteria.
[00:26:02.264 --> 00:26:28.552]  Big studies out that we'll get to that though the antibiotics are causing leaky gut and Crohn's disease and all these problems but then the other studies show you just take your probiotic or eat a ton of yogurt and things and after you'll get it replaced but they don't tell people that because they don't make money when you eat a bunch of yogurt or sauerkraut or pickles or what
[00:26:32.443 --> 00:26:37.229]  Any old black lady would tell you 50 years ago that if you got gut problems, you go eat clay out of the side of the river.
[00:26:37.229 --> 00:26:41.934]  Because Europeans did that too, and that's got all the trace stuff in it you need right there as well.
[00:26:41.934 --> 00:26:45.258]  But see, nobody makes money if you go eat clay out of the side of the riverbank.
[00:26:45.258 --> 00:26:51.185]  No, they'd rather give you resgesivir that doesn't even work, costs you thousands of dollars and kills your ass, because Fauci makes money off that.
[00:26:54.693 --> 00:26:59.878]  A lot of you are probably already very familiar with these terms I'm about to introduce, but some folks aren't.
[00:26:59.878 --> 00:27:02.280]  So, for those that aren't, here they are.
[00:27:02.280 --> 00:27:04.943]  Activated charcoal.
[00:27:04.943 --> 00:27:07.525]  And then another term, enamel safe.
[00:27:09.105 --> 00:27:15.668]  Activated charcoal is the fastest growing type of toothpaste for a good reason.
[00:27:15.668 --> 00:27:16.649]  It really, really works.
[00:27:16.649 --> 00:27:31.376]  Well, we've come up with the best activated charcoal toothpaste with no fillers, the cleanest type, the highest quality, with a bunch of high quality essential oils and other ingredients known and documented to do amazing things for your oral hygiene and your overall health and your mouth.
[00:27:31.376 --> 00:27:36.158]  It's so critical and it makes your teeth look really white and really, really clean and it's good for your gums.
[00:27:36.778 --> 00:27:41.401]  But on top of that, it doesn't have any ingredients that are known to hurt enamel.
[00:27:41.401 --> 00:27:46.625]  I've gone out before and gotten toothpaste that really made my teeth clean, but eroded enamel up the top.
[00:27:46.625 --> 00:27:51.588]  So I got into really safe, healthy types of toothpaste, and that's what this is.
[00:27:51.588 --> 00:27:53.730]  It's available at InfowarsStore.com.
[00:27:53.730 --> 00:28:05.318]  Where the hell did this water come from?
[00:28:06.920 --> 00:28:13.442]  Where did it come from?
[00:28:13.442 --> 00:28:18.804]  Infowarsstore.com We can't survive without pure, clean drinking water.
[00:28:18.804 --> 00:28:24.726]  So make sure that it's always available to you with the Alexa Pure Water Filtration System.
[00:28:24.726 --> 00:28:31.989]  This gravity-fed system filters through all the toxins and gets straight to clean, healthy, great-tasting water.
[00:28:35.211 --> 00:28:37.313]  Yummy in my tummy.
[00:28:37.313 --> 00:28:48.081]  Bring the purest, most refreshing water to your home by ordering the Alexa Pure Water Filtration System today from InfowarStore.com.
[00:28:48.081 --> 00:28:51.043]  InfowarStore.com.
[00:28:51.043 --> 00:28:53.365]  Other systems, just don't compare.
[00:28:55.003 --> 00:28:56.664]  It's finally here.
[00:28:56.664 --> 00:29:00.765]  Introducing the new Survival Shield X2 Spray.
[00:29:00.765 --> 00:29:07.107]  Available now for 33% off at Infowarsstore.com.
[00:29:07.107 --> 00:29:17.331]  Listeners have been asking us for months to develop an iodine spray made with our exclusive Deep Earth Crystal Nascent Iodine.
[00:29:17.331 --> 00:29:23.973]  Our proprietary new Aerodyne technology allows us to harness the full power of ancient
[00:29:24.213 --> 00:29:31.876]  Iodine crystals from 7,000 feet below the Earth's surface into the ultimate spray formula.
[00:29:31.876 --> 00:29:40.660]  Iodine is an essential mineral that helps support thyroid health, healthy metabolism, and healthy cognitive function.
[00:29:40.660 --> 00:29:48.243]  Get the new Survival Shield X2 Spray for 33% off intro pricing at InfoWareStore.com.
[00:29:48.243 --> 00:29:52.185]  That's Survival Shield X2 Spray at InfoWareStore.com.
[00:29:57.538 --> 00:30:09.628]  You're listening to the Alex Jones Show.
[00:30:09.628 --> 00:30:15.492]  If you're receiving this transmission, you are the resistance to the globalists.
[00:30:15.492 --> 00:30:19.856]  If you are receiving this transmission, you are the resistance.
[00:30:19.856 --> 00:30:22.138]  You're listening to Alex Jones.
[00:30:25.894 --> 00:30:29.459]  Alright, we're digesting open source intel.
[00:30:29.459 --> 00:30:31.862]  We weren't just sent the intelligence reports, obviously.
[00:30:31.862 --> 00:30:34.305]  We have the raw data.
[00:30:34.305 --> 00:30:37.889]  And that's good, because we're going to go back and reconstruct it ourselves and put that as a report for you.
[00:30:38.980 --> 00:30:49.085]  Of anti-foot with five-man sniper teams in buildings all downtown in their own words and photos of them already going there and doing dry runs.
[00:30:49.085 --> 00:30:57.630]  And then there are rules of engagement that if anyone tries to stop the takeover of the police department and burning it down, they will be shot and killed this weekend.
[00:30:57.630 --> 00:31:07.095]  So this is actual terrorism being publicly planned with Mayor Adler and all of them fully aware and letting it happen.
[00:31:09.534 --> 00:31:14.197]  Now that would sound crazy a year ago, six months ago, wouldn't it?
[00:31:14.197 --> 00:31:23.544]  But you see the city of Austin saying in their new budget we're going to blow up the police department as a symbol of ending police hate.
[00:31:23.544 --> 00:31:28.667]  You see them saying it's peaceful to shoot people at checkpoints and take over buildings and burn them down.
[00:31:28.667 --> 00:31:36.093]  I mean, they're normalizing and encouraging their people to believe they have immunity if they go out and engage in criminal activity.
[00:31:36.093 --> 00:31:36.573]  That's what this is.
[00:31:38.601 --> 00:31:53.454]  Bill Clinton and Obama and Hillary and Ghislaine Maxwell and Ted Turner and Bill Gates and all these people, they're not going to do this themselves.
[00:31:53.454 --> 00:31:57.017]  They're trying to get us to kill each other.
[00:31:57.017 --> 00:32:03.122]  And they've got enough wound up idiots who think they're on the right side of history that they're already doing it.
[00:32:04.619 --> 00:32:13.683]  You know, just like out of Road Warrior, a fictitious future where Australia's collapsing from nuclear war or whatever.
[00:32:13.683 --> 00:32:18.686]  And there's guys roadin' around in cars and motorcycles, settin' up checkpoints and robbing and raping.
[00:32:18.686 --> 00:32:20.587]  That's what's going on in Austin right now.
[00:32:20.587 --> 00:32:33.033]  And then you've got the disciplined police following robotically their orders to stand down.
[00:32:34.700 --> 00:32:38.843]  But the police are trying to figure out how to do this right and not go along with this.
[00:32:38.843 --> 00:32:42.925]  Like Tucker Carlson said, and I've said this a thousand times, it's totally true.
[00:32:42.925 --> 00:32:49.349]  The social contract has been broken.
[00:32:49.349 --> 00:32:51.310]  And you can talk bad about the government all day.
[00:32:51.310 --> 00:32:55.413]  It's good, it's bad, but it's an American government and it has empowered the people.
[00:32:55.413 --> 00:32:57.534]  We have empowered ourselves with this limited structure.
[00:32:57.534 --> 00:32:58.815]  It's gotten out of control.
[00:32:58.815 --> 00:33:03.878]  And now it's being taken over by hardcore criminals that are sworn to destroy our lives.
[00:33:07.526 --> 00:33:11.971]  And so the status quo is private property and Second Amendment and God and country and family.
[00:33:11.971 --> 00:33:13.052]  The Star-Spangled Banner.
[00:33:13.052 --> 00:33:16.155]  And it's all under attack.
[00:33:16.155 --> 00:33:17.516]  Here's Tucker Carlson's report.
[00:33:17.516 --> 00:33:18.817]  It's on InfoWars.com.
[00:33:18.817 --> 00:33:21.660]  America is witnessing a brazen power grab.
[00:33:21.660 --> 00:33:21.961]  Here it is.
[00:33:23.146 --> 00:33:31.290]  After two months of rioting and political chaos, there are still people out there who claim this is all about the death of George Floyd.
[00:33:31.290 --> 00:33:33.311]  Believe it or not, there are.
[00:33:33.311 --> 00:33:36.213]  Some of the people who say that may actually believe it.
[00:33:36.213 --> 00:33:37.754]  We're giving them the benefit of the doubt.
[00:33:37.754 --> 00:33:40.595]  The liberal mom who lives next door to you, for example.
[00:33:40.595 --> 00:33:45.598]  She's probably entirely sincere when she lectures you about the scourge of police brutality.
[00:33:45.598 --> 00:33:46.558]  She means it.
[00:33:46.558 --> 00:33:49.360]  She has no idea BLM is about anything else.
[00:33:50.140 --> 00:33:52.783]  We're not judging, and that's not surprising.
[00:33:52.783 --> 00:33:55.066]  Most Americans are nice people.
[00:33:55.066 --> 00:33:56.848]  They're literal and ingenuous.
[00:33:56.848 --> 00:34:01.513]  They tend to take claims at face value because they want to believe the best.
[00:34:02.500 --> 00:34:04.641]  But in this case, they are wrong.
[00:34:04.641 --> 00:34:08.024]  None of what you are watching is about civil rights.
[00:34:08.024 --> 00:34:12.327]  Violence and race-baiting are the enemies of civil rights.
[00:34:12.327 --> 00:34:15.049]  What you're watching instead is a power grab.
[00:34:15.049 --> 00:34:20.072]  It's being coordinated by the most ruthless and cynical figures in American politics.
[00:34:20.072 --> 00:34:22.093]  They don't want you to know what they're doing.
[00:34:22.093 --> 00:34:25.136]  They're not honorable enough to state their intentions.
[00:34:25.136 --> 00:34:26.857]  They're not like you at all.
[00:34:26.857 --> 00:34:29.619]  When normal people want something, they can be aggressive.
[00:34:30.259 --> 00:34:32.420]  But the professional left never is.
[00:34:32.420 --> 00:34:35.160]  It's invariably passive-aggressive.
[00:34:35.160 --> 00:34:38.321]  Their first instinct is to manipulate rather than persuade.
[00:34:38.321 --> 00:34:40.362]  They hide their real beliefs.
[00:34:40.362 --> 00:34:44.383]  They say precisely the opposite of what they mean every time.
[00:34:44.383 --> 00:34:47.864]  They accuse you of the crimes they themselves are committing.
[00:34:47.864 --> 00:34:49.224]  It makes your head spin.
[00:34:49.224 --> 00:34:50.784]  Arguing with them is pointless, by the way.
[00:34:50.784 --> 00:34:51.865]  They're nihilists.
[00:34:51.865 --> 00:34:55.646]  They don't believe in the existence of truth or in the fixed meaning of words.
[00:34:55.646 --> 00:34:57.166]  They care only about power.
[00:34:58.496 --> 00:34:59.977]  It's painful to say this.
[00:34:59.977 --> 00:35:06.161]  It hurts to admit there are people in our country who are like this, but there are, and they have more power than ever.
[00:35:06.161 --> 00:35:11.425]  If you need more evidence of that, Barack Obama showed up at Congressman John Lewis' funeral today.
[00:35:11.425 --> 00:35:16.748]  Obama claimed he was there to eulogize his own friend, but that's not true, and that's not what he did.
[00:35:16.748 --> 00:35:22.392]  Instead, Obama gave a divisive and deeply dishonest campaign speech in church.
[00:35:22.392 --> 00:35:23.313]  Here's part of what he said.
[00:35:23.313 --> 00:35:26.415]  By ending some of the partisan gerrymandering,
