[00:00:11.947 --> 00:00:13.348]  Sorry folks, park's closed.
[01:24:40.430 --> 01:24:43.852]  And I'm not a rocket scientist, but that's weird.
[01:24:44.952 --> 01:24:46.092]  I don't think Millie's involved.
[01:24:46.152 --> 01:24:47.293]  I don't think Tori's involved.
[01:24:47.953 --> 01:24:52.734]  I just know the guy at my door came here to say Roger Stone runs everything.
[01:24:52.895 --> 01:24:54.195]  NSA, New World Order.
[01:24:54.455 --> 01:24:57.976]  He's like the giant brain bug and Roger Stone can't get his Skype connected.
[01:24:58.136 --> 01:24:58.816]  Just like I can't.
[01:24:59.357 --> 01:25:01.077]  So, I can promote freedom.
[01:25:01.157 --> 01:25:02.057]  I'm a good orator.
[01:25:02.398 --> 01:25:03.038]  I love God.
[01:25:03.058 --> 01:25:03.718]  I love justice.
[01:25:03.758 --> 01:25:04.278]  I love you.
[01:25:04.598 --> 01:25:06.539]  But I'm not running Jack Deadly Squad.
[01:25:06.559 --> 01:25:09.180]  I mean, I got problems with my own, you know, balance of my own checkbook.
[01:25:10.859 --> 01:25:14.182]  I see this, and I just say, something's going on here.
[01:25:14.883 --> 01:25:22.650]  I haven't figured out what it is, I don't know the answers, I don't know who's good and who's bad, but I'm going to get to the bottom of it, and you've got a commitment from me.
[01:25:22.711 --> 01:25:31.119]  Whatever I find out's going on with this, because it's got Q-Tard stuff written all over it, I am going to give you that information.
[01:25:32.093 --> 01:25:34.973]  And there's a few things I haven't gotten into because I don't want to embarrass people right now.
[01:25:35.894 --> 01:25:37.974]  But I got a good idea of what's going on.
[01:25:38.154 --> 01:25:43.595]  And I got to tell you, Brennan is just trying to sabotage our movement and trying to attack anybody that's real.
[01:25:44.695 --> 01:25:48.656]  And Brennan, I was told, oh Brennan is giving us info.
[01:25:48.696 --> 01:25:49.476]  He's actually good.
[01:25:51.116 --> 01:25:52.196]  I told people, are you crazy?
[01:25:53.237 --> 01:25:53.837]  Are you crazy?
[01:25:56.177 --> 01:25:57.397]  So we'll figure it all out.
[01:25:57.437 --> 01:25:59.698]  Just keep promoting America and freedom and justice.
[01:26:00.198 --> 01:26:00.778]  And go Trump 2020.
[01:26:02.967 --> 01:26:04.188]  COVID's overall a hoax.
[01:26:04.809 --> 01:26:06.110]  We're gonna expose the whole thing together.
[01:26:06.190 --> 01:26:08.071]  Infowars.com forward slash show.
[01:26:08.431 --> 01:26:09.392]  Band.video.
[01:26:09.753 --> 01:26:10.613]  Share those links.
[01:26:10.733 --> 01:26:12.555]  Nothing can stop you from taking action.
[01:26:12.835 --> 01:26:14.817]  You know you're good, so you take action.
[01:26:14.837 --> 01:26:16.698]  Even if they sow dissension in our ranks.
[01:26:16.738 --> 01:26:17.319]  Great job, crew.
[01:26:36.325 --> 01:26:36.625]  Hey!
[01:26:37.426 --> 01:26:37.826]  You there!
[01:26:38.306 --> 01:26:40.228]  The battle for the Republic is on!
[01:26:40.668 --> 01:26:44.130]  The American Revolution 2.0 is happening right now!
[01:26:44.531 --> 01:26:49.654]  But the corrupt establishment doesn't want you to know and they certainly don't want you to get involved.
[01:26:50.035 --> 01:26:52.736]  But you can at Banned.Video.
[01:26:52.937 --> 01:26:55.919]  The truth lives at Banned.Video.
[01:26:56.139 --> 01:27:00.562]  The information they don't want you to see is at Banned.Video.
[01:27:00.982 --> 01:27:02.143]  This is your destiny.
[01:27:02.483 --> 01:27:04.925]  This is the epic battle for the future of humanity.
[01:27:05.365 --> 01:27:08.169]  America will survive as long as you fight.
[01:27:09.070 --> 01:27:09.531]  I've gotta go.
[01:27:32.924 --> 01:27:36.867]  Introducing InfoWars Life Pure Turmeric Extract.
[01:27:37.468 --> 01:27:39.109]  This is taken under the tongue.
[01:27:40.010 --> 01:27:41.211]  It is pure turmeric.
[01:27:42.212 --> 01:27:50.920]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[01:27:51.420 --> 01:27:57.225]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach.
[01:27:57.265 --> 01:27:59.427]  So it's more of an intense delivery system.
[01:27:59.867 --> 01:28:02.729]  The two formulas are different, but both are concentrates.
[01:28:03.089 --> 01:28:04.650]  And our first product got rave reviews.
[01:28:04.950 --> 01:28:06.691]  We've now been testing this out for several months.
[01:28:07.051 --> 01:28:08.892]  Some of our staff like it more than bodies.
[01:28:09.232 --> 01:28:10.352]  Some like bodies better.
[01:28:10.613 --> 01:28:14.415]  For me, they're both amazing for their anti-inflammatory action and so much more.
[01:28:14.735 --> 01:28:15.795]  And they fund the InfoWar.
[01:28:15.935 --> 01:28:20.338]  So get our new liquid turmeric extract exclusively at InfoWarStore.com today.
[01:28:20.358 --> 01:28:21.518]  Get an additional 25% off.
[01:28:21.538 --> 01:28:21.918]  This is a 360 win!
[01:28:25.040 --> 01:28:28.142]  Turmeric is renowned for what it does for all of our bodies.
[01:28:28.282 --> 01:28:29.722]  For inflammation and so much more.
[01:28:30.103 --> 01:28:32.444]  Get yours today at InfoWarsLife.com.
[01:28:32.704 --> 01:28:38.687]  I've talked to the EMS and I've talked to medical doctors and what makes you nauseated is not just the smell of piss, but what we call the smell of bum piss.
[01:28:38.887 --> 01:28:40.668]  It has this sweet nauseating smell.
[01:28:40.728 --> 01:28:44.750]  It's a sweet stench that makes you want to throw up like rotten meat.
[01:28:44.870 --> 01:28:46.151]  It is the crap of dust mites.
[01:28:48.444 --> 01:28:52.586]  Have you noticed the stench of bum piss in your leftist-run neighborhoods?
[01:28:52.947 --> 01:28:59.470]  The crap of dust mites in bum piss is a real thing, and InfoWars Store has the solution.
[01:28:59.691 --> 01:29:12.138]  InfoWars has created the most powerful herbal lung cleanse and respiratory support product on the market, with over a thousand types of mold and mildew, toxic chemicals, and yes, dust mites.
[01:29:12.578 --> 01:29:25.928]  Our Lung Cleanse Plus, made with organic and wild cultivated herbs, is just what you need to survive the unprecedented surge of bum piss and other toxic substances in liberal leftist cities everywhere.
[01:29:26.248 --> 01:29:31.913]  Order the Infowars Life Lung Cleanse Plus supplement today at InfowarsStore.com.
[01:29:33.504 --> 01:29:44.329]  InfoWars presents the David Knight Show, the Alex Jones Show, and the War Room with Owen Troyer.
[01:29:44.870 --> 01:29:47.371]  InfoWars.com forward slash show.
[01:29:47.631 --> 01:29:51.473]  Bobby in New York, a postal worker on the mail-in ballots and the NRA.
[01:29:51.513 --> 01:29:51.853]  Welcome.
[01:29:51.893 --> 01:29:52.893]  Hey, what's going on Alex?
[01:29:52.973 --> 01:29:54.894]  I'm a United States Postal Service worker.
[01:29:55.114 --> 01:29:57.336]  I listen to the show every day when I'm out walking my route.
[01:29:57.556 --> 01:30:02.378]  And we were briefed before they even had us start wearing masks in the office that we're doing mail-in voting.
[01:30:02.558 --> 01:30:02.678]  Bingo!
[01:30:02.698 --> 01:30:07.660]  That way, they've already voted not knowing that Biden is just a shoehorn to just wait for the next person they're going to put in.
[01:30:07.680 --> 01:30:08.640]  Isn't that incredible?
[01:30:21.124 --> 01:30:23.106]  Yeah, the first debate, we all know what's going to happen.
[01:30:23.186 --> 01:30:25.589]  He's going to shit the bed and he's going to look like Juliet.
[01:30:25.629 --> 01:30:28.792]  So what I'm saying, InfoWars and you, get in touch with their sources.
[01:30:28.872 --> 01:30:31.975]  You need to start telling people what to look out for, for mail-in voting fraud.
[01:30:31.995 --> 01:30:33.577]  Because it's going to decide the election.
[01:30:33.677 --> 01:30:38.202]  And we all know it is, and we can't let it happen without having at least some things pointed out.
[01:30:38.302 --> 01:30:43.185]  They're telling you, oh, before the masks were even being put on, we're going to have to have mail-in ballots.
[01:30:43.445 --> 01:30:46.727]  And so before the debates are even done, most people would have already voted.
[01:30:46.807 --> 01:30:48.028]  That is so sneaky.
[01:30:48.088 --> 01:30:48.948]  That is so dangerous.
[01:30:48.968 --> 01:30:54.291]  And that gives the Democrats time to rig those mail-in ballots and stop those ballots and pull all sorts of games.
[01:30:54.371 --> 01:30:57.013]  That's their secret weapon to remove Trump and defeat America.
[01:30:57.313 --> 01:31:00.497]  But honestly, in any other election, we haven't had mail-in voting.
[01:31:00.537 --> 01:31:01.918]  So how could you tell people that?
[01:31:01.978 --> 01:31:06.443]  You can't go to the ballot, you can't give an actual vote, and this person's not the legitimate president.
[01:31:06.503 --> 01:31:13.211]  The whole four years that he's been in office, and then the moment that comes time to actually get into the ballot to vote, you can't actually go and do it.
[01:31:13.271 --> 01:31:14.672]  You gotta do it through the mail-in system.
[01:31:14.852 --> 01:31:17.295]  And who knows how legitimate that could actually be?
[01:31:17.475 --> 01:31:23.438]  Well, you know how the scam works.
[01:31:23.518 --> 01:31:25.339]  They mail these out of the homes of dead people.
[01:31:25.419 --> 01:31:28.660]  They mail these out of the homes of people that know they're getting the ballots of dead people.
[01:31:28.760 --> 01:31:32.342]  And they mail these out to people whose cat died 10 years ago and then somebody else fills it out.
[01:31:32.662 --> 01:31:35.865]  And then when they get a lot of these ballots back, they can just falsify them however they want.
[01:31:35.945 --> 01:31:39.909]  This is the takeover, and they've already said that if Trump challenges this, he's a dictator.
[01:31:39.929 --> 01:31:45.315]  So they're already saying, we're going to steal it, and if you challenge it, you're a dictator, and we're going to arrest whoever aids you.
[01:31:45.355 --> 01:31:46.596]  That was the Washington Post headline.
[01:31:46.656 --> 01:31:49.539]  If any of his cabinet doesn't agree, we'll put you in jail too.
[01:31:49.639 --> 01:31:54.845]  So see, that's why they invoked this for the election, and Trump had better take action with 88 days out.
