[00:00:00.130 --> 00:00:00.394]  Shut up.
[00:23:35.818 --> 00:23:38.178]  And the Brexit's happening?
[00:23:38.178 --> 00:23:39.778]  They want to have a permanent lockdown.
[00:23:39.778 --> 00:23:41.619]  Governments have lost control.
[00:23:41.619 --> 00:23:44.299]  The corporations that control the governments have lost control.
[00:23:44.299 --> 00:23:47.180]  So they're going to bring us into total tyranny.
[00:23:48.837 --> 00:23:50.378]  It's not going to be incremental anymore.
[00:23:50.378 --> 00:23:51.258]  It's here.
[00:23:51.258 --> 00:23:53.379]  It's on top of us right now.
[00:23:53.379 --> 00:23:57.201]  I'm sorry to have to give you that news, but here's the good news.
[00:23:57.201 --> 00:23:59.422]  This is illegal as hell.
[00:23:59.422 --> 00:24:00.302]  This is criminal.
[00:24:00.302 --> 00:24:01.323]  This is outrageous.
[00:24:01.323 --> 00:24:03.144]  This is disgusting.
[00:24:03.144 --> 00:24:04.685]  You know the EU.
[00:24:04.685 --> 00:24:14.449]  You know the Conservative and Liberal parties have all announced in the UK, and the Democrats are announcing here, and they're announcing in Australia, and the UN's announced it, and Canada's announced it.
[00:24:14.449 --> 00:24:16.010]  Forced inoculations.
[00:24:16.010 --> 00:24:17.871]  Mexico is announcing forced inoculations.
[00:24:20.492 --> 00:24:23.434]  Just like they made all the girls in Mexico take Gardasil.
[00:24:23.434 --> 00:24:23.834]  And guess what?
[00:24:23.834 --> 00:24:27.457]  Those girls are all super screwed up now, and their ovaries are fried.
[00:24:31.092 --> 00:24:35.115]  I don't want Mexicans brought up here and turned into my enemy and turned into somebody that hates me because I'm white.
[00:24:35.115 --> 00:24:37.397]  But I sure as hell don't want to sterilize all the Mexicans.
[00:24:37.397 --> 00:24:39.038]  But let me give you a little bit of a news flash.
[00:24:39.038 --> 00:24:42.781]  It's going to happen to you whether you're white or whether you're black or whether you're old or whether you're young.
[00:24:42.781 --> 00:24:44.723]  We're all in this together.
[00:24:44.723 --> 00:24:46.404]  And we better figure that out now.
[00:24:46.404 --> 00:24:47.645]  Do we have differences?
[00:24:47.645 --> 00:24:48.726]  Have we done stuff to each other?
[00:24:48.726 --> 00:24:49.467]  Of course!
[00:24:49.467 --> 00:24:55.892]  But this is an AI, global, scientific, end of humanity, end of your family takeover, period!
[00:24:58.530 --> 00:25:07.139]  And because it is outrageous the Democrats have tried all these coups and crossfire hurricane and all this stuff, people are hit flat-footed because they have a normalcy bias.
[00:25:07.139 --> 00:25:11.043]  And that's why they say, you're not in Kansas anymore.
[00:25:12.605 --> 00:25:14.266]  We're in the year 2020.
[00:25:14.266 --> 00:25:16.789]  Real technology's about 2060.
[00:25:16.789 --> 00:25:18.370]  The globalists don't need you anymore.
[00:25:18.370 --> 00:25:19.511]  They don't want you.
[00:25:19.511 --> 00:25:21.352]  You've got to decide you have value.
[00:25:21.352 --> 00:25:22.834]  You've got to decide you're essential.
[00:25:22.834 --> 00:25:27.698]  And you've got to decide you're not going to comply with the global straitjacket they're putting on your ass.
[00:25:27.698 --> 00:25:34.924]  Because if they get this on us, it's a harness to carry out our orderly extermination.
[00:25:34.924 --> 00:25:39.328]  And there's got to be a point, finally, where you start taking the shots and they admit it kills your ass down the road.
[00:25:40.646 --> 00:25:47.774]  And they've now come to that point of going, yeah, 100% of people take our mRNA vaccine, get sick.
[00:25:47.774 --> 00:25:50.096]  80% get sick with the other one.
[00:25:50.096 --> 00:25:51.978]  Oh yeah, there's some side effects.
[00:25:51.978 --> 00:25:54.361]  Yeah, sorry.
[00:25:54.361 --> 00:26:01.429]  But you're basically gonna have your ovaries turn into lacerated, bloody pulps.
[00:26:03.151 --> 00:26:19.319]  My God, you read how they add this female hormone to the tetanus shot they give women, and so the second trimester they have an autoimmune response in the ovaries and in the uterus, and how it doesn't just kill the baby over and over again, it fries the woman's uterus and ovaries and ends up killing them usually down the road.
[00:26:19.319 --> 00:26:21.020]  I mean, what a sick system!
[00:26:21.020 --> 00:26:26.142]  It'd be nicer for Bill Gates to just go blow these people's heads off, but oh, they would rise up and fight back!
[00:26:26.142 --> 00:26:26.983]  You couldn't get away with that!
[00:26:27.878 --> 00:26:32.599]  But if you kill him slow, like that... But see, it's like Bill Gates always said, we release the mosquitoes.
[00:26:32.599 --> 00:26:33.820]  He's done it in Florida, too.
[00:26:33.820 --> 00:26:36.881]  He said, hey, we don't just want the poor people to have these, you need to experience it, too.
[00:26:36.881 --> 00:26:39.321]  Oh, don't worry, he's coming for you, too.
[00:26:39.321 --> 00:26:44.163]  So we'll play this clip, it's the most important clip, and give the number out, when we come back.
[00:26:44.163 --> 00:26:51.125]  This is the most important thing of the night, when Wallace says, you're gonna pledge to sit there and let us steal the election, aren't you?
[00:26:51.125 --> 00:26:53.245]  And seat Nancy Pelosi as president, aren't you?
[00:26:53.245 --> 00:26:53.866]  Aren't you?
[00:26:53.866 --> 00:26:54.446]  Aren't you?
[00:26:54.446 --> 00:26:54.766]  Aren't you?
[00:26:56.301 --> 00:27:14.532]  Remember the global lockdown you're witnessing, the Black Lives Matter, Antifa riots and racial attacks we're all seeing are publicly directed by a handful of top millionaires, led by people like Bill Gates, Jeff Bezos, of course, Tim Cook and others.
[00:27:14.532 --> 00:27:21.736]  They've set up there with their trillions of dollars they control in their companies and their hundreds of billions of dollars individually.
[00:27:22.456 --> 00:27:29.843]  Leveraging that against us and trying to create an artificial revolution against local government and police.
[00:27:29.843 --> 00:27:36.888]  And the mayors are again, they're playing their political game to try to trigger the complete breakdown of the United States and Western Europe.
[00:27:36.888 --> 00:27:40.812]  So these billionaires can come in and buy it all up for billions on the dollar.
[00:27:40.812 --> 00:27:41.953]  That's why I'm so angry.
[00:27:42.534 --> 00:27:49.307]  Because when you're looking at them, they're the ones that sit in their councils and have decided to run these plans against us.
[00:27:49.307 --> 00:27:52.493]  They are enemies of humanity and must be dealt with.
[00:27:52.493 --> 00:27:53.756]  It's us or them.
[00:27:53.756 --> 00:27:54.136]  Period.
[00:27:55.879 --> 00:28:13.199]  Hello, my name is Dr. Fauci, and I've been at the NIH and CDC for 45 years, and I've overseen, well, you know, the AIDS pandemic and so many other things, and I take my orders from Bill Gates, Dr. Bill Gates.
[00:28:13.199 --> 00:28:15.041]  I mean, he's not a doctor, but he
[00:28:15.401 --> 00:28:18.344]  He controls everything you do.
[00:28:18.344 --> 00:28:22.009]  And he now says you're going to take the shots.
[00:28:22.009 --> 00:28:25.472]  And of course, in England, they are now saying what I told you.
[00:28:25.472 --> 00:28:27.695]  You will not be allowed to travel.
[00:28:27.695 --> 00:28:31.820]  Leave your home until you take all the shots.
[00:28:31.820 --> 00:28:33.221]  Dr. Gates, I mean Bill.
[00:28:34.002 --> 00:28:40.928]  Gates, your owner, your master, says you ought to take four to five COVID shots a year.
[00:28:40.928 --> 00:28:47.094]  For adult, two for baby, and baby much more manageable.
[00:28:47.094 --> 00:28:50.537]  Just like Bill Gates give you polio vaccine.
[00:28:50.537 --> 00:28:54.440]  I'm Dr. Fauci, reminding you that we owe you.
[00:28:56.047 --> 00:29:10.337]  If you look at the top tech billionaires in the big banks that finance and control them, to a man and to a woman, they believe there's too many people on the earth and they constantly whine about when they want to go to a mountaintop or a national park, they have to look at us, the common people.
[00:29:10.337 --> 00:29:12.238]  They have to look at the proletariat.
[00:29:12.238 --> 00:29:13.079]  They have to look at the scum.
[00:29:13.619 --> 00:29:15.520]  That's why they love the lockdown.
[00:29:15.520 --> 00:29:16.781]  Putting muzzles on us.
[00:29:16.781 --> 00:29:18.262]  That gives them a big thrill.
[00:29:18.262 --> 00:29:20.403]  Controlling where we can go, what we can do.
[00:29:20.403 --> 00:29:22.304]  Bankrupting Main Street.
[00:29:22.304 --> 00:29:23.885]  Bankrupting small towns.
[00:29:23.885 --> 00:29:32.791]  All of it is a vertical integration, consolidation, so they can then dictate the terms of our total surrender, which is taking sterilant vaccines day one.
[00:29:33.471 --> 00:29:36.072]  Ladies and gentlemen, all the games are over.
[00:29:36.072 --> 00:29:37.533]  Playtime's over.
[00:29:37.533 --> 00:29:43.095]  They used all the entertainment and garbage to put us into a trance, and now the spider's moving in for the kill.
[00:29:43.095 --> 00:29:44.476]  You know this, I know this.
[00:29:44.476 --> 00:29:45.896]  It's all out in the open.
[00:29:45.896 --> 00:29:48.057]  The question is, what are we gonna do about it?
[00:29:48.057 --> 00:29:49.798]  Well, the first thing is identify the enemy.
[00:29:49.798 --> 00:29:50.858]  Identify the enemy.
[00:29:50.858 --> 00:29:51.879]  Identify the enemy.
[00:29:51.879 --> 00:29:58.902]  Identify your enemy now.
[00:29:58.902 --> 00:30:01.523]  You're listening to the Alex Jones Show.
[00:30:07.990 --> 00:30:14.956]  Monday through Friday from 11 a.m.
[00:30:14.956 --> 00:30:15.616]  to 3 p.m.
[00:30:15.616 --> 00:30:19.219]  on Air Live, I am your host Alex Jones.
[00:30:19.219 --> 00:30:21.341]  All right, I want to give the number out.
[00:30:21.341 --> 00:30:30.488]  I want to give your take on the debate on all these major governments announcing we're going to have the military carry out forced inoculations of COVID-19 vaccines.
[00:30:30.488 --> 00:30:32.530]  If you want to be able to leave your house or travel,
[00:30:34.929 --> 00:30:37.770]  Tyranny isn't coming, it's here, ladies and gentlemen.
[00:30:37.770 --> 00:30:39.791]  What are you going to do about it?
[00:30:39.791 --> 00:30:41.933]  Compliance is death.
[00:30:41.933 --> 00:30:46.935]  This is the UN dream, to be able to put in your body what they want, when they want.
[00:30:46.935 --> 00:30:53.218]  And the UN's been caught across the world spiking vaccines with steroids, cancer viruses, polio.
[00:30:53.218 --> 00:30:59.341]  Now these mRNA vaccines that just reprograms your whole body, reprograms every cell in your damn body.
[00:30:59.341 --> 00:31:00.542]  It's a nightmare scenario.
[00:31:02.025 --> 00:31:12.647]  The precedent is just so revolutionary, so over-the-top, so science fiction dystopia that it's completely revolutionary is the only word to describe it.
[00:31:12.647 --> 00:31:14.107]  It's just unbelievable.
[00:31:14.107 --> 00:31:15.648]  And it's all just done like it's no big deal.
[00:31:15.648 --> 00:31:16.928]  Just the end of humanity.
[00:31:16.928 --> 00:31:20.068]  Big corporations make you put something in you that totally changes you.
[00:31:20.068 --> 00:31:25.809]  And we've got vaccines that reprogram your brain with viruses that eat certain synapses so you can't get upset anymore.
[00:31:25.809 --> 00:31:28.650]  That means you can't feel high-level emotions anymore.
[00:31:30.236 --> 00:31:31.577]  Viral lobotomies.
[00:31:31.577 --> 00:31:32.638]  It's all being done.
[00:31:32.638 --> 00:31:33.959]  It's all been tested.
[00:31:33.959 --> 00:31:34.600]  It's all ready.
[00:31:34.600 --> 00:31:37.242]  It's all being rolled out against you.
[00:31:37.242 --> 00:31:40.404]  But they metaphysically have to pressure you into doing it.
[00:31:40.404 --> 00:31:42.286]  They have to make you acquiesce.
[00:31:42.286 --> 00:31:45.669]  They believe karmically or they get instant destruction.
[00:31:45.669 --> 00:31:46.790]  And they believe in it.
[00:31:46.790 --> 00:31:49.652]  They know how the universe works.
[00:31:49.652 --> 00:31:50.633]  There's still that key thing.
[00:31:50.633 --> 00:31:56.458]  They reject God and the Holy Spirit, the good operating system, so they still get walled off from God, but they escape.
[00:31:57.765 --> 00:32:01.026]  Retribution now in this life.
[00:32:01.026 --> 00:32:05.666]  That's why the vampire has to ask you to invite him in.
[00:32:05.666 --> 00:32:07.287]  You've got to make him a guest.
[00:32:07.287 --> 00:32:10.667]  He crosses the threshold because you have free will.
[00:32:10.667 --> 00:32:11.988]  I'm not saying it's a real vampire.
[00:32:11.988 --> 00:32:13.688]  It's an archetype.
[00:32:13.688 --> 00:32:17.369]  Okay, so I talked about this last segment.
[00:32:17.369 --> 00:32:19.629]  This is the key to everything.
[00:32:19.629 --> 00:32:23.330]  Chris Wallace, a little predatory monster, thinks he's part of the cool crew.
