[00:00:05.304 --> 00:00:06.506]  I don't know.
[00:24:37.484 --> 00:24:38.305]  It's who pays Google.
[00:24:38.545 --> 00:24:39.325]  It's who pays Twitter.
[00:24:39.545 --> 00:24:40.385]  It's who pays Facebook.
[00:24:40.846 --> 00:24:43.206]  Just to be a map that you see.
[00:24:43.447 --> 00:24:46.628]  Now, remember, at first, false advertising, they would show you everything.
[00:24:47.759 --> 00:24:49.921]  But now, they don't show you everything.
[00:24:52.223 --> 00:24:53.745]  But see, you're already addicted to it.
[00:24:53.885 --> 00:24:54.886]  I'm already addicted to it.
[00:24:54.926 --> 00:24:56.868]  You think you're getting what's real.
[00:24:57.128 --> 00:25:00.711]  You think you're getting what was the interface to the world, a crystal ball.
[00:25:01.852 --> 00:25:04.755]  But now it's not a crystal ball that looks wherever you want to look.
[00:25:04.835 --> 00:25:06.377]  A palantir is what they call the internet.
[00:25:07.197 --> 00:25:08.579]  That's an old NSA term for it.
[00:25:08.599 --> 00:25:09.460]  30 years ago they were building it.
[00:25:09.860 --> 00:25:10.841]  Not just a program they have.
[00:25:18.018 --> 00:25:29.086]  You think about that, how they're robbing reality and blinding you, but when it comes to a debate about it, it's just, oh, we're just censoring Alex Jones, the Nazi.
[00:25:30.647 --> 00:25:31.728]  And then even that's a lie.
[00:25:32.569 --> 00:25:45.919]  So, I'm going to take your calls, I'm going to get into all of this, but I don't think Mike's bad for giving the extreme analysis that he's been pretty much dead on so far, but
[00:25:47.062 --> 00:25:59.687]  We have to look at the other perspectives in all of this and say there's really not proof of the morbidity of the lethalness of this at any level that would cause this type of panic.
[00:26:00.007 --> 00:26:11.952]  But it's that it's an unknown and China responded by locking things down up front and all the leftist cities and all the leftist tech companies and all the big banks are ordering the biggest panic they could and they're canceling work.
[00:26:12.412 --> 00:26:16.096]  You know, big tech buildings because they don't want you going out.
[00:26:16.376 --> 00:26:25.064]  Big tech wants you in your house, hooked up to a terminal with drones outside surveilling you, where you're not allowed to go outside unless they've authorized it.
[00:26:25.104 --> 00:26:27.706]  They want you forced into their cage.
[00:26:29.488 --> 00:26:30.089]  A mini
[00:26:33.390 --> 00:26:54.390]  Times Square, where it's all just screens and controls and Google goggles and brain chips, and that's all children are born into, and everybody's going to be cesarean section born, and then you won't even be able to be born because everybody's sterilized, and this is the admitted incremental plan they're following, step by step, and I can tell you, just like the Bible told you 2,000 years ago,
[00:26:56.011 --> 00:26:58.613]  Humans did not cook up this plan.
[00:26:58.733 --> 00:27:10.964]  I mean, anybody that really sits back, and I know Mike Adams agrees with me, and many others, I don't get into flying saucers and how the space station constantly sees stuff shooting by at 50,000 miles an hour and going in loop-de-loops.
[00:27:11.004 --> 00:27:12.485]  I mean, obviously there's a bunch of stuff up there.
[00:27:19.062 --> 00:27:30.684]  But if you look at the architecture of the rollout and the smartphones and the system of making the world uninhabitable for humans, it's alien.
[00:27:32.785 --> 00:27:47.668]  And again, the Bible says there is a fallen entity that is immortal that lives here but can't get off and is imprisoned
[00:27:48.573 --> 00:27:54.377]  And hates us because we were made by the dude that marooned them here.
[00:27:54.617 --> 00:27:57.799]  That's the coolest science fiction book ever, man!
[00:27:57.819 --> 00:27:58.340]  2,000 years ago!
[00:27:59.140 --> 00:27:59.541]  3,000 years ago!
[00:27:59.561 --> 00:27:59.541]  4,000!
[00:28:00.221 --> 00:28:01.422]  The Egyptians were saying that, too!
[00:28:01.762 --> 00:28:04.544]  You don't just think the Jews just cooked that up 3,000 years ago.
[00:28:04.604 --> 00:28:06.205]  We're putting it in the Old Testament and the New Testament.
[00:28:07.146 --> 00:28:12.269]  And then the Indians say that in their Sanskrit, and it's in the carvings, and that's what it is, folks.
[00:28:12.870 --> 00:28:15.772]  Some really nasty, nasty aliens.
[00:28:18.035 --> 00:28:18.776]  We're good to go.
[00:28:37.728 --> 00:28:39.529]  They're building a thing to kill everybody!
[00:28:39.929 --> 00:28:43.832]  And telling those that sold out to them, don't worry, you'll merge with machines and join us soon.
[00:28:44.392 --> 00:28:45.493]  Yes, they're so hammered.
[00:28:45.713 --> 00:28:46.373]  Oh, yes, master.
[00:28:46.914 --> 00:28:48.495]  I can't believe I'm talking to you now, yes.
[00:28:48.515 --> 00:28:50.476]  We've got a very nice plan for you.
[00:28:50.516 --> 00:28:52.577]  And notice the media never attacks me for covering all that.
[00:28:52.937 --> 00:28:54.238]  Because they all know that's true.
[00:28:54.659 --> 00:28:59.982]  Everybody I've talked to, high-level Silicon Valley, is in a cult, ladies and gentlemen, of UFOs.
[00:29:02.634 --> 00:29:23.371]  InfoWars, our guest, our researchers have been dead on in the last six weeks chronicling the coronavirus and its trajectory to create hysteria and fear to then be blamed on President Trump and our national recovery as well as other nationalist patriot leaders around the world.
[00:29:24.091 --> 00:29:27.436]  We first broke that it was a man-made virus, now confirmed.
[00:29:27.736 --> 00:29:30.961]  We first broke that China was pressuring the U.N.
[00:29:31.001 --> 00:29:34.506]  and Trump to let their people keep flying into the U.S.
[00:29:34.887 --> 00:29:39.954]  while telling South Korea, Japan, and Russia to close their borders and not let people in.
[00:29:40.715 --> 00:29:56.745]  China purposely launched this, incubated it in their own population, used it as a geopolitical economic reset over their economy and as a way to oppress the Taiwanese rebellion and a mainland rebellion that was taking place.
[00:29:57.145 --> 00:30:00.788]  They had all the means and the motive and the will to do it.
[00:30:01.328 --> 00:30:05.633]  They're the country that killed over 400 million of their own children, most of them girls.
[00:30:06.173 --> 00:30:10.698]  Mao Zedong said they wanted a nuclear war to reduce their population.
[00:30:11.079 --> 00:30:18.987]  So they have used their people as incubators, as collateral damage with this virus they bought on record from Obama in 2015.
[00:30:19.107 --> 00:30:22.110]  It was a big scandal and they have released it.
[00:30:22.251 --> 00:30:23.152]  It does kill.
[00:30:24.435 --> 00:30:28.817]  A large percentage of people compared to the flu that kills less than one-tenth of one percent.
[00:30:29.137 --> 00:30:32.219]  The high number's two percent, the low number's maybe half a percent.
[00:30:32.339 --> 00:30:34.260]  It's still very, very serious.
[00:30:34.360 --> 00:30:50.368]  But the whole response to it, and the media hyping it like the end of the world, and then blaming Trump saying he's done nothing, when that very same media a month ago said he'd better keep our borders open and keep those flights from Asia coming in, doesn't square up.
[00:30:51.628 --> 00:30:53.129]  We're good to go.
[00:31:08.417 --> 00:31:33.678]  And the idea that we're going to totally shut down all of society, that's being used to create a crisis to kill the economy, which Bill Maher and the Democrats on CNN and MSNBC have been salivating over for the last three years, saying if they could crash the economy and even hurt their own 401ks, it would be worth it to bring down President Trump and this nationalist takeover.
[00:31:34.078 --> 00:31:34.839]  Because in a war,
[00:31:35.419 --> 00:31:36.981]  You hit your enemy with artillery.
[00:31:37.021 --> 00:31:37.782]  You destroy them.
[00:31:38.082 --> 00:31:43.449]  Even though you're going to be taking that area over, it's something you're willing to do so you can conquer.
[00:31:43.930 --> 00:31:46.293]  And this is economic and psychological war.
[00:31:46.753 --> 00:31:48.696]  So President Trump has a balancing act.
[00:31:49.963 --> 00:31:57.925]  He's now got a deal with of preparing for it, dealing with it, finding out how serious it really is without destroying the economy and collapsing the U.S.
[00:31:57.985 --> 00:31:59.526]  dollar, which is the globalist plan.
[00:32:00.066 --> 00:32:02.027]  This is the move against America.
[00:32:02.387 --> 00:32:06.208]  This is the third wave of the globalists trying to remove the president.
[00:32:06.468 --> 00:32:10.629]  And it began instantly after the fake impeachment failed.
[00:32:10.970 --> 00:32:12.230]  Roosevelt, when the U.S.
[00:32:12.370 --> 00:32:15.151]  entered World War II after Pearl Harbor, said something that was very true.
[00:32:15.991 --> 00:32:19.993]  The only thing we have to fear is fear itself and lack of action.
[00:32:20.553 --> 00:32:30.018]  Well now, in 2020, the only thing you need to fear is you not understanding that you are the solution, you are the resistance, you are the victory.
[00:32:30.458 --> 00:32:42.885]  And the only fear is that you don't spread the word about InfoWars.com and the live feeds and override the censors and that you don't get prepared and get high quality products that boost your immune system at lower prices right now during the crisis at InfoWarsStore.com.
[00:32:43.365 --> 00:32:53.669]  We're all in this together, so let's spread the word, let's fund the InfoWar, let's pray to God, and let's take action, and let the Chi-Coms and the Globalists know we're aware of their plot, and they're gonna fail again!
[00:32:55.029 --> 00:32:58.410]  Man.Video!
[00:33:05.453 --> 00:33:11.355]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:16.300 --> 00:33:22.722]  I love this sound.
[00:33:23.723 --> 00:33:30.285]  I hear people talking bad about the way we have to live here in this country
[00:33:32.550 --> 00:33:33.911]  I don't mind them.
[00:33:34.151 --> 00:33:36.812]  Yet I had Merle Haggard tickets bought.
[00:33:51.566 --> 00:33:53.188]  Oh, Siri says she didn't quite hear me.
[00:33:53.468 --> 00:33:55.370]  Asking about I had Merle Haggard tickets bought.
[00:33:56.791 --> 00:33:57.852]  A month before he died.
[00:33:57.872 --> 00:33:59.814]  He was on a Texas-Oklahoma tour.
[00:34:00.114 --> 00:34:02.276]  He died of pneumonia.
[00:34:02.576 --> 00:34:06.680]  And I had never seen Merle Haggard in person.
[00:34:08.342 --> 00:34:09.363]  Same thing with Johnny Cash.
[00:34:09.463 --> 00:34:11.625]  Back before South by Southwest was one of the biggest things in the world.
[00:34:12.185 --> 00:34:13.667]  This is like 30 years ago.
[00:34:15.282 --> 00:34:16.962]  It's hard to believe I've been out of high school that long.
[00:34:17.762 --> 00:34:27.384]  My parents, I just got out of high school, said, we have tickets from our friends downtown that need some musicians involved to Johnny Cash.
[00:34:30.345 --> 00:34:32.325]  And I'm like, yeah, I got a girlfriend.
[00:34:32.345 --> 00:34:32.725]  I got stuff.
[00:34:32.765 --> 00:34:35.146]  I like Johnny Cash because I listen to Johnny Cash all the time.
[00:34:35.166 --> 00:34:36.786]  I'm a CD player in my car.
[00:34:37.986 --> 00:34:40.387]  And then he died like a year later, one of the last shows he did.
[00:34:41.267 --> 00:34:42.587]  They said it was incredible.
[00:34:43.823 --> 00:34:45.504]  I don't know why I'm even telling that story.
[00:34:45.544 --> 00:34:50.986]  It's like, just, if there's something you want to do on your bucket list, you need to get it done, is all I'm saying.
[00:34:51.026 --> 00:34:53.887]  Because, especially when it comes to American icons like that.
[00:34:54.407 --> 00:35:12.935]  Because, you know, I don't give a rat's ass about some Hollywood globalist tiddlywinks person, but outlaws like Merle Haggard and Johnny Cash and Waylon Jennings and people like that, that did their own thing and totally changed the entire industry and also promoted Americana, that was a revolutionary thing.
[00:35:13.749 --> 00:35:32.987]  But I gotta tell you, because it needs to be said, there's nothing more rebel, and more avant-garde, and more grassroots, and more Paul Revere, and more outlaw, more salt-of-the-earth Americana than InfoWars.
[00:35:33.508 --> 00:35:34.268]  It's just a fact.
[00:35:34.669 --> 00:35:36.350]  Our guests, our crew, what we do here,
[00:35:37.284 --> 00:35:39.748]  The listeners, the callers, just everybody, it's amazing.
[00:35:40.689 --> 00:35:47.379]  And there's nothing more rebel than being lied about and demonized and attacked and sued and deplatformed by scum.
