[00:00:07.261 --> 00:00:09.222]  Yippee-I-Yay!
[00:25:24.846 --> 00:25:29.908]  So, ABC News and Google says, oh, you can appeal us banning your app.
[00:25:29.908 --> 00:25:32.149]  I talked to the developer that did it three years ago.
[00:25:32.149 --> 00:25:32.989]  There's no way to appeal it.
[00:25:32.989 --> 00:25:33.850]  We don't even know how.
[00:25:33.850 --> 00:25:34.910]  There's not even a system.
[00:25:34.910 --> 00:25:38.111]  So I have lawyers write a letter to Google, but they're not going to bring it back.
[00:25:38.111 --> 00:25:40.012]  They're not going to bring back the tweets of the president of Brazil.
[00:25:41.243 --> 00:25:45.205]  Because the left loves to censor everything, and now it's going to be Trump.
[00:25:45.205 --> 00:25:49.707]  They're already disappearing Trump's tweets, and they're not responding.
[00:25:49.707 --> 00:25:50.948]  Coronavirus live updates.
[00:25:50.948 --> 00:25:57.872]  The FDA gives anti-malaria drugs emergency approval to treat COVID-19.
[00:25:57.872 --> 00:26:06.976]  And it goes on to say that they already have clinical trials in Europe and other areas, so no need for here.
[00:26:06.976 --> 00:26:07.677]  Now let's move on.
[00:26:08.772 --> 00:26:14.617]  Michigan Democrat governor threatens license of doctors and pharmacists to prescribe hydroxychloroquine to treat coronavirus.
[00:26:14.617 --> 00:26:23.264]  Then, because it has hydroxy, thousands of things have the name hydroxy.
[00:26:23.264 --> 00:26:26.147]  Some dude drank fishbowl cleaner that says hydroxy.
[00:26:26.147 --> 00:26:32.072]  Nothing to do with hydroxychloroquine.
[00:26:32.072 --> 00:26:34.754]  And so that's why they say, man, these people are incredible.
[00:26:36.425 --> 00:26:39.647]  Unreported, Fauci would prescribe chloroquine to coronavirus patients.
[00:26:39.647 --> 00:26:40.808]  World Tribune.
[00:26:40.808 --> 00:26:43.810]  That was March 25th.
[00:26:43.810 --> 00:26:45.332]  The day I covered it last week.
[00:26:45.332 --> 00:26:47.713]  The day I got banned for.
[00:26:47.713 --> 00:26:50.535]  How dare I tell you what the head NIH scientist says?
[00:26:50.535 --> 00:26:53.317]  I should shut my dirty mouth.
[00:26:53.317 --> 00:26:54.979]  And here's what the medical doctors said in New York.
[00:26:54.979 --> 00:26:56.360]  3 to 350 patients.
[00:26:56.360 --> 00:26:57.660]  Breathing restored 3 to 4 hours.
[00:26:57.660 --> 00:26:58.261]  Zero deaths.
[00:26:58.261 --> 00:26:59.322]  Zero hospitalizations.
[00:26:59.322 --> 00:27:00.943]  Zero innovations.
[00:27:00.943 --> 00:27:03.104]  With 200 milligrams of hydroxy.
[00:27:04.124 --> 00:27:11.486]  Chloroquine twice a day, 500 milligrams of Z-Pak, 220 milligrams of zinc sulfate daily.
[00:27:11.486 --> 00:27:16.067]  Oh, that's close to a toxic level according to what I read, but it's not good for your kidneys long-term, I'll tell you that.
[00:27:16.067 --> 00:27:22.429]  You can look that up yourself, but it's still, yeah, it'll knock it out, boy.
[00:27:22.429 --> 00:27:23.249]  Almost every case.
[00:27:23.249 --> 00:27:29.310]  So, they don't want you knowing all this, and how outrageous is that?
[00:27:29.310 --> 00:27:30.931]  How outrageous is that?
[00:27:32.383 --> 00:27:36.365]  That she says every death, Pelosi says, every death is Trump's fault.
[00:27:36.365 --> 00:27:40.206]  When they're the ones that left the borders open, they're the ones that said stay out in public.
[00:27:40.206 --> 00:27:47.689]  Whether you agree with the social distancing or not, you can't say we were against it four weeks ago and then now say it's all Trump's fault.
[00:27:47.689 --> 00:27:56.093]  Here's a clip of Pelosi encouraging large groups to congregate in Chinatown on, what was this, February 27th.
[00:27:56.093 --> 00:27:56.413]  Here it is.
[00:28:00.529 --> 00:28:07.515]  It's exciting to be here, especially at this time, to be able to be unified with our community.
[00:28:07.515 --> 00:28:13.700]  We want to be vigilant about what is out there in other places.
[00:28:13.700 --> 00:28:16.182]  We want to be careful about how we deal with it.
[00:28:16.182 --> 00:28:19.986]  But we do want to say to people, come to Chinatown.
[00:28:19.986 --> 00:28:20.606]  Here we are.
[00:28:20.606 --> 00:28:26.011]  We're, again, careful, safe, and come join us.
[00:28:27.349 --> 00:28:29.510]  That woman is completely insane.
[00:28:29.510 --> 00:28:32.950]  But her constituents are even dumber.
[00:28:32.950 --> 00:28:34.291]  Wow.
[00:28:34.291 --> 00:28:38.932]  Should I even play the clip when we come back where she says every death is Trump's fault?
[00:28:38.932 --> 00:28:39.332]  No.
[00:28:39.332 --> 00:28:39.952]  You've already seen it.
[00:28:39.952 --> 00:28:40.952]  You watched the show yesterday.
[00:28:40.952 --> 00:28:41.993]  It's on InfoWars.
[00:28:41.993 --> 00:28:43.893]  When we come back, I'm going to tell you what soft deal is.
[00:28:43.893 --> 00:28:45.454]  You ready for this?
[00:28:45.454 --> 00:28:46.674]  Yeah.
[00:28:46.674 --> 00:28:49.735]  See, we're going to make sure the folks behind this pay for it.
[00:28:49.735 --> 00:28:53.135]  The globalists aren't going to get away with this with their little shy-cum dragon.
[00:28:53.135 --> 00:28:54.736]  You understand?
[00:28:54.736 --> 00:28:55.216]  We'll be right back.
[00:28:58.223 --> 00:29:01.245]  We can all agree these are troubled times, right?
[00:29:01.245 --> 00:29:04.146]  So do you know who's on your wireless network?
[00:29:04.146 --> 00:29:11.370]  Whether it's a big company selling your data, or a foreign hacker, if you're not protected, everybody sees your information.
[00:29:11.370 --> 00:29:16.612]  That's why you need FlashRouters, a custom Wi-Fi router created for privacy.
[00:29:16.612 --> 00:29:24.196]  FlashRouters uses a virtual private network, or VPN, to protect your online activity from hackers, trackers, and large corporations.
[00:29:24.196 --> 00:29:27.698]  And not just one, but all your devices with one out-of-the-box setup.
[00:29:27.958 --> 00:29:37.124]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[00:29:37.124 --> 00:29:40.266]  Call or click Flash Routers today at 1-866-509-5817 or F-L-A-S-H-R-O-U-T-E-R-S dot com.
[00:29:40.266 --> 00:29:41.466]  That's 1-866-509-5817 or FlashRouters.com.
[00:29:41.466 --> 00:29:46.429]  Protect your wireless home network today with Flash Routers.
[00:29:59.721 --> 00:30:03.745]  My mind for more than eight weeks has been fixed.
[00:30:03.745 --> 00:30:09.732]  Constantly scanning, constantly computing to understand the strategic attack we're witnessing.
[00:30:09.732 --> 00:30:17.541]  We know by the scripting and the choreography and the fact that the virus has been scanned that it's man-made and an attack on our economy.
[00:30:18.201 --> 00:30:24.023]  The globalist media is firmly behind this devastating the United States and driving Trump from power.
[00:30:24.023 --> 00:30:36.848]  But now we know from scores of studies from China, the UK, the United States, Europe, Brazil, Japan, that the virus reinfects and attacks different parts of the body.
[00:30:36.848 --> 00:30:45.251]  That, ladies and gentlemen, is an engineered bioweapon, just as the Indian scientist eight weeks ago conclusively proved at their major university.
[00:30:45.251 --> 00:30:46.692]  They have a name for it at the Pentagon.
[00:30:47.870 --> 00:30:50.451]  It's called a soft kill weapon.
[00:30:50.451 --> 00:30:55.474]  It doesn't kill you usually the first time, but the next time, the third time or the fourth, it does.
[00:30:55.474 --> 00:30:57.555]  And it weighs down your economy in the process.
[00:30:59.096 --> 00:31:02.318]  It's time to take a new, healthier approach to one of your most basic needs.
[00:31:02.318 --> 00:31:09.822]  The Alexa Pure Pro water filtration system is the same water filter that Alex and the Infowars crew use every day for the purest water possible.
[00:31:09.822 --> 00:31:13.805]  You can start cleaning the toxins from your water for clean, healthy, and delicious drinking water.
[00:31:13.805 --> 00:31:20.068]  Perfect for preppers or anyone concerned with a healthier source of water, the Alexa Pure Pro can remove up to 99.9% of impurities.
[00:31:20.068 --> 00:31:25.091]  This groundbreaking, gravity-fed water filtration system is like no other.
[00:31:25.091 --> 00:31:27.973]  Make sure your water is up to your standards today with the Alexa Pure Pro.
[00:31:28.797 --> 00:31:33.580]  There's a new way to show your support for the InfoWars crew at InfoWarsStore.com.
[00:31:33.580 --> 00:31:38.263]  Now when you buy your favorite products, you can add a donation right at the checkout.
[00:31:38.263 --> 00:31:43.746]  Simply open the donation option and either select a preset amount or enter a custom amount.
[00:31:43.746 --> 00:31:49.009]  With this brand new donation module, donating to support the InfoWars crew has never been easier.
[00:31:49.009 --> 00:31:50.490]  You asked, we delivered.
[00:31:50.490 --> 00:31:54.052]  This easy option gives you the means to donate directly to the cause.
[00:31:54.052 --> 00:31:55.953]  Remember, we're all part of the fight.
[00:31:55.953 --> 00:31:58.295]  InfoWars, brought to you by you.
[00:32:00.293 --> 00:32:10.899]  In a constant search to upgrade your favorite formulas, we brought you a new way to get your B12 with the most effective and expensive form available.
[00:32:10.899 --> 00:32:23.105]  Ultra 12 uses methylcobalamin, a powerful way to get pure energy support for those serious about getting the B12 they need to fight deficiency and reach their peak.
[00:32:23.105 --> 00:32:25.267]  The results are simple.
[00:32:25.267 --> 00:32:27.308]  Ultra 12 can help make DNA,
[00:32:28.183 --> 00:32:35.125]  Help the body produce energy and blood cells and support healthy nerve and brain cells.
[00:32:35.125 --> 00:32:43.608]  We're bringing Ultra 12 down 40% to make sure you get this product before we run out.
[00:32:43.608 --> 00:32:47.029]  Now you can finally upgrade your daily routine.
[00:32:47.029 --> 00:32:53.892]  Get Ultra 12 today at 40% off to support the InfoWars store and experience true B12 power.
[00:33:01.915 --> 00:33:04.531]  You're listening to The Alex Jones Show.
[00:33:10.242 --> 00:33:17.624]  From the front lines of the Information War, it's Alex Jones.
[00:33:37.851 --> 00:33:40.532]  And we are back live broadcasting worldwide.
[00:33:40.532 --> 00:33:54.899]  All right, I'm going to give you the 35,000 foot view of what we know is going on, who is behind it, what the agenda is, and what's going to unfold in the future, in the next few months, the next year, the next few years.
[00:33:54.899 --> 00:34:01.662]  And you will be able in a few years to tune in to this archive of this live broadcast.
[00:34:02.972 --> 00:34:05.775]  On March 30th, 2020.
[00:34:05.775 --> 00:34:10.680]  And you will see that much of what we break down comes true.
[00:34:10.680 --> 00:34:20.089]  If people engage and expose what the globals are up to, we may be able to stop it and alter the future, which we've already done together.
[00:34:20.089 --> 00:34:22.151]  But people have to decide to not be spectators.
[00:34:23.206 --> 00:34:36.454]  And to be men and women in the arena, and to physically speak out, to be civilly disobedient, and to say no, and to vote with your dollars, and with your actions, and with your word of mouth, that is paramount.
[00:34:36.454 --> 00:34:40.136]  But first, let me say this.
[00:34:40.136 --> 00:34:43.078]  I don't lay all this out to scare you.
[00:34:43.078 --> 00:34:47.401]  I lay all this out so you can be prepared.
[00:34:47.401 --> 00:34:52.684]  And the truth is, Big Pharma, in the last 120 years, funded by the Rockefellers on record,
[00:34:54.144 --> 00:35:01.106]  Took over Western medicine and made it more of a predatory, eugenics-based system.
[00:35:01.106 --> 00:35:03.346]  It still has a lot of good people involved in it.
[00:35:03.346 --> 00:35:10.028]  And it cut out all of the other things that were known about Eastern medicine, about nutrition, and everything else.
[00:35:10.028 --> 00:35:14.589]  And it's in competition with a healthy, natural lifestyle.
[00:35:14.589 --> 00:35:18.250]  You will die without vitamin C. You will die without water.
[00:35:18.250 --> 00:35:19.170]  You will die without food.
[00:35:19.170 --> 00:35:21.331]  You will die without zinc.
[00:35:21.331 --> 00:35:22.511]  You will die
[00:35:23.510 --> 00:35:29.576]  Without selenium, you will die without vitamin B12.
[00:35:29.576 --> 00:35:30.737]  You will die.
[00:35:30.737 --> 00:35:32.980]  You will get sick and you will die.
[00:35:32.980 --> 00:35:36.023]  You will get cancer.
[00:35:36.023 --> 00:35:36.863]  Those are the ways.
[00:35:36.863 --> 00:35:41.688]  You get malnourished and a normal cold bug or a normal flu virus will kill you.
[00:35:41.688 --> 00:35:44.711]  A normal bacterial infection will kill you.
[00:35:44.711 --> 00:35:45.112]  That's fact.
[00:35:46.656 --> 00:35:48.538]  Water, water everywhere, not a drop to drink.
[00:35:48.538 --> 00:35:53.543]  All this food, all these nutrients, and Americans have never been more malnourished.
[00:35:53.543 --> 00:35:58.228]  Oh, they're overweight, they're obese with raw calories.
[00:35:58.228 --> 00:36:02.313]  But not the trace elements, not the minerals, not the vitamins, not the cofactors.
[00:36:02.313 --> 00:36:03.814]  And that's a fact.
[00:36:03.814 --> 00:36:06.998]  And Americans are the most unhealthy people in the world.
[00:36:08.817 --> 00:36:13.479]  Because of the medical system and what the globalists have carried out.
[00:36:13.479 --> 00:36:17.381]  Fluoride in the water to give you cancer, to lower your fertility, to dumb you down.
[00:36:17.381 --> 00:36:19.062]  All the other toxic chemicals they had with it.
[00:36:19.062 --> 00:36:21.103]  That's on record.
[00:36:21.103 --> 00:36:22.923]  This is an agenda.
[00:36:22.923 --> 00:36:28.626]  The tainted vaccines, the secret experimentation, Tuskegee, it goes on and on.
[00:36:28.626 --> 00:36:32.207]  We've had many nuclear reactors explode as big as Chernobyl.
