[00:00:18.817 --> 00:00:19.797]  You want answers?
[00:29:16.005 --> 00:29:18.487]  Is being cast in a bad light.
[00:29:18.607 --> 00:29:24.510]  We are living in the true fall of the West, and all the wealth and the cultural wealth being flushed down the toilet.
[00:29:24.850 --> 00:29:31.314]  When we come back, sir, I want to talk about what that looks like, what comes on the other side, if we don't beat it, and where you think we are in the fight against it.
[00:29:31.955 --> 00:29:33.576]  Amazing guest, James Wesley Rawls.
[00:29:33.596 --> 00:29:35.497]  We need to get him on more and more, but he's such a busy guy.
[00:29:35.517 --> 00:29:37.778]  He usually can only come on for an hour, and that's rarely.
[00:29:37.918 --> 00:29:39.039]  He offered two hours today.
[00:29:39.059 --> 00:29:42.481]  I may just push the reporters, even though I love them and want them on.
[00:29:43.261 --> 00:29:55.372]  End of the fourth hour, check with Knight, see if that's good with him in the first 30 minutes because I want to really walk through all this and look at the different sectors of the globe and the master plan because knowing this plan, and this is a plan, I mean, this is public, folks.
[00:29:55.792 --> 00:29:57.414]  Knowing the plan is our chance to beat it.
[00:29:57.834 --> 00:29:58.935]  You understand how important this is?
[00:29:59.115 --> 00:30:00.076]  We're on the march.
[00:30:00.496 --> 00:30:02.098]  The Empire's on the run.
[00:30:03.018 --> 00:30:05.681]  Alex Jones and the GCN Radio Network.
[00:30:09.654 --> 00:30:12.596]  A clean, toxic-free body is the foundation of true health.
[00:30:12.876 --> 00:30:22.482]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:30:22.782 --> 00:30:27.965]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:30:28.065 --> 00:30:36.930]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[00:30:37.190 --> 00:30:45.757]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:30:46.017 --> 00:30:52.923]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[00:30:53.063 --> 00:30:58.447]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you at the best price.
[00:30:59.428 --> 00:31:04.130]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:31:04.311 --> 00:31:07.032]  That's InfoWarsLife.com or call 888-253-3139.
[00:31:07.092 --> 00:31:10.294]  Brain Force is here.
[00:31:10.834 --> 00:31:13.096]  Ladies and gentlemen, I've been on this the last few months.
[00:31:13.376 --> 00:31:21.181]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[00:31:21.980 --> 00:31:25.543]  One of the worst things with most energy products is it's not sustainable, right?
[00:31:25.563 --> 00:31:27.905]  You're gonna crash, you're gonna feel really bad afterwards.
[00:31:28.285 --> 00:31:31.788]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:31:31.828 --> 00:31:34.970]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:31:35.470 --> 00:31:40.274]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:31:40.815 --> 00:31:42.636]  For example, the L-theanine inside of it.
[00:31:42.996 --> 00:31:47.420]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:31:47.580 --> 00:31:49.601]  This just increases the compounds you already have.
[00:31:50.222 --> 00:31:51.683]  This is what you're actually designed to run on.
[00:31:51.823 --> 00:31:51.963]  Exactly.
[00:31:51.983 --> 00:31:55.846]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:31:56.387 --> 00:32:06.014]  You will find BrainForce, Survival Shield X2, and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[00:32:06.034 --> 00:32:10.118]  BrainForce is here.
[00:32:10.638 --> 00:32:12.920]  Ladies and gentlemen, I've been on this the last few months.
[00:32:13.200 --> 00:32:21.007]  You probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of BrainForce.
[00:32:21.775 --> 00:32:25.357]  One of the worst things with most energy products is it's not sustainable, right?
[00:32:25.377 --> 00:32:27.719]  You're gonna crash and gonna feel really bad afterwards.
[00:32:28.079 --> 00:32:31.601]  This has a bunch of different antioxidants and compounds and polyphenols.
[00:32:31.641 --> 00:32:34.783]  Everybody's on these drugs to knock their brain out because the brain's so fried.
[00:32:35.283 --> 00:32:40.086]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:32:40.626 --> 00:32:42.447]  For example, the L-Theanine inside of it.
[00:32:42.808 --> 00:32:47.230]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:32:47.390 --> 00:32:49.412]  This just increases the compounds you already have.
[00:32:50.012 --> 00:32:51.493]  This is what you're actually designed to run on.
[00:32:51.633 --> 00:32:51.873]  Exactly.
[00:32:51.893 --> 00:32:55.695]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:32:56.195 --> 00:33:03.479]  You will find Brain Force, Survival Shield X2, and other game-changing products at InfoWarsLife.com.
[00:33:03.739 --> 00:33:04.199]  Or call 888-253-3139.
[00:33:18.328 --> 00:33:25.201]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:33:40.879 --> 00:33:44.481]  Ladies and gentlemen, I don't get up here and say all these things to have a sensational show.
[00:33:44.521 --> 00:33:46.302]  Believe me, reality is sensational.
[00:33:46.842 --> 00:33:48.824]  Reality is dangerous, it's crazy, it's real.
[00:33:50.745 --> 00:33:58.629]  And I never imagined 21 years ago, going on air, local access and local radio, I'd be here with tens of millions of people every week, conservatively.
[00:33:58.649 --> 00:34:00.010]  It's way more than that.
[00:34:00.070 --> 00:34:01.171]  It's ridiculous.
[00:34:01.771 --> 00:34:02.892]  Tuning in all over the world.
[00:34:02.932 --> 00:34:06.354]  But the good news is, the facts we're covering are what the real
[00:34:07.694 --> 00:34:09.855]  Insiders, good and bad, know what's going on.
[00:34:10.615 --> 00:34:19.139]  The elite have been so arrogant for decades, they've admitted so much of their plan so their own people could understand it, thinking you'd never go look it up.
[00:34:19.219 --> 00:34:22.741]  Well, we've been making preparations to resist, to slow this down.
[00:34:22.841 --> 00:34:26.682]  It's over 15 years behind, most experts agree, but now they're accelerating.
[00:34:26.702 --> 00:34:27.763]  We're going to talk to Mr. Rawls.
[00:34:29.113 --> 00:34:40.363]  About where this system of betrayal is going, the caliphate they're setting up, clearly the elite are allied with radical Islam, turning it loose to take over the rest of Islam, and to bring it into our countries.
[00:34:40.423 --> 00:34:40.963]  That's happening.
[00:34:41.524 --> 00:34:43.145]  That's one area I underestimated.
[00:34:43.165 --> 00:34:51.252]  It's so bold, it's so over the top, that I would hear people like Rawls saying this 10 years ago, and I thought, yeah, I could see that down the road, but, you know, not in 10, 20 years.
[00:34:51.292 --> 00:34:52.433]  Well, it's happening quicker.
[00:34:53.433 --> 00:34:58.274]  So, I gotta say that we're gonna really be focusing on this a lot, obviously.
[00:34:58.294 --> 00:35:07.796]  Before I go any further, the soils, as you know, are depleted in most areas, so a lot of the food you eat, a lot of the vegetables you eat, just don't have the trace elements, all the different vitamins and minerals you need.
[00:35:08.196 --> 00:35:19.659]  We've developed, with our research at Infowarslife.com, an amazingly concentrated, strong system with all the minerals, all the vitamins, the amino acids, you name it.
[00:35:20.752 --> 00:35:26.574]  In the newest product, Vitamin Mineral Fusion Advanced Multivitamin Formulation at InfoWarsLife.com.
[00:35:27.555 --> 00:35:30.196]  And this is just a super product.
[00:35:30.316 --> 00:35:35.398]  It's so good for yourself, for your children, for your husband, your wife.
[00:35:35.978 --> 00:35:37.258]  It's such a great gift to give.
[00:35:37.358 --> 00:35:42.320]  Old people, most of them have absorption problems because of all the, you know, how dead their gut is.
[00:35:42.540 --> 00:35:45.701]  Get your grandparents, get your parents on a good probiotic.
[00:35:45.741 --> 00:35:49.623]  Get them on something like Vitamin Mineral Fusion and
[00:35:50.945 --> 00:35:51.685]  Watch what happens.
[00:35:52.426 --> 00:35:56.448]  The amount of energy I get from this is incredible, and it doesn't have any stimulants in it.
[00:35:57.089 --> 00:36:10.797]  It's just that it is from plant-derived, highest-quality sources, and there's only a few things in here that are laboratory-produced, and those are of the highest quality and of the highest standards, absolutely pure.
[00:36:12.150 --> 00:36:13.111]  It's an amazing product.
[00:36:13.171 --> 00:36:13.772]  Two plus years.
[00:36:13.812 --> 00:36:17.597]  I could have gone and gotten hundreds of products, private labeled, had them super cheap, rolled them out.
[00:36:17.717 --> 00:36:18.639]  Yeah, they'd be pretty good.
[00:36:18.699 --> 00:36:21.643]  But I wanted to be able to say this is the best we could come up with.
[00:36:22.083 --> 00:36:22.984]  It's a game changer.
[00:36:23.004 --> 00:36:24.386]  This is so good.
[00:36:24.406 --> 00:36:26.188]  We're going to probably put this in stores, you name it.
[00:36:26.949 --> 00:36:29.032]  Because, I mean, this is just over the top.
[00:36:29.773 --> 00:36:36.837]  Over the top, we use one of the biggest producers of organic, high-quality, natural supplements out there to produce this.
[00:36:36.857 --> 00:36:38.217]  We're going to be talking about that in the future.
[00:36:38.537 --> 00:36:39.758]  Infowarslife.com.
[00:36:40.238 --> 00:36:42.640]  And I have a glass at lunch every day.
[00:36:44.040 --> 00:36:47.122]  My children, I get them to drink it in the morning before they go to school.
