[00:00:04.574 --> 00:00:17.868]  Intruder alert!
[00:24:12.144 --> 00:24:15.926]  You know, it's like, let them eat cake, slit your wrists, dance around like a psychopath.
[00:24:19.662 --> 00:24:22.746]  The people that are running this are under a delusion.
[00:24:22.746 --> 00:24:24.969]  They think they know what's going on.
[00:24:24.969 --> 00:24:28.494]  They do not know what's going on.
[00:24:28.494 --> 00:24:32.599]  And I will assure them, you are not going to get this promised land you've been offered.
[00:24:35.990 --> 00:24:38.551]  See, Donald Trump just wants to continue with what we got.
[00:24:38.551 --> 00:24:44.013]  Helicopters, jets, hotels, golf courses, beautiful women, his kids, hamburgers.
[00:24:44.013 --> 00:24:44.994]  He wants to be dominant.
[00:24:44.994 --> 00:24:47.915]  He wants to, you know, but that's not fair China screwing us.
[00:24:47.915 --> 00:24:51.156]  I'll make a better deal and I'll be a big hero and that's great.
[00:24:51.156 --> 00:24:53.377]  You know, they just know he's a throwback.
[00:24:53.377 --> 00:24:57.098]  Just an old-fashioned guy that wants to have prosperity.
[00:24:57.098 --> 00:24:58.419]  You know, he's an authoritarian.
[00:24:58.419 --> 00:25:00.700]  He wants to crack heads of enemies and stuff.
[00:25:00.700 --> 00:25:02.921]  That's why they cannot stand him because they've got something
[00:25:04.033 --> 00:25:06.914]  A hundred times more twisted, more sophisticated.
[00:25:06.914 --> 00:25:17.937]  You know, they look at just strong men in Russia and strong men in America and just guys that want to have a big prosperous country and have the people love them and want to build something and you know.
[00:25:17.937 --> 00:25:21.158]  Let me tell you what will explain everything to you.
[00:25:21.158 --> 00:25:21.978]  My grandmother
[00:25:25.905 --> 00:25:27.145]  We're good to go.
[00:25:44.602 --> 00:25:54.610]  And because there's photos of her, you know, young and beautiful getting on the bullet train that looks like one of those trains from the old Superman movies, those old Superman TV shows, you know, faster than a speeding bullet, more powerful than a locomotive!
[00:25:54.610 --> 00:25:57.432]  You know, those big, fast bullet trains, big black trains.
[00:25:57.432 --> 00:26:05.318]  And that thing would go 120, 130 miles an hour for the 100 miles down to Houston, and she'd get down there in less than an hour and come right back.
[00:26:05.318 --> 00:26:10.842]  It was an express.
[00:26:10.842 --> 00:26:12.683]  And today,
[00:26:13.979 --> 00:26:20.541]  Trains on that very line don't go above 40 miles an hour because the beds never got fixed, so it'll shake.
[00:26:20.541 --> 00:26:25.283]  So in 2016, the freight trains can't go more than 45 miles an hour.
[00:26:25.283 --> 00:26:32.665]  And that's why you see, you know, people fall asleep at the switches or things malfunctioning or trains flying off the rail beds because our infrastructure is falling apart, people.
[00:26:32.665 --> 00:26:36.687]  They have 300 mile an hour trains in Tokyo.
[00:26:36.687 --> 00:26:40.248]  They have 280 mile an hour trains in France.
[00:26:40.248 --> 00:26:43.109]  We have 45 mile an hour trains.
[00:26:43.109 --> 00:26:43.349]  You see,
[00:26:45.250 --> 00:26:52.957]  You know, in the early 1950s, that was the end of innovation where they, you know, by 1900 had bullet trains going 100 miles an hour.
[00:26:52.957 --> 00:27:02.726]  They had trains going 160 miles an hour by the time the decision was made to scrap the railroads in the late 1950s.
[00:27:02.726 --> 00:27:04.948]  See, it wasn't about innovation anymore.
[00:27:04.948 --> 00:27:07.110]  It wasn't about building something for the people.
[00:27:07.110 --> 00:27:09.552]  It was about taking all your resources, hoarding it,
[00:27:11.698 --> 00:27:19.002]  So the elites can talk about Mars bases and all this other stuff, and then we get nothing down here.
[00:27:19.002 --> 00:27:20.683]  The allegory is Elysium.
[00:27:20.683 --> 00:27:28.927]  They're breaking away, not making this the golden fields, but creating their own golden fields, shucked off of us.
[00:27:28.927 --> 00:27:31.908]  The ultimate form of siege against the people.
[00:27:31.908 --> 00:27:36.491]  And then I've got a report coming up that Eric Green did about how they said there were no tax penalties in the bill.
[00:27:37.659 --> 00:27:39.481]  And no penalties on Obamacare.
[00:27:39.481 --> 00:27:53.255]  And then now, of course, started three years ago, the first numbers came in, 1.8 billion dollars in fines of millions of Americans.
[00:27:53.255 --> 00:27:57.359]  And the Washington Times says the media wrongly attacked Brudge.
[00:27:57.359 --> 00:28:01.503]  No, they didn't have hundreds of newspapers wrongly attack Brudge and Infowars and others.
[00:28:03.626 --> 00:28:12.229]  They didn't wrongly, they knew it was in the bill, they just lied to people to go ahead and get the thing implemented to rape them!
[00:28:12.229 --> 00:28:15.831]  It's not like they're accidentally doing this.
[00:28:15.831 --> 00:28:19.312]  They want to flaunt the FBI director in front of you with Hillary above the law.
[00:28:19.312 --> 00:28:23.874]  They want to have on Charlie Rose at the State Department.
[00:28:24.813 --> 00:28:29.235]  And on C-SPAN, all these different government bureaucrats go, man, the public's dumb.
[00:28:29.235 --> 00:28:30.735]  We sure are screwing them.
[00:28:30.735 --> 00:28:32.996]  Ha ha ha.
[00:28:32.996 --> 00:28:33.756]  And just laughing.
[00:28:33.756 --> 00:28:35.417]  I'm going to put a compilation of laughing.
[00:28:35.417 --> 00:28:38.298]  It's always the same demonic laugh of victory.
[00:28:38.298 --> 00:28:40.799]  Of just, of just, they are our slaves.
[00:28:40.799 --> 00:28:42.359]  They are under our servitude.
[00:28:42.359 --> 00:28:43.600]  We have won.
[00:28:43.600 --> 00:28:47.081]  And these people all look like demons when they're doing it.
[00:28:52.042 --> 00:29:00.144]  They all do the same.
[00:29:00.144 --> 00:29:02.804]  It's like, wow, man, these are bad people.
[00:29:02.804 --> 00:29:03.805]  They're not like us.
[00:29:03.805 --> 00:29:06.325]  Okay.
[00:29:06.325 --> 00:29:09.986]  And that's what I'm getting at here.
[00:29:09.986 --> 00:29:13.767]  If I'm in a restaurant and I see a poor family with a kid who's paralyzed,
[00:29:16.190 --> 00:29:18.712]  And the child seems so loving and the parents are trying to feed it.
[00:29:18.712 --> 00:29:21.994]  It's like 18 years old.
[00:29:21.994 --> 00:29:32.161]  The child, I sit there and I feel pain and I want to help those people and I feel empathy and psychopaths would call me weak.
[00:29:32.161 --> 00:29:32.922]  No, I'm not weak.
[00:29:32.922 --> 00:29:34.082]  I'm strong.
[00:29:34.082 --> 00:29:35.003]  That's why I feel all this.
[00:29:35.003 --> 00:29:35.884]  I open myself up to it.
[00:29:36.900 --> 00:29:37.941]  You people are the opposite.
[00:29:37.941 --> 00:29:41.825]  You decided to not care, so now you love it.
[00:29:41.825 --> 00:29:44.328]  You love the honeybees dying.
[00:29:44.328 --> 00:29:45.169]  You love it.
[00:29:45.169 --> 00:29:45.809]  You love it.
[00:29:45.809 --> 00:29:46.290]  You love it.
[00:29:46.290 --> 00:29:47.591]  You love the death of the earth.
[00:29:47.591 --> 00:29:48.773]  You celebrate.
[00:29:48.773 --> 00:29:49.313]  You love it.
[00:29:49.313 --> 00:29:50.434]  You want World War III.
[00:29:50.434 --> 00:29:51.716]  You love death.
[00:29:51.716 --> 00:29:53.117]  We're on the march.
[00:29:53.117 --> 00:29:55.640]  The empire's on the run.
[00:29:55.640 --> 00:29:58.323]  Alex Jones and the GCN Radio Network.
[00:30:02.475 --> 00:30:06.119]  Let's face it, most of us are totally addicted to our cell phones.
[00:30:06.119 --> 00:30:10.904]  But recent studies link cell phone use to major health issues, including brain cancer.
[00:30:10.904 --> 00:30:14.668]  Experts say parents and expecting mothers need to be extra careful.
[00:30:14.668 --> 00:30:18.793]  Doctors say the infant brain, even while in the womb, is especially vulnerable.
[00:30:18.933 --> 00:30:23.237]  So keep the phone away from your abdomen, especially toward the end of pregnancy.
[00:30:23.237 --> 00:30:28.763]  And for men, using a cell phone for as little as an hour a day is literally cooking your sperm.
[00:30:28.763 --> 00:30:33.387]  Lowering sperm count levels so much that conceiving a child could be difficult.
[00:30:33.387 --> 00:30:35.630]  This is one of those times you want to keep it out of your pants.
[00:30:36.010 --> 00:30:41.473]  And for those of us who use our cell phones before bed, know that the screen light is actually disrupting your sleep rhythms.
[00:30:41.473 --> 00:30:44.135]  This causes insomnia and slows the metabolism.
[00:30:44.135 --> 00:30:45.415]  Hello, weight gain!
[00:30:45.415 --> 00:30:50.518]  Generally speaking, when cell phones are on, they're constantly emitting radio frequency radiation.
[00:30:50.518 --> 00:30:52.780]  So keep your phone in airplane mode when you can.
[00:30:52.780 --> 00:30:55.381]  Keep the phone at least two feet away from your body.
[00:30:55.381 --> 00:30:56.322]  Use headphones.
[00:30:56.322 --> 00:30:59.644]  And when you're not on your phone, keep it as far away from you as possible.
[00:30:59.644 --> 00:31:01.685]  Leigh Ann McAdoo with your InfoWars Tip of the Week.
[00:31:03.040 --> 00:31:04.501]  You developed Living Defense for us.
[00:31:04.501 --> 00:31:05.821]  It took you over a year to do it.
[00:31:05.821 --> 00:31:07.021]  Why is this so good?
[00:31:07.021 --> 00:31:12.323]  Because people are actually waking up to the problem that pretty much scares me the most.
[00:31:12.323 --> 00:31:25.846]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system, but right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[00:31:25.846 --> 00:31:27.207]  Right now with all the refugees,
[00:31:28.007 --> 00:31:29.648]  Uh, spreading disease around.
[00:31:29.648 --> 00:31:32.209]  We have biological warfare going on everywhere.
[00:31:32.209 --> 00:31:33.510]  These are all parasites.
[00:31:33.510 --> 00:31:34.610]  Tell us about all the stuff that's in it.
[00:31:34.610 --> 00:31:35.971]  There's so many things that are in it.
[00:31:35.971 --> 00:31:40.473]  You have the neem in there, you have the organic clove bud, the organic wormwood.
[00:31:40.473 --> 00:31:43.615]  I recommend doing a parasite cleanse at least twice a year.
[00:31:43.735 --> 00:31:46.756]  All right, well, I'm glad we've got some back in because I'm going back on it today.
[00:31:46.756 --> 00:31:47.836]  It just came back in yesterday.
[00:31:47.836 --> 00:31:49.777]  Living Defense, Infowarslife.com.
[00:31:49.777 --> 00:31:50.797]  And folks, you can't lose.
[00:31:50.797 --> 00:31:53.498]  It's full of stuff that's great for your body, period.
[00:31:53.498 --> 00:31:56.759]  And you support the broadcast, Infowarslife.com.
[00:31:56.759 --> 00:31:58.999]  Thank you, Dr. Group from the Global Healing Center.
[00:31:58.999 --> 00:32:00.960]  Thank you so much for all your work, sir, on this great product.
[00:32:02.580 --> 00:32:04.221]  Clean, pure drinking water.
[00:32:04.221 --> 00:32:05.722]  You can't survive without it.
[00:32:05.722 --> 00:32:06.922]  But where do you get it?
[00:32:06.922 --> 00:32:12.906]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:32:12.906 --> 00:32:18.629]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:32:18.809 --> 00:32:35.693]  Pairing the unprecedented superfiltration power of an all-new gravity block core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:32:36.073 --> 00:32:38.554]  Filter capacity up to 5,000 gallons.
[00:32:38.554 --> 00:32:40.014]  Stainless steel construction.
[00:32:40.014 --> 00:32:41.054]  Easy assembly.
[00:32:41.054 --> 00:32:41.974]  Low maintenance.
[00:32:41.974 --> 00:32:44.075]  Replacement filters are simple to install.
[00:32:44.075 --> 00:32:51.356]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:32:51.356 --> 00:32:56.537]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:32:56.537 --> 00:32:59.117]  Go to InfowarsStore.com or call 888-253-3139.
[00:33:15.373 --> 00:33:22.720]  Live from Austin, Texas, broadcasting near a Y, it's Alex Jones.
[00:33:22.720 --> 00:33:30.546]  One of the biggest attacks we see out there from the corporate mouthpiece media is that I'm a fear monger.
[00:33:30.546 --> 00:33:32.528]  That I'm trying to scare people.
[00:33:32.528 --> 00:33:38.233]  And I jump right into that bribe patch and I say, absolutely, I'm trying to scare people.
