[00:00:13.854 --> 00:00:14.554]  Wow, folks.
[01:34:32.639 --> 01:34:37.401]  So I don't cover all this to take your hope, I cover it to give you hope, to know the worm is turning.
[01:34:37.421 --> 01:34:40.883]  Now Larry Nichols, battling cancer, just back from the hospital today.
[01:34:40.903 --> 01:34:43.885]  I really appreciate him joining us.
[01:34:43.925 --> 01:34:47.606]  I'm so busy I can hardly comb my hair, even though this is a slash TV show as well.
[01:34:49.207 --> 01:34:52.489]  People are like, I don't wear makeup on TV or anything, I forget to even comb my hair.
[01:34:52.509 --> 01:34:55.210]  It's ridiculous, here combing it on TV.
[01:34:57.031 --> 01:34:58.532]  There's just so much to get to here.
[01:35:00.691 --> 01:35:04.273]  We're going to be talking to him in a moment, but I want to talk in the next segment.
[01:35:04.293 --> 01:35:05.933]  Probably have him up for a full hour later this week.
[01:35:05.953 --> 01:35:11.396]  In fact, he is coming on during the 52-hour broadcast that starts tomorrow at 11 a.m., runs through Election Day on the next day.
[01:35:12.620 --> 01:35:14.621]  About the occult and the Clintons.
[01:35:14.641 --> 01:35:17.142]  He's the first guy I ever heard about the Clintons involving the occult.
[01:35:17.822 --> 01:35:21.243]  Since then I found an article in the Washington Post, other articles.
[01:35:21.643 --> 01:35:23.084]  Bill Clinton wrote a book about it.
[01:35:23.384 --> 01:35:25.965]  His early years admitted he went to a voodoo school in Haiti.
[01:35:26.345 --> 01:35:27.525]  They had their honeymoon there.
[01:35:27.565 --> 01:35:29.166]  He likes the spirits possessing him.
[01:35:29.766 --> 01:35:32.107]  I mean, I showed all this yesterday on that special broadcast.
[01:35:32.167 --> 01:35:32.787]  I can't even believe it.
[01:35:35.768 --> 01:35:39.431]  And then I'm not saying with all this new WikiLeaks that all this stuff's code words.
[01:35:39.471 --> 01:35:40.852]  That's what the NYPD's saying.
[01:35:41.292 --> 01:35:42.433]  I don't know if this is innocuous.
[01:35:42.453 --> 01:35:45.676]  Most of these people are probably innocent in these thousands of emails with Podesta.
[01:35:46.776 --> 01:36:01.588]  But the police are saying, look at this, and the investigation got opened because of sex texting and then the Lolita Express and then Breitbart's got articles and the FBI's come out saying, yeah, we're looking at Hillary being on the Epstein plane.
[01:36:01.908 --> 01:36:02.769]  He got convicted.
[01:36:02.809 --> 01:36:04.310]  I mean, this guy was running little kids.
[01:36:05.287 --> 01:36:06.448]  So we're going to talk about that in the next segment.
[01:36:06.468 --> 01:36:07.669]  This is a short segment.
[01:36:07.689 --> 01:36:09.230]  I want to get into his prediction coming true.
[01:36:09.250 --> 01:36:16.235]  We already played it in the first hour, but Larry Nichols came on three times last week with us, and we put out several reports.
[01:36:16.275 --> 01:36:24.901]  He advised me on Saturday, after the FBI report came out last Saturday, I said, one of my insiders said, it'll come out next Saturday or next Sunday, that she's totally absolved.
[01:36:25.041 --> 01:36:29.545]  This way they could block everybody from looking at WikiLeaks because they know the public's barely paying attention.
[01:36:30.065 --> 01:36:32.307]  Then it would be a big win for her to say, see, it was all clean.
[01:36:33.314 --> 01:36:34.975]  And Nichols helped train these people.
[01:36:35.015 --> 01:36:35.816]  That's why he's dead on us.
[01:36:35.836 --> 01:36:36.636]  We'll talk to him in a moment.
[01:36:37.217 --> 01:36:45.062]  But before we go any further, here is Comey, the head of the Benghazi Committee, saying your activism now is to vote against Hillary.
[01:36:55.812 --> 01:36:59.356]  No one who sent classified information was prosecuted.
[01:36:59.816 --> 01:37:03.340]  No one who received classified information was prosecuted.
[01:37:03.740 --> 01:37:07.064]  No one who destroyed federal records was prosecuted.
[01:37:07.084 --> 01:37:10.267]  Out of all of this, five immunity agreements,
[01:37:10.527 --> 01:37:12.249]  That means this case is dead in the water.
[01:37:26.911 --> 01:37:31.574]  It is dead in the water other than what I have said in the past.
[01:37:31.694 --> 01:37:34.916]  There are multiple groups in our culture who provide oversight.
[01:37:35.297 --> 01:37:38.378]  There's the executive branch, there's Congress, there's you and the media.
[01:37:38.839 --> 01:37:42.521]  But on November the 8th, the real jury gets to weigh in.
[01:37:43.001 --> 01:37:50.266]  And if they think that this Department of Justice has been politicized, they are welcome to replace it with another Department of Justice.
[01:37:51.280 --> 01:37:52.381]  And that's Trey Gowdy.
[01:37:52.901 --> 01:37:53.762]  No wonder you couldn't find the clip.
[01:37:53.782 --> 01:37:54.322]  You're like, what?
[01:37:54.383 --> 01:37:54.723]  Comey?
[01:37:55.323 --> 01:37:55.644]  On what?
[01:37:55.724 --> 01:37:56.524]  Comey's decision.
[01:37:56.965 --> 01:37:59.006]  So that's the head of the House Oversight Committee.
[01:37:59.747 --> 01:38:00.527]  So he predicted.
[01:38:00.567 --> 01:38:03.650]  He said there will be no indictment with Loretta Lynch.
[01:38:04.531 --> 01:38:06.632]  And he described what happened on the plane with Bill Clinton and Herb.
[01:38:07.473 --> 01:38:09.695]  He said that this is all red herring a week ago.
[01:38:10.275 --> 01:38:11.256]  We got attacked for that.
[01:38:11.376 --> 01:38:12.637]  So he's been proven correct.
[01:38:13.198 --> 01:38:18.021]  Larry Nichols, the former Clinton handler, is here to break it down.
[01:38:18.102 --> 01:38:19.623]  So, Larry, what does this signify?
[01:38:21.084 --> 01:38:24.726]  Well, first off, it's nothing to be proud of being right.
[01:38:26.046 --> 01:38:32.609]  What it signifies, I'll just tell you the rest of it, the plan was to come out, prove that it was all nothing.
[01:38:33.249 --> 01:38:39.732]  And she'll have this big rally talking about, you know, how the mean old Republicans, this was just a Republican plot.
[01:38:39.812 --> 01:38:40.952]  That'll be tomorrow.
[01:38:42.333 --> 01:38:49.796]  And then the thing that they've all got to do, all major media have got to turn in and submit to the Clintons, to their campaign.
[01:38:50.788 --> 01:38:56.212]  They're Wednesday morning headlines about her victory for approval.
[01:38:58.053 --> 01:39:10.583]  So this gives her control of tomorrow, having to have all her campaign on to crow about how they never did anything, even though all the WikiLeaks show them hiding all the crimes, expunging evidence, selling paper play, espionage.
[01:39:11.123 --> 01:39:12.304]  All of it is black holes.
[01:39:13.425 --> 01:39:13.725]  All of it.
[01:39:14.679 --> 01:39:38.669]  And then the reason they want the headlines on Wednesday to be approved by the campaign is to give them the launching pad they need to quote-unquote have the mandate she demands, but more than that, to quell any potential resistance from people claiming foul over voter fraud and to stop Trump from having any reports.
[01:39:38.849 --> 01:39:49.020]  Because she's already been proven of being wronged, and they've already got the talking point that we talked about two weeks ago with other insiders on air, and off air, that she was persecuted.
[01:39:49.500 --> 01:39:54.686]  She's got to shut down the alt-right, plus the Republicans want to work with her, because that's the group that discredited them.
[01:39:54.986 --> 01:39:55.787]  That's the narrative.
[01:39:57.367 --> 01:39:57.447]  Yeah.
[01:39:57.487 --> 01:40:05.712]  And she's going to do one bang-up job after this election, making sure the Republicans hold their fire from now on.
[01:40:06.052 --> 01:40:14.537]  You've got to remember, Alex, if you were a Republican, let's say Craig Gowdy or any of them, after this election, Congress could have a hearing.
[01:40:14.917 --> 01:40:15.697]  They could have a hearing.
[01:40:15.757 --> 01:40:17.218]  They could pursue all of this stuff.
[01:40:17.258 --> 01:40:22.601]  But the best Congress could do, and they know it, and she knows it, Alex, the best they can do,
[01:40:24.156 --> 01:40:28.298]  And you just heard Gowdy say it was over.
[01:40:28.338 --> 01:40:29.099]  That was the big deal.
[01:40:29.899 --> 01:40:31.540]  He's gotta go to Loretta Lynch.
[01:40:53.280 --> 01:40:54.721]  You know what happens in federal court.
[01:40:55.502 --> 01:40:58.024]  I mean, they've got this thing rigged every wave at Sunday.
[01:40:58.044 --> 01:41:00.366]  And this is the final Democratic Party takeover.
[01:41:00.406 --> 01:41:02.267]  It's why Beck and the Republicans know it.
[01:41:02.287 --> 01:41:06.691]  They're just wanting to get final payoffs as we go to one party state, as WikiLeaks has said.
[01:41:07.071 --> 01:41:09.173]  They put five more folks on the Supreme Court.
[01:41:09.493 --> 01:41:10.614]  They take our guns.
[01:41:10.654 --> 01:41:11.595]  They open the borders.
[01:41:11.975 --> 01:41:12.956]  America's conquered.
[01:41:12.976 --> 01:41:13.637]  End of the story.
[01:41:14.437 --> 01:41:15.098]  End of story.
[01:41:15.158 --> 01:41:16.619]  Now, let me say this, Alex.
[01:41:17.019 --> 01:41:22.624]  Remember what I've been telling you and your audience about for over a year now, the Velvet Coup, the silent coup.
[01:41:23.280 --> 01:41:23.520]  Good.
[01:41:24.200 --> 01:41:24.741]  You're seeing it.
[01:41:25.141 --> 01:41:27.962]  This election is the end of it.
[01:41:28.062 --> 01:41:29.743]  This is the end of America, Hillary.
[01:41:30.463 --> 01:41:30.883]  That's right.
[01:41:30.903 --> 01:41:42.088]  This is when Hillary and her minions believe that they have accomplished the task and are ready to set forth with complete and total transformation of our form of government and our way of life.
[01:41:42.248 --> 01:41:45.649]  They will pursue it aggressively.
[01:41:46.210 --> 01:41:46.990]  Aggressively.
[01:41:48.749 --> 01:41:53.712]  Well, I've actually been privileged to get some information from the people that told me what they were going to do with this FBI thing.
[01:41:53.732 --> 01:41:55.012]  These are the same people.
[01:42:11.518 --> 01:42:17.342]  You told me, high-level FBI told you, Larry, tell Alex and everybody, this is exactly, don't take the bait.
[01:42:17.422 --> 01:42:19.863]  And Trump, they said, get this to Trump, do not do it.
[01:42:21.104 --> 01:42:22.805]  And he didn't do what he should have.
[01:42:22.925 --> 01:42:25.006]  You know, what else are we going to do, Alex?
[01:42:25.767 --> 01:42:29.529]  You know, I beg, we beg, just don't take the bait.
[01:42:29.629 --> 01:42:34.332]  Come out and say that the fix is in, and to tell people to be careful about this.
[01:42:34.352 --> 01:42:37.174]  Had he have called it when we came on the air and told.
[01:42:37.967 --> 01:42:39.128]  He would have devastated him.
[01:42:39.168 --> 01:42:40.689]  He would have devastated him.
[01:42:40.809 --> 01:42:44.572]  I tried to... I can't control when I get a call from Trump.
[01:42:44.652 --> 01:42:46.954]  I try to get messages and then, you know, I don't even call.
[01:42:47.394 --> 01:42:48.735]  I just... I know.
[01:42:48.755 --> 01:42:49.376]  He's not perfect.
[01:42:49.776 --> 01:42:51.938]  He wasn't battling the Clintons 20 years ago like we were.
[01:42:52.718 --> 01:42:53.178]  That's right.
[01:42:53.239 --> 01:42:54.219]  We're waiting to hear.
[01:42:54.239 --> 01:42:55.120]  I know we're coming on break.
[01:42:55.160 --> 01:42:57.041]  Waiting to hear what they're doing with gun control.
[01:42:57.482 --> 01:42:58.202]  Oh, I see.
[01:43:01.004 --> 01:43:03.006]  God, I wish it was some new country to get out of here too.
[01:43:04.247 --> 01:43:04.927]  God Almighty.
[01:43:04.947 --> 01:43:05.628]  We'll be right back.
[01:43:19.221 --> 01:43:27.165]  Anthony Gucciardi joins us to talk about Bio PCA, the latest formula to be announced and released by Infowarslife.com.
[01:43:27.185 --> 01:43:29.125]  Now, this is our 20th product.
[01:43:29.906 --> 01:43:34.768]  We can easily go out to a major vitamin or supplement company and private label a thousand
[01:43:36.033 --> 01:43:36.814]  Different products.
[01:43:37.415 --> 01:43:51.236]  But it's taken us four plus years to even come out with 20, because we private label some, but we also develop many of the products originally with some of the top labs in the country, so that they're true game changers, they're organic, they're proven as safe.
[01:43:52.017 --> 01:43:53.858]  And they're also very affordable.
[01:43:53.879 --> 01:43:54.199]  Exactly.
[01:43:54.219 --> 01:43:56.000]  You talk about being a game changer, right?
[01:43:56.040 --> 01:43:59.363]  You talk about... We're in an industry where we talk to the industry leaders.
[01:43:59.403 --> 01:44:00.664]  We've both talked to them.
[01:44:01.004 --> 01:44:06.909]  They have conveyor belts of herbs falling on the ground and they have someone come and sweep them up and put them back on the conveyor belt.
[01:44:07.249 --> 01:44:16.216]  They have individuals that are hired only to save money and get the lowest quality junk and put it in as many capsules as possible so they can make the highest profit margins.
[01:44:17.056 --> 01:44:18.177]  We refuse to screw people.
[01:44:18.517 --> 01:44:19.478]  We refuse to do that.
[01:44:19.878 --> 01:44:22.519]  We actually want to make something that's good.
[01:44:22.599 --> 01:44:24.520]  We're producing something we want to take.
[01:44:24.620 --> 01:44:25.361]  Exactly.
[01:44:25.421 --> 01:44:26.481]  We're looking for the best.
[01:44:26.521 --> 01:44:31.384]  We went out and searched for the best, the private label, and most of the time found out it wasn't available.
[01:44:31.584 --> 01:44:35.266]  So we go to these big firms and say, we want to make the dream formula.
[01:44:35.286 --> 01:44:41.449]  Bio PCA, for example, one of the ingredients is silica, and it's from bamboo extract.
[01:44:42.049 --> 01:44:42.749]  It's everywhere.
[01:44:42.930 --> 01:44:43.610]  It's in nature.
[01:44:43.670 --> 01:44:45.591]  It's an essential part of being healthy, right?
[01:44:46.111 --> 01:44:47.972]  Just this bottle of silica.
[01:44:48.252 --> 01:44:52.173]  Okay, again, one ingredient in a lower amount that's even in our product is $35.
[01:44:52.273 --> 01:44:58.596]  They're charging more than what we charge when they have one ingredient that's less than ours.
[01:44:58.636 --> 01:44:59.276]  This is insane.
[01:44:59.296 --> 01:45:01.337]  When I told them we wanted 10,000 micrograms, he goes...
[01:45:01.977 --> 01:45:09.364]  Okay, I get that you guys want to do, you know, high-powered stuff, but why don't you just do 3,000 and then you can sell, you know, multiple bottles of it, people will buy more of it.
[01:45:09.384 --> 01:45:10.305]  I was like, no, let's do 10.
[01:45:10.445 --> 01:45:11.947]  Okay, compare that to this.
[01:45:12.167 --> 01:45:14.909]  This is a $50 product, one of the leaders in the industry.
[01:45:15.290 --> 01:45:17.111]  It has 3,000 micrograms of biotin.
[01:45:17.212 --> 01:45:18.533]  Okay, we have 10,000.
[01:45:18.633 --> 01:45:21.155]  This is $50, $48 to be exact.
[01:45:21.195 --> 01:45:23.097]  There's no script, there's no teleprompter, I'll just be honest with you.
[01:45:23.517 --> 01:45:25.860]  My problem is, with 20 products now,
[01:45:27.358 --> 01:45:28.759]  It's remembering to take them all.
[01:45:29.360 --> 01:45:32.623]  Because when I do, I have great days, great weeks, a great life.
[01:45:33.044 --> 01:45:39.009]  When I forget to take the X2, a super male, or the lung cleanse, or to do a liver cleanse, or to take this product,
[01:45:40.126 --> 01:45:41.747]  My quality of life just isn't as good.
[01:45:41.827 --> 01:45:42.928]  It's changed my life.
[01:45:43.008 --> 01:45:45.249]  I looked like Jabba the Hutt four years ago.
[01:45:45.589 --> 01:45:47.470]  I was swimming two miles some days a day.
[01:45:47.870 --> 01:45:49.331]  I was jogging, lifting weights.
[01:45:49.371 --> 01:45:50.232]  I couldn't lose the weight.
[01:45:51.132 --> 01:45:58.196]  I went on what Mother Nature gave us, and it's changed my life, and it's also helped the Infowar change the country and the world.
[01:45:58.597 --> 01:45:59.357]  It's a win-win.
[01:45:59.837 --> 01:46:00.618]  Infowarslife.com.
[01:46:10.626 --> 01:46:13.727]  The fans Hillary Clinton are erecting a demon.
[01:46:14.027 --> 01:46:17.328]  She's worked like a demon as you know as Secretary of State.
[01:46:17.548 --> 01:46:21.370]  So Alex Jones is not the only one that thinks Hillary Clinton is a demon.
[01:46:21.550 --> 01:46:28.092]  And now we have Marina Abramovich emailing John and Tony Podesta talking about spirit dinners.
[01:46:28.312 --> 01:46:29.812]  Who is Marina Abramovich?
[01:46:30.052 --> 01:46:34.974]  A performance artist who focuses on pain, blood and physical limits of the body.
[01:46:35.134 --> 01:46:42.283]  Some of her performances have included communist stars, near-death experiences, playing with skeletons, cutting her neck, and sex.
[01:46:42.583 --> 01:46:43.685]  What is a spirit dinner?
[01:46:43.905 --> 01:46:48.250]  A ritual dinner where blood, semen, and breast milk are painted on the wall.
[01:46:48.370 --> 01:46:52.015]  These are the type of things intellectuals like Lady Gaga are interested in.
[01:46:52.035 --> 01:46:53.417]  Marina Abramovic.
[01:46:54.778 --> 01:46:56.980]  I was just speaking about her today.
[01:46:57.000 --> 01:46:58.921]  I am obsessed with this woman.
[01:46:58.941 --> 01:47:03.925]  So we have emails coming out of the Clinton camp now talking about satanic occult dinners.
[01:47:04.105 --> 01:47:04.685]  You're with her.
[01:47:04.705 --> 01:47:09.629]  This is Owen Troyer from InfoWars.com.
[01:47:13.291 --> 01:47:15.973]  You're listening to the Alex Jones Show.
[01:47:31.957 --> 01:47:36.080]  Gentlemen, we have called you together to inform you that we are going to overthrow the United States government.
[01:47:36.420 --> 01:47:42.264]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:47:43.245 --> 01:47:45.746]  You still think that jet fuel brought down the World Trade Center?
[01:47:49.929 --> 01:47:51.930]  I'll tell you a couple of stories about fraud.
[01:47:55.052 --> 01:47:56.193]  The Bohemian Club?
[01:47:58.375 --> 01:47:59.696]  Did you say the Bohemian Club?
[01:48:00.816 --> 01:48:04.798]  That's where all those rich Republicans go out and stand naked against redwood trees, right?
[01:48:07.320 --> 01:48:09.621]  I've never been to the Bohemian Club, but you ought to go.
[01:48:09.641 --> 01:48:10.321]  It'd be good for you.
[01:48:10.341 --> 01:48:11.102]  Get some fresh air.
[01:48:12.642 --> 01:48:15.424]  I know nothing about the Bohemian Grove with Bill.
[01:48:16.424 --> 01:48:20.547]  I know about once a month, Hillary would go out to Los Angeles.
[01:48:22.908 --> 01:48:30.152]  And she did it so regular that it became a bit of an issue trying to... Why is she always going?
[01:48:31.578 --> 01:48:39.520]  Bill told me that she was going out there, she and a group of women, and she would be a part of a witch's church.
[01:48:42.761 --> 01:48:52.323]  And, uh, man, when Bill told me that, you could have hit me with a baseball bat, I tried to point out to him.
[01:48:53.183 --> 01:48:55.264]  He realized what would happen if that got out.
[01:48:57.864 --> 01:48:59.865]  Of course, my job was to make sure it didn't get out.
[01:49:01.007 --> 01:49:07.931]  Now, I don't know the day if Hillary still partakes in the witch ritual.
[01:49:08.151 --> 01:49:11.173]  I don't know that I even know what the ritual was.
[01:49:12.573 --> 01:49:26.341]  But, for the better part of many years, Hillary would go quite often, whether it was regularly once a month or maybe once every couple of months, she would go out on the weekend simply to be a part of it.
[01:49:27.346 --> 01:49:30.107]  Alright, that was about a year ago, and we went up there.
[01:49:30.127 --> 01:49:32.748]  We don't just believe people, and I've known Larry 20 years at that time.
[01:49:32.788 --> 01:49:36.070]  We saw his medication, saw his diagnosis, the whole nine yards.
[01:49:36.130 --> 01:49:37.170]  I gave him a donation then.
[01:49:37.190 --> 01:49:41.512]  We went up there to interview him because of the cancer, and it's progressed.
[01:49:42.232 --> 01:49:44.813]  He's just trying to stay alive through the campaign to expose these people.
[01:49:44.833 --> 01:49:46.454]  That's why he can't be on TV today.
[01:49:46.474 --> 01:49:47.034]  We've been up there.
[01:49:47.074 --> 01:49:48.495]  He's had heart surgery, you name it.
[01:49:48.875 --> 01:49:49.795]  I'm not going to get into all of it.
[01:49:49.835 --> 01:49:50.856]  He was in the hospital today.
[01:49:51.596 --> 01:49:52.998]  He's had his lungs collapsed.
[01:49:53.018 --> 01:49:54.941]  He's been resuscitated.
[01:49:54.961 --> 01:49:59.528]  He doesn't want me to say this on air, but then he tells me he's about to, you know, be out in the street.
[01:50:00.709 --> 01:50:02.211]  So I'm just going to tell you, so he gets donations.
[01:50:03.854 --> 01:50:06.117]  NicholsLive at AOL.com, PayPal.
[01:50:06.237 --> 01:50:07.018]  Send the guy some money.
[01:50:07.078 --> 01:50:07.880]  He needs good treatment.
[01:50:08.717 --> 01:50:11.059]  He's been blackballed in Arkansas, everything.
[01:50:11.079 --> 01:50:11.919]  He's exposed to Clintons.
[01:50:11.939 --> 01:50:12.720]  He's a great patriot.
[01:50:12.740 --> 01:50:13.380]  He's the real deal.
[01:50:13.761 --> 01:50:15.122]  NicholsLive at AOL.com.
[01:50:15.142 --> 01:50:15.842]  Give him a donation.
[01:50:16.463 --> 01:50:17.563]  He didn't even ask him for this.
[01:50:17.583 --> 01:50:22.907]  He don't want me to talk about the illness, but I'm not going to sit there and just say, send him a donation, when the guy can't even get his treatments to keep him alive.
[01:50:23.247 --> 01:50:24.308]  It's very expensive, as you know.
[01:50:24.368 --> 01:50:28.591]  Larry Nichols, 58 Kingstown Drive, Conway, Arkansas, 72034.
[01:50:29.472 --> 01:50:33.535]  Now, Larry, folks need to make that donation.
[01:50:35.805 --> 01:50:39.287]  You told me 20 years ago she was into witchcraft.
[01:50:40.488 --> 01:50:44.671]  You even told me about the handler who now has been the National Enquirer confirmed doing stuff for him.
[01:50:46.441 --> 01:50:50.083]  Uh, I separately, you didn't even know about this, he'd actually been in an L.A.
[01:50:50.303 --> 01:50:53.166]  liberal newspaper, because Tex Mars had a copy of it.
[01:50:53.886 --> 01:51:00.591]  I was in his archives making my Bohemian Grove film, uh, 15 years ago, and I got a copy of her actually there.
[01:51:01.171 --> 01:51:04.394]  And this isn't just normal, you know, New Age stuff or whatever.
[01:51:04.414 --> 01:51:05.875]  We're not talking about crystals or whatever.
[01:51:05.895 --> 01:51:08.137]  A lot of nice folks are into all that stuff.
[01:51:09.070 --> 01:51:10.791]  Better than a lot of these mainline church people I know.
[01:51:11.452 --> 01:51:13.513]  This was, this was Alistair Crowley stuff.
[01:51:13.533 --> 01:51:16.715]  Now you don't know about this, but I've studied it, so I looked at what it was.
[01:51:17.456 --> 01:51:30.044]  Well, it came out in the WikiLeaks that this high priestess of this stuff, who admits in her own writings she does it, blood, you name it, they take kids to these parties, whether they're really killing people or not, it's so horrific to show it all.
[01:51:31.400 --> 01:51:33.762]  She's come out and said, oh, you know, it's all just a big joke.
[01:51:33.802 --> 01:51:34.522]  I'm not serious.
[01:51:34.882 --> 01:51:38.084]  I'm not a Satanist, but her email address is 666 at the end.
[01:51:39.045 --> 01:51:40.446]  And all this is going on.
[01:51:40.506 --> 01:51:43.328]  We know Pedophile Island's real, Jeffrey Epstein.
[01:51:43.708 --> 01:51:46.490]  We know Clinton, Bill, went there 20-something times.
[01:51:46.910 --> 01:51:50.213]  We know that the law enforcement is saying they're going to have a press conference.
[01:51:50.253 --> 01:51:52.694]  He's sexting, you know, wiener, underage girls.
[01:51:53.155 --> 01:51:55.836]  We know that Bill Clinton went and practiced voodoo.
[01:51:55.856 --> 01:51:57.718]  That's in the Washington Post, his own book he wrote.
[01:51:58.078 --> 01:52:00.940]  We know these people are under the occult, but you knew them.
[01:52:01.761 --> 01:52:05.205]  Back when this was happening, so it's a very important facet.
[01:52:05.245 --> 01:52:12.914]  Now, I don't know about all this code word and kids and all the reddit and big internet sites out there saying, Alex, why aren't you saying all this is code word for them?
[01:52:13.334 --> 01:52:20.223]  You know, well, they say, well, I'll have entertainment, three little kids in the hot tub for you at the farmhouse, and we've got all the wieners you want, you know, and the
[01:52:20.563 --> 01:52:26.727]  You know, there's a lot of pressure on us to get rid of this load of $20,000, you know, dolls for you.
[01:52:26.827 --> 01:52:30.029]  I mean, it sounds really bad, but I don't know what it is.
[01:52:30.509 --> 01:52:33.651]  What do you, as somebody that's been around these people, what the hell's going on?
[01:52:34.991 --> 01:52:39.634]  You know, Alex, all I can tell you is, man, finally I had to go to Hillary.
[01:52:39.954 --> 01:52:42.716]  I literally had to go to her to try to get her to stop.
[01:52:43.056 --> 01:52:48.839]  I went to her, I said, Hillary, if we get caught when you're going to this witch's church, we're done.
[01:52:48.859 --> 01:52:49.800]  I mean, this is...
[01:52:50.179 --> 01:52:51.100]  No, you told me 20 years ago.
[01:52:51.140 --> 01:52:52.381]  You told me 20 years ago.
[01:53:16.124 --> 01:53:24.527]  Yeah, you're going to come out of the church and then you're going to talk about how happy you were to be in church and profess Jesus Christ and God and all that.
[01:53:24.567 --> 01:53:25.868]  She turned away from me.
[01:53:26.408 --> 01:53:27.148]  She turned away.
[01:53:27.608 --> 01:53:37.232]  Before she took a step, she turned her head back to the left and she said, you know I can't do that and turned her head back around and walked away.
[01:53:37.921 --> 01:53:40.983]  Now, my problem is I don't know about that cult.
[01:53:41.043 --> 01:53:43.025]  I don't understand that junk.
[01:53:43.405 --> 01:53:44.666]  She's pledged herself.
[01:53:44.706 --> 01:53:45.526]  What else did Bill tell you?
[01:53:45.566 --> 01:53:46.567]  What else have you not told people?
[01:53:47.308 --> 01:53:52.051]  Well, Bill would tell me about, you know, he liked to deal with the voodoo junk.
[01:53:52.091 --> 01:53:52.912]  I said, voodoo?
[01:53:52.932 --> 01:53:54.072]  He said, well, it wasn't about that.
[01:53:54.132 --> 01:53:54.613]  It was about dope.
[01:53:54.653 --> 01:53:58.776]  You know, he said, man, they do all kinds of neat drugs, psychedelic drugs.
[01:53:59.476 --> 01:54:04.420]  So I don't know that his voodoo experience had that much to do with it being, I guess, a religion.
[01:54:05.530 --> 01:54:09.113]  As it did for him to be able to have, you know, psychedelic drugs.
[01:54:09.173 --> 01:54:12.255]  Now, I just got a text, Alex, just got it.
[01:54:13.015 --> 01:54:14.776]  It's from the senior FBI guy.
[01:54:14.796 --> 01:54:17.358]  Remember, there were five that told me what was going on.
[01:54:18.018 --> 01:54:22.962]  Well, this morning, they're listening to us now, and he just sent me a text.
[01:54:23.102 --> 01:54:34.990]  Two of the five received memos this morning stating that due to budgetary adjustments, they were going to be forced to take early retirement in the third of the three.
[01:54:36.005 --> 01:54:38.728]  Is to turn in his letter of resignation Monday.
[01:54:41.030 --> 01:54:41.551]  So there you go.
[01:54:42.912 --> 01:54:43.512]  There you go.
[01:54:51.397 --> 01:54:54.520]  Again, Bill Clinton's in the Washington Post in his own book saying he loves voodoo.
[01:54:54.560 --> 01:55:08.772]  I mean, this is how disconnected it, you know, how hardcore this is, and then you've got Hillary involved in all this, and then we find out it's the most hardcore Alistair Crowley crap there is.
[01:55:10.529 --> 01:55:18.872]  And then you're trying to get her to go, listen, it was in mainstream news, Washington Post as well, that she does these seances for the dead and liberals will be there.
[01:55:18.892 --> 01:55:21.792]  Well, if you can call it the dead, Hillary, she's just getting them roped in.
[01:55:21.812 --> 01:55:22.813]  That's the first level of the occult.
[01:55:23.413 --> 01:55:24.413]  Can we talk to Jesus?
[01:55:24.473 --> 01:55:27.354]  And she says, that's the one person we don't talk to.
[01:55:28.814 --> 01:55:30.934]  He said, I can't, you know, I can't do that now.
[01:55:30.974 --> 01:55:32.995]  But that, you told me that 20 years ago.
[01:55:33.335 --> 01:55:37.796]  Then a decade ago, the Washington Post asked, they were like, oh, she does seances.
[01:55:38.636 --> 01:55:39.436]  Who would she talk to?
[01:55:39.476 --> 01:55:40.396]  Well, not Jesus.
[01:55:40.996 --> 01:55:42.996]  She'd let you talk to anybody but Jesus.
[01:55:43.016 --> 01:55:43.377]  What is that?
[01:55:43.437 --> 01:55:46.777]  I mean, this lady is a veritable devil.
[01:55:47.837 --> 01:55:53.338]  Alex, it goes back to what I've told you since the day you and I met.
[01:55:53.658 --> 01:55:55.139]  You know, Bill's a good timer, folks.
[01:55:55.159 --> 01:55:55.939]  That's all he is.
[01:55:56.019 --> 01:55:57.519]  He's an inch deep and a mile wide.
[01:55:58.396 --> 01:56:00.597]  Hillary is cold-blooded.
[01:56:01.557 --> 01:56:07.580]  And I go back to the Benghazi hearing when she was talking about four dead Americans and she threw her hands up.
[01:56:07.600 --> 01:56:09.521]  What difference does it make?
[01:56:10.561 --> 01:56:14.563]  Now that's the heart of as cold a human being as you're ever going to find.
[01:56:14.583 --> 01:56:22.687]  Not to mention when a person she had had a 10-year affair with, Vince Foster, which he's in California, hears he's dead, that he died.
[01:56:23.317 --> 01:56:28.903]  She gets on a plane, but instead of coming back to Washington, I've got the Central Flying Service record.
[01:56:28.943 --> 01:56:40.215]  She lands in Little Rock, goes to their office at the Rose Law Firm, ransacks his office, gets everything boxed up that has Hillary and Vince on it, and tells them to burn it.
[01:56:41.434 --> 01:56:43.075]  You talk about coal, buddy.
[01:56:43.396 --> 01:56:44.136]  That's coal.
[01:56:44.216 --> 01:56:45.698]  Well, I gotta say, 20 years.
[01:56:46.198 --> 01:56:47.439]  We've been talking 20 years.
[01:56:47.499 --> 01:56:48.980]  You are dead on.
[01:56:49.601 --> 01:56:50.882]  And we appreciate you, Larry.
[01:56:50.902 --> 01:56:53.724]  Please come back on tomorrow during the 52-hour broadcast.
