[00:00:03.959 --> 00:00:06.262]  Wednesday, April 20th, 2016.
[00:23:20.992 --> 00:23:21.112]  877-886-3653.
[00:23:21.112 --> 00:23:21.452]  GoBerkey.com.
[00:23:29.500 --> 00:23:31.261]  Hello, I'm Michael Reagan.
[00:23:31.261 --> 00:23:38.644]  My father, President Ronald Reagan, believed so strongly in gold that in 1985, he changed gold ownership forever.
[00:23:38.644 --> 00:23:44.386]  Today, our national debt is spiraling out of control, but gold coins could be the answer.
[00:23:44.386 --> 00:23:53.770]  Call 1-866-525-GOLD or go online to usmoneyreserve.com to get new, never-before-released information about gold.
[00:23:53.770 --> 00:23:54.350]  From the U.S.
[00:23:54.350 --> 00:23:55.611]  Money Reserve, call 1-866-525-GOLD.
[00:24:11.456 --> 00:24:17.759]  I'm looking at Infowars.com right now.
[00:24:17.759 --> 00:24:19.740]  I'm also looking at DrugsReport.com.
[00:24:19.740 --> 00:24:22.041]  If you're a TV viewer, I'm going to point to it.
[00:24:22.041 --> 00:24:29.345]  Saudi Arabia borrows $10 billion as oil slump.
[00:24:29.345 --> 00:24:31.326]  Drains reserves.
[00:24:31.326 --> 00:24:33.467]  Well, they supposedly have all these trillions, but they've got to borrow money.
[00:24:34.241 --> 00:24:41.447]  Because they've got more than 10,000 princes worth hundreds of millions or billions apiece, depending on which one you talk about, in all their little palaces.
[00:24:41.447 --> 00:24:47.752]  I always hear about these people worth, you know, $100 million, these boxers, and a year later they're bankrupt.
[00:24:47.752 --> 00:24:49.813]  A fool and his money will soon be parted.
[00:24:49.813 --> 00:24:53.897]  Fresh evidence links Saudi Arabian government to 9-11.
[00:24:53.897 --> 00:24:54.717]  Mainstream news.
[00:24:54.717 --> 00:24:57.219]  We're going to get into those articles.
[00:24:57.219 --> 00:24:58.440]  Again, paper.
[00:24:58.440 --> 00:24:59.101]  National poll.
[00:24:59.101 --> 00:25:01.983]  Only 6% trust media.
[00:25:01.983 --> 00:25:03.044]  But it should be less.
[00:25:04.500 --> 00:25:09.022]  And then Politico founder says the death of the clicks is here.
[00:25:09.022 --> 00:25:25.451]  Yeah, I called in my sales staff for radio ads and click ads four and a half years ago, and I said, listen, I'm going to let three of you go, and I'm going to keep two of you.
[00:25:27.364 --> 00:25:32.665]  And I said, uh, I'm doing this because people have been fighting me on sponsorship.
[00:25:32.665 --> 00:25:37.726]  And I said, I will only take stuff that I endorse that I absolutely know is the best.
[00:25:37.726 --> 00:25:47.428]  And I have to hear constantly about how, um, you know, this is a pretty good sponsor.
[00:25:47.428 --> 00:25:51.209]  And I said, let me explain something.
[00:25:51.209 --> 00:25:53.449]  You're going to see the death of the clickbait.
[00:25:55.109 --> 00:26:05.135]  Everything is going to be about viral videos and news and analysis and people and sources that the population trusts.
[00:26:05.135 --> 00:26:07.437]  So credibility is everything.
[00:26:07.437 --> 00:26:09.238]  Not just to be successful, but to who I am.
[00:26:10.151 --> 00:26:12.832]  Now, I'm not a total purist, because you can't be.
[00:26:12.832 --> 00:26:20.175]  I'm on radio stations across this country airing local ads and things that I can't tell you're perfect, and I can't speak for them, and I'm not judging anybody.
[00:26:20.175 --> 00:26:25.817]  The network, quite frankly, has some ads, things that I can't better speak for, but that's their ads, that's fine.
[00:26:25.817 --> 00:26:30.319]  Some are great, some, you know, probably not so great, I'll just be honest with you in my view.
[00:26:30.319 --> 00:26:34.600]  Nobody's perfect, but you gotta make a real effort.
[00:26:34.600 --> 00:26:36.781]  You gotta make a real effort.
[00:26:36.781 --> 00:26:39.102]  I'm not going into a plug here, I'm explaining my philosophy.
[00:26:41.414 --> 00:26:44.177]  That you better treat people like you want to be treated.
[00:26:44.177 --> 00:26:53.027]  I mean, that's... Man, I tell you, the Golden Rule really makes a lot of sense to me.
[00:26:53.027 --> 00:27:02.377]  And just like you're seeing the collapse of the media, the old dinosaur media, and just like you're seeing the collapse of the establishment and their attempt to reach into totalitarianism to save their program,
[00:27:05.489 --> 00:27:13.012]  They even convinced themselves that the collapse that was coming out of their predatory system would be good to consolidate control.
[00:27:13.012 --> 00:27:23.195]  But in truth, they're all greedy and backstabbing as well, and haven't even been following their own eugenics protocols, and this whole thing is going to spin out of control and explode.
[00:27:23.195 --> 00:27:29.117]  They think they can just follow the AI computer systems they've got and follow decisions off of trends?
[00:27:32.509 --> 00:27:38.653]  That only works if the people running the system actually let the artificial intelligences control it, but they don't.
[00:27:38.653 --> 00:27:48.420]  They're getting in there constantly trying to tweak it or change it to improve their combine's particular position.
[00:27:48.420 --> 00:27:54.064]  And so the combines more and more are at odds with each other and there's cracks forming in these alliances.
[00:27:54.064 --> 00:27:57.166]  I don't need an AI algorithm to tell me that.
[00:27:57.166 --> 00:27:58.868]  I got the one built over this
[00:27:59.986 --> 00:28:05.048]  Species development and all the experiences of my ancestors.
[00:28:05.048 --> 00:28:09.129]  I'll put that up against your supercomputer any day.
[00:28:09.129 --> 00:28:15.411]  Because I have morals and I have a compass and I have a rule.
[00:28:15.411 --> 00:28:20.853]  A social code I follow because it's written in my DNA.
[00:28:20.853 --> 00:28:22.034]  That's the thing about evil people.
[00:28:22.034 --> 00:28:28.116]  They think because they can cheat and steal and lie and do bad things and get ahead for a little while that they're advanced and intelligent.
[00:28:29.431 --> 00:28:40.806]  They think really good people don't understand evil and don't understand all the things they know and more, and that we're weak because we won't use the type of tactics you use?
[00:28:40.806 --> 00:28:43.831]  You're fools.
[00:28:43.831 --> 00:28:45.933]  You're like someone that gets in the community pool.
[00:28:47.551 --> 00:28:51.675]  That's got 50 people swimming in it and starts urinating in it.
[00:28:51.675 --> 00:28:57.340]  Telling yourself that, oh, it's just me doing it, but then everybody else starts doing it.
[00:28:57.340 --> 00:28:58.541]  Or let's go on further.
[00:28:58.541 --> 00:29:03.046]  You start doing not number one, but the other one in the pool.
[00:29:03.046 --> 00:29:04.367]  And that's what you guys are doing.
[00:29:04.367 --> 00:29:06.749]  You think it's not affecting you and your kids.
[00:29:06.749 --> 00:29:10.613]  And the pool looks like a latrine at this point.
[00:29:11.786 --> 00:29:14.850]  You people don't even care if nuclear reactors melt down now.
[00:29:14.850 --> 00:29:17.232]  You just turn the alarms off and let them leak.
[00:29:17.232 --> 00:29:22.618]  93% of them, the International Atomic Energy Commission admits, are leaking currently.
[00:29:22.618 --> 00:29:26.423]  They're just falling apart, melting down, exploding.
[00:29:26.423 --> 00:29:28.365]  They used to at least care.
[00:29:28.365 --> 00:29:29.226]  They don't care anymore.
[00:29:29.226 --> 00:29:31.288]  You people are disconnected.
[00:29:31.809 --> 00:29:37.272]  You've stolen trillions, you live in palaces, and you're disconnected from the grassroots.
[00:29:37.272 --> 00:29:38.332]  Well, I'm not.
[00:29:38.332 --> 00:29:43.275]  Oh, Politico, thank you for telling me that the click age is ending.
[00:29:43.275 --> 00:29:48.497]  We told you four years ago, we changed it into our own internal funded model.
[00:29:48.497 --> 00:29:49.738]  We are the trailblazers!
[00:29:49.738 --> 00:29:53.580]  We're on the march, the empire's on the run.
[00:29:53.580 --> 00:29:56.261]  Alex Jones and the GCN Radio Network.
[00:30:00.683 --> 00:30:04.205]  When cells become toxic, they die early and aging sets in.
[00:30:04.205 --> 00:30:12.450]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:30:12.450 --> 00:30:17.854]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[00:30:17.854 --> 00:30:20.395]  You want the best that's out there at the lowest price anywhere?
[00:30:20.395 --> 00:30:22.497]  We now have the synergistic solution.
[00:30:22.497 --> 00:30:26.699]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[00:30:30.712 --> 00:30:31.613]  Shower Filters.
[00:30:31.613 --> 00:30:33.234]  We're introducing the best yet.
[00:30:33.234 --> 00:30:37.417]  The brand new ProPure ProMax High Performance Shower Filter.
[00:30:37.417 --> 00:30:42.240]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:30:42.240 --> 00:30:49.325]  This new 4-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:30:49.325 --> 00:30:56.289]  You can find more details on this amazing new filter and free shipping at InfowarsStore.com or call 888-253-3139 to order your ProMax Shower Filter from ProPure today.
[00:31:01.348 --> 00:31:03.770]  About RVs, you've heard about bunkers.
[00:31:03.770 --> 00:31:06.531]  But surviving is not recreation.
[00:31:06.531 --> 00:31:09.273]  And man wasn't made to live underground.
[00:31:09.273 --> 00:31:11.435]  Introducing Survivalist Camps.
[00:31:11.435 --> 00:31:20.120]  The ultimate fully functional off-the-grid survival bug-out house that's mobile, well-equipped, and custom-built to outlast any other RV or trailer.
[00:31:20.120 --> 00:31:23.102]  Go to survivalistcamps.com to learn more.
[00:31:23.102 --> 00:31:25.444]  That's survivalistcamps.com.
[00:31:25.444 --> 00:31:28.025]  Providing your basic needs to survive.
[00:31:28.025 --> 00:31:29.346]  survivalistcamps.com
[00:31:30.527 --> 00:31:32.208]  Is there a difference in body armor?
[00:31:32.208 --> 00:31:32.948]  You bet!
[00:31:32.948 --> 00:31:33.588]  Quality.
[00:31:33.588 --> 00:31:34.288]  Warranty.
[00:31:34.288 --> 00:31:34.889]  Price.
[00:31:34.889 --> 00:31:36.289]  Get it all from Patriot Armor.
[00:31:36.289 --> 00:31:39.150]  Veteran owned and operated Patriot Armor plates are made in America.
[00:31:39.150 --> 00:31:39.910]  Max tested.
[00:31:39.910 --> 00:31:41.171]  Independent lab certified.
[00:31:41.171 --> 00:31:45.852]  Come in many options and protection levels with a lifetime warranty on our steel armor plates and Viper plate carriers.
[00:31:45.852 --> 00:31:47.753]  Plus industry leading prices starting at just $149.99.
[00:31:47.753 --> 00:31:49.013]  Click PatriotArmorDefense.com.
[00:31:49.013 --> 00:31:50.454]  That's PatriotArmorDefense.com.
[00:31:50.454 --> 00:31:50.994]  Or call 727-280-7146.
[00:31:50.994 --> 00:31:53.155]  When your life depends on it, trust no other.
[00:31:53.155 --> 00:31:53.575]  Patriot Armor.
[00:32:00.623 --> 00:32:02.685]  Hello, I'm Michael Reagan.
[00:32:02.685 --> 00:32:15.595]  My father, President Ronald Reagan, believed so strongly in gold that he changed gold ownership forever by bringing back physical gold to the American public, allowing gold coins to be minted and sold to U.S.
[00:32:15.595 --> 00:32:18.037]  citizens just like you, starting in 1985.
[00:32:19.298 --> 00:32:26.225]  Gold ownership can help protect your financial future, especially when our national debt is spiraling out of control.
[00:32:26.225 --> 00:32:34.253]  Many smart Americans have kept their retirements from being wiped out during America's financial crisis thanks to physical gold coins.
[00:32:34.253 --> 00:32:36.896]  I strongly urge you to call the U.S.
[00:32:36.896 --> 00:32:39.778]  Money Reserve at 1-866-944-GOLD or go online to usmoneyreserve.com
[00:32:43.542 --> 00:32:49.326]  As for a special gold guide with new, never-before-released information about gold from the U.S.
[00:32:49.326 --> 00:32:57.752]  Money Reserve, call 1-866-944-GOLD or go online to usmoneyreserve.com.
[00:32:57.752 --> 00:32:58.933]  I'm Michael Reagan.
[00:32:58.933 --> 00:33:04.516]  Thank you.
[00:33:04.516 --> 00:33:07.358]  Oh yeah, it's a cheesy song, but everybody knows they love it.
[00:33:07.358 --> 00:33:08.579]  So I'll admit, I don't think it's cheesy.
[00:33:08.579 --> 00:33:09.360]  I like it.
[00:33:09.360 --> 00:33:09.920]  Crank it up.
[00:33:09.920 --> 00:33:10.801]  It's the Eye of the Tiger.
[00:33:15.267 --> 00:33:15.987]  I'll run with this.
[00:33:15.987 --> 00:33:17.888]  Playing them on the radio.
[00:33:17.888 --> 00:33:20.769]  My car.
[00:33:20.769 --> 00:33:24.890]  Pull up.
[00:33:24.890 --> 00:33:25.371]  Red light.
[00:33:25.371 --> 00:33:26.211]  Look over at the ladies.
[00:33:26.211 --> 00:33:28.692]  Of course, you married guy can't do that.
[00:33:28.692 --> 00:33:31.893]  It's the eye of the tiger, baby!
[00:33:31.893 --> 00:33:33.553]  Not acting confident.
[00:33:33.553 --> 00:33:35.174]  I am confident.
[00:33:35.174 --> 00:33:36.855]  Confident in the truth.
[00:33:36.855 --> 00:33:40.296]  Confident in my love of humanity.
[00:33:40.296 --> 00:33:42.677]  Rising up.
[00:33:42.677 --> 00:33:43.297]  Thrill of the fight.
