[00:00:07.785 --> 00:00:10.406]  Ladies and gentlemen, wow!
[00:24:33.234 --> 00:24:45.120]  And then I flip to another article in the Science Stack about how moderate sunlight is essential to your immune system, to not being depressed, to being healthy, to having good hormone rates.
[00:24:45.120 --> 00:24:48.542]  It raises your testosterone and other key hormones you need.
[00:24:48.542 --> 00:24:51.043]  People wonder why they don't have good sperm counts, you name it.
[00:24:51.043 --> 00:24:52.684]  Your body thinks you're dying.
[00:24:52.684 --> 00:24:54.185]  It thinks you live in a cave.
[00:24:54.185 --> 00:24:55.666]  It thinks you're a prisoner.
[00:24:55.666 --> 00:24:59.268]  Everybody knows prisoners are unhealthy that are in supermaxes from no sunlight.
[00:25:01.067 --> 00:25:15.359]  And then I remember, oh my gosh, it's Cass Sunstein, the White House regulations czar, who comes up with legislation that Obama and the globalists want, one of the most important people in the administration.
[00:25:15.359 --> 00:25:24.267]  And he's a guy that wrote not one, but two papers at Harvard and Chicago Business School calling for fining people 10,000 smackers.
[00:25:28.433 --> 00:25:36.878]  If you quote, put out fake news, and he said a government body headed up by the State Department, so we now know whose plan this is.
[00:25:36.878 --> 00:25:40.961]  It's Cass Sunstein!
[00:25:40.961 --> 00:25:46.084]  Eight years later, this thing got, you know, shot down early in 2008, 2000.
[00:25:46.084 --> 00:25:49.026]  That was early 2008, 2009.
[00:25:49.026 --> 00:25:52.488]  So think about that.
[00:25:52.488 --> 00:25:54.969]  I mean, he got shot down even before Obama got into office.
[00:25:54.969 --> 00:25:55.630]  This was a big deal.
[00:25:58.049 --> 00:26:01.412]  But now they're back.
[00:26:01.412 --> 00:26:03.093]  And that shows what control freaks they are.
[00:26:03.093 --> 00:26:05.355]  So here's some of the articles.
[00:26:05.355 --> 00:26:10.839]  Obama informations are confronted over banned conspiracy theories paper.
[00:26:10.839 --> 00:26:11.640]  That's a close quote.
[00:26:14.113 --> 00:26:19.838]  Claims to have no memory of saying free speech should be taxed, even though he wrote two different papers.
[00:26:19.838 --> 00:26:23.702]  And there's video of him being confronted by We Are Change founder, Luke Radowsky.
[00:26:23.702 --> 00:26:29.808]  We should do a special report on this for the Nightly News tonight, or get Luke on to talk about that.
[00:26:29.808 --> 00:26:30.828]  Here's another one.
[00:26:30.828 --> 00:26:33.751]  This is Salon of all groups criticizing it.
[00:26:33.751 --> 00:26:38.375]  Back when the left would still say stuff like that was wrong, remember?
[00:26:38.375 --> 00:26:38.776]  This is in
[00:26:42.284 --> 00:26:47.066]  2009, Obama's confidant's spine-chilling proposal.
[00:26:47.066 --> 00:26:51.268]  Oh yeah, I forgot, it's his best buddy.
[00:26:51.268 --> 00:26:55.790]  He's the head of the Office of Information and Regulatory Affairs.
[00:26:55.790 --> 00:26:59.752]  You can read his paper here from Harvard.
[00:26:59.752 --> 00:27:01.853]  And then it says, ban people
[00:27:04.853 --> 00:27:06.835]  Saying the sun is good for you.
[00:27:06.835 --> 00:27:09.618]  That's some of the litmus test of what he says.
[00:27:09.618 --> 00:27:10.639]  You go, man, that's crazy.
[00:27:10.639 --> 00:27:12.320]  Everybody knows you need some sun.
[00:27:12.320 --> 00:27:13.161]  That's the whole point.
[00:27:13.161 --> 00:27:20.748]  They want to set the parameters where they can ban anything they want whenever they want.
[00:27:20.748 --> 00:27:26.494]  Now, if you fast forward to 2016, again, I'm not trying to give Matt Taibbi credit because he does a lot of things that are wrong.
[00:27:26.494 --> 00:27:28.496]  He says things about me that aren't true, but at least
[00:27:29.565 --> 00:27:36.169]  He'll come out and report that the Federal Reserve's private and that the globalists are rigging global stock markets and interest rates and currency rates.
[00:27:36.169 --> 00:27:38.510]  And he had an article.
[00:27:38.510 --> 00:27:44.454]  The Washington Post blacklist story, which was about me and Drudge, is shameful and disgusting.
[00:27:44.454 --> 00:27:45.675]  The Capitol's paper record
[00:27:47.045 --> 00:27:49.827]  Crashes legacy media on iceberg.
[00:27:49.827 --> 00:27:54.850]  You know, you call for blacklist and for banning, Drudge Report, InfoWars, and Breitbart.
[00:27:54.850 --> 00:27:57.772]  Man, that is red alert, ladies and gentlemen.
[00:27:57.772 --> 00:28:02.214]  But baby, they ain't just calling for it now.
[00:28:02.214 --> 00:28:12.661]  They've got such dumbed-down pseudo-intellectual supporters of the Democratic Party that they think they can get away with actually shutting down the free press in this country.
[00:28:16.308 --> 00:28:20.129]  And it all comes out of Cass Sunstein, so everybody's got to look at this.
[00:28:20.129 --> 00:28:29.531]  Writers, researchers, go into his papers, go into his statements, and then just notice it all parallels what they're now doing.
[00:28:29.531 --> 00:28:30.671]  You want to know the plan?
[00:28:30.671 --> 00:28:37.212]  Here it is from the regulations czar that wrote up mock laws that they're now starting to adopt.
[00:28:37.212 --> 00:28:39.413]  In fact, Obama signed it on Friday night.
[00:28:41.283 --> 00:28:43.585]  Oh, I know I'm a conspiracy theorist.
[00:28:43.585 --> 00:28:48.308]  No, if I see a big hurricane coming in to say South Florida, I know you better move to high ground.
[00:28:48.308 --> 00:28:49.509]  It's not a conspiracy theory.
[00:28:49.509 --> 00:28:55.714]  It's called if I got a fire going in my fireplace, I shouldn't stick my hand in it.
[00:28:55.714 --> 00:29:02.038]  Or if I see a fish under the water bite on my line and I've got the fish on the line, I know that I just caught a fish.
[00:29:02.038 --> 00:29:07.523]  Well, I knew Obama would probably sign the NDAA over Christmas because that's when they tend to do stuff.
[00:29:08.342 --> 00:29:18.030]  He never cut out the trillion plus dollar program, a billion and a half dollars apiece for that new crappy fighter.
[00:29:18.030 --> 00:29:20.471]  Listeners kept correcting me, I kept saying a billion, I got all these emails.
[00:29:20.471 --> 00:29:21.712]  No, it's a billion and a half, Alex.
[00:29:21.712 --> 00:29:23.113]  You're like, oh wow, you're right.
[00:29:23.113 --> 00:29:28.057]  Some say with cost overruns, two billion apiece.
[00:29:28.057 --> 00:29:32.140]  But buried in the NDAA is the total federalization of the news media.
[00:29:32.140 --> 00:29:33.521]  That's coming up, the details.
[00:29:33.521 --> 00:29:35.163]  This is so crazy.
[00:29:36.451 --> 00:29:40.574]  And I'm going to get into the AI spy systems they're going to trick you into putting in your house.
[00:29:40.574 --> 00:29:43.976]  Straight ahead as well and get into the next shoe to drop.
[00:29:43.976 --> 00:29:46.297]  What is Obama really doing?
[00:29:46.297 --> 00:29:48.378]  Basically saying Israel's illegitimate.
[00:29:48.378 --> 00:29:50.319]  Get ready for major war.
[00:29:50.319 --> 00:29:51.020]  Stay with us.
[00:29:51.020 --> 00:29:52.401]  We're on the march.
[00:29:52.401 --> 00:29:54.942]  The empire's on the run.
[00:29:54.942 --> 00:29:57.624]  Alex Jones and the GCN Radio Network.
[00:30:01.733 --> 00:30:08.175]  Well, you've heard of the famous shopping day, Black Friday, but now in America, a new shopping adventure has emerged.
[00:30:08.175 --> 00:30:10.596]  Bloody Monday!
[00:30:10.596 --> 00:30:17.478]  Zombie Nation cascaded into dozens of malls across America the day after Christmas, willing to shed blood for that holiday gift.
[00:30:17.478 --> 00:30:18.839]  No wait, Christmas is over.
[00:30:18.839 --> 00:30:22.900]  That special purchase, or theft, to finish their 2016 strong.
[00:30:22.900 --> 00:30:27.902]  Fights, evacuations, SWAT teams, gunshots, arrests, and all the deals, deals, deals, deals.
[00:30:27.902 --> 00:30:31.163]  Problem was, many of the malls were evacuated or even shut down.
[00:30:31.363 --> 00:30:40.049]  Police are saying there were no major injuries, no weapons found, dozens of arrests made, and they believe the gunshot sound was a firework set as a diversion from the theft that was happening.
[00:30:40.049 --> 00:30:43.591]  You can witness the chaos for yourself as videos are circulating the internet.
[00:30:43.591 --> 00:30:45.372]  So the inaugural Bloody Monday.
[00:30:45.372 --> 00:30:48.514]  All this chaos organically broke out just a day after Christmas.
[00:30:48.514 --> 00:30:50.456]  What does that say about the state of the nation?
[00:30:50.456 --> 00:30:51.737]  Are people that crazy?
[00:30:51.737 --> 00:30:53.037]  Are people that desperate?
[00:30:53.037 --> 00:30:58.841]  Unfortunately for CNN, they cut their final edit of Obama's legacy before the inaugural Bloody Monday.
[00:30:58.841 --> 00:31:01.043]  This is Owen Troyer for InfoWars.com.
[00:31:01.443 --> 00:31:07.985]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[00:31:07.985 --> 00:31:11.206]  Dr. Grip, you took years for you to develop DNA Force for us.
[00:31:11.206 --> 00:31:16.787]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[00:31:16.787 --> 00:31:22.909]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[00:31:22.909 --> 00:31:26.190]  Telomeres are the little cups on the end of our chromosomes.
[00:31:26.190 --> 00:31:27.630]  And when it runs out, you start dying.
[00:31:27.850 --> 00:31:32.152]  We chose the PQQ because it has over 175 different clinical trials.
[00:31:32.152 --> 00:31:35.093]  It's one of the most effective substances in the world.
[00:31:35.093 --> 00:31:36.774]  It works like an antioxidant.
[00:31:36.774 --> 00:31:40.215]  It works to repair nerve growth factor.
[00:31:40.215 --> 00:31:42.816]  So this is a formula to deliver the maximum amount.
[00:31:42.816 --> 00:31:43.857]  It's in powder form.
[00:31:43.857 --> 00:31:46.738]  We have so many five-star reviews.
[00:31:46.738 --> 00:31:47.458]  I take this.
[00:31:47.458 --> 00:31:49.279]  This is the product that I take.
[00:31:49.279 --> 00:31:51.240]  Infowarslife.com and the profit we make.
[00:31:52.061 --> 00:31:52.863]  We fight the Globals.
[00:31:52.863 --> 00:31:54.005]  We fight the New World Order.
[00:31:54.005 --> 00:31:58.176]  Secure your DNA Force today at InfoWarsLive.com or call toll free 888-253-3139.
[00:32:01.698 --> 00:32:03.999]  Electrify your day with Secret 12.
[00:32:03.999 --> 00:32:05.559]  It's like lightning in a bottle.
[00:32:05.559 --> 00:32:09.460]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:32:09.460 --> 00:32:17.403]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:32:17.403 --> 00:32:22.364]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:32:22.364 --> 00:32:27.826]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:32:28.166 --> 00:32:35.973]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:32:35.973 --> 00:32:40.677]  It pairs two forms of vitamin B12 into one explosive formula.
[00:32:40.677 --> 00:32:49.485]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[00:32:49.685 --> 00:32:53.234]  Electrify your mind and body and take your health to the next level.
[00:32:53.234 --> 00:32:57.163]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:32:57.163 --> 00:32:58.787]  That's InfoWarsLife.com.
[00:33:01.974 --> 00:33:02.595]  We've got it.
[00:33:02.595 --> 00:33:09.102]  This transmission is coming to you.
[00:33:09.102 --> 00:33:13.487]  Waging war on corruption.
[00:33:13.487 --> 00:33:19.154]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:27.337 --> 00:33:27.857]  I said...
[00:33:55.598 --> 00:33:56.998]  It's on record.
[00:33:56.998 --> 00:33:58.038]  They call us fake news.
[00:33:58.038 --> 00:34:00.979]  That's why we throw it in their face that we put the accurate polls out.
[00:34:00.979 --> 00:34:02.819]  We told you Trump was gonna win.
