[00:00:10.931 --> 00:00:11.532]  Is the U.S.
[00:27:28.870 --> 00:27:31.952]  And right before Obamacare was being rammed through,
[00:27:33.550 --> 00:27:35.292]  I was in the paper and stuff, fighting it.
[00:27:35.812 --> 00:27:40.156]  It was how I was so racist and evil because this was a black man and I didn't want him to succeed.
[00:27:40.176 --> 00:27:41.377]  I mean, this is just crazy talk.
[00:27:44.099 --> 00:27:49.504]  And I remember the people that worked there started getting grumpy towards me and not talking to me, which was fine.
[00:27:51.225 --> 00:28:00.573]  And then as soon as Obamacare went through and they all got cut to part-time and they didn't get the free health care they'd been promised, they all, I mean, when I say all, I mean dozens of people came over.
[00:28:01.519 --> 00:28:02.759]  And apologize to me.
[00:28:04.800 --> 00:28:06.540]  Including city workers that would go there and swim.
[00:28:06.620 --> 00:28:07.700]  It's like the government hangout.
[00:28:08.701 --> 00:28:10.281]  And go, my God, I'm being cut.
[00:28:11.241 --> 00:28:12.182]  My prices are going up.
[00:28:12.242 --> 00:28:21.404]  And then, I don't really go to the hospital, but if I get an infection, or I think I pull a muscle, I go to one of these clinics.
[00:28:21.424 --> 00:28:23.664]  I've been going to the same one for 20 years.
[00:28:24.645 --> 00:28:28.425]  Because I know the doctors and people that work there, and their listeners.
[00:28:29.086 --> 00:28:30.286]  And I'll sit there in the waiting room,
[00:28:32.261 --> 00:28:34.182]  Probably an hour, like you do sometimes when you go to a clinic.
[00:28:34.642 --> 00:28:36.463]  And I watch all these old women go up to the counter.
[00:28:37.784 --> 00:28:41.505]  For some reason, the first time I went in right after Obamacare went in, it was mainly old black women.
[00:28:41.745 --> 00:28:43.266]  For whatever reason we're in this clinic, I was going to.
[00:28:43.846 --> 00:28:46.328]  They'd walk over and they'd be getting their checkup or getting their medicine.
[00:28:46.348 --> 00:28:48.649]  They'd be like, but that's not right, it used to be.
[00:28:49.744 --> 00:28:50.865]  It used to be $40, now it's $180.
[00:28:50.965 --> 00:28:53.447]  And they'd be whispering, they'd be, why?
[00:28:53.647 --> 00:28:55.608]  And I'd be turning the TV down so I could listen.
[00:28:55.628 --> 00:28:56.889]  And they'd be, why?
[00:28:57.369 --> 00:28:59.351]  And they'd say, we're sorry, ma'am, it's the Affordable Care Act.
[00:29:00.071 --> 00:29:01.692]  It's not us, it's just what it is now.
[00:29:02.293 --> 00:29:03.533]  That's gonna hurt me.
[00:29:05.595 --> 00:29:06.936]  And who was really hurting was me.
[00:29:08.077 --> 00:29:08.877]  See, I care.
[00:29:09.478 --> 00:29:10.939]  I don't want to screw over some old lady.
[00:29:12.800 --> 00:29:13.440]  Let me tell you something.
[00:29:14.881 --> 00:29:17.003]  You read these WikiLeaks, what Hillary thinks about you,
[00:29:18.126 --> 00:29:22.147]  You basement dwelling baristas, you underemployed dumbass scum.
[00:29:23.568 --> 00:29:26.288]  She's gonna rule you and suck what you got right out.
[00:29:26.928 --> 00:29:29.769]  This is a woman that steals everything, everywhere she goes.
[00:29:29.789 --> 00:29:30.469]  A kleptocrat.
[00:29:31.190 --> 00:29:32.010]  She's a kleptomaniac.
[00:29:33.430 --> 00:29:36.191]  I mean, and I harp on that because that's confirmed and admitted.
[00:29:36.911 --> 00:29:38.832]  She wants to hurt you.
[00:29:39.652 --> 00:29:41.693]  And she's going to hurt you bad.
[00:29:42.593 --> 00:29:44.013]  You think you've been hurt so far?
[00:29:44.513 --> 00:29:46.574]  The breaking of this country has just begun.
[00:29:47.799 --> 00:29:52.484]  They want to make you a permanent, dumbed-down, poor people to control.
[00:29:53.305 --> 00:29:55.887]  They want permanent peons.
[00:29:56.688 --> 00:29:57.229]  Peons.
[00:29:57.809 --> 00:29:58.650]  Serfs on the land.
[00:29:59.151 --> 00:30:00.072]  We're on the march.
[00:30:00.552 --> 00:30:02.154]  The Empire's on the run.
[00:30:03.075 --> 00:30:05.778]  Alex Jones and the GCN Radio Network.
[00:30:10.083 --> 00:30:14.105]  Hey there, this is Joe Biggs with InfoWars.com with a fun and exciting report by The Sun.
[00:30:14.165 --> 00:30:15.785]  He virtually rubbed my crotch.
[00:30:15.845 --> 00:30:18.486]  Woman sexually assaulted in virtual reality.
[00:30:18.566 --> 00:30:23.448]  The VR version was trying out the new technology for the first time with a game called Weaver.
[00:30:23.548 --> 00:30:28.310]  With a man using the pseudonym BigBro442 virtually groped her.
[00:30:28.490 --> 00:30:30.331]  We have decided not to name the woman.
[00:30:30.411 --> 00:30:35.454]  She wrote, In between a wave of zombies and demons to shoot down, I was hanging out next to Big Bro 442.
[00:30:35.554 --> 00:30:42.038]  Suddenly, Big Bro 442's disembodied helmet faced me dead on, and he started virtually rubbing my chest.
[00:30:42.158 --> 00:30:48.282]  The woman's first foray into virtual reality started off well as the experience won me over, lock, stock, and barrel.
[00:30:48.302 --> 00:30:53.045]  But just after three minutes in the virtual world, Big Bro 442 showed up and ruined everything.
[00:30:53.085 --> 00:30:53.726]  The woman cried,
[00:30:54.366 --> 00:30:56.970]  Stop to deter the heavy tack breather.
[00:30:57.050 --> 00:31:06.265]  Big Bro 442 came back at her again and she added, women after all are supposed to be cool and take on any form of sexual harassment with a laugh but I still told him stop.
[00:31:06.465 --> 00:31:09.450]  You can find more reports like this at InfoWars.com
[00:31:09.990 --> 00:31:15.254]  If you look at Bill Clinton, far worse, minor words, and his was action.
[00:31:15.855 --> 00:31:17.376]  His was what he's done to women.
[00:31:17.416 --> 00:31:23.080]  There's never been anybody in the history of politics in this nation that's been so abusive to women.
[00:31:23.320 --> 00:31:25.622]  Bill Clinton was abusive to women.
[00:31:25.982 --> 00:31:32.167]  Hillary Clinton attacked those same women and attacked them viciously, four of them here tonight.
[00:31:32.287 --> 00:31:37.591]  So much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[00:31:48.427 --> 00:31:51.170]  There is an information warfare happening right now.
[00:31:52.031 --> 00:31:53.492]  It's a fight for our minds.
[00:31:54.153 --> 00:31:56.095]  And InfoWars.com is on the front lines.
[00:31:56.416 --> 00:32:00.620]  Download our free multimedia app at InfoWars.com forward slash app.
[00:32:00.760 --> 00:32:04.104]  It's free, it's on Droid, it's on Apple, you name it.
[00:32:04.184 --> 00:32:05.746]  InfoWars.com forward slash app.
[00:32:09.949 --> 00:32:18.956]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:32:19.056 --> 00:32:27.282]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:27.463 --> 00:32:32.166]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:32:32.346 --> 00:32:35.989]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[00:32:37.210 --> 00:32:37.790]  We're good to go.
[00:33:01.164 --> 00:33:07.305]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:33:07.465 --> 00:33:26.449]  Available at Infowarslife.com If you are receiving this transmission, you are the resistance.
[00:33:27.910 --> 00:33:36.292]  Live from the Infowars.com studios, it's Alex Jones.
[00:33:36.772 --> 00:33:49.275]  I've got stacks of news about health departments failing because of all the new diseases, the flesh-eating bacteria, the TB, the STDs, even the leprosy.
[00:33:51.315 --> 00:33:54.316]  The country has been deactivated.
[00:33:56.049 --> 00:33:58.790]  The switches of our life support are being flipped off.
[00:34:00.931 --> 00:34:06.613]  The deindustrialization, the only way to bring down the United States, is now being implemented.
[00:34:08.294 --> 00:34:14.636]  And it's being done by people who we have in triplicate, via WikiLeaks and other sources.
[00:34:15.677 --> 00:34:18.978]  It's being done by people that are engaged in this activity consciously.
[00:34:21.099 --> 00:34:24.020]  Now I want to go over Obamacare and the latest developments with that.
[00:34:25.285 --> 00:34:26.685]  But I want to explain to everybody.
[00:34:28.065 --> 00:34:29.086]  We have the WikiLeaks.
[00:34:29.366 --> 00:34:30.586]  We have Ezekiel Emanuel.
[00:34:32.146 --> 00:34:33.606]  We have the Congressional Testimony.
[00:34:35.827 --> 00:34:43.628]  They always wanted to throw out the old crop of doctors that made the United States have the best healthcare system in the world.
[00:34:44.608 --> 00:34:53.150]  So that you would adopt the socialist model, where there's a doctor on every corner, but there's no MRI machines, there's no drugs, there's no treatment.
[00:34:54.838 --> 00:34:55.639]  You hurt your knee?
[00:34:55.659 --> 00:34:56.259]  Here's a cane.
[00:34:56.800 --> 00:34:57.420]  Going blind?
[00:34:57.480 --> 00:34:58.061]  Here's a cane.
[00:35:00.723 --> 00:35:01.263]  Got the flu?
[00:35:01.303 --> 00:35:01.964]  Go home and die.
[00:35:05.787 --> 00:35:08.689]  And this is what Big Pharma wants that runs healthcare.
[00:35:10.110 --> 00:35:11.031]  So this is their plan.
[00:35:11.651 --> 00:35:12.932]  This is their modus operandi.
[00:35:13.052 --> 00:35:14.974]  And understand something.
[00:35:15.114 --> 00:35:16.315]  That's not our opinion.
[00:35:16.355 --> 00:35:17.576]  I'm going to show you the WikiLeaks.
[00:35:17.656 --> 00:35:18.577]  You can Google it for yourself.
[00:35:18.997 --> 00:35:19.498]  WikiLeaks.
[00:35:20.278 --> 00:35:22.220]  Hillary wanted Obamacare to fail.
[00:35:25.350 --> 00:35:47.461]  But what's frustrating is, when I'm listening to local news, I don't even hear conservative talk show hosts point out that it was supposed to be free for most people and be the cost of a phone bill for others and was going to massively reduce prices and give us all these wonderful choices, when they knew the entire time that that's not what it was.
[00:35:49.562 --> 00:35:49.722]  Okay?
[00:35:49.742 --> 00:35:52.484]  So I'm going to get to all that in a presentation
[00:35:53.973 --> 00:36:04.396]  And then you're welcome once we put it out on the podcast or put it on YouTube or Facebook, you know, tonight to take the clip that we're about to break down and send it to friends and family and just say, listen, do you want to be conned the rest of your life?
[00:36:04.436 --> 00:36:05.136]  Because here's the deal.
[00:36:05.596 --> 00:36:09.737]  Hillary gets in, she's going to complete her program and that's in the emails.
[00:36:10.197 --> 00:36:15.339]  Now we told you this back at the time because we understand their blueprint, but now it's confirmed.
[00:36:15.419 --> 00:36:16.379]  And I got to be honest with you.
[00:36:19.680 --> 00:36:21.600]  It's hard to believe they're this diabolical.
[00:36:21.801 --> 00:36:23.241]  I mean, even for me and
[00:36:26.050 --> 00:36:28.792]  I understand this is scary stuff to talk about, but it's what's happening.
[00:36:30.654 --> 00:36:32.996]  They know Obamacare will bankrupt the economy.
[00:36:33.036 --> 00:36:35.978]  They know it'll shut down small businesses and medium-sized.
[00:36:36.038 --> 00:36:39.141]  They know that's their admitted program.
[00:36:39.661 --> 00:36:41.302]  I keep trying to explain this, people.
[00:36:41.823 --> 00:36:43.124]  They want you broke.
[00:36:43.304 --> 00:36:44.625]  They want you destitute.
[00:36:44.685 --> 00:36:46.687]  They do not want you to be successful.
[00:36:49.829 --> 00:36:51.310]  They want total class warfare.
