[00:00:00.029 --> 00:00:00.090]  You
[00:23:09.560 --> 00:23:16.083]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:23:16.323 --> 00:23:20.404]  Since 2005, thousands have depended on Berkey Purified Water.
[00:23:20.585 --> 00:23:25.006]  The Berkey guy provides the lowest price filtration systems in every size.
[00:23:25.206 --> 00:23:30.749]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:23:30.769 --> 00:23:30.869]  877-886-3653.
[00:23:30.909 --> 00:23:31.249]  GoBerkey.com
[00:23:39.312 --> 00:23:42.634]  So you've got to take a state construction license exam or certification.
[00:23:42.775 --> 00:23:45.076]  Can't decide on what books or what chapters to study?
[00:23:45.216 --> 00:23:49.539]  Discover right now how you can eliminate unnecessary books and wasted study time.
[00:23:49.779 --> 00:23:57.165]  At ContractorExam.com, our study materials zero in on state-required test topics in an effective, multiple-choice format.
[00:23:57.345 --> 00:24:04.790]  So whether you're a plumber, electrician, general contractor, or other construction-related trade, ContractorExam.com will help get you prepared.
[00:24:05.010 --> 00:24:08.793]  Visit us at www.ContractorExam.com today.
[00:24:43.163 --> 00:24:55.137]  Whether they're honeybees, or wolves, or canine familiarists, the family dog.
[00:24:56.638 --> 00:25:03.206]  Whether it's a bison on the plains,
[00:25:05.492 --> 00:25:06.313]  Of North America.
[00:25:08.414 --> 00:25:12.775]  Or a mule.
[00:25:12.916 --> 00:25:13.496]  Or dolphins.
[00:25:16.097 --> 00:25:18.238]  Every higher order species.
[00:25:20.118 --> 00:25:23.180]  Fire ants even.
[00:25:23.200 --> 00:25:24.420]  Defend their young.
[00:25:26.801 --> 00:25:27.842]  And cherish their young.
[00:25:30.343 --> 00:25:30.863]  You can have
[00:25:32.803 --> 00:25:46.290]  20 foot great white shark and one female dolphin protecting her pup will attack that great white shark even though she's only 5 feet long, 6 feet long and will drive that shark away.
[00:25:51.012 --> 00:25:56.415]  That's not feminism, that's not male power, that's not female power, that's mammal power.
[00:25:57.631 --> 00:26:05.116]  And mammals are known, really more than any species, to become highly agitated and vicious in the defense of their young.
[00:26:05.497 --> 00:26:15.404]  There's many documented cases by fire departments and police departments of a mother picking a multi-thousand pound car up off of their baby that's screaming in pain.
[00:26:15.424 --> 00:26:24.851]  Because the governor isn't there anymore and a woman that couldn't normally squat 200 pounds can suddenly squat over 1,000, 1,500, 2,000 it's been estimated.
[00:26:27.998 --> 00:26:33.282]  Because their child is screaming and bleeding and begging and they black out and they pick the car up.
[00:26:36.364 --> 00:26:38.885]  Now that's hardwired into us for a reason.
[00:26:40.907 --> 00:26:44.749]  It's a base level program.
[00:26:45.610 --> 00:26:47.011]  It's called a drive state.
[00:26:49.152 --> 00:26:50.353]  Sex is a drive state.
[00:26:50.754 --> 00:26:52.255]  Being hungry is a drive state.
[00:26:53.636 --> 00:26:55.377]  Needing to go to the bathroom is a drive state.
[00:26:56.037 --> 00:26:56.898]  But the strongest
[00:26:58.061 --> 00:27:04.426]  Isn't sex, isn't even food, protecting the young?
[00:27:05.307 --> 00:27:07.789]  And what is the most important thing we can understand in this world?
[00:27:07.809 --> 00:27:12.712]  And I'm going to play this clip after the break.
[00:27:15.775 --> 00:27:20.859]  If we don't care about our young, it means we don't care about ourselves.
[00:27:21.579 --> 00:27:22.560]  We don't care about our old.
[00:27:23.541 --> 00:27:27.524]  And if we don't care about our young and our old and our unborn, we don't care about our veterans.
[00:27:28.666 --> 00:27:30.187]  And it means nobody's going to care about us.
[00:27:31.027 --> 00:27:38.691]  And the yuppie, the trendy, they always want to socially run up a flag that they're not racist, or they give to charity, or they care about the earth.
[00:27:39.071 --> 00:27:48.136]  But statistically, you can pull it up in major university studies from Canada and England, six or more times likely to steal, to not give to charity, and to lie.
[00:27:49.977 --> 00:27:53.859]  Those that keep socially signaling that they're morally superior and better.
[00:27:56.493 --> 00:28:06.060]  Whereas conservatives and libertarians are, globally, the biggest givers, and the people that don't tell you when they make a donation, or don't tell you how much.
[00:28:08.641 --> 00:28:13.825]  Because it almost ruins it when you do that, unless you're doing it as an example to get others to give to a good cause.
[00:28:17.608 --> 00:28:20.690]  If we don't care about the unborn, we don't care about anybody.
[00:28:22.233 --> 00:28:29.056]  And of course, that's just a common sense thing that a normal person has, but they've engineered that out of us with the modern culture.
[00:28:29.096 --> 00:28:33.518]  Here's the article, CNS News, it's up on InfoWars.com with the audio, the video.
[00:28:34.658 --> 00:28:36.759]  Bioethicist, we're gonna play it when we come back.
[00:28:37.720 --> 00:28:40.041]  Listen to these key words, this is the most important thing ever.
[00:28:42.102 --> 00:28:45.923]  We have commodified babies and baby parts.
[00:28:48.804 --> 00:28:49.865]  Like pork bellies,
[00:28:51.883 --> 00:28:52.743]  And chicken eggs.
[00:28:54.664 --> 00:28:58.566]  We have dehumanized ourselves.
[00:29:00.187 --> 00:29:10.831]  Ladies and gentlemen, at least these babies go through pain, and it's horrible, but at least it's not as completely conscious as a child or an adult.
[00:29:10.911 --> 00:29:11.511]  It's horrible.
[00:29:12.252 --> 00:29:13.592]  But let me tell you something.
[00:29:14.473 --> 00:29:19.535]  The fact that for 30 years they've been growing humanoid chimeras in utero,
[00:29:20.677 --> 00:29:22.058]  I've been talking about this for 20 years on air.
[00:29:24.499 --> 00:29:29.262]  I couldn't believe it when it was in trade publications 20 years ago.
[00:29:29.282 --> 00:29:29.703]  21 years ago.
[00:29:31.224 --> 00:29:34.406]  And no one believed me, even when it was in the BBC 18 years ago.
[00:29:35.206 --> 00:29:38.188]  They said yes in South Korea and yes in Costa Rica and other areas.
[00:29:38.828 --> 00:29:46.033]  They are growing embryos where there aren't laws against it, up to larger size in mammals, like cows and pigs.
[00:29:46.653 --> 00:29:49.475]  And so that they're not rejected, they've been engineered to be part animal.
[00:29:51.872 --> 00:30:05.243]  Now, again, I keep harping on this because it's the loss of humanity and not caring and losing that instinct to say no and have our young torn apart that lowers our spiritual defenses.
[00:30:05.403 --> 00:30:06.764]  I'll explain it when we come back.
[00:30:07.445 --> 00:30:08.246]  It opens the gate.
[00:30:10.165 --> 00:30:11.125]  Hey there, how's it going?
[00:30:11.205 --> 00:30:13.486]  This is Joe Biggs with InfoWars.com.
[00:30:13.606 --> 00:30:14.927]  Tonight's the big night, isn't it?
[00:30:15.027 --> 00:30:25.670]  You're gonna take your girlfriend out, walk down the beach, maybe have dinner, in hopes that tonight is the night you'll finally ask her, does she watch InfoWars.com?
[00:30:25.810 --> 00:30:27.991]  And if she says yes, then you know you gotta keep her.
[00:30:28.171 --> 00:30:41.726]  So bring her on over to your place, open up your laptop, go to infowars.com forward slash show and watch tonight's live coverage of the GOP debate as we break through and smash the lies and disinformation in real time.
[00:30:41.907 --> 00:30:42.487]  She'll love it.
[00:30:42.587 --> 00:30:43.088]  You'll love it.
[00:30:43.108 --> 00:30:46.612]  You'll both have a great conversation and both be better people because of it.
[00:30:46.732 --> 00:30:48.694]  It's a win-win scenario for both of you.
[00:30:48.814 --> 00:30:50.835]  And then afterwards, maybe you guys can double date.
[00:30:50.875 --> 00:30:54.258]  Get another couple to come by and show them what's going on over there as well.
[00:30:54.378 --> 00:31:01.424]  Because we'll give you the truth behind what's really going on that CNN, Fox News, and Skeletor Kelly will not tell you.
[00:31:01.604 --> 00:31:02.965]  Tune in tonight at 7 p.m.
[00:31:03.005 --> 00:31:06.108]  Central Standard Time at InfoWars.com.
[00:31:10.111 --> 00:31:13.094]  A clean, toxic-free body is the foundation of true health.
[00:31:13.314 --> 00:31:15.476]  Deep Cleanse by Infowarslife.com.
[00:31:15.676 --> 00:31:22.382]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:31:22.682 --> 00:31:27.867]  Using our proprietary multi-step extraction technology, Deep Cleanse is our most affordable all-in-one cleanser.
[00:31:28.007 --> 00:31:36.995]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanse doesn't hold back.
[00:31:37.415 --> 00:31:46.037]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:31:46.297 --> 00:31:53.199]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spike G-Rex herbal processing technique.
[00:31:53.379 --> 00:31:58.740]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best
[00:31:59.040 --> 00:32:04.508]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[00:32:04.668 --> 00:32:06.630]  That's Infowarslife.com or call 888-253-3139.
[00:32:09.875 --> 00:32:10.335]  Hey, everyone!
[00:32:10.695 --> 00:32:12.956]  Pharmacist Ben Fuchs here, host of The Bright Side.
[00:32:12.976 --> 00:32:16.556]  And as many of you know, I'm on a mission to help Americans get and stay healthy.
[00:32:16.836 --> 00:32:18.417]  You've all heard the shocking statistics.
[00:32:18.897 --> 00:32:28.819]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[00:32:29.179 --> 00:32:35.160]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[00:32:35.640 --> 00:32:55.974]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work, you need to check out InfoWarsTeam.com.
[00:32:56.394 --> 00:32:58.316]  Give your body the gift of good nutrition.
[00:32:58.356 --> 00:32:58.756]  Head over to
[00:32:58.956 --> 00:33:00.516]  Infowarsteam.com.
[00:33:00.797 --> 00:33:02.537]  Your body will be very grateful.
[00:33:02.637 --> 00:33:05.518]  On the web at Infowarsteam.com.
[00:33:05.678 --> 00:33:07.919]  That's Infowarsteam.com.
[00:33:19.142 --> 00:33:23.583]  Rallying patriots worldwide in defense of human liberty.
[00:33:24.163 --> 00:33:25.664]  It's Alex Jones.
[00:33:42.355 --> 00:33:46.357]  Alright, I'm gonna get into the latest loveless jihad invasion accelerating.
[00:33:47.498 --> 00:34:02.225]  I'm gonna get into the campaign Mitt Romney's vicious, underhanded, treacherous, backstabbing, dishonorable behavior.
[00:34:04.066 --> 00:34:08.508]  I mean, if he's gonna call Trump a phony and a fraud and a conman, deliver the goods.
[00:34:11.203 --> 00:34:12.403]  You know, I'm loyal to a fault.
[00:34:14.044 --> 00:34:30.551]  If I endorse somebody, and they endorse me, and I'm friends with them, and I play golf with them, and I eat dinner with them, as these two have done dozens of times, and then you come out, and you trash them, and you don't even deliver evidence,
[00:34:34.898 --> 00:34:37.402]  I'll admit it, I grew up thinking Texas was nothing special.
[00:34:38.083 --> 00:34:49.701]  I was so sick of, you know, the families all flying Texas flags at their houses and telling me about how illustrious our family was in Texas history and how Texans, you know, real Texans do what they say they're going to do.
[00:34:52.466 --> 00:34:54.407]  I mean, I didn't dislike it, but you're a kid.
[00:34:54.427 --> 00:35:16.075]  You rebel against what your parents and grandparents and, you know, what you hear and everybody with the Texas stuff on their cars and, you know, taking me to memorials and sesquicentennials and Daughters of the Republic of Texas, you know, events and I'm like, oh, mom, dad, why are you involved in this Texas stuff?
[00:35:17.136 --> 00:35:17.936]  Well, it's heritage.
[00:35:17.956 --> 00:35:19.797]  We've got to keep it alive and it's special.
[00:35:22.250 --> 00:35:33.714]  And then all these years later I look back and I realize I was actually at a disadvantage in my life because I grew up around people that didn't cheat, didn't steal, and did what they said they were going to do.
