[00:00:11.803 --> 00:00:13.144]  ...is a complete idiot.
[00:24:36.000 --> 00:24:42.261]  Never mind them brakes.
[00:24:42.361 --> 00:24:44.982]  It is the animating contest of liberty that makes us alive.
[00:24:47.667 --> 00:24:50.230]  Look back in life, it's those fights were the best time, weren't they?
[00:24:51.872 --> 00:24:54.896]  Not that they were fun, but they made you who you are.
[00:24:55.737 --> 00:24:57.399]  You just get stronger and stronger.
[00:24:59.401 --> 00:25:04.768]  And what they're really scared of is that as you progress and become stronger, you transcend their control.
[00:25:06.670 --> 00:25:11.473]  You know, I love the end of this song, but I don't want to sit here and play the whole thing because we've got a long way to go and a short time to get there.
[00:25:11.493 --> 00:25:15.355]  Another way to say it is the woods are lovely, dark, and deep, but I've got miles to go before I sleep.
[00:25:15.395 --> 00:25:26.082]  Can we skip ahead to the end where he goes, Old Smokey's got his ears owned, and he's hot on your tail, and he ain't gonna rest till you're in jail.
[00:25:26.102 --> 00:25:31.185]  So you got to dodge him, you got to duck him, you got to keep that diesel truckin'.
[00:25:32.984 --> 00:25:35.126]  So drop that hammer down and give it hell!
[00:25:36.067 --> 00:25:37.107]  Good old Mr. Reed.
[00:25:40.110 --> 00:25:46.595]  Alright, I've talked to some famous guitarists that say that that little part there at the end, that almost no one else but Jerry Reed could play that.
[00:25:47.416 --> 00:25:48.777]  That little bit of banjo he does at the end.
[00:25:49.258 --> 00:25:50.719]  Nobody else could figure out how to actually play that.
[00:25:51.560 --> 00:25:52.180]  I mean, nobody.
[00:25:52.640 --> 00:25:54.342]  I think maybe Jimi Hendrix might have been able to do it.
[00:25:55.623 --> 00:25:59.066]  Okay, where to start, where to begin, ladies and gentlemen?
[00:26:00.526 --> 00:26:01.506]  This little short segment.
[00:26:02.247 --> 00:26:08.889]  You know, I was thinking during the break why I love Donald Trump despite all his problems, and believe me, I got some too, but I'll be honest, I got some problems with him.
[00:26:10.950 --> 00:26:14.271]  It's that he trolls the mainstream media that's been trolling us forever.
[00:26:15.991 --> 00:26:21.513]  He stands up to all these discredited nobodies and he gives it back to them.
[00:26:23.594 --> 00:26:24.314]  And then he beats them.
[00:26:25.875 --> 00:26:27.075]  And that's what's exciting about it.
[00:26:28.916 --> 00:26:37.759]  But they had so many news articles yesterday, when I say hundreds, that's conservative, attacking Trump saying, Trump's been fact-checked.
[00:26:39.399 --> 00:26:40.220]  He's incorrect.
[00:26:42.640 --> 00:26:42.920]  Why?
[00:26:43.060 --> 00:26:44.041]  No illegals voted.
[00:26:45.080 --> 00:26:46.401]  And no dead people voted.
[00:26:46.521 --> 00:26:49.443]  I even saw news articles going, Trump's crazy.
[00:26:49.483 --> 00:26:51.044]  He thinks dead people voted.
[00:26:51.625 --> 00:26:54.347]  Again, that's preying on their readers, preying on their viewers.
[00:26:54.387 --> 00:27:00.051]  When you say dead people registered to vote, you mean people are voting with the names of dead people.
[00:27:00.431 --> 00:27:02.152]  No one's saying dead people are voting.
[00:27:03.753 --> 00:27:04.534]  PolitiFact.
[00:27:04.754 --> 00:27:07.656]  Oh, they're the ones that told us Obamacare was a great deal.
[00:27:08.116 --> 00:27:14.461]  Donald Trump pants on fire claim that millions of illegals cost him popular victory vote.
[00:27:15.766 --> 00:27:21.362]  No, you've just got California and six other states that let illegals, or it's more than that.
[00:27:22.366 --> 00:27:24.708]  That let illegals vote without driver's license.
[00:27:25.448 --> 00:27:33.414]  It's seven states that passed laws that went to the governor's desk in 2015 and 16 to let illegals vote, but it violated federal law so they couldn't.
[00:27:34.075 --> 00:27:38.158]  So out of one side of their mouth, they're saying, we want the illegals to vote and come on to vote.
[00:27:38.178 --> 00:27:41.000]  We have a Democratic strategist on video with Project Veritas.
[00:27:41.821 --> 00:27:42.441]  Three different ones.
[00:27:42.461 --> 00:27:48.246]  We have the head of the Elections Commission saying, oh, they're bussing people around with dead people's names and illegals voting over and over again.
[00:27:48.306 --> 00:27:48.826]  It's horrible.
[00:27:49.467 --> 00:27:50.227]  And what does the mayor do?
[00:27:50.267 --> 00:27:52.089]  He removes that guy last week for telling the truth.
[00:27:54.997 --> 00:27:58.440]  And then they just say, PolitiFact, there's no proof.
[00:27:59.561 --> 00:28:03.685]  They caught illegals and other people voting repeatedly from Florida to Colorado.
[00:28:06.808 --> 00:28:07.809]  But PolitiFact?
[00:28:09.110 --> 00:28:11.472]  Oh, that won the Pulitzer Prize, ooh!
[00:28:12.072 --> 00:28:14.855]  Is that like the Peace Prize for Henry Kissinger starting all those wars?
[00:28:14.915 --> 00:28:15.636]  Is that another joke?
[00:28:19.379 --> 00:28:20.860]  So, the reality is that
[00:28:23.712 --> 00:28:25.533]  They've had pants on fire about me.
[00:28:25.573 --> 00:28:27.655]  What they do is they misrepresent what I've even said.
[00:28:29.396 --> 00:28:30.677]  Yes, I'm saying the unthinkable.
[00:28:30.757 --> 00:28:32.158]  Mainstream media rigs things.
[00:28:32.198 --> 00:28:33.059]  They rig the debates.
[00:28:33.119 --> 00:28:34.640]  They rig the national polls.
[00:28:34.700 --> 00:28:35.760]  It's all come out in the WikiLeaks.
[00:28:36.461 --> 00:28:42.145]  The New York Times colluded with the Obama administration and Hillary to target people with false stories, to cover up other stories.
[00:28:42.865 --> 00:28:43.426]  We have them.
[00:28:43.526 --> 00:28:43.966]  It's done.
[00:28:44.446 --> 00:28:52.012]  And so they think we're just going to go away after the election, three weeks after, and they're going to announce a fake news initiative and shut all of us down and
[00:28:53.097 --> 00:28:53.837]  Try to censor us.
[00:28:53.897 --> 00:28:54.517]  It's not going to work.
[00:28:56.698 --> 00:29:09.221]  Because people see through them and there are all these new Liberty Bay sites that are so intuitive, so smart, so informed, just exploding everywhere and all these new personalities on Facebook and Twitter and all these new radio shows.
[00:29:09.281 --> 00:29:09.861]  It's beautiful.
[00:29:09.922 --> 00:29:11.242]  My dream is coming true.
[00:29:12.822 --> 00:29:15.883]  And I'm not here tooting my horn, but I want you to know the power of human vision.
[00:29:16.263 --> 00:29:18.824]  When you've studied history, when you've experienced things, when you've lived it.
[00:29:19.990 --> 00:29:22.113]  I saw a renaissance of new media coming.
[00:29:22.514 --> 00:29:30.464]  I saw, if we warned people about globalism with their own quotes about a worldwide corporate plan for total enslavement, that humanity would respond.
[00:29:31.496 --> 00:29:35.499]  And independent media responded, and good people inside our own government agencies responded.
[00:29:35.539 --> 00:29:38.461]  I never thought they'd be MVPs, but I just state the facts.
[00:29:38.521 --> 00:29:39.662]  They were the key to all this.
[00:29:40.742 --> 00:29:45.846]  And just so many other great things happening, it turns out we stood up to evil and other folks joined us.
[00:29:46.706 --> 00:29:50.029]  Now again, we haven't won the whole war yet, but we are kicking their butt.
[00:29:50.089 --> 00:29:52.170]  We got them down and we are putting the boots to their ribs.
[00:29:52.951 --> 00:29:55.092]  I mean, we're breaking ribs every day, folks.
[00:29:55.172 --> 00:29:57.854]  We are putting a permanent hurt on them.
[00:29:59.269 --> 00:30:02.255]  We're on the march, the empire's on the run.
[00:30:03.197 --> 00:30:05.882]  Alex Jones and the GCN Radio Network.
[00:30:11.058 --> 00:30:15.061]  Article up by CNS News.
[00:30:15.081 --> 00:30:17.422]  98,799 Somali refugees have settled in the U.S.
[00:30:17.583 --> 00:30:18.903]  since 9-11.
[00:30:19.044 --> 00:30:28.870]  Nearly 100,000 Somali refugees have been admitted into the U.S., including 9,020 during fiscal year 2016 and 1,352 last month alone.
[00:30:29.010 --> 00:30:38.497]  More than 99% of those refugees are Muslims, reflecting the religious makeup of Somalia's population, which is almost entirely Muslim, predominantly
[00:30:38.717 --> 00:30:39.237]  I don't know.
[00:30:57.722 --> 00:31:07.588]  Because she wants to leave the borders wide open, much like Angela Merkel in Germany, who wants to flood people in from other countries who will never assimilate to our way of life here in America.
[00:31:07.828 --> 00:31:10.550]  This has been Joe Biggs with Infowars.com.
[00:31:11.010 --> 00:31:15.793]  If you ever wanted to keep your lights on, maybe run emergency appliances when the power goes out.
[00:31:16.033 --> 00:31:18.294]  This could be one of the most important messages you'll ever hear.
[00:31:18.555 --> 00:31:19.115]  Here's why.
[00:31:19.395 --> 00:31:22.417]  There's a new solar generator out that pretty much everyone can afford.
[00:31:22.797 --> 00:31:25.820]  It provides an endless supply of off-the-grid electricity.
[00:31:26.000 --> 00:31:29.082]  Basically creating your own private power grid anywhere in the world.
[00:31:29.302 --> 00:31:30.083]  But here's the key.
[00:31:30.463 --> 00:31:33.226]  It's so small you can put it in your pocket or glove compartment.
[00:31:33.446 --> 00:31:34.447]  Now this is really cool.
[00:31:34.667 --> 00:31:37.749]  Probably one of the best off-the-grid products I've seen in a while.
[00:31:37.930 --> 00:31:40.652]  And you've got to watch some of the crazy videos on this website.
[00:31:40.772 --> 00:31:41.773]  You won't believe your eyes.
[00:31:42.273 --> 00:31:43.034]  A true innovation.
[00:31:43.274 --> 00:31:44.835]  I have never seen anything like this.
[00:31:45.255 --> 00:31:47.017]  Go to PrivatePowerGrid.com.
[00:31:47.137 --> 00:31:50.219]  That's PrivatePowerGrid.com and check this out.
[00:31:50.379 --> 00:31:51.840]  You can claim one right now.
[00:31:52.180 --> 00:31:56.804]  Then use the coupon code POWER at checkout and get a second unit free.
[00:31:57.324 --> 00:32:02.048]  Even better, you'll also receive $300 in off-the-grid bonuses all while supplies last.
[00:32:02.348 --> 00:32:06.411]  Watch all the Survival and Self-Reliance videos at PrivatePowerGrid.com.
[00:32:06.571 --> 00:32:08.452]  Go to PrivatePowerGrid.com.
[00:32:08.612 --> 00:32:10.314]  That's PrivatePowerGrid.com.
[00:32:10.874 --> 00:32:19.877]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:32:19.957 --> 00:32:28.120]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:28.360 --> 00:32:33.063]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:32:33.223 --> 00:32:39.967]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:32:40.027 --> 00:32:47.091]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:32:47.191 --> 00:32:54.055]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:32:54.215 --> 00:32:58.581]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:32:58.701 --> 00:33:01.965]  Available in original or with our immune support infusion blend.
[00:33:02.105 --> 00:33:08.233]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:33:08.413 --> 00:33:10.075]  Available at Infowarslife.com
[00:33:14.810 --> 00:33:20.074]  The globalists' great error is to believe that as they collapse humanity, they end up on top.
[00:33:21.695 --> 00:33:28.179]  The truth is, humanity is coming down fast, but we're miles above them, on our journey to hell.
[00:33:30.501 --> 00:33:33.163]  You're listening to the Alex Jones Show.
[00:33:36.775 --> 00:33:40.536]  And by the way, the New World Order is taking us on an express elevator straight to Hades.
[00:33:40.936 --> 00:33:41.696]  I want to get off of it.
[00:33:42.156 --> 00:33:44.057]  But we've got to admit where we're going if we're going to turn this around.
[00:33:44.077 --> 00:33:54.540]  Now, you know there's the zeitgeist going on when Kit Daniels, like 15 minutes ago, at the start of the last break, runs up and he says, hey, this is a big article, and I meant to get to it last segment, I didn't.
