[00:00:00.009 --> 00:00:02.198]  You're listening to The Alex Jones Show!
[00:27:16.013 --> 00:27:20.998]  And she's just lying about it, just like she said there were no classified emails, and then there were, and then there were no more emails, and then there were more.
[00:27:21.199 --> 00:27:35.354]  But don't worry, let's not go after Hillary, because National Review has published a big cover story against Trump, and the editors, it's a John Hancock moment, Declaration of Independence, they all put their names on the front of it.
[00:27:36.331 --> 00:27:37.711]  I wish they were against communism.
[00:27:38.392 --> 00:27:40.872]  I wish they were against taking our guns.
[00:27:40.912 --> 00:27:42.332]  I wish they were against world government.
[00:27:42.352 --> 00:27:46.053]  I wish they were against breast cancer up 3,000% and finding out why.
[00:27:46.734 --> 00:27:50.774]  We know why, but I wish they cared about their family, their women, their children.
[00:27:50.915 --> 00:27:51.455]  But they don't.
[00:27:51.855 --> 00:27:56.856]  They're just caught up in the whole media spectacle, going along with, oh, oh Trump.
[00:27:57.336 --> 00:27:59.216]  We don't want the Republican establishment.
[00:27:59.256 --> 00:28:00.817]  We're sick of the rhinos.
[00:28:01.157 --> 00:28:02.077]  We're sick of it.
[00:28:02.117 --> 00:28:05.238]  Doesn't mean Trump's perfect, but he's a sign of the awakening.
[00:28:06.411 --> 00:28:08.033]  Remember National Review in the last few years?
[00:28:08.353 --> 00:28:14.000]  National Review criticizes Alex Jones as fire and brimstone preacher, and says I was wrong for what I did on Piers Morgan.
[00:28:14.400 --> 00:28:21.328]  In another story, they said I'm bad to worry about militarization of police, armored vehicles, and the billions of bullets, and that I made it up!
[00:28:24.852 --> 00:28:26.534]  They're saying I made it up!
[00:28:28.117 --> 00:28:33.102]  And that Congress shouldn't be passing laws that we shouldn't have federal troops for patriots.
[00:28:33.122 --> 00:28:34.663]  Of course, it's now all admitted.
[00:28:35.264 --> 00:28:38.227]  The truth is, you don't control the narrative anymore, National Review.
[00:28:38.667 --> 00:28:40.069]  DrudgeReport.com does.
[00:28:40.889 --> 00:28:42.211]  Infowars.com does.
[00:28:42.491 --> 00:28:43.592]  WorldNetDaily does.
[00:28:44.993 --> 00:28:46.175]  Gun Owners of America does.
[00:28:46.235 --> 00:28:47.115]  My listeners do.
[00:28:47.396 --> 00:28:48.917]  And I love Rand Paul.
[00:28:48.977 --> 00:28:49.358]  I like him.
[00:28:49.938 --> 00:28:52.541]  But I've told him from the start, he made a mistake going after Trump.
[00:28:54.073 --> 00:28:56.394]  Cruz has made the mistake now and he's going down in the polls.
[00:28:56.734 --> 00:28:57.894]  I wanted you to win, bro.
[00:28:58.435 --> 00:28:59.695]  So I gave you the real advice.
[00:29:00.655 --> 00:29:04.977]  And now he's come out and said that Donald Trump is like Gollum.
[00:29:05.657 --> 00:29:12.899]  We actually have a photo of Donald Trump, if he was to marry a Gollum-like creature, that the child it would produce.
[00:29:12.919 --> 00:29:14.120]  Can we put that up on screen, folks?
[00:29:16.033 --> 00:29:17.473]  And when you see it, there it is.
[00:29:17.493 --> 00:29:21.254]  You can actually back out, you can see that it has beautiful blonde hair.
[00:29:22.375 --> 00:29:24.575]  You can see that it actually resembles Rand Paul.
[00:29:24.655 --> 00:29:25.355]  I'm joking.
[00:29:25.916 --> 00:29:27.216]  It actually resembles Hillary Clinton.
[00:29:27.236 --> 00:29:29.476]  Have you seen the photo they have on Drudge of Hillary?
[00:29:29.536 --> 00:29:30.897]  It's just unbelievable.
[00:29:30.977 --> 00:29:32.537]  Actually, that is Hillary, actually.
[00:29:33.097 --> 00:29:34.358]  So I don't know why he's saying that.
[00:29:34.438 --> 00:29:34.998]  Look, look, look.
[00:29:36.558 --> 00:29:36.978]  I get it.
[00:29:37.038 --> 00:29:39.219]  Trump kind of goes, no one's more militaristic than me.
[00:29:39.659 --> 00:29:40.359]  I'm going to be president.
[00:29:40.379 --> 00:29:41.059]  I'm going to save you.
[00:29:41.239 --> 00:29:42.480]  My precious, my precious.
[00:29:44.249 --> 00:29:47.872]  But I mean, isn't that kind of the attitude you need to have to want to be El Presidente?
[00:29:48.132 --> 00:29:49.874]  Whatever.
[00:29:49.934 --> 00:29:51.195]  We'll be right back.
[00:29:51.415 --> 00:29:54.537]  Gollum on a white horse, riding in to save us.
[00:29:55.058 --> 00:29:57.260]  Infowars.com's got the image.
[00:29:57.280 --> 00:29:58.160]  We're going to tweet it out.
[00:30:08.780 --> 00:30:14.704]  In early January, the hermit nation of North Korea announced that it had successfully detonated a hydrogen bomb.
[00:30:14.924 --> 00:30:18.786]  This would make the fourth successful test that the isolated nation has claimed.
[00:30:19.126 --> 00:30:29.112]  Analysts at the time said this was Kim Jong-un and a display of saber-rattling to mark his birthday and to highlight a rare ruling party congress scheduled for May, the first gathering of its kind in 35 years.
[00:30:30.353 --> 00:30:32.715]  But just yesterday, Fox News reported that U.S.
[00:30:32.755 --> 00:30:38.419]  diplomats have stepped up pressure on China to play a leading role in punishing North Korea for its most recent test.
[00:30:38.739 --> 00:30:39.139]  The U.S.
[00:30:39.179 --> 00:30:41.641]  is also stepping up its military presence in that region.
[00:30:41.821 --> 00:30:49.007]  There are now two aircraft carriers stationed near Tokyo, the latest containing 26 fighter jets, including the F-22 stealth aircraft.
[00:30:49.187 --> 00:30:49.547]  The U.S.
[00:30:49.587 --> 00:30:52.329]  military has stated that this is for training purposes only.
[00:30:52.509 --> 00:30:59.621]  But as the economy goes into free fall, could these training exercises provoke the nation of North Korea into carrying out real attacks?
[00:31:00.242 --> 00:31:02.947]  Stay tuned to InfoWars.com as more news breaks.
[00:31:03.388 --> 00:31:05.711]  Rob Due reporting for the InfoWars Nightly News.
[00:31:08.598 --> 00:31:12.920]  Tell folks how you got introduced to Super Male, and then when Super Female came out, tell us what happened.
[00:31:13.220 --> 00:31:17.862]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:31:18.002 --> 00:31:19.023]  Talk about the effects.
[00:31:19.323 --> 00:31:25.666]  I feel great when I wake up in the morning, I have drive to go to the gym, I feel like I look better, I feel better, I feel sexier.
[00:31:25.986 --> 00:31:26.366]  I love it.
[00:31:26.606 --> 00:31:32.289]  Even if you don't believe in supplements, take the challenge, get a bottle of Super Male, a bottle of Super Female,
[00:31:32.509 --> 00:31:33.550]  Check it out for yourself.
[00:31:33.590 --> 00:31:34.630]  Consult your physician.
[00:31:34.790 --> 00:31:36.991]  Visit Infowarslife.com today.
[00:31:37.151 --> 00:31:38.092]  This is life-changing.
[00:31:38.532 --> 00:31:39.292]  Shower filters.
[00:31:39.432 --> 00:31:41.053]  We're introducing the best yet.
[00:31:41.153 --> 00:31:45.075]  The brand new ProPure ProMax high-performance shower filter.
[00:31:45.235 --> 00:31:49.837]  It removes and reduces over 200 contaminants while preserving a strong, powerful flow.
[00:31:50.037 --> 00:31:56.960]  This new four-stage filtration process helps protect the largest organ in your body, your skin, from the unhealthy contaminants in the water.
[00:31:57.121 --> 00:32:00.082]  You can find more details on this amazing new filter and free shipping
[00:32:00.202 --> 00:32:03.527]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:32:15.180 --> 00:32:18.282]  I basically had my gallbladder out within the last nine months.
[00:32:18.302 --> 00:32:22.124]  I needed to get my digestive system working correctly again.
[00:32:22.224 --> 00:32:23.564]  So I stumbled on the X2.
[00:32:23.584 --> 00:32:24.205]  I needed a detox basically.
[00:32:24.225 --> 00:32:24.825]  I started taking X2.
[00:32:38.934 --> 00:32:42.397]  I want to challenge the listeners who have not tried X2 for yourselves.
[00:32:42.578 --> 00:32:43.639]  What do you have to lose?
[00:32:43.899 --> 00:32:52.488]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[00:32:52.936 --> 00:32:56.757]  I noticed significant change in my digestive flow.
[00:32:56.777 --> 00:32:58.317]  I was like really more natural.
[00:32:58.577 --> 00:33:03.559]  Stock up on Survival Shield X2 today at InfoWarsLive.com or by calling 888-253-3139.
[00:33:03.639 --> 00:33:06.059]  Live from the InfoWars.com studios, it's Alex Jones.
[00:33:21.147 --> 00:33:46.246]  You keep saying you've got something for me Something you call love, but confess You've been a-messin' where you shouldn't have been a-messin' And now someone else is gettin' all your best These boots are made for walkin' These boots are made for walkin'
[00:33:47.253 --> 00:34:01.886]  I want to make a declaration here before I get into the Snowmageddon hitting the East Coast, before I get into Hillary denying an email hack, before I get into Alberta students who define their own gender, five big changes in new school guidelines.
[00:34:03.027 --> 00:34:06.210]  Where you don't learn reading, writing, and arithmetic, you learn when you're five years old.
[00:34:07.250 --> 00:34:09.711]  That you choose what sex you are.
[00:34:09.891 --> 00:34:11.272]  You always thought you were a boy or girl.
[00:34:12.052 --> 00:34:18.194]  No, you've got weirdo pervert psychological warfare chiefs that are going to brain damage you and totally screw you up for life.
[00:34:19.495 --> 00:34:23.957]  So before we get to that, I mean, what business is the government?
[00:34:24.017 --> 00:34:25.998]  Well, this is how they screw up the species.
[00:34:26.758 --> 00:34:30.719]  Before we get into all of that, I wanted to raise something that's very, very important.
[00:34:33.220 --> 00:34:37.002]  And I'm not really complaining about this so much as I expect it
[00:34:39.881 --> 00:34:43.443]  And this is what we know has been going on for a long time.
[00:34:44.184 --> 00:34:49.086]  And so more and more, we're going to do reports here on how the manipulation is actually carried out.
[00:34:50.447 --> 00:34:59.813]  And investigative reports as well, including legally infiltrating these different groups that are doing this.
[00:35:01.098 --> 00:35:06.059]  And the reason we're able to do this is we have so many good people that actually work in the corporations and in the government.
[00:35:06.720 --> 00:35:07.980]  So they let us know what's going on.
[00:35:08.760 --> 00:35:11.121]  Now sometimes we get told about stuff before it happens.
[00:35:12.281 --> 00:35:16.542]  Sometimes we get told about it while it's happening or we get told about it after the fact.
[00:35:19.803 --> 00:35:25.365]  And we got contacted a month or so ago by one of the top
[00:35:26.872 --> 00:35:38.935]  Programmers out there and then we were also doing our own research and went out and got one of the top SEO people You know that deals with the search engines and the tags and all the rest of it And they're like, yeah, why don't you care about this?
[00:35:39.575 --> 00:35:55.840]  I understand you have this mass attack format where you just put out tons of info and your listeners push it out to everybody and that it's an all-out war and you're overall winning but almost all your top search images are things the Southern Poverty Law Center and the ADL and other groups run and
[00:35:57.062 --> 00:36:13.736]  And they've got them on their puppet sites, and then they push that out, and then they push out even four or five-year-old hit piece articles in the news feeds of Google, which you're not supposed to do, and in the web searches with disinfo.
[00:36:15.436 --> 00:36:19.798]  And searches put out by white supremacists, you name it.
[00:36:20.278 --> 00:36:30.744]  They're running and orchestrating the whole attack, full spectrum, posing as the opposition, posing as the trolls, and operating as themselves.
[00:36:31.164 --> 00:36:37.647]  And if you go to the Alex Jones Wikipedia page, the admin on it is the Southern Poverty Law Center.
[00:36:44.065 --> 00:36:46.567]  And they actually... I mean, imagine that.
[00:36:46.667 --> 00:36:56.774]  My critics that lie about me and do all this stuff, they run Wikipedia, and then they don't tell the public that they're running my Wikipedia page, and by the way, countless others.
