[00:00:00.009 --> 00:00:01.731]  Brain Force is here.
[01:17:56.330 --> 01:17:59.032]  What do we got next?
[01:17:59.052 --> 01:18:00.353]  Alright, Chris, thank you for the call.
[01:18:00.413 --> 01:18:02.854]  Let's go to, great points too, Chris.
[01:18:03.575 --> 01:18:07.938]  Let's go to Jennifer in Alabama, concerned about censorship on social media.
[01:18:07.978 --> 01:18:08.258]  Go ahead.
[01:18:09.295 --> 01:18:13.416]  Hello Owen and all of you wonderful people at InfoWars.
[01:18:13.516 --> 01:18:15.277]  I'm so excited.
[01:18:15.297 --> 01:18:16.677]  I'm a first-time caller.
[01:18:16.757 --> 01:18:18.318]  I'm so excited about what happened last night.
[01:18:18.358 --> 01:18:20.499]  I'm so proud of all of you for all the work that you've done.
[01:18:20.519 --> 01:18:23.219]  I am on BrainForce right now.
[01:18:29.181 --> 01:18:36.204]  We're up till 3 in the morning getting their results and making sure, you know, he made it to the finish.
[01:18:37.677 --> 01:18:43.021]  But what I'm calling about is something I actually have had to spot before.
[01:18:43.041 --> 01:18:55.311]  Another caller earlier tonight said something about how, you know, he was putting some things out on Facebook and his Facebook account got shut down and there's been just so much censorship.
[01:18:55.371 --> 01:18:56.813]  I've been hearing a lot of that lately.
[01:18:57.273 --> 01:18:57.793]  And Twitter.
[01:18:57.813 --> 01:18:58.134]  Yes.
[01:18:58.694 --> 01:18:58.914]  Yeah.
[01:18:59.775 --> 01:19:00.095]  Oh, yes.
[01:19:00.435 --> 01:19:03.378]  And I was just, you know, I was wondering if you guys have any sort of
[01:19:08.617 --> 01:19:09.937]  Well, here's the thing about that.
[01:19:10.017 --> 01:19:11.098]  Here's the thing about that.
[01:19:11.158 --> 01:19:12.839]  These platforms already exist.
[01:19:12.979 --> 01:19:13.779]  One of them is Gab.
[01:19:13.799 --> 01:19:15.000]  There's a bunch of these things.
[01:19:15.040 --> 01:19:16.521]  People invite me to these things all the time.
[01:19:17.381 --> 01:19:22.464]  But the problem is, it's not the main plantation.
[01:19:22.784 --> 01:19:26.386]  And to be honest, if it wasn't for Facebook, Trump might not have won.
[01:19:27.314 --> 01:19:33.018]  Yeah, and another middle finger to Mark Zuckerberg with that move.
[01:19:34.058 --> 01:19:42.063]  So as far as developing new social media that takes off, I'm not sure if we've reached that point yet because we're still in such a controlled media paradigm.
[01:19:44.761 --> 01:20:01.549]  I think what might happen is there'll be so much backlash if these social media networks like Twitter and Facebook decide to try to censor the quote-unquote alt-right, which is what they call us, or if they try to censor pro-Trump or anti-Obama, anti-Hillary, whatever it is.
[01:20:02.150 --> 01:20:08.353]  I think there'll be such a backlash and there won't be a complete, you know,
[01:20:09.377 --> 01:20:09.737]  I don't know.
[01:20:26.437 --> 01:20:33.282]  Into the mainstream, you know, into the people's focus in a way that they didn't see it before, that it's very biased.
[01:20:33.863 --> 01:20:41.128]  I'll give you an example, like on the mainstream, the big mainstream websites, like Washington Post and all the rest, they don't have comment sections.
[01:20:41.148 --> 01:20:41.848]  Yeah, they got rid of them.
[01:20:41.868 --> 01:20:46.572]  They got rid of the comment sections, because those were, everybody would... They have to control the narrative.
[01:20:46.952 --> 01:20:49.813]  That's right, because everybody's saying, you guys are full of you-know-what.
[01:20:49.933 --> 01:20:54.975]  And they would have the proof right there in the comments, which is much more interesting than the BS articles they were putting out.
[01:20:55.135 --> 01:20:57.596]  That's why I use Twitter, because I can just nail them right there.
[01:20:57.616 --> 01:20:58.096]  That's right.
[01:20:58.136 --> 01:20:58.936]  Nail them!
[01:21:00.256 --> 01:21:00.937]  What else, Jennifer?
[01:21:02.557 --> 01:21:04.818]  That's pretty much all I had.
[01:21:04.898 --> 01:21:10.420]  I'm just very encouraged about the results last night.
[01:21:10.520 --> 01:21:14.081]  I mean, I'll tell you, I think this country has been under a dark cloud.
[01:21:14.986 --> 01:21:38.784]  Ever since 9-11, probably even before, but that's what really woke me up, and I just feel like finally I'm seeing sunshine through the clouds, and I just hope that this new renaissance... It is a new renaissance, and thank you for supporting us, and we are all celebrating, but we know there's lots more work to do, but it's certainly good to have you on our side.
[01:21:41.428 --> 01:21:50.135]  And you know it's interesting because one of the things I've been thinking about is the Electoral College and how that decides the election.
[01:21:51.576 --> 01:21:53.137]  Is this something that needs to be looked at?
[01:21:53.318 --> 01:21:54.679]  Is this something we want to keep doing?
[01:21:56.560 --> 01:22:01.584]  And then last night as I'm watching the election results and we're starting to see California roll in,
[01:22:02.725 --> 01:22:04.586]  And who knows what happened in California, folks.
[01:22:04.606 --> 01:22:05.947]  We might have been dealing with massive voter fraud.
[01:22:05.967 --> 01:22:06.688]  There was voter fraud everywhere.
[01:22:06.708 --> 01:22:07.608]  Yeah, there might have been massive.
[01:22:07.628 --> 01:22:09.670]  Trump really won by a huge landslide.
[01:22:09.710 --> 01:22:10.210]  Dude, look at this.
[01:22:10.250 --> 01:22:14.193]  They call California quicker than any state and that's the large... And think about this, too.
[01:22:14.253 --> 01:22:17.995]  And think about this, too, because we had people watching the polls all night long, folks.
[01:22:18.115 --> 01:22:23.939]  And then when Trump was announced the victor, these people probably took it easier, you know, probably weren't as concerned, went into celebratory mode.
[01:22:24.200 --> 01:22:25.741]  So who knows what they pulled in California?
[01:22:25.801 --> 01:22:36.649]  But it did make me realize that even though California is basically a superdelegate for the Democrats, that's 20% of the Electoral College vote winning California.
[01:22:36.669 --> 01:22:41.072]  So they basically have 20% of the vote heading into every election.
[01:22:41.112 --> 01:22:42.674]  That's the Democrat superdelegate.
[01:22:43.334 --> 01:22:46.795]  But I realized, yeah, we definitely need the Electoral College.
[01:22:47.175 --> 01:22:54.258]  I don't want the brainwashed dummies, and I'm being polite, in California deciding every election because that's how it would go.
[01:22:54.458 --> 01:22:57.019]  I 100% support Cal Exit.
[01:22:57.359 --> 01:22:57.920]  Get him out!
[01:22:57.980 --> 01:23:00.781]  In fact, Hillary Clinton, be the president of California.
[01:23:00.821 --> 01:23:01.121]  Go ahead.
[01:23:01.161 --> 01:23:01.701]  Hillary take it.
[01:23:01.721 --> 01:23:04.942]  You guys can go start World War III with Russia by yourselves.
[01:23:05.202 --> 01:23:06.563]  They're calling it Cal Exit.
[01:23:07.003 --> 01:23:08.864]  And they're calling it Mexifornia.
[01:23:09.064 --> 01:23:09.344]  Bye!
[01:23:10.184 --> 01:23:15.145]  But this is the same left that bitched and complained about Texas doing the same thing.
[01:23:15.185 --> 01:23:16.546]  How dare you!
[01:23:16.666 --> 01:23:18.486]  And now they're talking about doing the same thing.
[01:23:18.786 --> 01:23:21.287]  And it's ironic because they call it CalExit.
[01:23:21.847 --> 01:23:25.368]  And Brexit was an anti-globalist movement.
[01:23:25.388 --> 01:23:26.449]  That's the thing.
[01:23:26.709 --> 01:23:27.789]  They're so tricked.
[01:23:27.809 --> 01:23:29.229]  They don't even know what they're doing.
[01:23:29.390 --> 01:23:34.091]  They don't even realize that we're trying to fight the same enemy that they're taking their calling orders from.
[01:23:35.360 --> 01:23:35.981]  Oh my gosh.
[01:23:36.021 --> 01:23:36.821]  Let's take another call.
[01:23:36.841 --> 01:23:38.863]  This is going to be the last call of the night.
[01:23:38.903 --> 01:23:39.804]  Let's go to David.
[01:23:39.864 --> 01:23:40.804]  He is in Texas.
[01:23:40.904 --> 01:23:42.025]  What's on your mind tonight, David?
[01:23:42.045 --> 01:23:46.969]  Go ahead, David.
[01:23:46.989 --> 01:23:48.810]  How you guys doing?
[01:23:49.271 --> 01:23:49.691]  Fantastic.
[01:23:49.711 --> 01:23:50.512]  Pretty awesome.
[01:23:51.332 --> 01:23:52.253]  Yeah, same here.
[01:23:52.413 --> 01:23:52.753]  Same here.
[01:23:52.853 --> 01:24:00.439]  I want to tell you about a conversation that I had with a buddy of mine who is unfortunately on the other side of our little battle here.
[01:24:01.620 --> 01:24:04.422]  And he was completely distraught.
[01:24:05.779 --> 01:24:12.283]  He mentioned to me that he was wondering when he was going to have to put on a yellow star, when that was going to happen.
[01:24:12.303 --> 01:24:13.904]  Isn't that ridiculous?
[01:24:14.464 --> 01:24:19.767]  It was amazing, and I did my best not to get in an argument with him.
[01:24:19.787 --> 01:24:34.356]  I think the most telling thing he said at the end of the conversation was, and it really kind of shocked me and took me back, that I was taken aback, was when he said that he hopes the economy tanks.
[01:24:35.186 --> 01:24:36.026]  Absolutely tanked.
[01:24:36.066 --> 01:24:38.847]  And that is a leftist type of mindset right there.
[01:24:39.767 --> 01:24:41.227]  It really is.
[01:24:41.367 --> 01:24:45.428]  That's an I lost, I'm gonna take my ball and go home type of mindset.
[01:24:45.488 --> 01:24:47.009]  Again, we need to give these people diapers.
[01:24:47.029 --> 01:24:52.010]  We're seeing destruction on the country because they don't have their pick in the White House.
[01:24:52.350 --> 01:24:54.170]  And then I'm not supposed to put you in jail.
[01:24:55.271 --> 01:24:55.791]  Exactly.
[01:24:56.271 --> 01:25:01.632]  And the only reason I can think of is that he wants the entire nation to realize, oh what a mistake we made.
[01:25:02.614 --> 01:25:08.719]  But like you said, he's willing to take everybody down with him just so that he can say, ha, see, I told you.
[01:25:09.640 --> 01:25:14.104]  That's ludicrously and dangerously short-sighted.
[01:25:14.124 --> 01:25:15.425]  I agree.
[01:25:15.445 --> 01:25:16.806]  It's beyond short-sighted.
[01:25:16.826 --> 01:25:17.987]  I don't even know what you call that.
[01:25:19.148 --> 01:25:20.689]  Imminent destruction?
[01:25:22.375 --> 01:25:23.116]  Yeah, exactly.
[01:25:23.176 --> 01:25:25.538]  And he's a smart guy.
[01:25:25.558 --> 01:25:31.444]  He gets a lot of misinformation and he's brainwashed, but he's really a smart guy.
[01:25:31.945 --> 01:25:40.853]  I don't understand how he can think this way, because he's a very logical person, but... Well, there's a difference between smarts and street smarts.
[01:25:42.870 --> 01:25:43.710]  Yeah.
[01:25:43.870 --> 01:25:45.171]  The guy doesn't sound very street smart.
[01:25:45.431 --> 01:25:50.433]  You know, I made a comment on Facebook today about, you know, a lot of people are going to be butt hurt today.
[01:25:51.473 --> 01:25:55.615]  And a friend of mine that I know that he responded by saying...
[01:25:56.513 --> 01:26:04.840]  You know, he thinks that Trump is going to deport families and he's talking about, you know, you could say you're going to get butt hurt, but this doesn't affect you.
[01:26:05.640 --> 01:26:09.163]  Children are going to be ripped from their parents' arms and all this other stuff.
[01:26:09.283 --> 01:26:12.285]  And so I think just like you were saying about the star, you're going to have to wear a star.
[01:26:12.566 --> 01:26:13.787]  It's this misconception.
[01:26:14.027 --> 01:26:17.990]  No, the criminals are going and the open border system is done.
[01:26:18.070 --> 01:26:18.490]  It's over.
[01:26:18.550 --> 01:26:19.911]  We're going to untie.
[01:26:20.832 --> 01:26:23.434]  Uh, the Border Patrol agents' hands that have been tied up by Barack Obama.
[01:26:23.454 --> 01:26:24.195]  And that's what they've been wanting.
[01:26:24.215 --> 01:26:25.716]  That's why they support Donald Trump.
[01:26:26.017 --> 01:26:28.298]  It was funny today in the march in Austin, people were like...
[01:26:29.262 --> 01:26:34.324]  Americans for immigrants, you know, stop Donald Tate.
[01:26:34.484 --> 01:26:37.685]  When did Donald Trump ever say that we don't want immigrants?
[01:26:37.705 --> 01:26:43.628]  He says we don't want illegal immigrants sitting here and skating around the system and not doing their part to go in.
[01:26:43.748 --> 01:26:46.549]  I mean, look, my old lady, like I said, her parents are from Guyana.
[01:26:46.569 --> 01:26:48.350]  They had to wait 10 years to get their citizenship.
[01:26:48.790 --> 01:26:49.630]  They did their time.
[01:26:49.710 --> 01:26:50.251]  They waited.
[01:26:50.291 --> 01:26:51.331]  They went through the process.
[01:26:51.351 --> 01:26:51.791]  They came here.
[01:26:51.811 --> 01:26:52.391]  They flourished.
[01:26:52.691 --> 01:26:54.852]  They make lots of money and are very successful.
[01:26:55.112 --> 01:26:55.913]  Look, it can be done.
[01:26:56.940 --> 01:26:57.701]  Bada bing, bada boom.
[01:26:57.721 --> 01:26:59.703]  We're not seeing them from Ireland.
[01:26:59.723 --> 01:27:00.744]  Immigrants can't come here.
[01:27:00.784 --> 01:27:02.025]  He's Irish, I'm German.
[01:27:03.607 --> 01:27:05.089]  And it's called assimilation.
[01:27:05.149 --> 01:27:06.150]  I also am German.
[01:27:06.170 --> 01:27:07.912]  My family's actually been here since the 1730s.
[01:27:08.292 --> 01:27:10.034]  But it's called assimilation.
[01:27:10.074 --> 01:27:18.122]  The reason why they do this is so that instead of, you know, throwing people into a situation that they're not familiar with, a culture that they've never experienced,
[01:27:18.823 --> 01:27:23.804]  You know, that causes strife, that causes corrosion, it's a bumpy road.
[01:27:24.285 --> 01:27:32.507]  We want to slowly bring these people into our culture so they understand our values, understand our society, understand how we work, and then appreciate it.
[01:27:32.927 --> 01:27:35.488]  And that's the immigration process.
[01:27:37.168 --> 01:27:39.490]  The people in charge know exactly what they're doing, folks.
[01:27:39.530 --> 01:27:46.455]  They know that by not assimilating these people, they know that by bringing them in from all over the planet with open borders, they're going to bring this country down, and that's what they want.
[01:27:46.495 --> 01:27:47.276]  They want to end U.S.
[01:27:47.296 --> 01:27:49.477]  sovereignty so that they can bring in the new world order.
[01:27:49.517 --> 01:27:50.538]  That's what this comes down to.
[01:27:50.778 --> 01:27:51.719]  Plus, it's a voter block.
[01:27:51.739 --> 01:27:52.379]  I'm sorry, David.
[01:27:52.400 --> 01:27:53.320]  Thank you so much for the call.
[01:27:53.660 --> 01:27:54.461]  We've got to go.
[01:27:55.001 --> 01:27:56.663]  Quick final words, Darren and Joe.
[01:27:57.423 --> 01:27:57.804]  You first.
[01:27:58.666 --> 01:27:59.546]  Hey man, we won.
[01:27:59.847 --> 01:28:00.247]  We did it.
[01:28:00.867 --> 01:28:01.667]  It finally happened.
[01:28:02.028 --> 01:28:03.168]  They told us it wouldn't happen.
[01:28:03.728 --> 01:28:04.589]  But we had our day.
[01:28:05.409 --> 01:28:06.710]  All that hard work paid off.
[01:28:07.070 --> 01:28:07.830]  We didn't listen to the polls.
[01:28:07.850 --> 01:28:09.111]  We didn't listen to the mainstream media.
[01:28:09.331 --> 01:28:10.231]  We listened to our hearts.
[01:28:10.591 --> 01:28:12.072]  We listened to the American spirit.
[01:28:12.332 --> 01:28:15.794]  And that's something that can't be taken away and that's something that will prevail from here on out.
[01:28:16.454 --> 01:28:17.254]  Alright, real quick.
[01:28:17.294 --> 01:28:17.755]  Smell that?
[01:28:17.775 --> 01:28:20.556]  I love the smell of napalm in the morning.
[01:28:21.156 --> 01:28:22.577]  Smells like victory.
[01:28:23.467 --> 01:28:39.939]  And a sweet victory it was, and it's funny because all the people that voted for Trump, all the true Americans, the patriots, we're all popping bottles, we're all celebrating happy, hand slaps and high fives, and then the brainwashed liberal nitwits crying, throwing fits, protesting in the streets.
[01:28:40.559 --> 01:28:41.900]  We can see the dynamic difference.
[01:28:41.920 --> 01:28:45.883]  So we're going to go out tomorrow, I'm going to start handing these people some diapers, maybe some bottles.
[01:28:46.423 --> 01:28:47.004]  I'm done with them.
[01:28:47.324 --> 01:28:48.546]  Donald Trump is the president.
[01:28:48.606 --> 01:28:50.288]  Inauguration January 20th.
[01:28:50.508 --> 01:28:51.870]  The fight begins now, folks.
[01:28:51.890 --> 01:28:53.512]  We got a president that has our back.
[01:28:53.772 --> 01:28:54.553]  We the people.
[01:28:54.853 --> 01:28:55.955]  America is back.
[01:28:56.135 --> 01:28:57.576]  The world looks at America.
[01:28:57.737 --> 01:28:58.818]  The bastion of freedom.
[01:28:59.018 --> 01:29:00.680]  The leadership of justice.
[01:29:02.342 --> 01:29:03.604]  Infowarsstore.com.
[01:29:03.624 --> 01:29:04.765]  Support the broadcast, folks.
[01:29:04.785 --> 01:29:05.466]  We'll be back tomorrow.
[01:29:05.586 --> 01:29:06.487]  Alex Jones Show, 11 a.m.
[01:29:20.399 --> 01:29:37.795]  Hi everyone, I'm Dr. Group and today I'd like to present a special report during these election times and as you know I'm the health consultant or one of the health consultants for InfoWars and today I'd like to bring attention to this year's flu shot.
[01:29:38.816 --> 01:29:51.467]  What's been going on currently in the government and how you can naturally boost your immune system and help yourself during the 2016 and 2017 flu season.
[01:29:52.187 --> 01:29:59.313]  First of all, I'd like to bring your attention to a document, an executive order that was signed on November 4th, 2016 by President Obama.
[01:30:03.697 --> 01:30:11.777]  With all of the election coverage that's been going on, this is really a shocking document that I was able to...
[01:30:13.197 --> 01:30:27.344]  Bring up due to the fact that I've had so many calls lately from people all over the United States and I always know when something is happening or something's going on by the amount of phone calls that we get and this year was different.
[01:30:27.364 --> 01:30:39.771]  There's people complaining of muscle weakness and headaches and all of these symptoms and we tracked it down to this year's flu shot or at least that's one of the culprits that we think might be happening so
[01:30:40.831 --> 01:30:48.536]  As a research scientist, I wanted to bring as much information together as I could and try to discover what in the world is going on out there this year.
[01:30:49.356 --> 01:30:58.341]  My job, InfoWars' job, is to try to protect you against everything and education and knowledge is the best protection that you can have.
[01:30:58.441 --> 01:31:00.883]  So this special report today, I want to break down what
[01:31:01.443 --> 01:31:05.344]  It's currently happening in the 2016-2017 flu season.
[01:31:05.364 --> 01:31:12.585]  I also want to give you guys some tips on how you can prevent or avoid the flu shot this year.
[01:31:13.765 --> 01:31:17.446]  Like I said, it starts with this executive order from President Obama.
[01:31:17.486 --> 01:31:27.668]  The executive order is advancing the global health security agenda to achieve a world safe and secure from infectious disease threats.
[01:31:28.672 --> 01:31:30.113]  Now, this is a long document.
[01:31:30.173 --> 01:31:38.075]  I highly recommend you go to the whitehouse.gov website if you want to print it out or if you want to read the full document.
[01:31:38.155 --> 01:31:43.117]  But I'll just generalize and summarize what the document is about.
[01:31:43.817 --> 01:31:53.221]  Section 1 says, promoting global health security is a core tenet of our national strategy for countering biological threats.
[01:31:58.041 --> 01:32:07.666]  Now, as you know, biological threat can be anything spread throughout the world that is going to cause sickness and possibly death.
[01:32:09.147 --> 01:32:26.896]  Therefore, it is the policy of the United States to advance the global health security agenda, which is multifaceted, multi-country initiative intended to accelerate partner countries, achieve specific targets to prevent, detect and respond to infectious disease threats.
[01:32:27.496 --> 01:32:35.983]  Most people don't know, but a lot of these flu vaccines that have been developed over the last couple years are actually quadrivalent, trivalent.
[01:32:36.564 --> 01:32:43.990]  And let me just say, it is impossible, ladies and gentlemen, to create a flu vaccine that actually works.
[01:32:44.670 --> 01:32:47.532]  And this is not just me telling you this.
[01:32:47.673 --> 01:32:52.797]  I mean, all you have to do is type in how a flu vaccine is made, and I'm gonna go over some of this with you today.
[01:32:53.537 --> 01:32:56.099]  But the influenza virus,
[01:32:57.180 --> 01:33:02.203]  Actually changes its DNA structure every time it replicates.
[01:33:02.524 --> 01:33:07.707]  So it's literally and scientifically impossible to develop an influenza vaccine.
[01:33:07.747 --> 01:33:10.349]  That's why they have to pick and choose viruses.
[01:33:11.049 --> 01:33:16.533]  And people that get the flu vaccine can shed these viral particles from their skin.
[01:33:16.553 --> 01:33:20.115]  They float around in the air for up to 17 days.
[01:33:20.375 --> 01:33:22.737]  So even if your neighbor or somebody that you're
[01:33:23.624 --> 01:33:31.373]  You know, close to where your kids go to school, you still have the threat of possibly inhaling or getting these viral fragments.
[01:33:31.933 --> 01:33:36.438]  And why this executive order, I'm still trying to figure out why that was done in secret.
[01:33:36.979 --> 01:33:37.459]  I don't know.
[01:33:37.860 --> 01:33:38.260]  November 4th.
[01:33:39.201 --> 01:34:01.139]  But it clearly states that all of the organizations are going to be coming together, the Office of Management and Budget, the Department of Homeland Security, the Department of Health and Human Services, Department of Agriculture, Department of Defense, the Department of State, to try to initiate some sort of bioterrorism agenda.
[01:34:02.140 --> 01:34:03.681]  So that led me to
[01:34:05.296 --> 01:34:20.201]  The next document, after I read through the executive order, I decided to go to the CDC website and see what in the world, because anytime I hear biological or anything like that, the first thing I want to do is I want to see what are they trying to promote this year?
[01:34:20.461 --> 01:34:21.222]  What is different?
[01:34:21.322 --> 01:34:22.142]  What's going on?
[01:34:22.162 --> 01:34:25.663]  There's always some sort of a hidden agenda going on and I wanted to expose it.
[01:34:26.984 --> 01:34:31.125]  Sure enough, on the first page of the CDC under flu, we have what
[01:34:33.826 --> 01:34:37.989]  ...is new for the 2016-2017 flu season.
[01:34:39.590 --> 01:34:47.416]  Now, it says, third bullet point down, there will be some new vaccines on the market this season.
[01:34:49.281 --> 01:34:51.123]  What flu vaccines are recommended?
[01:34:51.143 --> 01:34:57.008]  This season, only injectable flu vaccines should be used.
[01:34:57.108 --> 01:35:03.895]  Now, in the past, there were vaccines that were the mist vaccines that people were spraying in their nose and inhaling.
[01:35:04.375 --> 01:35:09.800]  But this year, which is very strange, only injectable flu vaccines are recommended.
[01:35:10.721 --> 01:35:14.805]  Now, the options this season include standard dose flu shots,
[01:35:16.095 --> 01:35:26.079]  This is what really sticked out to me because of the fact that I've been having people call my office and their parents, their grandparents are becoming severely ill.
[01:35:27.400 --> 01:35:31.522]  A high dose shot for older people.
[01:35:33.163 --> 01:35:36.524]  A shot made with adjuvant for older people.
[01:35:36.564 --> 01:35:39.005]  And I'm gonna explain to you what that adjuvant is.
[01:35:39.865 --> 01:35:42.867]  And a shot made with virus grown in cell culture.
[01:35:43.786 --> 01:35:53.348]  Now, if you look further down on the document, you actually see a sentence there that says, what flu vaccines are new this season?
[01:35:54.542 --> 01:35:59.105]  This season, a flu vaccine with adjuvant will be available for the first time in the United States.
[01:35:59.565 --> 01:36:06.390]  Adjuvant is a vaccine ingredient that helps create a stronger immune response in the patient's body.
[01:36:07.230 --> 01:36:12.634]  This new vaccine, Fluad, is approved for use in 65 and older.
[01:36:13.254 --> 01:36:17.357]  The next new vaccine is a vaccine called
[01:36:18.237 --> 01:36:24.160]  Flucelvax and that is the one for children recommended for years and older.
[01:36:24.800 --> 01:36:32.984]  So what's going on with these new vaccines that they're putting on the market this year and asking people to get?
[01:36:33.871 --> 01:36:45.716]  Well, I did some research, and as it turns out, Fluad and Flucelvax is actually manufactured by the same company, a company called Seqirus.
[01:36:46.437 --> 01:36:56.801]  Now, if you look at this document right here, Fluad, Flucelvax, you know, they specialize in vaccine production.
[01:36:57.802 --> 01:37:02.204]  But if you dig even deeper, they also specialize in biological
[01:37:03.373 --> 01:37:03.553]  I think?
[01:37:34.643 --> 01:37:47.607]  And his past job included President of the Bill and Melinda Gates Foundation, Global Health Program, and Chairman of Research and Development at GlaxoSmithKline.
[01:37:48.268 --> 01:38:01.412]  He also currently serves as a Director of Agilent Technologies, Inc., and the Clinton Health Access Initiative, and a member of the Council of the National Academy of Medicine.
[01:38:02.808 --> 01:38:03.769]  What does that mean?
[01:38:04.529 --> 01:38:08.933]  Obviously, we've had a depopulation agenda going on for quite some time.
[01:38:08.953 --> 01:38:17.439]  We've had Bill, I mean, openly, the globalists have openly admitted that we need to institute a depopulation scheme.
[01:38:18.019 --> 01:38:22.743]  We know that the Obamacare system and the current healthcare system is a disaster.
[01:38:24.864 --> 01:38:27.066]  Who are the easiest people to get rid of?
[01:38:28.345 --> 01:38:31.126]  What is the most cost for our government?
[01:38:31.486 --> 01:38:34.087]  Of course, it's the 65 plus age group.
[01:38:35.127 --> 01:38:40.869]  So all of a sudden now they're coming out with a vaccine for the 65 and older age group?
[01:38:41.429 --> 01:38:45.690]  Let's take a look at that vaccine and let me show you what we have to look forward to this year.
[01:38:47.551 --> 01:38:48.151]  Fluad.
[01:38:48.551 --> 01:38:52.872]  Fluad is the one that they're recommending for individuals 65 and older.
[01:38:53.953 --> 01:38:54.893]  As you can see here,
[01:38:57.574 --> 01:38:59.935]  It has multiple influenza strains.
[01:39:01.076 --> 01:39:06.179]  Influenza strains and MF59C, okay?
[01:39:06.700 --> 01:39:12.223]  This is a key ingredient that I need to talk about for a minute.
[01:39:12.443 --> 01:39:16.246]  Breaking down, by the way, these are confidential documents that I was able to get.
[01:39:16.606 --> 01:39:22.910]  You can actually see at the top of the document itself where it says confidential up there.
[01:39:24.188 --> 01:39:26.710]  MF59C.
[01:39:27.511 --> 01:39:28.212]  What is that?
[01:39:29.633 --> 01:39:49.410]  MF59C, if you look it up, is a highly toxic vaccine adjuvant called squalene MF59, which was first given to servicemen back during the first Gulf War and linked to Gulf War syndrome.
[01:39:51.089 --> 01:40:02.136]  The experimental oil and water adjuvant was forced on all servicemen beginning in 1999 via the mandatory anthrax vaccine.
[01:40:04.317 --> 01:40:09.060]  Captain Rovitz's comrades suffered severe and permanent side effects.
[01:40:10.526 --> 01:40:26.441]  For the past 64 years, the United States military and other agencies within our government have used our servicemen and women, this is a quote by the way, as test subjects, oftentimes in secret and without informed consent, explained Captain Rovett.
[01:40:26.941 --> 01:40:28.082]  I was in the military.
[01:40:29.203 --> 01:40:37.608]  And there was a couple times where they brought us all in and gave us vaccinations and would not tell us what they were or what they were supposed to do.
[01:40:38.369 --> 01:40:42.411]  So who knows if I'm going to be affected 10 years later from that.
[01:40:43.332 --> 01:40:44.172]  But listen to this.
[01:40:45.753 --> 01:40:55.800]  Roughly one out of four, one out of four servicemen and women veterans, brothers and sisters who served
[01:40:56.732 --> 01:41:02.877]  For the United States and risk their life were affected with Gulf War illness.
[01:41:03.738 --> 01:41:16.529]  Ladies and gentlemen, I am not the type of person to try to instill fear, doom and gloom, but I am here warning everybody.
[01:41:17.383 --> 01:41:40.461]  That this may be the most devastating flu season in the history of the world, because I've never seen such a possibly, potentially, well I'm not even going to say possibly, damaging slew of ingredients that are going to be injected into our moms, our dads, our grandparents,
[01:41:41.980 --> 01:41:49.884]  And we are on the verge of seeing a massive shift in disease and sickness and possibly even death.
[01:41:50.284 --> 01:41:54.506]  Let me read to you what is in that Fluad vaccine.
[01:41:56.067 --> 01:42:03.671]  First, it has the MF59, which is the squalene-based, Gulf War Syndrome-based adjuvant.
[01:42:04.983 --> 01:42:07.805]  It has polysorbate 80, which is a toxic ingredient.
[01:42:07.965 --> 01:42:10.607]  It has sorbitan tri-oleate.
[01:42:11.027 --> 01:42:16.531]  It has sodium citrate dihydrate and citric acid monohydrate.
[01:42:17.632 --> 01:42:30.721]  It even contains trace amounts of neomycin, kanamycin, and barium, which are used during the initial stages of manufacture, as well as residual egg proteins.
[01:42:32.352 --> 01:42:35.934]  Formaldehyde and also CTAB.
[01:42:36.034 --> 01:42:37.155]  What is CTAB?
[01:42:37.695 --> 01:42:41.918]  Cetyltrimethylammonium bromide.
[01:42:42.838 --> 01:42:47.681]  It is a toxic compound, bromide, which we always talk about how everybody is
[01:42:50.327 --> 01:42:56.473]  Deficient in iodine because of the other halogens which are going to be the bromide, chloride and fluorine.
[01:42:56.954 --> 01:42:59.617]  So that is something that we definitely need to watch out for.
[01:43:00.478 --> 01:43:07.105]  Please, if you have children, if you have grandparents,
[01:43:08.675 --> 01:43:12.177]  Hopefully you guys do, and hopefully you have parents as well.
[01:43:12.818 --> 01:43:14.779]  Please do your research.
[01:43:15.219 --> 01:43:17.901]  Please do your research on this year's vaccines.
[01:43:18.822 --> 01:43:33.151]  The toxicity of the acetyltrimethylammonium bromide animal testings has shown ingestion of less than 150 grams of the agent can lead to adverse health effects or possibly death.
[01:43:35.313 --> 01:43:35.513]  So,
[01:43:37.162 --> 01:43:45.663]  The next vaccine that's available for children this year is called Flucelvax, and that's a subunit influenza vaccine.
[01:43:46.969 --> 01:44:08.326]  This actually contains a Brisbane wild-type H1N1-like virus, a South Australian wild-type virus, a Switzerland wild-type virus, a Utah B. fucut-like virus, and it contains residual amounts of MDCK cell protein.
[01:44:08.426 --> 01:44:12.029]  That's a Madden-Darby canine kidney cells.
[01:44:12.890 --> 01:44:18.635]  So they're culturing these vaccines and these viral particles on dog kidney cells.
[01:44:21.397 --> 01:44:25.540]  I know vaccines and flu vaccines is a very controversial issue.
[01:44:26.261 --> 01:44:39.292]  And it's something that I hope that today I was able to provide you with enough information to make a decision, a good decision for yourself and your family this year.
[01:44:39.452 --> 01:44:40.473]  I've never seen
