[00:00:00.769 --> 00:00:04.033]  31 days, folks.
[00:23:03.809 --> 00:23:07.395]  I knew what I was getting into when I announced this last Friday.
[00:23:07.395 --> 00:23:17.671]  Spontaneously, I said we need to have a contest for people to get the Bill Clinton red shirt on TV, at these crowds, where they have these public video shoots, totally legal and lawful, just don't climb onto the stage.
[00:23:19.684 --> 00:23:22.006]  That way you don't get charged with trespassing and stuff like that.
[00:23:22.006 --> 00:23:25.929]  But regardless, at serious times, I need desperate measures.
[00:23:25.929 --> 00:23:28.831]  But we don't want them spinning it like we're violent or we're bad.
[00:23:28.831 --> 00:23:34.335]  That's Black Lives Matter and people that take over the stages and beat people up and say they're going to rob the hurricane victims and all the rest of it.
[00:23:34.335 --> 00:23:35.376]  That's coming up.
[00:23:35.376 --> 00:23:38.038]  We need to be impeccable and almost everybody has been.
[00:23:38.038 --> 00:23:42.442]  The first guy kind of fled forward and fell over the thing a little bit and was drug away.
[00:23:42.442 --> 00:23:43.482]  I'm told he's been charged.
[00:23:43.482 --> 00:23:46.545]  We've got him a lawyer and we're going to get to that at another point.
[00:23:46.545 --> 00:23:47.686]  I think he ought to just come on air and
[00:23:48.936 --> 00:23:51.958]  Be the hero he is and New York will drop the charges.
[00:23:51.958 --> 00:23:55.400]  Because their security people assaulted him first, grabbed him before he tried to climb over.
[00:23:55.400 --> 00:23:57.941]  Then he just held on when they were grabbing him.
[00:23:57.941 --> 00:23:59.142]  And we have gotten him a lawyer.
[00:24:00.660 --> 00:24:01.300]  It's actually a lawyer.
[00:24:01.300 --> 00:24:04.322]  People know his name, but we're not going to talk about it at this point.
[00:24:04.322 --> 00:24:07.944]  But that's why I say do not climb over the metal.
[00:24:07.944 --> 00:24:09.045]  He is going to get the $5,000.
[00:24:09.045 --> 00:24:10.646]  Because he's the first!
[00:24:10.646 --> 00:24:12.447]  Even though he didn't do it right.
[00:24:12.447 --> 00:24:13.087]  He had guts.
[00:24:13.087 --> 00:24:13.787]  He did it first.
[00:24:13.787 --> 00:24:15.168]  He's the Paul Revere.
[00:24:15.168 --> 00:24:15.989]  He's the Lexington.
[00:24:15.989 --> 00:24:17.910]  He's the Concord in the Infowar.
[00:24:17.910 --> 00:24:19.651]  He was the detonator.
[00:24:21.203 --> 00:24:23.644]  Because I can have ideas all day, and I can go out and do it myself.
[00:24:23.644 --> 00:24:28.807]  I've been arrested, you know, breaking into live Fox broadcast myself in New York with a bullhorn.
[00:24:28.807 --> 00:24:31.509]  Took it over for 15 minutes, they went ahead and arrested me.
[00:24:31.509 --> 00:24:34.930]  They couldn't stop me, see, out there in the street.
[00:24:34.930 --> 00:24:39.153]  I told folks, get bullhorns in there, but look, a lot of these rallies, I understand you can't.
[00:24:39.153 --> 00:24:40.734]  But here's why I'm doing this.
[00:24:40.734 --> 00:24:41.534]  I have to.
[00:24:41.534 --> 00:24:42.655]  I love my children.
[00:24:42.655 --> 00:24:43.415]  I love this country.
[00:24:43.415 --> 00:24:44.456]  I love this world.
[00:24:44.456 --> 00:24:46.717]  Somebody's got to stand up to the Clintons.
[00:24:46.717 --> 00:24:49.058]  Somebody's got to have the will to say no to them.
[00:24:49.058 --> 00:24:50.559]  Somebody has got to call their bluff.
[00:24:51.485 --> 00:24:58.548]  And I know full well that the Clintons and their history of rape and all the things they do and how dangerous they are.
[00:24:58.548 --> 00:25:03.750]  And famously, Ron Brown, the Commerce Secretary, they were going to bring him down and blame him for the Clintons' corruption.
[00:25:03.750 --> 00:25:04.891]  He said, I'll talk to Congress.
[00:25:04.891 --> 00:25:05.891]  He said it publicly.
[00:25:05.891 --> 00:25:13.174]  He was dead two days later, and the Army coroner that did the autopsy said he was shot in the head with a .45 caliber handgun.
[00:25:13.174 --> 00:25:14.495]  Look it up.
[00:25:14.495 --> 00:25:16.076]  So I know what they do.
[00:25:16.076 --> 00:25:16.716]  Here's the difference.
[00:25:18.459 --> 00:25:20.220]  Hillary's launching the attacks.
[00:25:20.220 --> 00:25:22.242]  Hillary's trying to shut down the Trump rallies.
[00:25:22.242 --> 00:25:23.363]  They're trying to shut down our free speech.
[00:25:23.363 --> 00:25:24.544]  They're coming after our guns.
[00:25:24.544 --> 00:25:25.765]  They've dissolved our borders.
[00:25:25.765 --> 00:25:29.868]  She's funding radical jihadists.
[00:25:29.868 --> 00:25:31.649]  She's bringing in economic tyranny.
[00:25:31.649 --> 00:25:35.312]  They want us under their control.
[00:25:35.312 --> 00:25:38.394]  They want us under their control.
[00:25:38.394 --> 00:25:43.798]  These people think they can do whatever they want to us whenever they want.
[00:25:43.798 --> 00:25:44.319]  And they can't.
[00:25:45.615 --> 00:25:49.036]  And so, everybody thinks you're successful by going along with the system.
[00:25:49.036 --> 00:25:49.736]  No, you're not.
[00:25:49.736 --> 00:25:56.639]  At a certain point, you've got to start saying no, and that system is run by dangerous psychopaths that are trying to start World War III right now.
[00:25:56.639 --> 00:26:01.900]  We've got big reports on that, the latest developments on that front that are so over the top, it is mind-boggling.
[00:26:01.900 --> 00:26:06.182]  I'm going to start getting to some of that right after this break.
[00:26:06.182 --> 00:26:12.744]  You can pull it up in the Moscow Times, pull it up in Daily Caller, you name it, I did a report on it last night, and I'm going to give you the headline right now.
[00:26:13.792 --> 00:26:17.894]  Russia launches no-fly zone.
[00:26:17.894 --> 00:26:22.717]  The West says we're gonna come in and have a no-fly zone over Syria when that's a sovereign country you're not invited in?
[00:26:24.591 --> 00:26:27.912]  Another double-cross to back up ISIS and Al-Qaeda, because they're getting their butts kicked.
[00:26:27.912 --> 00:26:30.172]  Russia says, okay, boom, our shield's up.
[00:26:30.172 --> 00:26:30.972]  Don't come in.
[00:26:30.972 --> 00:26:33.933]  That's how fast, militarily, things escalate.
[00:26:33.933 --> 00:26:36.734]  That's how dangerous these situations are.
[00:26:36.734 --> 00:26:46.336]  And cooler heads have to prevail, and we can't have old, drugged out, mentally ill, dangerous globalists running our country and running our world.
[00:26:47.717 --> 00:27:04.100]  And we've got good people in the government, good people in the military, good people in the private sector, good people in the media, most of them have been drummed out or demonized or, you know, shoved to the side, who just need other people to stand up and hit the barbed wire for them, to have the courage to get these issues out there first, so we can bring these tyrants down.
[00:27:04.100 --> 00:27:05.801]  That's why they're so scared of these type of events.
[00:27:05.801 --> 00:27:16.463]  But, in a message to Hillary Clinton, dealing with this article, Bill Clinton's a rapist, Trump supporter, crashes Tim Kaine rally, and then we're going to play that clip of what happened last night.
[00:27:17.605 --> 00:27:19.546]  Hillary, you're on us.
[00:27:19.546 --> 00:27:21.528]  You've got us in a stranglehold.
[00:27:21.528 --> 00:27:22.228]  The globalists.
[00:27:22.228 --> 00:27:23.569]  You're dismantling our country.
[00:27:23.569 --> 00:27:24.550]  The bitter clingers.
[00:27:24.550 --> 00:27:25.431]  You're out to get us.
[00:27:25.431 --> 00:27:26.792]  You admit that.
[00:27:26.792 --> 00:27:28.573]  In your public statements, your private statements.
[00:27:28.573 --> 00:27:32.596]  You say you're coming after the alt-right media and we have no right to exist.
[00:27:32.596 --> 00:27:35.318]  You're telling us we have no right to exist.
[00:27:35.318 --> 00:27:36.339]  We take you at your word.
[00:27:36.339 --> 00:27:38.040]  We know how evil you are.
[00:27:38.040 --> 00:27:42.163]  And so you have to understand, we thought we could fix things without really taking the gloves off.
[00:27:42.663 --> 00:27:46.546]  And if you think we've taken the gloves off now, I mean, I'm here standing against you.
[00:27:46.546 --> 00:27:48.007]  I know you're a killer.
[00:27:48.007 --> 00:27:49.088]  I know you're a murderer.
[00:27:49.088 --> 00:27:53.411]  I know you represent people that have overturned countries and killed hundreds of thousands of people.
[00:27:53.411 --> 00:27:56.654]  And then you go on TV and brag about, you came, you saw, he died.
[00:27:56.654 --> 00:27:57.614]  You're Brian Williams.
[00:27:57.614 --> 00:27:59.536]  You lie about being in combat.
[00:27:59.536 --> 00:28:03.719]  You're a horrible, demonic, evil person.
[00:28:03.719 --> 00:28:11.625]  But I'm more scared of your agenda succeeding than I am of you cooking up charges, having me killed, sending one of your loons in to come after us.
[00:28:14.685 --> 00:28:18.726]  And folks have to understand, that's how dire these straits are.
[00:28:18.726 --> 00:28:22.387]  So I want to salute the people that are peacefully going out and exposing the rape.
[00:28:22.387 --> 00:28:25.988]  I think you can expose, you ordered the stand down at Benghazi!
[00:28:25.988 --> 00:28:27.929]  She ordered the stand down at Benghazi!
[00:28:27.929 --> 00:28:33.151]  I don't have the money to offer prizes for that, but those are things that are important as well.
[00:28:33.151 --> 00:28:36.732]  You can also expose the fact that, you know, Hillary Clinton completely collapsed!
[00:28:36.732 --> 00:28:39.892]  She didn't stumble!
[00:28:39.892 --> 00:28:41.353]  Infowars.com, whatever.
[00:28:42.449 --> 00:28:46.407]  But quite frankly, I like it when you say Infowars.com because we're going to fight this thing.
[00:28:46.407 --> 00:28:47.131]  We're going to go all the way.
[00:28:48.732 --> 00:28:58.095]  But when you're sitting there watching ABC News and CBS and all these, and it's InfoWars.com, Bill Clinton's a rapist, you know, it's my duty to do this, just like it's the people doing its duty, and I salute them.
[00:28:58.095 --> 00:28:59.696]  But let me tell you, it's next level.
[00:28:59.696 --> 00:29:01.837]  There isn't a level above this, folks.
[00:29:01.837 --> 00:29:12.921]  When you're engaging these evil people that are so horrible, so psychopathic, at point-blank range, and you're hurting them, and you've got them in a corner, and you're ramming up against them.
[00:29:12.921 --> 00:29:15.382]  I mean, we're at the forefront of exposing our epilepsy.
[00:29:16.226 --> 00:29:17.547]  And the Secret Service League.
[00:29:17.547 --> 00:29:19.329]  We're at the forefront of fighting globalism.
[00:29:19.329 --> 00:29:21.230]  We're at the forefront of exposing the election fraud.
[00:29:21.230 --> 00:29:23.613]  We're at the forefront of their plan to get the guns.
[00:29:23.613 --> 00:29:27.056]  We're at the forefront of that we broke that they dissolved the government three years ago.
[00:29:27.056 --> 00:29:29.758]  The borders.
[00:29:29.758 --> 00:29:30.519]  We forced that out.
[00:29:31.997 --> 00:29:36.960]  I mean, InfoWars is the flaming white-hot tip of the spear, folks.
[00:29:36.960 --> 00:29:39.001]  Just understand, we are the Alamo.
[00:29:39.001 --> 00:29:41.382]  This is the defense.
[00:29:41.382 --> 00:29:44.484]  See, we're not engaged in an assault, ladies and gentlemen.
[00:29:44.484 --> 00:29:47.846]  We're in a defensive-offense operation.
[00:29:47.846 --> 00:29:49.247]  We're on the march.
[00:29:49.247 --> 00:29:51.788]  The Empire's on the run.
[00:29:51.788 --> 00:29:54.450]  Alex Jones and the GCN Radio Network.
[00:29:58.607 --> 00:30:01.929]  Coming to a city near you, ISIS serial killers!
[00:30:01.929 --> 00:30:08.934]  That's right, an ISIS magazine, Rumaya, is recruiting serial killers to carry out knife attacks in the West.
[00:30:08.934 --> 00:30:18.520]  This hate group, or religion of peace according to Hillary Clinton, explains to potential recruits how they don't need a gun to terrorize innocent people, they just need a knife.
[00:30:18.520 --> 00:30:24.284]  This same publication also calls for its servants to shed blood and even to die for their cause.
[00:30:24.284 --> 00:30:25.725]  How would you describe that?
[00:30:25.725 --> 00:30:26.586]  Radical Islam?
[00:30:26.866 --> 00:30:31.289]  I'm sure Barack Obama will be ignoring this because radical Islam doesn't exist to him.
[00:30:31.289 --> 00:30:37.334]  I'm sure Hillary Clinton will turn a blind eye to this as well as she doesn't want to offend anyone on the eve of an election.
[00:30:37.334 --> 00:30:38.795]  Here's a crazy idea.
[00:30:38.795 --> 00:30:44.980]  Find out whoever is publishing this mass murderer producing hate rag and start questioning him and his entire staff.
