[00:00:00.009 --> 00:00:00.225]  Thank you.
[00:20:14.429 --> 00:20:16.033]  Do you realize now what you've done?
[00:20:32.751 --> 00:20:38.377]  Speaking nearly a month ago, President Vladimir Putin at the International Economic Forum in St.
[00:20:38.417 --> 00:20:52.471]  Petersburg, Russia, warned the group of international journalists there, repeatedly, that Europe, the United States, and Russia were drifting towards full-scale war.
[00:20:53.832 --> 00:20:56.355]  We know year by year what's going to happen, and they know we know.
[00:20:58.646 --> 00:21:03.728]  It's only you that they tell these fables and you buy it and spread it to the citizens of your countries.
[00:21:04.869 --> 00:21:07.950]  Your people do not feel a sense of the impending danger.
[00:21:07.970 --> 00:21:09.371]  This is what worries me.
[00:21:10.011 --> 00:21:14.112]  How do you not understand that the world is being pulled in an irreversible direction?
[00:21:14.313 --> 00:21:15.313]  That is the problem.
[00:21:15.553 --> 00:21:17.494]  But they pretend like nothing's going on.
[00:21:18.054 --> 00:21:20.515]  I don't even know how to get through to you people anymore.
[00:21:20.535 --> 00:21:27.678]  And the big news is, a month later, almost a month later, after we first reported on it,
[00:21:28.482 --> 00:21:36.265]  In mid-June, there has been almost no Western coverage of it at all.
[00:21:37.265 --> 00:21:39.746]  And that's exactly what Putin was getting at.
[00:21:40.707 --> 00:21:56.573]  Whether you love Putin or hate Putin, if the leader of Russia, with thousands of intercontinental ballistic missiles and cruise missiles, is telling the West, I don't know how to get through to you, your media is controlled, you're being manipulated,
[00:21:57.443 --> 00:21:59.585]  NATO is putting missiles on our borders.
[00:21:59.765 --> 00:22:01.427]  We're having to move missiles in.
[00:22:01.907 --> 00:22:03.668]  You've overthrown Ukraine.
[00:22:04.129 --> 00:22:05.630]  You're on an offensive.
[00:22:06.171 --> 00:22:08.913]  You're funding and protecting radical Islam.
[00:22:09.273 --> 00:22:10.835]  Do you know what you've done?
[00:22:10.855 --> 00:22:12.696]  Do you know what you've done?
[00:22:12.756 --> 00:22:15.679]  As he said at the UN, destabilizing the Middle East.
[00:22:16.199 --> 00:22:17.360]  Why are you doing this?
[00:22:18.281 --> 00:22:22.245]  Where are the sound minds across the political spectrum
[00:22:23.718 --> 00:22:25.419]  Who should be stopping this?
[00:22:26.020 --> 00:22:29.963]  Russia has three overseas military bases.
[00:22:30.703 --> 00:22:31.484]  You have hundreds.
[00:22:32.885 --> 00:22:35.767]  You have your spies inside our country trying to overthrow it.
[00:22:36.128 --> 00:22:38.229]  You have your CIA people trying to get into our embassies.
[00:22:38.770 --> 00:22:40.371]  You are at war with us!
[00:22:40.951 --> 00:22:45.535]  And the average American, the average European, the average Brit is not aware of this.
[00:22:47.456 --> 00:22:50.719]  Another threat that President Obama mentioned was ISIS.
[00:22:54.576 --> 00:22:56.357]  Well, who on earth armed them?
[00:22:56.977 --> 00:23:02.080]  Who helped to arm the Syrians that were fighting against Assad?
[00:23:03.460 --> 00:23:07.582]  Who created the necessary political climate that facilitated the situation?
[00:23:08.522 --> 00:23:11.223]  Who pushed for the delivery of arms to the area?
[00:23:11.844 --> 00:23:16.846]  But the issue of a major world leader saying that we're moving to the brink of war
[00:23:18.812 --> 00:23:20.273]  And it's not in our news.
[00:23:20.613 --> 00:23:21.573]  That's the big story.
[00:23:22.393 --> 00:23:25.515]  It shows how incredibly controlled things are.
[00:23:25.755 --> 00:23:38.699]  Please spread this video far and wide and hopefully it will spur a debate that can cause some type of chain reaction that reverses our course or at least changes our course from assured Armageddon.
[00:23:39.200 --> 00:23:42.581]  But they will pay attention when we the people force the issue.
[00:23:43.241 --> 00:23:44.942]  And we are forcing the issue on this
[00:23:46.002 --> 00:23:50.769]  As well as many other issues going on here in the United States and around the world.
[00:23:51.330 --> 00:23:53.653]  I'm Alex Jones, signing off for InfoWars.com.
[00:23:54.053 --> 00:23:57.197]  If you're watching or listening to this transmission, you are the hope.
[00:23:58.599 --> 00:23:59.440]  You are the resistance.
[00:24:24.755 --> 00:24:42.662]  We've got a lot of different videos that we can air, and coming up, the start of the next segment, Diamonds and Silk should have arrived, but again, there's a lot of issues getting through the security cordon, because we're actually inside where the convention's going on itself, in a private studio.
[00:24:43.735 --> 00:25:00.372]  Building that's part of the complex as viewers can actually see if you're watching on television right now on TV stations and cable systems around the country, but also for free at InfoWars.com forward slash show briefly because I've been neglecting to do this.
[00:25:01.781 --> 00:25:05.603]  This is a massive expenditure, obviously, of money for any media organization.
[00:25:05.663 --> 00:25:10.846]  We're a mom and pop independent organization that's got about 55 people in it.
[00:25:11.447 --> 00:25:16.530]  And then, of course, auxiliary reporters and contractors and folks, less than 100 people total.
[00:25:17.617 --> 00:25:42.376]  Having the effect, media-wise, punching through the Berlin Wall of controlled disinformation that is mainstream media, punching through with a searing, flame-throwing, white-hot spotlight of truth, just crashing into the lies of disinformation, unapologetically taking the enemy on head-on, like a rampaging 18-wheeler running over the jihadis instead of the jihadis running over us, but in the information war.
[00:25:42.957 --> 00:25:47.080]  And the globalists are allied with every radical, hateful, out-of-control group
[00:25:48.400 --> 00:26:00.406]  That you can imagine, and they're creating total distractions, total diversions, with things like, you know, did Melania Trump lift some lines about heritage and her family?
[00:26:00.446 --> 00:26:01.887]  I mean, everybody says that in a speech.
[00:26:03.127 --> 00:26:15.814]  I've talked to Roger Stone, and I've also talked to some of our other sources that obviously go unnamed, but the bottom line is, is that Lewandowski
[00:26:16.954 --> 00:26:19.435]  Who has been a troublemaker all along inside the campaign.
[00:26:19.455 --> 00:26:24.456]  I've never talked about that in the year and a half that I've had some knowledge of the campaign.
[00:26:24.696 --> 00:26:25.856]  Not just from Stone, but from others.
[00:26:26.216 --> 00:26:28.497]  Everything Stone ever told me then came true.
[00:26:29.237 --> 00:26:30.997]  Or was already had happened and was proven later.
[00:26:31.598 --> 00:26:32.158]  Basically everything.
[00:26:33.138 --> 00:26:36.239]  I don't think I've ever seen Stone be wrong.
[00:26:37.711 --> 00:26:39.453]  Quite frankly, I talk to him every day.
[00:26:40.053 --> 00:26:41.074]  Sometimes, multiple times a day.
[00:26:41.394 --> 00:26:42.355]  He's just a really interesting guy.
[00:26:42.375 --> 00:26:44.657]  In fact, after this campaign's over, I tend to keep talking to Stone.
[00:26:44.958 --> 00:26:46.119]  I mean, he's a fun guy.
[00:26:46.539 --> 00:26:48.561]  He's the type of guy you'd take on vacation with you.
[00:26:48.721 --> 00:26:50.783]  I mean, he's just really funny, really smart, a real guy.
[00:26:50.803 --> 00:26:53.385]  But anyways, enough bromance there.
[00:26:55.187 --> 00:26:56.968]  He's going to tell you the inside scoop on Fox.
[00:26:57.229 --> 00:27:01.673]  And he told me the inside scoop on Fox six months ago.
[00:27:02.725 --> 00:27:04.446]  He told me the inside scoop a month ago.
[00:27:04.486 --> 00:27:07.707]  He told me the inside scoop, I'm going to go ahead and just let you know, a week ago.
[00:27:07.747 --> 00:27:10.768]  That's why you heard me go ahead and he said, yeah, it's starting to come out.
[00:27:10.788 --> 00:27:11.468]  You can talk about it.
[00:27:12.029 --> 00:27:14.730]  But then I talked to other people at Fox, obviously, I don't want to get them in trouble.
[00:27:15.930 --> 00:27:17.671]  Tucker Carlson is not one of my sources.
[00:27:17.991 --> 00:27:22.072]  I don't ever bring up Fox News stuff with them, but I do talk to him sometimes off air.
[00:27:23.573 --> 00:27:25.514]  And it's amazing.
[00:27:26.454 --> 00:27:29.157]  Absolutely amazing what's going on at Fox News.
[00:27:29.217 --> 00:27:34.061]  In fact, I wish I would have made a bigger deal about this a few weeks ago when I was authorized to start talking about it.
[00:27:34.661 --> 00:27:36.823]  But quite frankly, it's so off my radar.
[00:27:37.243 --> 00:27:44.109]  Fox News itself and how arrogant Fox News is and how Fox News thinks it's God and so many of its personalities are just unbelievably
[00:27:45.888 --> 00:27:50.809]  Narcissistic, I guess would be the word, that I just, it's really not on my radar screen.
[00:27:51.109 --> 00:27:54.590]  I mean, I, here's the thing, I know what Fox News is.
[00:27:55.070 --> 00:27:56.270]  I know what it's designed to do.
[00:27:57.090 --> 00:27:59.751]  But, what they're now doing to it is big news.
[00:28:00.991 --> 00:28:04.132]  What is now happening at Fox News is going to happen to everybody else.
[00:28:04.572 --> 00:28:11.033]  And so many people I see on InfoWars and Prison Planet are saying, oh great, I hope Fox News falls apart.
[00:28:11.093 --> 00:28:13.594]  Oh, I'm glad that the Murdochs are about to take it left.
[00:28:13.674 --> 00:28:14.754]  Screw it, it'll just collapse.
[00:28:16.155 --> 00:28:26.223]  The fact that they're getting ready to bring down Fox News, everyone, shows you they understand that they have to completely shut down the Liberty Movement, and even the artificial one that was there to control things.
[00:28:26.783 --> 00:28:30.867]  Now that it's failed and has been radicalized, it's got to be controlled, demoed.
[00:28:31.828 --> 00:28:35.591]  And when I say this, folks, you need to understand, what you're hearing is the facts, okay?
[00:28:36.591 --> 00:28:39.654]  Now, I could see this from afar, knowing the different players, years ago.
[00:28:41.784 --> 00:28:46.629]  And I knew they were using the whole hacking scandal to threaten the Murdoch empire to make him come closer to Hillary.
[00:28:46.709 --> 00:28:47.690]  We knew this four years ago.
[00:28:48.350 --> 00:28:49.451]  And we told you this was happening.
[00:28:49.771 --> 00:28:51.973]  And he, you know, gives more money to Hillary than he does Republicans.
[00:28:52.725 --> 00:28:52.925]  I don't
[00:29:16.000 --> 00:29:16.781]  I don't know.
[00:29:33.663 --> 00:29:35.124]  They've got dossiers on everybody.
[00:29:35.284 --> 00:29:36.244]  They know Donald Trump.
[00:29:36.404 --> 00:29:37.605]  They know people like Limbaugh.
[00:29:37.985 --> 00:29:38.645]  Love the country.
[00:29:39.386 --> 00:29:41.247]  And they're not New World Order people.
[00:29:41.527 --> 00:29:44.628]  And it's going to get so bad in this country that they're not going to be allowed to be on air.
[00:29:45.369 --> 00:29:46.629]  Then they're going to start arresting people.
[00:29:46.809 --> 00:29:47.129]  Okay?
[00:29:47.149 --> 00:29:47.950]  This is how this works.
[00:29:48.832 --> 00:29:52.635]  So, all the conservative libertarians going, yay, Fox News is going to fall.
[00:29:53.035 --> 00:29:54.136]  No, it's horrible.
[00:29:54.776 --> 00:29:56.077]  It's bad news, folks.
[00:29:56.337 --> 00:29:58.298]  It shows how authoritarian things have gotten.
[00:29:58.598 --> 00:29:59.499]  We're on the march.
[00:29:59.999 --> 00:30:01.600]  The empire's on the run.
[00:30:02.521 --> 00:30:05.203]  Alex Jones and the GCN Radio Network.
[00:30:09.403 --> 00:30:14.890]  This is the answer for your children to totally absorb the multivitamins, the minerals, the amino acids, everything at once.
[00:30:15.411 --> 00:30:15.911]  Unveiled!
[00:30:16.312 --> 00:30:19.376]  Vitamin Mineral Fusion Advanced Multi-Vitamin Formula.
[00:30:20.077 --> 00:30:20.517]  30 servings.
[00:30:20.717 --> 00:30:23.321]  Fruit punch flavor dietary supplement.
[00:30:23.641 --> 00:30:24.682]  It is simply amazing.
[00:30:24.762 --> 00:30:25.704]  Infowarslife.com
[00:30:26.084 --> 00:30:30.486]  There's a million different products like this out there that they're, you know, they're good in different ways.
[00:30:31.007 --> 00:30:44.093]  But this takes all of the vitamins, all the essential amino acids, all the essential compounds and minerals that you need, puts it into something that's great tasting as opposed to like clumpy, gross stuff.
[00:30:44.494 --> 00:30:45.674]  And you can put it in your drink every morning.
[00:30:45.714 --> 00:30:46.895]  I put it in my protein shake.
[00:30:47.515 --> 00:30:53.019]  It is the platinum standard, in my view, of multivitamins in terms of an advanced multidrink vitamin.
[00:30:53.039 --> 00:30:56.061]  The cleanest, the purest, new stuff had to be invented.
[00:30:56.101 --> 00:30:58.342]  That's why it took this long to even bring us something that's good.
[00:30:58.943 --> 00:31:05.087]  Some companies are going to take a small amount of vitamins and make it, you know, so there's so much filler, it looks like there's a lot.
[00:31:05.287 --> 00:31:06.528]  This is ultra-concentrated.
[00:31:06.548 --> 00:31:08.249]  We're not playing games here, okay?
