[00:00:08.004 --> 00:00:08.665]  Well here we are.
[00:22:57.100 --> 00:23:01.101]  And I've had a lot of people also push back and say, why are you saying that Google is censoring you?
[00:23:01.161 --> 00:23:02.622]  Google is a private organization.
[00:23:02.662 --> 00:23:03.682]  They can do whatever they wish.
[00:23:05.759 --> 00:23:14.561]  You have to understand that what this is, is a public-private partnership, where the government works very closely with the corporation.
[00:23:14.601 --> 00:23:16.001]  We see that with the toll roads.
[00:23:16.181 --> 00:23:19.442]  And every time you see PPP, you know you're going to get screwed.
[00:23:20.142 --> 00:23:21.202]  It's crunny capitalism.
[00:23:21.642 --> 00:23:23.343]  It's something that's being done under the table.
[00:23:23.563 --> 00:23:26.763]  And what they're doing right here, folks, is they're outsourcing censorship.
[00:23:27.563 --> 00:23:28.304]  Let me repeat that.
[00:23:28.604 --> 00:23:30.744]  They're outsourcing censorship.
[00:23:31.324 --> 00:23:32.304]  That's what this is all about.
[00:23:32.885 --> 00:23:33.785]  That's why they're using Google.
[00:23:33.825 --> 00:23:34.945]  That's why they're using Facebook.
[00:23:35.600 --> 00:23:47.264]  You see Angela Merkel whispering in the ear of Zuckerberg about how they need his help to deal with the crisis that they have created with immigration.
[00:23:47.964 --> 00:23:49.165]  We'll work with you on that.
[00:23:49.305 --> 00:23:51.366]  We'll work with the Chinese Communist government on that.
[00:23:51.826 --> 00:23:56.968]  We'll work with anybody as long as the money keeps flowing and the monopoly keeps going.
[00:23:57.528 --> 00:24:02.710]  You have to understand that all this phony narrative about what was going on with the
[00:24:03.974 --> 00:24:10.195]  FCC, as I pointed out yesterday, it was simply a, number one, it was a competition between bureaucracies.
[00:24:10.676 --> 00:24:16.337]  You had the FTC, the Trade Commission, has been regulating the internet very lightly.
[00:24:16.797 --> 00:24:21.198]  But then the FCC said, we're going to regulate it as if it was a limited frequency spectrum.
[00:24:21.218 --> 00:24:27.339]  So we're going to do net neutrality, we're going to do these other rules, we're going to put prohibitions on ISPs.
[00:24:27.359 --> 00:24:29.460]  When they wanted to put prohibition on ISPs,
[00:24:31.113 --> 00:24:37.158]  And that was for the benefit of Google and Facebook, who are heavily connected to the Obama administration.
[00:24:37.878 --> 00:24:41.341]  How many times has Eric Schmidt by himself go to the Obama administration?
[00:24:41.461 --> 00:24:44.483]  It was over 200 times that he went to meet with Obama.
[00:24:44.804 --> 00:24:49.667]  So what they're doing is they're saying, well, we're going to allow Facebook and Google to collect your information.
[00:24:49.928 --> 00:24:51.569]  They're even going to turn it over to employers.
[00:24:51.589 --> 00:24:53.771]  They're going to turn over your browsing history.
[00:24:53.791 --> 00:24:57.513]  They're going to turn over the history of the videos that you watched on YouTube.
[00:24:57.554 --> 00:24:58.975]  They'll turn that over to the government.
[00:24:58.995 --> 00:25:00.396]  Remember that broke a couple of days ago?
[00:25:01.246 --> 00:25:05.990]  They'll turn over all that stuff, they'll monetize all that stuff, and they'll also turn over information to the government.
[00:25:06.010 --> 00:25:07.391]  See, that's what the government wants to have.
[00:25:08.171 --> 00:25:09.592]  The government wants to know what you think.
[00:25:10.332 --> 00:25:12.233]  Are their narratives working with you?
[00:25:12.773 --> 00:25:14.914]  Do they need to fine-tune it over here?
[00:25:14.954 --> 00:25:18.175]  Will it be more acceptable if they fine-tune the narrative?
[00:25:18.195 --> 00:25:19.035]  Will you believe them then?
[00:25:19.055 --> 00:25:19.135]  Okay?
[00:25:20.035 --> 00:25:21.236]  It's kind of like, get smart.
[00:25:21.596 --> 00:25:22.716]  You know, would you believe?
[00:25:23.037 --> 00:25:26.298]  And then he puts this thing out and then it's like, it's absolutely incredible.
[00:25:26.338 --> 00:25:28.339]  He goes, well, would you believe if I said this?
[00:25:28.439 --> 00:25:29.539]  Okay, that's what they're playing.
[00:25:29.579 --> 00:25:35.781]  It's this closed-loop game where they throw out a phony narrative and then they measure to see whether or not people are buying it or not.
[00:25:35.821 --> 00:25:37.122]  That's the kind of intelligence
[00:25:37.802 --> 00:25:40.546]  That Facebook and Google can help the government with.
[00:25:40.587 --> 00:25:48.820]  And then the government helps them by giving them monopolies, saying we're not going to let ISPs collect this information, we're going to let you and Facebook collect this information.
[00:25:49.441 --> 00:25:50.582]  So they come out and they say...
[00:25:51.929 --> 00:25:52.890]  This is a vendor who did it.
[00:25:52.950 --> 00:26:08.309]  And before I leave this whole idea of it being private, let me say that a lot of these people who are defending Google are the same people who said we need to shut down a small local bakery if they don't bake a cake for a gay wedding because it's against their religion.
[00:26:09.175 --> 00:26:11.578]  Now you have the freedom, you can go to any bakery, right?
[00:26:12.379 --> 00:26:14.281]  But Google has a virtual monopoly.
[00:26:14.321 --> 00:26:15.622]  They operate in the public space.
[00:26:15.722 --> 00:26:25.293]  The arguments that they made to shut down this bakery, saying that they are a business operating in the public space, so they don't have the right to choose to refuse service to people.
[00:26:26.635 --> 00:26:29.497]  They're not making that same argument for Google now, are they?
[00:26:29.798 --> 00:26:30.819]  Isn't that kind of interesting?
[00:26:31.139 --> 00:26:37.265]  Google gets a pass, but the little tiny local bakery gets hammered, put out of business for that same type of wedding.
[00:26:37.285 --> 00:26:41.108]  So don't talk to me about the fact that they're private, okay?
[00:26:41.568 --> 00:26:42.389]  I'm fine with that.
[00:26:42.429 --> 00:26:44.171]  Let's have some boycotts of them, that's fine.
[00:26:45.592 --> 00:26:53.557]  Realize that you're not going to be able to, it's much easier to start up a bakery than it is to go into competition with Google or Facebook.
[00:26:53.657 --> 00:26:54.938]  You realize that of course, don't you?
[00:26:55.638 --> 00:27:06.686]  And you realize how powerful they are in terms of shaping the narrative, in terms of shutting down the First Amendment and shutting down specific sites because our government wants to outsource.
[00:27:07.722 --> 00:27:12.607]  Outsource censorship, just like they want to outsource their espionage on you.
[00:27:12.807 --> 00:27:22.496]  See, when these people collect the information on you, and they turn it over to the government, the government just passed a law last year, CISA, they've been trying to get that for a long time, they finally got it through.
[00:27:22.956 --> 00:27:30.504]  They said you can't sue them if they turn information that they collected about you over to the government, because they said, well, that belongs to them now.
[00:27:30.964 --> 00:27:32.465]  That's the fiction that they play.
[00:27:33.186 --> 00:27:35.168]  So they outsource the surveillance.
[00:27:35.568 --> 00:27:38.170]  They outsource the censorship.
[00:27:38.610 --> 00:27:42.313]  This is the game that they're playing with this public-private partnership.
[00:27:42.593 --> 00:27:43.954]  Now this is what Google said today.
[00:27:43.994 --> 00:27:49.699]  In this article they said, Google's representative distanced the company from the contractor's instructions.
[00:27:50.339 --> 00:27:54.483]  This is the documents that we exposed yesterday on InfoWars.com.
[00:27:55.143 --> 00:28:05.187]  They told Business Insider that it did not instruct quality raters how to grade specific websites, but it gives general rules to get unbiased feedback to improve the algorithm.
[00:28:05.708 --> 00:28:08.009]  Alright, let's focus on that phrase there.
[00:28:08.769 --> 00:28:11.030]  Grading specific websites.
[00:28:11.850 --> 00:28:13.351]  Understand that it would be bad enough
[00:28:14.557 --> 00:28:18.059]  If they were to come out and say, we're going to tell you what's true and what isn't.
[00:28:18.119 --> 00:28:22.442]  We're going to say this story here is true and that story over there is false.
[00:28:22.642 --> 00:28:23.763]  I don't need Google.
[00:28:23.883 --> 00:28:26.385]  You don't need Google to tell you that something is true or false.
[00:28:26.405 --> 00:28:27.926]  You don't need Snopes either.
[00:28:28.546 --> 00:28:31.468]  Or this phony organization down in St.
[00:28:31.508 --> 00:28:36.632]  Petersburg that they picked up that's not much better than a couple of people with cats on this couch, okay?
[00:28:36.972 --> 00:28:38.313]  It's a very tiny little school.
[00:28:38.333 --> 00:28:39.574]  They say it's a journalism school.
[00:28:39.654 --> 00:28:42.716]  It's got a faculty of like five or six people and they hold seminars.
[00:28:43.036 --> 00:28:43.937]  They have fake
[00:28:44.717 --> 00:28:51.348]  People who are who are validating and setting on top of this news and telling you whether it's real or not.
[00:28:51.368 --> 00:28:52.189]  You don't need that.
[00:28:52.810 --> 00:28:59.400]  This is simply an effort to manipulate the narrative, to manipulate what people have out there in the public.
[00:29:00.021 --> 00:29:00.941]  But they go beyond that.
[00:29:01.001 --> 00:29:03.722]  It wouldn't be bad enough if they did that story by story, but they go beyond that.
[00:29:03.903 --> 00:29:07.424]  They point out that they're going to downrate specific websites.
[00:29:07.484 --> 00:29:18.428]  And when you look at that story, it's not just the fact that they're focused on InfoWars, but the fact that they say, well, based on the reputation of a particular site, you should always downrate their stuff to the lowest level.
[00:29:18.988 --> 00:29:21.689]  And because CNN is stellar, yeah, right?
[00:29:21.749 --> 00:29:27.651]  These people who faked everything from missile attacks and, you know, you've seen the disappearing nose of
[00:29:29.817 --> 00:29:31.098]  Of the anchor Anderson Cooper.
[00:29:31.138 --> 00:29:31.919]  I mean, come on.
[00:29:32.319 --> 00:29:33.760]  But they're the highest quality level.
[00:29:33.940 --> 00:29:35.241]  Because they're all in this together.
[00:29:35.782 --> 00:29:38.204]  They're part of Operation Mockingbird.
[00:29:38.704 --> 00:29:39.805]  Part 2, I guess.
[00:29:39.865 --> 00:29:40.746]  Or maybe this is part 13.
[00:29:40.866 --> 00:29:45.730]  I don't know how many different revisions we've got of Operation Mockingbird.
[00:29:45.750 --> 00:29:48.252]  Well, the CIA went in and said, we're going to take over the media.
[00:29:48.272 --> 00:29:50.373]  We're going to tell them what to tell the public.
[00:29:50.413 --> 00:29:52.535]  And they all read off the same government script.
[00:29:52.575 --> 00:29:53.336]  Well, CNN?
[00:29:54.056 --> 00:29:57.097]  Google, Facebook, they're all reading off the same script, but they get the high ratings.
[00:29:57.578 --> 00:30:00.319]  They are the ones who will determine what your reputation is.
[00:30:00.379 --> 00:30:04.261]  They are the ones who will determine whether what you say is true or not.
[00:30:04.701 --> 00:30:07.002]  And that was the most dangerous part about this.
[00:30:07.022 --> 00:30:10.484]  You know, we're going to have in the next hour, Lee Strahan is going to be with us.
[00:30:11.144 --> 00:30:12.525]  And he's spoken a great deal.
[00:30:13.445 --> 00:30:17.546]  About how you don't disrate something because of the source.
[00:30:17.566 --> 00:30:20.007]  You don't want to completely shut down a source.
[00:30:20.287 --> 00:30:22.467]  Even CNN can have some truth sometimes.
[00:30:23.007 --> 00:30:24.027]  Even the New York Times.
[00:30:24.868 --> 00:30:33.050]  As a matter of fact, yesterday, I covered this story that the New York Times had about MS-13 and the gang violence on Long Island.
[00:30:33.070 --> 00:30:39.091]  I talked about how that was a personal story because my wife is from that area.
[00:30:40.439 --> 00:30:55.739]  And I was absolutely amazed that even though they got the facts right, and they talked about all the murders of teenagers in that area, people who were hacked to death with machetes, and then they call these people undocumented immigrants.
[00:30:56.784 --> 00:30:58.225]  These MS-13 gang members.
[00:30:58.665 --> 00:31:02.366]  They said 10 of the 13 that were arrested were undocumented immigrants.
[00:31:02.867 --> 00:31:06.328]  They weren't criminals, they weren't gang members, they were undocumented immigrants.
