[00:00:05.799 --> 00:00:06.539]  What's his name?
[00:22:34.467 --> 00:22:35.708]  They literally are addicts.
[00:22:35.928 --> 00:22:37.549]  Of course, they're not playing with their own money.
[00:22:37.589 --> 00:22:41.191]  They're playing with our lives and the lives of our children and the security of our institutions.
[00:22:41.751 --> 00:22:52.798]  But it's no... You can't expect sense out of these people anymore that you can say, well, that gambling addict, why on earth would he end up losing his home, losing his house, losing his wife, lying face down in a ditch with a dead hooker?
[00:22:52.838 --> 00:22:54.519]  I mean, that's what addicts do.
[00:22:54.579 --> 00:22:57.740]  They continue to escalate until they're either cured or they crash.
[00:22:57.840 --> 00:23:00.222]  And I think we're kind of poised between the two at the moment.
[00:23:03.277 --> 00:23:04.637]  Clean, pure drinking water.
[00:23:04.918 --> 00:23:06.218]  You can't survive without it.
[00:23:06.418 --> 00:23:07.318]  But where do you get it?
[00:23:07.618 --> 00:23:13.380]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:23:13.600 --> 00:23:19.322]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:23:19.522 --> 00:23:36.370]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:23:36.770 --> 00:23:38.891]  Filter capacity up to 5,000 gallons.
[00:23:39.271 --> 00:23:40.451]  Stainless steel construction.
[00:23:40.731 --> 00:23:41.431]  Easy assembly.
[00:23:41.772 --> 00:23:42.392]  Low maintenance.
[00:23:42.672 --> 00:23:44.512]  Replacement filters are simple to install.
[00:23:44.772 --> 00:23:51.895]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:23:52.055 --> 00:23:57.036]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:23:57.236 --> 00:23:59.817]  Go to InfowarsStore.com or call 888-253-3139.
[00:24:13.001 --> 00:24:16.162]  This just in at InfoWars.com from the Daily Caller.
[00:24:17.103 --> 00:24:17.703]  Former U.S.
[00:24:17.763 --> 00:24:24.926]  Attorney Susan Rice ordered spy agencies to produce detailed spreadsheets involving Trump.
[00:24:27.787 --> 00:24:33.909]  As we just told you earlier, absolute detailed spying and that's actually already come out but now they have even more confirmation of it.
[00:24:34.469 --> 00:24:37.030]  Confirmed Susan Rice unmasked Trump team.
[00:24:38.111 --> 00:24:38.551]  Once again,
[00:24:40.285 --> 00:24:40.985]  Trump was right.
[00:24:41.105 --> 00:24:51.710]  The conspiracy theory that a close Obama associate worked to unmask the Trump team resulting in the ongoing media spectacle over collusion between Trump and the Kremlin has been confirmed.
[00:24:52.050 --> 00:24:55.091]  First by Mike Cernovich and now by Bloomberg itself.
[00:24:57.132 --> 00:25:07.476]  And it goes through Mike Cernovich having his whistleblower inside one of the news agencies where they sat on this and then Bloomberg comes out an hour later and
[00:25:10.543 --> 00:25:12.984]  Publishes the information.
[00:25:13.524 --> 00:25:19.166]  Top Obama advisor sought names of Trump associates in Intel.
[00:25:19.206 --> 00:25:19.946]  That's yesterday.
[00:25:22.547 --> 00:25:23.988]  At 10.13 a.m.
[00:25:24.108 --> 00:25:25.989]  Cernovich at 9 something a.m.
[00:25:26.489 --> 00:25:29.370]  So there you go ladies and gentlemen and it just goes over the whole thing.
[00:25:30.450 --> 00:25:32.191]  More right-wing fake scandals.
[00:25:33.709 --> 00:25:58.673]  I have all the articles here where before they said they were spying on Trump and unmasking him and that's where they lose the war because they're a bunch of liars and they built their house on sand and they thought their hoax of them all lining up saying Trump is completely insane no one was spying on him where does he get it and then and the and the Spicer comes in and shows
[00:26:00.097 --> 00:26:05.260]  The New York Times headlines that we showed weeks before, and the media goes, oh, he got the fake news from Alex Jones.
[00:26:06.340 --> 00:26:06.961]  Are you missing that?
[00:26:07.301 --> 00:26:20.888]  We're holding up not one, not two, not three, but four articles the week of the 20th, saying he was being wiretapped, saying he was being spied on, saying that they had unmasked the names, so they had proof of all this Russian stuff.
[00:26:23.169 --> 00:26:27.311]  And then when Trump goes, oh, that's illegal to leak that, oh, we never did that, we never did that, you're crazy, you're crazy, you're crazy.
[00:26:29.554 --> 00:26:30.194]  See how they work?
[00:26:30.635 --> 00:26:35.557]  And that's what's scary is they didn't even think it out that far to realize what could happen to them.
[00:26:36.117 --> 00:26:38.018]  So now they've got a tiger by the tail.
[00:26:40.940 --> 00:26:48.844]  The big news here though is that it is imploding on them and this will just be more that they're discredited on.
[00:26:51.025 --> 00:26:51.906]  The good news is
[00:26:53.766 --> 00:27:07.074]  We have to go back into WikiLeaks and republish all that and bring it all back up and bring up how they lost the election and lied about it and all the fake polls and all the colluding with CNN and MSNBC and the WikiLeaks and fixing the news stories and having fake town halls.
[00:27:08.275 --> 00:27:11.977]  This is a discredited mob of lying scum.
[00:27:13.498 --> 00:27:17.160]  And I can't even believe they've gotten this far with their BS.
[00:27:21.957 --> 00:27:22.878]  Let's go to this piece.
[00:27:22.998 --> 00:27:26.100]  CNN dismisses Rice unmasking bombshell.
[00:27:26.680 --> 00:27:27.941]  Ginned up distraction.
[00:27:28.281 --> 00:27:30.062]  Then they blame it on the intel community.
[00:27:30.082 --> 00:27:31.784]  They shouldn't have done this for her.
[00:27:32.124 --> 00:27:38.128]  Well, she was in an agency over them with access as a department.
[00:27:39.729 --> 00:27:43.952]  One of the most powerful state department.
[00:27:46.069 --> 00:27:47.370]  We're going to go ahead and go to the clip right now.
[00:27:48.010 --> 00:27:48.390]  Here it is.
[00:27:49.230 --> 00:27:50.371]  Why would someone do this?
[00:27:50.991 --> 00:27:53.412]  Every day they're getting briefings on intelligence.
[00:27:53.452 --> 00:27:57.014]  Their briefer chooses what they're briefed on, including Ambassador Rice.
[00:27:57.494 --> 00:28:04.718]  In those briefings, an official such as Rice might say, to further understand it, I'd like to know who those names are.
[00:28:04.738 --> 00:28:05.318]  So stop right there.
[00:28:05.398 --> 00:28:07.579]  And that's why they... Just back it up again.
[00:28:07.599 --> 00:28:08.319]  I'm going to start over.
[00:28:09.300 --> 00:28:13.642]  Do you understand you've got Anderson Cooper of the left-wing Ford Foundation CIA arm
[00:28:15.077 --> 00:28:27.131]  The literal enemy of this country, that subgroup of the CIA, and you've got this other clown next to him, whose cult is out to create a centralized system of control so they can be in charge.
[00:28:27.572 --> 00:28:28.172]  Priest of power.
[00:28:28.353 --> 00:28:29.234]  Priest of control freak.
[00:28:30.583 --> 00:28:33.565]  And now they've been telling us for months, we're totally insane, none of this existed.
[00:28:33.785 --> 00:28:36.848]  Oh, now it's just a small thing, unmasking in a meeting, no big deal.
[00:28:37.028 --> 00:28:48.516]  Yeah, you're gonna spy on the President of the United States for your political party and go way beyond anything Nixon ever dreamed of, and you're now just gonna act like, okay, you know, this really went on, but it's no big deal.
[00:28:48.977 --> 00:28:51.238]  While the rest of CNN's saying it's a fake scandal.
[00:28:51.439 --> 00:28:52.279]  So get it straight.
[00:28:52.679 --> 00:28:56.963]  You got your gangster over there, Cuomo, and you got the CIA thug right here.
[00:28:57.623 --> 00:29:01.627]  One of the major blue blood fortune owners, just as bad as the EU had.
[00:29:01.647 --> 00:29:03.969]  I mean, it's just unbelievable.
[00:29:04.169 --> 00:29:04.910]  I'm sorry, let's go to the clip.
[00:29:05.774 --> 00:29:06.895]  Why would someone do this?
[00:29:07.535 --> 00:29:09.957]  Every day they're getting briefings on intelligence.
[00:29:09.997 --> 00:29:13.559]  Their briefer chooses what they're briefed on, including Ambassador Rice.
[00:29:14.040 --> 00:29:21.284]  In those briefings, an official such as Rice might say, to further understand it, I'd like to know who those names are.
[00:29:21.925 --> 00:29:26.328]  And that's why they would make that request, which then, as I said, has to be approved by the intelligence community.
[00:29:26.808 --> 00:29:27.609]  That's what I'm told.
[00:29:28.029 --> 00:29:32.612]  And again, to note by senior intelligence officials who work for both Democrats.
[00:29:33.888 --> 00:29:34.628]  We'll be back.
[00:29:34.668 --> 00:29:36.149]  Notice he said, oh, partly ginned up.
[00:30:03.522 --> 00:30:10.391]  So after weeks, what is now the largest House Intelligence Committee investigation ever, we get this from Democratic head Adam Schiff.
[00:30:10.732 --> 00:30:14.557]  I don't think we can say anything definitely at this point, Schiff told Jake Tapper.
[00:30:14.757 --> 00:30:17.361]  We're at the very early stages of the investigation.
[00:30:17.521 --> 00:30:18.202]  So they have nothing.
[00:30:18.422 --> 00:30:19.684]  They really have nothing.
[00:30:19.884 --> 00:30:24.507]  But let's go back in time to a time when the Democrats were back-channeling with the Russians.
[00:30:24.848 --> 00:30:25.508]  Here's the headline.
[00:30:25.668 --> 00:30:30.292]  Ted Kennedy secretly asked the Soviets to intervene in the 1984 elections.
[00:30:30.772 --> 00:30:40.439]  According to Soviet documents unearthed in the 1990s, Kennedy literally asked the Soviets, avowed enemies of the U.S., to intervene on behalf of the Democratic Party in the 1984 elections.
[00:30:40.899 --> 00:30:42.720]  So what we have is another piece of evidence.
[00:30:43.001 --> 00:30:48.685]  Isn't it funny how we always see the Democrats pointing their finger, making accusations, and then when you do a little looking,
[00:30:49.125 --> 00:30:54.374]  It's always the Democrats that are the ones colluding, conniving, and backstabbing.
[00:30:54.834 --> 00:30:56.417]  I think Pat Buchanan said it best.
[00:30:56.798 --> 00:30:59.141]  They've been investigating this garbage for months.
[00:30:59.642 --> 00:31:02.607]  Rob Deere reporting for InfoWars.com and InfoWars Nightly News.
[00:31:03.854 --> 00:31:05.195]  This is Alex Jones.
[00:31:05.415 --> 00:31:10.218]  I want to tell you about a way to save a lot of money on one of the best new off-the-grid products of 2017.
[00:31:10.899 --> 00:31:13.601]  And seriously, I really think everyone should have one of these.
[00:31:13.861 --> 00:31:19.244]  I'm talking about the PPX solar generator system from our friends at Solutions from Science, one of our oldest sponsors.
[00:31:19.685 --> 00:31:28.270]  The PPX is so small you can put it in your pocket, but so powerful you can run some 110 appliances at your house, like a small refrigerator, so you can keep food from spoiling.
[00:31:28.510 --> 00:31:33.614]  Plus, you can take it with you to jumpstart cars, trucks, buses, 18-wheelers, heavy equipment, even airplanes.
[00:31:33.874 --> 00:31:40.556]  The system provides an endless supply of off-the-grid electricity, allowing you to create your own private power grid literally anywhere in the world.
[00:31:40.856 --> 00:31:45.437]  Perfect for cabins, remote locations, anytime you need to get off the grid for a while.
[00:31:45.577 --> 00:31:48.738]  Go to privatepowergrid.com to watch this thing in action.
[00:31:48.878 --> 00:31:50.779]  That's privatepowergrid.com.
[00:31:50.959 --> 00:31:56.301]  Even better, use coupon code POWER at checkout and get a second PPX energy unit for free.
[00:31:56.581 --> 00:31:58.561]  Check it out at privatepowergrid.com.
[00:31:58.861 --> 00:32:00.562]  That's privatepowergrid.com.
[00:32:03.047 --> 00:32:06.410]  If you look at Bill Clinton, far worse.
[00:32:06.630 --> 00:32:08.311]  Minor words and his was action.
[00:32:08.892 --> 00:32:10.433]  His was what he's done to women.
[00:32:10.473 --> 00:32:16.137]  There's never been anybody in the history of politics in this nation that's been so abusive to women.
[00:32:16.377 --> 00:32:18.679]  Bill Clinton was abusive to women.
[00:32:19.039 --> 00:32:23.963]  Hillary Clinton attacked those same women and attacked them viciously.
[00:32:24.043 --> 00:32:25.224]  Four of them here tonight.
[00:32:25.344 --> 00:32:30.648]  So much of what he's just said is not right, but he gets to run his campaign any way he chooses.
[00:32:41.482 --> 00:32:44.224]  There is an information warfare happening right now.
[00:32:45.085 --> 00:32:46.546]  It's a fight for our minds.
[00:32:47.206 --> 00:32:49.147]  And InfoWars.com is on the front lines.
[00:32:49.468 --> 00:32:53.671]  Download our free multimedia app at InfoWars.com forward slash app.
[00:32:53.811 --> 00:32:57.153]  It's free, it's on Droid, it's on Apple, you name it.
[00:32:57.253 --> 00:32:58.874]  InfoWars.com forward slash app.
[00:32:59.035 --> 00:32:59.595]  Take action!
[00:33:32.265 --> 00:33:38.656]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:33:38.696 --> 00:33:40.759]  You're listening to Alex Jones.
[00:33:47.944 --> 00:33:52.206]  Let me tell you who the guests are today, ladies and gentlemen, now that we're 33 minutes into global transmission.
[00:33:52.586 --> 00:34:02.570]  Roger Stone, in about three minutes, is going to be joining us from Florida with big breaking news that I can confirm with my sources as well about the fact there's only a few good people left in the White House.
