[00:00:12.250 --> 00:00:13.451]  Wow, Friday.
[00:25:05.771 --> 00:25:10.894]  And then you get a professor like Weinstein at Evergreen, who's a biology professor, and says, look, I'm a big liberal.
[00:25:11.294 --> 00:25:15.256]  But you can't ban whites, you know, from the school for a day.
[00:25:16.117 --> 00:25:18.258]  If you want to walk off campus, that's one thing.
[00:25:18.618 --> 00:25:19.399]  That's racism.
[00:25:19.719 --> 00:25:21.400]  And now they want him basically dead.
[00:25:21.640 --> 00:25:22.761]  The college is shut down.
[00:25:22.781 --> 00:25:26.022]  And Joe Rogan says, why is the left attacking itself?
[00:25:26.403 --> 00:25:28.044]  Because it's a weapons system.
[00:25:28.504 --> 00:25:29.785]  We have all the white papers.
[00:25:29.825 --> 00:25:30.885]  We have all the documents.
[00:25:31.766 --> 00:25:33.707]  We've gone over them ad nauseum here.
[00:25:34.758 --> 00:25:36.619]  This is a planned program.
[00:25:38.080 --> 00:25:38.901]  It's working.
[00:25:39.421 --> 00:25:40.222]  It's standardized.
[00:25:40.262 --> 00:25:41.302]  It's not just at Evergreen.
[00:25:41.642 --> 00:25:42.123]  It's everywhere.
[00:25:42.143 --> 00:25:42.583]  And then this.
[00:25:42.763 --> 00:25:43.464]  News roundup.
[00:25:43.804 --> 00:25:53.110]  Obama says Senate health care bill has meanness at its core, even though it's got too much spending and too much largesse and will bankrupt us, it's not as bad as Obamacare.
[00:25:56.532 --> 00:26:03.474]  We are being driven towards collapse by design because the globalists are tax-exempt offshore and want to consolidate.
[00:26:03.514 --> 00:26:04.494]  That's their system!
[00:26:06.515 --> 00:26:06.915]  It's worse.
[00:26:07.995 --> 00:26:16.618]  The Lion of London Bridge, the hero that fought off the three men that had already stabbed to death a bunch of people, he decided to fight one man.
[00:26:17.618 --> 00:26:21.719]  They stabbed him, what was it, 14 times in the neck all over.
[00:26:23.237 --> 00:26:23.978]  You said FU?
[00:26:24.538 --> 00:26:25.139]  This is London?
[00:26:25.159 --> 00:26:26.680]  I guess there's one man left.
[00:26:28.141 --> 00:26:31.484]  He is homeless while migrants secure luxury housing.
[00:26:32.585 --> 00:26:37.610]  That's right, the Muslims, the new thing is to burn down their government-issued high-rises.
[00:26:38.070 --> 00:26:39.372]  Like four or five of them are burned down.
[00:26:39.432 --> 00:26:46.158]  And then, the left was waiting, then they go and they are reckonoring, they are basically stealing, they are grabbing, they are
[00:26:47.403 --> 00:26:51.305]  Taking control of, confiscating, people's private homes.
[00:26:52.086 --> 00:26:59.530]  Saying, oh, you have two houses, so you don't need this flat, we're gonna put migrants in it, just like they've done in Germany, just like they've done in Italy.
[00:26:59.570 --> 00:27:09.255]  We have the videos of a little inn owner, 80-something years old, with 20 rooms on the sea in Italy, and they go, here's the African migrants that just landed.
[00:27:10.315 --> 00:27:15.118]  He kicks the guy's guest out, he's crying, and they go, you're not gonna be compensated, they live here now.
[00:27:17.649 --> 00:27:20.611]  It's about seeing how much they can rub your nose in it.
[00:27:22.091 --> 00:27:24.893]  Polish MP schools BBC host on refugees.
[00:27:25.213 --> 00:27:26.693]  How many terror attacks have you had in London?
[00:27:27.154 --> 00:27:27.814]  Hundreds and hundreds.
[00:27:28.394 --> 00:27:29.675]  They've had none in Poland.
[00:27:30.035 --> 00:27:37.418]  That's all coming up and I'm gonna play this powerful piece that deals with how they're trying to start a civil war and how we're already entered one.
[00:27:37.678 --> 00:27:38.559]  Mark your calendars!
[00:27:39.639 --> 00:27:42.481]  With Congressman Scalise getting shot a week and a half ago.
[00:27:42.501 --> 00:27:44.382]  In fact, what date was that, please, folks?
[00:27:44.402 --> 00:27:45.002]  Look that up for me.
[00:27:45.202 --> 00:27:47.183]  Because I was really thinking about this this morning and last night.
[00:27:47.643 --> 00:28:04.333]  That's when the Civil War went from a cold Civil War, a culture war, a bullying war, a leftist temper tantrum, stabbing, shooting, killing, burning a few people, to targeting Congress, and then the media, Wolf Blitzer and others, and Democrat
[00:28:05.476 --> 00:28:09.258]  Operatives saying, hunt Republicans, too bad this wasn't more coordinated.
[00:28:09.278 --> 00:28:11.259]  This is when they fully bought into it.
[00:28:11.379 --> 00:28:15.741]  You can go back, you know, three years ago, two years ago, the case for rioting, Newsweek.
[00:28:16.101 --> 00:28:17.542]  You can find all those articles.
[00:28:17.922 --> 00:28:19.603]  But now it's official.
[00:28:19.703 --> 00:28:27.847]  They've decided they're going to put their boots on, they're going to load up their firearms, their clips, and they're going to march out and start killing people.
[00:28:29.168 --> 00:28:33.130]  All I'm going to say is what Colonel Jackson said, don't fire until you see the whites of their eyes.
[00:28:34.994 --> 00:28:38.177]  Quite frankly, we can just hold and keep letting them kill us.
[00:28:38.558 --> 00:28:39.759]  I'm sorry for those who get killed.
[00:28:40.359 --> 00:28:42.021]  And don't respond offensively.
[00:28:42.361 --> 00:28:43.983]  We're winning the info war with us right now.
[00:28:44.003 --> 00:28:46.866]  In fact, if I was a globalist, I would have already staged some false flags.
[00:28:47.266 --> 00:28:51.270]  They just know law enforcement and others are pretty much on our side and are watching every move.
[00:28:51.651 --> 00:28:53.613]  So it's hard for the globalists to run false flags now.
[00:28:56.024 --> 00:29:00.145]  So as Kelis was shot June 14th, I'd say that's the shot heard around the world.
[00:29:00.205 --> 00:29:10.867]  I mean, you could argue we were already in a civil war before that, and they're calling for violence and killing the president, his family, and every major publication, and for overthrowing the government, and arresting me, and we're all Russian agents.
[00:29:11.167 --> 00:29:14.928]  Anybody that stands up for America... Russian agents.
[00:29:16.308 --> 00:29:16.748]  Yeah, right.
[00:29:16.968 --> 00:29:18.529]  They're the globalist agents and they know it.
[00:29:19.429 --> 00:29:19.869]  But June 14th,
[00:29:22.554 --> 00:29:26.359]  Nebraska Democratic official ousted for allegedly wishing Steve Kalish to die.
[00:29:26.499 --> 00:29:27.180]  USA Today.
[00:29:27.540 --> 00:29:28.522]  They are fawning.
[00:29:28.582 --> 00:29:29.603]  They are frothing.
[00:29:29.863 --> 00:29:30.744]  They are foaming.
[00:29:31.345 --> 00:29:36.412]  Trump two days ago said, Congressman Kalish, our prayers go to him and the police officers and others that were shot.
[00:29:36.772 --> 00:29:37.553]  Boo!
[00:29:37.573 --> 00:29:38.815]  No!
[00:29:38.835 --> 00:29:39.636]  We'll be dying!
[00:29:42.657 --> 00:29:43.437]  I'll tell ya, it's sick.
[00:29:44.358 --> 00:29:50.700]  We're gonna be right back with this incredibly powerful piece that Darren McBreen has put together.
[00:29:50.780 --> 00:29:51.581]  I'm Alex Jones.
[00:29:51.881 --> 00:29:52.481]  Please stay with us.
[00:29:52.761 --> 00:29:53.682]  We're on the march.
[00:29:54.142 --> 00:29:55.762]  The empire's on the run.
[00:29:56.683 --> 00:29:59.384]  Alex Jones and the GCN Radio Network.
[00:30:03.948 --> 00:30:09.751]  Donald Trump just held a rally in Iowa, and one of the people in attendance, our anonymous sources say, was Bill Clinton.
[00:30:09.811 --> 00:30:11.112]  Well, how do we know it was Bill Clinton?
[00:30:11.172 --> 00:30:21.137]  Because while Trump was sending his thoughts and prayers to Representative Steve Scalise and the other three Americans who were shot at the ball field by a deranged Bernie supporter, Democratic operatives began blowing their Bill Clinton rape whistles.
[00:30:21.438 --> 00:30:26.961]  I'd like to also take this moment to send our thoughts and prayers to our courageous friend.
[00:30:28.101 --> 00:30:31.522]  Somebody that I've gotten to know very well, Steve Scalise.
[00:30:32.002 --> 00:30:32.202]  Right?
[00:30:32.242 --> 00:30:38.244]  Because that's the only reason you would try to interrupt the president as he was sending out his thoughts and prayers to somebody who had recently been shot, right?
[00:30:38.264 --> 00:30:39.204]  Come on, work with me here.
[00:30:39.264 --> 00:30:41.404]  The Democrats can't even protest right.
[00:30:41.464 --> 00:30:42.645]  These people fail at everything.
[00:30:42.665 --> 00:30:46.726]  They lose elections, they lose public support, and now they look like thoughtless cowards.
[00:30:46.986 --> 00:30:47.946]  It's just as Trump said.
[00:30:47.966 --> 00:30:48.946]  Never fails.
[00:30:51.187 --> 00:30:51.647]  Never fails.
[00:30:52.219 --> 00:30:54.020]  You can check out the video on InfoWars.com.
[00:30:54.060 --> 00:30:57.803]  Protesters blow whistles as Trump sends thoughts and prayers to Representative Steve Scalise.
[00:30:57.983 --> 00:30:59.564]  And that part about Bill Clinton being in the audience?
[00:30:59.584 --> 00:31:00.564]  That was fake news.
[00:31:00.845 --> 00:31:03.306]  Rob Dewey reporting for InfoWars.com and InfoWars Nightly News.
[00:31:04.347 --> 00:31:06.148]  I'm gonna lay it out short and sweet.
[00:31:07.849 --> 00:31:13.513]  I got so dedicated to fighting the globalists and their program for world government that I stopped working out.
[00:31:14.213 --> 00:31:18.096]  I was a total fitness nut 20 years ago.
[00:31:19.102 --> 00:31:21.284]  About 15 years ago, I just stopped working out.
[00:31:21.384 --> 00:31:22.525]  I gained close to 100 pounds.
[00:31:22.565 --> 00:31:25.768]  I have lost 50, 60 pounds of fat.
[00:31:26.749 --> 00:31:27.069]  Or more.
[00:31:27.169 --> 00:31:29.110]  I've gained 20 pounds of muscle.
[00:31:29.611 --> 00:31:31.092]  I'm stronger than I was when I was 22.
[00:31:31.192 --> 00:31:34.115]  When I could bench press close to 400 pounds and squat 600.
[00:31:34.155 --> 00:31:34.755]  It's actually scary.
[00:31:37.297 --> 00:31:47.380]  And it's because I take products that our researchers developed that block the estrogen mimickers that basically feminize men.
[00:31:48.360 --> 00:32:01.164]  We've produced these products with top scientists and researchers like Dr. Group to help you counteract the globalist onslaught and at the same time support InfoWars in our fight for both human liberty and freedom.
[00:32:04.102 --> 00:32:07.625]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:32:08.086 --> 00:32:14.131]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:32:14.531 --> 00:32:17.334]  It is the new t-shirt from Infowarsstore.com.
[00:32:17.714 --> 00:32:20.717]  Conservatism is the new counterculture.
[00:32:20.917 --> 00:32:24.380]  You've seen how much this triggers the safe space snowflakes.
[00:32:24.700 --> 00:32:25.161]  The left
[00:32:25.501 --> 00:32:26.441]  ...controls culture.
[00:32:26.481 --> 00:32:27.442]  They control arts.
[00:32:27.522 --> 00:32:28.742]  They control entertainment.
[00:32:29.042 --> 00:32:36.125]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:32:36.185 --> 00:32:38.586]  We are striking back in the culture war.
[00:32:39.066 --> 00:32:42.928]  This triggers snowflakes like nothing you've ever seen in your life.
[00:32:42.988 --> 00:32:45.049]  You've seen how much they absolutely hate...
[00:32:45.669 --> 00:32:51.051]  The image of my face and that particular slogan, conservatism, is the new counterculture.
[00:32:51.291 --> 00:32:57.554]  This t-shirt is not only a conversation starter, it will trigger the holy hell out of leftists.
[00:32:57.634 --> 00:32:59.314]  It will make me incredibly happy.
[00:32:59.474 --> 00:33:00.655]  It's available right now.
[00:33:00.975 --> 00:33:03.536]  Get yours at infowarsstore.com.
[00:33:06.837 --> 00:33:11.199]  You walk into this room at your own risk, because it leads to the future.
[00:33:11.979 --> 00:33:14.220]  Not a future that will be, but one that might be.
[00:33:15.424 --> 00:33:16.485]  This is not a new world.
[00:33:16.505 --> 00:33:20.928]  It is simply an extension of what began in the old one.
[00:33:22.068 --> 00:33:29.553]  It has patterned itself after every dictator who has ever planted the ripping imprint of a boot on the pages of history since the beginning of time.
[00:33:30.494 --> 00:33:37.418]  It has refinements, technological advances, and a more sophisticated approach to the destruction of human freedom.
[00:33:38.559 --> 00:33:43.102]  But like every one of the super states that preceded it, it has one iron rule.
[00:33:44.261 --> 00:33:46.523]  Logic is an enemy and truth is a menace.
[00:33:51.847 --> 00:33:53.709]  This is Mr. Romney Wordsworth.
[00:33:54.569 --> 00:34:00.234]  In his last 48 hours on Earth, he's a citizen of the state, but will soon have to be eliminated.
[00:34:01.254 --> 00:34:02.816]  Because he is built out of flesh.
[00:34:03.716 --> 00:34:04.817]  And because he has a mind.
[00:34:06.018 --> 00:34:10.662]  Mr. Romney Wordsworth, who will draw his last breaths in the Twilight Zone.
[00:34:15.865 --> 00:34:23.910]  The twilight zone that is authoritarianism, the wicked altar that so many have worshipped throughout history and always behaves the same and always acts the same.
