[00:00:09.617 --> 00:00:10.558]  Another time.
[00:24:33.564 --> 00:24:34.324]  This is serious.
[00:24:35.005 --> 00:24:37.026]  And I've got family directly in line of it.
[00:24:37.086 --> 00:24:40.589]  I intend to have reporters down there covering it today and tomorrow.
[00:24:40.609 --> 00:24:41.909]  The aftermath is what's key.
[00:24:42.970 --> 00:24:48.356]  Our stories on DrudgeReport.com, Hurricane Harvey hysteria, customers fight as stores sell out of water.
[00:24:48.676 --> 00:24:57.125]  See the videos, see the photos at InfoWars.com, NewsWars.com, and of course, DrudgeReport.com.
[00:24:57.726 --> 00:24:59.067]  The mighty Drudge Report.
[00:25:00.248 --> 00:25:02.130]  Boy, the globalists hate that that organization exists.
[00:25:03.939 --> 00:25:08.081]  We're also going to get into the total hysteria where Pelosi doesn't know where she is again.
[00:25:08.381 --> 00:25:17.846]  She's calling Trump George W. Bush again and says the Constitution does not say that a person can yell wolf in a crowded theater.
[00:25:20.628 --> 00:25:22.469]  I don't know who has worse dementia.
[00:25:22.489 --> 00:25:30.613]  I don't know if it's her or if it's Maxine Waters, but these people are out of their minds.
[00:25:32.048 --> 00:25:36.130]  And then they're the ones setting up a commission to look if Trump has dementia?
[00:25:36.210 --> 00:25:36.910]  I'm not kidding!
[00:25:37.210 --> 00:25:43.172]  In fact, there's Democrats, I saw it on CNN this morning, are saying that they're gonna be on this commission!
[00:25:44.313 --> 00:25:48.094]  And the question was, will they be bipartisan or fair?
[00:25:49.175 --> 00:25:50.075]  That's a joke!
[00:25:51.315 --> 00:25:55.017]  It's like, again, saying, will Hitler sit in judgment of himself at Nuremberg?
[00:25:56.477 --> 00:26:00.219]  But the question is, they're the ones that obviously
[00:26:01.564 --> 00:26:05.707]  They've had more Botox than anybody else in history and don't know what planet they're on.
[00:26:06.688 --> 00:26:11.411]  Aleppo is where, in Korea, where Putin attacked Korea.
[00:26:12.452 --> 00:26:16.755]  President Bush, he needs to learn, he's a problem!
[00:26:16.775 --> 00:26:20.977]  They don't know what planet they're on.
[00:26:20.997 --> 00:26:22.138]  So, that's coming up.
[00:26:22.939 --> 00:26:23.619]  So many clips.
[00:26:24.520 --> 00:26:25.420]  So many guests today.
[00:26:25.481 --> 00:26:27.342]  But first, let me get back to Gwyneth Paltrow.
[00:26:28.905 --> 00:26:35.627]  The poor thing, when I saw it, because these things go out in talking points from the Democratic Party and from Hillary and through Zucker and others.
[00:26:35.647 --> 00:26:36.448]  I mean, it's admitted.
[00:26:37.248 --> 00:26:41.469]  So the exact same scripts everywhere, every major comedy show, starting two months ago.
[00:26:41.489 --> 00:26:49.592]  Oh, look at Gwenda Paltrow, she's a kook, she's a nut, she's evil, supplements are bad, none of them work, you know, she's totally insane.
[00:26:49.612 --> 00:26:53.614]  Oh, and look, she sells some of the same type stuff that Alex Jones does.
[00:26:55.574 --> 00:26:56.935]  And I went, that poor thing.
[00:26:58.154 --> 00:26:59.275]  That poor thing.
[00:26:59.735 --> 00:27:03.937]  They've just chosen to burn her so that... Oh, we're not just singling out Alex Jones!
[00:27:04.358 --> 00:27:05.839]  Look, we got Gwyneth Paltrow too!
[00:27:07.261 --> 00:27:12.802]  They won't go after Bezos, who owns Whole Foods and Amazon, the biggest seller of supplements, and some really bad ones.
[00:27:13.062 --> 00:27:16.643]  Whole Foods sells the highest quality, right down to stuff that's known to be bad.
[00:27:16.943 --> 00:27:21.524]  I mean, hell, you can go to the big stores at the malls, we all know the name, they got sports enhancers.
[00:27:21.564 --> 00:27:27.865]  They've tested their stuff, and they find amphetamines sometimes in the sports enhancers, because I guess it works.
[00:27:28.265 --> 00:27:30.746]  They try to put stuff in there that works, even though it's illegal.
[00:27:32.128 --> 00:27:35.149]  That's why they're always catching sports enhancement stuff, you know, filled with stuff.
[00:27:35.169 --> 00:27:36.169]  But that's not supplements.
[00:27:36.389 --> 00:27:37.210]  That's not nutrients.
[00:27:37.630 --> 00:27:41.251]  That's why they studied ours and said it's just really well-known herbs.
[00:27:42.231 --> 00:27:48.393]  In fact, none of it's really fancy or, you know, really complex.
[00:27:48.473 --> 00:27:53.035]  Yeah, it's staple, concentrated, cold-pressed, and other systems.
[00:27:53.175 --> 00:27:53.795]  Exactly.
[00:27:54.642 --> 00:28:01.705]  And now, advertising watchdog files complaint against Gwyneth Paltrow's Goop, that's her company, for deceptive health claims.
[00:28:01.985 --> 00:28:02.365]  How dare she?
[00:28:02.385 --> 00:28:04.205]  She's had some health and wellness events she put on.
[00:28:04.225 --> 00:28:08.127]  Don't want Hollywood to get into that, because only Bezos is allowed to make the money.
[00:28:10.219 --> 00:28:18.425]  In response, Goop says TINA.org provided limited information and made threats under arbitrary deadlines which were not reasonable under the circumstances.
[00:28:18.806 --> 00:28:38.381]  It goes on to say a Madison, Connecticut-based nonprofit that describes itself as dedicated to empowering consumers to protect themselves, and then it goes on from false advertising, cites 51 examples in which Goop touts products on her site either seriously or implicitly, and then it goes on to say that they've gone to two different
[00:28:41.721 --> 00:28:56.414]  Chief Attorneys, District Attorneys in two counties in California, just like they used Travis County to go after Republicans, and that they're calling for her to be indicted, basically, for criminal activity.
[00:28:56.434 --> 00:28:57.896]  That's what it says right here.
[00:29:00.040 --> 00:29:02.121]  It's like, oh, oh, we're not targeting Alex Jones.
[00:29:02.762 --> 00:29:05.303]  We indicted Gwyneth Paltrow first.
[00:29:05.583 --> 00:29:09.245]  And you've got all these Democrat TV shows saying, look at Gwyneth Paltrow, look at Alex Jones.
[00:29:09.505 --> 00:29:11.847]  Get them, get them, get them, get them, get them.
[00:29:11.867 --> 00:29:14.568]  They're not allowed to sell L-tryptophan.
[00:29:15.049 --> 00:29:16.650]  They're not allowed to sell melatonin.
[00:29:17.130 --> 00:29:22.213]  But I can walk in any Walgreens, anywhere else, and it just says right on the bottle, helps you have better sleep.
[00:29:23.336 --> 00:29:26.678]  Because it's just well-known fact, but in hundreds of studies, but we don't even say that.
[00:29:26.698 --> 00:29:31.801]  We just say, well, we've got melatonin and L-tryptophan and valerian root and all these other things.
[00:29:32.222 --> 00:29:34.763]  And boy, when I personally take it, it helps me sleep.
[00:29:35.664 --> 00:29:36.705]  They're like, arrest him!
[00:29:37.165 --> 00:29:37.985]  Good Lord!
[00:29:38.085 --> 00:29:39.667]  Throw that man in jail!
[00:29:39.907 --> 00:29:41.428]  Can you believe what he did?
[00:29:41.748 --> 00:29:42.268]  Support us.
[00:29:42.568 --> 00:29:43.329]  Buy the products.
[00:29:43.609 --> 00:29:44.510]  Throw it in their face.
[00:29:44.810 --> 00:29:46.131]  InfoWarsTore.com.
[00:29:46.311 --> 00:29:49.333]  Commit today to support us in the face of the enemy.
[00:29:50.305 --> 00:29:53.287]  We're on the march, the empire's on the run.
[00:29:54.228 --> 00:29:57.030]  Alex Jones and the GCN Radio Network.
[00:30:01.793 --> 00:30:03.174]  Clean, pure drinking water.
[00:30:03.434 --> 00:30:04.735]  You can't survive without it.
[00:30:04.935 --> 00:30:05.836]  But where do you get it?
[00:30:06.136 --> 00:30:11.900]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:30:12.120 --> 00:30:17.844]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:30:18.024 --> 00:30:34.908]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:30:35.268 --> 00:30:37.409]  Filter capacity up to 5,000 gallons.
[00:30:37.770 --> 00:30:38.970]  Stainless steel construction.
[00:30:39.230 --> 00:30:40.011]  Easy assembly.
[00:30:40.271 --> 00:30:40.891]  Low maintenance.
[00:30:41.191 --> 00:30:43.013]  Replacement filters are simple to install.
[00:30:43.293 --> 00:30:50.417]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[00:30:50.557 --> 00:30:55.280]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[00:30:55.300 --> 00:30:58.341]  Go to infowarsstore.com or call 888-253-3139.
[00:31:01.363 --> 00:31:10.027]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:31:10.087 --> 00:31:10.567]  That's right.
[00:31:10.627 --> 00:31:15.629]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:31:15.890 --> 00:31:22.372]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:31:22.573 --> 00:31:29.816]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:31:30.196 --> 00:31:30.316]  Woo!
[00:31:30.376 --> 00:31:31.297]  That's what I'm talking about.
[00:31:31.417 --> 00:31:40.023]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:31:40.163 --> 00:31:49.390]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:31:49.750 --> 00:31:53.072]  Now that's what I call the miracle of food preservation.
[00:31:53.212 --> 00:31:57.155]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:31:57.315 --> 00:31:58.176]  So what are you waiting for?
[00:31:58.376 --> 00:32:00.997]  Check it out right now at InfoWarsStore.com.
[00:32:01.518 --> 00:32:05.060]  It's Paul Joseph Watson and the t-shirt has finally arrived.
[00:32:05.520 --> 00:32:11.563]  Nothing triggers safe space snowflakes more than this slogan and my face.
[00:32:11.803 --> 00:32:14.765]  It is the new t-shirt from InfoWarsStore.com.
[00:32:15.145 --> 00:32:18.167]  Conservatism is the new counterculture.
[00:32:18.347 --> 00:32:21.789]  You've seen how much this triggers the safe space snowflakes.
[00:32:22.129 --> 00:32:23.890]  The left controls culture.
[00:32:23.930 --> 00:32:24.890]  They control art.
[00:32:24.970 --> 00:32:26.191]  They control entertainment.
[00:32:26.471 --> 00:32:33.554]  They have the complete monopoly on culture, which is why conservatism is the new counterculture.
[00:32:33.614 --> 00:32:36.015]  We are striking back in the culture war.
[00:32:36.495 --> 00:32:40.357]  This triggers snowflakes like nothing you've ever seen in your life.
[00:32:40.417 --> 00:32:48.480]  You've seen how much they absolutely hate the image of my face and that particular slogan, conservatism is the new counterculture.
[00:32:48.740 --> 00:32:51.441]  This t-shirt is not only a conversation starter,
[00:32:51.841 --> 00:32:55.006]  It will trigger the holy hell out of leftists.
[00:32:55.066 --> 00:32:56.768]  It will make me incredibly happy.
[00:32:56.928 --> 00:32:58.110]  It's available right now.
[00:32:58.410 --> 00:33:00.593]  Get yours at infowarsstore.com.
[00:33:19.005 --> 00:33:25.094]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[00:33:27.938 --> 00:33:29.680]  The Alex Jones Show.
[00:33:30.101 --> 00:33:32.624]  Because there is a war on for your mind.
[00:33:38.775 --> 00:33:43.220]  Everybody understands this fact, but I want you to really focus on it again.
[00:33:43.781 --> 00:33:48.146]  Because if they can take Trump down, if they can take me down, they can take you down.
[00:33:48.226 --> 00:33:49.408]  And they mean to take you down.
[00:33:49.908 --> 00:33:50.449]  They admit it.
[00:33:51.170 --> 00:33:53.352]  In all their publications, how much they hate you and your family.
[00:33:54.593 --> 00:34:02.336]  They admit they absolutely want to tear down God, tear down the family unit, and totally dominate the human species itself.
