[00:00:08.900 --> 00:00:10.584]  Thursday, 27th.
[00:24:41.789 --> 00:24:43.690]  A lot of stories up on InfoWars.com.
[00:24:44.010 --> 00:24:45.911]  I just mentioned this one and it ties in.
[00:24:46.411 --> 00:24:47.271]  Story from Breitbart.
[00:24:48.011 --> 00:24:51.073]  Austrian press, all women must wear headscarves to fight Islamophobia.
[00:24:51.413 --> 00:24:58.416]  The only thing more ridiculous than that was all the big Swedish Stockholm Syndrome, literal articles on Stockholm.
[00:24:58.856 --> 00:25:01.917]  Articles a few weeks ago where the guy ran over a bunch of people with a car and killed them.
[00:25:02.217 --> 00:25:05.979]  They said, ban cars so that we can't be run over.
[00:25:06.159 --> 00:25:06.979]  They didn't even say it was
[00:25:07.159 --> 00:25:07.299]  I don't
[00:25:30.623 --> 00:25:31.583]  You know what's covered up?
[00:25:32.023 --> 00:25:40.566]  With the women up there, lesbian women, saying Allah Akbar, Allah Akbar and chanting Islamic chants when Muslims would kill them in two seconds.
[00:25:40.966 --> 00:25:43.627]  And there's no fallacy for them in their minds.
[00:25:43.987 --> 00:25:49.889]  Because only the West and the place that gave them the nest to have the freedom and have purple hair and tattoos.
[00:25:50.009 --> 00:25:51.550]  I don't care if you have purple hair and tattoos.
[00:25:51.790 --> 00:25:52.670]  Does it impress me?
[00:25:53.170 --> 00:25:54.190]  Does it not impress me?
[00:25:54.250 --> 00:25:55.891]  I see women with purple hair sometimes, I like it.
[00:25:56.371 --> 00:26:00.653]  The point is, oh, you're so impressive, you're so avant-garde, you're so counterculture.
[00:26:00.913 --> 00:26:03.754]  That is the dominant culture's purple hair and tattoos everywhere.
[00:26:03.934 --> 00:26:04.555]  So fine!
[00:26:05.395 --> 00:26:08.056]  So now you want to like poop in your pants or something, you know.
[00:26:08.296 --> 00:26:10.097]  In Japan, they're all into cleanliness.
[00:26:10.137 --> 00:26:11.818]  The cleanest culture pretty much in history.
[00:26:12.538 --> 00:26:16.640]  And so the big fetish there for the last 50 years of decadence is people crap on themselves.
[00:26:17.602 --> 00:26:21.404]  I mean, I don't want to be gross here, but they have bars, they have a whole thing that's into it.
[00:26:21.804 --> 00:26:22.685]  It's the grossest thing.
[00:26:22.705 --> 00:26:24.446]  The Japanese were totally grossed out by that.
[00:26:24.486 --> 00:26:24.946]  You should be.
[00:26:25.466 --> 00:26:26.927]  So how do you become bad?
[00:26:27.027 --> 00:26:28.668]  You start pooping on yourself.
[00:26:29.128 --> 00:26:29.888]  And that's what this is.
[00:26:29.908 --> 00:26:31.049]  Let's put a headscarf on.
[00:26:31.069 --> 00:26:31.909]  Let's holla Akbar.
[00:26:32.110 --> 00:26:34.171]  Let's allow genital mutilation of newborn girls.
[00:26:34.431 --> 00:26:35.131]  Oh, it's so liberal.
[00:26:35.191 --> 00:26:35.872]  Oh, it's so trendy.
[00:26:37.192 --> 00:26:45.977]  You know, oh, the news is all, oh, you know, the yogurt owner, you know, the guy from Turkey that works for George Soros and George Soros' law firm suing us.
[00:26:48.188 --> 00:26:54.352]  And they say in Bloomberg, I'm being sued for connecting refugees to rape and TB.
[00:26:55.633 --> 00:26:59.176]  And then I've got the mainstream news articles of in that town, TB's up 500%.
[00:26:59.456 --> 00:27:02.638]  That's political correctness.
[00:27:03.158 --> 00:27:05.800]  You will not say Muslims are connected to sex assault.
[00:27:06.341 --> 00:27:07.681]  You will not say any of it.
[00:27:08.282 --> 00:27:11.924]  You will never say that, you will never say TB's going up.
[00:27:12.405 --> 00:27:14.066]  Is that understood, sir?
[00:27:15.787 --> 00:27:16.808]  Do you understand that?
[00:27:18.769 --> 00:27:20.631]  There is no leprosy coming in across the border.
[00:27:20.671 --> 00:27:22.032]  There is no drug-resistant TB.
[00:27:22.292 --> 00:27:24.033]  There is no, there is no problem.
[00:27:24.914 --> 00:27:30.879]  Venezuela has no diseases and is a wonderland with food growing on the trees everywhere and everyone is super rich.
[00:27:31.239 --> 00:27:33.261]  Communism is wonderful, look at North Korea.
[00:27:36.423 --> 00:27:38.064]  And you're like, you look at the town, it's up 500%.
[00:27:40.543 --> 00:27:42.784]  They covered up the rape cases, said that didn't exist.
[00:27:42.965 --> 00:27:44.105]  They finally plead guilty.
[00:27:44.606 --> 00:27:46.247]  The town says it's happening epidemic.
[00:27:46.267 --> 00:27:49.309]  The police and the mayor won't do it because they've been ordered not to.
[00:27:50.509 --> 00:27:52.751]  The mayor is the source that there's no rape in the town.
[00:27:52.771 --> 00:27:54.352]  It's like ABC News.
[00:27:54.592 --> 00:27:57.614]  The mayor doesn't think the plant's connected to rape.
[00:27:59.815 --> 00:28:00.435]  Full of Muslims.
[00:28:03.357 --> 00:28:08.541]  Can I go to Turkey and open up a yogurt plant and move in, say, a couple thousand Texans?
[00:28:10.825 --> 00:28:12.947]  And then have the women walk around without a hood on their head?
[00:28:13.447 --> 00:28:14.629]  No, no, no.
[00:28:14.829 --> 00:28:16.891]  But see, because we're tolerant, we're bad.
[00:28:17.531 --> 00:28:26.219]  So I've got to be so tolerant now that I have my wife wear a hijab, my daughters wear a hijab, and then, you know, take them to Islamic doctors that can pull out some scissors and cut their genitals off.
[00:28:26.279 --> 00:28:27.040]  I'm not going to do it.
[00:28:27.460 --> 00:28:28.421]  I stand against it.
[00:28:29.122 --> 00:28:30.503]  Because I'm a hate monger, right?
[00:28:31.424 --> 00:28:32.765]  That's up on InfoWars.com.
[00:28:32.785 --> 00:28:35.628]  That just goes on and on and on from there.
[00:28:38.012 --> 00:28:40.693]  You know, Trump said that he was going to renegotiate NAFTA.
[00:28:40.713 --> 00:28:42.073]  Now he says he's not leaving it.
[00:28:42.113 --> 00:28:43.113]  They say he's flip-flopping.
[00:28:43.153 --> 00:28:43.994]  No, he said he's going to.
[00:28:44.014 --> 00:28:45.654]  I'm going to wait and see what he does.
[00:28:45.694 --> 00:28:46.894]  Killing TPP was huge.
[00:28:48.315 --> 00:28:50.795]  Military preparations are underway for North Korea's strike.
[00:28:50.815 --> 00:28:54.036]  If he continues to threaten to attack everybody, that's up on InfoWars.com.
[00:28:54.356 --> 00:28:55.457]  Get those articles out.
[00:28:55.537 --> 00:28:56.597]  Sign up for the free newsletter.
[00:28:56.937 --> 00:29:01.518]  The enemy does not want you to have the information because it's affecting the world.
[00:29:01.898 --> 00:29:03.159]  Let's beat their computers.
[00:29:03.999 --> 00:29:05.000]  Let's beat their A.I.
[00:29:05.020 --> 00:29:05.421]  together.
[00:29:05.821 --> 00:29:07.243]  Let's show them what we did in the election.
[00:29:07.403 --> 00:29:09.865]  Whether Trump ends up being perfect or not, that doesn't matter.
[00:29:10.326 --> 00:29:11.607]  Nationalism's rising.
[00:29:11.667 --> 00:29:12.408]  People want it.
[00:29:12.849 --> 00:29:15.071]  The brand of liberty is the number one thing out there.
[00:29:15.371 --> 00:29:16.733]  We're going to win together.
[00:29:17.153 --> 00:29:24.581]  We're going to go to break and come back, and David, I'll tell you about some of the big specials that end this weekend, like 53% off the bone broth turmeric
[00:29:25.282 --> 00:29:27.003]  Total Paleo Caveman Formula.
[00:29:27.224 --> 00:29:31.206]  Not because it is in one of our top five sellers, but because it's a lost leader at that price.
[00:29:31.687 --> 00:29:34.329]  Well, if you sign up for auto-ship and 10% off, it certainly is.
[00:29:34.349 --> 00:29:37.591]  Because I want you to see how great it is.
[00:29:38.012 --> 00:29:40.874]  We've got the Super Blue Kids Toothpaste almost sold out.
[00:29:41.254 --> 00:29:42.815]  We've got Brain Force and so much more.
[00:29:42.855 --> 00:29:44.937]  A bunch of specials at infowarrestore.com.
[00:29:45.237 --> 00:29:46.498]  Please pray for me and my family.
[00:29:46.858 --> 00:29:47.499]  We really need it.
[00:29:47.519 --> 00:29:48.940]  The enemy's coming against us right now.
[00:29:49.280 --> 00:29:50.641]  But we do it with jolly spirit.
[00:29:50.981 --> 00:29:51.722]  All right, we'll be right back.
[00:29:53.777 --> 00:30:13.012]  Trump just signed an executive order to pull the federal government out of K-12 education, following through on a campaign promise to return school control to state and local officials.
[00:30:13.433 --> 00:30:22.920]  Titled Education Federalism Executive Order, it directs Education Secretary Betsy DeVos to launch a 300-day review of Obama-era regulations and guidance for school districts.
[00:30:23.240 --> 00:30:28.002]  And gives her the power to modify or repeal measures she deems an overreach by the federal government.
[00:30:28.202 --> 00:30:32.444]  It was amazing to hear liberals scream and cry as Betsy DeVos was being confirmed.
[00:30:32.684 --> 00:30:37.066]  And all I was saying the entire time was, good, we need to get rid of the Department of Education.
[00:30:37.346 --> 00:30:40.648]  You wonder why your local schools don't have money to pay teachers or for upkeep?
[00:30:40.788 --> 00:30:43.569]  It's because that money is being held by the federal government.
[00:30:43.869 --> 00:30:44.629]  Don't believe me?
[00:30:44.930 --> 00:30:48.091]  Just read the book, The Deliberate Dumbing Down of America by Charlotte Isserby.
[00:30:48.351 --> 00:30:57.045]  She was a whistleblower from the Department of Education in the 1980s, and her tome describes how the federal education system was designed to create automatons.
[00:30:57.345 --> 00:31:00.610]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[00:31:03.570 --> 00:31:11.313]  Infowars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfowarsStore.com.
[00:31:11.533 --> 00:31:17.955]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[00:31:18.195 --> 00:31:26.478]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[00:31:26.758 --> 00:31:32.364]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene.
[00:31:32.604 --> 00:31:35.507]  Defender armor is also super compact and lightweight.
[00:31:35.767 --> 00:31:41.513]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[00:31:41.853 --> 00:31:42.333]  It works.
[00:31:42.613 --> 00:31:50.917]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[00:31:50.937 --> 00:32:00.482]  Defender Body Armor is now available through InfoWarsTore.com so you can defend yourself, your family, and finance the Info War against the globalists all at the same time.
[00:32:00.822 --> 00:32:01.322]  A total 360 win.
[00:32:03.470 --> 00:32:12.480]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:32:12.540 --> 00:32:20.789]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:32:20.969 --> 00:32:25.634]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:32:25.834 --> 00:32:32.539]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:32:32.619 --> 00:32:39.684]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:32:39.784 --> 00:32:46.669]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:32:46.829 --> 00:32:51.152]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:32:51.292 --> 00:32:54.555]  Available in original or with our immune support infusion blend.
[00:32:54.675 --> 00:33:00.800]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:33:00.980 --> 00:33:02.701]  Available at Infowarslife.com.
[00:33:11.428 --> 00:33:12.328]  You found it.
[00:33:12.669 --> 00:33:14.150]  The tip of the spear.
[00:33:14.710 --> 00:33:19.074]  It is the Alex Jones Show with David Knight.
[00:33:23.243 --> 00:33:24.625]  Welcome back to the Alex Jones Show.
[00:33:24.685 --> 00:33:25.366]  I'm David Knight.
[00:33:25.446 --> 00:33:29.210]  On this Thursday, this is April the 27th.
[00:33:29.230 --> 00:33:31.933]  That's getting there pretty quickly, isn't it?
[00:33:32.534 --> 00:33:35.657]  We're nearly at the end of the month and we're about to get to Trump's 100 days.
