[00:00:00.009 --> 00:00:00.790]  Total fact.
[00:23:21.223 --> 00:23:25.845]  Yeah, the reality is, is that most people did not get involved in it.
[00:23:25.925 --> 00:23:31.987]  Most of it was gunfighters, people who were gambling or involved in prostitution or whatever.
[00:23:32.027 --> 00:23:34.268]  So it's basically that type of thing.
[00:23:34.288 --> 00:23:36.288]  It was not the image that you see in Hollywood.
[00:23:36.308 --> 00:23:37.209]  It was really pretty rare.
[00:23:37.849 --> 00:23:43.211]  And it was a small group of people, just kind of like we see today, that drug dealers are shooting each other.
[00:23:43.231 --> 00:23:46.972]  But in those days, they didn't really have drive-by shootings.
[00:23:46.992 --> 00:23:48.833]  We didn't get that kind of stuff until we got Prohibition.
[00:23:49.213 --> 00:23:50.395]  We got alcohol prohibition.
[00:23:50.415 --> 00:23:58.745]  That's when you started having people spraying innocent people with bullets and then it got even worse after 46 years now we have of drug prohibition.
[00:23:59.366 --> 00:24:02.550]  The violence against the general population is getting much worse.
[00:24:04.215 --> 00:24:10.056]  And we have a, they're telling me we have an Alex Jones and Anthony Cumia video that is coming up.
[00:24:10.096 --> 00:24:11.437]  We're going to play after the break.
[00:24:11.637 --> 00:24:13.597]  We're just still a few more minutes out from the break.
[00:24:14.257 --> 00:24:15.257]  You got some more stories, Leigh-Anne?
[00:24:15.377 --> 00:24:27.080]  Well, and the story, what we can talk about, so this Anthony Cumia clip with Alex Jones, they're basically talking about conservative media persecution and the attack on Alex Jones and of course Colbert attacking Trump.
[00:24:27.800 --> 00:24:30.462]  Um, so we've got some stories kind of about that today after the break.
[00:24:30.482 --> 00:24:38.167]  And after that video, we'll talk a little bit about the latest attack on Alex Jones and InfoWars comes directly from BuzzFeed.
[00:24:38.328 --> 00:24:38.868]  Fake news.
[00:24:38.928 --> 00:24:40.989]  They put out that P dossier.
[00:24:41.009 --> 00:24:44.912]  Of course, they're like the the the biggest news story of the year.
[00:24:44.972 --> 00:24:47.254]  Frankly, that was fake news came from BuzzFeed.
[00:24:48.694 --> 00:24:53.036]  We look up fake news, you should see BuzzFeed right there in the definition.
[00:24:53.376 --> 00:24:57.997]  Of all people, to criticize somebody for BuzzFeed to do that?
[00:24:58.057 --> 00:24:58.337]  Come on.
[00:24:58.377 --> 00:25:01.578]  We do put our sources of information there.
[00:25:01.638 --> 00:25:04.959]  We tell you, we show you, as Alex is going down this list of all the things that
[00:25:05.479 --> 00:25:11.585]  People always criticize us for, you know, he's talking about chimeras and other things, but we're showing mainstream news articles!
[00:25:11.625 --> 00:25:12.886]  Right, it's real!
[00:25:12.926 --> 00:25:19.472]  They're constantly saying it's a conspiracy theory until ten years after the fact they're like, well, turns out Alex was right!
[00:25:20.093 --> 00:25:23.296]  Or people are trying to read your mind, or they're watching you through your computer!
[00:25:23.816 --> 00:25:26.317]  That was the one they used to laugh, bend over, double laughing.
[00:25:26.377 --> 00:25:29.699]  Oh, you guys, you paranoid ten-fold hat conspiracy theorists.
[00:25:29.719 --> 00:25:35.702]  You think that people are trying to read your mind, that they're doing brain research, or they're watching you on the monitor.
[00:25:35.722 --> 00:25:36.843]  Or they want to micro-kick you.
[00:25:37.063 --> 00:25:37.663]  Yeah, exactly.
[00:25:37.703 --> 00:25:39.244]  Who would think that they would want to do that today?
[00:25:39.404 --> 00:25:40.744]  It's not funny anymore, is it?
[00:25:40.764 --> 00:25:41.145]  Right.
[00:25:41.405 --> 00:25:42.545]  Are you upset about it?
[00:25:42.565 --> 00:25:43.906]  Do you want to do something about it?
[00:25:43.966 --> 00:25:47.568]  I mean, it's another one of these things, like we're talking about we need a rebel alliance.
[00:25:47.648 --> 00:25:50.989]  We need to inform people, and people need to get upset about this.
[00:25:51.029 --> 00:25:51.990]  You should get upset about it.
[00:25:52.250 --> 00:25:56.512]  To just break in to you guys and agree with you, does that ever make this point?
[00:25:57.733 --> 00:26:02.716]  30 years ago, they admitted that they were creating animal-human clones at the embryonic level.
[00:26:03.436 --> 00:26:07.378]  For decades they've been admittedly implanting them in cows and things to grow up these humanoids.
[00:26:07.958 --> 00:26:10.500]  And of course there's animal rights laws and there's human rights laws.
[00:26:10.540 --> 00:26:13.241]  There's no new alien species laws.
[00:26:13.521 --> 00:26:17.523]  An alien just means not of this world, not of this country, not of this land.
[00:26:17.623 --> 00:26:19.824]  Something new, like a salmon that's part
[00:26:20.998 --> 00:26:26.084]  You know, insect and asparagus, that's what the super salmon are that are extincting the regular salmon.
[00:26:26.305 --> 00:26:27.807]  That's a new alien life form.
[00:26:28.567 --> 00:26:38.580]  And the reason it's so dangerous is it allows diseases that normally wouldn't jump from one flora to one phylum or vice versa or interspecies or the same family.
[00:26:38.660 --> 00:26:39.561]  Now it can happen.
[00:26:40.302 --> 00:26:46.585]  And the reason they don't like us covering it is, we cover it in a negative light, or in a questioning or a warning light.
[00:26:47.145 --> 00:26:50.706]  Now they're coming out going, oh wonderful, babies with five daddies!
[00:26:51.347 --> 00:26:56.429]  As if it's like pro-gay or pro-lesbian to not have a man or woman come together, but splice men together.
[00:26:57.009 --> 00:26:58.770]  Well, men don't have mitochondrial DNA!
[00:26:59.730 --> 00:27:04.973]  And they're already making embryos and then killing them before they develop that are all men or all female.
[00:27:05.313 --> 00:27:07.314]  What do you do when you don't splice a woman with a man?
[00:27:08.695 --> 00:27:10.256]  It's just like Bill Nye Science Guy.
[00:27:10.276 --> 00:27:17.000]  His show in the 90s, when they put it on Netflix, they edited out the part where a woman explains X and Y and how the sex is discovered.
[00:27:17.320 --> 00:27:19.081]  That's knowledge and science.
[00:27:19.421 --> 00:27:20.241]  It's been memory holes.
[00:27:20.261 --> 00:27:24.204]  It's not sexist or homophobic or xenophobic or transphobic.
[00:27:25.054 --> 00:27:32.779]  When they're just waging war on knowledge, and then they say, oh, science is real, and they're George Soros-funded things.
[00:27:32.879 --> 00:27:35.321]  So that's the reality of how hardcore this is.
[00:27:35.361 --> 00:27:36.202]  And we're not perfect.
[00:27:36.282 --> 00:27:36.902]  I'm not perfect.
[00:27:36.922 --> 00:27:40.284]  A lot of the other hosts, I think, are better overall than I am, like Leigh-Anne and David and everybody.
[00:27:40.324 --> 00:27:45.668]  But at the end of the day, we're questioning, at least, and saying, we've got Promethean fire now.
[00:27:45.988 --> 00:27:47.409]  We better have a real discussion about it.
[00:27:47.429 --> 00:27:48.070]  But back to you guys.
[00:27:48.763 --> 00:27:51.907]  Well, you know, Alex, when you're talking about it, people should get upset about it.
[00:27:51.987 --> 00:27:56.852]  And when Alex gets upset about it, they make fun of the fact that he gets upset about something that's truly outrageous.
[00:27:57.153 --> 00:28:03.460]  You know, back in North Carolina and throughout the South, we've had a couple of non-native species introduced.
[00:28:03.500 --> 00:28:06.043]  Down in Florida, when I lived there, we had hyacinths that were brought in.
[00:28:06.803 --> 00:28:08.365]  The government brought in kudzu.
[00:28:08.545 --> 00:28:10.046]  They thought they were going to solve a problem.
[00:28:10.106 --> 00:28:15.570]  As a matter of fact, we would point out to people with the Libertarian Party, kudzu is a pretty bad problem in some parts of the state.
[00:28:16.311 --> 00:28:19.773]  Those of you who don't know what that is, it comes from, I think it comes from Korea.
[00:28:20.454 --> 00:28:22.515]  And it's a very rapidly growing plant.
[00:28:22.535 --> 00:28:24.237]  It can grow a couple of feet in a day.
[00:28:24.877 --> 00:28:30.959]  And so you see these places where it has just grown this massive jungle that's grown over the trees, grown over cars, that sort of thing.
[00:28:31.640 --> 00:28:34.181]  And we said, you know, government is like kudzu.
[00:28:34.201 --> 00:28:39.503]  You bring it in to solve a problem and before you know it, it's out of control and it's taken over everything.
[00:28:39.843 --> 00:28:40.443]  And that's true.
[00:28:40.543 --> 00:28:42.324]  And so when we talk about Frankenfish,
[00:28:43.184 --> 00:28:47.225]  Who have DNA in them that's not a different fish.
[00:28:47.305 --> 00:28:52.767]  It's something that is spliced in from plants or something that is totally alien like that.
[00:28:52.807 --> 00:28:54.247]  That is a real concern.
[00:28:54.267 --> 00:28:55.228]  You should be concerned about that.
[00:28:55.248 --> 00:28:56.688]  You should be concerned about your privacy.
[00:28:56.968 --> 00:29:03.250]  You should be concerned about the fact that we have people who demand to know every detail of your private life.
[00:29:03.530 --> 00:29:06.131]  And you may say, well, I don't have anything that I'm concerned about hiding.
[00:29:07.211 --> 00:29:10.372]  They want to know if their narratives are working with you.
[00:29:10.492 --> 00:29:14.274]  You have to understand that it's not necessarily you as an individual.
[00:29:14.955 --> 00:29:16.576]  It's the society collectively.
[00:29:16.616 --> 00:29:19.978]  They want to know when they create a narrative like the Russians hacked our election.
[00:29:20.098 --> 00:29:22.579]  They want to know if you are buying that.
[00:29:23.339 --> 00:29:25.401]  Is that narrative ringing true with you?
[00:29:26.161 --> 00:29:26.261]  And
[00:29:41.480 --> 00:29:48.102]  Americans and know if they're able to move the discussion, move the window of what people are thinking.
[00:29:48.362 --> 00:29:50.162]  So that's the most important part about it.
[00:29:50.222 --> 00:29:52.663]  It's a propaganda operation.
[00:29:53.163 --> 00:29:57.444]  And yes, of course, if you stand up, you will be hammered down.
[00:29:57.864 --> 00:30:00.144]  That's the other part of it that is very dangerous.
[00:30:00.464 --> 00:30:05.946]  People think about that and they think, well, you know, if I don't stand up to them, if I don't do anything, they'll leave me alone.
[00:30:06.486 --> 00:30:06.926]  No, they won't.
[00:30:07.486 --> 00:30:11.291]  They're going to continue to move the hive mind in the direction that they want to do it.
[00:30:11.311 --> 00:30:13.815]  They're going to manipulate it and they're going to measure how effective that's been.
[00:30:13.955 --> 00:30:23.788]  Well, perfect example, David, is with this fire coal bear after he took it too far for even the left and made that homophobic slur when he was attacking Trump.
[00:30:24.881 --> 00:30:26.623]  People did get angry, finally.
[00:30:26.723 --> 00:30:28.345]  And they said, wait a minute, you've gone too far.
[00:30:28.425 --> 00:30:29.125]  File Colbert.
[00:30:29.165 --> 00:30:33.090]  Well, he's come out now and he says he won't apologize for the vulgar Trump joke.
[00:30:33.310 --> 00:30:35.992]  He would change maybe a few crude words, but he's not going to apologize.
[00:30:36.373 --> 00:30:42.479]  So if you want to talk about kind of moving the pendulum either way, when you actually get mad, they just say, well, we don't care about your feelings.
[00:30:42.519 --> 00:30:45.983]  It doesn't matter when we hurt your feelings or go too far.
