[00:00:01.162 --> 00:00:03.264]  1884 is 1776.
[00:26:08.217 --> 00:26:10.518]  Oh, and now, oh sorry, fully vaxxed.
[00:26:10.518 --> 00:26:11.438]  This is the third shot.
[00:26:13.098 --> 00:26:19.759]  FDA says, and the CDC says, no, no, no, it's a fourth shot.
[00:26:19.759 --> 00:26:27.441]  Wow, so they're adding about a shot every couple months now, so I guess in a year we'll be up to seven, eight, nine, ten shots?
[00:26:27.441 --> 00:26:32.062]  Which is what Gates Moderna Prospectus about 18 months ago said.
[00:26:32.062 --> 00:26:37.323]  They said, oh, we'll be getting a lot of boosters every year, up to ten.
[00:26:37.323 --> 00:26:41.384]  You see, because this erases your immune system, and so they're going to say, oh, you're sick, you need more.
[00:26:42.984 --> 00:26:47.306]  Kind of like if a person's drowning, you just say, well, let's tie a couple of bowling balls to your legs.
[00:26:47.306 --> 00:26:50.087]  Or how about some cement buckets, some cement shoes?
[00:26:50.087 --> 00:26:52.948]  That'll help you swim the English Channel.
[00:26:52.948 --> 00:26:54.428]  We're going to go on a break.
[00:26:54.428 --> 00:26:58.490]  We're going to come back and get into all this huge, massive news.
[00:26:58.490 --> 00:27:01.611]  You've seen food prices explode, as we told you they would 20 months ago.
[00:27:01.611 --> 00:27:04.312]  That's a plan of the Great Reset.
[00:27:04.312 --> 00:27:05.752]  You've seen supply chains break down.
[00:27:05.752 --> 00:27:07.913]  That's all part of the globalist operation.
[00:27:07.913 --> 00:27:10.154]  And we just got word that our great
[00:27:11.010 --> 00:27:14.455]  Supplier that had waited a long time to do this.
[00:27:14.455 --> 00:27:17.599]  Other suppliers have gone up five or six times the last couple of years.
[00:27:17.599 --> 00:27:19.662]  They only went up a little bit a few years ago.
[00:27:19.662 --> 00:27:26.311]  But My Patriot Supply is going to be forced to go up across the board some on all of their high quality storable foods on November 15th.
[00:27:27.918 --> 00:27:37.422]  So the prices will go up some at infowarestore.com and preparewithalex.com takes you right to the sub page, infowarestore.com, preparewithalex.com.
[00:27:37.422 --> 00:27:38.442]  And so I wouldn't wait.
[00:27:38.442 --> 00:27:45.505]  They got the food ready, fresh, packed, hundreds of different types of food, specialty diets, stuff lasts decades.
[00:27:45.505 --> 00:27:52.408]  It's in big sealed plastic, you know, tote containers that would cost a lot of money at the store by themselves.
[00:27:53.528 --> 00:27:57.351]  And then they have sealed plastic pouches inside that are super strong.
[00:27:57.351 --> 00:28:00.813]  I mean, this is high quality food, incredibly well packaged.
[00:28:00.813 --> 00:28:02.033]  That's very important.
[00:28:02.033 --> 00:28:04.435]  It's fresh and it's ready to ship to you right now.
[00:28:04.435 --> 00:28:07.897]  And your purchase keeps this show on the air.
[00:28:07.897 --> 00:28:08.998]  So it's a 360 win.
[00:28:08.998 --> 00:28:19.284]  The only way I see you're going to fail is not getting a three month bug out pack, not getting a six month, not getting a year and not just having that just like you need firearms and water filtration as a reserve.
[00:28:20.356 --> 00:28:30.284]  So preparewithalex.com, we have the Alexa Pure water filtration systems that are the highest rated at about half the price you'll pay for leading competitors that are just as good in the rating service.
[00:28:30.284 --> 00:28:31.965]  And there's probably 100 gravity-fed filters.
[00:28:31.965 --> 00:28:34.007]  We're in the top three.
[00:28:34.007 --> 00:28:36.549]  And so, again, for the price, you can't get something better.
[00:28:37.209 --> 00:28:38.270]  So that's there.
[00:28:38.270 --> 00:28:46.734]  Air filtration, water filtration, all that, but the same folks that bring you My Patriot Supply at infowarestore.com, repairwithalex.com.
[00:28:46.734 --> 00:28:48.055]  I would get prepared now.
[00:28:48.055 --> 00:28:50.897]  That's how you beat inflation, is to get that food and hold on to it.
[00:28:50.897 --> 00:28:56.600]  And then down the road, well, it's going to go up faster than the price of real estate here in this hyperinflationary system.
[00:28:58.390 --> 00:29:00.131]  Hey, everybody.
[00:29:00.131 --> 00:29:09.219]  Alex Jones here on the morning of Friday, October 22nd, 2021, with a very important update for supporters of InfoWars.
[00:29:09.219 --> 00:29:16.604]  Several of our best-selling products are back in stock, limited supplies, and are 40 to 50% off.
[00:29:16.604 --> 00:29:23.410]  Like DNA Force Plus, that is 40% off right now, and that sale is going to have to end on Monday.
[00:29:23.410 --> 00:29:24.731]  It helps your telomeres, it helps your
[00:29:25.571 --> 00:29:30.674]  Very sells engines, the mitochondria, it's got the PQQ, the CoQ10, it really is incredible.
[00:29:30.674 --> 00:29:32.075]  It's 40% off.
[00:29:32.075 --> 00:29:35.437]  Some of the best-selling products are 50% off as well.
[00:29:35.437 --> 00:29:45.262]  And we got a very limited supply, very limited run in, because I told the manufacturer, whatever ingredients you can get, whenever you have enough to make some, even if it's a smaller run, do it.
[00:29:45.262 --> 00:29:50.125]  We've got a very small run in of the products that's been sold out, and that is RainForce Ultra.
[00:29:50.125 --> 00:29:51.045]  It's 25% off at InfoWareStore.com.
[00:29:52.506 --> 00:30:07.190]  The globalists are bombarding us with propaganda and with spiritual warfare and with poisons and chemicals added to the foods.
[00:30:07.190 --> 00:30:08.690]  It's all come out.
[00:30:08.690 --> 00:30:15.472]  And they're doing that not because we're weak, but because we're made in the image of God, the Creator, and we are powerful.
[00:30:15.472 --> 00:30:17.893]  And the social engineers fear that so much.
[00:30:18.693 --> 00:30:26.395]  So that's why I repeat that famous internet saying that nobody knows who first came up with, but boy is it true.
[00:30:26.395 --> 00:30:32.176]  The propaganda would not be necessary if the situation was hopeless.
[00:30:32.176 --> 00:30:44.398]  They need all their propaganda and all their lies and all their evil and all their cultural death because they know we are strong and they know in the end they signed on the god of this world who is a loser.
[00:30:44.958 --> 00:30:48.882]  And that's why it's so important that everybody keep Infowars in the air now more than ever.
[00:30:48.882 --> 00:30:54.567]  Because even if you don't believe in God, what the globalists are manifesting and setting up is satanic.
[00:30:54.567 --> 00:30:59.312]  And we are opposing the one world government and the Mark of the Beast they just announced.
[00:30:59.312 --> 00:31:04.677]  It was almost 15 years ago that I released my seminal film, In Game Blueprint for Global Enslavement.
[00:31:05.476 --> 00:31:17.668]  In that documentary, I predicted the globalists would establish world government by releasing a virus, demanding that there be worldwide lockdowns, and then triggering a collapse of our industrial society.
[00:31:17.668 --> 00:31:19.389]  And now they've done it.
[00:31:19.389 --> 00:31:20.450]  How did I know they would do it?
[00:31:20.450 --> 00:31:26.096]  Because they wrote books and white papers, and many of their own reports and internal meetings were leaked.
[00:31:27.116 --> 00:31:31.999]  You see, then I was tracking the Bilderberg Group, whose head at the time was Klaus Schwab.
[00:31:31.999 --> 00:31:37.163]  And our sources inside were confirming to us that they were indeed planning to launch this Great Reset.
[00:31:37.163 --> 00:31:38.584]  Well, we're now living in it.
[00:31:38.584 --> 00:31:41.866]  The purposeful collapse of the Third World and the First World.
[00:31:41.866 --> 00:31:42.467]  Don't it's ashes.
[00:31:42.467 --> 00:31:44.188]  It's a tyrannical corporate world government.
[00:31:44.848 --> 00:31:46.510]  It's time to protect your privacy.
[00:31:46.510 --> 00:31:52.915]  It's time to come to grips with the fact that even though you don't have anything to hide, criminals
[00:32:07.546 --> 00:32:16.129]  Hackers, corporations, big tech, government are stealing all of your data and creating a map and a database of where you go and what you do.
[00:32:16.129 --> 00:32:20.570]  So in the future, under their globalist takeover, they can shut you down.
[00:32:20.570 --> 00:32:29.453]  Protecting your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[00:32:29.453 --> 00:32:32.194]  That's why everybody should visit InfoWarsTore.com.
[00:32:32.194 --> 00:32:37.036]  We're carrying a huge new line of very compliant, made in America products.
[00:32:37.316 --> 00:32:38.897]  You're listening to the Alex Jones Show!
[00:33:12.203 --> 00:33:27.691]  Defending the Republic from enemies foreign and domestic, it's Alex Jones!
[00:33:33.283 --> 00:33:39.929]  Coming up today, Mike Lindell will give us an update on his ongoing election fraud investigation at 1230 Central.
[00:33:39.929 --> 00:33:48.437]  Liam Mathis, who's an amazing talk show host and really exposing the whole COVID fraud like none other, very eloquently popping in.
[00:33:48.437 --> 00:33:50.058]  Darren J. Beattie.
[00:33:50.959 --> 00:33:59.105]  Who's been on Tucker a lot with Revolver News, spearheading investigations into the federal provocateur action on January 6th.
[00:33:59.105 --> 00:34:00.066]  He'll be joining us.
[00:34:00.066 --> 00:34:08.011]  And then, of course, Roger Stone's got huge news dealing with election fraud and Trump and the future of the Republican Party.
[00:34:08.011 --> 00:34:08.812]  He's loaded for bear.
[00:34:08.812 --> 00:34:12.295]  I'll be hosting the fourth hour today with Roger Stone.
[00:34:12.295 --> 00:34:18.139]  All right, let me just calm down again because the show tends to speed by and
[00:34:19.312 --> 00:34:23.058]  We have a lot of new listeners tuned in.
[00:34:23.058 --> 00:34:25.582]  And I want them to understand something.
[00:34:25.582 --> 00:34:27.985]  You're not going to be able to navigate what's about to happen.
[00:34:27.985 --> 00:34:33.915]  This isn't something where the globalists just do something and you kind of try to get around it and then it goes away.
[00:34:35.757 --> 00:34:41.539]  This is a complete post-industrial world, and I don't think people know what a post-industrial world means.
[00:34:41.539 --> 00:34:53.244]  So, when I start the next hour, I'm going to play Bill Gates on TV yet again saying, no one should be allowed to have meat in the United States, period.
[00:34:53.244 --> 00:34:57.265]  He makes it a class thing saying, we should give it all to the Africans.
[00:34:57.265 --> 00:35:01.067]  Yeah, he's not going to give the Africans anything but death.
[00:35:01.067 --> 00:35:02.187]  And so that's what they do.
[00:35:05.407 --> 00:35:05.647]  Yes.
[00:35:23.135 --> 00:35:30.158]  But in the Obama deception, the cover of the film is a white guy, a corporate executive, with a black face of Obama.
[00:35:30.158 --> 00:35:38.661]  He's holding up, and that's the whole premise of the film is the globalists hate everybody or attacking everybody, but they're using racial politics to control us.
[00:35:38.661 --> 00:35:45.464]  So I thought I'd explain what really zero carbon means, because Bill Gates is against organic farming.
[00:35:46.340 --> 00:35:51.684]  Because it uses cow manure on it, and just anything from an animal or a plant is bad.
[00:35:51.684 --> 00:35:55.367]  I'm going to show you articles where environmental groups call for cutting down trees.
[00:35:55.367 --> 00:35:56.929]  That's the headline.
[00:35:56.929 --> 00:36:02.313]  Environmental groups call for cutting down trees and burying them to stop carbon.
[00:36:02.313 --> 00:36:04.995]  Trees are bad, see?
[00:36:04.995 --> 00:36:09.198]  Well, if you want a new atmosphere on the earth, yeah, that's exactly what you would want.
[00:36:09.198 --> 00:36:13.662]  So, Bill Gates wants us all to eat 100% synthetic beef.
[00:36:13.662 --> 00:36:15.343]  He has a point, says Yahoo News.
[00:36:16.277 --> 00:36:18.659]  That's coming up.
[00:36:18.659 --> 00:36:25.824]  The future of farming according to Bill Gates and let's cut down the trees.
[00:36:25.824 --> 00:36:28.606]  Now, let's shift into the big news here.
[00:36:28.606 --> 00:36:30.968]  This is all global.
[00:36:30.968 --> 00:36:37.673]  And so in Australia and in France and in the UK, there are articles everywhere about the schools injecting children
