[00:00:16.105 --> 00:00:17.628]  Tomorrow's news, today.
[00:30:05.026 --> 00:30:09.588]  All right, I will make this quick and real short, where the other Patriots can get on the line.
[00:30:09.588 --> 00:30:13.930]  Uh, Alex, I have to promote one thing from one of your co-hosts, Owen Schroyer.
[00:30:13.930 --> 00:30:16.932]  Super male vitality and brain force plus.
[00:30:16.932 --> 00:30:19.573]  Mix those two together, you're an unstoppable tank.
[00:30:19.813 --> 00:30:21.614]  Supermill Vitality really, really works.
[00:30:21.614 --> 00:30:26.517]  It's cold-pressed herbs and natural compounds that have never been heated up.
[00:30:26.517 --> 00:30:33.280]  And so, it has a dramatic effect compared to powdered versions that also work quite well, but just aren't as strong.
[00:30:33.280 --> 00:30:35.141]  This is like a very fine wine.
[00:30:35.141 --> 00:30:37.282]  In fact, each batch is different.
[00:30:37.282 --> 00:30:39.563]  Sometimes it's super strong, sometimes it's just okay.
[00:30:39.563 --> 00:30:42.985]  People are like, why are you selling something and admitting sometimes the batch isn't as strong?
[00:30:42.985 --> 00:30:43.925]  That's just how it is.
[00:30:43.925 --> 00:30:44.566]  It's how it works.
[00:30:45.287 --> 00:30:49.315]  Uh, so, it's always good, it's just sometimes it's like super strong.
[00:30:49.315 --> 00:30:53.102]  But yeah, if you want the Rolls Royce at a decent price, then this is it.
[00:30:59.933 --> 00:31:04.177]  I am a worldly person, meaning I like going to ball games.
[00:31:04.177 --> 00:31:05.518]  I like going to concerts.
[00:31:05.518 --> 00:31:06.879]  I like going to play golf.
[00:31:06.879 --> 00:31:08.460]  I like going out to dinner.
[00:31:08.460 --> 00:31:10.622]  I like the metropolitan life.
[00:31:10.622 --> 00:31:12.644]  I like everything that comes with this.
[00:31:12.644 --> 00:31:15.106]  But see, I have the survival instinct
[00:31:15.566 --> 00:31:18.689]  That is to get the hell out of Democrat-run cities.
[00:31:18.689 --> 00:31:21.432]  Get the hell out of major metropolitan areas.
[00:31:21.432 --> 00:31:24.956]  Because unless we change course soon, it's all crashing down.
[00:31:24.956 --> 00:31:26.778]  Is it time to just move out to the woods?
[00:31:26.778 --> 00:31:28.880]  Just time to go get a piece of property in the woods?
[00:31:28.880 --> 00:31:29.861]  Just get off-grid?
[00:31:29.861 --> 00:31:31.303]  Just get the emergency food supplies?
[00:31:31.303 --> 00:31:32.404]  Just live off the land?
[00:31:32.404 --> 00:31:33.805]  That's the survival instinct.
[00:31:33.805 --> 00:31:38.090]  But see, the worldly part of me, that's still probably the majority part of me, says no, no, no, no, no.
[00:31:38.670 --> 00:31:39.571]  Stay in the city.
[00:31:39.571 --> 00:31:45.256]  The survival instinct says get the hell out of anywhere that would ever notion that you need to get a vaccine or a mask.
[00:31:45.256 --> 00:31:51.061]  That's the internal struggle that my guess is a lot of you in the audience are facing as well.
[00:31:51.061 --> 00:31:55.825]  But you can at least have some comfort if you have the emergency food supplies.
[00:31:55.825 --> 00:31:58.428]  And so we have the best ones at InfoWarsStore.com.
[00:31:58.428 --> 00:31:59.849]  InfoWars!
[00:31:59.849 --> 00:32:00.690]  All right, ladies and gentlemen.
[00:32:02.128 --> 00:32:03.548]  Keep us on air.
[00:32:03.548 --> 00:32:06.089]  We'll continue to bring you the banned guests.
[00:32:06.089 --> 00:32:09.950]  We'll continue to bring the information that no one else will touch.
[00:32:09.950 --> 00:32:10.710]  Keep us on air.
[00:32:10.710 --> 00:32:11.991]  Go to InfoWarsStore.com.
[00:32:11.991 --> 00:32:25.534]  The new supplements that we have, the latest in the InfoWars Life Supplement line, the Vitamin D3 with Calcium Gummies, the Vitamin C with Zinc and the Whole Food Multivitamins, or if you buy the Combo Pack with all three at InfoWarsStore.com.
[00:32:25.534 --> 00:32:27.995]  And you know, I'm telling you, the Vitamin D Gummies,
[00:32:29.059 --> 00:32:30.800]  This is a great thing for your kids.
[00:32:30.800 --> 00:32:31.501]  They're going to love it.
[00:32:31.501 --> 00:32:33.202]  They're going to love the taste of the gummies.
[00:32:33.202 --> 00:32:34.603]  It's healthy.
[00:32:34.603 --> 00:32:36.124]  So that's just a great thing for kids.
[00:32:36.124 --> 00:32:37.705]  I mean, we could just do marketing campaigns.
[00:32:37.705 --> 00:32:39.866]  I think for kids, that'd be great.
[00:32:39.866 --> 00:32:40.787]  Calcium, good for them.
[00:32:40.787 --> 00:32:41.267]  The vitamin D.
[00:32:42.546 --> 00:32:45.588]  So, that's at InfoWarsStore.com.
[00:32:45.588 --> 00:32:48.210]  And again, it's your support there that keeps us on the air.
[00:32:48.210 --> 00:32:56.437]  So, the supplements, the shirts, the air filters, the water filters, the emergency food supplies, the emergency supplies at InfoWarsStore.com.
[00:32:56.437 --> 00:32:58.058]  Your support there keeps us on the air.
[00:32:58.058 --> 00:33:01.300]  We cannot thank you enough.
[00:33:01.300 --> 00:33:07.205]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones.
[00:33:12.657 --> 00:33:15.318]  Waging war on corruption.
[00:33:15.318 --> 00:33:33.003]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:33:33.003 --> 00:33:39.205]  See, my job is not to just sit here and fight the globalists, but one we're about to really beat them back off.
[00:33:40.831 --> 00:33:41.972]  No, I'm here to defeat them.
[00:33:41.972 --> 00:33:42.833]  I'm here to crush them.
[00:33:42.833 --> 00:33:49.158]  I'm here to get them off the backs of our children and the innocent people everywhere that they're feeding on their killing.
[00:33:49.158 --> 00:33:54.503]  And so Trump was on Fox and Friends again this morning.
[00:33:54.503 --> 00:34:05.213]  And there he was talking about how great the vaccine is, what a wonderful job he did, and people were taking it under him, but now they don't trust Biden.
[00:34:05.213 --> 00:34:07.595]  And so it's our job to put heat on Trump.
[00:34:08.962 --> 00:34:16.765]  So that he understands, and I have all the statistics, the numbers right here, that you're twice as likely to get sick, be hospitalized, or die.
[00:34:16.765 --> 00:34:23.087]  All of those are doubled in numbers coming out of the U.S., the U.K., Canada, Germany, you name it.
[00:34:23.087 --> 00:34:24.848]  I showed those numbers again last night.
[00:34:24.848 --> 00:34:28.869]  Everybody knows about these.
[00:34:28.869 --> 00:34:36.912]  And so I'm not blaming Trump back in the time because he thought it was a traditional vaccine he didn't understand.
[00:34:37.984 --> 00:34:44.129]  But now we've seen, now we know it's causing serious illnesses.
[00:34:44.129 --> 00:34:46.391]  Now they're coming after newborn children.
[00:34:46.391 --> 00:34:48.733]  Fauci says starting in one month.
[00:34:48.733 --> 00:35:01.324]  He says starting in January of 2022, we're going to get authorization, all very well researched and backed up, total lies, all independent, all lies, of newborns.
[00:35:05.976 --> 00:35:08.897]  And can you imagine watching Trump every time he's on a show?
[00:35:08.897 --> 00:35:13.800]  Talking about the great job he did with these damn shots.
[00:35:13.800 --> 00:35:15.621]  I like Trump getting us out of the WHO.
[00:35:15.621 --> 00:35:16.981]  I like Trump exposing China.
[00:35:16.981 --> 00:35:18.402]  I like Trump trying to secure our borders.
[00:35:18.402 --> 00:35:19.783]  I like Trump trying to get our jobs back.
[00:35:19.783 --> 00:35:22.984]  I like Trump standing up against the fentanyl flowing in.
[00:35:22.984 --> 00:35:26.366]  I like President Trump.
[00:35:26.366 --> 00:35:31.168]  The guy called up my wife on her honeymoon to tell her how great I am.
[00:35:33.113 --> 00:35:48.943]  He's a legitimately very nice guy behind the scenes, not the tough guy you hear about in all these different shows he's done like The Apprentice.
[00:35:48.943 --> 00:36:00.470]  But we can sit here and beat our heads up against the wall from now until the end of time trying to stop globalists and New World Order operatives
[00:36:01.411 --> 00:36:02.171]  from their evil.
[00:36:02.171 --> 00:36:03.152]  They love what they're doing.
[00:36:03.152 --> 00:36:04.553]  They're going to go forward and do it.
[00:36:04.553 --> 00:36:07.494]  But if we can get some of the good U.S.
[00:36:07.494 --> 00:36:20.680]  senators and good governors and people like Trump, especially, to say, wow, I didn't know that they had information this would cause blood clots and they suppressed it.
[00:36:20.680 --> 00:36:21.301]  I didn't know.
[00:36:21.301 --> 00:36:25.683]  I mean, he should at least come out and say, oh, children don't even really get sick with COVID.
[00:36:25.683 --> 00:36:26.843]  Why are you giving it to them?
[00:36:26.843 --> 00:36:27.303]  Stop.
[00:36:27.303 --> 00:36:28.284]  Don't give it to children.
[00:36:31.826 --> 00:36:42.883]  I've got articles where major medical watchdog groups that are very respected are coming out saying there's no reason to give people under the age of 30 this stuff.
[00:36:42.883 --> 00:36:47.630]  Nobody dies from COVID unless they already have like three or four comorbidities and are already about to die.
[00:36:48.985 --> 00:36:51.026]  Then a cold wind blows by, they die.
[00:36:51.026 --> 00:36:51.926]  They're saying, stop it.
[00:36:51.926 --> 00:36:52.907]  What are you doing?
[00:36:52.907 --> 00:36:55.408]  And it does erase your immune system.
[00:36:55.408 --> 00:36:56.948]  This was done by design.
[00:36:56.948 --> 00:36:58.589]  Trump got set up.
[00:36:58.589 --> 00:37:02.911]  Hey, sir, we can reopen quicker if you just take these controls off.
[00:37:02.911 --> 00:37:04.772]  Okay, Fauci, I'll do it.
[00:37:04.772 --> 00:37:06.073]  He called Senator Paul.
[00:37:06.073 --> 00:37:07.113]  Doctor, you think this is a good idea?
[00:37:07.113 --> 00:37:07.813]  Yeah.
[00:37:07.813 --> 00:37:12.235]  Get it through.
[00:37:12.235 --> 00:37:13.816]  Operation Warp Speed, if you remember.
[00:37:16.243 --> 00:37:25.549]  Happened and began 20 months ago, 21 months ago.
[00:37:25.549 --> 00:37:43.060]  And so I could sit here and talk about all this news and all this information all day long, but if we don't get Trump and if we don't get Senator Paul and we don't get them to speak out, even the opposition leaders
[00:37:44.136 --> 00:37:51.040]  aren't on the field taking action against this.
[00:37:51.040 --> 00:37:56.943]  So, it's now time to say, hey Fauci lied about everything.
[00:37:56.943 --> 00:37:58.284]  Fauci lied on every front.
[00:38:01.527 --> 00:38:03.288]  Fauci's a fraud.
[00:38:03.288 --> 00:38:04.948]  Fauci created the virus.
[00:38:04.948 --> 00:38:07.269]  Fauci was involved in getting into function and said he wasn't.
[00:38:07.269 --> 00:38:09.170]  Fauci's invested in the vaccines.
[00:38:09.170 --> 00:38:12.231]  And Trump can come out and say, they lied to me to get this through.
[00:38:12.231 --> 00:38:15.572]  And we need an investigation into what they did.
[00:38:15.572 --> 00:38:19.374]  Instead, he is getting deeper and deeper and deeper into this.
[00:38:19.374 --> 00:38:24.776]  And as more and more of it comes out, it's going to destroy Trump with his constituency.
[00:38:24.776 --> 00:38:26.376]  And it should!
[00:38:26.376 --> 00:38:30.618]  Because if he doesn't step up and say no when he's got a chance to,
[00:38:32.065 --> 00:38:40.815]  And lets them come after the children, which is now happening in live time, then Trump is unsalvageable.
[00:38:40.815 --> 00:38:42.578]  And I'm really trying to salvage Trump here.
[00:38:42.578 --> 00:38:47.724]  I'm really trying to help President Trump here.
[00:38:47.724 --> 00:38:48.545]  But they lied to him.
[00:38:50.014 --> 00:38:50.815]  And now we know.
[00:38:50.815 --> 00:38:57.580]  I mean, now they say, oh, Israel's now authorizing the fourth shot and saying a fifth shot will be needed.
[00:38:57.580 --> 00:39:01.403]  And now the head of Pfizer says you're going to need multiple shots a year forever.
[00:39:01.403 --> 00:39:02.905]  And that COVID will be here forever.
[00:39:02.905 --> 00:39:05.427]  And that masks are forever.
[00:39:05.427 --> 00:39:10.371]  All this tyranny forever and ever and ever.
[00:39:10.371 --> 00:39:15.315]  And instead of Trump turning on Fauci and saying, I was given bad advice by these people, they're criminals.
