[00:00:00.370 --> 00:00:01.552]  It's on InfoWars.com.
[00:21:37.306 --> 00:21:39.067]  The richest third world country in the world.
[00:21:39.667 --> 00:21:42.908]  And Europe's going to have 200 million per major nation.
[00:21:43.268 --> 00:21:47.029]  That's all in the report from the Financial Times of London.
[00:21:48.612 --> 00:21:51.835]  But don't talk bad about it or Sacha Baron Cohen will have you arrested!
[00:21:54.117 --> 00:21:57.640]  Meanwhile, Whoopi Goldberg can't bring herself to say the word white.
[00:21:57.900 --> 00:21:59.001]  Because whites are so bad.
[00:21:59.041 --> 00:22:02.584]  I mean, this is all just total racial division garbage.
[00:22:02.925 --> 00:22:04.026]  And don't criticize Biden.
[00:22:04.066 --> 00:22:04.886]  That's racist too.
[00:22:05.227 --> 00:22:07.169]  Because if you don't support Biden, you ain't black.
[00:22:07.529 --> 00:22:08.189]  That's a new article.
[00:22:08.249 --> 00:22:11.552]  Karen claims it's racist for whites to hate Biden.
[00:22:12.492 --> 00:22:14.513]  All right, I've got a lot more coming up.
[00:22:14.834 --> 00:22:19.937]  We got Drew Hernandez coming on from New York with big news about the pushback against the Globals there.
[00:22:20.237 --> 00:22:23.239]  As we go to break, it's back in stock, DNA Force Plus.
[00:22:23.299 --> 00:22:25.560]  It funds our operation, plus it's amazing for your body.
[00:22:25.580 --> 00:22:29.082]  The best thing you can do for your immune system are telomeres, your cells, your nerves.
[00:22:30.103 --> 00:22:32.064]  Every time I forget to take it for just a few weeks, I feel it.
[00:22:32.544 --> 00:22:33.705]  It's how I have so much energy.
[00:22:34.045 --> 00:22:38.828]  DNA Force Plus is back in stock with PQQ, CoQGen, and so much more.
[00:22:39.568 --> 00:22:46.552]  It is 40% off while supplies last, and we also have Winter Sun, highest quality D3 for your body.
[00:22:46.813 --> 00:22:47.393]  The winter's coming.
[00:22:47.413 --> 00:22:49.214]  Everybody needs it, especially folks with darker skin.
[00:22:49.634 --> 00:22:54.116]   Down and Out Sleep Aid, so good for your immune system, helping you get deeper, Cleaner, more restful sleep.
[00:22:54.517 --> 00:22:55.697]  It's 50% off.
[00:22:56.137 --> 00:23:00.138]  And we have Ultra 12 for your libido, your stamina, your body, your health, all your cells.
[00:23:00.438 --> 00:23:00.959]  It's essential.
[00:23:00.979 --> 00:23:01.859]  B12 highest quality.
[00:23:02.419 --> 00:23:02.919]  50% off.
[00:23:02.999 --> 00:23:06.680]  Coming up later in the next hour, Owen Schroer will be in studio.
[00:23:06.700 --> 00:23:11.062]  He's in court right now via Zoom in the D.C.
[00:23:11.082 --> 00:23:16.684]  They're trying to put him in jail for two years for peacefully covering what happened on January 6.
[00:23:18.224 --> 00:23:41.212]   They also falsely charged him with entering the Capitol Enforcing his way in, and it's in his filing that we're going to be posting on Infowars.com when he comes on later, where his lawyers actually accused the Justice Department of criminal fraud, lying to the court, which they've done in the arrest warrant and reason for his arrest.
[00:23:41.232 --> 00:23:52.501]   So that just shows the incredibly dangerous climate that we're in right now, and how that ties into what Senator Rand Paul Came out and shed last night.
[00:23:53.942 --> 00:23:57.823]  That the federal government's been captured by the Democrats, who are multinational criminals.
[00:23:58.323 --> 00:24:04.244]  They're creating lists of all Americans, and they intend to never have another free election in this country, and they are just criminally taking over.
[00:24:04.944 --> 00:24:09.986]  That's how we need to start addressing these individuals as an outside globalist threat.
[00:24:10.026 --> 00:24:16.067]  Remember, Psaki said, yeah, we can lower gas prices, but we raised them so you'll use less to save the earth.
[00:24:16.607 --> 00:24:25.134]   But they all have their own private jet airplanes and actually are making money off dousing you for the gasoline while you can barely put food
[00:24:25.134 --> 00:24:27.634]  on your family's table.
[00:24:27.634 --> 00:24:31.234]   Now he hadn't been on in probably four or five months, seems like a million years, also
[00:24:31.234 --> 00:24:33.115]  like five minutes ago.
[00:24:33.115 --> 00:24:37.634]   Just really dogged investigative journalist, you know him from Kenosha, Wisconsin, you
[00:24:37.634 --> 00:24:40.035]  know him from the Texas border, the California border.
[00:24:40.035 --> 00:24:42.914]  Drew Hernandez joins us.
[00:24:42.914 --> 00:24:48.515]   And he's been up in New York where the teachers unions and others have had the Supreme Court,
[00:24:48.515 --> 00:24:54.434]   the Cota Mayor, override even the appeals court and say, no, you're fired if you don't
[00:24:54.434 --> 00:24:55.514]  take your injections.
[00:24:55.528 --> 00:25:06.696]  And we've got Biden, of course, in the video that just came out last night, defending mass firings and saying hundreds of people losing their jobs over his unconstitutional VAX mandates is a good thing.
[00:25:07.256 --> 00:25:12.983]  Meanwhile, the White House and Congress are exempt, along with the Postal Service and the FBI.
[00:25:13.003 --> 00:25:24.057]  I mean, this is truly a superclass discriminating against us with medical tyranny, but we're so obsessed on race and color and the rest of it that we're distracted by that, and that's all done by design.
[00:25:25.379 --> 00:25:25.980]  Joins us.
[00:25:26.540 --> 00:25:28.342]  Thank you so much for coming on, Drew.
[00:25:28.402 --> 00:25:32.046]  Wow, incredible footage and reports you've been shooting.
[00:25:32.587 --> 00:25:33.308]  Great to have you here.
[00:25:33.708 --> 00:25:40.576]  Give us your view on what's really happening in New York City, because I know the demonstrations against this tyranny are being basically blacked out.
[00:25:41.857 --> 00:25:43.397]  Well, it's good to see you guys again, man.
[00:25:43.458 --> 00:25:47.059]  Hey, what's going on in New York when you're speaking to teachers on the ground?
[00:25:47.439 --> 00:25:57.422]  The main concern, and you're seeing this common thread happen across the board with the Defund the Police movement, with medical healthcare professionals being removed, you're seeing a reinstallment.
[00:25:57.862 --> 00:26:04.406]  When they remove these people, they quickly want to reinstall them with people that will bow down to the regime that won't ask any questions.
[00:26:04.706 --> 00:26:09.308]  The teachers right now, thousands of them that are being put out on the street because they refuse to take a jab.
[00:26:09.989 --> 00:26:10.889]  My body, my choice.
[00:26:10.929 --> 00:26:11.830]  That went out the window.
[00:26:12.210 --> 00:26:14.111]  Their main concern is who's going to replace us?
[00:26:14.211 --> 00:26:14.832]  Even parents.
[00:26:14.892 --> 00:26:18.253]  I talked to so many parents, Alex, that are asking the same questions.
[00:26:18.634 --> 00:26:25.158]   Who are going to replace these teachers that have We have personal relationships with our kids, decades-long relationships.
[00:26:25.198 --> 00:26:41.691]  Some of these kids, I mean, think about it, Alex, you have such a personal relationship with your teacher, they make such a big impact on your life, whether negatively or positively, but those that have a positive impact are going to be disconnected from their teachers, and that's going to have a pretty serious impact, a negative impact, on some of these kids now.
[00:26:42.192 --> 00:26:44.694]  What they're concerned about is who's going to replace them.
[00:26:45.074 --> 00:26:49.437]  Particularly in New York and Brooklyn, they were protesting out front of the Department of Education.
[00:26:49.777 --> 00:26:57.902]  Now, what they were complaining about was obviously the unconstitutional mandates to take the jab, but also, they want to know, who's going to replace us?
[00:26:58.363 --> 00:27:02.885]  Are there people in the DOE that may be licensed to teach, but they hate kids?
[00:27:03.386 --> 00:27:04.827]  Who are the people that are going to replace us?
[00:27:04.907 --> 00:27:06.368]  Are they actually going to have the heart?
[00:27:06.408 --> 00:27:11.311]  Because it's not some everyday average person that is able and equipped to deal with children.
[00:27:11.411 --> 00:27:23.138]   Even the special ed kids Alex, I was talking to special ed teachers that were crying because it takes a special kind of person to go down that type of career path because you have to deal with them very specifically.
[00:27:23.518 --> 00:27:26.060]  So a lot of these teachers are asking some genuine questions.
[00:27:26.080 --> 00:27:30.923]  Yes, they're opposing the authoritarian policy, but at the same time, we're going to see a reinstallment.
[00:27:30.943 --> 00:27:32.724]  You're seeing it with the Defund the Police, Alex.
[00:27:32.864 --> 00:27:48.353]   Every time they want to remove the police department, Or anyone that disagrees with the regime, they immediately reinstall them with people that aren't going to ask any questions, that aren't going to question the regime, that aren't going to push back or, you know, protest for their own autonomy or their own freedom.
[00:27:48.613 --> 00:27:51.155]  You're seeing it with the medical health care professionals as well.
[00:27:51.415 --> 00:27:53.196]  In New York, what did the governor come out and say?
[00:27:53.616 --> 00:27:59.920]  All of these people that we're going to put out on the street, we're going to replace you guys with people that are going to obey us or even the National Guard.
[00:28:00.200 --> 00:28:03.222]  They want to reinstall people because they want a controllable class.
[00:28:03.302 --> 00:28:03.682]  That's right.
[00:28:03.702 --> 00:28:20.977]  This is a purge, and this is multinational corporations and the UN, through the fear of the virus that they themselves release now on record, purging the police, the fire department, the hospitals, the nurses, the doctors, and the military, with critical race theory, the first purge.
[00:28:21.537 --> 00:28:27.222]   If you think that hating America and saying whites are inherently evil is wrong, Well, then you're purged.
[00:28:27.382 --> 00:28:31.245]  Or if you think Americans have a right to question elections, you're purged.
[00:28:31.285 --> 00:28:33.127]  If you question lockdowns, you're purged.
[00:28:33.167 --> 00:28:42.335]  Hell, they say in the official prospectus, as you know, put out in June, the new terrorism platform, that it's people that question lockdowns are the main terrorists.
[00:28:42.375 --> 00:28:48.320]  So this is a way for the system to declare war on people that know their basic rights.
[00:28:49.673 --> 00:28:54.495]  Or Alex, domestic terrorists are now parents that oppose critical race theory.
[00:28:55.516 --> 00:28:58.657]  What's happening here is they're targeting the next generation.
[00:28:58.677 --> 00:29:09.682]  Listen, Alex, if America holds the line right now, if we hold our own and we literally survive this authoritarian power grab and freedom reigns, they're still targeting the next generation.
[00:29:09.942 --> 00:29:12.283]  That's why they're slapping them with masks over their face.
[00:29:12.563 --> 00:29:17.905]  That's why all these kids are being trained and groomed to bow the knee in order to gain access into anything.
[00:29:18.125 --> 00:29:22.087]  They're training the next generation to accept totalitarian global control.
[00:29:22.327 --> 00:29:23.647]  That's what they're doing with these children.
[00:29:23.827 --> 00:29:25.808]  They want to replace everybody.
[00:29:26.048 --> 00:29:33.291]  That's why they're designating parents, anyone that opposes critical race theory, communism, Marxism, as domestic terrorists.
[00:29:33.331 --> 00:29:38.973]  And they're sicking the FBI on them, the federal government, because they want to disconnect the children from the parents.
[00:29:39.193 --> 00:29:41.454]  They want to train the next generation, Alex.
[00:29:41.954 --> 00:29:43.657]  To be controlled by Big Brother.
[00:29:43.737 --> 00:29:44.357]  Absolutely.
[00:29:44.418 --> 00:29:45.539]  And they're moving quick.
[00:29:45.559 --> 00:29:46.961]  And people say, well, this is hard to believe.
[00:29:47.702 --> 00:29:50.746]  It's incremental, but soon the flame is on high.
[00:29:50.866 --> 00:29:52.569]  And now they've turned the flame up slowly.
[00:29:52.889 --> 00:29:53.530]  Now it's on high.
[00:29:53.570 --> 00:29:55.573]  Now the frog is starting to ball in the pot.
[00:29:55.613 --> 00:29:57.175]  And they admit this is their revolution.
[00:29:57.796 --> 00:30:00.959]  And they've got all the people online who get to go along with it.
[00:30:00.979 --> 00:30:01.820]  They don't get censored.
[00:30:02.621 --> 00:30:03.902]  They call themselves the liberals.
[00:30:04.302 --> 00:30:06.264]  They call themselves anti-establishment, Drew.
