[00:00:01.190 --> 00:00:14.919]  InfoWars has been banned.
[00:23:36.532 --> 00:23:38.192]  Most people are vitamin D deficient.
[00:23:38.192 --> 00:23:41.914]  Over 90% of people that die of COVID were vitamin D deficient.
[00:23:41.914 --> 00:23:45.936]  Over 86% that get COVID when they do the blood test were deficient.
[00:23:45.936 --> 00:23:51.179]  So, most people are again dying of a vitamin D deficiency.
[00:23:51.179 --> 00:23:53.160]  So, and that happens.
[00:23:53.160 --> 00:23:55.201]  We got clothes on, we're inside, we're out in the sun.
[00:23:55.201 --> 00:23:59.983]  I mean, you got to get 30 minutes of direct sunlight, good sunlight a day for most people to have enough sun.
[00:23:59.983 --> 00:24:01.344]  If you're black, triple that.
[00:24:02.386 --> 00:24:06.087]  If you got brown skin, again, it's a gradient but probably doubled.
[00:24:06.087 --> 00:24:07.768]  Everybody should get the blood test done.
[00:24:07.768 --> 00:24:13.350]  I mean, unless you're getting a ton of sun, you're going to have low D. Anyways, I'm digressing.
[00:24:13.350 --> 00:24:14.531]  Everybody knows this already.
[00:24:14.531 --> 00:24:17.992]  They're trying to suppress it because they're the ones that are killing us.
[00:24:17.992 --> 00:24:20.193]  So, they know full well what they're doing.
[00:24:20.193 --> 00:24:23.274]  Antibody, ADE.
[00:24:28.134 --> 00:24:33.558]  This antibody dependency enhancement is what all the experts said they were most worried about.
[00:24:33.558 --> 00:24:43.066]  They said if this shot causes that, which we believe it will, you're going to see large portions of those that take it die.
[00:24:43.066 --> 00:24:45.808]  And it's here.
[00:24:45.808 --> 00:24:47.529]  And they know it.
[00:24:47.529 --> 00:24:48.109]  And they did it.
[00:24:48.109 --> 00:24:52.653]  Let me read you some of these headlines.
[00:24:52.653 --> 00:24:56.236]  Dealing with this, but before I do that, here is the premier
[00:24:58.306 --> 00:25:08.847]  In Western Australia, talking about the situation and saying they don't know why this is happening.
[00:25:08.847 --> 00:25:09.167]  Here it is.
[00:25:11.203 --> 00:25:13.885]  Look, our hospitals are under enormous pressure.
[00:25:13.885 --> 00:25:19.348]  This is the same in Tasmania, South Australia, New South Wales, Queensland and Victoria.
[00:25:19.348 --> 00:25:20.569]  Enormous pressure.
[00:25:20.569 --> 00:25:26.993]  This has been something no one has ever seen before, the growth in demand in our hospitals.
[00:25:26.993 --> 00:25:30.995]  Why it is, it's hard to know, except that there is some
[00:25:31.682 --> 00:25:36.046]  Um, evidence that some sort of delayed reaction to COVID.
[00:25:36.046 --> 00:25:39.910]  But there is huge numbers of people coming through the doors.
[00:25:39.910 --> 00:25:41.712]  So we're doing everything we can to try and manage.
[00:25:42.699 --> 00:25:46.080]  So that's Mark McGowan, one of the premieres in Australia.
[00:25:46.080 --> 00:25:48.621]  Just doesn't know what's happening, doesn't know why.
[00:25:48.621 --> 00:26:01.486]  Then you go read the local news, it's blood clots, heart attacks, heart swelling, myocarditis, platelet counts going down to almost zero, strokes, embolisms, lungs filling up with liquid, AD.
[00:26:04.781 --> 00:26:08.243]  Can anyone from Australia please clarify what's going on in the hospitals?
[00:26:08.243 --> 00:26:11.004]  Robert W. Malone begs the question.
[00:26:11.004 --> 00:26:15.406]  MD, the inventor of mRNA technology, who predicted ADE would happen.
[00:26:15.406 --> 00:26:19.647]  But let's not listen to the billionaire inventor of something.
[00:26:19.647 --> 00:26:21.488]  Why listen to Nobel Prize winners?
[00:26:21.488 --> 00:26:22.929]  No, no, no, no, no, no.
[00:26:22.929 --> 00:26:23.569]  I mean, come on.
[00:26:23.569 --> 00:26:26.130]  You're going to listen to the inventor of something?
[00:26:26.130 --> 00:26:28.411]  You never listen to the inventor.
[00:26:28.411 --> 00:26:31.713]  I mean, are we going to listen to Tom Brady about how to play football?
[00:26:31.713 --> 00:26:32.293]  Of course not.
[00:26:33.291 --> 00:26:35.533]  You want to just go ask the janitor that never played football.
[00:26:35.533 --> 00:26:35.973]  They'll know.
[00:26:35.973 --> 00:26:38.094]  Or maybe your wife.
[00:26:38.094 --> 00:26:40.216]  Honey, tell me about football.
[00:26:40.216 --> 00:26:42.177]  Well, honey, you probably want to ask Tom Brady.
[00:26:42.177 --> 00:26:44.919]  Oh, no, we don't ask Tom Brady.
[00:26:44.919 --> 00:26:48.821]  Now, the Tom Brady of MRNA says that was going to cause ADE.
[00:26:48.821 --> 00:26:52.844]  But I don't want to listen to the Tom Brady.
[00:26:52.844 --> 00:26:53.685]  Like Mike Tyson in 1988.
[00:26:56.038 --> 00:26:57.720]  Who are we going to learn about heavyweight boxing from?
[00:26:57.720 --> 00:27:01.183]  Let's just go ask that little skinny guy over there.
[00:27:01.183 --> 00:27:02.564]  Have you ever boxed?
[00:27:02.564 --> 00:27:04.285]  No, never been a boxer.
[00:27:04.285 --> 00:27:04.946]  What sports do you play?
[00:27:04.946 --> 00:27:05.867]  I don't really like sports.
[00:27:05.867 --> 00:27:06.567]  I'm a bookworm.
[00:27:06.567 --> 00:27:12.353]  Okay, will you teach me how to heavyweight box?
[00:27:12.353 --> 00:27:15.556]  I mean, this is the level of the gaslighting, ladies and gentlemen.
[00:27:15.556 --> 00:27:18.758]  The experts said it would happen, and now it's happened.
[00:27:18.758 --> 00:27:21.101]  They are literally killing us.
[00:27:21.101 --> 00:27:22.161]  Look, I got stacks of articles.
[00:27:22.161 --> 00:27:22.402]  Look at this.
[00:27:24.207 --> 00:27:27.589]  ERs are now swamped with seriously ill patients, but many don't have COVID.
[00:27:27.589 --> 00:27:28.690]  NPR.
[00:27:28.690 --> 00:27:31.972]  Record level all over the country, and it describes ADE.
[00:27:31.972 --> 00:27:32.612]  Weird.
[00:27:32.612 --> 00:27:35.855]  Western Australia reportedly has no COVID vaccines.
[00:27:35.855 --> 00:27:37.576]  Vaccination continues.
[00:27:37.576 --> 00:27:46.321]  Again, Western Australia reportedly has no COVID, and vaccination continues, but hospitals are overwhelmed with COVID-like symptoms, which is what the scientists said.
[00:27:46.321 --> 00:27:47.522]  So they have no COVID.
[00:27:47.522 --> 00:27:52.285]  They're still locked down, though, so no one gets sick, but then everybody's sick at record numbers.
[00:27:52.285 --> 00:27:53.366]  Let me read that headline to you again.
[00:27:54.446 --> 00:27:55.226]  Weird.
[00:27:55.226 --> 00:27:59.028]  Western Australia repeatedly has no COVID.
[00:27:59.028 --> 00:28:02.190]  Vaccinations continue, but hospitals are overwhelmed.
[00:28:02.190 --> 00:28:05.792]  Why are hospitals more full now than during last year's COVID-19 peak?
[00:28:05.792 --> 00:28:09.593]  D Magazine, Dallas asked.
[00:28:09.593 --> 00:28:15.977]  Worst allergy ever, meaning disease, is spreading across UK, complete with horrible symptoms that are described as ADE.
[00:28:17.318 --> 00:28:20.824]  That's in the BBC, the Mirror, the Sunday Times, they're all reporting it.
[00:28:20.824 --> 00:28:22.888]  And they all go, we have no idea!
[00:28:22.888 --> 00:28:24.451]  And here's the Australian Premier.
[00:28:24.451 --> 00:28:26.655]  We have no idea what the hell's going on!
[00:28:26.655 --> 00:28:29.540]  Record numbers of people sick, hospitals full.
[00:28:29.540 --> 00:28:30.522]  We just know they can't breathe.
[00:28:33.677 --> 00:28:38.362]  Then I've got the head of the British Medical Journal saying everything that we just talked about.
[00:28:38.362 --> 00:28:38.922]  That's coming up.
[00:28:38.922 --> 00:28:44.648]  I've got a whole stack of incredible, over-the-top information, ladies and gentlemen.
[00:28:44.648 --> 00:28:49.653]  And we've got Jim Hoffman, Gateway Pundit, with huge political news and Russiagate news.
[00:28:49.653 --> 00:28:50.995]  Boy, has that come to a head.
[00:28:50.995 --> 00:28:54.518]  I never talk about Russiagate, but now that it's totally collapsed, we're going to talk about it.
[00:28:54.518 --> 00:28:54.959]  Stay with us.
[00:28:59.960 --> 00:29:00.320]  I think so.
[00:29:21.181 --> 00:29:26.023]  It's even better than the last formula with chaga mushrooms and turmeric and just everything.
[00:29:26.023 --> 00:29:28.283]  It's so good, it's now available again.
[00:29:28.283 --> 00:29:30.024]  20% off.
[00:29:30.024 --> 00:29:31.885]  Ultra 12, 60% off.
[00:29:31.885 --> 00:29:33.685]  Alpha Power, 40% off.
[00:29:33.685 --> 00:29:35.106]  Knockout, 50% off.
[00:29:35.106 --> 00:29:36.526]  Living Defense, 50% off.
[00:29:36.526 --> 00:29:38.267]  Pure Turmeric Extract Bodies, 40% off.
[00:29:38.267 --> 00:29:42.388]  Activated Charcoal Toothpaste and Mouthwash, 50% off.
[00:29:42.388 --> 00:29:43.669]  And it goes on and on and on.
[00:29:43.669 --> 00:29:44.449]  Storable Foods,
[00:29:45.490 --> 00:29:47.472]  10% off last time of the year, that deal's happening.
[00:29:47.472 --> 00:29:51.316]  It's all available now at InfoWarsStore.com.
[00:29:51.316 --> 00:29:54.159]  The Black Friday sale comes early.
[00:29:54.159 --> 00:29:58.003]  It's going right now for the next two weeks and it supports the InfoWar.
[00:29:58.003 --> 00:29:59.665]  Take action now and get prepared.
[00:29:59.665 --> 00:30:03.889]  I never compromise the quality of ingredients we put in InfoWars Live products.
[00:30:03.889 --> 00:30:06.913]  And that's why for more than two years we've been sold out of Ultimate Bone Broth.
[00:30:07.413 --> 00:30:10.976]  And we could never get the ingredients again until now.
[00:30:10.976 --> 00:30:17.062]  And we have reformulated and not just used the same ingredients, we've boosted it and made them even stronger.
[00:30:17.062 --> 00:30:20.826]  So out of all the bone broths out there, I'm telling you, this is next level.
[00:30:20.826 --> 00:30:22.067]  Listen to what it's got in it.
[00:30:22.067 --> 00:30:27.272]  Cutting edge chicken bone broth protein isolate powder for better flavor and dissolvability.
[00:30:27.272 --> 00:30:31.856]  It's got turmeric root, chaga mushroom, bee pollen, goji berry, alfalfa herb powder,
[00:30:32.156 --> 00:30:36.758]  And a bunch of other amazing known berries that turbocharge your body with antioxidants.
[00:30:36.758 --> 00:30:40.900]  And then it's got a bunch of other incredible things like magnesium, potassium, and sodium added.
[00:30:40.900 --> 00:30:43.361]  I mean, this sucker has got everything for your electrolytes.
[00:30:43.361 --> 00:30:48.763]  It's got real organic cocoa butter powder with natural chocolate flavor and a touch of sea salt.
[00:30:48.763 --> 00:30:50.084]  And it just goes on and on.
[00:30:50.084 --> 00:30:51.365]  It is now back in stock.
[00:30:51.365 --> 00:30:53.386]  Ultimate Bone Broth Plus.
[00:30:53.386 --> 00:30:58.388]  Available at 20% off and free shipping out of the gates at InfoWarsStore.com
[00:30:59.528 --> 00:31:03.731]  I never compromise the quality of ingredients we put in InfoWars Live products.
[00:31:03.731 --> 00:31:07.294]  And that's why for more than two years we've been sold out of Ultimate Bone Broth.
[00:31:07.294 --> 00:31:09.916]  And we could never get the ingredients again.
[00:31:09.916 --> 00:31:10.856]  Until now.
[00:31:10.856 --> 00:31:16.941]  And we have reformulated and not just used the same ingredients, we've boosted it and made them even stronger.
[00:31:16.941 --> 00:31:20.703]  So out of all the bone broths out there, I'm telling you, this is next level.
[00:31:20.703 --> 00:31:21.944]  Listen to what it's got in it.
[00:31:21.944 --> 00:31:26.728]  Cutting edge chicken bone broth protein isolate powder for better flavor and dissolvability.
[00:31:27.128 --> 00:31:27.228]  It's
[00:31:43.800 --> 00:31:44.040]  I think so.
[00:31:59.369 --> 00:32:04.431]  I am cutting this announcement on the afternoon of Thursday, November 4th, 2021.
[00:32:04.431 --> 00:32:09.253]  That means you've only got 10 days as of taping this to get storewide free shipping, double Patriot points.
[00:32:09.253 --> 00:32:11.574]  That was 60% off on our bestselling items.
[00:32:11.574 --> 00:32:13.295]  We have Winter Sun at 50% off.
[00:32:13.295 --> 00:32:14.135]  So good for your body.
[00:32:14.135 --> 00:32:15.435]  So good for your immune system.
[00:32:15.435 --> 00:32:15.916]  50% off.
[00:32:15.916 --> 00:32:18.437]  We have Ultra 12 at 60% off.
[00:32:18.437 --> 00:32:20.057]  That is the lowest we've ever gone.
[00:32:20.057 --> 00:32:24.819]  It is so good for your libido, your stamina, your immune system, your whole body taken out of the tongue.
[00:32:24.819 --> 00:32:25.359]  60% off.
[00:32:25.359 --> 00:32:29.141]  We've got a bunch of products sold out for a long time, like Brain Force Plus back in stock.
[00:32:29.901 --> 00:32:30.282]  50% off.
[00:32:30.282 --> 00:32:34.545]  And we have Ultimate Bone Broth back in stock at InfoWarStore.com.
[00:32:34.545 --> 00:32:36.366]  It's now Bone Broth Plus.
[00:32:36.366 --> 00:32:42.230]  So it's Ultimate Bone Broth Plus, 20% off, and it's even stronger than the last formula we had.
[00:32:42.230 --> 00:32:51.156]  It is amazing for your whole body, amazing for your joints, amazing for inflammation, and it funds the InfoWar, which is so important in the fight against the New World Order.
