[00:00:00.190 --> 00:00:00.613]  World War 3!
[00:24:29.073 --> 00:24:58.064]  Without getting into a history lesson, I'm sure a lot of you tune in, you already have your own views, you've done your own research, but here's just a basic recap of facts before I hit the latest over-the-top news and play this video clip of the aged, doddering, deviant, demented, addled, Alzheimer, riddled, brain-rotted, dementia,
[00:25:00.322 --> 00:25:00.762]  Cursed!
[00:25:01.282 --> 00:25:01.742]  Joe Biden.
[00:25:03.783 --> 00:25:10.564]  Anybody that knows about dementia knows that the sweetest grandfather or grandmother, when they get into dementia, they are demented.
[00:25:10.584 --> 00:25:13.585]  Guys, can we pull up the definition of demented, please?
[00:25:13.605 --> 00:25:15.905]  It means acting like a demon.
[00:25:17.245 --> 00:25:18.566]  Doing devious things.
[00:25:20.106 --> 00:25:20.826]  Hurting yourself.
[00:25:20.966 --> 00:25:22.267]  Riding on the walls with feces.
[00:25:24.507 --> 00:25:25.587]  Being a pervert.
[00:25:25.607 --> 00:25:29.228]  There's a lot of things that happen when the brain starts degenerating.
[00:25:30.967 --> 00:25:40.575]  Demented, mad or insane, suffering from or exhibiting cognitive dementia.
[00:25:42.016 --> 00:25:49.723]  At least one third of people serving as caregivers for a demented husband or wife become chronically depressed.
[00:25:50.704 --> 00:25:58.210]  Well now as a nation we have a demented, which comes from the word demonic or demoniac in the Latin, look up
[00:26:01.209 --> 00:26:04.770]  Some of the other words you could connect to Biden.
[00:26:04.850 --> 00:26:05.651]  Diabolical.
[00:26:06.391 --> 00:26:07.051]  Of the devil.
[00:26:08.772 --> 00:26:10.072]  Of Diablo.
[00:26:12.533 --> 00:26:21.336]  And so there he is up there, not knowing what planet he's on, and he's on national TV saying that Russia's gonna pay soon.
[00:26:23.517 --> 00:26:25.458]  And that they're gonna be coming after him.
[00:26:26.317 --> 00:26:31.998]  And that Putin's a killer with no soul, and that's why Putin then said, you actually need to look in the mirror.
[00:26:32.018 --> 00:26:36.899]  Well, let's talk about what Putin has done, what Putin's really up to.
[00:26:36.979 --> 00:26:42.920]  Putin slashed the Russian defense budget in the last eight years over and over again.
[00:26:43.260 --> 00:26:45.041]  He pulled troops out of all these different places.
[00:26:46.021 --> 00:26:50.102]  He launched a national organic drive, saying they want to supply the world organic food.
[00:26:51.124 --> 00:27:06.956]  And with cleaner fossil fuels, they have a program to promote marriage and Christianity, and they are decrying the Carnegie Foundation, the Ford Foundation, the Rockefeller Foundation, the Soros Foundation, and are saying they want a post-human world and that Russia is not for it.
[00:27:07.977 --> 00:27:12.400]  And so the globalists are very, very upset because they had Russia for 80 plus years in their demonic clutches.
[00:27:14.842 --> 00:27:15.983]  And now they don't know what to do.
[00:27:17.543 --> 00:27:18.583]  And so they're trying to start a war.
[00:27:18.643 --> 00:27:20.084]  It's China that has the biggest navy.
[00:27:20.464 --> 00:27:22.765]  It's China that has already overtaken us economically.
[00:27:22.805 --> 00:27:25.545]  It's China that produced more billionaires last year than all billionaires combined.
[00:27:25.885 --> 00:27:32.788]  It's China that's had everything rigged for them and been given all the money transfers and the technology transfers.
[00:27:33.128 --> 00:27:34.308]  Russia's gotten nothing.
[00:27:36.529 --> 00:27:42.650]  Because Russia struggled free from the globalists and Russia was just a communist government meant to kill Christians and destroy Russian culture.
[00:27:42.690 --> 00:27:44.091]  But the Russians threw it off of them.
[00:27:45.450 --> 00:27:45.930]  We're good to go.
[00:28:02.995 --> 00:28:06.759]  Well, the New World Order is not going to be putting up with that.
[00:28:06.819 --> 00:28:10.804]  They put out their propaganda that, you know, Trump was this Russian minion and the rest of it.
[00:28:10.844 --> 00:28:12.506]  Well, there was never any evidence of that.
[00:28:12.526 --> 00:28:16.090]  On the contrary, the Russians would try to buy people off for their aims.
[00:28:16.450 --> 00:28:18.853]  And I'm not saying they're cream puffs or perfect angels.
[00:28:19.133 --> 00:28:21.356]  And they did have Hillary on the payroll to a great extent.
[00:28:22.912 --> 00:28:29.636]  But that's all shifting away now because Putin will not give access to their children to drag queen story times and pedophile training.
[00:28:29.756 --> 00:28:30.776]  That's all over the news here.
[00:28:31.277 --> 00:28:33.458]  The religion of the left is destroying children.
[00:28:34.218 --> 00:28:34.598]  Period.
[00:28:39.481 --> 00:28:41.402]  So let's go ahead and get to this clip.
[00:28:41.502 --> 00:28:50.067]  Russia recalls ambassador after Joe Biden threatens Vladimir Putin and calls him a killer with no soul.
[00:28:54.093 --> 00:28:56.454]  And then goes on to say he will be paying soon.
[00:28:56.994 --> 00:29:14.179]  So extreme threats by a man with a nuclear football that Russia and Putin will be paying soon, while we've got US troops all over their borders giving heavy weapons to rebels, they're attacking Russian troops, we're trying to take over their oil fields that the Russians built, that they control, they're 80% Russian in eastern Ukraine.
[00:29:14.419 --> 00:29:15.640]  These are acts of war.
[00:29:17.740 --> 00:29:19.481]  While they dissolve our borders,
[00:29:22.665 --> 00:29:30.151]  While the globalists ship in record fentanyl, 360 plus percent than just a year ago into the U.S., they're at war with Russia.
[00:29:30.171 --> 00:29:31.232]  They're at war with America.
[00:29:31.272 --> 00:29:33.473]  The globalists want to bring down every sovereign state.
[00:29:34.454 --> 00:29:35.995]  And now the Chai Koms have their beachhead.
[00:29:36.916 --> 00:29:51.848]  And so now in the year 2021, as we center on this Thursday, March 18th transmission, Putin responds back wishing Biden good health after killer comments about the Russian leader.
[00:29:53.243 --> 00:29:55.468]  And Putin came out last week and said, America needs peace.
[00:29:56.631 --> 00:29:58.575]  The riot at the Capitol is not that big a deal.
[00:29:58.796 --> 00:29:59.778]  Everybody needs to unify.
[00:29:59.798 --> 00:30:01.021]  You need to make your country strong.
[00:30:01.502 --> 00:30:02.805]  You need to strengthen your nation.
[00:30:04.650 --> 00:30:08.851]  My God, if Putin was in control of Trump, wow, what a buddy!
[00:30:08.951 --> 00:30:15.652]  Though he wasn't, trying to control our borders, trying to not do one-sided deals with China, trying to restore our republic, trying to take care of the veterans.
[00:30:16.392 --> 00:30:25.374]  Yeah, no, the truth is, is that Putin talks about an ideology of Christianity and nationalism to defeat globalism, the neoliberal, globalist, soulless system.
[00:30:25.734 --> 00:30:31.936]  That's exactly what his former chief of staff, in fact, print me that letter again, please, talked about that I read on air last week.
[00:30:31.956 --> 00:30:32.956]  I'm going to read that again today.
[00:30:34.107 --> 00:30:35.847]  But here's why they're so enraged.
[00:30:35.888 --> 00:30:37.068]  Here's why they want to start a war.
[00:30:37.368 --> 00:30:44.530]  Here's why they want to trick Putin into responding in any way so they can get us into a major war with Russia at the behest of China.
[00:30:45.330 --> 00:30:47.871]  These globalists are out of control, ladies and gentlemen.
[00:30:47.891 --> 00:30:48.951]  We're all in grave danger.
[00:30:49.331 --> 00:31:00.974]  Here is the demented one, the stooge, the puppet, the pretender, the globalist frontman, the Qaikom agent, Joe Biden, on national TV, making incredible threats.
[00:31:03.217 --> 00:31:11.569]  Authorized operations during the election to denigrate you, support President Trump, undermine our elections, divide our society.
[00:31:12.050 --> 00:31:13.231]  What price must he pay?
[00:31:13.952 --> 00:31:14.854]  He will pay a price.
[00:31:14.874 --> 00:31:18.639]  We had a long talk, he and I. I know him relatively well.
[00:31:19.680 --> 00:31:23.242]  And the conversation started off, I said, I know you and you know me.
[00:31:24.062 --> 00:31:26.524]  If I establish this occurred, then be prepared.
[00:31:26.664 --> 00:31:28.144]  You said, you know, he doesn't have a soul.
[00:31:28.665 --> 00:31:29.545]  I did say that to him.
[00:31:29.585 --> 00:31:29.805]  Yes.
[00:31:30.286 --> 00:31:33.627]  And to end his response was, we understand one another.
[00:31:33.887 --> 00:31:34.928]  I wouldn't be in a wise guy.
[00:31:34.948 --> 00:31:36.589]  I was alone with him in his office.
[00:31:36.829 --> 00:31:37.789]  That's how it came about.
[00:31:37.829 --> 00:31:41.771]  It was when President Bush had said, I've looked in his eyes and saw a soul.
[00:31:43.072 --> 00:31:45.733]  I said, look through your eyes, and I don't think you have a soul.
[00:31:45.773 --> 00:31:47.553]  And he looked back at me and said, we understand each other.
[00:31:48.294 --> 00:31:56.856]  Look, the most important thing dealing with foreign leaders, in my experience, and I've dealt with an awful lot of them over my career, is just know the other guy.
[00:31:57.196 --> 00:31:58.317]  So you know Vladimir Putin.
[00:31:58.337 --> 00:31:59.137]  You think he's a killer?
[00:31:59.157 --> 00:32:00.217]  Mm-hmm.
[00:32:00.817 --> 00:32:01.097]  I do.
[00:32:01.318 --> 00:32:02.538]  So what price must he pay?
[00:32:03.018 --> 00:32:05.279]  The price he's going to pay, well, you'll see shortly.
[00:32:06.999 --> 00:32:11.801]  By the way, we ought to babble that old, that trite expression, walk and chew gum at the same time.
[00:32:12.361 --> 00:32:15.982]  There are places where it's in our mutual interest to work together.
[00:32:16.002 --> 00:32:18.442]  That's why I renewed the START agreement with him.
[00:32:19.363 --> 00:32:21.223]  That occurred while he's doing this.
[00:32:21.483 --> 00:32:26.585]  But that's overwhelming in the interest of humanity that we diminish the prospect of a nuclear exchange.
[00:32:27.265 --> 00:32:33.690]  This is the same guy that over and over again said he was going to take Trump behind a building and beat the hell out of him when he can hardly walk.
[00:32:34.410 --> 00:32:38.934]  So he's a corrupt, knuckle-dragging lawyer who sold his country out to the Communist Chinese.
[00:32:38.954 --> 00:32:40.435]  He has a horrible drug addict son.
[00:32:41.956 --> 00:32:43.597]  The whole family are a bunch of pedophiles.
[00:32:43.958 --> 00:32:49.662]  I mean, it's just, when I say whole family, I mean, there's photos of Hunter with the niece having sex.
[00:32:49.922 --> 00:32:50.603]  There's all of them.
[00:32:51.328 --> 00:32:52.209]  And they just don't care.
[00:32:52.789 --> 00:32:58.655]  And no one's ever punished them, and so now he's saying he's gonna punish Russia, and Russia will soon see!
[00:32:59.155 --> 00:33:00.056]  They're gonna pay!
[00:33:01.077 --> 00:33:01.397]  Man!
[00:33:02.658 --> 00:33:05.601]  Talk about threats, talk about evil, talk about America in deep trouble.
[00:33:05.982 --> 00:33:07.463]  We're under judgment, ladies and gentlemen.
[00:33:07.923 --> 00:33:16.451]  We should be more like Russia, and repent to God, and try to promote our families, try to promote organic food, not be worshiping a pedophile-in-chief known as Joe Biden.
[00:33:16.471 --> 00:33:17.012]  We'll be right back.
[00:33:18.942 --> 00:33:37.293]  If you read the Sumerian text, or the Egyptian hieroglyphs, or the Aztec hieroglyphs, or the ancient Dead Sea Scrolls, some of which are translations from 2,000 plus years ago, from things 4,000, 5,000 years old, it tells the same story.
[00:33:37.313 --> 00:33:42.536]  If you go to India, they have 6,000-year-old hieroglyphs.
[00:33:42.716 --> 00:33:48.099]  China, 6,000-year-old stone carvings that tell the same story.
[00:33:50.461 --> 00:33:55.303]  A story we'll talk about here in just one moment.
[00:33:57.484 --> 00:34:00.285]  But first, let's talk about keeping the broadcast on the air.
[00:34:00.385 --> 00:34:01.846]  I want to thank you all for your support.
