[00:00:10.320 --> 00:00:11.840]  Attention!
[00:23:45.204 --> 00:23:48.548]  We've had conversations about the energy.
[00:23:48.548 --> 00:23:50.591]  And so the enemy
[00:23:52.757 --> 00:23:53.618]  Let Trump get in.
[00:23:53.618 --> 00:23:55.659]  He did win by a landslide the first time and the second time.
[00:23:55.659 --> 00:24:15.832]  They let him get in to energize the left, and then have people reject controlled borders, reject law and order, reject populism, reject jobs, reject an optimistic future, and to say, no, we want an evil, pedophile, communist, Chinese zombie, and an evil prosecutor that was so vicious to black people, she's legendary.
[00:24:15.832 --> 00:24:18.154]  I mean, she would just literally go, you're black?
[00:24:18.154 --> 00:24:19.215]  I'm giving you triple the sentence.
[00:24:19.215 --> 00:24:19.875]  They would say, why?
[00:24:19.875 --> 00:24:21.436]  She said, I mean, she just,
[00:24:23.077 --> 00:24:24.297]  Adolf Hitler.
[00:24:24.297 --> 00:24:26.538]  So, the blacks know it.
[00:24:26.538 --> 00:24:28.518]  She has like a less than a half percent support rate with blacks.
[00:24:28.518 --> 00:24:29.999]  Like, why would the globals do that?
[00:24:29.999 --> 00:24:33.740]  It's about force-feeding, making you give up, making you not believe it.
[00:24:33.740 --> 00:24:36.541]  Like Pelosi's like, oh, people burn stuff, people do what they do.
[00:24:36.541 --> 00:24:37.701]  It's a good thing.
[00:24:37.701 --> 00:24:40.802]  And meanwhile, a few dozen people break a few things, they get killed.
[00:24:40.802 --> 00:24:44.022]  And the media's like, it was Pearl Harbor, the worst day ever.
[00:24:44.022 --> 00:24:45.883]  That's supposed to be oxymoronic.
[00:24:47.346 --> 00:24:50.809]  But yes, Trump buys into science, buys into the professionals.
[00:24:50.809 --> 00:24:52.130]  He doesn't get into the eugenics.
[00:24:52.130 --> 00:24:53.331]  He doesn't get it's on purpose.
[00:24:53.331 --> 00:24:58.456]  He projects his own decency on people.
[00:24:58.456 --> 00:24:59.476]  Trump just likes to have fun.
[00:24:59.476 --> 00:25:01.979]  He's got a lot of energy.
[00:25:01.979 --> 00:25:04.521]  But he projects his own decency on you.
[00:25:06.809 --> 00:25:07.909]  And me.
[00:25:07.909 --> 00:25:08.689]  And the globalists.
[00:25:08.689 --> 00:25:09.850]  And hey, it's well-founded.
[00:25:09.850 --> 00:25:11.270]  We project it on you.
[00:25:11.270 --> 00:25:14.331]  But it's not well-founded with the establishment.
[00:25:14.331 --> 00:25:15.511]  And so they put him in.
[00:25:15.511 --> 00:25:30.675]  They let him get in to charge up the left with hatred, with the 10 minutes of hate, to do anything, and to accept any level of tyranny, including celebrating killing Trump supporters, and putting us on a fly list, and taking our bank accounts away.
[00:25:30.675 --> 00:25:31.975]  Literal authoritarian blueprint.
[00:25:33.004 --> 00:25:37.908]  The signature blueprint, because they've turned their will over through that manipulation.
[00:25:37.908 --> 00:25:39.749]  Like tug of war with a dog.
[00:25:39.749 --> 00:25:45.513]  And the more you tug, you're bringing him towards a cliff, and the dog doesn't even recognize that you're going sideways while you're tugging.
[00:25:45.513 --> 00:25:47.394]  He's not looking, he goes off the cliff.
[00:25:47.394 --> 00:25:48.975]  They've got us right there.
[00:25:48.975 --> 00:25:55.320]  So, I should have done a better job reaching out to the left, and all these groups, and really talking directly to them.
[00:25:55.320 --> 00:25:57.962]  And it's for that potential I've had that the enemy fears doesn't want.
[00:25:59.025 --> 00:26:03.088]  And I should teach, and I should cover the globalists, the different angles of it, the philosophy.
[00:26:03.088 --> 00:26:05.109]  And like I said, break the left-right paradigm.
[00:26:05.109 --> 00:26:07.190]  Because the Republicans and Democrats are part of the same system.
[00:26:07.190 --> 00:26:08.571]  You see that again right now.
[00:26:08.571 --> 00:26:10.473]  Trump was a populist movement.
[00:26:10.473 --> 00:26:13.314]  It was powerful, but I put too much hope in it.
[00:26:13.314 --> 00:26:15.576]  You did as well.
[00:26:15.576 --> 00:26:25.542]  And then the Q thing is, again, a way to lead our movement with a lot of legitimate stuff and covering real topics that are there and doing a lot of good so people believe it when it gives you the orders.
[00:26:26.465 --> 00:26:29.906]  To carry out the violence, so then they can set us all up.
[00:26:29.906 --> 00:26:35.108]  So we just have to tell it like it is, and not try to win popularity contests.
[00:26:35.108 --> 00:26:36.228]  Seven days till Trump's gone.
[00:26:36.228 --> 00:26:38.449]  150-something hours.
[00:26:38.449 --> 00:26:42.571]  And Biden's going to hit the ground running with false flag terror attacks and more.
[00:26:42.571 --> 00:26:45.352]  We'll tell you what's coming next, according to the enemy blueprint.
[00:26:45.352 --> 00:26:48.593]  We could change the blueprint, though, if we expose it, and if we break.
[00:26:48.593 --> 00:26:50.193]  I'm Alex Jones.
[00:26:50.193 --> 00:26:51.494]  This is the InfoWar.
[00:26:55.362 --> 00:26:59.906]  I want to warn all patriots in the United States and across the world that are listening to my voice.
[00:26:59.906 --> 00:27:01.147]  I'm Alex Jones.
[00:27:01.147 --> 00:27:06.351]  I've been in this fight 27 years, and I've studied every angle of their operations.
[00:27:06.351 --> 00:27:09.974]  And I am here to tell you as clear as day.
[00:27:09.974 --> 00:27:22.845]  They have organizations on message boards and other groups posing as patriot leaders and posing as President Trump, anonymously telling you to have armed marches in all 50 states coming up on the 20th and before that.
[00:27:23.445 --> 00:27:25.046]  You are being set up.
[00:27:25.046 --> 00:27:26.607]  I was there in D.C.
[00:27:26.607 --> 00:27:33.390]  with a million peaceful people, and I watched Antifa and other leftist groups oppose our people and set us up.
[00:27:33.390 --> 00:27:40.374]  Thank God the patriots did not engage in the rioting, so only a few people did it, so the thing was a misfire.
[00:27:40.374 --> 00:27:41.754]  It was a dud.
[00:27:41.754 --> 00:27:50.179]  But the left is hungry to declare all Trump supporters terrorists, and they're planning terrorist attacks and mass shootings on the 20th to blame the American people.
[00:27:50.179 --> 00:27:51.919]  Do not be part of it.
[00:27:51.919 --> 00:27:52.900]  We are peaceful.
[00:27:53.180 --> 00:27:55.282]  We are not violent.
[00:27:55.282 --> 00:27:58.184]  It's back in stock.
[00:27:58.184 --> 00:27:59.665]  It's been sold out for over eight months.
[00:27:59.665 --> 00:28:02.768]  We couldn't get it because the lockdown pollen block is back in stock.
[00:28:02.768 --> 00:28:04.069]  Let me tell you real quick about it.
[00:28:04.069 --> 00:28:08.112]  With the power of quail egg concentrate, pollen block acts differently than traditional antihistamines.
[00:28:08.112 --> 00:28:14.178]  It was clinically studied to alleviate seasonal distress symptoms by helping to clear sinus passages and aiding respiratory function.
[00:28:14.178 --> 00:28:15.318]  It's amazing.
[00:28:15.318 --> 00:28:16.800]  Folks absolutely love it.
[00:28:16.800 --> 00:28:19.162]  And again, France has been shut down so we couldn't get it.
[00:28:19.722 --> 00:28:21.484]  Now, a limited supply is back in stock.
[00:28:21.484 --> 00:28:24.548]  25% off at InfoWareStore.com.
[00:28:24.548 --> 00:28:28.292]  Polyblock, again, is available in this one-minute ad.
[00:28:28.292 --> 00:28:37.103]  I don't have time to tell you all about it, but believe me, I have really wanted it back in because it works naturally, unlike some of the stuff that's over the counter that makes you all be speedy and
[00:28:37.483 --> 00:28:40.525]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[00:29:05.339 --> 00:29:10.080]  And that's why we made one of our most popular formulas to date.
[00:29:10.080 --> 00:29:12.421]  Super Male Vitality!
[00:29:12.421 --> 00:29:21.284]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[00:29:21.284 --> 00:29:32.127]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[00:29:32.427 --> 00:29:33.107]  Yes.
[00:29:33.107 --> 00:29:38.028]  We're talking about ancient wisdom combined with modern technology.
[00:29:38.028 --> 00:29:44.830]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[00:29:44.830 --> 00:29:45.990]  So what are you waiting for?
[00:29:45.990 --> 00:29:47.851]  Go to the InfoWars store.
[00:29:47.851 --> 00:29:50.671]  Never been a better time than right now.
[00:29:50.671 --> 00:29:58.253]  Super Male Vitality at InfoWarsStore.com.
[00:29:58.253 --> 00:30:00.934]  You're listening to the Alex Jones Show.
[00:30:14.244 --> 00:30:19.705]  It's Wednesday, January 13th.
[00:30:19.705 --> 00:30:22.446]  The year is 2021.
[00:30:22.446 --> 00:30:28.987]  Seven days until... The man that had it all together.
[00:30:28.987 --> 00:30:30.727]  Trust the plan.
[00:30:30.727 --> 00:30:32.588]  He was invincible.
[00:30:32.588 --> 00:30:33.608]  Gitmo was full of Hillary.
[00:30:35.247 --> 00:30:38.130]  We're already there.
[00:30:38.130 --> 00:30:41.454]  Everybody was already locked up.
[00:30:41.454 --> 00:30:43.716]  Tom Hanks was there.
[00:30:43.716 --> 00:30:46.640]  I told you none of it was true.
[00:30:46.640 --> 00:30:50.164]  I told you it was globalist-run PSYOP.
[00:30:50.164 --> 00:30:52.166]  And I know all about it.
[00:30:52.166 --> 00:30:55.570]  And I know who started it, and I know who it got taken away from, and the different groups.
[00:30:58.619 --> 00:31:01.502]  Don't listen to somebody that actually is named Alexander Jones.
[00:31:01.502 --> 00:31:02.823]  It's actually been on air 27 years.
[00:31:02.823 --> 00:31:05.885]  It's actually steered you true over and over again.
[00:31:05.885 --> 00:31:08.908]  Stick your hand randomly into an 8-chan rat hole and get it chewed off.
[00:31:08.908 --> 00:31:11.970]  See how it feels.
[00:31:11.970 --> 00:31:18.195]  Because just like folks that invest in a Nigerian email scam, most people just keep investing and never admit they were scammed.
[00:31:18.195 --> 00:31:19.016]  And I can't help you then.
[00:31:24.073 --> 00:31:29.397]  People are like, oh, but Q exposed all these good things, and, like, Q exposed the pedophilia.
[00:31:29.397 --> 00:31:30.117]  Oh, Q did.
[00:31:30.117 --> 00:31:31.578]  Oh, two and a half years ago.
[00:31:31.578 --> 00:31:32.979]  Glad they came around.
[00:31:32.979 --> 00:31:36.361]  Took credit for all this stuff, and that's not what I care about.
[00:31:36.361 --> 00:31:40.064]  But it's like, it's like a mouse that says, well, that's a pretty nice piece of cheese right there.
[00:31:40.064 --> 00:31:43.246]  And one mouse is named Bob, the other mouse is named Bill.
[00:31:43.246 --> 00:31:45.407]  And Bob goes, that's a big old piece of cheddar cheese.
[00:31:45.407 --> 00:31:46.068]  It smells good.
[00:31:48.291 --> 00:31:51.654]  He goes, hey Bob, Bill says, Bob, that's a mouse trap.
[00:31:51.654 --> 00:31:55.117]  I saw my brother killed by one of those a few months ago.
[00:31:55.117 --> 00:31:59.080]  Had a big old piece of peanut butter on it, spelled even better.
[00:31:59.080 --> 00:32:01.322]  And luckily he went first.
[00:32:01.322 --> 00:32:03.083]  I'm sad he's dead, but he, I was going to get it too.
[00:32:03.083 --> 00:32:03.784]  I didn't know what it was.
[00:32:03.784 --> 00:32:05.005]  I just thought it was some peanut butter.
[00:32:05.005 --> 00:32:06.106]  That thing will snap you.
[00:32:06.106 --> 00:32:07.287]  It's like a metal trap.
[00:32:07.287 --> 00:32:07.947]  It'll, it'll bite you.
[00:32:07.947 --> 00:32:09.368]  It's like a metal jaw.
[00:32:09.368 --> 00:32:12.030]  You don't want to go.
[00:32:12.030 --> 00:32:14.412]  And Bob looks at Bill and he goes, Bill,
[00:32:16.408 --> 00:32:17.709]  There's no such thing.
[00:32:17.709 --> 00:32:21.291]  You just want the cheese.
[00:32:21.291 --> 00:32:24.092]  So the mouse starts walking over towards it.
[00:32:24.092 --> 00:32:28.075]  And Bill says to Bob, please, you're my cousin.
[00:32:28.075 --> 00:32:30.556]  There's plenty of grain outside.
[00:32:30.556 --> 00:32:31.597]  There's a pond over there.
[00:32:31.597 --> 00:32:32.677]  We can find some food.
[00:32:32.677 --> 00:32:36.920]  We get that garbage thing at the back of the place.
[00:32:36.920 --> 00:32:39.401]  Trust me, I promise you.
[00:32:39.401 --> 00:32:41.723]  I'll go find you some cheese and bring it to you, please.
[00:32:42.679 --> 00:32:45.240]  And Bob looks at Bill and says, shut up.
[00:32:45.240 --> 00:32:49.162]  Pushes him aside and just goes right over and goes, snap!
[00:32:49.162 --> 00:32:53.945]  Breaks the net.
[00:32:53.945 --> 00:32:57.347]  And then the next week, another trap gets put out.
[00:32:57.347 --> 00:33:00.128]  And Bill's out there again, this time going, do not get near it!
[00:33:00.128 --> 00:33:04.310]  People say, oh, you just don't want us to have the cheese.
