[00:00:00.289 --> 00:00:01.812]  I don't think so.
[00:24:32.946 --> 00:24:39.232]  Just like it's a fact that the Pfizer shot and the Moderna shot give you cancer, cause heart attacks, destroy your immune system, don't protect you.
[00:24:40.564 --> 00:24:43.326]  And give you ADS, and that's even more in the news today.
[00:24:43.326 --> 00:24:44.267]  But that's okay.
[00:24:44.267 --> 00:24:46.348]  Pfizer asked the U.S.
[00:24:46.348 --> 00:24:56.475]  to allow COVID shots for kids ages 5 to 11, even though the only children that have died less than 50 had heart attacks, cancer, three or four comorbidities, and didn't die of COVID.
[00:24:56.475 --> 00:24:58.517]  Doesn't matter though.
[00:24:58.517 --> 00:24:59.197]  Doesn't matter.
[00:24:59.197 --> 00:25:04.281]  Europe just banned these vaccines for under 30s because they were killing so many people.
[00:25:04.281 --> 00:25:08.924]  But don't worry, they're gonna double down and say, oh no, pregnant women need it.
[00:25:12.523 --> 00:25:14.904]  Because they're mad scientists, you see.
[00:25:14.904 --> 00:25:16.644]  Oh, but Alex Jones, he's the bad guy.
[00:25:16.644 --> 00:25:21.485]  He didn't lie about WMDs like the New York Times did on purpose.
[00:25:21.485 --> 00:25:24.286]  Or the Office of Special Plans.
[00:25:24.286 --> 00:25:28.307]  No, no, Alex Jones just questioned, you know, big public events because so many are staged.
[00:25:28.307 --> 00:25:36.310]  In fact, there's so many staged hate attacks now, I can't even keep track of them anymore.
[00:25:36.310 --> 00:25:37.510]  And then you learn about old ones.
[00:25:38.902 --> 00:25:43.626]  Like the baby from Roe v. Wade that was never aborted, didn't die, it was all fake, it was all a lie.
[00:25:43.626 --> 00:25:46.848]  The woman's 50 years old now.
[00:25:46.848 --> 00:25:51.812]  They tried to abort her in 1970.
[00:25:51.812 --> 00:25:55.935]  The media told us that she was aborted, but she wasn't aborted by her mother.
[00:25:55.935 --> 00:26:00.919]  It was all a lie!
[00:26:00.919 --> 00:26:03.661]  But, oh, you shouldn't question big events.
[00:26:03.661 --> 00:26:08.565]  See, the reason they stage big events is they want to be able to control it and make sure nothing leaks or ever gets out.
[00:26:10.046 --> 00:26:14.069]  And so they didn't want to use a real woman that had gone out and got an illegal abortion.
[00:26:14.069 --> 00:26:18.332]  They went and found one and just made the whole thing up because they love their father the devil.
[00:26:18.332 --> 00:26:25.357]  They'll lie when telling the truth would serve them better because it's of their nature.
[00:26:25.357 --> 00:26:27.318]  Remember, what did I say hundreds of times here?
[00:26:27.318 --> 00:26:29.600]  I said immortal cell lines.
[00:26:29.600 --> 00:26:32.302]  All the major vaccines are basically grown on immortal cell lines.
[00:26:33.558 --> 00:26:44.136]  They may grow them on eggs at the end of the day, but the original new batches are made in the immortal cell line of an aborted boy who was eight and a half months old and his mother in 1966.
[00:26:46.215 --> 00:26:57.668]  And they found that his cells, because they've tested millions of people's cells, dead people, babies they've killed and others, most people's cells won't keep dividing and won't grow in any type of medium.
[00:26:57.668 --> 00:27:01.112]  And so they've got two major cell lines they like to use best.
[00:27:01.112 --> 00:27:03.434]  It's a dead black woman from 1951 and a dead white boy from 1966.
[00:27:06.858 --> 00:27:08.879]  And they keep growing their cells.
[00:27:08.879 --> 00:27:16.882]  Like I've seen some estimations that Henrietta Lacks, they've probably grown the equivalent of 20 million of her.
[00:27:16.882 --> 00:27:19.384]  They don't grow up her whole body, they just clone her cells.
[00:27:19.384 --> 00:27:21.024]  This lady don't die.
[00:27:21.024 --> 00:27:25.306]  She'll grow on a tabletop in sunlight, her cells will.
[00:27:25.306 --> 00:27:26.707]  They're magic.
[00:27:26.707 --> 00:27:28.227]  They're the best.
[00:27:28.227 --> 00:27:29.308]  The tumor ate her in a week.
[00:27:32.585 --> 00:27:38.587]  They came in and saw her, decided not to operate on her, just because, you know, they were shooting blacks up with syphilis back then, those mad scientists, the ones that trained Fauci.
[00:27:38.587 --> 00:27:39.907]  It's the same people.
[00:27:39.907 --> 00:27:42.528]  They just pass on the club.
[00:27:42.528 --> 00:27:46.909]  And, uh, she came in, had that tumor, and they said, you just come back and see us in a couple weeks.
[00:27:46.909 --> 00:27:47.689]  She was dead.
[00:27:47.689 --> 00:27:52.271]  That tumor ate large portions of her body, and they said, let's take her away and check her.
[00:27:52.271 --> 00:27:56.392]  We've never seen cancer grow like this.
[00:27:56.392 --> 00:28:00.553]  See that movie, The Blob, where it just grabs you and eats you right away, absorbs you, it's basically like that, but in slow motion.
[00:28:01.638 --> 00:28:07.003]  And so I don't want to put Henrietta Lacks, the dead black lady, or the dead white kid in me.
[00:28:07.003 --> 00:28:08.905]  We don't know that young boy's name.
[00:28:08.905 --> 00:28:12.208]  They just tell us it's a white Caucasian.
[00:28:12.208 --> 00:28:15.370]  Six pounds, when aborted.
[00:28:15.370 --> 00:28:17.452]  Six pounds, one ounce.
[00:28:17.452 --> 00:28:18.053]  You look it all up.
[00:28:18.851 --> 00:28:20.752]  They're real proud of him too.
[00:28:20.752 --> 00:28:23.854]  He just keeps growing, keeps giving them what they need.
[00:28:23.854 --> 00:28:25.375]  And then now they've got Pfizer.
[00:28:25.375 --> 00:28:26.936]  People saying, yeah, they told us cover it up.
[00:28:26.936 --> 00:28:37.121]  Even though it's in the documents that it's a gene line, it's a cell line, an immortal cell line of Henrietta Lacks and that dead white boy.
[00:28:37.121 --> 00:28:38.502]  Bad scientists won't play God.
[00:28:38.502 --> 00:28:40.043]  They are on you now.
[00:28:40.043 --> 00:28:41.024]  They're growing clones.
[00:28:41.024 --> 00:28:42.284]  They're splicing humans and animals.
[00:28:42.284 --> 00:28:43.125]  They're doing it all.
[00:28:44.548 --> 00:28:45.549]  And they want you out of their way.
[00:28:45.549 --> 00:28:49.152]  What did Fauci and the head of the HHS and the rest of them say in that video from 2019?
[00:28:49.152 --> 00:28:53.315]  They said, we need a big deadly virus out of China to get released.
[00:28:53.315 --> 00:28:57.318]  We can stampede everybody and do whatever we want and just totally take over.
[00:28:57.318 --> 00:29:01.801]  Hey everybody, confused about staying healthy in a crazy COVID culture?
[00:29:01.801 --> 00:29:02.562]  Me too.
[00:29:02.562 --> 00:29:09.688]  But listen, after all the research, all the conflicting studies, after all the squabbling, there's one thing almost everyone agrees on.
[00:29:09.688 --> 00:29:13.671]  It's that immune system health can literally be the difference between life and death.
[00:29:14.051 --> 00:29:15.953]  You probably already believe that.
[00:29:15.953 --> 00:29:16.974]  I certainly do.
[00:29:16.974 --> 00:29:17.915]  So here's the thing.
[00:29:17.915 --> 00:29:26.805]  I wanted to get past the craziness and find out which plant-based substances actually have studies that demonstrate some efficacy in immune support.
[00:29:26.805 --> 00:29:32.252]  Now, you'll have to sign a waiver, but you can check out what I've discovered at StrongerDefense.com.
[00:29:32.252 --> 00:29:33.313]  No cures or treatments there.
[00:29:33.593 --> 00:29:42.801]  Instead, little known but shocking immune system research and a breakthrough immune support product based on that research called Immune 10X.
[00:29:42.801 --> 00:29:43.722]  And the best part?
[00:29:43.722 --> 00:29:50.447]  You can go to the Stronger Defense website right now and claim your own supply of Immune 10X without paying anything today.
[00:29:50.447 --> 00:29:51.268]  Crazy, right?
[00:29:51.268 --> 00:29:55.251]  Learn more about this unusual limited time offer at StrongerDefense.com.
[00:29:55.251 --> 00:29:56.733]  That's StrongerDefense.com.
[00:29:58.530 --> 00:30:00.171]  I got some good news.
[00:30:00.171 --> 00:30:06.394]  All the items in front of me are back in stock and are 40 to 50% off at InfoWareStore.com.
[00:30:06.394 --> 00:30:09.715]  The bad news is a lot of them are about to sell out.
[00:30:09.715 --> 00:30:13.357]  So this sale is only going from one week starting on September 29th.
[00:30:13.357 --> 00:30:15.378]  And in the case of green fiber capsules,
[00:30:16.298 --> 00:30:17.879]  These will be sold out in just a couple days.
[00:30:17.879 --> 00:30:19.820]  50% off.
[00:30:19.820 --> 00:30:21.481]  We have knockout sleep aid.
[00:30:21.481 --> 00:30:22.081]  50% off.
[00:30:22.081 --> 00:30:23.281]  Sold out for months.
[00:30:23.281 --> 00:30:24.242]  Very popular.
[00:30:24.242 --> 00:30:25.843]  Twice as strong as knockout.
[00:30:25.843 --> 00:30:27.283]  Probably too strong for some people.
[00:30:27.283 --> 00:30:28.744]  Totally different formula.
[00:30:28.744 --> 00:30:29.965]  Down and out is back in stock.
[00:30:29.965 --> 00:30:31.025]  50% off.
[00:30:31.025 --> 00:30:33.586]  We've extended the sale on winter sun and ultra.
[00:30:33.586 --> 00:30:33.686]  12% off.
[00:30:34.987 --> 00:30:38.509]  And also on Deep Earth Crystal Iodine, Survival Skill X2.
[00:30:38.509 --> 00:30:42.012]  It's all 40 to 50% off for one week only.
[00:30:42.012 --> 00:30:43.773]  Take advantage of it and fund the InfoWar.
[00:30:43.773 --> 00:30:45.194]  And I thank you all for your support.
[00:30:45.194 --> 00:30:50.157]  InfoWarStore.com or 888-253-3139.
[00:30:50.157 --> 00:30:51.458]  It's a win-win.
[00:30:51.458 --> 00:30:55.681]  These are things that make you healthy, make your life better, and they fund the InfoWar.
[00:30:55.681 --> 00:30:58.203]  Again, only way we lose is if you don't take action right now.
[00:30:58.763 --> 00:31:04.167]  Could you imagine a year ago walking into a bank with your face covered?
[00:31:04.167 --> 00:31:06.228]  Could you imagine even going into the grocery store?
[00:31:06.228 --> 00:31:07.949]  Do you think they would let you in?
[00:31:07.949 --> 00:31:12.572]  Do you think they would be following you in the aisles to make sure that you weren't going to be shoplifting?
[00:31:12.572 --> 00:31:20.878]  Could you imagine going up to a gas station and going inside the little mini mart to pay for your gas with a bandana on?
[00:31:20.878 --> 00:31:22.499]  How far do you think that would get you?
[00:31:22.499 --> 00:31:27.082]  Could you imagine as a teacher showing up to school with a shield that looks like a space
[00:31:27.862 --> 00:31:28.782]  Alien?
[00:31:28.782 --> 00:31:35.886]  Those things are offensive to us because it interferes with normal human interaction.
[00:31:35.886 --> 00:31:39.567]  The globalists are running a psychological warfare operation on humanity.
[00:31:39.567 --> 00:31:42.329]  Only waking up to the Great Reset and its tyranny will save us.
[00:31:43.109 --> 00:31:45.411]  And the mask is the sign of slavery.
[00:31:45.411 --> 00:31:51.395]  We must inform the public that it's a fraud, and that it's dangerous, and that it causes major medical issues, and it's dehumanizing.
[00:31:51.395 --> 00:31:52.976]  And the film Covidland does that.
[00:31:52.976 --> 00:31:58.620]  Secure your copy now at covidland.com and get a free copy of Endgame with your purchase.
[00:31:58.620 --> 00:32:02.663]  In late August, InfoWars saw an explosion of orders.
[00:32:03.243 --> 00:32:14.846]  Because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:32:14.846 --> 00:32:18.506]  Now, ladies and gentlemen, storable food has always been something that's important to have.
[00:32:18.506 --> 00:32:25.208]  It's a checkbox that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[00:32:25.828 --> 00:32:29.911]  But now more than ever, you need to get your storable food orders in now.
[00:32:29.911 --> 00:32:32.653]  We're ready to ship to you within 24 hours of your order.
[00:32:32.653 --> 00:32:33.474]  It's high quality.
[00:32:33.474 --> 00:32:36.676]  It's very, very low cost at InfoWarStore.com.
[00:32:36.676 --> 00:32:44.061]  Because in the future, you're going to see more food supply shortages and you're going to see food supply price increases that are already taking place.
[00:32:44.061 --> 00:32:50.206]  So lock in your storable food now at a lower price and fund the InfoWar at InfoWarStore.com.
[00:32:50.206 --> 00:32:54.709]  That's how you fight the Great Reset, is by being self-sufficient and not under their control.
[00:32:54.969 --> 00:33:01.530]  So get prepared now at m4warstore.com!
[00:33:01.530 --> 00:33:14.973]  You're listening to the Alex Jones Show!
[00:33:14.973 --> 00:33:21.474]  So if we stop valuing old people and unborn babies and our handicapped folks,
