[00:00:12.645 --> 00:00:15.666]  Jesse Peters is right.
[01:42:19.838 --> 01:42:20.779]  I was fixing the problem.
[01:42:20.779 --> 01:42:24.441]  While we're so concentrated on this, what else is going on?
[01:42:24.441 --> 01:42:26.683]  I can't prove this, but what else is going on?
[01:42:26.683 --> 01:42:32.708]  They're putting the 5G in, they're collapsing the borders, they're destroying the dollar, they're getting ready for the cyber attack.
[01:42:32.708 --> 01:42:34.049]  Yeah, activating this.
[01:42:34.049 --> 01:42:47.479]  And I've heard, you know, a friend of mine who's a researcher was sent some video from China that claimed that the Chinese, it's a leak apparently, I've got it on my telegram, she's got it on hers, Lin Fen.
[01:42:49.112 --> 01:42:55.216]  It's Chinese talking about how their goal is to vaccinate all our military, and then they've won.
[01:42:55.216 --> 01:42:55.756]  No, that's right.
[01:42:55.756 --> 01:42:57.037]  We'll talk about that when we come back.
[01:42:57.037 --> 01:42:58.598]  Stay with us.
[01:42:58.598 --> 01:43:04.442]  Rarely in life you come upon something that is an absolute 360 win.
[01:43:04.442 --> 01:43:14.749]  And this is a 360 win situation for everybody that loves liberty, that loves health, that loves being informed, and loves being free.
[01:43:15.649 --> 01:43:34.674]  Ladies and gentlemen, when you buy amazing, high-quality supplements at infowarestore.com, or you get books, or films, or water filtration, or air filtration, all of that makes you healthier, all of that makes you wiser, and your purchase keeps InfoWars on the air at a time when it's so critical and the world is finally waking up.
[01:43:35.194 --> 01:43:39.917]  Help supercharge the Great Awakening even more into the year 2022.
[01:43:39.917 --> 01:43:51.425]  Please make the resolution to get Vitamin Mineral Fusion, DNA Force Plus, Ultimate Bone Broth, our great Vitamin D3 product, Winter Sun and others, at up to 60% off at infowarestore.com.
[01:43:51.425 --> 01:43:52.967]  It is a 360 win.
[01:43:52.967 --> 01:43:55.308]  The only way to fail is if you don't take action.
[01:43:55.308 --> 01:43:57.650]  Please visit infowarestore.com now.
[01:43:58.098 --> 01:44:02.422]  All of the experts agree that getting proper sleep is the cornerstone of good health.
[01:44:02.422 --> 01:44:13.030]  It has been proven that a poor sleep schedule is linked with numerous health problems including weight gain, memory issues, mood changes, poor concentration, and even a weakened immune system.
[01:44:13.030 --> 01:44:19.235]  Introducing RocketRest, the new product from our Dr. Jones Naturals line at InfoWarsStore.com.
[01:44:19.235 --> 01:44:27.322]  The new RocketRest formula is loaded with the best natural ingredients to help not only improve your quality of sleep, but help you wake up feeling refreshed.
[01:44:27.762 --> 01:44:37.452]  Many competitors' sleep formulas focus only on getting you to sleep, but Rocket Rest was specifically formulated to help you feel rested and ready to take on the next day.
[01:44:37.452 --> 01:44:45.480]  It uses a unique, quick-release capsule system to ensure fast delivery of deep sleep support ingredients like melatonin and magnesium.
[01:44:45.720 --> 01:44:49.764]  I've been fighting as hard as I can for almost 28 years against the globalists.
[01:44:49.764 --> 01:44:51.025]  I wanted to stop their agenda.
[01:44:51.025 --> 01:44:54.968]  I wanted to wake up the world and stop them dead in their tracks before they went operational.
[01:44:54.968 --> 01:44:55.448]  But we failed.
[01:44:55.448 --> 01:44:56.629]  Yes, a lot of people are awake.
[01:45:13.243 --> 01:45:21.109]  Yes, we're not getting caught flat-footed, but they are going ahead with their full operational de-industrialization Great Reset.
[01:45:21.109 --> 01:45:30.035]  And that's why it's more important than ever that all viewers and all listeners tell everybody they know about the show, because people are ready to wake up and ready to hear the truth.
[01:45:30.035 --> 01:45:35.239]  So we've got to information warfare the enemy and try to stop their agenda, but we've also got to get personally prepared.
[01:45:35.239 --> 01:45:38.141]  And one of the number one things to do is high-quality, storable food.
[01:45:38.141 --> 01:45:40.963]  We've got the best food ready to ship at very affordable prices.
[01:45:41.603 --> 01:45:42.484]  We're good to go.
[01:45:58.015 --> 01:46:00.657]  UN-run contact tracers aren't coming.
[01:46:00.657 --> 01:46:01.557]  They're here.
[01:46:01.557 --> 01:46:05.879]  All over the world, from Australia to the United States, from Canada to Germany.
[01:46:05.879 --> 01:46:16.285]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[01:46:16.285 --> 01:46:24.490]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[01:46:24.850 --> 01:46:26.652]  This is nothing less than martial law.
[01:46:26.652 --> 01:46:34.461]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[01:46:34.461 --> 01:46:37.825]  government military grade, at InfoWarsTore.com.
[01:46:37.825 --> 01:46:43.611]  We have the entire line of Silent Pocket ready to ship to you when you visit InfoWarsTore.com.
[01:46:43.611 --> 01:46:45.013]  Again, we have big backpacks,
[01:46:45.333 --> 01:46:46.874]  We have special dry bags.
[01:46:46.874 --> 01:46:48.156]  We've got them for cell phones.
[01:46:48.156 --> 01:46:49.797]  We've got them for laptops.
[01:46:49.797 --> 01:46:50.738]  We've got them for iPads.
[01:46:50.738 --> 01:46:53.340]  It's all there at InfoWarStore.com.
[01:46:53.340 --> 01:47:00.586]  So protect your privacy today and support the InfoWar at InfoWarStore.com.
[01:47:00.586 --> 01:47:06.492]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:47:20.311 --> 01:47:26.392]  Dr. Lee Merritt's our guest, and I've got to do a commercial-free podcast soon with her so she can really roll and go through all this.
[01:47:26.392 --> 01:47:31.613]  You know, I got Dr. Peter McCullough on Joe Rogan, and they're saying that's going to be his biggest interview yet.
[01:47:31.613 --> 01:47:36.474]  It may even break records that I set and that Elon Musk set to be the number one podcast he's ever done.
[01:47:36.474 --> 01:47:42.456]  It's over 20 million people just on one platform so far, 40 million total as of last night.
[01:47:42.456 --> 01:47:46.957]  So that's very exciting news, and Joe Rogan kept asking him, why are they doing this?
[01:47:46.957 --> 01:47:48.457]  And Dr. McCullough doesn't want to
[01:47:48.837 --> 01:47:49.837]  Go that extra mile.
[01:47:49.837 --> 01:47:50.117]  I get it.
[01:47:50.117 --> 01:47:50.757]  He's a doctor.
[01:47:50.757 --> 01:47:52.618]  He's been an FDA scientist.
[01:47:52.618 --> 01:47:56.119]  He doesn't want to speculate, but this is political at the end of the day.
[01:47:56.119 --> 01:47:57.679]  It's about a takeover.
[01:47:57.679 --> 01:47:59.780]  It's about depopulation.
[01:47:59.780 --> 01:48:03.741]  So, Dr. Lee Merritt, I want to thank you so much for being here with us today.
[01:48:03.741 --> 01:48:05.641]  I've got a few more questions for you.
[01:48:05.641 --> 01:48:10.002]  And again, please come back on a commercial-free show because an hour is then uninterrupted.
[01:48:10.002 --> 01:48:13.443]  But what else do you want to impart to the listeners and viewers of this show?
[01:48:15.618 --> 01:48:24.305]  Well, you know, J. Edgar Hoover one time said that the individual's handicapped by coming face-to-face with a conspiracy so monstrous that he cannot believe it exists.
[01:48:24.305 --> 01:48:29.630]  That's part of what's happening here, the biggest lie we've ever been involved with.
[01:48:29.630 --> 01:48:34.333]  And it's engendering fear, and fear is, that's what's going to take us down.
[01:48:35.334 --> 01:48:39.339]  I think there are really four things we need to do to get out of this.
[01:48:39.339 --> 01:48:47.329]  The first thing is people need to turn off their TV and movies because it's used for predictive programming and outright propaganda.
[01:48:47.329 --> 01:48:47.849]  It really is.
[01:48:47.849 --> 01:48:53.496]  I mean, you cannot look at the numbers scientifically and then look at what they're telling you and make any sense of it.
[01:48:55.103 --> 01:49:01.407]  And everybody needs to get into this fight now, because first of all, purpose in life is a great antidote to fear.
[01:49:01.407 --> 01:49:09.732]  But next, the second point is, is that when 5G is fully implemented, if that really is the point, it's a directive energy weapon.
[01:49:09.732 --> 01:49:11.453]  That's what it was designed for.
[01:49:11.453 --> 01:49:13.354]  And we're going to have to take this on.
[01:49:13.354 --> 01:49:18.477]  We can't just sit by because it will come into our homes.
[01:49:18.477 --> 01:49:20.638]  And by the way, we found a bunch of CIA documents.
[01:49:20.638 --> 01:49:22.279]  We covered my reset wars piece.
[01:49:22.859 --> 01:49:27.447]  Where they were admitting decades ago they were going to put up towers for mind control to control the populace.
[01:49:27.447 --> 01:49:32.576]  Of course, that's the logical extension of control freak bureaucrats and mad scientists given unlimited power.
[01:49:34.409 --> 01:49:42.798]  Yeah, I mean, you know, 5G was used for a directive energy weapon and it was a denial of access weapon in places like Iraq.
[01:49:42.798 --> 01:49:49.545]  You turn on 5G, you turn up enough power, you hit the right frequency, and it resonates with everybody's hair follicles.
[01:49:49.545 --> 01:49:52.267]  So it makes you feel like you're completely on fire.
[01:49:52.267 --> 01:49:53.228]  Oh, that's the next thing.
[01:49:53.228 --> 01:49:56.652]  Everybody's talking about their hair falling out in the 5G areas.
[01:49:58.143 --> 01:50:00.844]  Yeah, I don't know what to make of that.
[01:50:00.844 --> 01:50:02.065]  That's been a problem.
[01:50:02.065 --> 01:50:07.067]  I think what happens is it can be from being just from being sick can do it.
[01:50:07.067 --> 01:50:10.068]  But I agree with you that there's a lot of suspicious things.
[01:50:10.068 --> 01:50:13.210]  Another one, pink urine, believe it or not.
[01:50:13.210 --> 01:50:19.753]  That's one of the things it turns out people that are more sensitive to electrical magnetic frequency toxicity
[01:50:20.453 --> 01:50:25.494]  They have a defect in their porphyrin manufacturing, what makes hemoglobin.
[01:50:25.494 --> 01:50:30.236]  And one of the ways it shows up is you have pink urine sometimes.
[01:50:30.236 --> 01:50:41.979]  And by the way, shows like Better Call Saul and the rest of it make fun of people that talk about this, but you can type in cell phone towers or 5G cancer and get prestigious reports going back decades.
[01:50:41.979 --> 01:50:44.220]  What we're talking about is not debatable.
[01:50:44.220 --> 01:50:47.840]  The fact is what is in your cell phone is the same thing in a microwave oven.
[01:50:47.840 --> 01:50:49.581]  The difference is a microwave oven is shielded.
[01:50:51.207 --> 01:50:52.768]  Right, and it's not completely shielded.
[01:50:52.768 --> 01:50:53.268]  You're right.
[01:50:53.268 --> 01:50:56.589]  That's why they tell you to be careful when you've got pacemakers.
[01:50:56.589 --> 01:50:58.089]  And what are they telling you with the new iPhone?
[01:50:58.089 --> 01:51:01.630]  Be careful if you don't buy one if you have a new pacemaker.
[01:51:01.630 --> 01:51:08.913]  Yeah, neurosurgeons know about this and they, the same, you know who controls you when you know whom you cannot criticize.
[01:51:08.913 --> 01:51:16.775]  And the telecommunications industry has the same indemnity from lawsuit that the vaccine industry does.
[01:51:16.775 --> 01:51:19.216]  And anybody, and that's the point, every time
[01:51:19.956 --> 01:51:23.017]  You know, I've been in medicine for 45 years.
[01:51:23.017 --> 01:51:28.318]  I've actually been instrumental in taking a drug off the market that was not a good drug.
[01:51:28.318 --> 01:51:34.139]  And when Vioxx came out, after three weeks, I recognized it wasn't a good drug.
[01:51:34.139 --> 01:51:36.540]  It took the FDA three years to take it off.
[01:51:36.540 --> 01:51:44.881]  But when I started speaking against Vioxx, nobody said, oh, that's one of those crazy COX-2 inhibitor, you know, non blah, blah, blah.
[01:51:44.881 --> 01:51:48.142]  No, but you don't like one vaccine and suddenly you're an anti-vaxxer.
[01:51:49.287 --> 01:51:52.049]  And, you know, you're a tinfoil hat if you speak against 5G.
[01:51:52.049 --> 01:51:55.150]  I think that we see a pattern here.
[01:51:55.150 --> 01:51:56.691]  The answer is not to argue the science.
[01:51:56.691 --> 01:52:00.113]  The answer is to demonize the people speaking out.
[01:52:00.113 --> 01:52:09.137]  And this one, everybody better wake up to, because it's not by accident that this is happening altogether, I think.
[01:52:09.137 --> 01:52:10.398]  It should tell you something.
[01:52:10.398 --> 01:52:15.981]  I think it's in Haifa, Israel, that the, wherever Technion is, I think it's Haifa, but they've
[01:52:17.370 --> 01:52:19.995]  Gotten the Wi-Fi out of their schools, why did they do that?
[01:52:19.995 --> 01:52:29.294]  Because they realized, just what you were showing on that graph, that children's body mass makes them more susceptible to damage from Wi-Fi.
[01:52:30.331 --> 01:52:32.373]  And so they hardwired their schools.
[01:52:32.373 --> 01:52:36.617]  I read that and I went home and told my husband we had a hardwire house.
[01:52:36.617 --> 01:52:38.719]  You know, I had my house totally hardwired.
[01:52:38.719 --> 01:52:43.083]  And then, you know, you catch family members hiding wireless transmitters doing it.
[01:52:43.083 --> 01:52:43.664]  Absolutely.
[01:52:43.664 --> 01:52:44.745]  I mean, we have the answer.
[01:52:44.745 --> 01:52:47.067]  It's called wiring things like in a gun.
[01:52:47.067 --> 01:52:48.008]  A gun has a tube.
[01:52:48.008 --> 01:52:49.429]  You fire it one place.
[01:52:49.429 --> 01:52:51.771]  You don't have it where it explodes in all directions.
[01:52:51.771 --> 01:52:54.674]  We need directed energy, not directed energy at us.
[01:52:56.423 --> 01:52:57.023]  Right.
[01:52:57.023 --> 01:53:01.325]  And I hope my husband who's an IT guy is listening to this because I had the same issue.
[01:53:01.325 --> 01:53:02.506]  Family members hide these.
[01:53:02.506 --> 01:53:04.087]  And I went around.
[01:53:04.087 --> 01:53:07.608]  Unfortunately, the 5G, you cannot test with meters at this point.
[01:53:07.608 --> 01:53:11.210]  But you can test the lesser cellular frequencies.
[01:53:11.210 --> 01:53:18.153]  And it turned out that, you know, when you go around, I kept saying, there's got to be something under my chair or where my office is.
[01:53:18.153 --> 01:53:21.335]  And I found it was a router that we had stashed.
[01:53:21.335 --> 01:53:24.896]  Oh, listen, when my ex-wife was divorcing me, I had to live in a condo for a while.
[01:53:24.896 --> 01:53:25.917]  It was this big high-rise.
[01:53:26.657 --> 01:53:28.758]  And I'm not a person that's paranoid.
[01:53:28.758 --> 01:53:30.779]  I'm not a person that has trouble sleeping.
[01:53:30.779 --> 01:53:33.280]  And I couldn't sleep in this room.
[01:53:33.280 --> 01:53:34.740]  So when I slept in another room, I could.
[01:53:34.740 --> 01:53:35.580]  I've always slept good.
[01:53:35.580 --> 01:53:39.622]  And I finally realized there was a giant wireless router in the closet right behind the bed.
[01:53:39.622 --> 01:53:43.503]  Turned that sucker off, had them hardwired, slept great for the two years I lived there.
[01:53:43.503 --> 01:53:47.165]  But I mean, if something's messing my sleep up, I know something's going on.
[01:53:47.165 --> 01:53:50.386]  And it's because it's flicking on and off, and it's sending a charge through my brain.
[01:53:50.386 --> 01:53:53.687]  And yeah, it's a lot weaker than a microwave or whatever, but the point is it doesn't matter.
[01:53:53.687 --> 01:53:55.568]  My brain picks up a new wave coming through.
[01:53:56.371 --> 01:53:58.071]  And that's what's happening.
[01:53:58.071 --> 01:54:13.274]  Yeah, and I've been treating people this last year with ivermectin and the various different things for presumed COVID that we don't completely have our heads wrapped around what it is, but it kind of died out in the summer.
[01:54:13.274 --> 01:54:20.656]  But before even the cold weather hit, it came back and suddenly I was getting calls and I finally asked somebody, I said,
[01:54:21.405 --> 01:54:23.166]  Because this person did have pink hair.
[01:54:23.166 --> 01:54:28.029]  And I said, do you think there's 5G that's gone around by your area?
[01:54:28.029 --> 01:54:29.730]  Because I'm getting a lot of calls in that area.
[01:54:29.730 --> 01:54:31.651]  And that's exactly, that had happened.
[01:54:31.651 --> 01:54:33.892]  And it had actually, we had been sick in the office.
[01:54:33.892 --> 01:54:35.073]  Well, it's the same thing in Wuhan.
[01:54:35.073 --> 01:54:39.115]  I'm sorry to interrupt, but in Wuhan, all the main places it broke out was where the 5G was instituted.
[01:54:40.350 --> 01:54:45.373]  And in that hospital where Dr. Lee died, it had been completely 5G Wi-Fi'd.
[01:54:45.373 --> 01:54:46.154]  Yeah.
[01:54:46.154 --> 01:54:49.376]  That, and Lombardy, I understand, and also New York City.
[01:54:49.376 --> 01:54:54.779]  Now, they're not the only cities, but apparently it's a pretty good match.
[01:54:54.779 --> 01:55:02.404]  I'm just... The problem with 5G, too, that people need to understand is, it's not like 2G and 3G, it's 4G.
[01:55:02.404 --> 01:55:08.728]  It makes it sound like there's just a continuum, now we just... No, it's a totally new technology, super small, high-powered wavelength.
[01:55:09.870 --> 01:55:12.232]  And it's intermittent, like you said.
[01:55:12.232 --> 01:55:15.235]  We live in a little cloud of 2G or 3G or 4G.
[01:55:15.235 --> 01:55:17.717]  That was okay to a certain degree.
[01:55:17.717 --> 01:55:20.780]  It was somewhat harmful, but we were able to adapt to it.
[01:55:20.780 --> 01:55:26.686]  But when you have something like this that comes in bursts all the time, it's hard for the body to adapt.
[01:55:27.478 --> 01:55:27.978]  Exactly.
[01:55:27.978 --> 01:55:28.498]  All right.
[01:55:28.498 --> 01:55:30.179]  Well, Dr. Merritt, incredible job.
[01:55:30.179 --> 01:55:34.621]  Will you promise, I know a lot's going on, but the next few months, let's do a commercial free hour interview.
[01:55:34.621 --> 01:55:36.121]  You can send a whole list of things.
[01:55:36.121 --> 01:55:36.902]  We'll get into them all.
[01:55:36.902 --> 01:55:37.922]  Dr. Lee Merritt.
[01:55:37.922 --> 01:55:42.504]  And is the best place for people to find the great work you're doing at themedicalrebel.com?
[01:55:42.504 --> 01:55:43.344]  Absolutely.
[01:55:43.344 --> 01:55:48.446]  And I've got a how-to, what you should do right now to protect yourself and your family.
[01:55:48.446 --> 01:55:49.006]  All right.
[01:55:49.006 --> 01:55:49.906]  30 seconds on this, though.
[01:55:49.906 --> 01:55:51.347]  Are you optimistic about the future?
[01:55:52.811 --> 01:55:53.832]  Oh, absolutely.
[01:55:53.832 --> 01:56:01.599]  You know, besides the fact that we're humans, we have a connection to God, and we're also Americans.
[01:56:01.599 --> 01:56:02.540]  Americans don't give up.
[01:56:02.540 --> 01:56:03.862]  We're not going to give over our land.
[01:56:03.862 --> 01:56:05.924]  We're not going to give over our freedoms.
[01:56:05.924 --> 01:56:07.205]  I don't see that happening.
[01:56:07.205 --> 01:56:07.705]  Absolutely.
[01:56:07.705 --> 01:56:08.606]  This is a real war.
[01:56:08.606 --> 01:56:10.988]  We realize it's a war we win, we don't, we die.
[01:56:10.988 --> 01:56:11.949]  Dr. Merritt, thank you so much.
[01:56:11.949 --> 01:56:12.590]  Have a great Christmas.
[01:56:13.550 --> 01:56:14.151]  Thank you, you too.
[01:56:31.071 --> 01:56:40.340]  That's coming up, but separately, you know, a lot of people are signing up for Reset Wars, and we're getting a lot of great feedback from the thousands of people that have signed up for the course.
[01:56:40.340 --> 01:56:46.886]  And it's a great course, and it's game-changing stuff, and it funds us launching whole new operations, whole new systems.
[01:56:47.786 --> 01:56:53.548]  Soon, on the air, I'm going to lay out people that, going at the course, what else is going to be added to the site.
[01:56:53.548 --> 01:57:01.391]  But it's going to be independent shows, special guests, master classes, you know, so much at ResetWars.com.
[01:57:01.391 --> 01:57:11.775]  And you've got until tomorrow night, 1159 p.m., to get 25% off on the course at ResetWars.com.
[01:57:11.775 --> 01:57:16.437]  And again, folks, if people would have listened to me,
[01:57:17.930 --> 01:57:19.951]  Twenty-five years ago, we would have stopped it.
[01:57:19.951 --> 01:57:21.111]  You weren't listening.
[01:57:21.111 --> 01:57:25.992]  But I'm telling you, this is so game-changing, and people will just understand, this is real.
[01:57:25.992 --> 01:57:27.133]  This is how they control us.
[01:57:27.133 --> 01:57:32.714]  This is, if people actually embrace this, research this, and use it, we will defeat them quickly.
[01:57:32.714 --> 01:57:40.616]  I got a feeling those stuff's going to get a lot worse when people finally dig this up and use it, but one way or another, this will be a game-changer.
[01:57:40.616 --> 01:57:43.317]  ResetWars.com, and it also keeps us on the air.
[01:57:43.317 --> 01:57:44.537]  I want to thank you for your support.
[01:57:44.537 --> 01:57:46.138]  Go to ResetWars and sign up right now.
[01:57:48.826 --> 01:57:54.694]  Rarely in life do you come upon something that is an absolute 360 win.
[01:57:54.694 --> 01:58:04.947]  And this is a 360 win situation for everybody that loves liberty, that loves health, that loves being informed, and loves being free.
[01:58:05.888 --> 01:58:24.925]  Ladies and gentlemen, when you buy amazing, high quality supplements at InfoWarsStore.com, where you get books, or films, or water filtration, or air filtration, all of that makes you healthier, all of that makes you wiser, and your purchase keeps InfoWars on the air at a time when it's so critical and the world is finally waking up.
[01:58:25.425 --> 01:58:30.148]  Help supercharge the Great Awakening even more into the year 2022.
[01:58:30.148 --> 01:58:41.654]  Please make the resolution to get Vitamin Mineral Fusion, DNA Force Plus, Ultimate Bone Broth, our great Vitamin D3 product, Winter Sun and others, at up to 60% off at infowarestore.com.
[01:58:41.654 --> 01:58:43.214]  It is a 360 win.
[01:58:43.214 --> 01:58:45.536]  The only way to fail is if you don't take action.
[01:58:45.536 --> 01:58:47.877]  Please visit infowarestore.com now.
[01:58:48.377 --> 01:59:01.642]  The average person on the face of this incredible planet is still unaware that there's a war between free individuals and nation-states on one side, and the globalists on the other, who are literally trying to create a post-human world.
[01:59:01.642 --> 01:59:10.045]  From the United States to Brazil, and of course triggered by the Brexit in the UK, nations were pulling out of the private, corporate, fascist world government.
[01:59:10.045 --> 01:59:16.148]  That's why they launched their Great Reset, and their program after collapsing us, of Build Back Better.
[01:59:17.288 --> 01:59:22.450]  This is nothing more than a top-down, vertical consolidation of the world economy.
[01:59:22.450 --> 01:59:33.374]  And because they couldn't take our guns, and because we wouldn't bow, because the left, which is the ideology of this world government system, couldn't win, they released a biological weapon on us.
[01:59:34.134 --> 01:59:35.914]  Now we know, two years ago.
[01:59:35.914 --> 01:59:38.455]  We learned about it about 20 months ago.
[01:59:38.455 --> 01:59:39.035]  It's that simple.
[01:59:39.035 --> 01:59:42.136]  They can't beat us because of our free speech and our guns.
[01:59:42.136 --> 01:59:46.337]  So the Global Corporate Combine released COVID-19 and you know the rest is history.
[01:59:46.337 --> 01:59:50.118]  Expose this paradigm and we win.
[01:59:50.118 --> 01:59:55.999]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
