[00:00:00.000 --> 00:00:13.220]   *fart* *outro*
[00:24:28.504 --> 00:24:33.249]  MSM scrambles to bury BLM-Waukesha terror attack.
[00:24:35.131 --> 00:24:48.044]   Meanwhile, CDC And global data from Germany mirrors UK statistics proving COVID-19 vaccines are vaccinated are twice as likely to die as the general public.
[00:24:50.385 --> 00:24:57.768]  Also, David Icke joins today's broadcast to break down the massive protests taking place worldwide against COVID martial law.
[00:24:58.389 --> 00:24:59.429]  And that's what it is.
[00:24:59.609 --> 00:25:02.471]  So let me just calmly say this.
[00:25:03.544 --> 00:25:04.885]  And then let me add some good news.
[00:25:05.386 --> 00:25:08.589]  When I say I feel guilty, it's horrible to see a car running over people.
[00:25:08.949 --> 00:25:10.691]  It's terrible to see the media covering it up.
[00:25:11.111 --> 00:25:19.198]  It's disgusting to see Schumer saying, oh, it's just an accident, but don't worry, I saved you with more money, which actually funds a bunch of SJW garbage.
[00:25:21.581 --> 00:25:27.266]  But this killed five people and injured 20 plus others, and it's terrible, including small children.
[00:25:29.428 --> 00:25:45.424]  But you have to understand that the injections that now Fauci says by January of next year, two months from now, they want to start injecting newborn babies when they are at no risk from COVID and the vaccine itself erases their immune system.
[00:25:45.904 --> 00:25:48.367]  These are going to be sickly and dying children for the rest of their lives.
[00:25:48.667 --> 00:25:50.169]  And this is on a mass scale.
[00:25:50.409 --> 00:25:55.614]   And once they say something's authorized, they then say it's Enforced.
[00:25:55.855 --> 00:25:56.715]  It's mandated.
[00:25:57.316 --> 00:26:00.578]  Just like it starts in Europe and Australia to have three shots.
[00:26:01.059 --> 00:26:02.520]  In Israel, now it's three shots here.
[00:26:02.800 --> 00:26:03.621]  Same thing in the UK.
[00:26:03.641 --> 00:26:06.182]  Then it's, oh, now it's mandatory for five-year-olds and up.
[00:26:07.724 --> 00:26:09.605]  This is a program they're rolling out.
[00:26:09.665 --> 00:26:12.747]  And so, let me tell you the big news, alright?
[00:26:15.009 --> 00:26:19.813]  I have video from the national and state governments of Australia.
[00:26:20.902 --> 00:26:26.644]  The regional governments saying the military is coming to your house to take you away to a camp if you don't take a shot.
[00:26:27.845 --> 00:26:33.908]  Full-on, super hardcore martial law, science fiction nightmare movie now happening, and it's all coming here.
[00:26:34.168 --> 00:26:34.928]  That's next segment.
[00:26:34.988 --> 00:26:38.149]  So, I have in the German news, they even admit it.
[00:26:38.209 --> 00:26:39.190]  They even fine print it.
[00:26:40.074 --> 00:27:04.724]  In the UK news, and it's coming out of Canada and the US, that you are twice as likely, that's why I've been saying this for months, because it's in the data, but now it's confirmed in mass national data in Germany, in France, in the UK, got the numbers, I'll show them to you next segment, that it is doubling, if you take these shots, you are twice as likely to die within just a few months.
[00:27:04.864 --> 00:27:07.105]  I mean, you cannot hide the magnitude of this.
[00:27:08.846 --> 00:27:09.786]  It is killing people.
[00:27:11.345 --> 00:27:11.565]  All right.
[00:27:13.007 --> 00:27:14.108]  Let me just say this now.
[00:27:15.909 --> 00:27:19.072]  I want to thank the listeners for your support and your prayers and keeping us in the fight.
[00:27:19.092 --> 00:27:21.394]  But I want to tell you, we're in the thick of the war now.
[00:27:21.514 --> 00:27:26.099]  So your word of mouth and sharing the articles and videos has got to be intensified.
[00:27:27.938 --> 00:27:31.759]  InfoWars is one of the last frontline operations standing and we're one of the most effective.
[00:27:31.899 --> 00:27:35.240]  And so, for your future, for my future, I'm asking you to fight harder.
[00:27:35.881 --> 00:27:37.961]  And we need financial support, ladies and gentlemen.
[00:27:38.201 --> 00:27:47.364]  We're under major globalist enemy attack and we've got a lot of big projects launching and other collaborative projects and a bunch of stuff that is right below the surface that's going to be launching.
[00:27:47.825 --> 00:27:48.605]  Years in the making.
[00:27:49.841 --> 00:27:51.182]  And it takes capital to do this.
[00:27:51.202 --> 00:27:54.625]  You see the national media attacking us and the international media making jokes.
[00:27:54.745 --> 00:27:59.569]  Oh look, Jones has been ordered and found guilty to pay people a bunch of money, so he wants money to pay people.
[00:27:59.609 --> 00:28:00.550]  No, that's not what this is.
[00:28:01.031 --> 00:28:03.052]  That's money to continue to fight these individuals.
[00:28:03.333 --> 00:28:04.333]  I haven't been given a trial.
[00:28:04.594 --> 00:28:05.414]  It's all a fraud.
[00:28:05.454 --> 00:28:06.695]  It's how desperate the system is.
[00:28:07.056 --> 00:28:09.498]  They're coming after me because they're coming after you, just like Trump says.
[00:28:11.038 --> 00:28:15.845]  And so, we've gotten almost to 10% of our goal at SaveInfoWars.com.
[00:28:15.946 --> 00:28:18.109]  One word, SaveInfoWars.com.
[00:28:18.570 --> 00:28:20.352]  And $2 million sounds like a big number.
[00:28:20.512 --> 00:28:25.380]  I have six kangaroo trials to deal with in the next year starting in March.
[00:28:26.221 --> 00:28:33.643]  Yeah, they've sued me a bunch of multiple times in Sandy Hook and in Virginia for exposing the fact that Soros funded that, just like they fund all this crap.
[00:28:33.904 --> 00:28:35.504]  It's Soros and Georgetown suing me there.
[00:28:35.884 --> 00:28:37.225]  I've got to go through those fights.
[00:28:37.265 --> 00:28:38.525]  I've got to press those attacks.
[00:28:39.045 --> 00:28:40.746]  It's key to the strategy of the truth.
[00:28:41.246 --> 00:28:42.726]  They don't want us to have a real jury trial.
[00:28:42.746 --> 00:28:43.547]  That's why they've done this.
[00:28:43.787 --> 00:28:45.727]  But I'm still going into these kangaroo courts to win.
[00:28:45.967 --> 00:28:48.288]  It takes a lot of money to fight this, so please go, too.
[00:28:48.848 --> 00:28:50.029]  Save InfoWars.
[00:28:51.390 --> 00:28:57.874]  SaveInfoWars.com and make a $5, $10, $100 donation now to help us in this legal battle.
[00:28:57.914 --> 00:28:59.134]  We'll be right back with David Icke.
[00:29:00.615 --> 00:29:06.959]  Being the tip of the spear means I have a responsibility to never waver or back down.
[00:29:07.880 --> 00:29:11.102]  Even though personally, it means I pay a great price.
[00:29:11.903 --> 00:29:16.646]  At the end of the day, God hates cowards, and so I refuse to bow in the face of the new world order.
[00:29:17.645 --> 00:29:23.370]  That said, I am like a man in a raging, dangerous storm at sea.
[00:29:23.390 --> 00:29:32.339]  And you, the supporters, the listeners, the people that pray for us, that spread the word, and that financially keep us on air, are like the boat or the raft I'm on.
[00:29:33.259 --> 00:29:36.763]  That's why when you call in thanking me, I always say, whoa, whoa, whoa.
[00:29:37.063 --> 00:29:38.444]  We're all in this together.
[00:29:38.865 --> 00:29:41.107]  Sure, thank me, but I'm thanking you.
[00:29:42.608 --> 00:29:58.156]   Now more than ever, As we are in late November 2021 going into the final month of 2021 it is so important to understand that the credibility of American patriots, the credibility of American
[00:29:59.378 --> 00:30:03.404]  Nationalists and America Firsters has never been higher.
[00:30:04.105 --> 00:30:06.087]  People know we're right about the New World Order.
[00:30:06.127 --> 00:30:10.593]  They know we're right about the Great Reset and Build Back Better and the whole globalist program.
[00:30:11.114 --> 00:30:13.437]  And so now is the time.
[00:30:13.577 --> 00:30:14.719]  Yes, it's upsetting.
[00:30:15.840 --> 00:30:21.003]  It's frightening unless you reach out and call for God to give you comfort, but it's supposed to be upsetting.
[00:30:21.023 --> 00:30:24.084]  It's supposed to be frightening to get us moving.
[00:30:24.805 --> 00:30:35.350]  And so I'm fighting, I'm sure you've noticed, harder than ever, producing more films and having more interviews and doing more live shows, doing more live events, because I understand this is the most critical time ever.
[00:30:35.390 --> 00:30:43.116]   So please, please listen to me and Understand how amazing you are and how you've changed the world and how important you are.
[00:30:43.376 --> 00:30:44.778]  You may feel small, but you're not.
[00:30:45.339 --> 00:30:48.784]  The fact that you just support InfoWorks, that's huge!
[00:30:49.184 --> 00:30:50.586]  And obviously you're doing a lot more.
[00:30:51.849 --> 00:30:54.190]  In your life, every day, reaching out and waking people up.
[00:30:54.250 --> 00:31:05.553]  So in the minute I have left here to talk to you, I just want to ask you for myself and my children and for your own future and your family's own future to realize that InfoWars is True Blue.
[00:31:06.033 --> 00:31:07.574]  We're the real deal and I know you are as well.
[00:31:07.594 --> 00:31:14.716]  So I humbly thank you for your past support and I ask you for more support now than ever.
[00:31:15.436 --> 00:31:19.439]  You can go to SaveInfoWars.com and make a donation.
[00:31:20.079 --> 00:31:29.366]  And instead of when we sell a product, we make 20, 30, 40% on it, that's still great, we make 95% of your donation so we can fund our operations.
[00:31:29.426 --> 00:31:38.513]  And I can allot the money coming in towards being on air, towards making films, towards fighting the new world order and breaking critical stuff that's bringing tyrants to their knees.
[00:31:39.053 --> 00:31:41.275]  Instead of spending all our money on legal fees.
[00:31:41.775 --> 00:31:45.717]  So I cannot continue at the level we're at right now with these attacks.
[00:31:45.737 --> 00:31:49.239]  We're going to have to cut back, which the enemy wants, if we don't get some major support.
[00:31:49.599 --> 00:31:51.280]  We have six trials coming up.
[00:31:51.340 --> 00:31:57.083]  The Democrats are funding and running against us, and we've got to put on strong defenses.
[00:31:57.443 --> 00:32:07.049]  So I cannot stress to you how important it is to go to SaveInfoWars.com and make a $10, a $50, a $100, a $1,000 donation so that we can allocate the other funds towards staying on the air.
[00:32:11.571 --> 00:32:14.813]  America is under attack, and the voices of freedom are under attack.
[00:32:15.094 --> 00:32:21.758]  And out of all the different voices that are under attack, InfoWars is under more attack than any other voice because we're over the target.
[00:32:22.259 --> 00:32:24.200]  So thank you for keeping us on the air over the years.
[00:32:24.560 --> 00:32:28.423]  Thank you for your investment in time and energy and prayer for operations.
[00:32:28.783 --> 00:32:36.148]  And I'm just asking you now to redouble your efforts to share our articles and videos and information like never before.
[00:32:37.029 --> 00:32:50.020]  And to also support us at InfoWarsTore.com, getting great products that really help you and your family at the same time, and to support the InfoWar, and or to make a straight donation at SaveInfoWars.com.
[00:32:50.079 --> 00:33:06.918]  Thank you and God bless.
[00:33:06.675 --> 00:33:08.435]  It's Alex Jones.
[00:33:08.435 --> 00:33:15.915]  You found it.
[00:33:16.262 --> 00:33:17.782]  The tip of the spear.
[00:33:18.082 --> 00:33:20.722]  It is the Alex Jones Show.
[00:33:20.722 --> 00:33:33.521]  There must be some kind of way out of here.
[00:33:35.974 --> 00:33:41.538]  That's Rome, Italy, where hundreds and hundreds of thousands of people took the streets.
[00:33:41.417 --> 00:33:46.216]   Well if you're a TV viewer you're seeing a beautiful sight that's Rome, Italy where
[00:33:46.216 --> 00:33:52.696]   hundreds and hundreds of thousands of people took the streets. Millions nationwide, millions in
[00:33:52.696 --> 00:33:59.337]   Europe, millions in the UK, millions, hundreds of thousands in the United States, millions in Australia.
[00:33:59.538 --> 00:34:05.319]  And how are the Prime Ministers and Premiers in Australia and other areas responding?
[00:34:06.099 --> 00:34:12.621]  They are saying to everyone, oh, the Army's going to come take you away now if you don't take your shot.
[00:34:12.981 --> 00:34:16.182]  You're not allowed to leave your house if you haven't had the vaccine.
[00:34:16.202 --> 00:34:19.163]  In fact, let's go ahead and play clip number two.
