[00:00:09.856 --> 00:00:12.277]  Oh, got my bag.
[00:20:56.064 --> 00:21:01.765]  They are actually going after everybody trying to dumb us down, and then kill us, because they don't want competition.
[00:21:01.765 --> 00:21:05.726]  So that's what real eugenics is like a grizzly bear.
[00:21:05.726 --> 00:21:11.208]  Routinely, we'll mate with the... What's a female bear called?
[00:21:11.208 --> 00:21:12.348]  The sow?
[00:21:12.348 --> 00:21:13.048]  The cow?
[00:21:13.048 --> 00:21:14.449]  Look up what a female bear is called.
[00:21:14.449 --> 00:21:18.590]  And I think the male is called a dog.
[00:21:18.590 --> 00:21:22.151]  But, you know, a female fox is called a vixen.
[00:21:22.151 --> 00:21:23.611]  A male fox is called a dog.
[00:21:24.488 --> 00:21:29.271]  I think like seven or eight crows is called a gaggle more than that's called a murder.
[00:21:29.271 --> 00:21:29.771]  Was I correct?
[00:21:29.771 --> 00:21:32.412]  Is it called a sow?
[00:21:32.412 --> 00:21:37.956]  Okay, so the grizzly bear dog will have sex with a sow.
[00:21:37.956 --> 00:21:38.956]  That's not a pig, folks.
[00:21:38.956 --> 00:21:41.057]  They call a female bear a sow.
[00:21:41.057 --> 00:21:44.699]  And then she will have one or two, sometimes every once in a while, three cubs.
[00:21:44.699 --> 00:21:48.501]  And he will routinely go smell them, and he will kill the male.
[00:21:48.501 --> 00:21:49.942]  He will kill his son.
[00:21:49.942 --> 00:21:51.163]  Because he doesn't want competition.
[00:21:52.662 --> 00:22:01.148]  And of course, there's old Egyptian stories about sometimes a pharaoh would kill his son or whatever, and some of the Egyptian gods would kill their sons sometimes.
[00:22:01.148 --> 00:22:11.935]  And you all know in the Old Testament that Ramses the Great was killing the firstborn Israelites and actually found the tablets and the carvings in stone.
[00:22:11.935 --> 00:22:14.537]  The hieroglyphs for that actually happened.
[00:22:14.537 --> 00:22:16.138]  They only proved it about two decades ago.
[00:22:16.138 --> 00:22:17.659]  They thought the Bible was made up.
[00:22:17.659 --> 00:22:19.600]  But this is an ongoing thing.
[00:22:19.600 --> 00:22:20.841]  So we've already brain damaged.
[00:22:21.480 --> 00:22:30.803]  A large portion of our boys, because these vaccines are designed to cross the blood-brain barrier and cause brain damage, and now they're moving on to the girls and everybody else.
[00:22:30.803 --> 00:22:36.125]  So you can ignore this at your total and complete peril, but I'm trying to explain something to you.
[00:22:36.125 --> 00:22:42.506]  I have the head of the EU Commission saying don't do it, and they still approve the damn Pfizer vaccine.
[00:22:42.506 --> 00:22:44.207]  It's not a vaccine.
[00:22:44.207 --> 00:22:47.348]  India saw this and quoted this, and I didn't get to this
[00:22:48.220 --> 00:22:50.741]  Sunday I meant to, I didn't get to this Monday because there was so much news.
[00:22:50.741 --> 00:22:51.301]  I covered it.
[00:22:51.301 --> 00:22:52.722]  I showed the article.
[00:22:52.722 --> 00:22:54.442]  You guys pull it out of the stack or reprint it.
[00:22:54.442 --> 00:23:00.965]  It's the fact checkers claim India did not ban Pfizer vaccine.
[00:23:00.965 --> 00:23:12.729]  And then it's even got a screenshot in there where they actually published that Bill Gates had paid Yahoo News and Newsweek and others to put out the fake article.
[00:23:12.729 --> 00:23:13.629]  India did ban it.
[00:23:14.591 --> 00:23:24.900]  But India said it's causing neurological disorders and brain damage, and the studies show that the protein in it will probably attack fertility and also hurt the brain.
[00:23:24.900 --> 00:23:25.901]  There it is.
[00:23:25.901 --> 00:23:31.266]  Newsweek fact check claims India banned, mostly false, while admitting de facto ban.
[00:23:31.266 --> 00:23:32.327]  This is life-saving, folks.
[00:23:32.327 --> 00:23:33.368]  You gotta send it to everybody you know.
[00:23:33.368 --> 00:23:34.229]  Now scroll down.
[00:23:34.229 --> 00:23:35.130]  Scroll down, please.
[00:23:35.130 --> 00:23:40.875]  And then right there you can see the Indian government quoting why they banned it.
[00:23:41.989 --> 00:23:48.174]  And they say right there, because of neurological disorders and people getting sick and folks having a lot of problems.
[00:23:48.174 --> 00:23:51.858]  Keep scrolling down, guys.
[00:23:51.858 --> 00:23:54.940]  Keep scrolling for me just as fast as you can until you find the tweet.
[00:23:54.940 --> 00:23:57.362]  And I guess the way our computers work, it's not loading the tweet.
[00:23:57.362 --> 00:23:58.523]  But stop right there.
[00:23:58.523 --> 00:23:59.424]  Stop right there.
[00:23:59.424 --> 00:24:01.446]  Go back up, please.
[00:24:01.446 --> 00:24:02.106]  Look right there.
[00:24:02.106 --> 00:24:04.869]  Microsoft and its partners may have
[00:24:05.723 --> 00:24:09.964]  Be compensated if you purchase something through recommended links in the article.
[00:24:09.964 --> 00:24:11.705]  They left that part.
[00:24:11.705 --> 00:24:21.787]  I pointed out that it showed that NewsGuard was running the site, but they didn't say NewsGuard, and a day later they replaced it with NewsGuard, saying NewsGuard's the independent fact checker that said this.
[00:24:21.787 --> 00:24:25.268]  NewsGuard is owned by Bill Gates.
[00:24:25.268 --> 00:24:26.729]  See what I'm talking about right there?
[00:24:26.729 --> 00:24:29.189]  This is life and death.
[00:24:29.189 --> 00:24:30.830]  This isn't a game.
[00:24:30.830 --> 00:24:31.530]  It's not a joke.
[00:24:32.597 --> 00:24:34.238]  Guys, hit refresh on that article.
[00:24:34.238 --> 00:24:43.505]  And you may have a blocker on there, I don't know why, or a ban, but it's so horrible here that it doesn't load the Indian government Tweetles, the Tweetsie Weetsies, that are in there.
[00:24:43.505 --> 00:24:47.147]  And I would expect that we will then, you know, see them probably ban that in the future.
[00:24:47.147 --> 00:24:48.909]  Oh, the Indian government can't say anything!
[00:24:48.909 --> 00:24:50.089]  Because they don't want you to know this.
[00:24:50.089 --> 00:24:51.190]  There it is.
[00:24:51.190 --> 00:24:55.073]  The committee noted that incidents of palsy, that's getting paralyzed,
[00:24:55.834 --> 00:25:03.903]  Anaphylaxis, that's super horrible like when 20 bees sting you, and other serious adverse events have been reported during post marketing.
[00:25:03.903 --> 00:25:06.006]  Further, the firm was not
[00:25:06.607 --> 00:25:11.071]  ...proposed any plan to generate safety and immunology data to the Indian population.
[00:25:11.071 --> 00:25:12.071]  They're not even going to look at it!
[00:25:12.071 --> 00:25:13.573]  They're not even going to do studies!
[00:25:13.573 --> 00:25:17.576]  They just inject you with it because they've already studied it on animals, and they know what it does.
[00:25:17.576 --> 00:25:27.624]  It attaches the brain, the entire nervous system, the nerves, all protein interactions of cell division, fast cell growth, replication, the placenta, babies, everything else, your damn testicles.
[00:25:28.422 --> 00:25:30.663]  I mean, that's what top scientists have said.
[00:25:30.663 --> 00:25:33.105]  You'd be better to jump into a portal to hell.
[00:25:33.105 --> 00:25:34.525]  Remember that Fox News headline?
[00:25:34.525 --> 00:25:35.386]  Top scientists!
[00:25:35.386 --> 00:25:39.808]  You'd better just jump into a portal to hell before you take this!
[00:25:39.808 --> 00:25:41.709]  Why would all these prestigious scientists say this?
[00:25:41.709 --> 00:25:43.771]  Because it's horrible!
[00:25:43.771 --> 00:25:44.831]  And it's secret!
[00:25:44.831 --> 00:25:48.573]  They won't test it on animals because it kills the freaking animals!
[00:25:48.573 --> 00:25:49.874]  And makes them drooling messes!
[00:25:51.314 --> 00:25:59.541]  But see, they know doing something this big, this evil, this out of control, this horrible, killing Hank Aaron and so many others that the public's just going to lie.
[00:25:59.541 --> 00:26:00.462]  No, it's not true.
[00:26:00.462 --> 00:26:01.643]  The government's not evil.
[00:26:01.643 --> 00:26:02.463]  Bill Gates isn't evil.
[00:26:02.463 --> 00:26:03.644]  He wears a pink sweater.
[00:26:03.644 --> 00:26:04.865]  He's not killing me.
[00:26:04.865 --> 00:26:05.666]  It's not happening.
[00:26:05.666 --> 00:26:07.388]  No, it's no, it's not.
[00:26:07.388 --> 00:26:07.948]  I'm okay.
[00:26:07.948 --> 00:26:10.750]  Everything's all right.
[00:26:10.750 --> 00:26:14.794]  And the news is like, those dumb black people, two to one won't take it.
[00:26:16.047 --> 00:26:17.708]  That's because they're stupid.
[00:26:17.708 --> 00:26:30.755]  And then, they got quotes Biden like, you know, black people don't know what's good for them, but I do know what's good for them, so you black people need to just, you know, lie and take your shot.
[00:26:30.755 --> 00:26:33.876]  You're not saying that nurse would hurt you, would you?
[00:26:33.876 --> 00:26:37.278]  That nurse is another moron that works for the system that goes along with it.
[00:26:37.278 --> 00:26:40.600]  Of course, that nurse was never seen again after she collapsed.
[00:26:40.600 --> 00:26:42.080]  They go, it's a conspiracy, she died.
[00:26:42.080 --> 00:26:43.381]  I'm not saying she died, just where is she?
[00:26:44.361 --> 00:26:46.221]  Like, well, you're not gonna get to see her, just... Liberal!
[00:26:46.221 --> 00:26:46.501]  Liberal!
[00:26:46.501 --> 00:26:47.902]  You little evil fraud!
[00:26:47.902 --> 00:26:49.042]  Liberal!
[00:26:49.042 --> 00:26:50.182]  Liberal!
[00:26:50.182 --> 00:26:51.803]  Come to kill you!
[00:26:51.803 --> 00:26:54.303]  But I'm liberal!
[00:26:54.303 --> 00:26:56.444]  We'll be right back.
[00:26:56.444 --> 00:27:00.284]  Cognitive dissonance is a major issue amongst the left.
[00:27:00.284 --> 00:27:04.605]  It can be very stressful dealing with facts you refuse to accept.
[00:27:04.605 --> 00:27:12.727]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from Infowarsstore.com.
[00:27:13.467 --> 00:27:30.073]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[00:27:30.073 --> 00:27:41.117]  Recent studies have suggested that high EPA and DHA fish oil can stimulate immune function by increasing the concentration and activity of immune cells.
[00:27:41.617 --> 00:27:50.100]  It worked for my family, and now I can have a logical and calm discussion about actual facts that pertain to reality.
[00:27:50.100 --> 00:27:56.483]  Get your ultimate fish oil for a friend, family member, or yourself at InfowarsStore.com.
[00:27:56.483 --> 00:27:59.984]  You cannot hide a grand assault.
[00:27:59.984 --> 00:28:07.046]  America is about to have its energy cut off, its borders destroyed, its dollar brought down to nothing.
[00:28:07.046 --> 00:28:08.427]  All of you that have served Satan,
[00:28:20.809 --> 00:28:22.510]  We're good to go.
[00:28:46.878 --> 00:28:49.040]  So prepare yourselves, America.
[00:28:49.040 --> 00:28:52.643]  You're going under judgement just like all the children that were aborted.
[00:28:52.643 --> 00:28:54.325]  This is the truth.
[00:28:54.325 --> 00:28:56.647]  This is the Infowar.
[00:28:56.647 --> 00:29:09.538]  The ultimate fluoride-free charcoal mouthwash is now available at InfowarsStore.com and DrJonesNaturals.com for the lowest price possible to complete your daily mouth cleaning routine.
[00:29:10.274 --> 00:29:22.058]  It is the perfect companion to the new activated charcoal toothpaste all under our new line by Dr. Jones Naturals that will naturally give your mouth and breath a deep clean.
[00:29:22.058 --> 00:29:31.461]  This mouthwash only uses the best natural ingredients like real peppermint oil, thyme oil, xylitol, and of course, high quality charcoal.
[00:29:32.353 --> 00:29:43.542]  Not only fluoride-free, this mouthwash is completely free of other dangerous ingredients such as SLS, harsh detergents, BPA, and so much more.
[00:29:43.542 --> 00:29:47.625]  As soon as you use it, you can tell that this formula is the real deal.
[00:29:47.625 --> 00:29:53.810]  So get your bottle of the new Activated Charcoal Mouthwash right now at InfowarsStore.com.
[00:30:00.083 --> 00:30:15.592]  You're listening to The Alex Jones Show.
[00:30:15.592 --> 00:30:21.995]  They railed against the crowd.
[00:30:21.995 --> 00:30:26.218]  Another ragtag band.
[00:30:26.218 --> 00:30:28.719]  You know, we've been caught in a bear trap.
[00:30:29.531 --> 00:30:34.833]  We've been caught in a wood chipper, and it's designed to drag us all the way into it.
[00:30:34.833 --> 00:30:40.215]  And people are gonna have to realize the lockdowns are never gonna stop, the masks are never gonna stop, the forced inoculations are never gonna stop.
[00:30:40.215 --> 00:30:42.916]  First it's one mask, then it's two masks when you start complaining.
[00:30:42.916 --> 00:30:45.117]  Hey, you don't want two shots, it's five shots.
[00:30:45.117 --> 00:30:46.257]  Then it's ten shots.
[00:30:46.257 --> 00:30:49.558]  How did I know it would be all those shots?
[00:30:49.558 --> 00:30:53.240]  Because Bill Gates runs his evil little mouth years ago.
[00:30:53.240 --> 00:30:54.080]  And he's in charge!
[00:30:56.368 --> 00:30:58.490]  He's what, 65 or whatever he is.
[00:30:58.490 --> 00:31:00.451]  All those old globalists died.
[00:31:00.451 --> 00:31:02.192]  They haven't found the fountain of youth yet.
[00:31:02.192 --> 00:31:07.536]  They haven't gotten the immortality they're looking for with all this eugenic engineering and all this testing they're doing on us.
[00:31:07.536 --> 00:31:10.479]  He got left with all the keys.
[00:31:10.479 --> 00:31:12.200]  The power.
[00:31:12.200 --> 00:31:17.484]  Not just his $200 million tax-free dollars.
[00:31:17.484 --> 00:31:23.068]  And if you want to be tax-exempt, you've got to join their club, like his evil daughter, and push eugenics and death.
[00:31:24.201 --> 00:31:28.462]  They're such leering predators, aren't they?
[00:31:28.462 --> 00:31:31.263]  Let me finish up on this and I'll hit the huge Tucker Carlson news.
[00:31:31.263 --> 00:31:32.984]  Here it is.
[00:31:32.984 --> 00:31:35.785]  I thought I'd show you this from nine years ago.
[00:31:35.785 --> 00:31:37.305]  Overhead shot, please.
[00:31:37.305 --> 00:31:40.606]  Impact of fluoride on neurological development in children.
[00:31:40.606 --> 00:31:43.267]  25 studies looked at by Harvard.
