[00:00:15.418 --> 00:00:16.179]  Info Wars.
[01:30:39.120 --> 01:30:42.042]  It's always important to get all those essential vitamins and minerals.
[01:30:42.122 --> 01:30:46.585]  But we have Vitamin Mineral Fusion back in stock and it's selling out quickly at 40% off.
[01:30:46.665 --> 01:30:50.168]  All the vitamins, all the minerals that are essential, key amino acids to upload it better to your body.
[01:30:50.268 --> 01:30:51.549]  That's how you fund the operation.
[01:30:51.649 --> 01:30:52.670]  Sign up for AutoShip.
[01:30:52.910 --> 01:30:54.971]  Additional 10% off on the next order.
[01:30:54.991 --> 01:30:59.694]  We also have Patriot Points, 5% that goes into your account every time you order something.
[01:30:59.734 --> 01:31:01.996]  Free bumper stickers and more come with each order.
[01:31:02.316 --> 01:31:05.358]  And then we have something that doesn't compete with Knockout.
[01:31:05.458 --> 01:31:06.979]  I came up with that eight years ago.
[01:31:07.079 --> 01:31:08.059]  It's got 80 ingredients in it.
[01:31:08.079 --> 01:31:10.100]  I said, hey, why don't we put all these natural things together?
[01:31:10.120 --> 01:31:11.081]  We talked to Top Formulas.
[01:31:11.101 --> 01:31:15.163]  They said, yeah, it's safe to put a melatonin with an adult tryptophan and a valerian root all together.
[01:31:15.584 --> 01:31:19.226]  But this is basically a similar formula, just four times stronger.
[01:31:19.346 --> 01:31:24.252]  So this is for folks that really want to blast off to sleep and then wake up refreshed and blast off into the day rested.
[01:31:24.332 --> 01:31:25.914]  Rocket Rest is super strong.
[01:31:25.934 --> 01:31:30.299]  It's basically the powdered version of our also new great product, Down and Out, that is super strong.
[01:31:30.319 --> 01:31:35.204]  But beware, I take a quarter or half dose of both these a first time because this is not a game.
[01:31:35.464 --> 01:31:39.229]  100% reviews at mfullwhorestore.com for Rocket Rest from Dr. Jones Naturals.
[01:31:39.269 --> 01:31:39.990]  My dad came out with this.
[01:31:41.251 --> 01:31:43.533]  40% off as well at InfoWarsTore.com.
[01:31:43.573 --> 01:31:45.894]  And while you're there, check out Turbo Force, the great nootropic.
[01:31:45.934 --> 01:31:47.095]  Check out our grill oil.
[01:31:47.296 --> 01:31:48.096]  Check out our fish oil.
[01:31:48.296 --> 01:31:51.799]  They're all the highest grades at very, very low prices for the grades you're getting.
[01:31:52.159 --> 01:31:53.741]  And get a t-shirt while you're there.
[01:31:53.761 --> 01:31:55.142]  We have the F. Biden t-shirts.
[01:31:55.182 --> 01:31:57.063]  We have the F. Fauci and F. Mass t-shirts.
[01:31:57.404 --> 01:31:59.345]  Best sellers at InfoWarsTore.com.
