[00:00:04.091 --> 00:00:15.416]  I'm watching the midterms.
[00:26:12.505 --> 00:26:14.126]  But I've got to do it, okay?
[00:26:14.126 --> 00:26:16.548]  And I'm just telling you, I'm willing to hit the barbed wire.
[00:26:16.548 --> 00:26:19.150]  I'm willing to go in first as a shock troops politically.
[00:26:19.150 --> 00:26:20.171]  And I've done that.
[00:26:20.171 --> 00:26:21.111]  Okay?
[00:26:21.111 --> 00:26:22.272]  Because I knew what was coming.
[00:26:22.272 --> 00:26:22.573]  I knew.
[00:26:22.573 --> 00:26:24.034]  I tried to stop this.
[00:26:24.034 --> 00:26:24.854]  So, listen.
[00:26:24.854 --> 00:26:31.300]  Look around at your family tonight, because in eight years of their plans successful, those people are all going to be dead and so are you.
[00:26:32.020 --> 00:26:33.062]  You're dead.
[00:26:33.062 --> 00:26:34.243]  They're going to kill you.
[00:26:34.243 --> 00:26:38.509]  They're going to give you shot after shot after shot after shot until society collapses.
[00:26:38.509 --> 00:26:42.874]  And the people with Stockholm Syndrome can't admit they're being killed because it's too scary.
[00:26:42.874 --> 00:26:45.238]  And so, they're going to go along with it.
[00:26:45.238 --> 00:26:46.720]  The argument is they deserve to die.
[00:26:46.720 --> 00:26:48.682]  And I'll be quite frank with you, okay?
[00:26:49.645 --> 00:26:51.066]  I could have gone with the New World Order.
[00:26:51.066 --> 00:26:52.887]  I didn't do it because spiritually I can't do it.
[00:26:52.887 --> 00:26:54.188]  But I understand it.
[00:26:54.188 --> 00:26:57.109]  Part of me wants to kill all these people that don't care about themselves.
[00:26:57.109 --> 00:26:58.210]  Okay, you know what?
[00:26:58.210 --> 00:26:58.430]  Fine.
[00:26:58.430 --> 00:26:59.270]  Let's kill all of them.
[00:26:59.270 --> 00:26:59.931]  I'm going to go forward.
[00:26:59.931 --> 00:27:00.591]  I'm going to live.
[00:27:00.591 --> 00:27:05.394]  But I'm not signing on to that because I have an eternal soul and I will be cut off from God if I do that.
[00:27:05.774 --> 00:27:10.137]  But I totally know where Bill Gates and Prince Charles and all of them come from.
[00:27:10.137 --> 00:27:14.540]  I could be in league with them 100%, be one of their generals.
[00:27:14.540 --> 00:27:16.201]  But I'm not, ladies and gentlemen.
[00:27:16.201 --> 00:27:19.504]  And that's what my enemies need to know, that think they're on my level attacking me.
[00:27:19.504 --> 00:27:20.625]  You have no idea.
[00:27:20.625 --> 00:27:23.186]  You're fools.
[00:27:23.186 --> 00:27:27.069]  I am above and transcended above all this worldly crap.
[00:27:27.069 --> 00:27:30.752]  And I know you are as well, viewers and listeners, because you have Christ.
[00:27:30.752 --> 00:27:30.892]  But
[00:27:32.478 --> 00:27:38.242]  Faith without works is dead, and Christ expects you to pick up the cross and follow Him, and that's what I have to do.
[00:27:38.242 --> 00:27:46.749]  And that doesn't mean I'm going to sit up here and be a cupcake, Mr. Sweetsie preacher who's all perfect and good and tells you about how big a sinner you are.
[00:27:46.749 --> 00:27:48.911]  I'm telling you, God hates cowards.
[00:27:48.911 --> 00:27:54.995]  And if you won't stand up for our children, well then, you deserve to die, and you will.
[00:27:55.876 --> 00:27:56.958]  But very slowly first.
[00:27:56.958 --> 00:28:03.368]  They're going to have you give up everything you are in the social credit score and bow to them so you can just live a little longer.
[00:28:04.764 --> 00:28:07.585]  As you're being trained by Satan to be a slave.
[00:28:07.585 --> 00:28:11.086]  So, not me, and not my family.
[00:28:11.086 --> 00:28:14.827]  We commit ourselves to war against these people.
[00:28:14.827 --> 00:28:26.830]  100% I pledge in front of God and His Son Jesus Christ, absolute total commitment against this, and I ask God to fill me with the Holy Spirit so that I can stand against this enemy and be effective in protecting innocent.
[00:28:26.830 --> 00:28:31.551]  I ask God to give me the strength and the will, humbly, to take on these people!
[00:28:36.673 --> 00:28:40.234]  Now, you need to ask God for guidance.
[00:28:40.234 --> 00:28:42.215]  You need to step into your destiny now.
[00:28:42.215 --> 00:28:48.557]  We're going to come back and cover the most important news in human history and what we're going under right now.
[00:28:48.557 --> 00:28:51.738]  A worldwide medical extermination system.
[00:28:51.738 --> 00:28:56.360]  Our government is now under Pfizer's complete command and it's illegal.
[00:28:58.393 --> 00:28:59.453]  Hey, everybody.
[00:28:59.453 --> 00:29:01.814]  Info Wars, get prepared.
[00:29:01.814 --> 00:29:07.015]  Mega blowout sale 2021 is live right now.
[00:29:07.015 --> 00:29:09.016]  The biggest sale of the year.
[00:29:09.016 --> 00:29:16.537]  Free shipping storewide, double Patriot points and products like Turbo Force 10 hour clean energy.
[00:29:16.537 --> 00:29:22.019]  A listener favorite back in stock 40% off again with free shipping, double Patriot points.
[00:29:22.779 --> 00:29:30.044]  On top of that, we also have DNA Force Plus with the PQQ, the Coke U10 to clean out your cells, to boost your immune system.
[00:29:30.044 --> 00:29:32.266]  It's the Rolls Royce of this.
[00:29:32.266 --> 00:29:33.447]  It's 40% off.
[00:29:33.447 --> 00:29:37.790]  And now we have Super Coral Calcium Toothpaste.
[00:29:38.770 --> 00:29:48.232]  Similar to our previous Coral Bite & Toothpaste, but even stronger, even more concentrated, it's now back in stock and discounted with free shipping at InfoWarsTore.com.
[00:29:48.232 --> 00:29:56.595]  So many great products available at InfoWarsTore.com, so please take advantage of these great products that enrich your life and fund the InfoWar.
[00:29:56.595 --> 00:29:57.615]  InfoWarsTore.com.
[00:30:00.703 --> 00:30:08.947]  The CEO of Pfizer just came out and said that people talking bad about the vaccines are working for, quote, dark forces.
[00:30:08.947 --> 00:30:16.451]  That the FBI and CIA have been advising him on who these evil groups are.
[00:30:16.451 --> 00:30:21.294]  They know that all over the world, their poison shot is being banned by major governments.
[00:30:21.294 --> 00:30:23.575]  And Moderna's in trouble as well.
[00:30:23.575 --> 00:30:27.557]  They know that the people are starting to get wise to this depopulation agenda.
[00:30:28.467 --> 00:30:40.197]  In fact, evidence is starting to mount that the shots were supposed to be soft kill weapons, but they're so deadly they're killing a higher percentage up front, and so people are waking up.
[00:30:40.197 --> 00:30:43.440]  The weapons work a little too good.
[00:30:43.440 --> 00:30:48.244]  They're supposed to be silent weapons for quiet wars, but instead, they're making too big of a noise!
[00:30:48.965 --> 00:30:51.086]  But it's too late for them to turn back now.
[00:30:51.086 --> 00:30:52.847]  They're coming after our children.
[00:30:52.847 --> 00:30:57.949]  So it's up to us to protect our little children, or God will not look favorably on us.
[00:30:57.949 --> 00:31:00.350]  Remember, God is watching.
[00:31:00.350 --> 00:31:04.192]  Cognitive dissonance is a major issue amongst the left.
[00:31:04.192 --> 00:31:08.514]  It can be very stressful dealing with facts you refuse to accept.
[00:31:08.514 --> 00:31:17.038]  If you have a family member suffering from this degenerative mental condition, buy them a bottle of Ultimate Fish Oil from InfoWarsStore.com.
[00:31:17.358 --> 00:31:33.992]  Studies have suggested that fish oils and fish oil supplementation can slightly lower blood pressure, decrease triglyceride levels, decrease the growth rate of plaque, and provide a soothing reduction in inflammatory responses in joints and the digestive system.
[00:31:33.992 --> 00:31:39.817]  Recent studies have suggested that high EPA and DHA fish oil can stimulate
[00:31:40.057 --> 00:31:44.660]  I'm sitting here, it's in the early morning hours, and I'm looking at mainstream news
[00:32:08.346 --> 00:32:23.102]  Reporting on the fact that even the controlled revolving door FDA has come out and said that the Moderna and Pfizer shots need to be held up and not authorized for children because in studies they did on children it caused myocarditis, that's heart swelling and heart attacks.
[00:32:24.355 --> 00:32:29.298]  And then I noticed that even though this is even in the Associated Press, it's not getting any circulation.
[00:32:29.298 --> 00:32:30.539]  It's not on the national news.
[00:32:30.539 --> 00:32:33.441]  And it's very hard to even find on places like Instagram or Twitter.
[00:32:33.441 --> 00:32:34.422]  It's just crazy.
[00:32:34.422 --> 00:32:39.845]  And then Fauci was on TV just yesterday saying there's no damage from the vaccines.
[00:32:39.845 --> 00:32:41.246]  It doesn't hurt anybody.
[00:32:41.246 --> 00:32:43.528]  You're a conspiracy theorist if you say it.
[00:32:43.528 --> 00:32:44.889]  It's just crazy.
[00:32:44.889 --> 00:32:49.772]  And then we have all the scientists who over a year ago came out and said these vaccines are going to cause heart problems.
[00:32:49.772 --> 00:32:52.814]  They gave the exact reasons why and now it happened.
[00:32:52.814 --> 00:32:54.195]  That's why Infowars is on air.
[00:32:54.475 --> 00:32:57.796]  Because if we weren't on air, they'd get away with even more of this crap.
[00:32:57.796 --> 00:32:58.816]  This is just insane.
[00:32:58.816 --> 00:33:02.258]  These people are killers.
[00:33:02.258 --> 00:33:04.858]  You're listening to the Alex Jones Show.
[00:33:21.216 --> 00:33:23.084]  In the Age of Wonder!
[00:33:37.765 --> 00:33:42.390]  If you are receiving this transmission, you are the resistance.
[00:33:42.390 --> 00:33:49.678]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:49.678 --> 00:33:52.621]  Until the Atlantean crystal cracked!
[00:34:02.136 --> 00:34:08.119]  Power of their source.
[00:34:08.119 --> 00:34:16.322]  Learned about that from Plato, too, but who wants to know what really is going on?
[00:34:16.322 --> 00:34:20.784]  When you can watch Netflix.
[00:34:20.784 --> 00:34:23.586]  And learn how great pedophilia is by tuning in to CNN.
[00:34:23.586 --> 00:34:27.747]  Yeah, they're all over the news saying pedophilia is a good thing now.
[00:34:27.747 --> 00:34:28.648]  It's the big coming out.
[00:34:30.973 --> 00:34:40.797]  It's okay, they always wear like rainbow colored glasses and stuff, so they're like clowns, you know, that's how they attract the little child into their web.
[00:34:40.797 --> 00:34:44.618]  Okay, listen, it really clicked for me last night and this morning.
[00:34:46.897 --> 00:34:56.182]  When I began to just sit there and read Pfizer telling a federal judge, hey, we've got total agreements that we can tell the government what to do, carte blanche.
[00:34:56.182 --> 00:34:58.663]  It's like a get out of jail free card.
[00:34:58.663 --> 00:34:59.644]  It's beyond immunity.
[00:34:59.644 --> 00:35:04.907]  It's they direct the federal government in all vaccine responses.
[00:35:04.907 --> 00:35:12.951]  And so Biden goes, OK, the CDC is now in control of all rents and we're going to be in control of all your bank accounts under the COVID emergency.
[00:35:14.400 --> 00:35:18.263]  And finally, a federal court said, no, you don't have that jurisdiction.
[00:35:18.263 --> 00:35:20.884]  We're not North Korea.
[00:35:20.884 --> 00:35:25.468]  But they're still pushing that because they are engaged in this criminal takeover.
[00:35:25.468 --> 00:35:31.692]  And if we don't say, hey, you're not allowed to sign a secret treaty with Pfizer and the U.N.
[00:35:31.692 --> 00:35:36.495]  to take over all aspects of the media and the government and be able to, quote, silence the government.
[00:35:36.495 --> 00:35:37.836]  That's in the agreement.
[00:35:37.836 --> 00:35:39.217]  I've got the articles right here.
[00:35:39.217 --> 00:35:41.699]  Just The Washington Post, like, oh, they can silence the government.
[00:35:42.799 --> 00:35:44.800]  It's all about their money.
[00:35:44.800 --> 00:35:50.842]  They then distract off into the 70 billion dollars Pfizer's now made.
[00:35:50.842 --> 00:35:52.123]  That's a side issue.
[00:35:52.123 --> 00:35:53.963]  These people issue and control the currency.
[00:35:53.963 --> 00:35:55.844]  It's a weapon they use.
[00:35:55.844 --> 00:35:57.685]  The tax code is social engineering.
[00:35:57.685 --> 00:35:59.365]  They admit that.
[00:35:59.365 --> 00:36:03.167]  So, this is permanent martial law.
[00:36:03.167 --> 00:36:06.108]  This is the great reset.
[00:36:06.108 --> 00:36:08.849]  And now they tell you it's the permanent emergency.
[00:36:08.849 --> 00:36:11.370]  Chuckie Schumer was on TV yesterday, and I didn't play the clip.
