[00:00:13.951 --> 00:00:15.532]  I'm watching the midterms.
[00:28:28.694 --> 00:28:29.894]  Doesn't work there.
[00:28:29.894 --> 00:28:30.514]  Made it up.
[00:28:30.514 --> 00:28:31.535]  Total lie.
[00:28:31.535 --> 00:28:32.295]  Democrat operative.
[00:28:34.522 --> 00:28:35.323]  Same thing here.
[00:28:35.323 --> 00:28:38.926]  Oh, a hospital says that there's no increases.
[00:28:38.926 --> 00:28:46.853]  No, no, no.
[00:28:46.853 --> 00:28:47.674]  PolitiFact.
[00:28:47.674 --> 00:28:55.761]  Report finds increased risk of spontaneous abortion following COVID-19 vaccine during pregnancy after correcting major error in CDC study.
[00:28:55.761 --> 00:28:56.321]  We'll be right back.
[00:28:56.321 --> 00:28:56.702]  Stay with us.
[00:28:58.407 --> 00:29:04.651]  Hey everybody, Alex Jones here to make a very important announcement to our amazing listeners and viewers.
[00:29:04.651 --> 00:29:09.954]  We have produced a limited run of something very, very special.
[00:29:09.954 --> 00:29:13.797]  It's the 1776 Founder Coin.
[00:29:13.797 --> 00:29:15.618]  You've got to see this coin for yourself.
[00:29:15.618 --> 00:29:19.421]  It's at 1776coin.com.
[00:29:19.421 --> 00:29:22.583]  And this coin makes you a founding member.
[00:29:23.343 --> 00:29:23.723]  I think so.
[00:29:45.638 --> 00:29:59.209]  That's why you're called a founding member because the funding from this is going to go towards launching these new independent systems that will empower the American people to take free speech in the face of censoring tyrants to the next level.
[00:29:59.209 --> 00:30:14.881]  In late August, InfoWars saw an explosion of orders because our audience understands that the globalists are destabilizing the planet by design and are attempting to cause an economic and financial collapse worldwide.
[00:30:15.441 --> 00:30:19.105]  Now ladies and gentlemen, storable food has always been something that's important to have.
[00:30:19.105 --> 00:30:26.432]  It's a check box that everybody needs to have taken care of, right along with water filtration, self-defense, and a relationship with God.
[00:30:26.432 --> 00:30:30.536]  But now more than ever, you need to get your storable food orders in now.
[00:30:30.536 --> 00:30:33.259]  We're ready to ship to you within 24 hours of your order.
[00:30:33.259 --> 00:30:34.080]  It's high quality.
[00:30:34.080 --> 00:30:35.181]  It's very, very low cost.
[00:30:35.901 --> 00:30:36.902]  We're good to go.
[00:30:59.634 --> 00:31:07.043]  Ultimate Bone Broth is back and better than ever and 20% off plus free shipping and double Patriot points for our new sale.
[00:31:07.043 --> 00:31:14.191]  After years of being off the shelves, we're bringing back one of the biggest fan favorite formulas ever and it's now been reformulated and is even stronger.
[00:31:14.191 --> 00:31:16.054]  It's Ultimate Bone Broth Plus.
[00:31:16.714 --> 00:31:25.941]  It's got concentrated high-quality chicken broth protein, turmeric root that's so amazing, chaga mushroom, bee pollen, goji berry, alfalfa herb powder.
[00:31:25.941 --> 00:31:29.384]  Then it's got added magnesium and potassium for electrolytes.
[00:31:29.384 --> 00:31:35.909]  It's got real organic cocoa bean powder with natural chocolate flavor and a touch of sea salt.
[00:31:35.909 --> 00:31:37.850]  It even tastes better than the last formula.
[00:31:37.850 --> 00:31:40.312]  And what it does for your body is simply amazing.
[00:31:40.312 --> 00:31:43.915]  Again, it has that cutting-edge chicken broth protein.
[00:31:44.475 --> 00:31:47.759]  Isolate powder for better flavor and dissolvability.
[00:31:47.759 --> 00:31:51.904]  You're gonna love this and what it does for your joints, what it does for your body, what it does for your bones.
[00:31:51.904 --> 00:31:54.687]  It's simply amazing and it helps fight the info war.
[00:31:54.687 --> 00:31:58.811]  This is really the best bone broth out there, so get yours at infowarrestore.com today.
[00:31:59.292 --> 00:32:01.914]  UN-run contact tracers aren't coming.
[00:32:01.914 --> 00:32:07.138]  They're here, all over the world, from Australia to the United States, from Canada to Germany.
[00:32:07.138 --> 00:32:17.546]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases, actually taking people away into the night to their facilities.
[00:32:17.546 --> 00:32:25.772]  And they're planning in the next year to expand their shield process, where they come and take, quote, healthy people away and put them in facilities for their safety.
[00:32:26.112 --> 00:32:27.934]  This is nothing less than martial law.
[00:32:27.934 --> 00:32:35.744]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[00:32:35.744 --> 00:32:39.088]  government military grade at InfoWarsTore.com.
[00:32:39.088 --> 00:32:41.251]  We have the entire line of silent pocket
[00:32:41.411 --> 00:32:44.573]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[00:33:20.837 --> 00:33:26.158]  Live from the InfoWars.com studios, it's Alex Jones.
[00:33:26.158 --> 00:33:39.162]  I want to go over the rest of the worldwide medical, UN, martial law takeover that's taking place here on the Alex Jones Show.
[00:33:40.899 --> 00:33:50.867]  But since we mentioned it, here is a medical doctor speaking about the increase in miscarriages being seen again in Canada.
[00:33:50.867 --> 00:33:52.228]  But this is all over the world.
[00:33:52.228 --> 00:34:01.254]  And then you see the different federal agencies trying to block the release of their own internal numbers.
[00:34:01.254 --> 00:34:02.175]  Because they've been caught.
[00:34:02.175 --> 00:34:02.976]  They're killing people.
[00:34:02.976 --> 00:34:03.616]  This is happening.
[00:34:12.782 --> 00:34:39.223]  It really is surreal and it really makes me physically sick to know that we're in the middle of a ruling class and their minions really trying to kill and maim and collapse Western society so that world government can take over and then really start exterminating people once they've taken out the once free nations that they've got to get rid of so that their flank is covered and protected while they engage in their main depopulation.
[00:34:44.545 --> 00:34:48.129]  You don't need to mark my words anymore.
[00:34:48.129 --> 00:34:59.942]  It was 22 months ago that we laid out this entire agenda and where it was going to be going, and that it would be never-ending, that we'd be here in 5 years, 10 years, 20 years, and by then almost everyone will be dead.
[00:34:59.942 --> 00:35:04.006]  And I'm just calmly on the radio in Austin, Texas talking about this.
[00:35:04.909 --> 00:35:09.212]  And I talked to top scientists and top military people and former heads of U.S.
[00:35:09.212 --> 00:35:23.424]  agencies and top podcasters and top TV hosts and top news anchors and they all totally agree with me and are trying to get their audience ready to deal with this incrementally.
[00:35:23.424 --> 00:35:25.946]  You can't bring this out slowly to the public.
[00:35:27.110 --> 00:35:32.915]  The globalists have this designed where if this incrementally comes out, we just become acclimated to it and accept it.
[00:35:32.915 --> 00:35:33.896]  We need to be shocked.
[00:35:33.896 --> 00:35:35.377]  We need to be freaked out.
[00:35:35.377 --> 00:35:42.103]  We need to be peacefully taking over live TV programs and radio programs when they're in public.
[00:35:42.103 --> 00:35:48.569]  And not hurting anybody, but you know, making major scenes like we did back during the election.
[00:35:48.569 --> 00:35:51.031]  In 2016, taking over the Hillary events.
[00:35:51.031 --> 00:35:52.292]  We're talking about the children here.
[00:35:52.890 --> 00:35:54.630]  We need to be handing out flyers everywhere.
[00:35:54.630 --> 00:35:58.711]  We need to be going and protesting places where the deadly shots are being given.
[00:35:58.711 --> 00:36:01.892]  We need to be going to school boards and standing up against the attack on our children.
[00:36:01.892 --> 00:36:04.853]  This is the big New World Order assault, ladies and gentlemen.
[00:36:04.853 --> 00:36:07.853]  And I'm going to explain this to everybody one more time.
[00:36:07.853 --> 00:36:12.974]  Submission equals death.
[00:36:12.974 --> 00:36:15.635]  Going along with this only makes it worse.
[00:36:15.635 --> 00:36:21.356]  But they know, the behavioral psychologists, that the average person is in a trance-like state.
[00:36:22.591 --> 00:36:24.775]  Between sleeping and waking.
[00:36:24.775 --> 00:36:32.008]  From the TVs, from the flicker rates, from their little globalist mind control devices known as iPhones and droids.
[00:36:34.218 --> 00:36:41.381]  And they know the average person is in a spectator stance, where people receive things like a dream.
[00:36:41.381 --> 00:36:46.764]  Their subconscious minds aren't differentiating the real world versus fantasy.
[00:36:46.764 --> 00:36:57.109]  And so they see so much science fiction, and so much dystopia, and so much horror, and so many zombie apocalypse on television, and so many shoot-em-up video games.
[00:36:58.291 --> 00:37:09.894]  That they cannot differentiate what's currently happening to them in the real world, and the media and the fact-checkers are there saying, nobody dies that gets the vaccine.
[00:37:09.894 --> 00:37:11.854]  The vaccine's 100%.
[00:37:11.854 --> 00:37:14.735]  If you get it, you're protected.
[00:37:14.735 --> 00:37:18.596]  That's why you still gotta wear a mask and take more shots.
[00:37:18.596 --> 00:37:20.156]  You're like, that doesn't make sense.
[00:37:20.156 --> 00:37:23.397]  To someone in a trance, you're just
[00:37:24.818 --> 00:37:32.984]  Giving them the programming, you're giving them the brainwashing of, this totally protects you, that's why you've got to take more shots and wear a mask.
[00:37:32.984 --> 00:37:39.909]  And it's the fault of people that didn't take it that you're sick, because you're totally protected by the shot, but those that didn't take the shot didn't protect you.
[00:37:39.909 --> 00:37:42.951]  I mean, a five-year-old knows logically that's BS.
[00:37:43.993 --> 00:38:00.526]  But someone in a trance, someone in spiritual darkness, someone who is not aware of what's going on around them can be put deeper and deeper and deeper into the hypnosis.
[00:38:00.526 --> 00:38:04.349]  I want to play this clip of the doctor talking about what happened.
[00:38:04.349 --> 00:38:08.372]  We'll do that next segment.
[00:38:08.372 --> 00:38:09.433]  I'm not saying at this point
[00:38:10.677 --> 00:38:12.138]  That I'm going to take any time off.
[00:38:12.138 --> 00:38:17.863]  But, you know, it's the stuff going on has gotten to me as well.
[00:38:17.863 --> 00:38:35.076]  Everybody needs to take as much time as you need out in your lives to just get right with God, get right with your family and everything else, because all the crap about bills and what your neighbors think and football games and acting cool and just stupid stuff does not matter.
[00:38:35.076 --> 00:38:36.257]  This is an attack.
[00:38:36.257 --> 00:38:37.498]  This is a takeover.
[00:38:37.498 --> 00:38:38.779]  And this is very, very real.
[00:38:41.573 --> 00:38:49.842]  And I just have to remember to be calm and not be angry because this makes me physically so angry I want to throw up.
[00:38:49.842 --> 00:39:02.797]  When I look at the New World Order and I look at their operations and I see what they're doing and I see all the talking heads who know what they're part of going along with this because they feel like they're on the winning team and they see you as an animal that deserves to die.
[00:39:05.100 --> 00:39:14.711]  As they pose as the liberals, as they pose as the saviors, as they pose as the good guys, it is just disgusting to behold.
[00:39:14.711 --> 00:39:16.273]  But we've got to continue to fight back.
[00:39:17.606 --> 00:39:19.667]  Speaking of that, everything I do is symbiotic.
[00:39:19.667 --> 00:39:24.830]  Everything I promote is meant to empower others, and then they can empower me, and then vice versa.
