[00:00:00.050 --> 00:00:00.660]  Jones Show.
[00:23:47.763 --> 00:23:54.548]  Oregon Trail Foods and 30dayfoodsupply.com keep prices low, cutting out the middleman by buying directly from their producers in Oregon.
[00:23:54.808 --> 00:23:57.530]  Remember, only $10 ships your entire order to the lower 48.
[00:23:58.350 --> 00:24:00.532]  Visit the website 30dayfoodsupply.com.
[00:24:01.112 --> 00:24:01.693]  Call 541-229-0010.
[00:24:01.733 --> 00:24:02.293]  30dayfoodsupply.com.
[00:24:02.313 --> 00:24:02.513]  541-229-0010.
[00:24:02.553 --> 00:24:05.556]  Crashing through the lies and disinformation.
[00:24:05.616 --> 00:24:07.678]  It's Alex Jones on the GCN Radio Network.
[00:24:28.571 --> 00:24:30.653]  Monday through Friday from 11 a.m.
[00:24:30.673 --> 00:24:31.374]  to 3 p.m.
[00:24:31.394 --> 00:24:32.475]  We've expanded it by an hour.
[00:24:32.695 --> 00:24:33.977]  We're broadcasting all over the country.
[00:24:33.997 --> 00:24:34.777]  A lot of great stations.
[00:24:35.318 --> 00:24:38.061]  Yesterday, AM and FM affiliates actually carried the nightly news.
[00:24:38.101 --> 00:24:38.941]  I didn't think of that.
[00:24:39.222 --> 00:24:40.743]  Get radio to carry the TV.
[00:24:41.444 --> 00:24:43.065]  But that is happening.
[00:24:43.766 --> 00:24:49.954]  By the way, if you want to subscribe to see InfoWars at Nightly News, the films, the special reports, a lot of big events we put out to everybody.
[00:24:50.214 --> 00:24:52.938]  A lot of them we can't because the bandwidth will bankrupt us.
[00:24:53.258 --> 00:24:56.021]  You get six months free when you sign up in the month of January.
[00:24:56.041 --> 00:24:58.164]  We always do this for the first few weeks of January.
[00:24:58.605 --> 00:24:59.586]  ToPrisonPlanet.tv
[00:25:01.468 --> 00:25:06.131]  So I want to encourage everybody to sign up at PrisonPlanet.tv today.
[00:25:06.191 --> 00:25:07.511]  That ends Monday.
[00:25:07.852 --> 00:25:08.612]  Six months free.
[00:25:08.932 --> 00:25:09.973]  Twenty people can use it.
[00:25:10.613 --> 00:25:12.234]  So a lot of specials are ending today.
[00:25:13.655 --> 00:25:22.540]  We have the 30-40% off all InfoWars select super high quality storable foods powered by MyPatriotSupply and InfoWarsStore.com and a lot more.
[00:25:22.760 --> 00:25:24.221]  I'll tell you more about that later.
[00:25:24.581 --> 00:25:27.162]  Let's go ahead and get back into the debate.
[00:25:29.068 --> 00:25:36.474]  David Knight has some really good points on this, and I'll tell you, talking to David Knight, he likes Rand Paul because he knows he's more consistent.
[00:25:36.534 --> 00:25:37.575]  He also likes Cruz.
[00:25:38.837 --> 00:25:43.018]  But doesn't trust him for a few reasons, like Goldman Sachs connections, CFR, things like that.
[00:25:43.038 --> 00:25:43.658]  Hey, I don't care.
[00:25:43.678 --> 00:25:52.141]  As long as you've been part of the power structure and come over and join us and vote right and filibuster and fight for the Second Amendment, Darth Vader, you know, destroys Palpatine at the end.
[00:25:52.521 --> 00:25:57.062]  And there's historical cases, you know, of Saul fighting against, you know, corruption and becoming a Paul.
[00:25:58.102 --> 00:25:59.663]  But trust but verify.
[00:26:00.643 --> 00:26:04.224]  I know Paul's the most steadfast, but he can be influenced and try to be too gentlemanly.
[00:26:05.200 --> 00:26:06.101]  He's not perfect either.
[00:26:07.542 --> 00:26:12.447]  Cruz, I think, is probably the smartest when it comes to politics and actually how things work.
[00:26:13.207 --> 00:26:14.308]  On business, it's Trump.
[00:26:14.629 --> 00:26:18.792]  I think Trump wants to really for this country and his own ego wants to save America.
[00:26:19.653 --> 00:26:20.414]  He said the right thing.
[00:26:20.434 --> 00:26:21.775]  He said, I don't care about my company.
[00:26:21.815 --> 00:26:23.416]  I'll hand it over to good managers and stuff.
[00:26:24.037 --> 00:26:26.159]  You know, if I win the presidency, that's the big issue.
[00:26:27.369 --> 00:26:29.730]  So he was point blank about that, saying all the right things.
[00:26:30.550 --> 00:26:36.832]  Not apologizing for saying we've got to shut off the Muslims coming in until they're vetted, because they're not being vetted.
[00:26:36.872 --> 00:26:37.552]  That's the issue.
[00:26:37.592 --> 00:26:38.592]  That's totally common sense.
[00:26:38.632 --> 00:26:41.413]  Even Louis Farrakhan agrees with him on that.
[00:26:41.573 --> 00:26:52.536]  But we're going to get, coming up in the next segment with David Knight, and he's going to honcho this into the Constitution, Section 1, Article 2, Clause 5.
[00:26:54.858 --> 00:26:55.638]  What it really means.
[00:26:55.878 --> 00:27:00.619]  And the truth is, Obama really wasn't eligible if his dad was really from Kenya.
[00:27:01.259 --> 00:27:03.060]  But the truth is, they were hiding all that.
[00:27:03.340 --> 00:27:04.980]  His dad was really Frank Marshall Davis.
[00:27:05.840 --> 00:27:07.000]  The whole thing was a giant scam.
[00:27:07.040 --> 00:27:07.801]  It's open and shut.
[00:27:08.041 --> 00:27:11.041]  Dream's my real father on DVD at Infowars.com.
[00:27:11.081 --> 00:27:13.562]  But, separately, he's going to go over all that.
[00:27:14.182 --> 00:27:15.142]  And he's got a good point.
[00:27:15.302 --> 00:27:16.902]  I don't want to disqualify Ted Cruz.
[00:27:18.503 --> 00:27:19.243]  I don't want to do that.
[00:27:19.283 --> 00:27:20.263]  But I'm going to be honest with you.
[00:27:22.000 --> 00:27:23.141]  What Trump is saying is true.
[00:27:23.181 --> 00:27:26.642]  We have all these big lawsuits that have been announced will be filed next week.
[00:27:27.563 --> 00:27:30.284]  Multiple lawsuits have been announced by the Democrats and others.
[00:27:30.664 --> 00:27:31.305]  Trump was right.
[00:27:31.525 --> 00:27:33.666]  The word was already out as of debate time.
[00:27:33.886 --> 00:27:35.207]  They're going to sue to block Cruz.
[00:27:37.148 --> 00:27:44.251]  Now that said, folks, you got to choose because if you're going to say the Constitution, Bill of Rights can't be violated, Second Amendment, First Amendment, Fourth Amendment, Tenth Amendment.
[00:27:44.751 --> 00:27:51.395]  Well, what about this area on the fact that when you go over it and the quote strict interpretation
[00:27:52.728 --> 00:27:53.328]  You can't do it.
[00:27:55.989 --> 00:27:59.811]  And by the way, it's almost questionable.
[00:28:00.892 --> 00:28:03.373]  It's, you know, here's the white, here's the gray, here's the black area.
[00:28:03.973 --> 00:28:05.454]  With Cruz, it's a little bit in the gray.
[00:28:05.514 --> 00:28:07.835]  With Obama, it was way over in the, you know, dark gray.
[00:28:08.235 --> 00:28:09.996]  With Trump, it's in the edge of gray.
[00:28:10.136 --> 00:28:17.299]  Almost, you know, not as far as Cruz questionable, but, you know, he's where the white starts turning gray because his mother was born in Scotland.
[00:28:18.059 --> 00:28:19.900]  And we're going to break down the reason for this later.
[00:28:19.920 --> 00:28:22.061]  I'm going to shoot a special report for the Nightly News on it as well.
[00:28:23.851 --> 00:28:38.515]  The Austrian-Hungarian Empire, the Spanish, the Portuguese, the British, others, they were always sending their princelings and others into business and stuff into democratizing countries 250, 300 years ago, right around the time we were founded, 240 years ago.
[00:28:40.175 --> 00:28:45.937]  And they were actually taking countries over in the electoral process because of their money, their slickness and everything.
[00:28:45.957 --> 00:28:47.437]  And it was a new form of conquest.
[00:28:47.737 --> 00:28:49.358]  So we were worried about that.
[00:28:50.998 --> 00:28:54.340]  There are some areas that you could actually argue maybe were outdated.
[00:28:54.800 --> 00:28:56.961]  I mean, Americans aren't going to vote for a foreigner anyways.
[00:28:57.081 --> 00:29:02.063]  But I'm sorry, you know, I'd rather just keep it all the way it is than let them get in there and start taking parts of it out.
[00:29:02.183 --> 00:29:03.404]  I mean, I think, I trust Ted Cruz.
[00:29:03.424 --> 00:29:05.225]  I think he should be able to, you know, be president.
[00:29:06.055 --> 00:29:07.276]  I believe he wants to be American.
[00:29:07.296 --> 00:29:08.117]  He hates communism.
[00:29:08.277 --> 00:29:08.897]  I buy all that.
[00:29:09.618 --> 00:29:11.560]  It's just the Constitution is the Constitution.
[00:29:11.580 --> 00:29:12.520]  We're going to be looking at that.
[00:29:12.841 --> 00:29:18.946]  Now, finally, as we go to break here, ladies and gentlemen, ending today, 30 to 40 percent off on InfoWars.
[00:29:18.966 --> 00:29:20.187]  Select storable foods.
[00:29:20.447 --> 00:29:21.648]  PrisonPlanet.tv.
[00:29:21.788 --> 00:29:23.089]  InfoWars.com.
[00:29:23.510 --> 00:29:24.250]  Go check it out.
[00:29:24.330 --> 00:29:24.871]  Get it today.
[00:29:24.891 --> 00:29:25.531]  We're going to break.
[00:29:25.571 --> 00:29:26.432]  God bless you all.
[00:29:26.472 --> 00:29:26.933]  Stay with us.
[00:29:54.020 --> 00:29:54.620]  Is the U.S.
[00:29:54.700 --> 00:29:58.063]  involved with any procuring of weapons?
[00:29:59.741 --> 00:30:02.743]  We're on the march, the empire's on the run.
[00:30:03.663 --> 00:30:06.444]  Alex Jones and the GCN Radio Network.
[00:30:10.346 --> 00:30:15.149]  Hillary Clinton is running for president as an advocate for women's rights.
[00:30:15.329 --> 00:30:21.472]  But there is a shocking side to her story that has been carefully covered up until now.
[00:30:21.552 --> 00:30:24.794]  The notion that Hillary has somehow been an advocate for women.
[00:30:24.854 --> 00:30:29.616]  No, Bill rapes them physically and then Hillary rapes them psychologically.
[00:30:29.656 --> 00:30:44.349]  That's GOP presidential consultant Roger Stone talking about his book, The Clinton's War on Women, from the Alex Jones Show, where Roger Stone says Hillary Clinton played a huge role in the cover-up of her husband's rape allegation.
[00:30:44.389 --> 00:30:46.430]  Well, Hillary's the one who runs the cover-up.
[00:30:46.490 --> 00:30:55.398]  Now, on the campaign trail, Hillary refuses to answer any questions about the women involved in Bill Clinton's sex scandals.
[00:30:55.598 --> 00:31:06.150]  Donald Trump, appearing on Fox News Sunday over the weekend, said that some of the women involved in Bill Clinton's sexual assault allegations have been totally destroyed.
[00:31:06.250 --> 00:31:09.433]  And you can learn more right now at Infowars.com.
[00:31:10.474 --> 00:31:14.579]  Used since before the days of the Roman Empire to support the body's natural system.
[00:31:14.599 --> 00:31:15.400]  We're good to go.
[00:31:40.220 --> 00:31:41.141]  BrainForce is here.
[00:31:41.341 --> 00:31:43.443]  Ladies and gentlemen, I've been on this the last few months.
[00:31:43.543 --> 00:31:48.287]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of BrainForce.
[00:31:48.527 --> 00:31:51.750]  There's always hidden additives in your food, even organic food has hidden additives.
[00:31:51.830 --> 00:31:55.033]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[00:31:55.313 --> 00:31:56.995]  Ultimately, we've all been dumbed down to some degree.
[00:31:57.295 --> 00:31:58.196]  It doesn't have stimulants.
[00:31:58.216 --> 00:31:59.136]  It doesn't have garbage in it.
[00:31:59.416 --> 00:32:01.317]  It has natural things that do it clean.
[00:32:01.397 --> 00:32:07.161]  You will find Brain Force and other game-changing products at Infowarslife.com or call 888-253-3139.
[00:32:07.241 --> 00:32:15.946]  Again, ladies and gentlemen, you can get six months free at PrisonPlanet.tv, but only for one more week.
[00:32:16.106 --> 00:32:18.207]  We've never offered six months free before, but
[00:32:18.647 --> 00:32:26.108]  I really want to get more people to join and to be able to watch the nightly news, live reports, the special reports, all my films, ebooks, and so much more.
[00:32:26.669 --> 00:32:30.089]  One person can share their membership with 20 people.
[00:32:30.369 --> 00:32:35.050]  We have to have our own platform that is harder for them to censor, harder for the system to shut down.
[00:32:35.170 --> 00:32:36.871]  PrisonPlanet.tv.
[00:32:36.931 --> 00:32:42.532]  We put out the daily radio show free with a video and audio feeds at InfoWars.com forward slash show.
[00:32:42.792 --> 00:32:44.292]  But it is the members that
[00:32:44.292 --> 00:32:50.036]  They're paying it forward and helping so many other people see the truth.
[00:32:50.216 --> 00:32:56.921]  And it's PrisonPlanet.TV that finances so much of the cameras, the equipment, the crew, the reporters.
[00:32:57.261 --> 00:33:00.163]  You get exclusive HD, higher quality, get it first.
[00:33:00.283 --> 00:33:02.865]  And then you can download it, share it with friends and family.
[00:33:03.105 --> 00:33:03.966]  It's a win-win.
[00:33:04.126 --> 00:33:07.288]  And then you're helping finance to put it out for free to everybody.
[00:33:07.428 --> 00:33:08.449]  PrisonPlanet.TV.
[00:33:20.345 --> 00:33:25.451]  From the front lines of the information war, it's Alex Jones.
[00:33:26.332 --> 00:33:31.237]  Welcome back to the Alex Jones Show.
