[00:00:12.829 --> 00:00:15.790]  Wednesday, April 20th, 2016.
[00:26:35.764 --> 00:26:39.425]  Some are great, some, you know, probably not so great, I'll just be honest with you in my view.
[00:26:40.266 --> 00:26:42.586]  Nobody's perfect, but you gotta make a real effort.
[00:26:44.547 --> 00:26:45.787]  You gotta make a real effort.
[00:26:46.727 --> 00:26:49.028]  I'm not going into a plug here, I'm explaining my philosophy.
[00:26:51.363 --> 00:26:53.604]  That you better treat people like you want to be treated.
[00:26:54.124 --> 00:26:57.725]  I mean, that's... Man, I tell you, the Golden Rule really makes a lot of sense to me.
[00:27:02.966 --> 00:27:12.288]  And just like you're seeing the collapse of the media, the old dinosaur media, and just like you're seeing the collapse of the establishment and their attempt to reach into totalitarianism to save their program,
[00:27:15.438 --> 00:27:21.520]  They even convinced themselves that the collapse that was coming out of their predatory system would be good to consolidate control.
[00:27:22.941 --> 00:27:32.504]  But in truth, they're all greedy and backstabbing as well, and haven't even been following their own eugenics protocols, and this whole thing is going to spin out of control and explode.
[00:27:33.144 --> 00:27:39.066]  They think they can just follow the AI computer systems they've got and follow decisions off of trends?
[00:27:42.441 --> 00:27:48.385]  That only works if the people running the system actually let the artificial intelligences control it, but they don't.
[00:27:48.605 --> 00:27:57.570]  They're getting in there constantly trying to tweak it or change it to improve their combine's particular position.
[00:27:58.370 --> 00:28:03.393]  And so the combines more and more are at odds with each other and there's cracks forming in these alliances.
[00:28:03.994 --> 00:28:06.395]  I don't need an AI algorithm to tell me that.
[00:28:07.116 --> 00:28:08.817]  I got the one built over this
[00:28:09.935 --> 00:28:13.996]  Species development and all the experiences of my ancestors.
[00:28:14.996 --> 00:28:17.917]  I'll put that up against your supercomputer any day.
[00:28:19.077 --> 00:28:23.858]  Because I have morals and I have a compass and I have a rule.
[00:28:25.359 --> 00:28:28.260]  A social code I follow because it's written in my DNA.
[00:28:28.280 --> 00:28:31.940]  That's the thing about evil people.
[00:28:31.960 --> 00:28:38.062]  They think because they can cheat and steal and lie and do bad things and get ahead for a little while that they're advanced and intelligent.
[00:28:39.360 --> 00:28:50.363]  They think really good people don't understand evil and don't understand all the things they know and more, and that we're weak because we won't use the type of tactics you use?
[00:28:50.723 --> 00:28:51.504]  You're fools.
[00:28:53.764 --> 00:28:55.865]  You're like someone that gets in the community pool.
[00:28:57.500 --> 00:29:00.683]  That's got 50 people swimming in it and starts urinating in it.
[00:29:01.624 --> 00:29:07.009]  Telling yourself that, oh, it's just me doing it, but then everybody else starts doing it.
[00:29:07.289 --> 00:29:08.250]  Or let's go on further.
[00:29:08.490 --> 00:29:11.473]  You start doing, not number one, but the other one in the pool.
[00:29:12.995 --> 00:29:14.196]  And that's what you guys are doing.
[00:29:14.296 --> 00:29:20.562]  You think it's not affecting you and your kids, and the pool looks like a latrine at this point.
[00:29:21.735 --> 00:29:24.576]  You people don't even care if nuclear reactors melt down now.
[00:29:24.796 --> 00:29:27.157]  You just turn the alarms off and let them leak.
[00:29:27.177 --> 00:29:32.220]  93% of them, the International Atomic Energy Commission admits, are leaking currently.
[00:29:32.540 --> 00:29:35.701]  They're just falling apart, melting down, exploding.
[00:29:36.362 --> 00:29:37.942]  They used to at least care.
[00:29:38.302 --> 00:29:38.983]  They don't care anymore.
[00:29:39.163 --> 00:29:41.204]  You people are disconnected.
[00:29:41.764 --> 00:29:46.885]  You've stolen trillions, you live in palaces, and you're disconnected from the grassroots.
[00:29:47.205 --> 00:29:47.845]  Well, I'm not.
[00:29:48.286 --> 00:29:52.827]  Oh, Politico, thank you for telling me that the click age is ending.
[00:29:53.207 --> 00:29:58.108]  We told you four years ago, we changed it into our own internal funded model.
[00:29:58.428 --> 00:29:59.668]  We are the trailblazers!
[00:29:59.688 --> 00:30:02.589]  We're on the march, the empire's on the run.
[00:30:03.509 --> 00:30:06.190]  Alex Jones and the GCN Radio Network.
[00:30:11.141 --> 00:30:14.502]  The globalist social engineers are not just targeting us with propaganda.
[00:30:14.602 --> 00:30:16.863]  They are manipulating our genetics.
[00:30:17.043 --> 00:30:25.426]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:30:25.686 --> 00:30:29.027]  The key is to be aware of this attack and to fight back against it.
[00:30:29.187 --> 00:30:39.491]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:30:39.811 --> 00:30:47.096]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[00:30:47.296 --> 00:30:49.197]  I've always believed in nutrition and herbs.
[00:30:49.537 --> 00:30:57.102]  Super Mill Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[00:30:57.482 --> 00:31:03.647]  Super Mill Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:31:03.947 --> 00:31:10.892]  Visit InfoWarsLife.com today to secure your Super Mill Vitality and other powerful products from InfoWars Life.
[00:31:11.172 --> 00:31:21.359]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet for more than a decade.
[00:31:21.559 --> 00:31:28.484]  My favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:31:28.664 --> 00:31:33.347]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:31:33.527 --> 00:31:40.212]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:31:40.332 --> 00:31:47.417]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:31:47.497 --> 00:31:49.218]  Hands down, this is my favorite coffee.
[00:31:49.378 --> 00:31:54.360]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:31:54.520 --> 00:31:58.861]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:31:59.001 --> 00:32:02.243]  Available in original or with our immune support infusion blend.
[00:32:02.383 --> 00:32:08.505]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:32:08.685 --> 00:32:10.886]  Available at Infowarslife.com.
[00:32:11.086 --> 00:32:14.067]  A clean, toxic-free body is the foundation of true health.
[00:32:14.347 --> 00:32:16.608]  Introducing Deep Cleanse by Infowarslife.com.
[00:32:17.248 --> 00:32:23.913]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:32:24.213 --> 00:32:29.417]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:32:29.517 --> 00:32:38.364]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites and others, Deep Cleanze doesn't hold back.
[00:32:38.624 --> 00:32:47.227]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:32:47.467 --> 00:32:54.350]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigerex herbal processing technique.
[00:32:54.510 --> 00:33:00.412]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[00:33:00.872 --> 00:33:05.593]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit InfoWarsLife.com.
[00:33:05.753 --> 00:33:08.194]  That's InfoWarsLife.com or call 888-253-3139.
[00:33:08.434 --> 00:33:17.276]  Oh yeah, it's a cheesy song, but everybody knows they love it.
[00:33:17.296 --> 00:33:18.476]  So I'll admit, I don't think it's cheesy.
[00:33:18.516 --> 00:33:18.896]  I like it.
[00:33:19.276 --> 00:33:19.796]  Crank it up!
[00:33:19.816 --> 00:33:20.736]  It's the Eye of the Tiger!
[00:33:21.797 --> 00:33:21.917]  Ha!
[00:33:25.639 --> 00:33:30.600]  It's Alex Jones.
[00:33:30.720 --> 00:33:31.120]  Pull up.
[00:33:34.841 --> 00:33:35.281]  Red light.
[00:33:35.321 --> 00:33:35.981]  Look over to the ladies.
[00:33:36.141 --> 00:33:37.761]  Of course, a married guy can't do that.
[00:33:38.621 --> 00:33:39.822]  It's the eye of the tiger, baby.
[00:33:41.822 --> 00:33:42.882]  Not acting confident.
[00:33:43.522 --> 00:33:45.063]  I am confident.
[00:33:45.123 --> 00:33:46.003]  Confident in the truth.
[00:33:46.823 --> 00:33:48.683]  Confident in my love of humanity.
[00:33:50.223 --> 00:33:50.904]  Rising up.
[00:33:52.604 --> 00:33:53.244]  Thrill of the fight.
[00:33:56.815 --> 00:33:57.676]  Yeah, let's play some of this.
[00:34:00.038 --> 00:34:01.799]  I did, I did my time, I took my chances.
[00:34:03.060 --> 00:34:10.206]  I want to salute all the patriots out there that exposed 9-11 as an inside job.
[00:34:11.106 --> 00:34:13.428]  You've been vindicated, yet again.
[00:34:13.448 --> 00:34:15.610]  Federal reserves, private.
[00:34:16.571 --> 00:34:17.111]  Vindicated.
[00:34:17.812 --> 00:34:19.333]  Stock markets, everything rigged.
[00:34:20.073 --> 00:34:20.654]  Vindicated.
[00:34:21.855 --> 00:34:25.818]  Cancer viruses in the polio vaccines, now globally recalled.
[00:34:27.065 --> 00:34:27.706]  Vindicated!
[00:34:28.946 --> 00:34:30.928]  Fluoride, brain-damaging people en masse!
[00:34:31.228 --> 00:34:31.848]  Vindicated!
[00:34:32.869 --> 00:34:33.510]  Vindicated!
[00:34:34.791 --> 00:34:38.373]  Pro-human, anti-eugenics, humans of the stars and beyond!
[00:34:38.874 --> 00:34:39.494]  Vindicated!
[00:34:40.174 --> 00:34:41.135]  Committed to win!
[00:34:41.816 --> 00:34:42.476]  Vindicated!
[00:34:42.916 --> 00:34:43.617]  Spirit of 1776 rising!
[00:34:43.657 --> 00:34:44.117]  Vindicated!
[00:34:51.949 --> 00:34:53.292]  That toast is with coffee.
[00:34:53.312 --> 00:34:54.274]  They say that's not good luck.
[00:34:54.294 --> 00:34:54.755]  Yeah, it is.
[00:34:55.857 --> 00:34:58.362]  We're toasting to the big wake-up that's happening right now.
[00:35:01.101 --> 00:35:02.022]  I'm gonna be honest with you.
[00:35:02.062 --> 00:35:04.284]  I say this broadcast isn't teleprompter free.
[00:35:06.385 --> 00:35:07.726]  It is teleprompter free.
[00:35:08.767 --> 00:35:10.409]  But it is guided by something else.
[00:35:10.749 --> 00:35:11.570]  Human will.
[00:35:12.390 --> 00:35:16.494]  And a script written thousands of years ago.
[00:35:17.575 --> 00:35:19.656]  It's the same fight every generation goes through.
[00:35:20.197 --> 00:35:22.379]  But this one is the key crossroads.
[00:35:22.799 --> 00:35:24.961]  The gateway to the future.
[00:35:27.182 --> 00:35:28.825]  He's the eye of the tiger right now.
[00:35:28.865 --> 00:35:29.586]  The commitment.
[00:35:30.207 --> 00:35:31.389]  It isn't thinking about winning.
[00:35:31.689 --> 00:35:32.630]  It's going to win.
[00:35:38.359 --> 00:35:39.902]  We're going to break the change.
[00:35:43.772 --> 00:35:46.213]  They tell you caring and having passion is stupid.
[00:35:47.154 --> 00:35:51.336]  Being a scared little nerd, hiding out is the way to go.
[00:35:51.596 --> 00:35:55.478]  When I say a scared little nerd, I mean the big, tough guys acting like they got all the answers.
[00:35:56.238 --> 00:36:00.460]  When you start talking to them, that lake's a mile wide, a millimeter deep.
[00:36:01.860 --> 00:36:04.602]  What we're talking about has no depths.
[00:36:05.942 --> 00:36:06.563]  It's eternal.
[00:36:07.463 --> 00:36:08.183]  It's continual.
[00:36:08.624 --> 00:36:10.845]  It's a figure eight set on its side.
[00:36:12.405 --> 00:36:13.026]  Infinity.
[00:36:14.404 --> 00:36:17.165]  Stare into infinity.
[00:36:17.785 --> 00:36:19.105]  Glenn Beck says I'm scary.
[00:36:19.205 --> 00:36:19.945]  You bet I am.
[00:36:19.965 --> 00:36:22.746]  If I was him, I'd be scared.
