[00:00:23.038 --> 00:00:29.301]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:43:03.829 --> 01:43:07.014]  This weird paradigm where they keep denying it's going on, but it's everywhere.
[01:43:07.394 --> 01:43:09.217]  Infowars.com, stay with us.
[01:43:10.208 --> 01:43:12.210]  My friends, listen up and listen up good.
[01:43:12.370 --> 01:43:21.440]  For the next 48 hours, this Friday through Sunday, we are offering 50% off the best-selling Hillary for Prison shirts and Molon Lave shirts.
[01:43:21.660 --> 01:43:27.066]  Hillary for Prison shirt that's sending shockwaves through the media, patriots are meeting like-minded people.
[01:43:27.146 --> 01:43:27.667]  It's amazing.
[01:43:27.767 --> 01:43:29.949]  And because I want to see even more of these shirts out there, 50% off.
[01:43:31.651 --> 01:43:32.732]  We're good to go.
[01:43:47.225 --> 01:43:48.286]  And this special will end.
[01:43:48.386 --> 01:43:49.326]  But here's the key.
[01:43:49.526 --> 01:44:02.453]  You've got to go to InfoWars.com forward slash newsletter and sign up for our free newsletter and we will send you the promo code directly to your email at checkout to get these t-shirts, one or both, for 50% off.
[01:44:02.633 --> 01:44:07.015]  InfoWarsStore.com at InfoWars.com forward slash newsletter.
[01:44:07.236 --> 01:44:09.897]  Sign up and get 50% off with the promo code.
[01:44:10.137 --> 01:44:16.061]  Prepping for disaster and societal unrest has now gone so mainstream that even Realtor.com is writing about it.
[01:44:16.201 --> 01:44:25.328]  But the Realtors are still embarrassed to cover the subject and eager to set themselves apart from what they call Uncle Travis' guns and canned foods militia vision of preparedness.
[01:44:25.468 --> 01:44:27.810]  Well, the ants may have the last laugh
[01:44:28.010 --> 01:44:29.051]  On the grasshoppers.
[01:44:29.191 --> 01:44:32.252]  But the grasshoppers will still sing the tune if they can make money.
[01:44:32.432 --> 01:44:38.976]  But maybe you don't have a Hollywood mansion where you can drop another million dollars to turn your home theater into a radiation-proof bunker.
[01:44:39.136 --> 01:44:43.358]  There are still very effective, low-tech, low-cost things you can do to prepare.
[01:44:43.618 --> 01:44:51.062]  In fact, even realizing that there's a need to prepare and doing anything to act on that realization increases your chances of survival.
[01:44:51.402 --> 01:44:57.465]  Things that you do to prepare for an Armageddon scenario will help you to weather storms, to absorb an economic shock,
[01:44:57.745 --> 01:44:59.487]  Or to protect you from home invasion.
[01:44:59.847 --> 01:45:05.633]  Prepare for the worst case scenario while you educate yourself and others and work for the best case scenario.
[01:45:05.833 --> 01:45:08.216]  Get more information at InfoWars.com.
[01:45:08.716 --> 01:45:09.257]  I'm David Knight.
[01:45:10.387 --> 01:45:12.388]  My friends, listen up and listen up good.
[01:45:12.568 --> 01:45:21.631]  For the next 48 hours, this Friday through Sunday, we are offering 50% off the best-selling Hillary for Prison shirts and Molon Lave shirts.
[01:45:21.831 --> 01:45:27.232]  Hillary for Prison shirt that's sending shockwaves to the media, patriots are meeting like-minded people.
[01:45:27.332 --> 01:45:27.833]  It's amazing.
[01:45:27.953 --> 01:45:29.953]  And because I want to see even more of these shirts out there, 50% off, $9.95.
[01:45:32.834 --> 01:45:33.435]  We're good.
[01:45:47.551 --> 01:45:49.513]  This special will end, but here's the key.
[01:45:49.693 --> 01:46:02.584]  You've got to go to InfoWars.com forward slash newsletter and sign up for our free newsletter and we will send you the promo code directly to your email at checkout to get these t-shirts, one or both, for 50% off.
[01:46:02.784 --> 01:46:07.147]  InfoWarsStore.com at InfoWars.com forward slash newsletter.
[01:46:07.368 --> 01:46:10.050]  Sign up and get 50% off with the promo code.
[01:46:10.290 --> 01:46:11.671]  Clean, pure drinking water.
[01:46:11.951 --> 01:46:13.232]  You can't survive without it.
[01:46:13.432 --> 01:46:14.332]  But where do you get it?
[01:46:14.632 --> 01:46:20.396]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[01:46:20.616 --> 01:46:26.339]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[01:46:26.519 --> 01:46:43.389]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[01:46:43.789 --> 01:46:45.910]  Filter capacity up to 5,000 gallons.
[01:46:46.270 --> 01:46:47.470]  Stainless steel construction.
[01:46:47.750 --> 01:46:48.510]  Easy assembly.
[01:46:48.771 --> 01:46:49.391]  Low maintenance.
[01:46:49.691 --> 01:46:51.511]  Replacement filters are simple to install.
[01:46:51.791 --> 01:46:58.894]  And now, as part of an exclusive limited time introductory offer, you can save $20 off a retail price and get free shipping.
[01:46:59.054 --> 01:47:04.055]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[01:47:04.255 --> 01:47:06.836]  Go to InfowarsStore.com or call 888-253-3139.
[01:47:13.621 --> 01:47:16.343]  You're listening to The Alex Jones Show.
[01:47:30.996 --> 01:47:36.160]  He aligns himself with the truth, and it's time for you to choose a side.
[01:47:36.681 --> 01:47:38.963]  You're listening to Alex Jones.
[01:47:40.794 --> 01:47:44.798]  Bad luck wind been blowing at my back.
[01:47:48.682 --> 01:47:55.549]  I was born to bring trouble to wherever I'm at.
[01:47:56.890 --> 01:48:01.435]  Got the number 13 tattooed on my neck.
[01:48:02.756 --> 01:48:04.538]  There's a story up on Infowars.com.
[01:48:04.578 --> 01:48:05.358]  It's a bunch of videos.
[01:48:05.759 --> 01:48:13.425]  Joe Biggs, a reporter, shot in Louisville, Kentucky at the NRA National Convention.
[01:48:13.726 --> 01:48:17.189]  First time they've endorsed a political candidate before they get the main nomination.
[01:48:18.870 --> 01:48:20.852]  And I think Donald Trump's for real overall.
[01:48:21.152 --> 01:48:24.295]  I think the fact that he's meeting with globalists is his attempt to beat Hillary.
[01:48:26.437 --> 01:48:28.038]  I even know Roger Stone's concerned about it.
[01:48:28.078 --> 01:48:29.840]  He said that on air and he's good friends with Donald Trump.
[01:48:31.448 --> 01:48:33.189]  But I guess Donald Trump thinks he knows what he's doing.
[01:48:33.209 --> 01:48:33.509]  I know this.
[01:48:33.529 --> 01:48:34.549]  They're scared of him for real.
[01:48:36.270 --> 01:48:37.611]  Even more scared of him than they were of Reagan.
[01:48:38.851 --> 01:48:42.072]  Now, Joel Scalzen knew Reagan and was one of the top conservatives back at that time.
[01:48:43.153 --> 01:48:47.114]  But, uh... I wanted to mention something.
[01:48:47.215 --> 01:48:48.675]  Patriots want to lose.
[01:48:49.636 --> 01:48:53.457]  Or there's this meme that we're not ever supposed to influence things and take back control.
[01:48:54.898 --> 01:48:55.278]  And I agree.
[01:48:55.298 --> 01:49:00.280]  We should try to defend liberty, take the country back, take the world back, but also prepare, you know, a backup.
[01:49:01.530 --> 01:49:05.893]  But, you know, there's a commenter here, because here it is, exclusive behind the scenes of the NRA annual meeting.
[01:49:06.493 --> 01:49:09.496]  InfoWars speaks with gun rights activists rallying to protect Constitution.
[01:49:10.796 --> 01:49:14.859]  And there's an anon saying, now InfoWars is pumping up the NRA.
[01:49:14.919 --> 01:49:22.665]  What happened to the criticisms that this gun organization has compromised our gun rights numerous times that the Gun Owners of America was a better alternative?
[01:49:23.165 --> 01:49:25.507]  I just don't get this play scene.
[01:49:26.937 --> 01:49:51.372]  Well, see, there's this attitude of holier-than-thou, judge everyone, when I've been 100% clear every time Larry Pratt's on the show, that gun owners made the NRA honest again, and I've had people on like the Motor City Madman, Ted Nugent, who's on the board, saying thank God for gun owners keeping them honest.
[01:49:51.832 --> 01:49:56.175]  We've reformed the NRA, made them hardcore, kicked the bad members off,
[01:49:57.213 --> 01:49:59.074]  And it's doing a good job overall now.
[01:50:00.755 --> 01:50:03.776]  We got the members to take action.
[01:50:04.837 --> 01:50:09.839]  And then once they start steering back the right direction, 90%, we then praise the good behavior.
[01:50:11.720 --> 01:50:14.281]  So, I've been totally clear about that.
[01:50:14.782 --> 01:50:16.743]  So I'm bad having gun owners on every month.
[01:50:16.903 --> 01:50:19.644]  I'm bad because I'm saying, oh look, the R.A.'
[01:50:19.624 --> 01:50:20.625]  's, I'll promote the Second Amendment.
[01:50:21.685 --> 01:50:23.186]  Again, we have to get past this
[01:50:24.946 --> 01:50:26.086]  This craziness.
[01:50:26.106 --> 01:50:28.307]  Joel Scalzo, we've got nine minutes left, seven minutes left.
[01:50:28.687 --> 01:50:33.548]  I really appreciate you from worldafirstbrief.com, editor-in-chief over there.
[01:50:33.688 --> 01:50:36.629]  Other points you want to get into, other big issues you're looking at.
[01:50:36.969 --> 01:50:40.449]  Look at Venezuela, $170 hamburgers they're reporting in AFP.
[01:50:40.930 --> 01:50:42.470]  Why are these Bernie idiots running around?
[01:50:42.490 --> 01:50:43.370]  I mean, I agree with you.
[01:50:43.410 --> 01:50:48.351]  The big negative news is 55% of people under the age of 30 say they want socialism.
[01:50:48.611 --> 01:50:51.272]  As they sit here in the lap of luxury compared to socialist countries,
[01:50:51.772 --> 01:50:53.393]  They're just so ignorant, they're so soft.
[01:50:53.433 --> 01:51:06.698]  How do we get past this paradox of even limited liberty, limited discovery of the Renaissance and God's promise makes the grandkids of those that did it so decadent and slob-like they believe any lie they are told?
[01:51:06.718 --> 01:51:09.179]  I mean, isn't that the problem with liberty?
[01:51:09.519 --> 01:51:11.720]  Is it ends up producing totally spoiled, rotten children?
[01:51:13.376 --> 01:51:14.437]  Well, that's part of the problem.
[01:51:15.097 --> 01:51:22.982]  One of the main problems, though, is that the faults of socialism can always be blamed on the lack of performance on the free market.
[01:51:23.103 --> 01:51:24.884]  In other words, we're having to respond.
[01:51:25.164 --> 01:51:29.647]  They blame all of these business cycles on the free market, but they're not the free market.
[01:51:29.687 --> 01:51:33.209]  They're the intervention of a fiat money supply in the economy.
[01:51:33.930 --> 01:51:37.272]  And, you know, oftentimes the victims of socialist policy are hidden.
[01:51:37.812 --> 01:51:42.275]  The benefits are public, and so the people buy into the benefits, but they never see the hidden victims.
[01:51:42.315 --> 01:51:42.896]  They never see the
[01:51:43.576 --> 01:51:50.159]  The businessmen on the margin who cannot afford now to hire any youth because of a minimum wage of $15 an hour.
[01:51:50.179 --> 01:51:54.080]  And that's going to happen in the millions as those things have passed.
[01:51:54.560 --> 01:52:00.662]  And so you see capitalism and the free markets always get the bad press because they can easily be blamed.
[01:52:01.043 --> 01:52:04.544]  The hidden victims of socialism are never visible in the press, of course.
[01:52:04.944 --> 01:52:09.666]  Who could reveal it never will because they are part of the conspiracy to make
[01:52:10.206 --> 01:52:11.187]  Socialism look good.
[01:52:11.867 --> 01:52:15.129]  Ultimately, it's just the breakdown of the fact that you can never pay for it.
[01:52:15.549 --> 01:52:24.734]  In other words, it's an unstoppable attraction to get more than what your true worth allows under socialism, and there's no way to eventually pay for that.
[01:52:25.114 --> 01:52:35.039]  You remember 15 years ago, 20 years ago, when socialism had these collapses in Europe, and they had to reform under Thatcher, and even Norway had to cut their benefits, Sweden had to cut
[01:52:35.942 --> 01:52:37.804]  And now they're reaching the breaking point again.
[01:52:37.824 --> 01:52:40.928]  And of course, Muslim integration has helped that.
[01:52:42.129 --> 01:52:46.515]  Sure, why is the left so in love with Islam and radical Islam?
[01:52:46.655 --> 01:52:47.656]  It worships it.
[01:52:47.716 --> 01:52:55.365]  It just, it complains about the West empowering women and then it just runs around hysterically supporting
[01:52:56.445 --> 01:53:04.833]  Guys that are like stereotypes, like the Imam of Jerusalem going, I mean, it's like a cartoon.
[01:53:04.853 --> 01:53:06.595]  I mean, what is this death wish?
[01:53:07.456 --> 01:53:09.438]  I think it's on two levels, Alex.
[01:53:09.498 --> 01:53:15.383]  First of all, there are the globalists that are running the wars, creating the Muslim refugees.
[01:53:16.084 --> 01:53:23.286]  Pointed in Europe, not shutting down with sting operations as they could in the Mexican border or on the Turkish coast.
[01:53:23.706 --> 01:53:28.867]  You could send in any number of agents posing as refugees and arrest every boat owner immediately.
[01:53:28.967 --> 01:53:34.748]  Every coyote at the border who offered to take you across, arrest them immediately, but shut it down in a month.
[01:53:35.508 --> 01:53:37.228]  But they don't do it because they don't want to.
[01:53:37.288 --> 01:53:39.449]  Now, there's an entire cadre
[01:53:40.615 --> 01:53:43.877]  You know, journalism is really a whoring community.
[01:53:43.957 --> 01:53:46.478]  They are yes-men to their own establishment.
[01:53:47.118 --> 01:53:49.620]  They were hired because they're unthinking liberals.
[01:53:49.700 --> 01:53:52.101]  And I say unthinking, they may have good hearts.
[01:53:52.301 --> 01:54:04.527]  By the way, did you see the former USA Today editor coming out, Richard Benito, saying, look, we get in these meetings and people are happy groveling to lie and to do whatever Obama says.
[01:54:04.547 --> 01:54:05.327]  Have you seen that article?
[01:54:05.928 --> 01:54:07.188]  Yeah, and they are.
[01:54:07.208 --> 01:54:08.269]  They grovel at that.
[01:54:09.298 --> 01:54:27.542]  I mean, what I'm saying is you have so many people who are so anxious to please the establishment, please the media, please their school teachers, please their education establishment, that when you get a wave of movement, a psychological movement that says transgenders are untouchable, you've got to praise transgenders, they just jump right on the bandwagon.
[01:54:27.602 --> 01:54:30.122]  There's no conspiracy involved, it's just psychological.
[01:54:30.142 --> 01:54:31.143]  And that's an overton window.
[01:54:31.223 --> 01:54:36.984]  If they can let the government sexualize our children in the fifth grade, then the sky's the limit!
[01:54:38.766 --> 01:54:39.126]  That's right.
[01:54:39.166 --> 01:54:39.747]  And they're not through.
[01:54:39.767 --> 01:54:45.370]  They're going to shut down opposition so that no one can say nay without being accused of hate speech and locked up.
[01:54:45.410 --> 01:54:47.011]  And they can do that before war.
[01:54:47.692 --> 01:54:48.793]  That's where we're headed.
[01:54:48.833 --> 01:54:49.053]  Sure.
[01:54:49.073 --> 01:54:51.154]  So the answer is everybody use their free speech now.
[01:54:51.414 --> 01:54:54.576]  Promote links to World Affairs Brief, Infowars.com, Drudge.
[01:54:54.877 --> 01:54:55.497]  Tell the truth.
[01:54:55.537 --> 01:54:57.338]  Do your own media, your own local shows.
[01:54:58.039 --> 01:55:07.485]  Just get involved and just try to absolutely point out that free speech is vital and precious and that you just can't take Infowars or World Affairs Brief or whatever for granted.
[01:55:08.530 --> 01:55:12.593]  You know, it's just like two crucial issues I covered in the World Affairs Brief this last time.
[01:55:13.253 --> 01:55:24.241]  I had to give people the philosophical ammunition so that they can go up against transgender, so they can go up against civil rights and anti-discrimination laws.
[01:55:24.721 --> 01:55:28.603]  First of all, I said, you know, you've got to understand what a true definition of fundamental right is.
[01:55:28.663 --> 01:55:38.270]  If you're going to go up and say, what's wrong with giving anti-discrimination rights, whether it's race... Sure, my children have a right to not have the school teach them how to have sex when they're five years old.
[01:55:39.410 --> 01:55:41.771]  Yeah, and you've got to understand how to define those rights.
[01:55:42.031 --> 01:55:43.272]  I do it in the World Affairs Brief.
[01:55:43.312 --> 01:55:48.573]  Your listeners can get a free copy by just emailing me at editor at worldaffairsbrief.com.
[01:55:49.093 --> 01:55:54.055]  But I also talked about why the transgender thing is bogus, and you've got to stand up against it.
[01:55:54.075 --> 01:55:56.936]  You can't just kowtow and say, oh yes, everybody deserves
[01:55:58.517 --> 01:56:03.240]  And even I kowtow, because I don't hate people individually for whatever they've been raised and brainwashed by the system.
[01:56:03.540 --> 01:56:07.023]  I don't hate people individually, but the agenda is anti-family, anti-human.
[01:56:07.323 --> 01:56:08.003]  But I get it.
[01:56:08.063 --> 01:56:13.567]  I should just say, absolutely not, because even being friendly somehow just empowers the whole deal.
[01:56:13.587 --> 01:56:15.709]  Because we're being raped with this.
[01:56:15.769 --> 01:56:17.310]  We're being force-fed this.
[01:56:18.410 --> 01:56:25.852]  I mean there's just no way I would tolerate transgender claims because there's no way for anyone to justify scientifically a transgender claim.
[01:56:25.872 --> 01:56:28.093]  Maybe you look at Caitlyn Jenner, Bruce Jenner.
[01:56:28.433 --> 01:56:30.233]  Now Bruce Jenner wants to go back to being a man.
[01:56:30.894 --> 01:56:37.315]  He only still has sex with women and that means he hasn't had, he's had a boob operation but he has not had a genital operation.
[01:56:37.775 --> 01:56:38.996]  And that's just despicable.
[01:56:39.016 --> 01:56:41.657]  Just like body modification where you have horns put on yourself.
[01:56:41.697 --> 01:56:42.837]  It doesn't really mean you're a lizard.
[01:56:44.005 --> 01:56:49.967]  That's right, and as I quoted in the World Affairs Brief, there's a professor, John Hopkins, that says all of this transgender stuff is bogus.
[01:56:50.407 --> 01:56:58.030]  They are still males in DNA, in hormones, in all of the aspects of the body where male and female differ, and you cannot change that.
[01:56:58.050 --> 01:57:00.691]  Sure, in closing, what is the main agenda behind this?
[01:57:00.751 --> 01:57:02.852]  I mean, obviously, in the family, make the state God.
[01:57:03.212 --> 01:57:05.613]  That destroys the human family, so this is an anti-human agenda.
[01:57:06.670 --> 01:57:17.019]  Well, the agenda is to first of all silence everyone in opposition so that when the wave of propaganda, and that's why people have to get out of the public schools, that's going to be the focus of propaganda.
[01:57:17.039 --> 01:57:26.787]  I don't care how painful it is, how much it costs, or how much you have to do to do homeschooling, you have got to get your kids out of public schools because that's where the impact is going to be.
[01:57:27.487 --> 01:57:29.149]  The educations are worthless.
[01:57:29.329 --> 01:57:33.613]  We need to bring, even if it's secret, we need to bring apprenticeships back.
[01:57:33.633 --> 01:57:35.295]  That's where kids are going to learn how to be men and women.
[01:57:35.756 --> 01:57:38.238]  Joel Scalzin, worldaffairsbrief.com.
[01:57:38.258 --> 01:57:39.840]  I want to get you back up in the next week.
[01:57:40.260 --> 01:57:41.722]  Such incredible things are happening.
[01:57:41.742 --> 01:57:43.023]  We'll talk geopolitics more.
[01:57:43.383 --> 01:57:44.705]  Hopefully you can come up this week, okay?
[01:57:45.245 --> 01:57:46.765]  Yes, I'd be pleased to do that.
[01:57:46.785 --> 01:57:49.546]  I want to talk to you right now at the other show and set that up the next few days.
[01:57:49.606 --> 01:57:51.947]  Big guest coming up this week and more 11 a.m.
[01:57:51.967 --> 01:57:52.387]  to 3 p.m.
[01:57:52.407 --> 01:57:52.727]  Central.
[01:57:53.047 --> 01:57:53.987]  Infowars.com.
[01:57:54.007 --> 01:57:55.468]  They're trying to shut this down, folks.
[01:57:55.768 --> 01:57:58.588]  Promote it, because this sunlight is hurting these vampires.
[01:57:59.289 --> 01:58:02.249]  A clean, toxic-free body is the foundation of true health.
[01:58:02.529 --> 01:58:04.790]  Introducing Deep Cleanse by Infowarslife.com.
[01:58:05.430 --> 01:58:12.135]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[01:58:12.415 --> 01:58:20.761]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser with concentrated organic compounds like cilantro,
