[00:00:11.499 --> 00:00:16.542]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:27:26.923 --> 00:27:31.586]  That we're going to air Saturday, Sunday, and then today on Big Topics with Roger Stone.
[00:27:31.966 --> 00:27:42.792]  The real reason he came to town was to discuss a lot of inside baseball things, coming up with Cleveland, and to fill me in on a lot of things off the record so that I could navigate into the future.
[00:27:43.212 --> 00:27:50.396]  And he's filled me in on some things off record about a year ago that all came true, and then again about six months ago, and then a few months ago when he came back to Austin, Texas.
[00:27:50.416 --> 00:27:54.598]  So this is pretty important stuff, obviously, that I got briefed on, but I can't talk about it until the future.
[00:27:59.414 --> 00:28:12.542]  We were talking for about an hour back there in the conference room, just he and I, and he got a call from his wife, and his 93-year-old mother had come home from the hospital, and they had just said, look, she's gonna die any day now, but she's still all there.
[00:28:12.962 --> 00:28:14.883]  She's in excruciating pain with lung cancer.
[00:28:15.344 --> 00:28:17.245]  We're going to give her morphine.
[00:28:18.265 --> 00:28:18.806]  She wants it.
[00:28:20.387 --> 00:28:22.668]  And he said, can I see you in a minute or two?
[00:28:22.748 --> 00:28:26.871]  And then he went around and looked out in the foyer area, and I walked by, and I saw tears in his eyes.
[00:28:27.942 --> 00:28:29.362]  And he got off the phone.
[00:28:29.382 --> 00:28:32.383]  He goes, that was the last time I'll probably ever talk to my mother while she's all there.
[00:28:32.423 --> 00:28:33.624]  This is Saturday at about noon.
[00:28:34.384 --> 00:28:37.245]  She's about to go on morphine in a super high dose.
[00:28:37.265 --> 00:28:38.745]  She'll probably die in the next 48 hours.
[00:28:39.045 --> 00:28:40.866]  I've got to go finish a Trump speech on Sunday.
[00:28:40.886 --> 00:28:42.686]  I'm going to leave here early now.
[00:28:42.706 --> 00:28:45.807]  I was going to fly out Sunday morning, but because of all the storms, I'm going to leave this afternoon.
[00:28:46.447 --> 00:28:48.248]  And he pulled himself up.
[00:28:48.408 --> 00:28:49.548]  I mean, he wasn't even really crying.
[00:28:49.908 --> 00:28:50.749]  He pulled himself up.
[00:28:50.969 --> 00:28:55.250]  We came in here, shot the segments, and went out to lunch, talked about his mother.
[00:28:56.070 --> 00:28:57.112]  And what a great lady she was.
[00:28:57.132 --> 00:28:58.413]  And I always love hearing about people's mothers.
[00:28:59.114 --> 00:28:59.835]  And then left.
[00:28:59.855 --> 00:29:05.483]  By the way, I want Steve Pichenik to come on soon to do a whole hour on his mother and this book he's written about her.
[00:29:05.823 --> 00:29:06.604]  What an amazing lady.
[00:29:08.274 --> 00:29:12.135]  Pachinik actually did make it out of the Holocaust and his family, most of them, were actually killed.
[00:29:12.815 --> 00:29:19.056]  That's why he actually can't stand the ADL or those other groups is because he documents what they really did.
[00:29:19.076 --> 00:29:25.458]  The groups before the ADL not letting Jews get out of Germany unless they paid big bounties to Jewish mafia organizations.
[00:29:25.898 --> 00:29:30.759]  That's why Pachinik comes on air and exposes some of the more criminal elements of things going on in Israel.
[00:29:31.259 --> 00:29:33.039]  That's why it's so credible too when he does it.
[00:29:33.780 --> 00:29:34.820]  But he's written a book about that.
[00:29:35.868 --> 00:29:37.169]  They wouldn't let him get into the U.S., though.
[00:29:37.189 --> 00:29:38.209]  They had to get into Cuba first.
[00:29:39.329 --> 00:29:40.770]  And then they got into the U.S.
[00:29:40.790 --> 00:29:42.131]  via Canada, into Cuba.
[00:29:43.331 --> 00:29:50.554]  Into the U.S., but then Roger Stone called me at about, or texted me at about 3.15 last night saying, yeah, my mom just died.
[00:29:50.914 --> 00:29:52.315]  You know, thanks, pal, for all your support.
[00:29:52.335 --> 00:29:54.196]  I happened to be up at that time, too.
[00:29:54.216 --> 00:29:56.097]  Strangely, I'd woken up.
[00:29:56.537 --> 00:29:57.777]  That's a classy guy right there.
[00:29:58.178 --> 00:29:58.838]  We'll be back.
[00:29:59.625 --> 00:30:02.607]  We're on the march, the empire's on the run.
[00:30:03.548 --> 00:30:06.230]  Alex Jones and the GCN Radio Network.
[00:30:11.624 --> 00:30:17.967]  I got so busy fighting the Globals for 15 years, I turned into a giant fat slob when I was an exercise fanatic before.
[00:30:18.367 --> 00:30:21.449]  Now in the last five years, I set out to try to get back in shape.
[00:30:21.889 --> 00:30:33.735]  And to help turbocharge that, I talked to top scientists and nutraceutical developers and said, I want something that blocks these estrogen mimickers, something that helps me get back to what a real male was like instead of this Globals bombardment.
[00:30:34.215 --> 00:30:37.096]  And we developed Super Male and Super Female Vitality.
[00:30:37.256 --> 00:30:38.116]  They're best sellers.
[00:30:38.337 --> 00:30:39.677]  They're loved across the industry.
[00:30:39.837 --> 00:30:40.437]  They're amazing.
[00:30:40.717 --> 00:30:45.099]  You owe it to yourself to get a bottle of Super Male Vitality today at InfoWareStore.com.
[00:30:45.479 --> 00:30:48.540]  Folks, it's so amazing what Mother Nature gave us.
[00:30:48.820 --> 00:30:52.022]  You're crazy if you don't at least try a bottle of this, because you can't lose.
[00:30:52.262 --> 00:31:00.745]  You're fighting the InfoWare and the fight for freedom worldwide, while at the same time getting a game-changing supplement at InfoWareStore.com.
[00:31:00.885 --> 00:31:03.107]  Super Metal Vitality is now back in stock.
[00:31:03.327 --> 00:31:04.869]  It's been sold out for several months.
[00:31:05.129 --> 00:31:10.294]  It's available at infowarestore.com or by calling toll-free, 888-253-3139.
[00:31:10.835 --> 00:31:13.458]  A new tell-all book is shocking the Hillary campaign.
[00:31:13.618 --> 00:31:19.784]  Crisis of Character, a White House Secret Service officer discloses his first-hand experience with Hillary, Bill, and how they operate.
[00:31:19.804 --> 00:31:24.869]  It was written by former Secret Service agent Gary Byrne, who was posted outside the Oval Office during the Clinton years.
[00:31:25.149 --> 00:31:28.873]  The book reveals the real personality of Hillary, not the fake one you see on TV.
[00:31:29.013 --> 00:31:32.737]  And it's already at number one at Amazon, despite not being released until June 28th.
[00:31:32.917 --> 00:31:33.898]  But what's in the book?
[00:31:34.158 --> 00:31:39.363]  Well, it portrays Hillary as, quote, too erratic, uncontrollable, and occasionally violent to become president.
[00:31:39.524 --> 00:31:43.187]  Byrne describes Hillary as acting friendly one moment, then raging the next.
[00:31:43.568 --> 00:31:48.613]  In fact, Secret Service agents discussed the possibility they would have to protect Bill from his wife's physical attacks.
[00:31:48.993 --> 00:31:52.998]  And the couple had one violent encounter the morning of a key presidential address to the nation.
[00:31:53.258 --> 00:32:01.868]  Byrne wrote, quote, Hillary Clinton is now poised to become the Democratic nominee for the President of the United States, but she simply lacks the integrity and temperament to serve in the office.
[00:32:02.188 --> 00:32:04.451]  From the bottom of my soul, I know this to be true.
[00:32:04.731 --> 00:32:07.534]  And you can find out more at InfoWars.com.
[00:32:07.614 --> 00:32:08.796]  This is Keith Daniels reporting.
[00:32:10.535 --> 00:32:11.916]  Clean, pure drinking water.
[00:32:12.176 --> 00:32:13.477]  You can't survive without it.
[00:32:13.677 --> 00:32:14.577]  But where do you get it?
[00:32:14.877 --> 00:32:20.641]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:32:20.861 --> 00:32:26.584]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:32:26.764 --> 00:32:43.642]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:32:44.022 --> 00:32:46.163]  Filter capacity up to 5,000 gallons.
[00:32:46.503 --> 00:32:47.704]  Stainless steel construction.
[00:32:47.984 --> 00:32:48.764]  Easy assembly.
[00:32:49.024 --> 00:32:49.644]  Low maintenance.
[00:32:49.945 --> 00:32:51.765]  Replacement filters are simple to install.
[00:32:52.025 --> 00:32:59.148]  And now, as part of an exclusive limited time introductory offer, you can save $20 off a retail price and get free shipping.
[00:32:59.308 --> 00:33:04.311]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:33:04.511 --> 00:33:07.072]  Go to InfowarsStore.com or call 888-253-3139.
[00:33:21.500 --> 00:33:27.803]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:32.104 --> 00:33:42.968]  Alright, in a moment, before I plunge into the political news, the geopolitical news, the military news,
[00:33:46.030 --> 00:33:58.375]  War on the family news as we chronicle the globalist operations in their attempt to fully take over all life on earth and set themselves up as technocratic demigods.
[00:34:00.035 --> 00:34:09.939]  But before we do that I want to talk about Muhammad Ali because I was just discussing Roger Stone who was here talking to his mom on Saturday
[00:34:11.567 --> 00:34:12.968]  For what he said will probably be the last time.
[00:34:12.988 --> 00:34:16.530]  He said, I gotta go out here and call my mom, probably talk to her for the last time before they put her on morphine.
[00:34:16.550 --> 00:34:23.333]  I hope she holds on to like, you know, get back on Monday, but I gotta give a Trump speech, a Trump rally on Sunday.
[00:34:23.353 --> 00:34:24.294]  She's totally committed.
[00:34:24.314 --> 00:34:26.555]  That guy works like 18 hours a day during a campaign.
[00:34:26.595 --> 00:34:27.215]  He's a machine.
[00:34:28.436 --> 00:34:31.858]  And, you know, then learning that she died last night about 3.15.
[00:34:32.518 --> 00:34:33.759]  People say, well, she's 93 years old.
[00:34:33.819 --> 00:34:34.039]  Sure.
[00:34:34.319 --> 00:34:36.860]  You're just celebrating the interesting life of someone.
[00:34:37.681 --> 00:34:39.422]  And then you're also reflecting on how
[00:34:40.796 --> 00:34:48.422]  Her son responded to it and continued, you know, moving forward in his overall mission.
[00:34:49.803 --> 00:34:57.349]  And that's really the essence of perseverance and that's the human trait in men and women that I tend to admire the most.
